"","sexo","provincia","1990","1992","1994","1996","1998","2000","2003","2006","2009","2011","2013","2015"
"61","Mujer","Choapa",29700,54723,59440,63000,80822,1e+05,110000,131300,165750,199108,206000,240000
"62","Mujer","Colchagua",31408,53650,64260,68000,82139,1e+05,1e+05,121200,182325,196920,210000,250000
"63","Mujer","Concepción",36240,44382,64260,80000,100400,1e+05,118560,136350,182325,205400,210000,250000
"64","Mujer","Copiapó",38656,58710,74970,80000,100400,111346,118560,136350,197795,229740,290000,3e+05
"65","Mujer","Cordillera",42280,55045,80325,1e+05,120480,120000,150000,151500,198900,218800,220000,280000
"66","Mujer","Coyhaique",36240,53650,64260,84000,100400,109282,139394,151500,209950,218800,220000,3e+05
"67","Mujer","Curicó",36240,48285,55692,63500,80320,1e+05,1e+05,136350,182325,199108,210000,241000
"68","Mujer","El Loa",39600,42920,61319,80000,117300,109560,150000,173913,221000,273500,250000,320000
"69","Mujer","Elqui",36240,48285,59976,80000,93418,1e+05,110000,131300,182325,199108,215556,250000
"70","Mujer","Huasco",31408,48285,55692,65000,97750,1e+05,115000,131300,182325,205272,210000,250000
"71","Mujer","Iquique",51480,70818,90780,137902,135540,120000,135000,137840,205400,240680,250000,3e+05
"72","Mujer","Limarí",32012,42920,55692,65500,80320,1e+05,110000,136350,178976,196920,210000,240000
"73","Mujer","Linares",35640,42920,55692,65000,80822,1e+05,85000,113120,176800,183792,2e+05,240000
"74","Mujer","Llanquihue",32616,51504,64260,78000,90360,1e+05,115000,136350,176800,202390,210000,250000
"75","Mujer","Los Andes",24160,50273,64260,80000,95419,1e+05,114500,131300,186745,205400,210000,250000
"76","Mujer","Magallanes",39864,58906,101745,90000,110440,190000,150000,151500,198900,246480,251089,3e+05
"77","Mujer","Maipo",36240,53650,74970,90000,100400,120000,120000,143925,198900,202390,210500,250000
"78","Mujer","Malleco",33824,41418,72292,65000,85340,90000,1e+05,109080,164320,196920,2e+05,240000
"79","Mujer","Marga Marga",36152,53650,64260,80000,100400,120000,120000,131300,181220,196920,210000,250000
"80","Mujer","Melipilla",33824,42920,64260,81720,100400,1e+05,115000,136350,180115,205400,210000,280000
"81","Mujer","Ñuble",31408,41418,49266,70000,86344,85000,98800,116150,155805,180510,190000,224000
"82","Mujer","Osorno",30200,42920,74970,70000,90360,1e+05,95757,111100,165750,185980,210000,230000
"83","Mujer","Petorca",30683,46139,64260,70000,80320,90000,110000,126250,173485,196920,2e+05,241000
"84","Mujer","Quillota",30200,42920,58905,75000,84336,1e+05,115000,136350,182325,199108,210000,241000
"85","Mujer","Ranco",36240,75110,55692,80000,80320,1e+05,98778,121200,176800,199108,2e+05,215188
"86","Mujer","San Antonio",31408,58710,74970,81720,112950,107280,111250,131300,184535,203484,210000,241000
"87","Mujer","San Felipe",36240,42920,64260,75000,85474,1e+05,110000,136350,182325,196920,210000,250000
"88","Mujer","Santiago",42280,64380,94248,120000,140560,146080,160000,181800,221000,262560,250000,3e+05
"89","Mujer","Talagante",36240,53650,64260,91056,95882,120000,120000,141400,187850,202390,210000,250000
"90","Mujer","Talca",33742,48925,56763,67000,90360,91300,90000,126250,176800,196920,210000,241000
"91","Mujer","Tamarugal",31408,46139,60520,1e+05,99075,1e+05,115000,121200,184860,212236,210000,250000
"92","Mujer","Tierra del Fuego",32616,40774,98940,70752,113870,1e+05,165000,161600,235365,257090,280000,346000
"93","Mujer","Tocopilla",36240,42920,75650,81720,117300,122500,140000,141400,205400,251576,250000,265000
"94","Mujer","Última Esperanza",29950,42169,60520,70000,95380,109560,117030,151500,206635,200202,222500,3e+05
"95","Mujer","Valdivia",36240,48285,64260,90000,100400,1e+05,112500,126755,176800,202390,210000,240000
"96","Mujer","Valparaíso",32616,53650,70191,90000,100400,104000,120000,136350,182325,216444,210000,250000
