school_id,school_original_es,school_es
1,LICEO POLITECNICO ARICA,Liceo Polit\u00e9cnico Arica
4,LICEO OCTAVIO PALMA PEREZ,Liceo Octavio Palma P\u00e9rez
5,JOVINA NARANJO FERNANDEZ,Jovina Naranjo Fern\u00e1ndez
7,L. POLI. ANTONIO VARAS DE LA BARRA,Liceo Polit\u00e9cnico Antonio Varas de la Barra
8,COLEGIO INTEGRADO EDUARDO FREI MONTALVA,Colegio Integrado Eduardo Frei Montalva
10,ESCUELA REPUBLICA DE FRANCIA,Escuela Rep\u00fablica de Francia
15,LICEO ARTISTICO DR. JUAN NOE CREVANI,Liceo Art\u00edstico Dr. Juan No\u00e9 Crevani
28,ESCUELA RICARDO SILVA ARRIAGADA,Escuela Ricardo Silva Arriagada
32,LICEO AGRICOLA JOSE ABELARDO NUNEZ M.,Liceo Agr\u00edcola Jos\u00e9 Abelardo N\u00fa\u00f1ez M.
72,LICEO VALLE DE CODPA,Liceo Valle de Codpa
78,LICEO GRANADEROS,Liceo Granaderos
97,INST. COM. DE IQUIQUE BALDOMERO WOLNITZKY,Instituto Comercial de Iquique Baldomero Wolnitzky
103,ESC.EDUC.GRAL.BAS.Y DES.ART.VIOLETA PARRA,Escuela Educaci\u00f3n General B\u00e1sica y Desarrollo Art\u00edstico Violeta Parra
107,LICEO LIBERT. GRAL.BERNARDO O´HIGGINS,Liceo Libertador General Bernardo O'Higgins
108,LICEO POLITEC. JOSE GUTIERREZ DE LA FUEN,Liceo Polit\u00e9cnico Jos\u00e9 Guti\u00e9rrez de la Fuente
109,LICEO ELENA DUVAUCHELLE CABEZON,Liceo Elena Duvauchelle Cabez\u00f3n
110,LICEO BICENTENARIO DOMINGO SANTA MARIA DE IQQ.,Liceo Bicentenario Domingo Santa Mar\u00eda de Iquique
120,LICEO COM.Y TEC.ARTURO PRAT CHACON,Liceo Comercial y T\u00e9cnico Arturo Prat Chac\u00f3n
124,LICEO LUIS CRUZ MARTINEZ,Liceo Luis Cruz Mart\u00ednez
125,ESCUELA PROFESOR MANUEL CASTRO RAMOS,Escuela Profesor Manuel Castro Ramos
161,LICEO DE HUARA,Liceo de Huara
178,LICEO TECNICO PROFESIONAL COLCHANE,Liceo T\u00e9cnico Profesional Colchane
191,LIC. ALCDE.SERGIO GONZALEZ GUTIERREZ,Liceo Alcalde Sergio Gonz\u00e1lez Guti\u00e9rrez
199,LICEO DOMINGO LATRILLE LASTAUNOU,Liceo Domingo Latrille Lastaunou
200,LICEO POLITECNICO DIEGO PORTALES P.,Liceo Polit\u00e9cnico Diego Portales P.
211,LICEO H.C. T.P. MARIA ELENA,Liceo Humanista-Cient\u00edfico T\u00e9cnico-Profesional Mar\u00eda Elena
217,LICEO LUIS CRUZ MARTINEZ,Liceo Luis Cruz Mart\u00ednez
218,LICEO FRANCISCO DE AGUIRRE,Liceo Francisco de Aguirre
219,LICEO POLITECNICO CESAREO AGUIRRE G.,Liceo Polit\u00e9cnico Ces\u00e1reo Aguirre G.
220,LICEO MINERO AM\u00c9RICA,Liceo Minero Am\u00e9rica
222,CENTRO EDUC.INTEGRAL DE ADULTOS C.E.I.A,Centro Educacional Integral de Adultos
234,ESCUELA REPUBLICA DE ECUADOR,Escuela Rep\u00fablica de Ecuador
279,LICEO INDUSTRIAL EULOGIO GORDO MONEO,Liceo Industrial Eulogio Gordo Moneo
280,LICEO COMERCIAL JERARDO MUNOZ CAMPO,Liceo Comercial Jerardo Mu\u00f1oz Campo
282,LICEO A. RENDIC I. ANEXO C. REHABILIT. SOCIAL,Liceo Antonio Rendic I. Anexo Centro Rehabilitaci\u00f3n Social
283,LICEO TECNICO DE ANTOFAGASTA,Liceo T\u00e9cnico de Antofagasta
284,LICEO DE HOMBRES DE ANTOFAGASTA MARIO BAHAMONDE SILVA,Liceo de Hombres de Antofagasta Mario Bahamonde Silva
285,LICEO MARTA NAREA DIAZ,Liceo Marta Narea D\u00edaz
286,LICEO LA PORTADA,Liceo La Portada
287,LICEO DOMINGO HERRERA RIVERA,Liceo Domingo Herrera Rivera
304,LICEO ANDRES SABELLA,Liceo Andr\u00e9s Sabella
367,COMPLEJO EDUCATIVO JUAN JOSE LATORRE BENAVENT,Complejo Educativo Juan Jos\u00e9 Latorre Benavent
372,LICEO POLITECNICO JOSE MIGUEL QUIROZ,Liceo Polit\u00e9cnico Jos\u00e9 Miguel Quiroz
373,LICEO JUAN CORTES-MONROY CORTES,Liceo Juan Cort\u00e9s-Monroy Cort\u00e9s
379,LICEO FEDERICO VARELA,Liceo Federico Varela
384,LICEO MANUEL MAGALHAES MEDLING,Liceo Manuel Magalhaes Medling
396,INSTITUTO COMERCIAL ALEJANDRO RIVERA DIAZ,Instituto Comercial Alejandro Rivera D\u00edaz
397,ESCUELA MEDARDO CANO GODOY,Escuela Medardo Cano Godoy
399,LICEO JOSE ANTONIO CARVAJAL,Liceo Jos\u00e9 Antonio Carvajal
400,LICEO MERCEDES FRITIS MACKENNEY,Liceo Mercedes Fritis Mackenney
415,LICEO DE MUSICA,Liceo de M\u00fasica
419,ESCUELA HERNAN MARQUEZ HUERTA,Escuela Hern\u00e1n M\u00e1rquez Huerta
438,LICEO MANUEL BLANCO ENCALADA,Liceo Manuel Blanco Encalada
441,ESCUELA DE CONCENTRACION,Escuela de Concentraci\u00f3n
448,LICEO PEDRO TRONCOSO MACHUCA,Liceo Pedro Troncoso Machuca
449,LICEO JOSE SANTOS OSSA,Liceo Jos\u00e9 Santos Ossa
486,LICEO JAPON,Liceo Jap\u00f3n
487,ESCUELA BASICA JOSE MIGUEL CARRERA,Escuela B\u00e1sica Jos\u00e9 Miguel Carrera
516,LICEO GABRIELA MISTRAL DE LA SERENA,Liceo Gabriela Mistral de La Serena
517,LICEO GREGORIO CORDOVEZ,Liceo Gregorio Cordovez
518,LICEO TECNICO MARTA BRUNET,Liceo T\u00e9cnico Marta Brunet
526,COLEGIO JOSE MANUEL BALMACEDA,Colegio Jos\u00e9 Manuel Balmaceda
530,COLEGIO GABRIEL GONZALEZ VIDELA,Colegio Gabriel Gonz\u00e1lez Videla
532,CEN.ED.INT.DE ADUL.ESTER VILLARREAL CASTILLO,Centro Educacional Integral de Adultos Ester Villarreal Castillo
535,COLEGIO JOSE MIGUEL CARRERA,Colegio Jos\u00e9 Miguel Carrera
578,LICEO IGNACIO CARRERA PINTO,Liceo Ignacio Carrera Pinto
597,ESCUELA BASICA PEDRO PABLO MUNOZ,Escuela B\u00e1sica Pedro Pablo Mu\u00f1oz
602,ESCUELA BASICA CARLOS CONDELL,Escuela B\u00e1sica Carlos Condell
609,INSTITUTO SUPERIOR DE COMERCIO DE COQUIMBO,Instituto Superior de Comercio de Coquimbo
610,LICEO INDUSTRIAL JOSE TOMAS DE URMENETA,Liceo Industrial Jos\u00e9 Tomas de Urmeneta
611,LICEO DIEGO PORTALES,Liceo Diego Portales
612,ESCUELA GUILLERMO CERECEDA,Escuela Guillermo Cereceda
613,COLEGIO DE ARTES CLAUDIO ARRAU,Colegio de Artes Claudio Arrau
617,COLEGIO SANTA CECILIA,Colegio Santa Cecilia
620,ESCUELA JOSE ALFARO ALFARO,Escuela Jos\u00e9 Alfaro Alfaro
629,COLEGIO PABLO NERUDA,Colegio Pablo Neruda
656,LICEO PEDRO REGALADO S. VIDELA O.,Liceo Pedro Regalado S. Videla O.
665,LICEO CARLOS ROBERTO MONDACA CORTES,Liceo Carlos Roberto Mondaca Cort\u00e9s
694,ESCUELA GABRIELA MISTRAL,Escuela Gabriela Mistral
701,LICEO ESTELA AVILA DE PERRY,Liceo Estela \u00c1vila de Perry
704,LICEO ALEJANDRO ALVAREZ JOFRE,Liceo Alejandro \u00c1lvarez Jofr\u00e9
705,LICEO POLITECNICO DE OVALLE,Liceo Polit\u00e9cnico de Ovalle
709,ESCUELA BASICA OSCAR ARAYA MOLINA,Escuela B\u00e1sica \u00d3scar Araya Molina
716,ESC.PADRE JOSEPH BENEDIKT STEGMEIER,Escuela Padre Joseph Benedikt Stegmeier
725,ESCUELA EL CRISOL,Escuela El Crisol
740,ESCUELA PEDRO ENRIQUE ALFONSO BARRIOS,Escuela Pedro Enrique Alfonso Barrios
757,ESCUELA BASICA EL GUINDO,Escuela B\u00e1sica El Guindo
759,ESCUELA BASICA GASPAR CABRALES,Escuela B\u00e1sica Gaspar Cabrales
774,COLEGIO PICHASCA,Colegio Pichasca
799,COLEGIO REPUBLICA DE CHILE,Colegio Rep\u00fablica de Chile
802,LICEO PRESIDENTE EDUARDO FREI MONTALVA,Liceo Presidente Eduardo Frei Montalva
845,LICEO SAMUEL ROMAN ROJAS,Liceo Samuel Rom\u00e1n Rojas
964,ESCUELA BASICA MUNICIPAL DE ADULTOS,Escuela B\u00e1sica Municipal de Adultos
967,LICEO DOMINGO ORTIZ DE ROZAS,Liceo Domingo Ortiz de Rozas
968,LICEO POLITECNICO PABLO RODRIGUEZ CAVIEDES,Liceo Polit\u00e9cnico Pablo Rodr\u00edguez Caviedes
1013,LICEO DE SALAMANCA,Liceo de Salamanca
1048,LICEO NICOLAS FEDERICO LOHSE VARGAS,Liceo Nicol\u00e1s Federico Lohse Vargas
1120,CENTRO DE EDUCACION DE ADULTOS LA LIGUA,Centro de Educaci\u00f3n de Adultos La Ligua
1121,LICEO PULMAHUE DE LA LIGUA,Liceo Pulmahue de La Ligua
1123,ESCUELA GABRIELA MISTRAL,Escuela Gabriela Mistral
1125,ESCUELA DIEGO PORTALES,Escuela Diego Portales
1128,ESCUELA COMUNIDADES DE VALLE HERMOSO,Escuela Comunidades de Valle Hermoso
1148,LICEO JOSE MANUEL BORGONO NUNEZ,Liceo Jos\u00e9 Manuel Borgo\u00f1o N\u00fa\u00f1ez
1149,LICEO CORDILLERA,Liceo Cordillera
1167,LICEO Y ESCUELA MUNICIPAL,Liceo y Escuela Municipal
1168,ESCUELA HANS WENKE MENGERS,Escuela Hans Wenke Mengers
1170,ESCUELA BASICA VALLE DE ARTIFICIO,Escuela B\u00e1sica Valle de Artificio
1183,LICEO DE ZAPALLAR,Liceo de Zapallar
1191,ESCUELA PAPUDO,Escuela Papudo
1194,LICEO MAXIMILIANO SALAS MARCHAN,Liceo Maximiliano Salas March\u00e1n
1196,LICEO TECNICO AMANCAY,Liceo T\u00e9cnico Amancay
1198,LICEO REPUBLICA ARGENTINA,Liceo Rep\u00fablica Argentina
1199,LICEO DE HOMBRES AMERICA,Liceo de Hombres Am\u00e9rica
1206,C.E.I.A DR. OSVALDO ROJAS GONZALEZ,Centro Educacional Integral de Adultos Dr. Osvaldo Rojas Gonz\u00e1lez
1233,ESCUELA PABLO NERUDA,Escuela Pablo Neruda
1261,LICEO DOCTOR ROBERTO HUMERES O.,Liceo Doctor Roberto Humeres O.
1263,LICEO DE NINAS CORINA URBINA,Liceo de Ni\u00f1as Corina Urbina
1264,LICEO SAN FELIPE,Liceo San Felipe
1301,LICEO MANUEL MARIN,Liceo Manuel Mar\u00edn
1302,LICEO REPUBLICA DE ESTADOS UNIDOS,Liceo Rep\u00fablica de Estados Unidos
1318,LICEO DARIO SALAS,Liceo Dar\u00edo Salas
1335,LICEO POLITECNICO LLAY LLAY,Liceo Polit\u00e9cnico Llay Llay
1354,LICEO POLIVALENTE FERNANDO SILVA CASTELL\u00d3N,Liceo Polivalente Fernando Silva Castell\u00f3n
1363,LICEO SANTIAGO ESCUTI ORREGO,Liceo Santiago Escuti Orrego
1364,COLEGIO VALLE DE QUILLOTA,Colegio Valle de Quillota
1366,LICEO COMERCIAL DE QUILLOTA,Liceo Comercial de Quillota
1414,COLEGIO LEONARDO DA VINCI,Colegio Leonardo Da Vinci
1418,ESCUELA BASICA,Escuela B\u00e1sica
1422,LICEO PEDRO DE VALDIVIA,Liceo Pedro de Valdivia
1425,COMPLEJO EDUCACIONAL LAS ACACIAS DE ARTIFICIO,Complejo Educacional Las Acacias de Artificio
1427,ESCUELA BASICA PALESTINA,Escuela B\u00e1sica Palestina
1435,ESCUELA BASICA VILLA LA FLORIDA,Escuela B\u00e1sica Villa la Florida
1444,LICEO MUNICIPAL JUAN RUSQUE PORTAL,Liceo Municipal Juan Rusque Portal
1453,LICEO MUNICIPAL LUIS LABORDA,Liceo Municipal Luis Laborda
1459,ESCUELA BASICA RABUCO,Escuela B\u00e1sica Rabuco
1464,LICEO DE LIMACHE,Liceo de Limache
1489,LICEO DE OLMUE,Liceo de Olmu\u00e9
1502,INST.SUP.COMERCIO FCO.ARAYA BENNET,Instituto Superior de Comercio Francisco Araya Bennet
1504,LICEO T\u00c9CNICO DE VALPARA\u00cdSO,Liceo T\u00e9cnico de Valpara\u00edso
1507,ESCUELA ESPECIAL DE ADULTOS,Escuela Especial de Adultos
1514,ESCUELA HERNAN OLGUIN,Escuela Hern\u00e1n Olgu\u00edn
1515,LICEO EDUARDO DE LA BARRA,Liceo Eduardo de la Barra
1516,LICEO TECNOL\u00d3GICO ALFREDO NAZAR FERES,Liceo Tecnol\u00f3gico Alfredo Nazar Feres
1517,LICEO MATILDE BRANDAU DE ROSS,Liceo Matilde Brandau de Ross
1518,LICEO MARIA LUISA BOMBAL,Liceo Mar\u00eda Luisa Bombal
1519,LICEO TECNICO PROFESIONAL BARON,Liceo T\u00e9cnico Profesional Baron
1520,LICEO BICENTENARIO MARITIMO DE VALPARAISO,Liceo Bicentenario Mar\u00edtimo de Valpara\u00edso
1521,LICEO DE NINAS MARIA FRANCK DE MACDOUGAL,Liceo de Ni\u00f1as Mar\u00eda Franck de Macdougal
1522,COLEGIO PEDRO MONTT,Colegio Pedro Montt
1525,INSTITUTO TECN.PROF.MARITIMO DE VALPSO,Instituto T\u00e9cnico Profesional Mar\u00edtimo de Valpara\u00edso
1535,INST.TEC.PROF.MARITIMO DE VALPARAISO,Inst.Tec.Prof.Mar\u00edtimo de Valparaiso
1549,ESCUELA REPUBLICA DE MEXICO,Escuela Rep\u00fablica de M\u00e9xico
1664,LICEO INDUSTRIAL MIRAFLORES ALTO,Liceo Industrial Miraflores Alto
1666,C.E.I.A. LOS CASTANOS,Centro Educacional Integral de Adultos Los Casta\u00f1os
1672,LICEO JOSE FRANCISCO VERGARA ETCHEVERS,Liceo Jos\u00e9 Francisco Vergara Etchevers
1674,LICEO BENJAMIN VICUNA MACKENA,Liceo Benjamin Vicu\u00f1a Mackenna
1675,LICEO GUILLERMO RIVERA COTAPOS,Liceo Guillermo Rivera Cotapos
1676,LICEO BICENTENARIO DE VI\u00d1A DEL MAR,Liceo Bicentenario de Vi\u00f1a Del Mar
1681,COLEGIO REPUBLICA DE COLOMBIA,Colegio Rep\u00fablica de Colombia
1685,ESCUELA DR. OSCAR MARIN SOCIAS,Escuela Dr. \u00d3scar Mar\u00edn Soc\u00edas
1710,CENTRO DE EDUCACION DE ADULTOS,Centro de Educaci\u00f3n de Adultos
1851,LICEO POLITECNICO QUINTERO,Liceo Polit\u00e9cnico Quintero
1863,COLEGIO GENERAL JOSE VELASQUEZ BORQUEZ,Colegio General Jos\u00e9 Vel\u00e1squez B\u00f3rquez
1864,COMPLEJO EDUCACIONAL SARGENTO ALDEA,Complejo Educacional Sargento Aldea
1873,ESCUELA HORCON,Escuela Horc\u00f3n
1874,ESCUELA BASICA LA LAGUNA,Escuela B\u00e1sica La Laguna
1880,COLEGIO INDUSTRIAL ANDRES BELLO LOPEZ,Colegio Industrial Andr\u00e9s Bello L\u00f3pez
1882,LICEO GUILLERMO GRONEMEYER ZAMORANO,Liceo Guillermo Gronemeyer Zamorano
1884,LICEO COMERCIAL ALEJANDRO LUBET V,Liceo Comercial Alejandro Lubet V
1887,ESCUELA GUARDIAMARINA GUILLERMO ZANARTU I.,Escuela Guardiamarina Guillermo Za\u00f1artu I.
1894,CENTRO DE EDUCACION DE ADULTOS,Centro de Educaci\u00f3n de Adultos
1895,LICEO TECNICO PROFESIONAL MANNHEIM,Liceo T\u00e9cnico Profesional Mannheim
1958,LICEO TECNOLOGICO VILLA ALEMANA,Liceo Tecnol\u00f3gico Villa Alemana
1965,COLEGIO ITALO COMPOSTO SCARPATI,Colegio Italo Composto Scarpati
1967,LICEO BICENTENARIO T\u00c9CNICO PROFESIONAL MARY GRAHAM,Liceo Bicentenario T\u00e9cnico Profesional Mary Graham
1968,ESCUELA MELVIN JONES,Escuela Melvin Jones
1969,COLEGIO CHARLES DARWIN,Colegio Charles Darwin
1971,ESCUELA MANUEL MONTT,Escuela Manuel Montt
1973,ESCUELA VICEALMIRANTE ARTURO WILSON N.,Escuela Vicealmirante Arturo Wilson N.
1996,LICEO MANUEL DE SALAS,Liceo Manuel de Salas
1997,ESCUELA DOMINGO ORTIZ DE ROZAS,Escuela Domingo Ortiz de Rozas
1999,ESCUELA MANUEL BRAVO REYES,Escuela Manuel Bravo Reyes
2009,COLEGIO INSULAR ROBINSON CRUSOE,Colegio Insular Robinson Crusoe
2012,PROFESOR JUAN DANTE PARRAGUEZ ARELLANO,Profesor Juan Dante Parragu\u00e9z Arellano
2013,INST.COMERCIAL MARITIMO PACIFICO SUR,Instituto Comercial Mar\u00edtimo Pac\u00edfico Sur
2017,ESCUELA VILLA LAS DUNAS,Escuela Villa Las Dunas
2018,ESCUELA MOVILIZADORES PORTUARIOS,Escuela Movilizadores Portuarios
2019,COLEGIO ESPANA,Colegio Espa\u00f1a
2021,PADRE ANDRE COINDRE,Padre Andr\u00e9 Coindre
2026,ESCUELA BASICA CERRO PLACILLA,Escuela B\u00e1sica Cerro Placilla
2035,ESCUELA BASICA CUNCUMEN,Escuela B\u00e1sica Cuncum\u00e9n
2064,LICEO POETA VICENTE HUIDOBRO,Liceo Poeta Vicente Huidobro
2066,LICEO EUGENIA SUBERCASEAUX,Liceo Eugenia Subercaseaux
2075,COLEGIO EL TABO,Colegio El Tabo
2078,COMPLEJO EDUCACIONAL CLARA SOLOVERA,Complejo Educacional Clara Solovera
2091,COLEGIO PEOPLE HELP PEOPLE,Colegio People Help People
2101,COLEGIO BASICO LORENZO BAEZA VEGA,Colegio B\u00e1sico Lorenzo Baeza Vega
2104,LICEO COMERCIAL DIEGO PORTALES,Liceo Comercial Diego Portales
2106,ESCUELA DE RANCAGUA,Escuela de Rancagua
2109,LICEO DE NI\u00d1AS DE RANCAGUA,Liceo de Ni\u00f1as de Rancagua
2110,LICEO MUNICIPAL OSCAR CASTRO ZUNIGA,Liceo Municipal \u00d3scar Castro Z\u00fa\u00f1iga
2111,LICEO MUNICIPAL JOSE VICTORINO LASTARRIA,Liceo Municipal Jos\u00e9 Victorino Lastarria
2117,ESCUELA MUNICIPAL PEDRO AGUIRRE CERDA,Escuela Municipal Pedro Aguirre Cerda
2118,COLEGIO ESPANA,Colegio Espa\u00f1a
2119,ESCUELA MUNICIPAL MANUEL RODRIGUEZ,Escuela Municipal Manuel Rodr\u00edguez
2124,LICEO INTEGRADO LIBERTADOR SIM\u00d3N BOLIVAR,Liceo Integrado Libertador Sim\u00f3n Bolivar
2125,COLEGIO PABLO GARRIDO,Colegio Pablo Garrido
2132,ESCUELA MUNICIPAL PATRICIO MEKIS,Escuela Municipal Patricio Mekis
2134,LICEO COMERCIAL JORGE ALESSANDRI R.,Liceo Comercial Jorge Alessandri R.
2135,ESCUELA MUNICIPAL JEAN PIAGET,Escuela Municipal Jean Piaget
2138,ESCUELA MUNICIPAL ALBERTO BLEST GANA,Escuela Municipal Alberto Blest Gana
2145,ESCUELA MUNICIPAL MARTA BRUNET,Escuela Municipal Marta Brunet
2205,LICEO PROFESOR MISAEL LOBOS MONROY,Liceo Profesor Misael Lobos Monroy
2210,ESCUELA MUNICIPAL VILLA LA COMPANIA,Escuela Municipal Villa La Compan\u00eda
2222,LICEO ALBERTO HURTADO,Liceo Alberto Hurtado
2224,LICEO ELVIRA SANCHEZ DE GARCES,Liceo Elvira S\u00e1nchez de Garc\u00e9s
2234,COLEGIO JESUS ANDINO,Colegio Jes\u00fas Andino
2247,COLEGIO GABRIELA MISTRAL,Colegio Gabriela Mistral
2251,COLEGIO BELLAVISTA,Colegio Bellavista
2262,COL.MARIA VILLALOBOS ARTEAGA,Colegio Maria Villalobos Arteaga
2263,ESCUELA MUNICIPAL DE GULTRO,Escuela Municipal de Gultro
2264,ESCUELA NUESTRA SRA. DE LA MERCED,Escuela Nuestra Se\u00f1ora de la Merced
2265,ESCUELA BERTA SAAVEDRA SEGURA,Escuela Berta Saavedra Segura
2280,LICEO POLITECNICO TOMAS MARIN DE POVEDA,Liceo Polit\u00e9cnico Tom\u00e1s Mar\u00edn de Poveda
2281,ESCUELA SATELITE,Escuela Sat\u00e9lite
2282,COLEGIO MUNICIPAL LO DE LOBO,Colegio Municipal Lo De Lobo
2283,LICEO LUIS URBINA FLORES,Liceo Luis Urbina Flores
2294,COLEGIO MUNICIPAL LA ESMERALDA,Colegio Municipal La Esmeralda
2296,COLEGIO MUNICIPAL LO CARTAGENA,Colegio Municipal Lo Cartagena
2297,ESCUELA GUSTAVO BISQUERTT S.,Escuela Gustavo Bisquertt S.
2299,COLEGIO MUNICIPAL EL CERRILLO,Colegio Municipal El Cerrillo
2310,ESC.ALCIDES REYES FRIAS,Escuela Alcides Reyes Fr\u00edas
2311,ESCUELA PELEQUEN,Escuela Pelequ\u00e9n
2319,LICEO REPUBLICA DE ITALIA,Liceo Rep\u00fablica de Italia
2329,LICEO IGNACIO CARRERA PINTO,Liceo Ignacio Carrera Pinto
2333,ESC.GUIDO ASSIS GONZALEZ,Escuela Guido Assis Gonz\u00e1lez
2334,ESCUELA MUNICIPAL RASTROJOS,Escuela Municipal Rastrojos
2375,LICEO LATINOAMERICANO,Liceo Latinoamericano
2377,ESCUELA ESPECIAL DE ADULTOS F Nº 142,Escuela Especial de Adultos F N142
2378,LICEO JEAN BUCHANAN DE LARRAIN,Liceo Jean Buchanan de Larra\u00edn
2390,COLEGIO QUILLAYQUEN RINCONADA DE PARRAL,Colegio Quillayqu\u00e9n Rinconada de Parral
2395,ESCUELA MUNICIPAL DE VINA LA CRUZ,Escuela Municipal de Vi\u00f1a La Cruz
2406,LICEO MUNICIPAL LUIS GREGORIO VALENZUELA LAVIN,Liceo Municipal Luis Gregorio Valenzuela Lav\u00edn
2411,LICEO CLAUDIO ARRAU LEON,Liceo Claudio Arrau Le\u00f3n
2422,LICEO FRANCISCO ANTONIO ENCINA ARMANET,Liceo Francisco Antonio Encina Armanet
2444,INSTITUTO COMERCIAL ALBERTO VALENZUELA LLANOS DE SAN FERNANDO,Instituto Comercial Alberto Valenzuela Llanos de San Fernando
2447,LICEO DE HOMBRES NEANDRO SCHILLING,Liceo de Hombres Neandro Schilling
2448,LICEO EDUARDO CHARME,Liceo Eduardo Charme
2465,ESCUELA CONCENTRAC. RURAL SERGIO VERDUGO HERRERA,Escuela Concentrac. Rural Sergio Verdugo Herrera
2476,ESCUELA BASICA GASPAR MARIN,Escuela B\u00e1sica Gaspar Mar\u00edn
2486,LICEO MUNICIPAL COMPLEJO EDUC. CHIMBARONGO,Liceo Municipal Complejo Educacional Chimbarongo
2488,ESCUELA MUNICIPAL,Escuela Municipal
2492,ESCUELA MUNICIPAL,Escuela Municipal
2507,ESCUELA MUNICIPAL,Escuela Municipal
2518,LICEO SAN FRANCISCO,Liceo San Francisco
2521,ESCUELA MUNICIPAL LA TUNA,Escuela Municipal La Tuna
2530,LICEO MUNICIPAL JUAN PABLO II,Liceo Municipal Juan Pablo II
2532,COLEGIO LIBERTADOR O´HIGGINS DE CHEPICA,Colegio Libertador O'Higgins de Ch\u00e9pica
2537,ESCUELA LUIS ATHAS,Escuela Luis Athas
2549,ESCUELA DE ADULTOS,Escuela de Adultos
2551,LICEO MUNICIPAL DE SANTA CRUZ,Liceo Municipal de Santa Cruz
2552,INSTITUTO POLITECNICO,Instituto Polit\u00e9cnico
2583,LICEO DE LOLOL,Liceo de Lolol
2611,ESCUELA MUNICIPAL DE PALMILLA,Escuela Municipal de Palmilla
2612,LICEO SAN JOSE DEL CARMEN,Liceo San Jos\u00e9 del Carmen
2625,LICEO BICENTENARIO VICTOR JARA MARTINEZ,Liceo Bicentenario V\u00edctor Jara Mart\u00ednez
2627,ESCUELA GUSTAVO RIVERA BUSTOS,Escuela Gustavo Rivera Bustos
2634,ESCUELA PABLO NERUDA,Escuela Pablo Neruda
2635,LICEO AGUSTIN ROSS EDWARDS,Liceo Agustin Ross Edwards
2636,ESCUELA PUEBLO DE VIUDAS,Escuela Pueblo de Viudas
2657,LICEO MUNICIPAL PABLO NERUDA,Liceo Municipal Pablo Neruda
2660,ESCUELA FRANCISCO CHAVEZ CIFUENTES,Escuela Francisco Ch\u00e1vez Cifuentes
2681,LICEO EL ROSARIO DE LITUECHE,Liceo El Rosario de Litueche
2682,ESCUELA MUNICIPAL QUELENTARO,Escuela Municipal Quelentaro
2686,ESCUELA MUNICIPAL PULIN,Escuela Municipal Pul\u00edn
2694,ESCUELA PROF. MONICA SILVA GOMEZ,Escuela Prof. M\u00f3nica Silva G\u00f3mez
2701,LICEO MUNICIPAL INSTITUTO CARDENAL CARO,Liceo Municipal Instituto Cardenal Caro
2715,ESC.BASICA MERCEDES URZUA DIAZ,Escuela Basica Mercedes Urz\u00faa D\u00edaz
2731,ESC.CAPLLAN JOSE LUIS LOPEZ CARRASCO,Escuela Capllan Jos\u00e9 Luis L\u00f3pez Carrasco
2732,LICEO FERNANDO LAZCANO,Liceo Fernando Lazcano
2733,LICEO LUIS CRUZ MARTINEZ DE CURICO,Liceo Luis Cruz Mart\u00ednez de Curic\u00f3
2734,COLEGIO ALESSANDRI,Colegio Alessandri
2737,COLEGIO POLIVALENTE JAP\u00d3N,Colegio Polivalente Jap\u00f3n
2742,ESC.REPUBLICA ORIENTAL DEL URUGUAY,Escuela Rep\u00fablica Oriental del Uruguay
2748,ESCUELA REPUBLICA ARGENTINA,Escuela Rep\u00fablica Argentina
2749,ESCUELA AGUAS NEGRAS,Escuela Aguas Negras
2751,CENTRO INTEGRADO DE EDUCACION DE ADULTOS DE CURICO,Centro Integrado de Educaci\u00f3n de Adultos de Curic\u00f3
2753,ESCUELA REPUBLICA ESTADOS UNIDOS,Escuela Rep\u00fablica Estados Unidos
2763,ESCUELA REPUBLICA DE ITALIA,Escuela Rep\u00fablica de Italia
2794,LICEO TENO,Liceo Teno
2822,ESCUELA ARTURO ALESSANDRI PALMA,Escuela Arturo Alessandri Palma
2835,LICEO POLIVALENTE DE MOLINA,Liceo Polivalente de Molina
2836,LICEO JUAN AGUSTIN MORALES GONZALEZ,Liceo Juan Agust\u00edn Morales Gonz\u00e1lez
2837,ESCUELA SUPERIOR DE HOMBRES,Escuela Superior de Hombres
2867,ESC.DE EDUC.GRAL. BASICA MONSENOR ENRIQUE COR,Escuela de Educaci\u00f3n Gral. B\u00e1sica Monse\u00f1or Enrique Cornejo
2882,LICEO HUALANE,Liceo Huala\u00f1\u00e9
2896,LICEO AUGUSTO SANTELICES VALENZUELA,Liceo Augusto Santelices Valenzuela
2908,ESCUELA ALEJANDRO ROJAS SIERRA,Escuela Alejandro Rojas Sierra
2909,LICEO NUEVO HORIZONTE,Liceo Nuevo Horizonte
2910,ESCUELA ENTRE AGUAS DE LLICO,Escuela Entre Aguas de Llico
2930,LICEO DE CULTURA Y DIFUSION ARTISTICA,Liceo de Cultura y Difusi\u00f3n Art\u00edstica
2934,LICEO TECNICO AMELIA COURBIS,Liceo T\u00e9cnico Amelia Courbis
2935,LICEO MARTA DONOSO ESPEJO,Liceo Marta Donoso Espejo
2937,LICEO INDUSTRIAL SUPERIOR,Liceo Industrial Superior
2938,INST.SUP.DE COMERCIO ENRIQUE MALDONADO S,Inst.Sup.De Comercio Enrique Maldonado S
2939,LICEO DIEGO PORTALES,Liceo Diego Portales
2940,LICEO CARLOS CONDELL,Liceo Carlos Condell
