school_id,school_original_es,school_es
10906,COLEGIO FORD COLLEGE,Colegio Ford College
10915,COLEGIO CARDENAL ANTONIO SAMORE,Colegio Cardenal Antonio Samor\u00e9
10962,COLEGIO JUAN PABLO II,Colegio Juan Pablo II
10977,COLEGIO CHUQUICAMATA,Colegio Chuquicamata
11103,COLEGIO LOS CARRERA,Colegio Los Carrera
11105,COLEGIO PARTICULAR MIGUEL DE CERVANTES,Colegio Particular Miguel de Cervantes
11106,COLEGIO PARTICULAR SANTA MARIA,Colegio Particular Santa Mar\u00eda
11107,COLEGIO PART.SANTA TERESA DE JESUS,Colegio Particualr Santa Teresa de Jes\u00fas
11130,COLEGIO SAN IGNACIO DE LOYOLA,Colegio San Ignacio de Loyola
11133,COLEGIO PARTICULAR SAN GABRIEL,Colegio Particular San Gabriel
11144,ESCUELA DIEGO DE ALMEYDA,Escuela Diego de Almeyda
11145,COLEGIO PARTICULAR CALASANZ,Colegio Particular Calasanz
11148,ESCUELA BASICA LA PUNTILLA NORTE,Escuela B\u00e1sica la Puntilla Norte
11157,COLEGIO LIBERTADOR SIMON BOLIVAR,Colegio Libertador Sim\u00f3n Bol\u00edvar
11177,COLEGIO PARROQUIAL SAN NICOLAS,Colegio Parroquial San Nicol\u00e1s
11178,CENTRO EDUCACIONAL CENINES,Centro Educacional Cenines
11209,COLEGIO GALILEO GALILEI,Colegio Galileo Galilei
11214,COL.ALONSO DE ERCILLA PRAT,Colegio Alonso de Ercilla Prat
11217,COLEGIO SAINT THOMAS,Colegio Saint Thomas
11240,ESCUELA SAN GABRIEL DE LA RIVERA,Escuela San Gabriel de la Rivera
11241,JOSEPH LISTER SCHOOL,Joseph Lister School
11256,COLEGIO PARTICULAR SUBV.DON BOSCO,Colegio Particular Subvencionado Don Bosco
11265,COLEGIO ENA BELLEMANS MONTTI,Colegio Ena Bellemans Montti
11336,COLEGIO PARTICULAR NOBEL SCHOOL,Colegio Particular Nobel School
11344,INST. EDUC. DE ADULTOS JAVIERA CARRERA,Instituto Educacional de Adultos Javiera Carrera
11390,L.VESP. MANUEL SANCHEZ BEGUIRISTAIN.,Liceo Vespertino Manuel S\u00e1nchez Beguiristain
11397,COLEGIO ADVENTISTA,Colegio Adventista
11430,COLEGIO TERESIANO PADRE ENRIQUE,Colegio Teresiano Padre Enrique
11465,COLEGIO LATINOAMERICANO,Colegio Latinoamericano
11498,COMPLEJO EDUCACIONAL PRINCIPE DE GALES,Complejo Educacional Pr\u00edncipe de Gales
11527,LICEO POLITECNICO METODISTA LA GRANJA,Liceo Polit\u00e9cnico Metodista la Granja
11608,LICEO TECNICO PROFESIONAL JUAN PABLO II,Liceo T\u00e9cnico Profesional Juan Pablo II
11678,LICEO ADVENTISTA,Liceo Adventista
11680,COLEGIO CHARLES DARWIN,Colegio Charles Darwin
11706,LICEO PARTICULAR LOS ANDES,Liceo Particular Los Andes
11709,COLEGIO ALERCE,Colegio Alerce
11715,COLEGIO PARTICULAR ALBERTO BLEST GANA,Colegio Particular Alberto Blest Gana
11716,COLEGIO RUISE\u00d1OR,Colegio Ruise\u00f1or
11767,COLEGIO LORD COCHRANE,Colegio Lord Cochrane
11793,ESC BASICA PARTICULAR SAN VALENTIN,Esc B\u00e1sica Particular San Valent\u00edn
11805,COLEGIO POLIVALENTE INGLES,Colegio Polivalente Ingl\u00e9s
11812,COLEGIO TOMAS MORO,Colegio Tom\u00e1s Moro
11814,COLEGIO PESTALOZZI,Colegio Pestalozzi
11818,COMPLEJO EDUC.PARTICULAR DE LAS ACACIAS,Complejo Educacional Particular de Las Acacias
11833,LICEO COMERCIAL ALFA Y OMEGA,Liceo Comercial Alfa y Omega
11839,LICEO ROSA TOCORNAL,Liceo Rosa Tocornal
11843,MASTER COLLEGE,Master College
11851,COLEGIO JOSE MANUEL BALMACEDA,Colegio Jos\u00e9 Manuel Balmaceda
11855,COLEGIO ALVARO COVARRUBIAS ARLEGUI,Colegio \u00c1lvaro Covarrubias Arlegui
11867,COLEGIO UNIVERSAL SAN FRANCISCO,Colegio Universal San Francisco
11869,CENTRO EDUC. PARTICULAR SAN LUIS,Centro Educacional Particular San Luis
11882,CENTRO EDUC. LINCOLN COLLEGE ANEX.3,Centro Educacional Lincoln College Anex.3
11885,COLEGIO POLITEC. AVENIDA INDEPENDENCIA,Colegio Polit\u00e9cnico Avenida Independencia
11893,LICEO PARTICULAR INSUME,Liceo Particular Insume
11898,LICEO MANUEL BULNES DE LA FLORIDA,Liceo Manuel Bulnes de La Florida
11912,INSTITUTO POLIVALENTE SAN MIGUEL,Instituto Polivalente San Miguel
11914,ESCUELA BASICA Nº128 SAN RAMON,Escuela B\u00e1sica Nº128 San Ram\u00f3n
11918,FROILAN YA\u00d1EZ DE LA BARRA,Froil\u00e1n Ya\u00f1ez de la Barra
11921,COLEGIO INFOCAP,Colegio Infocap
11923,INSTITUTO COMERCIAL SAN PABLO,Instituto Comercial San Pablo
11925,COLEGIO POLIVALENTE BRITANIA RENCA,Colegio Polivalente Britania Renca
11931,CENTRO EDUC.PART.ORDEN DE SAN JORGE,Centro Educ. Part. Orden de San Jorge
11936,COLEGIO JACQUES COUSTEAU,Colegio Jacques Cousteau
11946,COLEGIO AMERICO VESPUCIO,Colegio Am\u00e9rico Vespucio
11947,COLEGIO SHIRAYURI,Colegio Shirayuri
11952,ESCUELA BELEN O¦HIGGINS,Escuela Bel\u00e9n O'Higgins
11965,CENTRO EDUCACIONAL SAN LORENZO,Centro Educacional San Lorenzo
11977,SAINT CHRISTIAN COLLEGE,Saint Christian College
11987,COMPLEJO EDUCACIONAL AMERICANO,Complejo Educacional Americano
11994,LICEO POLIVALENTE BAHIA DARWIN,Liceo Polivalente Bah\u00eda Darwin
12001,COLEGIO PARTICULAR EVANG\u00c9LICO BETANIA,Colegio Particular Evang\u00e9lico Betania
12004,LICEO POLITECNICO CURANILAHUE,Liceo Polit\u00e9cnico Curanilahue
12005,COLEGIO DON ORIONE,Colegio Don Orione
12027,COLEGIO EL ARBOL DE LA VIDA,Colegio El \u00c1rbol de la Vida
12032,COLEGIO CHOLGUAN,Colegio Cholgu\u00e1n
12033,LICEO INDUSTRIAL METODISTA DE CORONEL,Liceo Industrial Metodista de Coronel
12037,LICEO POLIVALENTE HERMANAS MAESTRAS DE LA SANTA CRUZ,Liceo Polivalente Hermanas Maestras de la Santa Cruz
12042,CENTRO EDUCACI\u00d3N ADULTOS MANANTIAL DE AGUA VIVA,Centro Educaci\u00f3n Adultos Manantial de Agua Viva
12046,COLEGIO LORENZO MONDANELLI,Colegio Lorenzo Mondanelli
12050,COLEGIO POLIVALENTE DARIO SALAS,Colegio Polivalente Dar\u00edo Salas
12059,COLEGIO AGR\u00cdCOLA LOS MAYOS,Colegio Agr\u00edcola Los Mayos
12062,LICEO MAURICIO HOCHSCHILD,Liceo Mauricio Hochschild
12077,COLEGIO SAN MIGUEL DE LOS ANDES,Colegio San Miguel de Los Andes
12082,LICEO AGRICOLA REINA PAOLA DE BELGICA,Liceo Agr\u00edcola Reina Paola de B\u00e9lgica
12085,COLEGIO CRISTIANO EMMANUEL,Colegio Cristiano Emmanuel
12111,COLEGIO POLIV. PDTE. JOSE MANUEL BALMACEDA,Colegio Poliv. Pdte. Jos\u00e9 Manuel Balmaceda
12115,CENTRO EDUCACIONAL FEDERICO GARCIA LORCA,Centro Educacional Federico Garc\u00eda Lorca
12151,COLEGIO HISPANO AMERICANO,Colegio Hispano Americano
12161,COLEGIO DOCTOR OTTO HAHN,Colegio Doctor Otto Hahn
12177,COLEGIO ANDRES BELLO,Colegio Andr\u00e9s Bello
12182,ESCUELA PARTICULAR N.303 LUIS CRUZ MARTINEZ,Escuela Particular N.303 Luis Cruz Mart\u00ednez
12183,COLEGIO SAINT THOMAS COLLEGE,Colegio Saint Thomas College
12185,ESCUELA PARTICULAR HELVECIA,Escuela Particular Helvecia
12192,INSTITUTO DEL MAR CAPITAN WILLIAMS,Instituto del Mar Capit\u00e1n Williams
12217,CENTRO POLITECNICO PARTICULAR DE NUNOA,Centro Polit\u00e9cnico Particular de \u00d1u\u00f1oa
12225,CENTRO EDUCACIONAL SAN ESTEBAN MARTIR,Centro Educacional San Esteban M\u00e1rtir
12234,LICEO T\u00c9CNICO DIEGO PORTALES,Liceo T\u00e9cnico Diego Portales
12242,COLEGIO PUDAHUEL,Colegio Pudahuel
12250,LICEO POLITECNICO LOS DOMINICOS,Liceo Polit\u00e9cnico Los Dominicos
12260,LICEO PART.OB.AUGUSTO SALINAS FUENZALIDA,Liceo Particular Obispo Augusto Salinas Fuenzalida
12261,COLEGIO VILLA CORDILLERA,Colegio Villa Cordillera
12301,COLEGIO ESPA\u00d1OL DE VI\u00d1A DEL MAR,Colegio Espa\u00f1ol de Vi\u00f1a del Mar
12305,COLEGIO ALEXANDER FLEMING,Colegio Alexander Fleming
12309,COLEGIO PIRAMIDE,Colegio Pir\u00e1mide
12311,CTRO ESTUDIOS CAPACITACION PARA SORDOS,Centro Estudios Capacitaci\u00f3n para Sordos
12312,COLEGIO REBECA FERNANDEZ,Colegio Rebeca Fern\u00e1ndez
12315,LICEO INMACULADA DE LOURDES (ANEXO),Liceo Inmaculada de Lourdes (Anexo)
12323,CENTRO EDUCACIONAL CRISOL,Centro Educacional Crisol
12325,COLEGIO LIAHONA ANEXO,Colegio Liahona Anexo
12326,LICEO CREP MENA,Liceo CREP Mena
12363,ESC.BASICA ADULTOS PART.NUEVOS HORIZONTE,Escuela B\u00e1sica Adultos Part. Nuevos Horizontes
12368,LICEO POLITECNICO SANTA CRUZ,Liceo Polit\u00e9cnico Santa Cruz
12504,COLEGIO LITTLE COLLEGE,Colegio Little College
12505,COLEGIO PADRE LUIS GALLARDO,Colegio Padre Luis Gallardo
12509,LICEO PDTE. ANIBAL PINTO GARMENDIA.,Liceo Pdte. An\u00edbal Pinto Garmendia
12515,COLEGIO NUSTA KORI,Colegio Nusta Kori
12518,COLEGIO DIOCESANO OBISPO LABBE,Colegio Diocesano Obispo Labb\u00e9
12534,LICEO COLEGIO METODISTA ROBERT JOHNSON,Liceo Colegio Metodista Robert Johnson
12535,INST.AGRICOLA ARTESANAL KUSAYAPU,Inst. Agr\u00edcola Artesanal Kusayapu
12539,COLEGIO SAN JUAN DE LA BLACHERE,Colegio San Juan de la Blachere
12547,COLEGIO SAUCACHE,Colegio Saucache
12566,COLEGIO METODISTA WILLIAM TAYLOR,Colegio Metodista William Taylor
12573,COLEGIO MARIA REINA,Colegio Mar\u00eda Reina
12576,COLEGIO HISPANO,Colegio Hispano
12579,ESCUELA LATINOAMERICANA,Escuela Latinoamericana
12587,COLEGIO ARICA COLLEGE,Colegio Arica College
12588,COLEGIO REINA DEL DESIERTO,Colegio Reina del Desierto
12590,COLEGIO HISPANO ITALIANA,Colegio Hispano Italiana
12591,LICEO SAMCA ARUMANTI,Liceo Samca Arumanti
12594,COLEGIO ANTAMARA,Colegio Antamara
12602,ESC. BASICA Y PARV. KRONOS SCHOOL,Escuela B\u00e1sica y Parvularia Kronos School
12603,LICEO LOS CONDORES,Liceo Los C\u00f3ndores
12604,ESCUELA BASICA CORONA SCHOOL,Escuela B\u00e1sica Corona School
12605,ACADEMIA IQUIQUE HOSPICIO,Academia Iquique Hospicio
12624,LICEO LEONORA LATORRE,Liceo Leonora Latorre
12630,COLEGIO LEONARDO DA VINCI,Colegio Leonardo Da Vinci
12631,COLEGIO INGLES,Colegio Ingl\u00e9s
12638,COLEGIO ACADEMIA TARAPACA,Colegio Academia Tarapac\u00e1
12645,COLEGIO CAMBRIDGE ACADEMY,Colegio Cambridge Academy
12649,LICEO SUPERIOR DIEGO PORTALES,Liceo Superior Diego Portales
12650,COLEGIO SAGRADO CORAZON DE JESUS,Colegio Sagrado Coraz\u00f3n de Jes\u00fas
12655,COLEGIO SAN PEDRO,Colegio San Pedro
12658,LICEO AGR. TEC. PROF. PADRE FRANCISCO NAPOLI,Liceo Agr\u00edcola T\u00e9cnico Profesional Padre Francisco Napoli
12667,COLEGIO HUMBERSTONE,Colegio Humberstone
12669,COLEGIO HISPANO BRITANICO IQUIQUE,Colegio Hispano Brit\u00e1nico Iquique
12672,COLEGIO SALESIANO DE IQUIQUE,Colegio Salesiano de Iquique
12682,ACADEMIA IQUIQUE BULNES,Academia Iquique Bulnes
12686,LICEO ACADEMIA NACIONAL,Liceo Academia Nacional
12692,COLEGIO PARTICULAR SOCHIDES,Colegio Particular Sochides
12696,LICEO TECNICO PROF. DE ADULTOS PUKARA,Liceo T\u00e9cnico Profesional de Adultos Pukara
12701,COLEGIO PARTICULAR SOCHIDES,Colegio Particular Sochides
12712,COLEGIO CHILE NORTE,Colegio Chile Norte
12713,CARDENAL RAUL SILVA HENRIQUEZ,Cardenal Ra\u00fal Silva Henr\u00edquez
12716,COLEGIO MIRAMAR,Colegio Miramar
12719,LICEO PABLO NERUDA,Liceo Pablo Neruda
12720,COLEGIO ADOLFO BEYZAGA OVANDO,Colegio Adolfo Beyzaga Ovando
12730,LICEO TEC. PROF. DE ADULTOS CORESOL,Liceo T\u00e9cnico Profesional de Adultos Coresol
12735,COLEGIO UNIVERSITARIO UNAP,Colegio Universitario Unap
12741,COLEGIO LATIONOAMERICANO LAS PARINAS,Colegio Lationoamericano Las Parinas
12747,COLEGIO RUPANIC SCHOOL,Colegio Rupanic School
12749,COLEGIO MARISTA HERMANO FERNANDO,Colegio Marista Hermano Fernando
12750,LICEO DE ADULTOS JUNIOR COLLEGE,Liceo de Adultos Junior College
12762,IQRA ARABIAN BRITISH SCHOOL,Iqra Arabian British School
12766,COLEGIO DE ADULTOS MANQUEHUE DE TIL TIL,Colegio de Adultos Manquehue de Til Til
12775,INSTITUTO DOMINGO EYZAGUIRRE,Instituto Domingo Eyzaguirre
12778,ESCUELAS DEL CARI\u00d1O ALBERT EINSTEIN,Escuelas del Cari\u00f1o Albert Einstein
12802,FUND.EDUC.COL.FEMENINO MADRE DEL ROSARIO,Fundaci\u00f3n Educ. Colegio Femenino Madre del Rosario
12823,COLEGIO CALAMA,Colegio Calama
12830,LICEO DE ESTUDIOS CONTABLES Y ADMINISTR.,Liceo de Estudios Contables y Administrativos
12836,COLEGIO RIO LOA,Colegio R\u00edo Loa
12838,COLEGIO ECOLOGICO MONTESSORI,Colegio Ecol\u00f3gico Montessori
12851,COLEGIO PADRE ALBERTO HURTADO,Colegio Padre Alberto Hurtado
12853,COLEGIO PARTICULAR SAN NICOLAS,Colegio Particular San Nicol\u00e1s
12855,LICEO COMERCIAL COMPUTACIONAL STA SARA,Liceo Comercial Computacional Santa Sara
12868,COLEGIO EBEN EZER,Colegio Eben Ezer
12885,COLEGIO SAN AGUSTIN,Colegio San Agust\u00edn
12891,NEW HEAVEN HIGH SCHOOL,New Heaven High School
12935,COLEGIO PROVIDENCIA,Colegio Providencia
12943,COLEGIO TECNICO INDUSTRIAL DON BOSCO,Colegio T\u00e9cnico Industrial Don Bosco
12958,THE GIANT SCHOOL ANTOFAGASTA,The Giant School Antofagasta
12963,THE ANTOFAGASTA BAPTIST COLLEGE,The Antofagasta Baptist College
12970,NORTH COLLEGE,North College
12977,HARVEST CHRISTIAN SCHOOL,Harvest Christian School
13103,COLEGIO PARTICULAR CALDERA,Colegio Particular Caldera
13106,LICEO T.P PAULINO Y MARGARITA CALLEJAS,Liceo T.P. Paulino y Margarita Callejas
13111,INSTITUTO DON BOSCO DE COPIAPO,Instituto Don Bosco de Copiap\u00f3
13112,COLEGIO SAN AGUSTIN DE ATACAMA,Colegio San Agustin de Atacama
13140,COLEGIO SAN SEBASTIAN,Colegio San Sebasti\u00e1n
13146,ESC.INDUSTRIAL SALESIANA CRISTO REDENTOR,Escuela Industrial Salesiana Cristo Redentor
13156,LICEO TECNICO PROFESIONAL HEROES DE ATACAMA,Liceo T\u00e9cnico Profesional H\u00e9roes de Atacama
13173,C.E.I.A. PEDERNALES,Centro Educacional Integral de Adultos Pedernales
13178,COLEGIO HISPANO AMERICA,Colegio Hispano Am\u00e9rica
13179,LICEO HARAVICU,Liceo Haravicu
13188,COLEGIO CERVANTINO,Colegio Cervantino
13205,SANTO DOMINGO COUNTRY SCHOOL,Santo Domingo Country School
13208,CENTRO DE EDUCACI\u00d3N DE ADULTOS LA HAYA,Centro de Educaci\u00f3n de Adultos La Haya
13220,COLEGIO LICARAYEN,Colegio Licaray\u00e9n
13305,TRINITY SCHOOL,Trinity School
13313,COLEGIO FRANCIS SCHOOL,Colegio Francis School
13314,COLEGIO CRISTOBAL COLON,Colegio Crist\u00f3bal Col\u00f3n
13324,COLEGIO SANTA MARIA DE BELEN N_ 162,Colegio Santa Mar\u00eda de Bel\u00e9n N 162
13330,COLEGIO PARTICULAR PIERROT,Colegio Particular Pierrot
13332,COLEGIO SAINT MARY SCHOOL,Colegio Saint Mary School
13333,ESC. FAMILIAR AGRICOLA VALLE DEL ELQUI,Escuela Familiar Agr\u00edcola Valle del Elqui
13341,COLEGIO PART. KOMVUX - COQUIMBO,Colegio Particular Komvux - Coquimbo
13344,COLEGIO AMERICANO,Colegio Americano
13351,COLEGIO ALEJANDRO COVARRUBIAS ZAGAL,Colegio Alejandro Covarrubias Zagal
13356,COLEGIO ALBERT EINSTEIN,Colegio Albert Einstein
13360,COLEGIO SAN NICOLAS,Colegio San Nicol\u00e1s
13361,KID´S WORLD SCHOOL,Kid's World School
13370,COLEGIO DEL ALBA,Colegio del Alba
13372,COLEGIO FRANCISCO PALAU,Colegio Francisco Palau
13373,COLEGIO PARTICULAR LEONARDO DA VINCI,Colegio Particular Leonardo Da Vinci
13383,COLEGIO CAMBRIDGE SCHOOL,Colegio Cambridge School
13384,SAINT JOHN´S SCHOOL,Saint John's School
13388,COLEGIO SANTO TOMAS LA SERENA,Colegio Santo Tom\u00e1s la Serena
13391,ESCUELA PARA ADULTOS NUEVOS HORIZONTES,Escuela para Adultos Nuevos Horizontes
13394,CORAZON DE JESUS,Coraz\u00f3n de Jes\u00fas
13415,LICEO DE ADULTOS MAX PLANCK,Liceo de Adultos Max Planck
13416,COLEGIO ARTISTICO CULTURAL FORM-ARTE,Colegio Art\u00edstico Cultural Form-Arte
13417,COLEGIO ELQUI,Colegio Elqui
13420,COLEGIO NUESTRA SENORA DE ANDACOLLO,Colegio Nuestra Se\u00f1ora de Andacollo
13426,COLEGIO SAN LUCAS,Colegio San Lucas
13427,COLEGIO LOS CONQUISTADORES,Colegio Los Conquistadores
13433,COLEGIO SAN JOSE,Colegio San Jos\u00e9
13438,COLEGIO PARA ADULTOS SAINT JEAN MICHAEL,Colegio para Adultos Saint Jean Michael
13439,COLEGIO PUCARA,Colegio Pucar\u00e1
13442,COLEGIO SANTA FAMILIA,Colegio Santa Familia
13444,KID´S WORDL SCHOOL ANEXO,Kid's Wordl School Anexo
13445,COLEGIO ESPANOL,Colegio Espa\u00f1ol
13446,MARIA EDUCA,Mar\u00eda Educa
13450,COLEGIO ANDRES BELLO - PAMPA,Colegio Andr\u00e9s Bello - Pampa
13475,COLEGIO SAN MARTIN DE PORRES,Colegio San Mart\u00edn de Porres
13486,COLEGIO SAN FRANCISCO JAVIER,Colegio San Francisco Javier
13489,COLEGIO MARIA EDUCA,Colegio Mar\u00eda Educa
13491,COLEGIO ALTAZOR,Colegio Altazor
13496,COLEGIO DE ADULTOS ADOLFO KOLPING,Colegio de Adultos Adolfo Kolping
13503,COLEGIO VALENTIN LETELIER,Colegio Valent\u00edn Letelier
13504,COLEGIO SAN LORENZO,Colegio San Lorenzo
13513,COLEGIO DALMACIA,Colegio Dalmacia
13519,ESCUELA PARA ADULTOS LOS TRES MONTES,Escuela para Adultos Los Tres Montes
13525,COLEGIO OLIMPO,Colegio Olimpo
13528,COLEGIO ADULTOS SAN LUIS,Colegio Adultos San Luis
13535,COLEGIO CERRO GRANDE,Colegio Cerro Grande
13537,LICEO PADRE COLL,Liceo Padre Coll
13542,COLEGIO IRMA SALAS SILVA,Colegio Irma Salas Silva
13545,ESCUELA BASICA SAN FRANCISCO DE BORJA,Escuela B\u00e1sica San Francisco de Borja
13551,COLEGIO MANANTIAL,Colegio Manantial
13553,COLEGIO SANTA HELENA COLLEGE,Colegio Santa Helena College
13565,COLEGIO MANANTIALES DE ELQUI,Colegio Manantiales de Elqui
13573,COLEGIO TAMELCURA,Colegio Tamelcura
13574,COLEGIO CERVANTES,Colegio Cervantes
13580,COLEGIO PAULO FREIRE,Colegio Paulo Freire
13582,COLEGIO TECNICO PROFESIONAL FLORENCIA NIGHTIN,Colegio T\u00e9cnico Profesional Florencia Nightin
13583,COLEGIO DE ADULTOS LA TRIADA,Colegio de Adultos la Triada
13584,ESCUELA PARA ADULTOS AMIGOS DEL PADRE HURTADO,Escuela para Adultos Amigos del Padre Hurtado
13592,LICEO TECNICO PROF. ADULTOS CORESOL DE LA SER,Liceo T\u00e9cnico Prof. Adultos Coresol de la Serena
13604,COLEGIO RAKIDUAM,Colegio Rakiduam
13606,COLEGIO LEONARDO DA VINCI - VICUÐA,Colegio Leonardo Da Vinci - Vicu\u00f1a
13612,COLEGIO JOSE MARTI PEREZ,Colegio Jos\u00e9 Mart\u00ed P\u00e9rez
13621,COLEGIO DISCOVERY,Colegio Discovery
13626,COLEGIO SAN LUIS,Colegio San Luis
13633,ESCUELA SAN MARINO COLLEGE,Escuela San Marino College
14205,COLEGIO CECAL ANEXO,Colegio Cecal Anexo
14210,COLEGIO BECARB II,Colegio Becarb II
14211,AMERICAN COLLEGE,American College
14215,LICEO AGRICOLA CHRISTA MOCK,Liceo Agr\u00edcola Christa Mock
14216,LICEO AGRICOLA DE LONGOTOMA,Liceo Agr\u00edcola de Longotoma
14225,INSTITUTO DE CAPACITACION TEC.PROF.ITPSA,Instituto de Capacitaci\u00f3n Tec. Prof. Itpsa
14230,LICEO TECNICO CARDENAL RAUL SILVA HENRIQUEZ,Liceo T\u00e9cnico Cardenal Ra\u00fal Silva Henr\u00edquez
14232,COLEGIO BORDEMAR,Colegio Bordemar
14237,COL.NUESTRA SRA.DE LAS MERCEDES,Colegio Nuestra Se\u00f1ora de las Mercedes
14264,COLEGIO CLAUDIO MATTE ANEXO 2,Colegio Claudio Matte Anexo 2
14265,ESCUELA SAINT BENEDICT COLLEGE,Escuela Saint Benedict College
14270,COLEGIO GOBERNADOR CONCHA Y SALVATIERRA,Colegio Gobernador Concha y Salvatierra
14281,LICEO OBISPO ANTONIO CASTRO,Liceo Obispo Antonio Castro
14284,LICEO RENE DESCARTES,Liceo Ren\u00e9 Descartes
14288,COLEGIO NUEVA PROVIDENCIA,Colegio Nueva Providencia
14299,COLEGIO ADVENTISTA ANEXO,Colegio Adventista Anexo
14307,COLEGIO LATINO AMERICANO,Colegio Latino Americano
14313,COLEGIO NUEVA ESPERANZA,Colegio Nueva Esperanza
14314,COLEGIO THOMAS ALVA EDISON,Colegio Thomas Alva Edison
14315,COLEGIO VICTOR ANTONIO,Colegio V\u00edctor Antonio
14316,COLEGIO EMANUEL,Colegio Emanuel
14332,COLEGIO PEHUEN,Colegio Pehu\u00e9n
14336,LICEO TECN. PROF. OBISPO RAFAEL LIRA INFANTE,Liceo Tecn. Prof. Obispo Rafael Lira Infante
14348,COLEGIO ESPIRITU SANTO,Colegio Esp\u00edritu Santo
14358,COLEGIO NACIONAL SANTA ANA,Colegio Nacional Santa Ana
14359,COLEGIO LOS REYES,Colegio Los Reyes
14363,COLEGIO HISPANO,Colegio Hispano
14364,COLEGIO JORGE WILLIAMS,Colegio Jorge Williams
14365,COLEGIO CHARLES DICKENS,Colegio Charles Dickens
14366,LICEO TEC.PROF. OBISPO RAFAEL LIRA INFANTE,Liceo Tec. Prof. Obispo Rafael Lira Infante
14373,COLEGIO JOSE LUIS NORRIS,Colegio Jos\u00e9 Luis Norris
14375,COLEGIO DIVINA MAESTRA,Colegio Divina Maestra
14381,COLEGIO EL VALLE DE CASABLANCA,Colegio El Valle de Casablanca
14387,COLEGIO SAN NICOLAS EL OLIVAR,Colegio San Nicol\u00e1s El Olivar
14389,COLEGIO JUAN LUIS VIVES,Colegio Juan Luis Vives
14397,COLEGIO CRISTIANO DE QUILLOTA,Colegio Cristiano de Quillota
14413,ESCUELA SANTA CLARA,Escuela Santa Clara
14416,COLEGIO DOMINGO ORTIZ DE ROZAS,Colegio Domingo Ortiz de Rozas
14417,COLEGIO PAIDOS,Colegio Paidos
14418,COLEGIO PANAL ANEXO,Colegio Panal Anexo
14420,COLEGIO EL ALBA,Colegio El Alba
14421,CENTRO DE EDUCACION DE ADULTOS CEAVI,Centro de Educaci\u00f3n de Adultos Ceavi
14422,C.T Y DES. DEL LENGUAJE LA ALBORADA,C.T y Des. del Lenguaje la Alborada
14462,CENTRO DE ESTUDIOS SAN IGNACIO,Centro de Estudios San Ignacio
14463,CTRO.INTEGRAL DE EDUCACION ALBORADA,Centro Integral de Educaci\u00f3n Alborada
14467,LICEO DE ADULTOS JACQUES COUSTEAU,Liceo de Adultos Jacques Cousteau
14475,COLEGIO ANA MARIA JANER ANEXO,Colegio Ana Mar\u00eda Janer Anexo
14478,LICEO PARTICULAR MIXTO LOS ANDES ANEXO,Liceo Particular Mixto Los Andes Anexo
14487,COLEGIO MAESE DA VINCI,Colegio Maese Da Vinci
14490,COLEGIO MANANTIAL,Colegio Manantial
14492,CTRO.EDUC.ADULTOS PEDRO DE VALDIVIA,Centro Educ. Adultos Pedro de Valdivia
14494,COLEGIO EVANGELICO LABRANZA DE DIOS,Colegio Evang\u00e9lico Labranza de Dios
14504,COLEGIO CRISTIANO CON-CON,Colegio Cristiano Con-Con
14506,COLEGIO APUMANQUE,Colegio Apumanque
14510,COLEGIO NACIONAL,Colegio Nacional
14511,COLEGIO SANTA BARBARA DE LA REINA,Colegio Santa B\u00e1rbara de La Reina
14514,COLEGIO EL ARRAYAN,Colegio El Array\u00e1n
14523,LIONS SCHOOL,Lions School
14525,CTRO.EDUC.Y CAPAC.AD.FCO.BILBAO,Ctro. Educ. y Capac. de Adultos Francisco Bilbao
14526,COLEGIO ALONSO DE QUINTERO,Colegio Alonso de Quintero
14527,KING EDWARD'S SCHOOL 2,King Edward's School 2
14530,COLEGIO LOS REYES ANEXO,Colegio Los Reyes Anexo
14534,COLEGIO AMANCAY LIMACHE,Colegio Amancay Limache
14537,COLEGIO ADONAY PUKALAN,Colegio Adonay Pukal\u00e1n
14538,COL.SANTO DOMINGO DE GUZMAN,Colegio Santo Domingo de Guzm\u00e1n
14541,COLEGIO PATRICIO LYNCH,Colegio Patricio Lynch
14545,COLEGIO MERCEDES LEMUS ZAMORA,Colegio Mercedes Lemus Zamora
14547,CENTRO DE ESTUDIOS DALBADIE,Centro de Estudios Dalbadie
14549,COLEGIO JAN KOMENSKY,Colegio Jan Komensky
14552,COLEGIO SAN NICOLAS DE CANAL CHACAO,Colegio San Nicol\u00e1s de Canal Chacao
14555,CTRO CAPACIT.Y ESTUDIOS DE ADULT.VALPARAISO,Centro Capacit. y Estudios de Adultos Valpara\u00edso
14556,COLEGIO DE ADULTOS SILOB CHILE,Colegio de Adultos Silob Chile
14563,THE INTEGRITY COLLEGE,The Integrity College
14565,VERDOYHAM SCHOOL,Verdoyham School
14568,COLEGIO CRISTO REY SALVADOR,Colegio Cristo Rey Salvador
14576,COLEGIO LOS FUNDADORES DE QUILPUE,Colegio Los Fundadores de Quilpu\u00e9
14580,COLEGIO BOSTON,Colegio Boston
14585,COLEGIO BUCKINGHAM,Colegio Buckingham
14592,COLEGIO DE ADULTOS FRITZ ENCALADA,Colegio de Adultos Fritz Encalada
14594,COLEGIO QUILLOTA TERRANOVA,Colegio Quillota Terranova
14596,COLEGIO CIUDAD DE PAZ,Colegio Ciudad de Paz
