"","geography_division","geography_name","ID_DIRECTORIO","ID_IDENTIFICACION","ANO_TRIMESTRE","MES_CENTRAL","ESTRATO","TIPO","T_MUESTRA","MES_ENCUESTA","HOGAR","ANO_ENCUESTA","NRO_LINEA","EDAD","PARENTESCO","SEXO","CURSO","NIVEL","TERMINO_NIVEL","CINE","PROVEEDOR","NACIONALIDAD","EST_CONYUGAL","GRUPO_EDAD","TPERH","TMENH","TMAYH","A1","A2","A3","A4","A5","A6","A6_OTRO","A7","A8","B1","CISE","B7_1","B7_2","B7_3","B7_4","B7_5","B7_6","B7_7","PRESTACIONES_TOTALES","PRESTACIONES_SOCIALES","TRAM_PL","B8","B9","B10","B11","B12","B13","B14","B14_REV4CL_CAENES","B15_1","B15_2","B16","B16_OTRO","B17_MES","B17_ANO","MESES_EMPLEO","TME","B18_VARIAS","B18_CODIGO","B19","C1","C5","C9","C10","C11","C12","C13","HABITUALES","EFECTIVAS","CONTRATADAS","HABITUALES_TRAMOS","EFECTIVAS_TRAMOS","E1","E2","E3_1","E3_2","E3_3","E3_4","E3_5","E3_6","E3_7","E3_8","E3_9","E3_10","E3_11","E3_12","E3_TOTAL","E4","E6_MES","E6_ANO","E7","E8","E9","E10","E11","E12","E13","E15_MESES","E15_ANOS","E16","E17","E18","E19","E19_OTRO","D1_opcion","D1_opcionB","D1_monto","SS_T","D2_1_opcion","D2_1_monto","D2_1_porcentaje","D2_1_opcionb","D2_1_opcionc","D2_2_opcion","D2_2_monto","D2_2_porcentaje","D2_2_opcionb","D2_2_opcionc","D2_3_opcion","D2_3_monto","D2_3_porcentaje","D2_3_opcionb","D2_3_opcionc","D2_4_opcion","D2_4_monto","D2_4_porcentaje","D2_4_opcionb","D2_4_opcionc","D2_5_opcion","D2_5_monto","D2_5_porcentaje","D2_5_opcionb","D2_5_opcionc","SVAR_T","D3_1_opcion","D3_1_monto","D3_1_porcentaje","D3_1_opcion2","D3_2_opcion","D3_2_monto","D3_2_porcentaje","D3_2_opcion2","D3_3_opcion","D3_3_monto","D3_3_porcentaje","D3_3_opcion2","D3_4_opcion","D3_4_monto","D3_4_porcentaje","D3_4_opcion2","D3_5_opcion","D3_5_monto","D3_5_porcentaje","D3_5_opcion2","D3_6_opcion","D3_6_monto","D3_6_porcentaje","D3_6_opcion2","D3_7_opcion","D3_7_monto","D3_7_porcentaje","D3_7_opcion2","D3_8_opcion","D3_8_monto","D3_8_porcentaje","D3_8_opcion2","D3_9_opcion","D3_9_monto","D3_9_porcentaje","D3_9_opcion2","D3_10_opcion","D3_10_monto","D3_10_porcentaje","D3_10_opcion2","D3_11_opcion","D3_11_otro","D3_11_monto","D3_11_porcentaje","D3_11_opcion2","REG_T","ING_T_D","DIAS","HORAS","D5_opcion","D5_opcionB","D5_monto","D5_promedio","GAN_T","SALUD_OPCION","AFP_INP_OPCION","D7_opcion","D7_monto","D7_promedio","AUTOCONSUMO_T","D8_opcion","D8_monto","AHORROIMP_T","ING_T_I","ING_T_I_AI","ING_T_P","D9_opcion","D9_monto","D9_promedio","D9_opcionb","D9_montob","D9_promediob","ING_OT","ING_T_T","ING_T_T_AI","D10_opcion","D10_monto","D10_promedio","ING_A_P","D11_opcion","D11_monto","D11_promedio","ING_A_OB","ING_A_T","TIPO_VIVIENDA","VIVIENDA_OTRO","D12_monto","D12_estimacion","DIV_IMP","ALQ_IMP","D13_1_opcion","D13_1_tramo","ING_CAH","D13_2_opcion","D13_2_tramo","ING_INT","D13_3_opcion","D13_3_tramo","ING_DIV","ING_P_T","D14_1_opcion","JUBVEJEZ","D14_2_opcion","JUBINVALIDEZ","D14_3_opcion","MONTEPIO","ING_JUB","D14_4_opcion","PORFAND","D14_5_opcion","PDISCAP","D14_6_opcion","PESTADO","D14_7_opcion","PALIMENT","D14_8_opcion","POTRAS","ING_PEN","D14_10_opcion","SUF","D14_12_opcion","SUBOTROS","ING_SUBE","D14_9_opcion","ING_SUBC","D14_11_opcion","BECAEST","D14_13_opcion","DONACIONES","D14_14_opcion","REMESAS","ING_BDR","ING_DR","D14_15_opcion","SALEXT","D14_16_opcion","D14_16_otro","D14_16_monto","D14_17_opcion","D14_17_otro","D14_17_monto","OTRAFUENT","ING_OTROS","ING_AUT_CB","ING_AUT_SB","ING_MON_CB","ING_MON_SB","CSE_ESPECIFICO","FACT","F_PERS","FACT_PER","FACT_HOG","OCUP_REF","TIM","DECILH_CB","DECILH_SB"
"11","comuna","Arica",1,1,1,1,1,1,1,1,1,1,1,0.9866,1,1,0.8343,1,1,1,1,1,1,1,1,0.6368,1,0.76,0.3808,0.4051,0.019,0.3548,0.0204,1,0.0084,0.0061,0.4241,1,0.2693,0.2713,0.2727,0.2727,0.271,0.2721,0.2682,0.2132,0.2107,0.2132,0.2727,0.2727,0.0936,0.2727,0.2593,1,0.4241,0.4241,0.4107,1,0.4107,1,0.4241,0.4241,0.4116,0.4241,1,1,0.4241,0.4241,0.4241,0.1076,0.4241,0.0629,0.0629,0.3613,0.4241,0.4065,0.2727,1,1,0.3358,0.76,0.0246,0.0103,0.0103,0.0067,0.0017,0,0.0003,0,0.0008,0,0,0,0.0296,0.0087,0.0204,0.0204,0.0291,0.0291,0.3155,0.0022,0.3269,0.2777,0.3358,0.1811,0.1855,0.1883,1,0.1883,0.1883,1,0.2727,0.2618,0.261,0.261,0.2618,0.0042,0,0.0034,0.0075,0.2618,0.0414,0,0.0109,0.0522,0.2618,0.0014,0,0.0008,0.0022,0.2618,0.0067,0,0.0053,0.012,0.2618,0.0059,0,0.0028,0.0087,0.0414,0.2618,0.0137,0,0,0.2618,0.0221,0,0.0006,0.2618,0.0003,0,0,0.2618,0.0017,0,0.0003,0.2618,0.0003,0,0,0.2618,0.0319,0.0003,0.0017,0.2618,0.0025,0,0.0003,0.2618,0,0,0,0.2618,0.0011,0,0,0.2618,0,0,0,0.2618,1,0,0,0,0.0634,0.2618,0.2618,0.2618,0.131,0.1294,0.0947,0.0335,0.1282,0.1294,0.1294,0.1294,0.0427,0.0003,0.043,0.1294,0.0081,0.0081,0.1282,0.1274,0.3901,0.4241,0.0218,0.0014,0.3358,0.0218,0.0011,0.0461,0.418,0.4172,0.76,0.0182,0.002,0.0201,0.76,0.0022,0,0.0022,0.0221,0.2959,1,0.0553,0.2481,0.0081,0.2274,0.76,0.0053,0.005,0.76,0.0056,0.0056,0.76,0.0022,0.0022,0.0299,0.76,0.0735,0.76,0.0025,0.76,0.0196,0.0919,0.76,0.002,0.76,0.0073,0.76,0.0296,0.76,0.0271,0.76,0.0053,0.0699,0.76,0.0419,0.76,0.0704,0.1011,0.76,0.0031,0.76,0.2059,0.76,0.0254,0.76,0.0017,0.2258,0.0271,0.76,0.0003,0.76,1,0,0,1,0,0,0.0003,0.6203,0.5342,0.6248,0.5423,1,1,1,1,1,0.4241,1,1,1
"12","comuna","Aysén",1,1,1,1,1,1,1,1,1,1,1,0.9823,1,1,0.8403,1,1,1,1,1,1,1,1,0.6323,1,0.7371,0.3113,0.45,0.0048,0.2871,0.0403,1,0.0113,0.0113,0.4806,1,0.3387,0.3403,0.3452,0.3452,0.3194,0.3323,0.3306,0.3113,0.2935,0.3113,0.3484,0.3484,0.129,0.3484,0.3355,1,0.4806,0.4806,0.4677,1,0.4677,1,0.4806,0.4806,0.4613,0.4806,1,1,0.4806,0.4806,0.4806,0.1419,0.4806,0.1435,0.1435,0.3371,0.4806,0.4484,0.3484,1,1,0.2565,0.7371,0.0306,0.0065,0.0065,0.0065,0.0048,0,0.0016,0.0016,0.0016,0,0,0.0016,0.0468,0.0242,0.021,0.021,0.0452,0.0452,0.2355,0.0016,0.2306,0.1613,0.2565,0.15,0.15,0.15,1,0.15,0.15,1,0.3484,0.3306,0.3306,0.3306,0.3306,0.0419,0,0.0048,0.0468,0.3306,0.0613,0,0.0016,0.0629,0.3306,0,0,0,0,0.3306,0.0387,0,0.0145,0.0532,0.3306,0.0032,0,0,0.0032,0.0419,0.3306,0.0081,0,0,0.3306,0.0097,0,0,0.3306,0,0,0,0.3306,0.0081,0,0,0.3306,0.0016,0,0,0.3306,0.0226,0,0,0.3306,0.0016,0,0,0.3306,0.0016,0,0,0.3306,0.0097,0,0.0016,0.3306,0.0016,0,0,0.3306,1,0.0081,0,0,0.0581,0.3306,0.3306,0.3306,0.1242,0.1226,0.121,0.0016,0.1226,0.1226,0.1226,0.1226,0.0484,0,0.0484,0.1226,0.0435,0.0435,0.1226,0.1194,0.4532,0.4806,0.0371,0.0016,0.2565,0.0177,0,0.0565,0.4758,0.4726,0.7371,0.0323,0,0.0323,0.7371,0,0,0,0.0323,0.3452,1,0.1161,0.2419,0.0113,0.2258,0.7371,0.0097,0.0097,0.7371,0.0048,0.0048,0.7371,0.0016,0.0016,0.0435,0.7371,0.05,0.7371,0.0145,0.7371,0.0194,0.079,0.7371,0.0032,0.7371,0.0097,0.7371,0.021,0.7371,0.0177,0.7371,0.0097,0.0597,0.7371,0.0758,0.7371,0.0855,0.1323,0.7371,0.0048,0.7371,0.2097,0.7371,0.0387,0.7371,0,0.2355,0.0387,0.7371,0,0.7371,1,0,0,1,0,0,0,0.6548,0.5887,0.6565,0.5968,1,1,1,1,1,0.4806,1,1,1
"13","comuna","Buin",1,1,1,1,1,1,1,1,1,1,1,0.992,1,1,0.84,1,1,1,1,1,1,1,1,0.648,1,0.768,0.412,0.364,0.004,0.404,0.012,1,0,0,0.376,1,0.272,0.28,0.284,0.284,0.284,0.256,0.232,0.248,0.248,0.248,0.288,0.288,0.072,0.288,0.264,1,0.376,0.376,0.352,1,0.352,1,0.376,0.376,0.36,0.376,1,1,0.376,0.376,0.376,0.02,0.376,0.084,0.084,0.292,0.376,0.372,0.288,1,1,0.392,0.768,0.024,0.004,0.016,0.012,0.004,0,0,0,0,0,0,0,0.044,0.016,0.028,0.028,0.044,0.044,0.364,0.012,0.388,0.328,0.392,0.26,0.264,0.264,1,0.264,0.264,1,0.288,0.272,0.272,0.272,0.272,0.004,0,0,0.004,0.272,0.024,0,0.004,0.028,0.272,0,0.004,0,0.004,0.272,0.004,0.004,0,0.008,0.272,0,0,0,0,0.024,0.272,0.004,0,0,0.272,0.056,0,0.004,0.272,0,0,0,0.272,0,0,0.008,0.272,0,0,0,0.272,0.04,0,0.004,0.272,0,0,0,0.272,0.004,0,0,0.272,0,0,0,0.272,0,0,0,0.272,1,0.004,0,0,0.076,0.272,0.272,0.272,0.084,0.084,0.084,0,0.084,0.084,0.084,0.084,0.012,0,0.012,0.084,0.024,0.024,0.084,0.084,0.356,0.376,0.012,0,0.392,0.02,0,0.032,0.384,0.384,0.768,0.004,0,0.004,0.768,0,0,0,0.004,0.284,1,0.044,0.26,0.02,0.236,0.768,0.004,0.004,0.768,0,0,0.768,0,0,0.008,0.768,0.076,0.768,0.008,0.768,0.016,0.096,0.768,0.004,0.768,0.008,0.768,0.04,0.768,0.028,0.768,0.012,0.092,0.768,0.032,0.768,0.012,0.044,0.768,0.008,0.768,0.156,0.768,0.004,0.768,0,0.16,0.004,0.768,0,0.768,1,0,0,1,0,0,0,0.588,0.536,0.596,0.544,1,1,1,1,1,0.376,1,1,1
"14","comuna","Bulnes",1,1,1,1,1,1,1,1,1,1,1,0.9915,1,1,0.8979,1,1,1,1,1,1,1,1,0.5021,1,0.817,0.417,0.4085,0.0128,0.4085,0.0298,1,0.0213,0.017,0.4298,1,0.3404,0.3532,0.3489,0.3489,0.3404,0.3149,0.3404,0.2553,0.2426,0.2553,0.3532,0.3532,0.1404,0.3532,0.3277,1,0.4298,0.4298,0.4043,1,0.4043,1,0.4298,0.4298,0.383,0.4298,1,1,0.4298,0.4298,0.4298,0.0979,0.4298,0.2043,0.2043,0.2255,0.4298,0.4085,0.3532,1,1,0.3872,0.817,0.0128,0.0128,0.034,0.0128,0.0213,0,0,0,0,0,0,0,0.0723,0.0298,0.0426,0.0426,0.0723,0.0723,0.3447,0,0.3447,0.2128,0.3872,0.2553,0.2681,0.2723,1,0.2723,0.2723,1,0.3532,0.3064,0.3064,0.3064,0.3064,0.0128,0,0,0.0128,0.3064,0.0553,0,0,0.0553,0.3064,0.0043,0,0,0.0043,0.3064,0.0213,0,0,0.0213,0.3064,0,0,0,0,0.0426,0.3064,0.0213,0,0,0.3064,0.0979,0,0,0.3064,0.0043,0,0,0.3064,0,0,0,0.3064,0,0,0,0.3064,0.0426,0,0,0.3064,0,0,0,0.3064,0,0,0,0.3064,0,0,0,0.3064,0,0,0,0.3064,1,0.0085,0,0,0.1277,0.3064,0.3064,0.3064,0.0638,0.0638,0.0298,0.0298,0.0596,0.0638,0.0638,0.0638,0.0255,0,0.0255,0.0638,0.0298,0.0298,0.0596,0.0596,0.366,0.4298,0.0426,0,0.3872,0.0255,0,0.0681,0.4085,0.4085,0.817,0.0043,0,0.0043,0.817,0,0,0,0.0043,0.3106,1,0.0383,0.2723,0,0.2596,0.817,0,0,0.817,0.0043,0.0043,0.817,0,0,0.0085,0.817,0.0553,0.817,0.0085,0.817,0.017,0.0809,0.817,0,0.817,0.0043,0.817,0.0553,0.817,0.0085,0.817,0.0085,0.0766,0.817,0.0511,0.817,0.1489,0.1702,0.817,0.0043,0.817,0.183,0.817,0.017,0.817,0,0.1915,0.017,0.817,0,0.817,1,0,0,1,0,0,0,0.6213,0.5532,0.6383,0.5745,1,1,1,1,1,0.4298,1,1,1
"15","comuna","Cabildo",1,1,1,1,1,1,1,1,1,1,1,0.973,1,1,0.8559,1,1,1,1,1,1,1,1,0.5135,1,0.8108,0.3604,0.4595,0,0.3514,0.009,1,0.009,0,0.4685,1,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2613,0.2613,0.2613,0.2973,0.2973,0.1081,0.2973,0.2973,1,0.4685,0.4685,0.4685,1,0.4685,1,0.4685,0.4685,0.4505,0.4685,1,1,0.4685,0.4685,0.4685,0.1892,0.4685,0.045,0.045,0.4234,0.4685,0.4595,0.2973,1,1,0.3423,0.8108,0.027,0,0.027,0.009,0.009,0,0,0,0,0,0,0,0.045,0.027,0.018,0.018,0.045,0.045,0.3243,0,0.3423,0.2523,0.3423,0.2162,0.2162,0.2162,1,0.2162,0.2162,1,0.2973,0.2883,0.2793,0.2793,0.2883,0,0,0,0,0.2883,0.045,0,0,0.045,0.2883,0.009,0,0,0.009,0.2883,0.009,0,0,0.009,0.2883,0,0,0,0,0.0541,0.2883,0,0,0,0.2883,0.036,0,0,0.2883,0,0,0,0.2883,0,0,0,0.2883,0,0,0,0.2883,0.0991,0,0,0.2883,0.009,0,0,0.2883,0,0,0,0.2883,0,0,0,0.2883,0,0,0,0.2883,1,0,0,0,0.1081,0.2883,0.2883,0.2883,0.1712,0.1622,0.1081,0.0541,0.1622,0.1622,0.1622,0.1622,0.036,0,0.036,0.1622,0.027,0.027,0.1622,0.1622,0.4505,0.4685,0.018,0,0.3423,0.009,0,0.027,0.4685,0.4685,0.8108,0.036,0,0.036,0.8108,0,0,0,0.036,0.3063,1,0.045,0.2613,0,0.2613,0.8108,0,0,0.8108,0.009,0.009,0.8108,0,0,0.045,0.8108,0.0721,0.8108,0.009,0.8108,0.009,0.0901,0.8108,0,0.8108,0.009,0.8108,0.009,0.8108,0.009,0.8108,0,0.027,0.8108,0.027,0.8108,0.0631,0.0811,0.8108,0.009,0.8108,0.1712,0.8108,0.0541,0.8108,0,0.2252,0.0541,0.8108,0,0.8108,1,0.009,0.009,1,0,0.009,0.009,0.6667,0.6036,0.6757,0.6126,1,1,1,1,1,0.4685,1,1,1
"16","comuna","Cabrero",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8584,1,1,1,1,1,1,1,1,0.5575,1,0.7965,0.3805,0.4159,0,0.3805,0.0265,1,0.0177,0.0088,0.4336,1,0.3717,0.3717,0.3805,0.3805,0.3628,0.354,0.354,0.2655,0.2655,0.2655,0.3805,0.3805,0.1504,0.3805,0.3628,1,0.4336,0.4336,0.4159,1,0.4159,1,0.4336,0.4336,0.3982,0.4336,1,1,0.4336,0.4336,0.4336,0.2212,0.4336,0.177,0.177,0.2566,0.4336,0.4159,0.3805,1,1,0.3628,0.7965,0.0354,0.0442,0.0619,0.0088,0.0088,0,0,0,0.0088,0,0.0088,0,0.0885,0.0354,0.0531,0.0531,0.0885,0.0885,0.3097,0,0.3451,0.2478,0.3628,0.1947,0.2035,0.2212,1,0.2212,0.2212,1,0.3805,0.3451,0.3451,0.3451,0.3451,0.0177,0,0,0.0177,0.3451,0,0,0,0,0.3451,0,0,0.0088,0.0088,0.3451,0.0177,0,0,0.0177,0.3451,0,0,0,0,0,0.3451,0.0088,0,0,0.3451,0.0708,0,0,0.3451,0,0,0,0.3451,0,0,0,0.3451,0,0,0,0.3451,0.0442,0,0,0.3451,0,0,0,0.3451,0.0088,0,0,0.3451,0,0,0,0.3451,0,0,0,0.3451,1,0.0088,0,0,0.1239,0.3451,0.3451,0.3451,0.0531,0.0531,0.0354,0.0177,0.0531,0.0531,0.0531,0.0531,0.0088,0,0.0088,0.0531,0,0,0.0531,0.0531,0.3982,0.4336,0.0265,0,0.3628,0.0265,0,0.0531,0.4425,0.4425,0.7965,0.0088,0,0.0088,0.7965,0,0,0,0.0088,0.3363,1,0.0708,0.2743,0.0088,0.2566,0.7965,0,0,0.7965,0,0,0.7965,0,0,0.0088,0.7965,0.0354,0.7965,0.0088,0.7965,0.0177,0.0619,0.7965,0,0.7965,0.0088,0.7965,0.0531,0.7965,0.0088,0.7965,0,0.0708,0.7965,0.0973,0.7965,0.0531,0.1416,0.7965,0,0.7965,0.1858,0.7965,0.0177,0.7965,0,0.1947,0.0177,0.7965,0,0.7965,1,0,0,1,0,0,0,0.6106,0.5487,0.6195,0.5575,1,1,1,1,1,0.4336,1,1,1
"17","comuna","Calama",1,1,1,1,1,1,1,1,1,1,1,0.9853,1,1,0.8409,1,1,1,1,1,1,1,1,0.64,1,0.7735,0.3944,0.3871,0.0015,0.3864,0.0279,1,0.0095,0.0095,0.415,1,0.3255,0.3255,0.3255,0.3255,0.324,0.324,0.3218,0.2881,0.2881,0.2881,0.3255,0.3255,0.0828,0.3255,0.3189,1,0.415,0.415,0.4084,1,0.4084,1,0.415,0.415,0.3959,0.415,1,1,0.415,0.415,0.415,0.1957,0.415,0.1386,0.1386,0.2764,0.415,0.3886,0.3255,1,1,0.3585,0.7735,0.0711,0.0271,0.0198,0.0286,0.0015,0,0,0.0007,0.0022,0.0007,0.0073,0,0.085,0.0359,0.0477,0.0477,0.0836,0.0836,0.3109,0.0022,0.3556,0.2199,0.3585,0.2148,0.2214,0.2324,1,0.2324,0.2324,1,0.3255,0.3101,0.2991,0.2991,0.3101,0.0103,0.0051,0,0.0154,0.3101,0.0792,0.0015,0,0.0806,0.3101,0.0103,0.0029,0,0.0132,0.3101,0.0088,0,0,0.0088,0.3101,0.0374,0.0044,0,0.0418,0.0997,0.3101,0.0088,0,0,0.3101,0.0396,0,0,0.3101,0.0066,0,0,0.3101,0.0007,0,0,0.3101,0.0191,0,0,0.3101,0.0081,0,0,0.3101,0.0059,0,0,0.3101,0,0,0,0.3101,0.0007,0,0,0.3101,0.0015,0,0,0.3101,1,0.0183,0,0,0.0755,0.3101,0.3101,0.3101,0.0872,0.0836,0.0557,0.0279,0.0836,0.0836,0.0836,0.0836,0.0169,0.0051,0.022,0.0836,0.0213,0.0213,0.0836,0.0828,0.3937,0.415,0.0213,0.0103,0.3585,0.0205,0.0073,0.0594,0.4282,0.4274,0.7735,0.0235,0.0051,0.0286,0.7735,0.0015,0.0007,0.0022,0.0308,0.2801,1,0.0997,0.2199,0.0374,0.176,0.7735,0.1085,0.107,0.7735,0.0132,0.0125,0.7735,0.0007,0,0.132,0.7735,0.0506,0.7735,0.0059,0.7735,0.0161,0.0726,0.7735,0.0015,0.7735,0.0029,0.7735,0.011,0.7735,0.0315,0.7735,0.0015,0.0477,0.7735,0.0029,0.7735,0.0565,0.0572,0.7735,0.0007,0.7735,0.1657,0.7735,0.0271,0.7735,0.0007,0.1848,0.0279,0.7735,0,0.7735,1,0,0,1,0,0,0,0.5982,0.5389,0.6004,0.5418,1,1,1,1,1,0.415,1,1,1
"18","comuna","Calbuco",1,1,1,1,1,1,1,1,1,1,1,0.9844,1,1,0.8318,1,1,1,1,1,1,1,1,0.6106,1,0.7601,0.3489,0.4112,0,0.3489,0.0405,1,0.0312,0.0249,0.4455,1,0.1869,0.1963,0.1963,0.1963,0.1745,0.1776,0.1745,0.1776,0.1776,0.1776,0.1963,0.1963,0.0592,0.1963,0.19,1,0.4455,0.4455,0.4393,1,0.4393,1,0.4455,0.4455,0.433,0.4455,1,1,0.4455,0.4455,0.4455,0.0498,0.4455,0.1433,0.1433,0.3022,0.4455,0.4143,0.1963,1,1,0.3146,0.7601,0.0031,0,0,0.0031,0,0,0,0,0,0,0,0,0.0062,0.0031,0.0031,0.0031,0.0062,0.0062,0.3115,0.0031,0.3146,0.2991,0.3146,0.2056,0.2056,0.2056,1,0.2056,0.2056,1,0.1963,0.1838,0.1807,0.1807,0.1838,0.0561,0,0,0.0561,0.1838,0.0374,0,0,0.0374,0.1838,0,0,0,0,0.1838,0.0187,0,0,0.0187,0.1838,0,0,0,0,0.0312,0.1838,0,0,0,0.1838,0.0997,0,0,0.1838,0,0,0,0.1838,0,0,0,0.1838,0,0,0,0.1838,0.0997,0,0,0.1838,0,0,0,0.1838,0,0,0,0.1838,0,0,0,0.1838,0,0,0,0.1838,1,0,0,0,0.1184,0.1807,0.1838,0.1838,0.2461,0.2461,0.0436,0.1776,0.2212,0.2461,0.2461,0.2461,0.0748,0.0218,0.0966,0.2461,0.0592,0.0592,0.2212,0.2212,0.4019,0.4455,0.0374,0.0031,0.3146,0.0125,0,0.053,0.4174,0.4174,0.7601,0.0093,0,0.0093,0.7601,0,0,0,0.0093,0.3209,1,0.0187,0.3115,0.0062,0.3022,0.7601,0.0654,0.0654,0.7601,0.0125,0.0125,0.7601,0.0031,0.0031,0.081,0.7601,0.0312,0.7601,0,0.7601,0.0062,0.0374,0.7601,0.0031,0.7601,0.0125,0.7601,0.1495,0.7601,0.0062,0.7601,0,0.1713,0.7601,0.0966,0.7601,0.1028,0.19,0.7601,0,0.7601,0.162,0.7601,0.0312,0.7601,0,0.19,0.0312,0.7601,0,0.7601,1,0,0,1,0,0,0,0.6417,0.5826,0.6511,0.6044,1,1,1,1,1,0.4455,1,1,1
"19","comuna","Caldera",1,1,1,1,1,1,1,1,1,1,1,0.9675,1,1,0.8571,1,1,1,1,1,1,1,1,0.6494,1,0.7403,0.3701,0.3831,0,0.3571,0.0519,1,0.026,0.0195,0.4286,1,0.3052,0.3052,0.3052,0.3052,0.2987,0.2987,0.2922,0.2208,0.2143,0.2208,0.3052,0.3052,0.1039,0.3052,0.3052,1,0.4286,0.4286,0.4286,1,0.4286,1,0.4286,0.4286,0.4091,0.4286,1,1,0.4286,0.4286,0.4286,0.0779,0.4286,0.1299,0.1299,0.2987,0.4286,0.3896,0.3052,1,1,0.3117,0.7403,0.0714,0.0065,0.013,0.0065,0.0195,0.0065,0,0,0,0,0,0.0065,0.0974,0.0519,0.0195,0.0195,0.0714,0.0714,0.2922,0,0.3052,0.2597,0.3117,0.2143,0.2143,0.2143,1,0.2143,0.2143,1,0.3052,0.2857,0.2792,0.2792,0.2857,0.039,0,0,0.039,0.2857,0.0519,0,0,0.0519,0.2857,0.0065,0,0,0.0065,0.2857,0.0195,0,0,0.0195,0.2857,0.013,0.0065,0,0.0195,0.0195,0.2857,0,0,0,0.2857,0.1234,0,0,0.2857,0,0,0,0.2857,0.0065,0,0,0.2857,0.013,0,0,0.2857,0.0844,0,0,0.2857,0.0065,0,0,0.2857,0,0,0,0.2857,0,0,0,0.2857,0,0,0,0.2857,1,0,0,0,0.1364,0.2857,0.2857,0.2857,0.1234,0.1234,0.1234,0,0.1234,0.1234,0.1234,0.1234,0.039,0,0.039,0.1234,0.0519,0.0519,0.1234,0.1234,0.4091,0.4286,0.0195,0,0.3117,0.0065,0,0.026,0.4221,0.4221,0.7403,0.0195,0,0.0195,0.7403,0,0,0,0.0195,0.3052,1,0.0584,0.2597,0.013,0.2468,0.7403,0.026,0.026,0.7403,0,0,0.7403,0,0,0.0455,0.7403,0.0714,0.7403,0.013,0.7403,0.013,0.0974,0.7403,0,0.7403,0,0.7403,0.0584,0.7403,0.0779,0.7403,0,0.1364,0.7403,0.0519,0.7403,0.1558,0.1818,0.7403,0,0.7403,0.1429,0.7403,0.039,0.7403,0,0.1753,0.039,0.7403,0,0.7403,1,0,0,1,0,0,0,0.6039,0.5779,0.6039,0.5779,1,1,1,1,1,0.4286,1,1,1
"20","comuna","Calera",1,1,1,1,1,1,1,1,1,1,1,0.9905,1,1,0.8959,1,1,1,1,1,1,1,1,0.4858,1,0.8249,0.4259,0.4164,0.0016,0.4085,0.0331,1,0.0174,0.0174,0.4432,1,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3202,0.2618,0.2618,0.2618,0.3265,0.3265,0.0978,0.3265,0.3123,1,0.4432,0.4432,0.429,1,0.429,1,0.4432,0.4432,0.4132,0.4432,1,1,0.4432,0.4432,0.4432,0.1467,0.4432,0.265,0.265,0.1782,0.4432,0.418,0.3265,1,1,0.3817,0.8249,0.0457,0.011,0.0205,0.0347,0.011,0,0.0016,0.0016,0.0032,0,0,0,0.0678,0.0347,0.0331,0.0331,0.0678,0.0678,0.3486,0,0.3612,0.2413,0.3817,0.2256,0.2334,0.2397,1,0.2397,0.2397,1,0.3265,0.3013,0.3013,0.3013,0.3013,0.011,0,0,0.011,0.3013,0.0741,0,0,0.0741,0.3013,0.0032,0,0,0.0032,0.3013,0.0079,0.0032,0,0.011,0.3013,0.0095,0,0,0.0095,0.0631,0.3013,0,0,0,0.3013,0.0931,0,0,0.3013,0,0,0,0.3013,0.0016,0,0.0016,0.3013,0,0,0,0.3013,0.0647,0,0,0.3013,0,0,0,0.3013,0.0016,0,0,0.3013,0.0016,0,0,0.3013,0,0,0,0.3013,1,0.0016,0,0,0.1278,0.3013,0.3013,0.3013,0.1073,0.1025,0.0757,0.0268,0.1025,0.1025,0.1025,0.1025,0.0205,0.0016,0.0221,0.1025,0.0158,0.0158,0.1025,0.1025,0.4038,0.4432,0.0252,0.0047,0.3817,0.0174,0.0032,0.0505,0.4338,0.4338,0.8249,0.0095,0,0.0095,0.8249,0,0,0,0.0095,0.3265,1,0.0599,0.2902,0.0237,0.2666,0.8249,0.0237,0.0237,0.8249,0.0032,0.0032,0.8249,0,0,0.0331,0.8249,0.0899,0.8249,0.0063,0.8249,0.0347,0.1278,0.8249,0,0.8249,0.0174,0.8249,0.0631,0.8249,0.0221,0.8249,0.0016,0.1041,0.8249,0.041,0.8249,0.0678,0.0946,0.8249,0.0047,0.8249,0.2082,0.8249,0.0394,0.8249,0.0032,0.2366,0.0426,0.8249,0,0.8249,1,0,0,1,0,0,0,0.7161,0.6199,0.7177,0.6246,1,1,1,1,1,0.4432,1,1,1
