"","geography_division","geography_name","ID_DIRECTORIO","ID_IDENTIFICACION","ANO_TRIMESTRE","MES_CENTRAL","ESTRATO","TIPO","T_MUESTRA","MES_ENCUESTA","HOGAR","ANO_ENCUESTA","NRO_LINEA","EDAD","PARENTESCO","SEXO","CURSO","NIVEL","TERMINO_NIVEL","CINE","PROVEEDOR","NACIONALIDAD","EST_CONYUGAL","GRUPO_EDAD","TPERH","TMENH","TMAYH","A1","A2","A3","A4","A5","A6","A6_OTRO","A7","A8","B1","CISE","B7_1","B7_2","B7_3","B7_4","B7_5","B7_6","B7_7","PRESTACIONES_TOTALES","PRESTACIONES_SOCIALES","TRAM_PL","B8","B9","B10","B11","B12","B13","B14","B14_REV4CL_CAENES","B15_1","B15_2","B16","B16_OTRO","B17_MES","B17_ANO","MESES_EMPLEO","TME","B18_VARIAS","B18_CODIGO","B19","C1","C5","C9","C10","C11","C12","C13","HABITUALES","EFECTIVAS","CONTRATADAS","HABITUALES_TRAMOS","EFECTIVAS_TRAMOS","E1","E2","E3_1","E3_2","E3_3","E3_4","E3_5","E3_6","E3_7","E3_8","E3_9","E3_10","E3_11","E3_12","E3_TOTAL","E4","E6_MES","E6_ANO","E7","E8","E9","E10","E11","E12","E13","E15_MESES","E15_ANOS","E16","E17","E18","E19","E19_OTRO","D1_opcion","D1_opcionB","D1_monto","SS_T","D2_1_opcion","D2_1_monto","D2_1_porcentaje","D2_1_opcionb","D2_1_opcionc","D2_2_opcion","D2_2_monto","D2_2_porcentaje","D2_2_opcionb","D2_2_opcionc","D2_3_opcion","D2_3_monto","D2_3_porcentaje","D2_3_opcionb","D2_3_opcionc","D2_4_opcion","D2_4_monto","D2_4_porcentaje","D2_4_opcionb","D2_4_opcionc","D2_5_opcion","D2_5_monto","D2_5_porcentaje","D2_5_opcionb","D2_5_opcionc","SVAR_T","D3_1_opcion","D3_1_monto","D3_1_porcentaje","D3_1_opcion2","D3_2_opcion","D3_2_monto","D3_2_porcentaje","D3_2_opcion2","D3_3_opcion","D3_3_monto","D3_3_porcentaje","D3_3_opcion2","D3_4_opcion","D3_4_monto","D3_4_porcentaje","D3_4_opcion2","D3_5_opcion","D3_5_monto","D3_5_porcentaje","D3_5_opcion2","D3_6_opcion","D3_6_monto","D3_6_porcentaje","D3_6_opcion2","D3_7_opcion","D3_7_monto","D3_7_porcentaje","D3_7_opcion2","D3_8_opcion","D3_8_monto","D3_8_porcentaje","D3_8_opcion2","D3_9_opcion","D3_9_monto","D3_9_porcentaje","D3_9_opcion2","D3_10_opcion","D3_10_monto","D3_10_porcentaje","D3_10_opcion2","D3_11_opcion","D3_11_otro","D3_11_monto","D3_11_porcentaje","D3_11_opcion2","REG_T","ING_T_D","DIAS","HORAS","D5_opcion","D5_opcionB","D5_monto","D5_promedio","GAN_T","SALUD_OPCION","AFP_INP_OPCION","D7_opcion","D7_monto","D7_promedio","AUTOCONSUMO_T","D8_opcion","D8_monto","AHORROIMP_T","ING_T_I","ING_T_I_AI","ING_T_P","D9_opcion","D9_monto","D9_promedio","D9_opcionb","D9_montob","D9_promediob","ING_OT","ING_T_T","ING_T_T_AI","D10_opcion","D10_monto","D10_promedio","ING_A_P","D11_opcion","D11_monto","D11_promedio","ING_A_OB","ING_A_T","TIPO_VIVIENDA","VIVIENDA_OTRO","D12_monto","D12_estimacion","DIV_IMP","ALQ_IMP","D13_1_opcion","D13_1_tramo","ING_CAH","D13_2_opcion","D13_2_tramo","ING_INT","D13_3_opcion","D13_3_tramo","ING_DIV","ING_P_T","D14_1_opcion","JUBVEJEZ","D14_2_opcion","JUBINVALIDEZ","D14_3_opcion","MONTEPIO","ING_JUB","D14_4_opcion","PORFAND","D14_5_opcion","PDISCAP","D14_6_opcion","PESTADO","D14_7_opcion","PALIMENT","D14_8_opcion","POTRAS","ING_PEN","D14_10_opcion","SUF","D14_12_opcion","SUBOTROS","ING_SUBE","D14_9_opcion","ING_SUBC","D14_11_opcion","BECAEST","D14_13_opcion","DONACIONES","D14_14_opcion","REMESAS","ING_BDR","ING_DR","D14_15_opcion","SALEXT","D14_16_opcion","D14_16_otro","D14_16_monto","D14_17_opcion","D14_17_otro","D14_17_monto","OTRAFUENT","ING_OTROS","ING_AUT_CB","ING_AUT_SB","ING_MON_CB","ING_MON_SB","CSE_ESPECIFICO","FACT","F_PERS","FACT_PER","FACT_HOG","OCUP_REF","TIM","DECILH_CB","DECILH_SB"
"54","comuna","Concón",403,403,403,403,403,403,403,403,403,403,403,400,403,403,351,403,403,403,403,403,403,403,403,212,403,321,150,173,4,148,8,403,5,5,178,403,131,131,131,131,130,131,131,104,103,104,131,131,32,131,120,403,178,178,167,403,167,403,178,178,170,178,403,403,178,178,178,46,178,37,37,141,178,174,131,403,403,143,321,11,4,12,14,0,0,3,1,1,0,0,0,27,11,15,15,26,26,128,1,140,107,143,88,90,90,403,90,90,403,131,124,124,124,124,5,0,0,5,124,15,0,1,16,124,2,0,0,2,124,4,0,0,4,124,3,0,0,3,21,124,1,0,0,124,29,0,0,124,0,0,0,124,0,0,0,124,1,0,0,124,6,0,0,124,2,0,0,124,1,0,0,124,0,0,0,124,0,0,0,124,403,0,0,0,34,124,124,124,43,42,31,10,41,42,42,42,5,1,6,42,15,15,41,39,165,178,12,4,143,5,0,21,171,169,321,15,0,15,321,1,0,1,16,120,403,41,102,19,78,321,7,7,321,5,5,321,3,3,26,321,34,321,0,321,12,45,321,0,321,2,321,7,321,11,321,3,23,321,4,321,14,18,321,0,321,57,321,6,321,0,61,6,321,0,321,403,3,3,403,0,3,3,252,229,253,230,403,403,403,403,403,178,403,403,403
"55","comuna","Constitución",211,211,211,211,211,211,211,211,211,211,211,207,211,211,177,211,211,211,211,211,211,211,211,115,211,165,69,96,5,69,6,211,4,3,101,211,68,69,69,69,69,68,67,48,48,48,69,69,25,69,65,211,101,101,97,211,97,211,101,101,96,101,211,211,101,101,101,40,101,26,26,75,101,97,69,211,211,64,165,2,3,5,0,0,0,0,0,0,0,0,0,6,2,3,3,5,5,61,1,60,37,64,41,41,41,211,41,41,211,69,66,66,66,66,2,0,0,2,66,10,0,0,10,66,0,0,0,0,66,1,0,0,1,66,0,0,0,0,12,66,2,0,0,66,13,0,0,66,1,0,0,66,0,0,0,66,0,0,0,66,16,0,0,66,0,0,0,66,0,0,0,66,2,0,0,66,0,0,0,66,211,0,0,0,24,66,66,66,31,29,28,1,29,29,29,29,8,0,8,29,7,7,29,27,95,101,7,0,64,4,0,11,102,100,165,5,0,5,165,0,0,0,5,73,211,9,66,2,62,165,2,2,165,0,0,165,0,0,7,165,11,165,1,165,8,19,165,1,165,4,165,4,165,5,165,0,14,165,9,165,12,20,165,1,165,35,165,3,165,0,38,3,165,0,165,211,0,0,211,0,0,0,133,123,135,126,211,211,211,211,211,101,211,211,211
"56","comuna","Copiapó",1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1476,1491,1491,1298,1491,1491,1491,1491,1491,1491,1491,1491,865,1491,1192,542,657,0,535,45,1491,18,13,698,1491,520,520,538,538,529,500,504,472,466,472,538,538,164,538,524,1491,698,698,684,1491,684,1491,698,698,664,698,1491,1491,698,698,698,148,698,112,112,586,698,669,538,1491,1491,494,1192,65,28,40,45,1,6,1,1,9,0,0,8,127,69,31,31,100,100,463,12,487,392,494,285,305,325,1491,325,325,1491,538,508,505,505,508,55,0,0,55,508,103,0,0,103,508,15,0,0,15,508,41,0,0,41,508,43,18,0,61,84,508,8,0,0,508,205,0,0,508,0,0,0,508,9,0,0,508,21,0,0,508,170,0,1,508,12,0,0,508,0,0,0,508,21,0,0,508,5,0,0,508,1491,0,0,0,277,508,508,508,154,150,130,18,148,150,150,150,40,1,41,150,56,56,150,148,658,698,46,0,494,40,1,87,713,711,1192,28,0,28,1192,1,0,1,29,436,1491,129,354,46,306,1192,20,20,1192,13,13,1192,5,5,60,1192,81,1192,15,1192,24,119,1192,5,1192,11,1192,31,1192,54,1192,16,114,1192,37,1192,110,130,1192,8,1192,247,1192,34,1192,1,274,35,1192,0,1192,1491,0,0,1491,0,0,0,974,873,988,896,1491,1491,1491,1491,1491,698,1491,1491,1491
"57","comuna","Coquimbo",1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1086,1100,1100,943,1100,1100,1100,1100,1100,1100,1100,1100,655,1100,851,410,450,11,401,14,1100,7,6,460,1100,304,309,310,310,296,293,273,253,247,253,318,318,100,318,302,1100,460,460,444,1100,444,1100,460,460,431,460,1100,1100,460,460,460,100,460,160,160,300,460,451,318,1100,1100,391,851,61,28,26,19,0,1,0,1,1,0,0,0,83,38,43,43,81,81,348,2,383,281,391,222,236,238,1100,238,238,1100,318,299,299,299,299,8,0,0,8,299,59,0,2,61,299,3,0,2,5,299,10,0,1,11,299,4,0,0,4,52,299,8,0,0,299,31,0,0,299,0,0,0,299,7,0,0,299,0,0,0,299,17,0,1,299,1,0,0,299,3,0,0,299,4,0,0,299,1,0,0,299,1100,0,0,0,57,299,299,299,128,119,110,7,117,119,119,119,33,0,33,119,30,30,117,113,416,460,38,0,391,32,0,70,463,459,851,19,0,19,851,4,0,4,23,310,1100,75,262,29,227,851,12,10,851,7,6,851,0,0,34,851,84,851,6,851,23,111,851,2,851,8,851,37,851,33,851,4,83,851,36,851,65,92,851,1,851,189,851,25,851,1,206,26,851,0,851,1100,0,0,1100,0,0,0,685,607,689,617,1100,1100,1100,1100,1100,460,1100,1100,1100
"58","comuna","Coronel",1696,1696,1696,1696,1696,1696,1696,1696,1696,1696,1696,1668,1696,1696,1476,1696,1696,1696,1696,1696,1696,1696,1696,998,1696,1348,808,578,5,770,60,1696,24,23,635,1696,499,504,505,505,497,492,474,417,414,417,507,507,241,507,492,1696,635,635,620,1696,620,1696,635,635,593,635,1696,1696,635,635,635,170,635,311,311,324,635,582,507,1696,1696,713,1348,91,39,58,40,10,0,0,1,0,0,0,0,134,46,88,88,134,134,625,3,688,466,713,468,478,481,1696,481,481,1696,507,471,465,465,471,26,0,2,28,471,77,0,9,86,471,2,0,1,3,471,32,0,4,36,471,33,0,1,34,70,471,2,0,0,471,128,0,1,471,1,0,0,471,4,0,0,471,1,0,0,471,73,0,0,471,7,0,0,471,7,0,0,471,3,0,0,471,0,0,0,471,1696,0,0,0,170,471,471,471,121,115,101,12,113,115,115,115,26,1,27,115,33,33,113,112,584,635,25,0,713,36,0,61,631,630,1348,16,0,16,1348,0,0,0,16,516,1696,113,453,43,402,1348,4,4,1348,2,2,1348,2,2,22,1348,100,1348,25,1348,62,183,1348,5,1348,10,1348,60,1348,43,1348,21,135,1348,95,1348,182,240,1348,7,1348,334,1348,48,1348,1,353,49,1348,0,1348,1696,0,0,1696,0,0,0,1029,894,1040,914,1696,1696,1696,1696,1696,635,1696,1696,1696
"59","comuna","Corral",124,124,124,124,124,124,124,124,124,124,124,121,124,124,104,124,124,124,124,124,124,124,124,62,124,103,50,54,3,49,6,124,2,2,57,124,34,34,34,34,33,34,33,26,26,26,34,34,17,34,33,124,57,57,56,124,56,124,57,57,53,57,124,124,57,57,57,15,57,31,31,26,57,52,34,124,124,46,103,3,0,0,4,2,0,0,0,0,0,1,0,6,5,1,1,6,6,45,0,42,30,46,28,27,29,124,29,29,124,34,31,31,31,31,0,0,0,0,31,1,0,0,1,31,0,0,0,0,31,2,0,2,4,31,0,0,0,0,0,31,1,0,0,31,4,0,0,31,0,0,0,31,1,0,0,31,0,0,0,31,7,0,0,31,0,0,0,31,0,0,0,31,0,0,1,31,0,0,0,31,124,0,0,0,9,31,31,31,22,21,17,4,21,21,21,21,14,1,15,21,8,8,21,21,52,57,5,2,46,2,0,9,56,56,103,1,0,1,103,0,0,0,1,40,124,6,35,1,33,103,1,1,103,0,0,103,0,0,2,103,10,103,0,103,0,10,103,0,103,4,103,11,103,2,103,0,17,103,9,103,10,17,103,1,103,18,103,9,103,0,23,9,103,0,103,124,0,0,124,0,0,0,88,81,91,84,124,124,124,124,124,57,124,124,124
"60","comuna","Coyhaique",1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1146,1169,1169,973,1169,1169,1169,1169,1169,1169,1169,1169,712,1169,870,367,522,7,348,61,1169,20,19,574,1169,413,421,427,427,415,405,394,362,337,362,428,428,165,428,401,1169,574,574,547,1169,547,1169,574,574,536,574,1169,1169,574,574,574,189,574,151,151,423,574,528,428,1169,1169,296,870,30,16,1,6,3,1,4,2,1,0,0,1,55,30,23,23,53,53,273,3,275,188,296,173,173,177,1169,177,177,1169,428,395,395,395,395,25,0,2,27,395,90,0,3,93,395,7,0,2,9,395,38,0,6,44,395,4,0,0,4,55,395,2,0,0,395,17,0,0,395,1,0,0,395,6,0,2,395,3,0,0,395,17,0,1,395,3,0,1,395,0,0,0,395,2,0,0,395,3,0,0,395,1169,9,0,1,52,395,395,395,138,133,126,3,129,133,133,133,39,0,39,133,30,30,130,130,525,574,46,1,296,24,0,71,562,562,870,27,1,28,870,2,0,2,30,409,1169,137,310,38,270,870,10,9,870,6,6,870,4,4,48,870,43,870,9,870,17,69,870,0,870,20,870,45,870,27,870,6,97,870,79,870,121,159,870,8,870,262,870,38,870,0,282,38,870,0,870,1169,0,0,1169,0,0,0,770,679,775,691,1169,1169,1169,1169,1169,574,1169,1169,1169
"61","comuna","Cunco",84,84,84,84,84,84,84,84,84,84,84,84,84,84,73,84,84,84,84,84,84,84,84,41,84,65,35,30,0,35,2,84,1,1,32,84,20,20,20,20,20,20,20,14,14,14,20,20,4,20,19,84,32,32,31,84,31,84,32,32,29,32,84,84,32,32,32,4,32,11,11,21,32,32,20,84,84,33,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,33,30,33,25,25,25,84,25,25,84,20,17,17,17,17,2,0,0,2,17,5,0,0,5,17,0,0,0,0,17,0,0,0,0,17,0,0,0,0,6,17,4,0,0,17,1,0,0,17,0,0,0,17,0,0,0,17,1,0,0,17,0,0,0,17,0,0,0,17,0,0,0,17,0,0,0,17,0,0,0,17,84,2,0,0,6,17,17,17,12,12,0,10,10,12,12,12,2,7,9,12,0,0,12,12,29,32,3,3,33,1,0,7,33,33,65,3,0,3,65,0,0,0,3,29,84,0,29,0,25,65,0,0,65,0,0,65,0,0,3,65,10,65,0,65,2,12,65,0,65,1,65,10,65,0,65,1,12,65,10,65,8,16,65,0,65,9,65,0,65,0,9,0,65,0,65,84,0,0,84,0,0,0,50,50,50,50,84,84,84,84,84,32,84,84,84
"62","comuna","Curacautín",133,133,133,133,133,133,133,133,133,133,133,133,133,133,115,133,133,133,133,133,133,133,133,66,133,110,53,63,1,47,3,133,0,0,66,133,45,45,45,45,45,45,45,34,33,34,45,45,16,45,41,133,66,66,62,133,62,133,66,66,61,66,133,133,66,66,66,8,66,25,25,41,66,64,45,133,133,44,110,5,4,2,2,2,0,0,0,0,0,0,0,8,4,4,4,8,8,40,0,44,31,44,36,37,37,133,37,37,133,45,41,41,41,41,3,0,0,3,41,7,0,0,7,41,1,0,0,1,41,2,0,0,2,41,1,0,0,1,7,41,0,0,0,41,8,0,0,41,1,0,0,41,1,0,0,41,0,0,0,41,3,0,0,41,0,0,0,41,0,0,0,41,0,0,0,41,0,0,0,41,133,0,0,0,10,41,41,41,20,19,9,9,18,19,19,19,4,1,5,19,7,7,18,18,59,66,5,5,44,1,0,11,63,63,110,6,0,6,110,0,0,0,6,54,133,11,44,1,43,110,2,2,110,3,3,110,0,0,10,110,17,110,1,110,6,23,110,0,110,1,110,6,110,2,110,0,9,110,5,110,26,27,110,0,110,18,110,3,110,0,21,3,110,0,110,133,0,0,133,0,0,0,93,90,97,95,133,133,133,133,133,66,133,133,133
"63","comuna","Curaco de Vélez",116,116,116,116,116,116,116,116,116,116,116,114,116,116,106,116,116,116,116,116,116,116,116,53,116,99,54,45,0,54,1,116,0,0,46,116,28,28,28,28,28,28,27,24,23,24,28,28,5,28,25,116,46,46,43,116,43,116,46,46,46,46,116,116,46,46,46,1,46,6,6,40,46,46,28,116,116,53,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,52,44,53,31,31,31,116,31,31,116,28,28,28,28,28,1,0,0,1,28,1,0,0,1,28,0,0,0,0,28,1,0,0,1,28,0,0,0,0,0,28,0,0,0,28,3,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,7,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,116,0,0,0,8,28,28,28,18,18,11,7,18,18,18,18,1,0,1,18,3,3,18,18,46,46,0,0,53,1,0,1,47,47,99,1,0,1,99,0,0,0,1,43,116,1,41,0,41,99,0,0,99,0,0,99,0,0,1,99,6,99,2,99,5,13,99,0,99,3,99,16,99,0,99,0,19,99,6,99,1,7,99,0,99,18,99,1,99,0,19,1,99,0,99,116,0,0,116,0,0,0,80,75,80,75,116,116,116,116,116,46,116,116,116
"64","comuna","Curanilahue",357,357,357,357,357,357,357,357,357,357,357,349,357,357,296,357,357,357,357,357,357,357,357,207,357,283,150,139,1,144,16,357,8,8,154,357,121,122,122,122,122,121,116,108,107,108,122,122,60,122,120,357,154,154,152,357,152,357,154,154,145,154,357,357,154,154,154,43,154,60,60,94,154,140,122,357,357,129,283,11,5,6,4,1,0,0,0,0,0,0,0,18,11,7,7,18,18,122,0,117,77,129,78,78,78,357,78,78,357,122,116,116,116,116,7,0,0,7,116,44,0,1,45,116,0,0,0,0,116,7,0,0,7,116,3,0,0,3,40,116,0,0,0,116,21,0,0,116,1,0,0,116,0,0,0,116,0,0,0,116,19,0,0,116,0,0,0,116,0,0,0,116,0,0,0,116,0,0,0,116,357,0,0,0,27,116,116,116,31,29,28,0,28,29,29,29,4,0,4,29,8,8,28,27,144,154,7,0,129,5,0,12,150,149,283,2,0,2,283,0,0,0,2,117,357,11,109,2,106,283,0,0,283,0,0,283,0,0,2,283,19,283,5,283,11,35,283,1,283,2,283,15,283,9,283,4,31,283,25,283,41,56,283,0,283,68,283,11,283,0,75,11,283,0,283,357,0,0,357,0,0,0,229,200,230,205,357,357,357,357,357,154,357,357,357
"65","comuna","Curarrehue",42,42,42,42,42,42,42,42,42,42,42,40,42,42,33,42,42,42,42,42,42,42,42,22,42,32,15,17,1,15,0,42,0,0,17,42,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,42,17,17,17,42,17,42,17,17,15,17,42,42,17,17,17,0,17,8,8,9,17,17,5,42,42,15,32,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,15,11,15,10,10,10,42,10,10,42,5,5,5,5,5,0,0,0,0,5,1,0,0,1,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,42,0,0,0,0,5,5,5,11,10,1,7,8,10,10,10,2,1,3,10,1,1,9,9,14,17,4,0,15,1,0,5,16,16,32,0,0,0,32,0,0,0,0,14,42,0,14,0,14,32,1,1,32,0,0,32,0,0,1,32,0,32,0,32,0,0,32,0,32,0,32,12,32,0,32,0,12,32,3,32,1,3,32,0,32,6,32,2,32,0,7,2,32,0,32,42,0,0,42,0,0,0,27,26,27,26,42,42,42,42,42,17,42,42,42
"66","comuna","Curicó",815,815,815,815,815,815,815,815,815,815,815,807,815,815,703,815,815,815,815,815,815,815,814,359,815,688,321,371,3,317,18,815,6,5,388,815,296,297,297,297,287,281,244,246,245,246,297,297,117,297,282,815,388,388,373,815,373,815,388,388,349,388,815,815,388,388,388,158,388,162,162,226,388,373,297,815,815,300,688,37,28,18,13,2,2,1,0,2,0,0,0,64,30,32,32,62,62,268,2,287,178,300,211,215,215,815,215,215,815,297,262,262,262,262,9,0,1,10,262,53,0,0,53,262,6,0,0,6,262,20,0,1,21,262,19,0,0,19,58,262,3,0,0,262,81,0,0,262,0,0,0,262,4,0,0,262,0,0,0,262,67,0,0,262,2,0,0,262,0,0,0,262,3,0,0,262,1,0,0,262,815,3,0,0,112,262,262,262,85,82,54,28,82,82,82,82,22,3,25,82,22,22,82,80,344,388,33,2,300,35,1,71,397,395,688,24,0,24,688,0,0,0,24,278,815,62,238,24,211,688,37,37,688,16,15,688,2,2,68,688,86,688,6,688,28,116,688,0,688,4,688,32,688,35,688,3,74,688,26,688,50,73,688,2,688,127,688,28,688,0,145,28,688,0,688,815,0,0,815,0,0,0,582,535,584,541,815,815,815,815,815,388,815,815,815
"67","comuna","Dalcahue",95,95,95,95,95,95,95,95,95,95,95,93,95,95,85,95,95,95,95,95,95,95,95,55,95,74,31,43,0,31,4,95,3,3,47,95,24,24,24,24,24,24,23,23,23,23,24,24,12,24,23,95,47,47,46,95,46,95,47,47,44,47,95,95,47,47,47,5,47,14,14,33,47,43,24,95,95,27,74,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,26,0,27,25,27,19,19,19,95,19,19,95,24,21,21,21,21,0,0,0,0,21,1,0,0,1,21,0,0,0,0,21,3,0,0,3,21,0,0,0,0,1,21,0,0,0,21,1,0,0,21,0,0,0,21,0,0,0,21,0,0,0,21,0,0,0,21,0,0,0,21,0,0,0,21,0,0,0,21,0,0,0,21,95,0,0,0,1,21,21,21,23,23,17,6,23,23,23,23,4,0,4,23,3,3,23,23,44,47,3,0,27,2,0,5,48,48,74,0,0,0,74,0,0,0,0,29,95,0,29,0,29,74,0,0,74,0,0,74,0,0,0,74,0,74,0,74,1,1,74,0,74,3,74,12,74,0,74,0,15,74,14,74,0,14,74,1,74,15,74,0,74,0,15,0,74,0,74,95,0,0,95,0,0,0,63,61,65,63,95,95,95,95,95,47,95,95,95
"68","comuna","Diego de Almagro",134,134,134,134,134,134,134,134,134,134,134,133,134,134,115,134,134,134,134,134,134,134,134,86,134,101,51,53,0,48,4,134,3,3,57,134,44,45,45,45,44,44,45,39,37,39,45,45,19,45,43,134,57,57,55,134,55,134,57,57,53,57,134,134,57,57,57,20,57,17,17,40,57,55,45,134,134,44,101,8,6,10,6,0,0,0,1,2,0,0,0,21,12,4,4,16,16,40,1,44,28,44,32,32,32,134,32,32,134,45,42,42,42,42,6,0,0,6,42,6,0,0,6,42,0,0,0,0,42,3,0,0,3,42,6,3,0,9,4,42,1,0,0,42,9,0,0,42,0,0,0,42,0,0,0,42,3,0,0,42,3,0,0,42,0,0,0,42,0,0,0,42,2,0,0,42,0,0,0,42,134,0,0,0,13,42,42,42,12,11,11,0,11,11,11,11,2,0,2,11,7,7,11,11,53,57,5,0,44,6,0,11,60,60,101,1,0,1,101,1,0,1,2,46,134,10,37,1,36,101,1,1,101,0,0,101,1,1,4,101,8,101,0,101,4,12,101,0,101,1,101,3,101,11,101,5,19,101,7,101,21,24,101,0,101,27,101,4,101,0,30,4,101,0,101,134,0,0,134,0,0,0,86,81,87,82,134,134,134,134,134,57,134,134,134
"69","comuna","Doñihue",30,30,30,30,30,30,30,30,30,30,30,30,30,30,27,30,30,30,30,30,30,30,30,10,30,28,13,17,0,11,1,30,0,0,18,30,10,10,10,10,10,10,10,6,6,6,10,10,3,10,9,30,18,18,17,30,17,30,18,18,15,18,30,30,18,18,18,5,18,5,5,13,18,17,11,30,30,10,28,5,1,3,2,0,0,0,0,0,0,0,0,5,3,2,2,5,5,8,0,10,8,10,8,8,8,30,8,8,30,10,7,7,7,7,0,0,0,0,7,3,0,0,3,7,0,0,0,0,7,0,0,0,0,7,1,0,0,1,3,7,0,0,0,7,2,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7,1,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7,30,0,0,0,2,7,7,7,8,8,8,0,8,8,8,8,3,0,3,8,2,2,8,8,15,18,4,0,10,0,0,4,18,18,28,1,0,1,28,0,0,0,1,12,30,1,11,0,11,28,0,0,28,0,0,28,0,0,1,28,7,28,1,28,0,8,28,0,28,0,28,0,28,0,28,1,1,28,2,28,4,5,28,1,28,1,28,0,28,0,1,0,28,0,28,30,0,0,30,0,0,0,24,23,24,23,30,30,30,30,30,18,30,30,30
"70","comuna","El Bosque",557,557,557,557,557,557,557,557,557,557,557,552,557,557,485,557,557,557,557,557,557,557,557,351,557,431,216,227,1,204,9,557,5,5,234,557,172,171,172,172,168,156,147,146,144,146,179,179,46,179,170,557,234,234,225,557,225,557,234,234,216,234,557,557,234,234,234,37,234,53,53,181,234,227,179,557,557,197,431,12,5,11,13,2,0,0,0,0,0,0,0,32,10,22,22,31,31,175,2,192,157,197,139,143,144,557,144,144,557,179,164,164,164,164,6,0,1,7,164,20,0,0,20,164,2,0,1,3,164,4,0,1,5,164,4,0,2,6,19,164,0,0,0,164,24,0,2,164,0,0,0,164,1,0,0,164,0,0,0,164,20,0,2,164,1,0,0,164,0,0,0,164,0,0,0,164,0,0,0,164,557,1,0,0,36,164,164,164,54,51,40,10,50,51,51,51,7,1,8,51,11,11,51,51,215,234,12,3,197,13,2,30,234,234,431,2,0,2,431,0,0,0,2,151,557,26,131,4,125,431,2,2,431,0,0,431,1,1,5,431,31,431,4,431,12,47,431,1,431,6,431,22,431,7,431,0,36,431,22,431,9,31,431,3,431,87,431,5,431,0,89,5,431,0,431,557,0,0,557,0,0,0,329,297,334,308,557,557,557,557,557,234,557,557,557
"71","comuna","El Monte",266,266,266,266,266,266,266,266,266,266,266,262,266,266,230,266,266,266,266,266,266,266,266,169,266,200,101,102,1,98,7,266,1,1,109,266,81,81,81,81,81,77,72,55,55,55,83,83,29,83,79,266,109,109,105,266,105,266,109,109,97,109,266,266,109,109,109,31,109,29,29,80,109,105,83,266,266,91,200,8,5,4,3,4,0,0,0,0,0,0,1,18,11,6,6,17,17,85,0,87,72,91,55,57,57,266,57,57,266,83,74,72,72,74,3,0,0,3,74,10,0,0,10,74,0,0,0,0,74,3,0,2,5,74,8,0,0,8,12,74,0,0,0,74,20,0,0,74,0,0,0,74,0,0,0,74,0,0,0,74,12,0,0,74,2,0,0,74,0,0,0,74,1,0,0,74,0,0,0,74,266,0,0,0,27,74,74,74,25,22,13,9,22,22,22,22,5,1,6,22,8,8,22,21,96,109,6,0,91,5,0,11,106,105,200,2,0,2,200,1,1,2,4,82,266,15,72,5,67,200,4,3,200,0,0,200,0,0,6,200,13,200,1,200,6,20,200,0,200,8,200,11,200,10,200,4,31,200,17,200,13,27,200,1,200,51,200,7,200,0,55,7,200,0,200,266,0,0,266,0,0,0,165,148,165,150,266,266,266,266,266,109,266,266,266
"72","comuna","El Quisco",31,31,31,31,31,31,31,31,31,31,31,31,31,31,27,31,31,31,31,31,31,31,31,21,31,25,10,15,1,10,1,31,1,1,15,31,8,8,8,8,8,8,7,5,3,5,8,8,3,8,8,31,15,15,15,31,15,31,15,15,15,15,31,31,15,15,15,7,15,7,7,8,15,15,8,31,31,10,25,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,10,0,10,8,10,7,7,7,31,7,7,31,8,8,8,8,8,0,0,0,0,8,0,0,0,0,8,0,0,0,0,8,0,0,0,0,8,3,0,0,3,3,8,0,0,0,8,2,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,1,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,31,0,0,0,2,8,8,8,6,6,6,0,6,6,6,6,4,0,4,6,1,1,6,6,14,15,4,0,10,0,0,4,14,14,25,2,0,2,25,0,0,0,2,10,31,4,6,0,6,25,4,4,25,0,0,25,1,1,6,25,5,25,1,25,0,6,25,0,25,0,25,2,25,1,25,0,3,25,4,25,7,11,25,0,25,6,25,0,25,0,6,0,25,0,25,31,0,0,31,0,0,0,23,21,23,22,31,31,31,31,31,15,31,31,31
