"","geography_level","geography_name","geography_id","sex","year","weighted_mean","weighted_median","ci_weighted_mean","ci_weighted_median"
"240","provincia","San Antonio","p56","Hombre",2010,278754.208364793,210000,"[235799, 326179]","[199988, 247771]"
"241","provincia","San Antonio","p56","Hombre",2011,501783.98570291,250000,"[348859, 807621]","[220864, 299041]"
"242","provincia","San Antonio","p56","Hombre",2012,436755.316083388,271217.783505155,"[352504, 571740]","[240404, 301353]"
"243","provincia","San Antonio","p56","Hombre",2013,361012.353857227,298867.110231973,"[313045, 411312]","[259930, 320228]"
"244","provincia","San Antonio","p56","Hombre",2014,355607.762051571,300000,"[305117, 419720]","[272375, 311169]"
"245","provincia","San Antonio","p56","Hombre",2015,462873.188290155,353569.790084188,"[391603, 547688]","[319192, 400019]"
"246","provincia","San Felipe","p57","Hombre",2010,294565.265235452,204114.603888717,"[263748, 332160]","[200000, 217307]"
"247","provincia","San Felipe","p57","Hombre",2011,305143.046584796,249200.902510106,"[279202, 329656]","[237952, 262593]"
"248","provincia","San Felipe","p57","Hombre",2012,391394.617763184,280192.1654458,"[350550, 426498]","[257218, 304728]"
"249","provincia","San Felipe","p57","Hombre",2013,433980.818329171,312397.867918003,"[383204, 478852]","[299180, 350249]"
"250","provincia","San Felipe","p57","Hombre",2014,422207.467826042,349934.370898181,"[384185, 456949]","[304638, 378010]"
"251","provincia","San Felipe","p57","Hombre",2015,438731.452591691,340486.296367127,"[389808, 510420]","[300839, 360470]"
"252","provincia","Santiago","p131","Hombre",2010,547820.013817632,300000,"[511319, 584247]","[299795, 300294]"
"253","provincia","Santiago","p131","Hombre",2011,592781.73514648,323900.552811905,"[560326, 628663]","[301450, 343406]"
"254","provincia","Santiago","p131","Hombre",2012,647789.335940473,380000,"[609717, 685859]","[351967, 400000]"
"255","provincia","Santiago","p131","Hombre",2013,699567.963423423,407095.161383481,"[650134, 744918]","[400000, 439521]"
"256","provincia","Santiago","p131","Hombre",2014,680176.292988879,400000,"[647201, 712766]","[399925, 404169]"
"257","provincia","Santiago","p131","Hombre",2015,725609.227556394,417986.143782841,"[681899, 766910]","[401630, 440540]"
"258","provincia","Talagante","p136","Hombre",2010,308569.656126298,202880.908203591,"[271439, 347865]","[200000, 235974]"
"259","provincia","Talagante","p136","Hombre",2011,368694.177733832,249200.902510106,"[334470, 415057]","[233121, 270000]"
"260","provincia","Talagante","p136","Hombre",2012,418319.241849686,281573.903427939,"[369854, 484216]","[267712, 301353]"
"261","provincia","Talagante","p136","Hombre",2013,467317.972804674,305535.400921831,"[413088, 526994]","[289578, 342095]"
"262","provincia","Talagante","p136","Hombre",2014,505868.53791192,350000,"[446294, 562695]","[321553, 371237]"
"263","provincia","Talagante","p136","Hombre",2015,626532.997608712,358387.182174708,"[508732, 737196]","[349871, 387017]"
"264","provincia","Talca","p71","Hombre",2010,288544.622496986,200195.73302016,"[261341, 318767]","[199863, 219951]"
"265","provincia","Talca","p71","Hombre",2011,351378.431355321,215142.41890327,"[302601, 420362]","[199453, 239870]"
"266","provincia","Talca","p71","Hombre",2012,349483.420593192,251127.577319588,"[320666, 385001]","[232594, 286231]"
"267","provincia","Talca","p71","Hombre",2013,412198.294341828,299986.015921011,"[366525, 470773]","[258255, 328754]"
"268","provincia","Talca","p71","Hombre",2014,430238.440230395,300000,"[382769, 468442]","[281345, 330920]"
"269","provincia","Talca","p71","Hombre",2015,490568.399465902,300081.183474654,"[444486, 547857]","[291589, 326458]"
"270","provincia","Tamarugal","p12","Hombre",2010,250658.566470967,157133.749055426,"[211391, 295764]","[130000, 194261]"
"271","provincia","Tamarugal","p12","Hombre",2011,266723.398005158,188655.541703606,"[227470, 313024]","[150725, 221063]"
"272","provincia","Tamarugal","p12","Hombre",2012,387903.072946874,301529.974993467,"[332685, 450905]","[240988, 353040]"
"273","provincia","Tamarugal","p12","Hombre",2013,464809.326173756,300406.687754181,"[384177, 552079]","[268690, 350396]"
"274","provincia","Tamarugal","p12","Hombre",2014,438573.827022855,349958.116881172,"[370032, 509249]","[280401, 407679]"
"275","provincia","Tamarugal","p12","Hombre",2015,497420.856945243,390454.138695703,"[430271, 609226]","[312260, 449833]"
"276","provincia","Tierra del Fuego","p123","Hombre",2010,449579.791020783,396554.371002132,"[350788, 563500]","[300000, 500000]"
"277","provincia","Tierra del Fuego","p123","Hombre",2011,480213.821235753,300000,"[279515, 733734]","[223200, 370000]"
"278","provincia","Tierra del Fuego","p123","Hombre",2012,603250,400000,"[341854, 1048912]","[290000, 540000]"
"279","provincia","Tierra del Fuego","p123","Hombre",2013,785555.555555556,800000,"[601139, 1016944]","[533250, 1100000]"
"280","provincia","Tierra del Fuego","p123","Hombre",2014,784601.94156386,600000,"[548061, 1009899]","[399153, 800000]"
"281","provincia","Tierra del Fuego","p123","Hombre",2015,640169.016093248,369939.442722792,"[439189, 940950]","[350000, 650477]"
"282","provincia","Tocopilla","p23","Hombre",2010,465431.838997234,400000,"[374889, 587862]","[353285, 496159]"
"283","provincia","Tocopilla","p23","Hombre",2011,422410.109880046,382603.174603174,"[335706, 523393]","[267106, 566177]"
"284","provincia","Tocopilla","p23","Hombre",2012,622792.836039128,481898.245614035,"[421526, 911720]","[360699, 596435]"
"285","provincia","Tocopilla","p23","Hombre",2013,555225.879951726,428352.341372136,"[438065, 698592]","[343468, 663243]"
"286","provincia","Tocopilla","p23","Hombre",2014,666503.517807834,526580.039949477,"[509149, 840629]","[354632, 660013]"
"287","provincia","Tocopilla","p23","Hombre",2015,419209.482103403,383236.088621215,"[347865, 498164]","[300623, 499861]"
"288","provincia","Última Esperanza","p124","Hombre",2010,428054.522574747,300351.383891317,"[327829, 574118]","[220215, 484281]"
"289","provincia","Última Esperanza","p124","Hombre",2011,360535.907552144,239308.851260168,"[267176, 476080]","[200456, 349381]"
"290","provincia","Última Esperanza","p124","Hombre",2012,439300.742533251,325096.176944497,"[354777, 507206]","[300000, 397678]"
"291","provincia","Última Esperanza","p124","Hombre",2013,581207.790611714,331409.299580403,"[353581, 919653]","[298600, 406065]"
"292","provincia","Última Esperanza","p124","Hombre",2014,567070.375153818,425923.394218143,"[423482, 801379]","[313503, 509567]"
"293","provincia","Última Esperanza","p124","Hombre",2015,831059.308394003,500574.222953043,"[503843, 1279493]","[386332, 587384]"
"294","provincia","Valdivia","p141","Hombre",2010,325583.140606876,199973.530430307,"[278318, 364770]","[184597, 209632]"
"295","provincia","Valdivia","p141","Hombre",2011,345415.325384308,232536.18652036,"[314502, 386839]","[210856, 250000]"
"296","provincia","Valdivia","p141","Hombre",2012,407608.540276776,251405.270917803,"[357973, 466883]","[239785, 289883]"
"297","provincia","Valdivia","p141","Hombre",2013,403294.78259847,280000,"[363190, 439790]","[250355, 300394]"
"298","provincia","Valdivia","p141","Hombre",2014,422522.606128327,304893.519514329,"[384590, 456539]","[297008, 344919]"
"299","provincia","Valdivia","p141","Hombre",2015,466502.442023667,349076.231082261,"[420985, 511460]","[301222, 365157]"
"300","provincia","Valparaíso","p51","Hombre",2010,396750.639574159,240234.879624192,"[347690, 445761]","[219850, 254747]"
"301","provincia","Valparaíso","p51","Hombre",2011,476657.067562696,299041.083012127,"[428289, 523032]","[279105, 317165]"
"302","provincia","Valparaíso","p51","Hombre",2012,545576.406884407,300000,"[488525, 599921]","[280600, 316130]"
"303","provincia","Valparaíso","p51","Hombre",2013,633929.280948353,396663.274820168,"[565834, 714338]","[350000, 400561]"
"304","provincia","Valparaíso","p51","Hombre",2014,708420.150659272,411363.571757984,"[650231, 779657]","[399944, 499906]"
"305","provincia","Valparaíso","p51","Hombre",2015,675030.565128367,400108.244632872,"[612450, 741626]","[393752, 419210]"
"306","provincia",NA,NA,"Hombre",2010,207989.976678026,153061.54939356,"[160898, 266246]","[100098, 194890]"
"307","provincia",NA,NA,"Hombre",2011,279946.021530606,222033.423070089,"[219504, 345362]","[180642, 296954]"
"308","provincia",NA,NA,"Hombre",2012,302265.939766311,200239.891183642,"[224758, 406000]","[150829, 251128]"
"309","provincia","Antofagasta","p21","Mujer",2010,331933.356614527,240843.183534846,"[295669, 377648]","[221146, 261021]"
"310","provincia","Antofagasta","p21","Mujer",2011,354521.290321195,250000,"[304467, 407267]","[229899, 283612]"
"311","provincia","Antofagasta","p21","Mujer",2012,409345.865341525,280039.148106829,"[354774, 462089]","[250532, 301353]"
"312","provincia","Antofagasta","p21","Mujer",2013,397442.916975237,300406.687754181,"[360762, 443175]","[280000, 350249]"
"313","provincia","Antofagasta","p21","Mujer",2014,420551.072163794,344538.9820604,"[385611, 462061]","[300000, 355278]"
"314","provincia","Antofagasta","p21","Mujer",2015,477298.686877976,381548.352046362,"[433580, 522981]","[347375, 401630]"
"315","provincia","Arauco","p82","Mujer",2010,187299.050707245,139000,"[160059, 225963]","[132375, 149594]"
"316","provincia","Arauco","p82","Mujer",2011,181570.51701917,140819.170865997,"[156978, 205792]","[120202, 144320]"
"317","provincia","Arauco","p82","Mujer",2012,197394.950099925,158024.637510768,"[168622, 222399]","[150759, 169364]"
"318","provincia","Arauco","p82","Mujer",2013,226128.987070706,179357.124876696,"[191047, 264632]","[170020, 197252]"
"319","provincia","Arauco","p82","Mujer",2014,271050.093280614,204872.295038172,"[231895, 319427]","[191441, 224475]"
"320","provincia","Arauco","p82","Mujer",2015,247696.607957557,200000,"[217172, 284395]","[190395, 213436]"
"321","provincia","Arica","p151","Mujer",2010,249458.07563731,165444.961903473,"[232730, 281717]","[156435, 187833]"
"322","provincia","Arica","p151","Mujer",2011,235016.540298656,168880.472957944,"[214972, 254684]","[150725, 180630]"
"323","provincia","Arica","p151","Mujer",2012,276496.115281547,190000,"[253338, 307439]","[176665, 199112]"
"324","provincia","Arica","p151","Mujer",2013,333264.68755181,200271.125169454,"[282030, 411301]","[199245, 228704]"
"325","provincia","Arica","p151","Mujer",2014,329668.907278811,230138.020583902,"[305727, 362952]","[212189, 254782]"
"326","provincia","Arica","p151","Mujer",2015,365030.664908196,241065.217391305,"[323259, 414867]","[222406, 256580]"
"327","provincia","Aysén","p112","Mujer",2010,318353.760524006,219849.535906204,"[268368, 373634]","[201435, 249516]"
"328","provincia","Aysén","p112","Mujer",2011,334255.472359172,248270.872202866,"[294161, 411326]","[228766, 287984]"
"329","provincia","Aysén","p112","Mujer",2012,381557.666918199,249336.757243083,"[311949, 439026]","[203488, 285139]"
"330","provincia","Aysén","p112","Mujer",2013,394313.662685924,280082.021022705,"[337890, 452788]","[254221, 322946]"
"331","provincia","Aysén","p112","Mujer",2014,361953.212834815,281307.002992954,"[313564, 409912]","[229642, 302987]"
"332","provincia","Aysén","p112","Mujer",2015,462497.795540369,301222.383194496,"[368929, 582195]","[280000, 352552]"
"333","provincia","Bíobío","p83","Mujer",2010,226501.161289369,172168.330397338,"[200099, 251735]","[149946, 199935]"
"334","provincia","Bíobío","p83","Mujer",2011,227432.454114713,182261.270033961,"[202005, 253089]","[166524, 199361]"
"335","provincia","Bíobío","p83","Mujer",2012,242418.096184389,193945.299219802,"[218231, 285530]","[178816, 205132]"
"336","provincia","Bíobío","p83","Mujer",2013,283506.276598525,216681.259074788,"[253180, 318560]","[209207, 246207]"
"337","provincia","Bíobío","p83","Mujer",2014,304378.021406968,225000,"[276584, 331209]","[207868, 250299]"
"338","provincia","Bíobío","p83","Mujer",2015,361536.202034902,250065.809812022,"[303068, 423798]","[230457, 272298]"
"339","provincia","Cachapoal","p61","Mujer",2010,251351.193783044,197284.622265194,"[226641, 275235]","[179877, 209613]"
"340","provincia","Cachapoal","p61","Mujer",2011,282901.759780394,218586.366399776,"[253762, 309201]","[190844, 247024]"
"341","provincia","Cachapoal","p61","Mujer",2012,309928.636536981,210414.683353083,"[268986, 345855]","[200428, 236021]"
"342","provincia","Cachapoal","p61","Mujer",2013,297902.764389675,210284.681427927,"[267426, 352933]","[209207, 220130]"
"343","provincia","Cachapoal","p61","Mujer",2014,324967.783544606,250000,"[292989, 352397]","[243605, 277866]"
"344","provincia","Cachapoal","p61","Mujer",2015,344493.626865906,255133.467415053,"[318078, 383392]","[241065, 290536]"
"345","provincia","Capitán Prat","p113","Mujer",2010,461386.134914475,385138.590312769,"[346252, 605688]","[179877, 656484]"
"346","provincia","Capitán Prat","p113","Mujer",2011,349621.082252838,255064.895496821,"[242795, 466035]","[149662, 449558]"
"347","provincia","Capitán Prat","p113","Mujer",2012,370225.11748406,281233.104177684,"[235413, 573822]","[193000, 499034]"
"348","provincia","Capitán Prat","p113","Mujer",2013,358833.333333333,300000,"[236283, 532700]","[143438, 639000]"
"349","provincia","Capitán Prat","p113","Mujer",2014,351500,289500,"[185358, 580021]","[150000, 650000]"
"350","provincia","Cardenal Caro","p62","Mujer",2010,176818.510679202,149968.500843257,"[144973, 202483]","[119980, 166884]"
"351","provincia","Cardenal Caro","p62","Mujer",2011,205167.945064215,159488.577606468,"[170710, 241597]","[130628, 182036]"
"352","provincia","Cardenal Caro","p62","Mujer",2012,255983.607253105,193467.409139186,"[229401, 299289]","[170767, 200945]"
"353","provincia","Cardenal Caro","p62","Mujer",2013,272797.909803286,205000,"[232513, 313984]","[180218, 224778]"
"354","provincia","Cardenal Caro","p62","Mujer",2014,264937.557324757,209532.084569072,"[229486, 304696]","[175083, 227345]"
"355","provincia","Cardenal Caro","p62","Mujer",2015,291859.020609279,240977.906555597,"[251227, 384180]","[200054, 258072]"
"356","provincia","Cauquenes","p72","Mujer",2010,142607.242666495,88748.9693339294,"[117187, 163443]","[70069, 108950]"
"357","provincia","Cauquenes","p72","Mujer",2011,177768.145987413,140000,"[155318, 197353]","[119616, 150000]"
"358","provincia","Cauquenes","p72","Mujer",2012,214431.349415558,156371.434341456,"[164204, 275958]","[117031, 193165]"
"359","provincia","Cauquenes","p72","Mujer",2013,216101.131949252,159223.295682859,"[178571, 246599]","[120000, 179320]"
"360","provincia","Cauquenes","p72","Mujer",2014,214694.057908302,150609.395760362,"[169199, 257193]","[106393, 181885]"
"361","provincia","Cauquenes","p72","Mujer",2015,249117.188857009,190003.597397602,"[195695, 300791]","[145519, 225194]"
"362","provincia","Cautín","p91","Mujer",2010,222253.172697487,140137.013114112,"[198368, 255892]","[118701, 162317]"
"363","provincia","Cautín","p91","Mujer",2011,224993.746134087,173637.316158355,"[199939, 260274]","[149521, 199361]"
"364","provincia","Cautín","p91","Mujer",2012,261593.670788855,169026.476762683,"[227140, 296713]","[150431, 200000]"
"365","provincia","Cautín","p91","Mujer",2013,280561.217430252,209206.977162381,"[256779, 320907]","[183339, 245383]"
"366","provincia","Cautín","p91","Mujer",2014,335864.388060956,247553.53420504,"[298647, 370736]","[226250, 260000]"
"367","provincia","Cautín","p91","Mujer",2015,349572.458163573,240977.906555597,"[301162, 392886]","[200815, 251100]"
"368","provincia","Chacabuco","p133","Mujer",2010,241286.798475304,188521.593014399,"[212576, 273694]","[170889, 200000]"
"369","provincia","Chacabuco","p133","Mujer",2011,381116.522437769,200915.7885625,"[295128, 503506]","[190918, 236136]"
"370","provincia","Chacabuco","p133","Mujer",2012,488307.653522431,244400.046684223,"[354906, 652344]","[213534, 271518]"
"371","provincia","Chacabuco","p133","Mujer",2013,314804.496614607,222259.392628462,"[275074, 360723]","[209207, 278622]"
"372","provincia","Chacabuco","p133","Mujer",2014,327702.329926272,264420.147808788,"[290153, 371533]","[227375, 281967]"
"373","provincia","Chacabuco","p133","Mujer",2015,326474.639479045,283970.995896164,"[296379, 366981]","[265775, 301540]"
"374","provincia","Chañaral","p32","Mujer",2010,247830.119146189,169283.330508676,"[146666, 379914]","[100049, 205234]"
"375","provincia","Chañaral","p32","Mujer",2011,285760.420279103,198616.777902246,"[170897, 436914]","[128897, 250845]"
"376","provincia","Chañaral","p32","Mujer",2012,288925.313145416,232366.085637172,"[207019, 444381]","[126814, 319795]"
"377","provincia","Chañaral","p32","Mujer",2013,378326.186543722,259081.991092664,"[246463, 624076]","[200857, 300029]"
"378","provincia","Chañaral","p32","Mujer",2014,312119.997199025,233884.022827481,"[233473, 419552]","[217439, 298727]"
"379","provincia","Chañaral","p32","Mujer",2015,490002.506677266,350303.880887057,"[345138, 650853]","[224536, 432504]"
"380","provincia","Chiloé","p102","Mujer",2010,235358.938941848,140660.432798032,"[203619, 281193]","[132955, 150061]"
"381","provincia","Chiloé","p102","Mujer",2011,235929.095065042,184890.769228255,"[208790, 276537]","[179466, 200000]"
"382","provincia","Chiloé","p102","Mujer",2012,292193.762713059,211084.379764705,"[248702, 345689]","[192850, 269348]"
"383","provincia","Chiloé","p102","Mujer",2013,323992.950470917,249042.120127227,"[286104, 386387]","[209011, 259173]"
"384","provincia","Chiloé","p102","Mujer",2014,328163.085706671,233109.449918967,"[279214, 376873]","[200970, 277866]"
"385","provincia","Chiloé","p102","Mujer",2015,325019.731776025,245732.676291337,"[284957, 383034]","[240065, 270612]"
"386","provincia","Choapa","p42","Mujer",2010,248221.223016665,169883.732291158,"[208983, 293898]","[150090, 184258]"
"387","provincia","Choapa","p42","Mujer",2011,278696.087890213,199683.459821746,"[232932, 333068]","[167460, 238288]"
"388","provincia","Choapa","p42","Mujer",2012,337796.295120233,210256.601277793,"[251725, 449439]","[180003, 251355]"
"389","provincia","Choapa","p42","Mujer",2013,285719.472898254,196561.368250496,"[226311, 331994]","[150000, 210000]"
"390","provincia","Choapa","p42","Mujer",2014,297732.988527778,219958.747421714,"[250354, 356294]","[173894, 247540]"
"391","provincia","Choapa","p42","Mujer",2015,314425.147279786,253935.741136167,"[270904, 354491]","[233133, 281114]"
"392","provincia","Colchagua","p63","Mujer",2010,236465.327654179,172000,"[213629, 262460]","[165057, 180176]"
"393","provincia","Colchagua","p63","Mujer",2011,250525.990892678,190354.945959917,"[216839, 284210]","[181476, 210000]"
"394","provincia","Colchagua","p63","Mujer",2012,256081.144334139,193870.489690722,"[224709, 306477]","[160000, 211180]"
"395","provincia","Colchagua","p63","Mujer",2013,280891.844759444,214098.159353242,"[237937, 329938]","[202015, 240325]"
"396","provincia","Colchagua","p63","Mujer",2014,280209.043507854,239900.741048418,"[246602, 311357]","[215091, 252357]"
"397","provincia","Colchagua","p63","Mujer",2015,307705.672774836,255000,"[284625, 337933]","[241000, 279776]"
"398","provincia","Concepción","p81","Mujer",2010,278739.161603173,178196.81403377,"[250238, 317275]","[169044, 190000]"
"399","provincia","Concepción","p81","Mujer",2011,268621.288596811,184408.667857479,"[248465, 288588]","[176677, 199447]"
"400","provincia","Concepción","p81","Mujer",2012,294895.306578668,201124.216734242,"[267343, 318620]","[195414, 217261]"
"401","provincia","Concepción","p81","Mujer",2013,291200.694987928,220000,"[275552, 311236]","[210285, 242139]"
"402","provincia","Concepción","p81","Mujer",2014,313539.462829697,239954.997187324,"[289980, 336301]","[224958, 252606]"
"403","provincia","Concepción","p81","Mujer",2015,334692.030469241,250067.652895545,"[307703, 352867]","[240469, 262064]"
"404","provincia","Copiapó","p31","Mujer",2010,303702.866549112,204148.423775622,"[261779, 364398]","[183417, 239996]"
"405","provincia","Copiapó","p31","Mujer",2011,372313.528976805,229930.737954702,"[278318, 616865]","[200246, 256745]"
"406","provincia","Copiapó","p31","Mujer",2012,317067.138368287,251405.270917803,"[285491, 366428]","[241268, 280985]"
"407","provincia","Copiapó","p31","Mujer",2013,429068.137446444,300940.65067533,"[376358, 491462]","[261271, 350249]"
"408","provincia","Copiapó","p31","Mujer",2014,437484.220314355,300000,"[382240, 510107]","[264003, 323920]"
"409","provincia","Copiapó","p31","Mujer",2015,417111.641631206,341011.381628761,"[373707, 458360]","[306399, 371245]"
"410","provincia","Cordillera","p152","Mujer",2010,284707.241744288,207502.304622575,"[258294, 330811]","[199695, 250245]"
"411","provincia","Cordillera","p152","Mujer",2011,300114.435308378,228421.928884267,"[273881, 333006]","[200967, 260970]"
"412","provincia","Cordillera","p152","Mujer",2012,370042.286886097,292432.61646658,"[323865, 430702]","[262343, 320628]"
"413","provincia","Cordillera","p152","Mujer",2013,335792.836612291,250000,"[287939, 382038]","[226644, 278873]"
"414","provincia","Cordillera","p152","Mujer",2014,393437.667118912,299943.746484155,"[349504, 476216]","[251598, 313849]"
"415","provincia","Cordillera","p152","Mujer",2015,435015.733741681,348470.991874174,"[390015, 483317]","[300766, 400079]"
"416","provincia","Coyhaique","p111","Mujer",2010,323477.67826118,199863.214460186,"[285884, 362229]","[175171, 248620]"
"417","provincia","Coyhaique","p111","Mujer",2011,376933.813543105,223480.52391987,"[324328, 437929]","[201436, 270151]"
"418","provincia","Coyhaique","p111","Mujer",2012,325456.06471084,210101.169371413,"[274111, 357743]","[196493, 234527]"
"419","provincia","Coyhaique","p111","Mujer",2013,354172.488146974,245164.73504554,"[320174, 391480]","[209584, 285032]"
"420","provincia","Coyhaique","p111","Mujer",2014,419068.498909939,272460.743215948,"[364436, 488477]","[250000, 303230]"
"421","provincia","Coyhaique","p111","Mujer",2015,522021.930189104,359943.347628868,"[451101, 586954]","[320005, 401630]"
"422","provincia","Curicó","p73","Mujer",2010,238319.602650911,170166.373067136,"[212160, 270704]","[162417, 180410]"
"423","provincia","Curicó","p73","Mujer",2011,233968.289650178,182000,"[205426, 269826]","[180000, 193067]"
"424","provincia","Curicó","p73","Mujer",2012,236410.502275175,195451.478409381,"[212512, 269456]","[189519, 208613]"
"425","provincia","Curicó","p73","Mujer",2013,270411.573220769,210284.681427927,"[235450, 306228]","[209207, 246219]"
"426","provincia","Curicó","p73","Mujer",2014,294185.463064681,229985.182436485,"[264916, 332620]","[224958, 250000]"
"427","provincia","Curicó","p73","Mujer",2015,350900.027622114,263636.112497357,"[305496, 389789]","[245868, 300081]"
"428","provincia","El Loa","p22","Mujer",2010,304276.340851742,250000,"[258590, 349038]","[183365, 266565]"
"429","provincia","El Loa","p22","Mujer",2011,417878.40889107,259196.452813496,"[361101, 498576]","[220000, 300779]"
"430","provincia","El Loa","p22","Mujer",2012,469497.165032227,351805.6335569,"[417615, 538346]","[301516, 401158]"
"431","provincia","El Loa","p22","Mujer",2013,444550.339575574,358640.532278367,"[395705, 501786]","[321330, 428780]"
"432","provincia","El Loa","p22","Mujer",2014,495626.430396619,349934.370898181,"[418776, 581798]","[300984, 450000]"
"433","provincia","El Loa","p22","Mujer",2015,511257.560177333,331344.621513946,"[443112, 574490]","[284006, 400533]"
"434","provincia","Elqui","p41","Mujer",2010,312471.470229457,190971.864465724,"[269398, 383030]","[177481, 200196]"
"435","provincia","Elqui","p41","Mujer",2011,273236.366701106,199360.722008085,"[249221, 303963]","[186191, 201354]"
"436","provincia","Elqui","p41","Mujer",2012,327279.417181127,220000,"[284683, 390166]","[204344, 245891]"
"437","provincia","Elqui","p41","Mujer",2013,332410.02653668,230311.793944872,"[290622, 364304]","[212187, 249552]"
"438","provincia","Elqui","p41","Mujer",2014,358784.965721313,272845.30559925,"[316517, 397321]","[247658, 299944]"
"439","provincia","Elqui","p41","Mujer",2015,371205.682147374,280535.988210589,"[338266, 409145]","[251019, 300218]"
"440","provincia","General Carrera","p114","Mujer",2010,218466.370536057,119852.772551304,"[107548, 325593]","[31056, 278978]"
"441","provincia","General Carrera","p114","Mujer",2011,427498.719949213,146405.146264198,"[176355, 666556]","[79731, 928771]"
"442","provincia","General Carrera","p114","Mujer",2012,434741.591176275,200502.33786711,"[213558, 652963]","[43371, 818191]"
"443","provincia","General Carrera","p114","Mujer",2013,483107.826274082,230311.793944872,"[297651, 721543]","[149129, 763772]"
"444","provincia","General Carrera","p114","Mujer",2014,313528.387066067,225194.537649549,"[194373, 449597]","[101042, 408300]"
"445","provincia","General Carrera","p114","Mujer",2015,324057.091662137,262615.556056941,"[229082, 442897]","[163794, 412263]"
"446","provincia","Huasco","p33","Mujer",2010,207934.26418482,163019.450405985,"[171534, 242593]","[134908, 189766]"
"447","provincia","Huasco","p33","Mujer",2011,236361.619380753,180000,"[192669, 296736]","[146197, 199463]"
"448","provincia","Huasco","p33","Mujer",2012,275068.900172978,200489.030491923,"[225120, 339822]","[193000, 239050]"
"449","provincia","Huasco","p33","Mujer",2013,235024.886278201,200000,"[205031, 265804]","[179654, 210000]"
"450","provincia","Huasco","p33","Mujer",2014,284084.513434683,227345.0824332,"[241520, 315940]","[210429, 251346]"
"451","provincia","Huasco","p33","Mujer",2015,333735.613974891,250006.187375078,"[288740, 423102]","[240008, 285939]"
"452","provincia","Iquique","p11","Mujer",2010,299056.958687958,199863.214460186,"[260504, 331691]","[178253, 225344]"
"453","provincia","Iquique","p11","Mujer",2011,374996.303347356,248440.888841244,"[323916, 427735]","[214533, 271948]"
"454","provincia","Iquique","p11","Mujer",2012,381228.824634561,269395.782131382,"[344445, 427478]","[247053, 296024]"
"455","provincia","Iquique","p11","Mujer",2013,425813.815988299,298867.110231973,"[385104, 465121]","[269190, 327482]"
"456","provincia","Iquique","p11","Mujer",2014,434229.380568273,330000,"[393797, 481690]","[300000, 350000]"
"457","provincia","Iquique","p11","Mujer",2015,465048.262675007,301222.383194496,"[395175, 532681]","[298730, 330000]"
"458","provincia","Limarí","p43","Mujer",2010,211778.008791669,173046.120320815,"[193302, 234419]","[163928, 182178]"
"459","provincia","Limarí","p43","Mujer",2011,225824.400290646,179424.649807276,"[198135, 256744]","[160000, 181724]"
"460","provincia","Limarí","p43","Mujer",2012,212666.166990014,180002.587999651,"[187899, 237777]","[151843, 192377]"
"461","provincia","Limarí","p43","Mujer",2013,244297.277692025,210000,"[218368, 278632]","[199399, 214411]"
"462","provincia","Limarí","p43","Mujer",2014,295941.023369947,225000,"[260452, 339706]","[210541, 249953]"
"463","provincia","Limarí","p43","Mujer",2015,282131.536948176,245066.299837634,"[257287, 308241]","[243940, 250765]"
"464","provincia","Linares","p74","Mujer",2010,194784.699091188,150146.79976512,"[169994, 226379]","[120117, 170063]"
"465","provincia","Linares","p74","Mujer",2011,225342.725399687,177228.122645611,"[198067, 255077]","[156807, 181329]"
"466","provincia","Linares","p74","Mujer",2012,260851.390340409,193000,"[223904, 306130]","[159608, 215154]"
"467","provincia","Linares","p74","Mujer",2013,248745.792930325,194837.469219811,"[211443, 288268]","[170000, 209207]"
"468","provincia","Linares","p74","Mujer",2014,275180.561330027,209969.267710386,"[230664, 332166]","[183122, 224958]"
"469","provincia","Linares","p74","Mujer",2015,274647.58717795,240334.492911171,"[234582, 309314]","[200724, 250036]"
"470","provincia","Llanquihue","p101","Mujer",2010,247417.944691167,199692.055674428,"[221416, 278436]","[177990, 202644]"
"471","provincia","Llanquihue","p101","Mujer",2011,328700.406301551,250554.141359806,"[292329, 376060]","[216242, 293092]"
"472","provincia","Llanquihue","p101","Mujer",2012,340076.256532156,241326.679185857,"[307762, 392637]","[212000, 267345]"
"473","provincia","Llanquihue","p101","Mujer",2013,316237.044652747,250000,"[279074, 351751]","[219169, 275026]"
"474","provincia","Llanquihue","p101","Mujer",2014,375364.474823102,262709.87303392,"[333526, 424764]","[248284, 299944]"
"475","provincia","Llanquihue","p101","Mujer",2015,409005.101826558,310005.595990602,"[370089, 459484]","[290864, 331879]"
"476","provincia","Los Andes","p53","Mujer",2010,253732.355744441,190137.269884593,"[225129, 284178]","[170752, 210206]"
"477","provincia","Los Andes","p53","Mujer",2011,279979.273669125,200291.097969836,"[241838, 322659]","[182254, 223099]"
"478","provincia","Los Andes","p53","Mujer",2012,266182.223962932,210000,"[240084, 293200]","[196170, 230468]"
"479","provincia","Los Andes","p53","Mujer",2013,298909.371906332,246156.528332079,"[271433, 336115]","[229131, 260064]"
"480","provincia","Los Andes","p53","Mujer",2014,311407.595402641,250000,"[284001, 341933]","[232403, 273338]"
"481","provincia","Los Andes","p53","Mujer",2015,336514.53481458,260005.097944004,"[298380, 363338]","[250057, 300000]"
"482","provincia","Magallanes","p121","Mujer",2010,384252.492697499,249566.140349961,"[307429, 469897]","[180176, 299795]"
