"","geography_level","geography_name","geography_id","sex","year","weighted_mean","weighted_median","ci_weighted_mean","ci_weighted_median"
"509","comuna","Graneros",101,"Hombre",2015,468385.177648261,368430.197105309,"[377468, 554224]","[324910, 489894]"
"510","comuna","Hijuelas",103,"Hombre",2010,241392.91005177,168521.461863179,"[177294, 310785]","[164887, 191492]"
"511","comuna","Hijuelas",103,"Hombre",2011,229556.795813909,199360.722008085,"[183188, 300286]","[154835, 218871]"
"512","comuna","Hijuelas",103,"Hombre",2012,343269.68274727,249083.874703663,"[213878, 628052]","[160826, 301353]"
"513","comuna","Hijuelas",103,"Hombre",2013,283842.297791323,249497.171806908,"[213669, 397704]","[199245, 298867]"
"514","comuna","Hijuelas",103,"Hombre",2014,367006.369796932,279975.979228369,"[286104, 603104]","[216200, 339564]"
"515","comuna","Hijuelas",103,"Hombre",2015,320169.511891546,200054.122316436,"[207849, 563886]","[147959, 393732]"
"516","comuna","Hualañé",105,"Hombre",2010,161324.651953366,163827.502335313,"[118391, 198423]","[100098, 200196]"
"517","comuna","Hualañé",105,"Hombre",2011,199975.813143899,182879.643669446,"[144958, 277392]","[148018, 182880]"
"518","comuna","Hualañé",105,"Hombre",2012,271898.953757363,203799.158829462,"[206521, 376373]","[177441, 252125]"
"519","comuna","Hualañé",105,"Hombre",2013,379656.808134936,275971.442922265,"[285091, 502092]","[240325, 355827]"
"520","comuna","Hualañé",105,"Hombre",2014,295945.420751273,267498.570101821,"[247181, 381139]","[222293, 304491]"
"521","comuna","Hualañé",105,"Hombre",2015,281730.280003818,290130.472442276,"[219870, 348977]","[181174, 337921]"
"522","comuna","Hualpén",106,"Hombre",2010,327226.016034604,264066.175596685,"[262577, 395015]","[200000, 305808]"
"523","comuna","Hualpén",106,"Hombre",2011,419967.969110552,255276.327369223,"[308256, 557358]","[200336, 323451]"
"524","comuna","Hualpén",106,"Hombre",2012,346539.740191048,339219.561258379,"[304146, 394772]","[285031, 388621]"
"525","comuna","Hualpén",106,"Hombre",2013,367276.510155616,307245.008359179,"[316945, 435900]","[252134, 370025]"
"526","comuna","Hualpén",106,"Hombre",2014,439265.895455675,314619.608543724,"[346175, 582444]","[274320, 401128]"
"527","comuna","Hualpén",106,"Hombre",2015,414341.773602759,300036.353461606,"[283833, 555692]","[250033, 381548]"
"528","comuna","Hualqui",107,"Hombre",2010,288979.069441062,264134.417514147,"[203874, 379672]","[140904, 344459]"
"529","comuna","Hualqui",107,"Hombre",2011,273560.458466344,247393.080222249,"[218871, 339311]","[181160, 312233]"
"530","comuna","Hualqui",107,"Hombre",2012,291403.572934284,210763.401355242,"[223063, 361921]","[163803, 281175]"
"531","comuna","Hualqui",107,"Hombre",2013,270272.197761572,232806.676266427,"[213015, 338757]","[102526, 300407]"
"532","comuna","Hualqui",107,"Hombre",2014,350309.200394303,300686.006666408,"[256512, 473060]","[202085, 370882]"
"533","comuna","Hualqui",107,"Hombre",2015,416703.809807801,350774.241252202,"[300868, 614500]","[300081, 424587]"
"534","comuna","Huara",108,"Hombre",2010,151385.696874226,120117.439812096,"[107011, 206828]","[95451, 150147]"
"535","comuna","Huara",108,"Hombre",2011,163848.120371753,150724.981046247,"[128838, 202666]","[118070, 199585]"
"536","comuna","Huara",108,"Hombre",2012,111931.148748159,100451.030927835,"[62925, 160184]","[70316, 150677]"
"537","comuna","Huara",108,"Hombre",2013,212527.722831625,229131.451177846,"[59773, 348678]","[59773, 348678]"
"538","comuna","Huara",108,"Hombre",2014,319365.711037114,265235.9295054,"[236773, 431784]","[202085, 464794]"
"539","comuna","Huara",108,"Hombre",2015,523234.435993402,502037.30532416,"[386848, 675240]","[361467, 702852]"
"540","comuna","Huasco",109,"Hombre",2010,378832.326181404,300146.681888513,"[286936, 493918]","[240235, 337910]"
"541","comuna","Huasco",109,"Hombre",2011,374262.225964466,282500.807639579,"[291394, 456195]","[226921, 301450]"
"542","comuna","Huasco",109,"Hombre",2012,451159.839325773,320696.737970524,"[330828, 601127]","[250000, 435434]"
"543","comuna","Huasco",109,"Hombre",2013,363657.535603445,300000,"[300070, 432260]","[210285, 363915]"
"544","comuna","Huasco",109,"Hombre",2014,388964.434093334,316488.403871139,"[319598, 459380]","[299368, 399206]"
"545","comuna","Huasco",109,"Hombre",2015,611297.62489883,420800.824339969,"[489713, 846825]","[363947, 540613]"
"546","comuna","Huechuraba",110,"Hombre",2010,459131.726581177,264927.32746178,"[330460, 687234]","[219371, 324336]"
"547","comuna","Huechuraba",110,"Hombre",2011,430129.92484996,282585.196108005,"[274903, 649342]","[199361, 432078]"
"548","comuna","Huechuraba",110,"Hombre",2012,393204.08787644,301353.092783505,"[320026, 475519]","[273189, 452529]"
"549","comuna","Huechuraba",110,"Hombre",2013,496458.135763275,402228.925665044,"[364073, 745929]","[279445, 495227]"
"550","comuna","Huechuraba",110,"Hombre",2014,828965.171342186,382519.355281711,"[547908, 1179086]","[299944, 645616]"
"551","comuna","Huechuraba",110,"Hombre",2015,860447.234093792,400064.155986838,"[536916, 1192517]","[350095, 527882]"
"552","comuna","Illapel",111,"Hombre",2010,281199.158307667,199864.910431367,"[238825, 333837]","[180000, 236208]"
"553","comuna","Illapel",111,"Hombre",2011,316995.103303943,200966.641394996,"[251604, 445250]","[180000, 270000]"
"554","comuna","Illapel",111,"Hombre",2012,307498.295392867,275889.665502466,"[272355, 348392]","[203384, 299429]"
"555","comuna","Illapel",111,"Hombre",2013,425072.205217609,299576.569997962,"[358199, 496248]","[244408, 367166]"
"556","comuna","Illapel",111,"Hombre",2014,478610.052189503,349934.370898181,"[400793, 571304]","[300000, 399925]"
"557","comuna","Illapel",111,"Hombre",2015,543900.186816131,400809.026750023,"[445376, 638945]","[350002, 500135]"
"558","comuna","Independencia",112,"Hombre",2010,389555.598521469,379547.550913615,"[324439, 449143]","[249044, 523614]"
"559","comuna","Independencia",112,"Hombre",2011,415023.167575159,315489.6342885,"[309346, 544475]","[281353, 453818]"
"560","comuna","Independencia",112,"Hombre",2012,440892.16485716,301353.092783505,"[305132, 668476]","[224254, 502811]"
"561","comuna","Independencia",112,"Hombre",2013,601835.054177752,365010.401667061,"[435646, 884437]","[317464, 503093]"
"562","comuna","Independencia",112,"Hombre",2014,432090.405218068,397927.622565721,"[347041, 524685]","[339928, 455000]"
"563","comuna","Independencia",112,"Hombre",2015,444882.169515479,424139.578107767,"[337079, 568989]","[288833, 560000]"
"564","comuna","Iquique",113,"Hombre",2010,567712.776460186,330025.834508506,"[478296, 668142]","[300895, 380243]"
"565","comuna","Iquique",113,"Hombre",2011,553504.502839534,398721.44401617,"[482838, 612542]","[348881, 428626]"
"566","comuna","Iquique",113,"Hombre",2012,668920.831384938,452863.28655234,"[593941, 755234]","[402248, 500000]"
"567","comuna","Iquique",113,"Hombre",2013,683727.11947139,451760.38491192,"[601281, 777019]","[400000, 500678]"
"568","comuna","Iquique",113,"Hombre",2014,768817.640494396,533610.997109712,"[697039, 842396]","[500000, 599887]"
"569","comuna","Iquique",113,"Hombre",2015,835075.919809274,500000,"[712022, 984307]","[450000, 510831]"
"570","comuna","Isla de Maipo",114,"Hombre",2010,267662.728154388,187575.111226087,"[206242, 373134]","[171947, 203554]"
"571","comuna","Isla de Maipo",114,"Hombre",2011,258626.901181154,200379.636140289,"[208090, 322397]","[186356, 219831]"
"572","comuna","Isla de Maipo",114,"Hombre",2012,329572.320751101,244270.769825258,"[264202, 412525]","[213000, 301353]"
"573","comuna","Isla de Maipo",114,"Hombre",2013,384529.367564841,270198.928874273,"[312221, 446400]","[249604, 314337]"
"574","comuna","Isla de Maipo",114,"Hombre",2014,352543.134429769,299093.861489403,"[304884, 427766]","[273159, 350216]"
"575","comuna","Isla de Maipo",114,"Hombre",2015,412545.602577399,311840.276729349,"[292093, 614317]","[290910, 357525]"
"576","comuna","La Cisterna",117,"Hombre",2010,688222.112674184,400391.46604032,"[483373, 926937]","[330117, 777034]"
"577","comuna","La Cisterna",117,"Hombre",2011,444805.884810865,345427.749269457,"[345990, 557215]","[257537, 442127]"
"578","comuna","La Cisterna",117,"Hombre",2012,389363.234735685,300000,"[278727, 601863]","[235470, 447258]"
"579","comuna","La Cisterna",117,"Hombre",2013,521752.476299463,442437.767086997,"[418954, 644126]","[352076, 586365]"
