"","geography_level","geography_name","geography_id","sex","year","weighted_mean","weighted_median","ci_weighted_mean","ci_weighted_median"
"48","comuna","Antuco",10,"Hombre",2010,209398.438593063,154893.991206643,"[99365, 339839]","[49133, 439699]"
"49","comuna","Antuco",10,"Hombre",2011,162507.737683041,125000,"[109773, 219243]","[99680, 199361]"
"50","comuna","Antuco",10,"Hombre",2012,246329.294795859,129899.439708737,"[148603, 382210]","[84857, 301353]"
"51","comuna","Antuco",10,"Hombre",2013,322665.925037468,300198.680297145,"[214689, 434184]","[164942, 448301]"
"52","comuna","Antuco",10,"Hombre",2014,311831.067972985,242430.748512691,"[202197, 494633]","[114316, 349934]"
"53","comuna","Antuco",10,"Hombre",2015,483947.410135672,199894.17989418,"[192384, 787495]","[128170, 596144]"
"54","comuna","Arauco",11,"Hombre",2010,287951.102298873,240491.037942017,"[240580, 339833]","[217771, 306000]"
"55","comuna","Arauco",11,"Hombre",2011,292151.164510923,249200.902510106,"[227461, 386158]","[210823, 268108]"
"56","comuna","Arauco",11,"Hombre",2012,335421.136894329,272187.408561822,"[271656, 414058]","[238716, 305228]"
"57","comuna","Arauco",11,"Hombre",2013,308889.026318083,277271.272453305,"[235928, 410128]","[234204, 300024]"
"58","comuna","Arauco",11,"Hombre",2014,344447.227170146,299943.746484155,"[248574, 462113]","[224791, 335937]"
"59","comuna","Arauco",11,"Hombre",2015,319620.045652668,313106.329534304,"[240905, 376761]","[264402, 406386]"
"60","comuna","Arica",12,"Hombre",2010,357564.907809961,250244.6662752,"[334015, 390054]","[239950, 279909]"
"61","comuna","Arica",12,"Hombre",2011,372070.43521014,261256.633813495,"[342151, 402830]","[249201, 297291]"
"62","comuna","Arica",12,"Hombre",2012,479116.911014535,301353.092783505,"[427738, 530509]","[285148, 320700]"
"63","comuna","Arica",12,"Hombre",2013,400570.349189182,301920.076409118,"[372703, 430596]","[300000, 340461]"
