"","sex","work_day","comuna_name","comuna_datachile_id","year","FUN"
"171","Hombre","Completa","Castro",32,2011,350863.270841602
"172","Hombre","Completa","Castro",32,2012,489031.654463508
"173","Hombre","Completa","Castro",32,2013,481937.462153697
"174","Hombre","Completa","Castro",32,2014,514291.771034649
"175","Hombre","Completa","Castro",32,2015,486299.012945171
"176","Hombre","Completa","Catemu",33,2010,293988.492331068
"177","Hombre","Completa","Catemu",33,2011,316282.978771047
"178","Hombre","Completa","Catemu",33,2012,438836.914251625
"179","Hombre","Completa","Catemu",33,2013,369361.572745802
"180","Hombre","Completa","Catemu",33,2014,456847.104744081
"181","Hombre","Completa","Catemu",33,2015,575722.255053602
"182","Hombre","Completa","Cauquenes",34,2010,214933.278723551
"183","Hombre","Completa","Cauquenes",34,2011,233302.477943978
"184","Hombre","Completa","Cauquenes",34,2012,249671.869419176
"185","Hombre","Completa","Cauquenes",34,2013,294099.910905349
"186","Hombre","Completa","Cauquenes",34,2014,285182.135046514
"187","Hombre","Completa","Cauquenes",34,2015,334663.477120191
"188","Hombre","Completa","Cerrillos",35,2010,282701.36700648
"189","Hombre","Completa","Cerrillos",35,2011,434349.604982866
"190","Hombre","Completa","Cerrillos",35,2012,505200.442798731
"191","Hombre","Completa","Cerrillos",35,2013,575284.099428637
"192","Hombre","Completa","Cerrillos",35,2014,451869.06353217
"193","Hombre","Completa","Cerrillos",35,2015,620102.931975045
"194","Hombre","Completa","Cerro Navia",36,2010,361197.981615568
"195","Hombre","Completa","Cerro Navia",36,2011,350045.903885541
"196","Hombre","Completa","Cerro Navia",36,2012,324416.504426813
"197","Hombre","Completa","Cerro Navia",36,2013,347453.339258143
"198","Hombre","Completa","Cerro Navia",36,2014,396483.992493306
"199","Hombre","Completa","Cerro Navia",36,2015,398522.643616297
"200","Hombre","Completa","Chañaral",39,2010,371619.738998127
"201","Hombre","Completa","Chañaral",39,2011,508931.984049666
"202","Hombre","Completa","Chañaral",39,2012,555412.352831915
"203","Hombre","Completa","Chañaral",39,2013,882869.621904061
"204","Hombre","Completa","Chañaral",39,2014,564077.778527646
"205","Hombre","Completa","Chañaral",39,2015,812673.660789178
"206","Hombre","Completa","Chanco",38,2010,163791.487067949
"207","Hombre","Completa","Chanco",38,2011,270716.114043541
"208","Hombre","Completa","Chanco",38,2012,258852.100597544
"209","Hombre","Completa","Chanco",38,2013,319610.242985019
"210","Hombre","Completa","Chanco",38,2014,307995.581672014
"211","Hombre","Completa","Chanco",38,2015,326765.218676835
"212","Hombre","Completa","Chépica",40,2010,288328.583283896
"213","Hombre","Completa","Chépica",40,2011,221397.266874042
"214","Hombre","Completa","Chépica",40,2012,231374.166604492
"215","Hombre","Completa","Chépica",40,2013,254710.331827012
"216","Hombre","Completa","Chépica",40,2014,312615.954270691
"217","Hombre","Completa","Chépica",40,2015,337137.438627208
"218","Hombre","Completa","Chiguayante",41,2010,397159.482780043
"219","Hombre","Completa","Chiguayante",41,2011,428719.082809594
"220","Hombre","Completa","Chiguayante",41,2012,436987.608612563
"221","Hombre","Completa","Chiguayante",41,2013,583672.118970585
"222","Hombre","Completa","Chiguayante",41,2014,549455.163644658
"223","Hombre","Completa","Chiguayante",41,2015,607035.606659988
"224","Hombre","Completa","Chile Chico",42,2010,288402.036663254
"225","Hombre","Completa","Chile Chico",42,2011,383243.385140257
"226","Hombre","Completa","Chile Chico",42,2012,742148.359749353
"227","Hombre","Completa","Chile Chico",42,2013,758856.375194773
"228","Hombre","Completa","Chile Chico",42,2014,471367.012338916
"229","Hombre","Completa","Chile Chico",42,2015,557366.643435186
"230","Hombre","Completa","Chillán",43,2010,346540.418266883
"231","Hombre","Completa","Chillán",43,2011,488236.78231165
"232","Hombre","Completa","Chillán",43,2012,587529.468031745
"233","Hombre","Completa","Chillán",43,2013,577743.614433061
"234","Hombre","Completa","Chillán",43,2014,593721.704992965
"235","Hombre","Completa","Chillán",43,2015,714164.333019766
"236","Hombre","Completa","Chillán Viejo",44,2010,320008.104277313
"237","Hombre","Completa","Chillán Viejo",44,2011,325274.31035345
"238","Hombre","Completa","Chillán Viejo",44,2012,378332.937795187
"239","Hombre","Completa","Chillán Viejo",44,2013,380160.604002177
"240","Hombre","Completa","Chillán Viejo",44,2014,418840.586901943
"241","Hombre","Completa","Chillán Viejo",44,2015,559383.471107665
"242","Hombre","Completa","Chimbarongo",45,2010,257130.551127792
"243","Hombre","Completa","Chimbarongo",45,2011,345372.925820533
"244","Hombre","Completa","Chimbarongo",45,2012,268783.059950054
"245","Hombre","Completa","Chimbarongo",45,2013,324596.739567385
"246","Hombre","Completa","Chimbarongo",45,2014,346186.710768358
"247","Hombre","Completa","Chimbarongo",45,2015,341290.553825816
"248","Hombre","Completa","Chonchi",47,2010,256330.218497884
"249","Hombre","Completa","Chonchi",47,2011,275142.021867069
"250","Hombre","Completa","Chonchi",47,2012,204949.599507222
"251","Hombre","Completa","Chonchi",47,2013,293232.056539988
"252","Hombre","Completa","Chonchi",47,2014,349606.078792873
"253","Hombre","Completa","Chonchi",47,2015,449126.061446071
"254","Hombre","Completa","Cisnes",48,2010,488872.577079309
"255","Hombre","Completa","Cisnes",48,2011,497040.792123611
"256","Hombre","Completa","Cisnes",48,2012,578694.586367206
"257","Hombre","Completa","Cisnes",48,2013,591830.833653434
"258","Hombre","Completa","Cisnes",48,2014,691249.437827024
"259","Hombre","Completa","Cisnes",48,2015,816213.778755517
"260","Hombre","Completa","Cochrane",51,2010,656496.262974757
"261","Hombre","Completa","Cochrane",51,2011,711657.698028061
"262","Hombre","Completa","Cochrane",51,2012,518182.345152127
"263","Hombre","Completa","Cochrane",51,2013,503125
"264","Hombre","Completa","Cochrane",51,2014,722166.666666667
"265","Hombre","Completa","Codegua",52,2010,318019.648139963
"266","Hombre","Completa","Codegua",52,2011,440207.356339399
"267","Hombre","Completa","Codegua",52,2012,336645.704086503
"268","Hombre","Completa","Codegua",52,2013,421749.138114465
"269","Hombre","Completa","Codegua",52,2014,447657.872558825
"270","Hombre","Completa","Codegua",52,2015,374728.129758311
"271","Hombre","Completa","Coelemu",53,2010,343247.298043792
"272","Hombre","Completa","Coelemu",53,2011,307303.870825608
"273","Hombre","Completa","Coelemu",53,2012,449944.901040113
"274","Hombre","Completa","Coelemu",53,2013,291408.083936974
"275","Hombre","Completa","Coelemu",53,2014,334322.638451322
"276","Hombre","Completa","Coelemu",53,2015,582865.1207878
"277","Hombre","Completa","Coihaique",NA,2010,486552.053541424
"278","Hombre","Completa","Coihaique",NA,2011,522811.096675197
"279","Hombre","Completa","Coihaique",NA,2012,528865.947256555
"280","Hombre","Completa","Coihueco",55,2010,225405.885890394
"281","Hombre","Completa","Coihueco",55,2011,226974.540503833
"282","Hombre","Completa","Coihueco",55,2012,309339.279196507
"283","Hombre","Completa","Coihueco",55,2013,340187.498273517
"284","Hombre","Completa","Coihueco",55,2014,285139.868196599
"285","Hombre","Completa","Coihueco",55,2015,404581.32686913
"286","Hombre","Completa","Colbún",57,2010,158663.351727211
"287","Hombre","Completa","Colbún",57,2011,291537.999797135
"288","Hombre","Completa","Colbún",57,2012,268983.595924362
"289","Hombre","Completa","Colbún",57,2013,385730.885132651
"290","Hombre","Completa","Colbún",57,2014,566650.338053725
"291","Hombre","Completa","Colbún",57,2015,523852.670211768
"292","Hombre","Completa","Colina",59,2010,392929.249973629
"293","Hombre","Completa","Colina",59,2011,771685.855450519
"294","Hombre","Completa","Colina",59,2012,1083139.3273366
"295","Hombre","Completa","Colina",59,2013,829806.941653908
"296","Hombre","Completa","Colina",59,2014,844153.824477667
"297","Hombre","Completa","Colina",59,2015,840313.175128888
"298","Hombre","Completa","Collipulli",60,2010,272690.687177008
"299","Hombre","Completa","Collipulli",60,2011,300163.970296583
"300","Hombre","Completa","Collipulli",60,2012,405870.282172796
"301","Hombre","Completa","Collipulli",60,2013,254320.048991662
"302","Hombre","Completa","Collipulli",60,2014,234104.423546695
"303","Hombre","Completa","Collipulli",60,2015,315513.464276804
"304","Hombre","Completa","Coltauco",61,2014,344850
"305","Hombre","Completa","Coltauco",61,2015,353996.266447159
"306","Hombre","Completa","Combarbalá",62,2010,211185.784379136
"307","Hombre","Completa","Combarbalá",62,2011,289060.439779231
"308","Hombre","Completa","Combarbalá",62,2012,273137.438880252
"309","Hombre","Completa","Combarbalá",62,2013,277631.90151745
"310","Hombre","Completa","Combarbalá",62,2014,276686.285012398
"311","Hombre","Completa","Combarbalá",62,2015,330713.732925729
"312","Hombre","Completa","Concepción",64,2010,496921.632937624
"313","Hombre","Completa","Concepción",64,2011,606738.161128991
"314","Hombre","Completa","Concepción",64,2012,534542.419125731
"315","Hombre","Completa","Concepción",64,2013,523316.621996503
"316","Hombre","Completa","Concepción",64,2014,506106.109882287
"317","Hombre","Completa","Concepción",64,2015,556052.661554301
"318","Hombre","Completa","Conchalí",65,2010,325688.126215756
"319","Hombre","Completa","Conchalí",65,2011,396330.131202296
"320","Hombre","Completa","Conchalí",65,2012,466421.01827759
"321","Hombre","Completa","Conchalí",65,2013,491145.924171417
"322","Hombre","Completa","Conchalí",65,2014,410752.751012333
"323","Hombre","Completa","Conchalí",65,2015,471039.538550504
"324","Hombre","Completa","Concón",63,2010,887495.772304003
"325","Hombre","Completa","Concón",63,2011,553568.185253865
"326","Hombre","Completa","Concón",63,2012,835005.278994476
"327","Hombre","Completa","Concón",63,2013,754419.014928323
"328","Hombre","Completa","Concón",63,2014,1196512.93656923
"329","Hombre","Completa","Concón",63,2015,966219.333082669
"330","Hombre","Completa","Constitución",66,2010,323516.979793781
"331","Hombre","Completa","Constitución",66,2011,387382.191254787
"332","Hombre","Completa","Constitución",66,2012,345848.828470397
"333","Hombre","Completa","Constitución",66,2013,380114.875178219
"334","Hombre","Completa","Constitución",66,2014,334039.3441821
"335","Hombre","Completa","Constitución",66,2015,378465.592507386
"336","Hombre","Completa","Copiapó",68,2010,538513.957546585
"337","Hombre","Completa","Copiapó",68,2011,595009.178688833
"338","Hombre","Completa","Copiapó",68,2012,510660.209540495
"339","Hombre","Completa","Copiapó",68,2013,695177.794454423
"340","Hombre","Completa","Copiapó",68,2014,689219.375299579
"341","Hombre","Completa","Copiapó",68,2015,742058.044789136
"342","Hombre","Completa","Coquimbo",69,2010,389603.961494373
"343","Hombre","Completa","Coquimbo",69,2011,446761.247274966
"344","Hombre","Completa","Coquimbo",69,2012,506691.08824419
"345","Hombre","Completa","Coquimbo",69,2013,453590.828974709
"346","Hombre","Completa","Coquimbo",69,2014,566099.516738745
"347","Hombre","Completa","Coquimbo",69,2015,619248.165570405
"348","Hombre","Completa","Coronel",70,2010,340985.393937566
"349","Hombre","Completa","Coronel",70,2011,377763.373117486
"350","Hombre","Completa","Coronel",70,2012,333815.915484091
"351","Hombre","Completa","Coronel",70,2013,390329.73248336
"352","Hombre","Completa","Coronel",70,2014,403920.913781868
"353","Hombre","Completa","Coronel",70,2015,397504.173174818
"354","Hombre","Completa","Corral",71,2010,271168.386851366
"355","Hombre","Completa","Corral",71,2011,249525.538826122
"356","Hombre","Completa","Corral",71,2012,332390.463031671
"357","Hombre","Completa","Corral",71,2013,498265.440514257
"358","Hombre","Completa","Corral",71,2014,467931.779874655
"359","Hombre","Completa","Corral",71,2015,702682.337354814
"360","Hombre","Completa","Coyhaique",54,2013,541527.230075806
"361","Hombre","Completa","Coyhaique",54,2014,625366.058095043
"362","Hombre","Completa","Coyhaique",54,2015,781482.187054252
"363","Hombre","Completa","Cunco",72,2011,238328.75
"364","Hombre","Completa","Cunco",72,2012,224562.5
"365","Hombre","Completa","Cunco",72,2013,232483.181818182
"366","Hombre","Completa","Cunco",72,2014,304673.869837967
"367","Hombre","Completa","Cunco",72,2015,308575.62319852
"368","Hombre","Completa","Curacautín",73,2010,246290.581537874
"369","Hombre","Completa","Curacautín",73,2011,302315.581375188
"370","Hombre","Completa","Curacautín",73,2012,399422.063009681
"371","Hombre","Completa","Curacautín",73,2013,399845.655140971
"372","Hombre","Completa","Curacautín",73,2014,346522.633507348
"373","Hombre","Completa","Curacautín",73,2015,382501.544670934
"374","Hombre","Completa","Curacaví",74,2010,244400
"375","Hombre","Completa","Curacaví",74,2011,246000
"376","Hombre","Completa","Curacaví",74,2012,305875
"377","Hombre","Completa","Curaco de Vélez",75,2010,489684.378750053
"378","Hombre","Completa","Curaco de Vélez",75,2011,481335.655420757
"379","Hombre","Completa","Curaco de Vélez",75,2012,452686.937386826
"380","Hombre","Completa","Curaco de Vélez",75,2013,545951.769281684
"381","Hombre","Completa","Curaco de Vélez",75,2014,398561.131561946
"382","Hombre","Completa","Curaco de Vélez",75,2015,367297.389464573
"383","Hombre","Completa","Curanilahue",76,2010,337379.619656032
"384","Hombre","Completa","Curanilahue",76,2011,306089.620166859
"385","Hombre","Completa","Curanilahue",76,2012,304693.41847948
"386","Hombre","Completa","Curanilahue",76,2013,365172.199526864
"387","Hombre","Completa","Curanilahue",76,2014,394399.962001498
"388","Hombre","Completa","Curanilahue",76,2015,382943.249592607
"389","Hombre","Completa","Curarrehue",77,2010,119140.851573335
"390","Hombre","Completa","Curarrehue",77,2011,161997.369982138
"391","Hombre","Completa","Curarrehue",77,2012,90460.4089347079
"392","Hombre","Completa","Curarrehue",77,2013,193873.930378229
"393","Hombre","Completa","Curarrehue",77,2014,225015.764921492
"394","Hombre","Completa","Curarrehue",77,2015,229031.056191271
"395","Hombre","Completa","Curicó",79,2010,386350.371118774
"396","Hombre","Completa","Curicó",79,2011,384222.768704769
"397","Hombre","Completa","Curicó",79,2012,364723.539786716
"398","Hombre","Completa","Curicó",79,2013,359191.659032402
"399","Hombre","Completa","Curicó",79,2014,398611.610071046
"400","Hombre","Completa","Curicó",79,2015,544965.762132166
"401","Hombre","Completa","Dalcahue",80,2010,191945.714674329
"402","Hombre","Completa","Dalcahue",80,2011,233416.25
"403","Hombre","Completa","Dalcahue",80,2012,148555
"404","Hombre","Completa","Dalcahue",80,2013,310416.666666667
"405","Hombre","Completa","Dalcahue",80,2014,266936.664441917
"406","Hombre","Completa","Dalcahue",80,2015,250561.808868094
"407","Hombre","Completa","Diego de Almagro",81,2010,474972.113416745
"408","Hombre","Completa","Diego de Almagro",81,2011,519046.890885751
"409","Hombre","Completa","Diego de Almagro",81,2012,536603.239501047
"410","Hombre","Completa","Diego de Almagro",81,2013,534046.529018137
"411","Hombre","Completa","Diego de Almagro",81,2014,522956.451673644
"412","Hombre","Completa","Diego de Almagro",81,2015,469632.75474165
"413","Hombre","Completa","Doñihue",82,2010,476716.35716621
"414","Hombre","Completa","Doñihue",82,2011,278841.214935557
"415","Hombre","Completa","Doñihue",82,2012,379119.148544046
"416","Hombre","Completa","Doñihue",82,2013,310353.486970931
"417","Hombre","Completa","Doñihue",82,2014,334618.280588717
"418","Hombre","Completa","Doñihue",82,2015,536749.599006574
"419","Hombre","Completa","El Bosque",83,2010,324747.632125821
"420","Hombre","Completa","El Bosque",83,2011,318720.99035158
"421","Hombre","Completa","El Bosque",83,2012,372942.798514541
"422","Hombre","Completa","El Bosque",83,2013,421557.419469608
"423","Hombre","Completa","El Bosque",83,2014,424300.839028073
"424","Hombre","Completa","El Bosque",83,2015,507691.125337544
"425","Hombre","Completa","El Monte",85,2010,309584.032273169
"426","Hombre","Completa","El Monte",85,2011,315684.705235806
"427","Hombre","Completa","El Monte",85,2012,392403.785301374
"428","Hombre","Completa","El Monte",85,2013,304441.651256643
"429","Hombre","Completa","El Monte",85,2014,322359.625137107
"430","Hombre","Completa","El Monte",85,2015,383692.778055799
"431","Hombre","Completa","El Quisco",86,2010,271932.537352384
"432","Hombre","Completa","El Quisco",86,2011,1457008.15011372
"433","Hombre","Completa","El Quisco",86,2012,710974.106155546
"434","Hombre","Completa","El Quisco",86,2013,336566.473866547
"435","Hombre","Completa","El Quisco",86,2014,355091.366848046
"436","Hombre","Completa","El Quisco",86,2015,415486.073886275
"437","Hombre","Completa","El Tabo",87,2010,243153.285560722
"438","Hombre","Completa","El Tabo",87,2011,272500
"439","Hombre","Completa","El Tabo",87,2012,414166.666666667
"440","Hombre","Completa","El Tabo",87,2013,308800
"441","Hombre","Completa","El Tabo",87,2014,269250
"442","Hombre","Completa","El Tabo",87,2015,409250
"443","Hombre","Completa","Empedrado",88,2010,211887.92928491
"444","Hombre","Completa","Empedrado",88,2011,264706.736444068
"445","Hombre","Completa","Empedrado",88,2012,235548.306185567
"446","Hombre","Completa","Empedrado",88,2013,419160.37266229
"447","Hombre","Completa","Empedrado",88,2014,269949.37183574
"448","Hombre","Completa","Empedrado",88,2015,547648.159841244
"449","Hombre","Completa","Estación Central",90,2010,492990.913012589
"450","Hombre","Completa","Estación Central",90,2011,490457.797444976
"451","Hombre","Completa","Estación Central",90,2012,493638.040931973
"452","Hombre","Completa","Estación Central",90,2013,559153.026186206
"453","Hombre","Completa","Estación Central",90,2014,582891.820105202
"454","Hombre","Completa","Estación Central",90,2015,534788.767146299
"455","Hombre","Completa","Florida",91,2010,253000.492486013
"456","Hombre","Completa","Florida",91,2011,230435.469664584
"457","Hombre","Completa","Florida",91,2012,303221.411545612
"458","Hombre","Completa","Florida",91,2013,327748.082029357
"459","Hombre","Completa","Florida",91,2014,284341.847081207
"460","Hombre","Completa","Florida",91,2015,331204.729899311
"461","Hombre","Completa","Freire",92,2010,178182.743601081
"462","Hombre","Completa","Freire",92,2011,207402.418558945
"463","Hombre","Completa","Freire",92,2012,244638.680148659
"464","Hombre","Completa","Freire",92,2013,253960.758445067
"465","Hombre","Completa","Freire",92,2014,236827.278296936
"466","Hombre","Completa","Freire",92,2015,381597.502710468
