"","sex","work_day","comuna_name","comuna_datachile_id","year","FUN"
"831","Hombre","Completa","Máfil",161,2012,442272.152598598
"832","Hombre","Completa","Máfil",161,2013,266727.808275774
"833","Hombre","Completa","Máfil",161,2014,335965.51070684
"834","Hombre","Completa","Máfil",161,2015,381101.779838863
"835","Hombre","Completa","Maipú",162,2010,407409.624534734
"836","Hombre","Completa","Maipú",162,2011,457494.083102292
"837","Hombre","Completa","Maipú",162,2012,503785.086740941
"838","Hombre","Completa","Maipú",162,2013,628620.281012183
"839","Hombre","Completa","Maipú",162,2014,596571.91998143
"840","Hombre","Completa","Maipú",162,2015,673912.589052392
"841","Hombre","Completa","Malloa",163,2010,205085.128807383
"842","Hombre","Completa","Malloa",163,2011,350175.999020722
"843","Hombre","Completa","Malloa",163,2012,273865.233888116
"844","Hombre","Completa","Marchihue",164,2010,252481.262410104
"845","Hombre","Completa","Marchihue",164,2011,307411.063183719
"846","Hombre","Completa","Marchihue",164,2012,471332.095183446
"847","Hombre","Completa","Marchihue",164,2013,743162.229462061
"848","Hombre","Completa","Marchihue",164,2014,384738.496269156
"849","Hombre","Completa","Marchihue",164,2015,439413.844084882
"850","Hombre","Completa","María Elena",165,2010,420919.02573612
"851","Hombre","Completa","María Pinto",166,2010,744916.885468544
"852","Hombre","Completa","María Pinto",166,2011,998538.623681946
"853","Hombre","Completa","María Pinto",166,2012,229330.675221255
"854","Hombre","Completa","María Pinto",166,2013,420699.226326034
"855","Hombre","Completa","María Pinto",166,2014,426983.662639832
"856","Hombre","Completa","María Pinto",166,2015,637588.138950299
"857","Hombre","Completa","Mariquina",167,2010,314564.192305368
"858","Hombre","Completa","Mariquina",167,2011,322595.499812407
"859","Hombre","Completa","Mariquina",167,2012,256468.577448113
"860","Hombre","Completa","Mariquina",167,2013,296768.379674848
"861","Hombre","Completa","Mariquina",167,2014,324103.238780094
"862","Hombre","Completa","Mariquina",167,2015,220344.173306774
"863","Hombre","Completa","Maule",168,2010,200030.917916697
"864","Hombre","Completa","Maule",168,2011,404000
"865","Hombre","Completa","Maullín",169,2010,118089.461710868
"866","Hombre","Completa","Maullín",169,2011,388945.785626982
"867","Hombre","Completa","Maullín",169,2012,310036.891112388
"868","Hombre","Completa","Maullín",169,2013,294322.605973339
"869","Hombre","Completa","Maullín",169,2014,271351.540470278
"870","Hombre","Completa","Maullín",169,2015,244176.834160822
"871","Hombre","Completa","Mejillones",170,2010,402404.384026878
"872","Hombre","Completa","Mejillones",170,2011,611032.098586531
"873","Hombre","Completa","Mejillones",170,2012,568062.214125605
"874","Hombre","Completa","Mejillones",170,2013,565777.489831265
"875","Hombre","Completa","Mejillones",170,2014,599236.926141234
"876","Hombre","Completa","Mejillones",170,2015,650533.922299586
"877","Hombre","Completa","Melipilla",172,2010,338097.321839221
"878","Hombre","Completa","Melipilla",172,2011,310583.268108663
"879","Hombre","Completa","Melipilla",172,2012,321780.181181951
"880","Hombre","Completa","Melipilla",172,2013,327246.743695369
"881","Hombre","Completa","Melipilla",172,2014,432436.176352392
"882","Hombre","Completa","Melipilla",172,2015,418234.52739898
"883","Hombre","Completa","Molina",173,2010,254977.458600031
"884","Hombre","Completa","Molina",173,2011,311859.659152405
"885","Hombre","Completa","Molina",173,2012,330315.752196462
"886","Hombre","Completa","Molina",173,2013,357363.466586607
"887","Hombre","Completa","Molina",173,2014,359753.877085771
"888","Hombre","Completa","Molina",173,2015,418737.002900951
"889","Hombre","Completa","Monte Patria",174,2010,285871.501071553
"890","Hombre","Completa","Monte Patria",174,2011,317122.646509538
"891","Hombre","Completa","Monte Patria",174,2012,371523.244917786
"892","Hombre","Completa","Monte Patria",174,2013,327120.659113632
"893","Hombre","Completa","Monte Patria",174,2014,325153.778488923
"894","Hombre","Completa","Monte Patria",174,2015,326347.841439846
"895","Hombre","Completa","Mostazal",175,2013,313810.465743571
"896","Hombre","Completa","Mostazal",175,2014,273662.961077925
"897","Hombre","Completa","Mostazal",175,2015,332715.012177522
"898","Hombre","Completa","MOSTAZAL",NA,2012,336912.757731959
"899","Hombre","Completa","Mulchén",176,2010,224625.2694028
"900","Hombre","Completa","Mulchén",176,2011,337485.866949882
"901","Hombre","Completa","Mulchén",176,2012,282303.972133835
"902","Hombre","Completa","Mulchén",176,2013,412728.697443611
"903","Hombre","Completa","Mulchén",176,2014,354582.244210949
"904","Hombre","Completa","Mulchén",176,2015,299525.904246554
"905","Hombre","Completa","Nacimiento",177,2010,449285.600116162
"906","Hombre","Completa","Nacimiento",177,2011,400091.57943356
"907","Hombre","Completa","Nacimiento",177,2012,428860.014025389
"908","Hombre","Completa","Nacimiento",177,2013,483308.870072253
"909","Hombre","Completa","Nacimiento",177,2014,450195.302501352
"910","Hombre","Completa","Nacimiento",177,2015,382395.887806348
"911","Hombre","Completa","Nancagua",178,2010,379715.59187835
"912","Hombre","Completa","Nancagua",178,2011,323902.849351304
"913","Hombre","Completa","Nancagua",178,2012,281028.858822856
"914","Hombre","Completa","Nancagua",178,2013,725475.977286608
"915","Hombre","Completa","Nancagua",178,2014,319213.54251574
"916","Hombre","Completa","Nancagua",178,2015,335687.339901545
"917","Hombre","Completa","Natales",179,2010,436274.835755741
"918","Hombre","Completa","Natales",179,2011,376485.727504056
"919","Hombre","Completa","Natales",179,2012,467242.480070816
"920","Hombre","Completa","Natales",179,2013,595440.049980523
"921","Hombre","Completa","Natales",179,2014,576924.527005609
"922","Hombre","Completa","Natales",179,2015,857448.086503563
"923","Hombre","Completa","Navidad",180,2010,203046.740072571
"924","Hombre","Completa","Navidad",180,2011,389963.54433679
"925","Hombre","Completa","Navidad",180,2012,452114.003398309
"926","Hombre","Completa","Navidad",180,2013,459929.768578517
"927","Hombre","Completa","Navidad",180,2014,440060.149971452
"928","Hombre","Completa","Navidad",180,2015,465650.303053094
"929","Hombre","Completa","Negrete",181,2010,207942.171732096
"930","Hombre","Completa","Negrete",181,2011,194500
"931","Hombre","Completa","Negrete",181,2012,303750
"932","Hombre","Completa","Negrete",181,2013,265375
"933","Hombre","Completa","Negrete",181,2014,270657.142857143
"934","Hombre","Completa","Negrete",181,2015,412777.052320014
"935","Hombre","Completa","Ninhue",182,2010,140981.290508796
"936","Hombre","Completa","Ninhue",182,2011,195140.255523174
"937","Hombre","Completa","Ninhue",182,2012,166598.034793814
"938","Hombre","Completa","Ninhue",182,2013,217640.178241323
"939","Hombre","Completa","Nogales",183,2010,346750
"940","Hombre","Completa","Nogales",183,2011,340933.333333333
"941","Hombre","Completa","Nogales",183,2012,606769.230769231
"942","Hombre","Completa","Nogales",183,2013,339841.272727273
"943","Hombre","Completa","Nogales",183,2014,318500
"944","Hombre","Completa","Nogales",183,2015,291329.990035319
"945","Hombre","Completa","Nueva Imperial",184,2010,339004.298478303
"946","Hombre","Completa","Nueva Imperial",184,2011,301449.962092494
"947","Hombre","Completa","Nueva Imperial",184,2012,391844.787308302
"948","Hombre","Completa","Nueva Imperial",184,2013,385018.151679737
"949","Hombre","Completa","Nueva Imperial",184,2014,547376.287890405
"950","Hombre","Completa","Nueva Imperial",184,2015,403472.649781979
"951","Hombre","Completa","Ñuñoa",186,2013,1961470.80795732
"952","Hombre","Completa","Ñuñoa",186,2014,1193291.45718184
"953","Hombre","Completa","Ñuñoa",186,2015,1134787.32996099
"954","Hombre","Completa","ÑUÑOA",NA,2010,1093254.51905217
"955","Hombre","Completa","ÑUÑOA",NA,2011,635587.055902441
"956","Hombre","Completa","ÑUÑOA",NA,2012,1037852.42609286
"957","Hombre","Completa","Olivar",188,2010,294798.241328773
"958","Hombre","Completa","Olivar",188,2011,259168.938610511
"959","Hombre","Completa","Olivar",188,2012,329144.544673539
"960","Hombre","Completa","Olivar",188,2013,643809.566624708
"961","Hombre","Completa","Olivar",188,2014,989814.363397713
"962","Hombre","Completa","Olivar",188,2015,478030.025669688
"963","Hombre","Completa","Olmué",190,2010,221714.71721229
"964","Hombre","Completa","Olmué",190,2011,324467.983816945
"965","Hombre","Completa","Olmué",190,2012,318276.123314172
"966","Hombre","Completa","Olmué",190,2013,262023.217001166
"967","Hombre","Completa","Olmué",190,2014,368200.193586987
"968","Hombre","Completa","Olmué",190,2015,422699.116458573
"969","Hombre","Completa","Osorno",191,2010,416961.939952475
"970","Hombre","Completa","Osorno",191,2011,427988.733124105
"971","Hombre","Completa","Osorno",191,2012,500612.166815092
"972","Hombre","Completa","Osorno",191,2013,524929.527793995
"973","Hombre","Completa","Osorno",191,2014,591696.523412244
"974","Hombre","Completa","Osorno",191,2015,554946.528376461
"975","Hombre","Completa","Ovalle",192,2010,319178.572592568
"976","Hombre","Completa","Ovalle",192,2011,310938.858989771
"977","Hombre","Completa","Ovalle",192,2012,368998.487055592
"978","Hombre","Completa","Ovalle",192,2013,408702.838593048
"979","Hombre","Completa","Ovalle",192,2014,398691.406903764
"980","Hombre","Completa","Ovalle",192,2015,377491.521820589
"981","Hombre","Completa","Padre Hurtado",193,2010,268783.431369821
"982","Hombre","Completa","Padre Hurtado",193,2011,317364.367323484
"983","Hombre","Completa","Padre Hurtado",193,2012,331630.135651842
"984","Hombre","Completa","Padre Hurtado",193,2013,355808.3510565
"985","Hombre","Completa","Padre Hurtado",193,2014,411853.592976389
"986","Hombre","Completa","Padre Hurtado",193,2015,414470.956758445
"987","Hombre","Completa","Padre Las Casas",194,2010,341456.562169491
"988","Hombre","Completa","Padre Las Casas",194,2011,350521.051376044
"989","Hombre","Completa","Padre Las Casas",194,2012,386371.476223088
"990","Hombre","Completa","Padre Las Casas",194,2013,375140.094480079
"991","Hombre","Completa","Padre Las Casas",194,2014,422978.223906342
"992","Hombre","Completa","Padre Las Casas",194,2015,496983.561313923
"993","Hombre","Completa","Paiguano",195,2010,232260
"994","Hombre","Completa","Paiguano",195,2011,478677.418972706
"995","Hombre","Completa","Paiguano",195,2012,393532.681049575
"996","Hombre","Completa","Paiguano",195,2013,354037.053886128
"997","Hombre","Completa","Paiguano",195,2014,391021.959159481
"998","Hombre","Completa","Paiguano",195,2015,432205.41158554
"999","Hombre","Completa","Paillaco",196,2013,294896.078553898
"1000","Hombre","Completa","Paillaco",196,2014,281103.535303229
"1001","Hombre","Completa","Paillaco",196,2015,414102.623805193
"1002","Hombre","Completa","PAILLACO",NA,2010,175065.178156073
"1003","Hombre","Completa","PAILLACO",NA,2011,452319.024103076
"1004","Hombre","Completa","PAILLACO",NA,2012,276627.772036624
"1005","Hombre","Completa","Paine",197,2010,293052.884880477
"1006","Hombre","Completa","Paine",197,2011,372138.640108058
"1007","Hombre","Completa","Paine",197,2012,326751.296514508
"1008","Hombre","Completa","Paine",197,2013,435767.588367334
"1009","Hombre","Completa","Paine",197,2014,382701.751690348
"1010","Hombre","Completa","Paine",197,2015,342979.070059126
"1011","Hombre","Completa","Palmilla",199,2010,225051.143832146
"1012","Hombre","Completa","Palmilla",199,2011,261090.202973742
"1013","Hombre","Completa","Palmilla",199,2012,345407.415326928
"1014","Hombre","Completa","Palmilla",199,2013,430080.106775769
"1015","Hombre","Completa","Palmilla",199,2014,285839.216918935
"1016","Hombre","Completa","Palmilla",199,2015,349084.908896956
"1017","Hombre","Completa","Panguipulli",200,2010,296449.234739884
"1018","Hombre","Completa","Panguipulli",200,2011,258828.34904792
"1019","Hombre","Completa","Panguipulli",200,2012,367093.381580418
"1020","Hombre","Completa","Panguipulli",200,2013,319072.742555912
"1021","Hombre","Completa","Panguipulli",200,2014,352379.374164022
"1022","Hombre","Completa","Panguipulli",200,2015,433207.221030701
"1023","Hombre","Completa","Panquehue",201,2010,215677.364618437
"1024","Hombre","Completa","Panquehue",201,2011,246373.683791095
"1025","Hombre","Completa","Panquehue",201,2012,379665.057132325
"1026","Hombre","Completa","Panquehue",201,2013,516211.342069591
"1027","Hombre","Completa","Panquehue",201,2014,323840.439643736
"1028","Hombre","Completa","Panquehue",201,2015,440119.371000847
"1029","Hombre","Completa","Papudo",202,2010,486265.609919776
"1030","Hombre","Completa","Papudo",202,2011,527537.433661864
"1031","Hombre","Completa","Papudo",202,2012,650301.634107383
"1032","Hombre","Completa","Papudo",202,2013,471916.375960237
"1033","Hombre","Completa","Papudo",202,2014,455195.376160696
"1034","Hombre","Completa","Papudo",202,2015,1261720.15574068
"1035","Hombre","Completa","Paredones",203,2010,238961.440945235
"1036","Hombre","Completa","Paredones",203,2011,267026.723398407
"1037","Hombre","Completa","Paredones",203,2012,234614.339850046
"1038","Hombre","Completa","Paredones",203,2013,262242.434987945
"1039","Hombre","Completa","Paredones",203,2014,281639.373516682
"1040","Hombre","Completa","Paredones",203,2015,440175.33409481
"1041","Hombre","Completa","Parral",204,2010,225595.159626314
"1042","Hombre","Completa","Parral",204,2011,184144.300658452
"1043","Hombre","Completa","Parral",204,2012,283355.696853094
"1044","Hombre","Completa","Parral",204,2013,326537.212488743
"1045","Hombre","Completa","Parral",204,2014,322227.888396218
"1046","Hombre","Completa","Parral",204,2015,369617.485997676
"1047","Hombre","Completa","Pedro Aguirre Cerda",205,2010,863758.756888511
"1048","Hombre","Completa","Pedro Aguirre Cerda",205,2011,306588.428926348
"1049","Hombre","Completa","Pedro Aguirre Cerda",205,2012,455642.873285482
"1050","Hombre","Completa","Pedro Aguirre Cerda",205,2013,574613.405576512
"1051","Hombre","Completa","Pedro Aguirre Cerda",205,2014,368413.012754856
"1052","Hombre","Completa","Pedro Aguirre Cerda",205,2015,391764.331444392
"1053","Hombre","Completa","Pelarco",206,2010,237732.43296144
"1054","Hombre","Completa","Pelarco",206,2011,191478.144969132
"1055","Hombre","Completa","Pelluhue",207,2010,186571.428571429
"1056","Hombre","Completa","Pelluhue",207,2011,233604.92182279
"1057","Hombre","Completa","Pelluhue",207,2012,303882.926450001
"1058","Hombre","Completa","Pelluhue",207,2013,297273.307319411
"1059","Hombre","Completa","Pelluhue",207,2014,547205.049641118
"1060","Hombre","Completa","Pelluhue",207,2015,260093.818388576
"1061","Hombre","Completa","Pemuco",208,2014,300943.558972436
"1062","Hombre","Completa","Pemuco",208,2015,330155.944851616
"1063","Hombre","Completa","Peñaflor",211,2010,329228.505870381
"1064","Hombre","Completa","Peñaflor",211,2011,341020.752108423
"1065","Hombre","Completa","Peñaflor",211,2012,452896.026626711
"1066","Hombre","Completa","Peñaflor",211,2013,479436.367643622
"1067","Hombre","Completa","Peñaflor",211,2014,452585.851184235
"1068","Hombre","Completa","Peñaflor",211,2015,509178.403676875
"1069","Hombre","Completa","Peñalolén",212,2010,528508.52718202
"1070","Hombre","Completa","Peñalolén",212,2011,743782.59095101
"1071","Hombre","Completa","Peñalolén",212,2012,654371.022307351
"1072","Hombre","Completa","Peñalolén",212,2013,653240.320857426
"1073","Hombre","Completa","Peñalolén",212,2014,773950.690416457
"1074","Hombre","Completa","Peñalolén",212,2015,982650.261641449
"1075","Hombre","Completa","Pencahue",209,2010,237916.317268002
"1076","Hombre","Completa","Pencahue",209,2011,331456.140725443
"1077","Hombre","Completa","Pencahue",209,2012,246228.101658886
"1078","Hombre","Completa","Pencahue",209,2013,344861.881662125
"1079","Hombre","Completa","Pencahue",209,2014,289854.729556961
"1080","Hombre","Completa","Pencahue",209,2015,359939.780079794
"1081","Hombre","Completa","Penco",210,2010,327328.445336707
"1082","Hombre","Completa","Penco",210,2011,408698.297695994
"1083","Hombre","Completa","Penco",210,2012,364135.616050117
"1084","Hombre","Completa","Penco",210,2013,333000.039613909
"1085","Hombre","Completa","Penco",210,2014,415780.346626858
"1086","Hombre","Completa","Penco",210,2015,501028.614869103
"1087","Hombre","Completa","Peralillo",213,2010,273750
"1088","Hombre","Completa","Peralillo",213,2011,486100
"1089","Hombre","Completa","Peralillo",213,2012,273687.30375
"1090","Hombre","Completa","Peralillo",213,2013,329750
"1091","Hombre","Completa","Peralillo",213,2014,273487.5
"1092","Hombre","Completa","Peralillo",213,2015,257142.857142857
"1093","Hombre","Completa","Petorca",215,2010,323894.398785837
"1094","Hombre","Completa","Petorca",215,2011,279188.077778822
"1095","Hombre","Completa","Petorca",215,2012,344547.036082474
"1096","Hombre","Completa","Petorca",215,2013,321005.4146936
"1097","Hombre","Completa","Petorca",215,2014,240954.809675605
"1098","Hombre","Completa","Petorca",215,2015,251067.923507127
"1099","Hombre","Completa","Peumo",216,2010,269618.384047316
"1100","Hombre","Completa","Peumo",216,2011,240720.952307296
"1101","Hombre","Completa","Peumo",216,2012,285827.322354457
"1102","Hombre","Completa","Peumo",216,2013,289216.193130732
"1103","Hombre","Completa","Pica",217,2010,364912.691159066
"1104","Hombre","Completa","Pica",217,2011,408673.390805105
"1105","Hombre","Completa","Pica",217,2012,428583.62404863
"1106","Hombre","Completa","Pica",217,2013,566878.501693281
"1107","Hombre","Completa","Pica",217,2014,617804.739095831
"1108","Hombre","Completa","Pica",217,2015,676770.638641626
"1109","Hombre","Completa","Pichidegua",218,2010,231579.16370624
"1110","Hombre","Completa","Pichidegua",218,2011,273200.866351849
"1111","Hombre","Completa","Pichidegua",218,2012,246013.70665417
"1112","Hombre","Completa","Pichidegua",218,2013,348307.580534803
"1113","Hombre","Completa","Pichidegua",218,2014,421447.450300019
"1114","Hombre","Completa","Pichidegua",218,2015,409290.110341154
"1115","Hombre","Completa","Pichilemu",219,2010,239960.503898441
"1116","Hombre","Completa","Pichilemu",219,2011,303990.203115169
"1117","Hombre","Completa","Pichilemu",219,2012,350584.336716871
"1118","Hombre","Completa","Pichilemu",219,2013,387749.984246803
"1119","Hombre","Completa","Pichilemu",219,2014,444317.292100294
"1120","Hombre","Completa","Pichilemu",219,2015,357745.052938879
"1121","Hombre","Completa","Pinto",220,2010,238643.348443254
"1122","Hombre","Completa","Pirque",221,2010,460850.934351858
"1123","Hombre","Completa","Pirque",221,2011,431774.607779903
"1124","Hombre","Completa","Pirque",221,2012,688888.888888889
"1125","Hombre","Completa","Pirque",221,2013,616200
"1126","Hombre","Completa","Pirque",221,2014,822142.857142857
"1127","Hombre","Completa","Pirque",221,2015,876485
"1128","Hombre","Completa","Pitrufquén",222,2010,191699.649648508
"1129","Hombre","Completa","Pitrufquén",222,2011,158809.588590661
"1130","Hombre","Completa","Pitrufquén",222,2012,221959.003707207
"1131","Hombre","Completa","Pitrufquén",222,2013,219999.400587424
"1132","Hombre","Completa","Placilla",223,2010,197617.517820829
"1133","Hombre","Completa","Placilla",223,2011,207531.561348198
"1134","Hombre","Completa","Placilla",223,2012,197469.189147282
"1135","Hombre","Completa","Placilla",223,2013,268258.736978975
"1136","Hombre","Completa","Placilla",223,2014,272634.693944996
"1137","Hombre","Completa","Placilla",223,2015,303867.499751179
"1138","Hombre","Completa","Porvenir",225,2010,449579.791020783
"1139","Hombre","Completa","Porvenir",225,2011,480213.821235753
"1140","Hombre","Completa","Porvenir",225,2012,603250
"1141","Hombre","Completa","Porvenir",225,2013,852500
"1142","Hombre","Completa","Porvenir",225,2014,822162.341585561
"1143","Hombre","Completa","Porvenir",225,2015,640169.016093248
"1144","Hombre","Completa","Pozo Almonte",226,2010,460726.240556861
"1145","Hombre","Completa","Pozo Almonte",226,2011,413447.925570738
"1146","Hombre","Completa","Pozo Almonte",226,2012,490003.659917422
"1147","Hombre","Completa","Pozo Almonte",226,2013,503637.136198814
"1148","Hombre","Completa","Pozo Almonte",226,2014,429888.2416116
"1149","Hombre","Completa","Pozo Almonte",226,2015,510339.621080861
"1150","Hombre","Completa","Providencia",228,2010,1244600.56012376
"1151","Hombre","Completa","Providencia",228,2011,1384478.63890445
"1152","Hombre","Completa","Providencia",228,2012,1700836.93199177
"1153","Hombre","Completa","Providencia",228,2013,1220680.73495531
"1154","Hombre","Completa","Providencia",228,2014,1480562.01790243
"1155","Hombre","Completa","Providencia",228,2015,1636984.68295448
"1156","Hombre","Completa","Puchuncaví",229,2010,389630.945390486
"1157","Hombre","Completa","Puchuncaví",229,2011,220196.653683346
"1158","Hombre","Completa","Puchuncaví",229,2012,436556.78701873
"1159","Hombre","Completa","Puchuncaví",229,2013,442872.28361336
"1160","Hombre","Completa","Pucón",230,2010,195519.5
"1161","Hombre","Completa","Pucón",230,2011,279727.272727273
"1162","Hombre","Completa","Pucón",230,2012,459625
"1163","Hombre","Completa","Pucón",230,2013,337399.363636364
"1164","Hombre","Completa","Pucón",230,2014,277222.222222222
"1165","Hombre","Completa","Pucón",230,2015,385000
"1166","Hombre","Completa","Pudahuel",231,2010,409614.540517022
"1167","Hombre","Completa","Pudahuel",231,2011,361641.735123402
"1168","Hombre","Completa","Pudahuel",231,2012,386006.475685017
"1169","Hombre","Completa","Pudahuel",231,2013,423656.743754139
"1170","Hombre","Completa","Pudahuel",231,2014,443826.048436733
"1171","Hombre","Completa","Pudahuel",231,2015,429546.745802334
"1172","Hombre","Completa","Puente Alto",232,2010,386728.796565081
"1173","Hombre","Completa","Puente Alto",232,2011,413067.604275067
"1174","Hombre","Completa","Puente Alto",232,2012,520958.781266636
"1175","Hombre","Completa","Puente Alto",232,2013,486235.265498995
"1176","Hombre","Completa","Puente Alto",232,2014,531866.195497067
"1177","Hombre","Completa","Puente Alto",232,2015,606110.577070353
"1178","Hombre","Completa","Puerto Montt",233,2010,439348.089550394
"1179","Hombre","Completa","Puerto Montt",233,2011,481927.823622588
"1180","Hombre","Completa","Puerto Montt",233,2012,582355.415267963
"1181","Hombre","Completa","Puerto Montt",233,2013,571064.459283609
"1182","Hombre","Completa","Puerto Montt",233,2014,626800.565425059
"1183","Hombre","Completa","Puerto Montt",233,2015,803974.084907915
"1184","Hombre","Completa","Puerto Octay",234,2010,343696.982129977
"1185","Hombre","Completa","Puerto Octay",234,2011,384923.329707031
"1186","Hombre","Completa","Puerto Octay",234,2012,325586.679006907
"1187","Hombre","Completa","Puerto Octay",234,2013,410787.213340179
"1188","Hombre","Completa","Puerto Octay",234,2014,658719.58012365
"1189","Hombre","Completa","Puerto Octay",234,2015,380815.736571327
"1190","Hombre","Completa","Puerto Varas",235,2010,317671.526548442
"1191","Hombre","Completa","Puerto Varas",235,2011,514212.864817517
"1192","Hombre","Completa","Puerto Varas",235,2012,915944.48260446
"1193","Hombre","Completa","Puerto Varas",235,2013,283646.851324689
"1194","Hombre","Completa","Puerto Varas",235,2014,748523.88677072
"1195","Hombre","Completa","Puerto Varas",235,2015,415001.222269697
"1196","Hombre","Completa","Pumanque",236,2010,180509.819273178
"1197","Hombre","Completa","Pumanque",236,2011,369413.808675403
"1198","Hombre","Completa","Pumanque",236,2012,277976.014661915
"1199","Hombre","Completa","Pumanque",236,2013,385243.761610686
"1200","Hombre","Completa","Pumanque",236,2014,207415.694929993
"1201","Hombre","Completa","Pumanque",236,2015,288362.912777463
"1202","Hombre","Completa","Punitaqui",237,2010,272172.797951358
"1203","Hombre","Completa","Punitaqui",237,2011,312665.721795852
"1204","Hombre","Completa","Punitaqui",237,2012,375475.886440792
"1205","Hombre","Completa","Punitaqui",237,2013,341256.936362151
"1206","Hombre","Completa","Punitaqui",237,2014,345478.079202578
"1207","Hombre","Completa","Punitaqui",237,2015,423838.428015521
"1208","Hombre","Completa","Punta Arenas",238,2010,802674.551360184
"1209","Hombre","Completa","Punta Arenas",238,2011,862389.046576123
"1210","Hombre","Completa","Punta Arenas",238,2012,786961.205759147
"1211","Hombre","Completa","Punta Arenas",238,2013,786043.157399353
"1212","Hombre","Completa","Punta Arenas",238,2014,745325.309490912
"1213","Hombre","Completa","Punta Arenas",238,2015,854420.903570499
"1214","Hombre","Completa","Puqueldón",239,2010,194178.216359985
"1215","Hombre","Completa","Puqueldón",239,2011,209071.854632629
"1216","Hombre","Completa","Puqueldón",239,2012,435455.219072165
"1217","Hombre","Completa","Puqueldón",239,2013,302187.855901217
"1218","Hombre","Completa","Puqueldón",239,2014,424206.155741877
"1219","Hombre","Completa","Puqueldón",239,2015,353428.949425703
"1220","Hombre","Completa","Purén",240,2010,191849.198449929
"1221","Hombre","Completa","Purén",240,2011,137174.667083363
"1222","Hombre","Completa","Purén",240,2012,149528.146496293
"1223","Hombre","Completa","Purén",240,2013,131533.819249887
"1224","Hombre","Completa","Purranque",241,2010,160421.629554375
"1225","Hombre","Completa","Purranque",241,2011,186412.817988913
"1226","Hombre","Completa","Purranque",241,2012,310363.156479949
"1227","Hombre","Completa","Purranque",241,2013,535981.064079119
"1228","Hombre","Completa","Purranque",241,2014,515029.683798319
"1229","Hombre","Completa","Purranque",241,2015,544581.725925946
"1230","Hombre","Completa","Putaendo",242,2010,249062.37430858
"1231","Hombre","Completa","Putaendo",242,2011,248580.319645365
"1232","Hombre","Completa","Putaendo",242,2012,303768.565382465
"1233","Hombre","Completa","Putaendo",242,2013,422324.65398777
"1234","Hombre","Completa","Putaendo",242,2014,437271.987249464
"1235","Hombre","Completa","Putaendo",242,2015,379397.70597167
"1236","Hombre","Completa","Putre",243,2010,166367.606035691
"1237","Hombre","Completa","Putre",243,2011,137038.634403989
"1238","Hombre","Completa","Putre",243,2012,174394.161652163
"1239","Hombre","Completa","Putre",243,2013,120543.067793562
"1240","Hombre","Completa","Putre",243,2014,172967.56047253
"1241","Hombre","Completa","Putre",243,2015,180076.593413938
"1242","Hombre","Completa","Puyehue",244,2010,213860.643672323
"1243","Hombre","Completa","Puyehue",244,2011,280192.342307039
"1244","Hombre","Completa","Puyehue",244,2012,247093.672019305
"1245","Hombre","Completa","Puyehue",244,2013,143456.212911347
"1246","Hombre","Completa","Puyehue",244,2014,216290.35564212
"1247","Hombre","Completa","Puyehue",244,2015,260883.421738505
"1248","Hombre","Completa","Quellón",246,2010,393382.974485905
"1249","Hombre","Completa","Quellón",246,2011,464438.151763429
"1250","Hombre","Completa","Quellón",246,2012,447306.411832794
"1251","Hombre","Completa","Quellón",246,2013,382206.428980776
"1252","Hombre","Completa","Quellón",246,2014,515587.001377368
"1253","Hombre","Completa","Quellón",246,2015,485686.85707205
"1254","Hombre","Completa","Quemchi",247,2010,212554.528578407
"1255","Hombre","Completa","Quilicura",249,2010,469093.647619633
"1256","Hombre","Completa","Quilicura",249,2011,468394.14097787
"1257","Hombre","Completa","Quilicura",249,2012,485315.633499022
"1258","Hombre","Completa","Quilicura",249,2013,584262.925265972
"1259","Hombre","Completa","Quilicura",249,2014,566766.147958835
"1260","Hombre","Completa","Quilicura",249,2015,589247.798269751
"1261","Hombre","Completa","Quillón",251,2010,171087.677640327
"1262","Hombre","Completa","Quillón",251,2011,251645.324449683
"1263","Hombre","Completa","Quillón",251,2012,263282.152061855
"1264","Hombre","Completa","Quillón",251,2013,324167.11240784
"1265","Hombre","Completa","Quillón",251,2014,246753.722107632
"1266","Hombre","Completa","Quillón",251,2015,382655.902824774
"1267","Hombre","Completa","Quillota",252,2010,287686.87833712
"1268","Hombre","Completa","Quillota",252,2011,345493.882411791
"1269","Hombre","Completa","Quillota",252,2012,407350.257401043
"1270","Hombre","Completa","Quillota",252,2013,470321.122504492
"1271","Hombre","Completa","Quillota",252,2014,507809.02878517
"1272","Hombre","Completa","Quillota",252,2015,534921.974003534
"1273","Hombre","Completa","Quilpue",NA,2010,493364.165324914
"1274","Hombre","Completa","Quilpue",NA,2011,454839.54193043
"1275","Hombre","Completa","Quilpue",NA,2012,593640.765826862
"1276","Hombre","Completa","Quilpué",253,2013,604035.181846445
"1277","Hombre","Completa","Quilpué",253,2014,593021.589441958
"1278","Hombre","Completa","Quilpué",253,2015,539137.760801542
"1279","Hombre","Completa","Quinta de Tilcoco",255,2010,293053.346771082
"1280","Hombre","Completa","Quinta de Tilcoco",255,2011,242507.99093666
"1281","Hombre","Completa","Quinta de Tilcoco",255,2012,275300.459961297
"1282","Hombre","Completa","Quinta de Tilcoco",255,2013,244473.823510426
"1283","Hombre","Completa","Quinta de Tilcoco",255,2014,347830.260168483
"1284","Hombre","Completa","Quinta de Tilcoco",255,2015,272783.603883449
