"","sex","geography_name","geography_id","year","ub_weighted_median"
"632","Hombre","La Serena",126,2012,439725
"633","Hombre","La Serena",126,2013,539410
"634","Hombre","La Serena",126,2014,500000
"635","Hombre","La Serena",126,2015,480130
"636","Hombre","La Unión",127,2010,200196
"637","Hombre","La Unión",127,2011,203604
"638","Hombre","La Unión",127,2012,268443
"639","Hombre","La Unión",127,2013,254939
"640","Hombre","La Unión",127,2014,275145
"641","Hombre","La Unión",127,2015,321585
"642","Hombre","Lago Ranco",128,2012,861000
"643","Hombre","Lago Ranco",128,2013,1100000
"644","Hombre","Lago Ranco",128,2014,630000
"645","Hombre","Lago Ranco",128,2015,371000
"646","Hombre","Lago Verde",129,2012,340663
"647","Hombre","Lago Verde",129,2013,551910
"648","Hombre","Lago Verde",129,2014,316984
"649","Hombre","Lago Verde",129,2015,482695
"650","Hombre","Laja",131,2010,309684
"651","Hombre","Laja",131,2011,490000
"652","Hombre","Laja",131,2012,305290
"653","Hombre","Laja",131,2013,399274
"654","Hombre","Laja",131,2014,600642
"655","Hombre","Laja",131,2015,483849
"656","Hombre","Lampa",346,2010,400000
"657","Hombre","Lampa",346,2011,350000
"658","Hombre","Lampa",346,2012,261173
"659","Hombre","Lampa",346,2013,278943
"660","Hombre","Lampa",346,2014,356476
"661","Hombre","Lampa",346,2015,358950
"662","Hombre","Lanco",132,2010,205363
"663","Hombre","Lanco",132,2011,214029
"664","Hombre","Lanco",132,2012,168819
"665","Hombre","Lanco",132,2013,290393
"666","Hombre","Lanco",132,2014,254626
"667","Hombre","Lanco",132,2015,301146
"668","Hombre","Las Cabras",133,2010,209191
"669","Hombre","Las Cabras",133,2011,235866
"670","Hombre","Las Cabras",133,2012,225000
"671","Hombre","Las Cabras",133,2013,290393
"672","Hombre","Las Cabras",133,2014,262710
"673","Hombre","Las Cabras",133,2015,301151
"674","Hombre","Las Condes",134,2010,1236750
"675","Hombre","Las Condes",134,2011,1604420
"676","Hombre","Las Condes",134,2012,1647397
"677","Hombre","Las Condes",134,2013,1374466
"678","Hombre","Las Condes",134,2014,1556051
"679","Hombre","Las Condes",134,2015,2000000
"680","Hombre","Lautaro",135,2010,221217
"681","Hombre","Lautaro",135,2011,233443
"682","Hombre","Lautaro",135,2012,236755
"683","Hombre","Lautaro",135,2013,398489
"684","Hombre","Lautaro",135,2014,402791
"685","Hombre","Lautaro",135,2015,450122
"686","Hombre","Lebu",136,2010,198069
"687","Hombre","Lebu",136,2011,189421
"688","Hombre","Lebu",136,2012,322591
"689","Hombre","Lebu",136,2013,300277
"690","Hombre","Lebu",136,2014,320000
"691","Hombre","Lebu",136,2015,279278
"692","Hombre","Licantén",137,2010,622922
"693","Hombre","Licantén",137,2011,200601
"694","Hombre","Licantén",137,2012,300000
"695","Hombre","Licantén",137,2013,336086
"696","Hombre","Licantén",137,2014,415250
"697","Hombre","Licantén",137,2015,600000
"698","Hombre","Limache",138,2010,303490
"699","Hombre","Limache",138,2011,230227
"700","Hombre","Limache",138,2012,289481
"701","Hombre","Limache",138,2013,309235
"702","Hombre","Limache",138,2014,374930
"703","Hombre","Limache",138,2015,393134
"704","Hombre","Linares",139,2010,217778
"705","Hombre","Linares",139,2011,200967
"706","Hombre","Linares",139,2012,250000
"707","Hombre","Linares",139,2013,255533
"708","Hombre","Linares",139,2014,299944
"709","Hombre","Linares",139,2015,322886
"710","Hombre","Litueche",140,2010,200000
"711","Hombre","Litueche",140,2011,210000
"712","Hombre","Litueche",140,2012,251128
"713","Hombre","Litueche",140,2013,252172
"714","Hombre","Litueche",140,2014,282572
"715","Hombre","Litueche",140,2015,383422
"716","Hombre","Llaillay",142,2010,250178
"717","Hombre","Llaillay",142,2011,372250
"718","Hombre","Llaillay",142,2012,498123
"719","Hombre","Llaillay",142,2013,438129
"720","Hombre","Llaillay",142,2014,425466
"721","Hombre","Llaillay",142,2015,360945
"722","Hombre","Llanquihue",141,2010,299795
"723","Hombre","Llanquihue",141,2011,290025
"724","Hombre","Llanquihue",141,2012,357328
"725","Hombre","Llanquihue",141,2013,393758
"726","Hombre","Llanquihue",141,2014,323058
"727","Hombre","Llanquihue",141,2015,510000
"728","Hombre","Lo Barnechea",143,2010,1300000
"729","Hombre","Lo Barnechea",143,2011,3163920
"730","Hombre","Lo Barnechea",143,2012,1800000
"731","Hombre","Lo Barnechea",143,2013,2353488
"732","Hombre","Lo Barnechea",143,2014,2455327
"733","Hombre","Lo Barnechea",143,2015,2037807
"734","Hombre","Lo Espejo",144,2010,245160
"735","Hombre","Lo Espejo",144,2011,289073
"736","Hombre","Lo Espejo",144,2012,287042
"737","Hombre","Lo Espejo",144,2013,336401
"738","Hombre","Lo Espejo",144,2014,350000
"739","Hombre","Lo Espejo",144,2015,352070
"740","Hombre","Lo Prado",145,2010,345540
"741","Hombre","Lo Prado",145,2011,419895
"742","Hombre","Lo Prado",145,2012,400000
"743","Hombre","Lo Prado",145,2013,449766
"744","Hombre","Lo Prado",145,2014,391431
"745","Hombre","Lo Prado",145,2015,392963
"746","Hombre","Lolol",146,2010,250245
"747","Hombre","Lolol",146,2011,251208
"748","Hombre","Lolol",146,2012,618457
"749","Hombre","Lolol",146,2013,600813
"750","Hombre","Lolol",146,2014,542092
"751","Hombre","Lolol",146,2015,702852
"752","Hombre","Loncoche",147,2010,172436
"753","Hombre","Loncoche",147,2011,100300
"754","Hombre","Loncoche",147,2012,113500
"755","Hombre","Loncoche",147,2013,188417
"756","Hombre","Loncoche",147,2014,233067
"757","Hombre","Loncoche",147,2015,193893
"758","Hombre","Longaví",148,2010,150136
"759","Hombre","Longaví",148,2011,179878
"760","Hombre","Longaví",148,2012,192828
"761","Hombre","Longaví",148,2013,227770
"762","Hombre","Longaví",148,2014,227345
"763","Hombre","Longaví",148,2015,280000
"764","Hombre","Lonquimay",149,2010,550538
"765","Hombre","Lonquimay",149,2011,697763
"766","Hombre","Lonquimay",149,2012,130093
"767","Hombre","Lonquimay",149,2013,250000
"768","Hombre","Lonquimay",149,2014,160253
"769","Hombre","Lonquimay",149,2015,257043
"770","Hombre","Los Álamos",150,2010,299826
"771","Hombre","Los Álamos",150,2011,313498
"772","Hombre","Los Álamos",150,2012,290866
"773","Hombre","Los Álamos",150,2013,338716
"774","Hombre","Los Álamos",150,2014,324689
"775","Hombre","Los Álamos",150,2015,360587
"776","Hombre","Los Andes",151,2010,419013
"777","Hombre","Los Andes",151,2011,396703
"778","Hombre","Los Andes",151,2012,401804
"779","Hombre","Los Andes",151,2013,400304
"780","Hombre","Los Andes",151,2014,484324
"781","Hombre","Los Andes",151,2015,500000
"782","Hombre","Los Ángeles",152,2010,228617
"783","Hombre","Los Ángeles",152,2011,251208
"784","Hombre","Los Ángeles",152,2012,261428
"785","Hombre","Los Ángeles",152,2013,288228
"786","Hombre","Los Ángeles",152,2014,328002
"787","Hombre","Los Ángeles",152,2015,369861
"788","Hombre","Los Lagos",153,2010,267033
"789","Hombre","Los Lagos",153,2011,223462
"790","Hombre","Los Lagos",153,2012,342830
"791","Hombre","Los Lagos",153,2013,350474
"792","Hombre","Los Lagos",153,2014,404169
"793","Hombre","Los Lagos",153,2015,451834
"794","Hombre","Los Muermos",154,2010,559832
"795","Hombre","Los Muermos",154,2011,600000
"796","Hombre","Los Muermos",154,2012,770116
"797","Hombre","Los Muermos",154,2013,350000
"798","Hombre","Los Muermos",154,2014,345478
"799","Hombre","Los Muermos",154,2015,388598
"800","Hombre","Los Sauces",155,2010,112110
"801","Hombre","Los Sauces",155,2011,188374
"802","Hombre","Los Sauces",155,2012,101715
"803","Hombre","Los Sauces",155,2013,126914
"804","Hombre","Los Sauces",155,2014,219959
"805","Hombre","Los Sauces",155,2015,112771
"806","Hombre","Los Vilos",156,2010,266060
"807","Hombre","Los Vilos",156,2011,279105
"808","Hombre","Los Vilos",156,2012,321443
"809","Hombre","Los Vilos",156,2013,380436
"810","Hombre","Los Vilos",156,2014,369931
"811","Hombre","Los Vilos",156,2015,282993
"812","Hombre","Lota",157,2010,231306
"813","Hombre","Lota",157,2011,251208
"814","Hombre","Lota",157,2012,284361
"815","Hombre","Lota",157,2013,300000
"816","Hombre","Lota",157,2014,330145
"817","Hombre","Lota",157,2015,349192
"818","Hombre","Lumaco",158,2010,180000
"819","Hombre","Lumaco",158,2014,424377
"820","Hombre","Lumaco",158,2015,281141
"821","Hombre","Machalí",159,2010,315838
"822","Hombre","Machalí",159,2011,299574
"823","Hombre","Macul",160,2010,350343
"824","Hombre","Macul",160,2011,393895
"825","Hombre","Macul",160,2012,448758
"826","Hombre","Macul",160,2013,557755
"827","Hombre","Macul",160,2014,608347
"828","Hombre","Macul",160,2015,695824
"829","Hombre","Máfil",161,2010,296269
"830","Hombre","Máfil",161,2011,420472
"831","Hombre","Máfil",161,2012,462586
"832","Hombre","Máfil",161,2013,270433
"833","Hombre","Máfil",161,2014,404169
"834","Hombre","Máfil",161,2015,526315
"835","Hombre","Maipú",162,2010,300294
"836","Hombre","Maipú",162,2011,375004
"837","Hombre","Maipú",162,2012,401830
"838","Hombre","Maipú",162,2013,490664
"839","Hombre","Maipú",162,2014,452461
"840","Hombre","Maipú",162,2015,500135
"841","Hombre","Malloa",163,2010,230225
"842","Hombre","Malloa",163,2011,401933
"843","Hombre","Malloa",163,2012,372080
"844","Hombre","Marchihue",164,2010,240554
"845","Hombre","Marchihue",164,2011,231101
"846","Hombre","Marchihue",164,2012,247406
"847","Hombre","Marchihue",164,2013,298867
"848","Hombre","Marchihue",164,2014,299967
"849","Hombre","Marchihue",164,2015,350015
"850","Hombre","María Elena",165,2010,505425
"851","Hombre","María Pinto",166,2010,211206
"852","Hombre","María Pinto",166,2011,305469
"853","Hombre","María Pinto",166,2012,226460
"854","Hombre","María Pinto",166,2013,480651
"855","Hombre","María Pinto",166,2014,588395
"856","Hombre","María Pinto",166,2015,537180
"857","Hombre","Mariquina",167,2010,190186
"858","Hombre","Mariquina",167,2011,231827
"859","Hombre","Mariquina",167,2012,245856
"860","Hombre","Mariquina",167,2013,314700
"861","Hombre","Mariquina",167,2014,464794
"862","Hombre","Mariquina",167,2015,241982
"863","Hombre","Maule",168,2010,202298
"864","Hombre","Maule",168,2011,270000
"865","Hombre","Maullín",169,2010,124572
"866","Hombre","Maullín",169,2011,375645
"867","Hombre","Maullín",169,2012,266640
"868","Hombre","Maullín",169,2013,326828
"869","Hombre","Maullín",169,2014,301911
"870","Hombre","Maullín",169,2015,243297
"871","Hombre","Mejillones",170,2010,401765
"872","Hombre","Mejillones",170,2011,539158
"873","Hombre","Mejillones",170,2012,518079
"874","Hombre","Mejillones",170,2013,575265
"875","Hombre","Mejillones",170,2014,647171
"876","Hombre","Mejillones",170,2015,700189
"877","Hombre","Melipilla",172,2010,200070
"878","Hombre","Melipilla",172,2011,239233
"879","Hombre","Melipilla",172,2012,270655
"880","Hombre","Melipilla",172,2013,300000
"881","Hombre","Melipilla",172,2014,320000
"882","Hombre","Melipilla",172,2015,441569
"883","Hombre","Molina",173,2010,229910
"884","Hombre","Molina",173,2011,217165
"885","Hombre","Molina",173,2012,250272
"886","Hombre","Molina",173,2013,384157
"887","Hombre","Molina",173,2014,303065
"888","Hombre","Molina",173,2015,371021
"889","Hombre","Monte Patria",174,2010,203321
"890","Hombre","Monte Patria",174,2011,229195
"891","Hombre","Monte Patria",174,2012,300274
"892","Hombre","Monte Patria",174,2013,309552
"893","Hombre","Monte Patria",174,2014,328596
"894","Hombre","Monte Patria",174,2015,294150
"895","Hombre","Mostazal",175,2012,331488
"896","Hombre","Mostazal",175,2013,398489
"897","Hombre","Mostazal",175,2014,279947
"898","Hombre","Mostazal",175,2015,480130
"899","Hombre","Mulchén",176,2010,224623
"900","Hombre","Mulchén",176,2011,416071
"901","Hombre","Mulchén",176,2012,327671
"902","Hombre","Mulchén",176,2013,439188
"903","Hombre","Mulchén",176,2014,306041
"904","Hombre","Mulchén",176,2015,336126
"905","Hombre","Nacimiento",177,2010,321355
"906","Hombre","Nacimiento",177,2011,487803
"907","Hombre","Nacimiento",177,2012,502255
"908","Hombre","Nacimiento",177,2013,575452
"909","Hombre","Nacimiento",177,2014,404169
"910","Hombre","Nacimiento",177,2015,441477
"911","Hombre","Nancagua",178,2010,325074
"912","Hombre","Nancagua",178,2011,502417
"913","Hombre","Nancagua",178,2012,323274
"914","Hombre","Nancagua",178,2013,650881
"915","Hombre","Nancagua",178,2014,340567
"916","Hombre","Nancagua",178,2015,300865
"917","Hombre","Natales",179,2010,484281
"918","Hombre","Natales",179,2011,349381
"919","Hombre","Natales",179,2012,397678
"920","Hombre","Natales",179,2013,406065
"921","Hombre","Natales",179,2014,509567
"922","Hombre","Natales",179,2015,587384
"923","Hombre","Navidad",180,2010,220215
"924","Hombre","Navidad",180,2011,377821
"925","Hombre","Navidad",180,2012,378351
"926","Hombre","Navidad",180,2013,376510
"927","Hombre","Navidad",180,2014,404169
"928","Hombre","Navidad",180,2015,448161
"929","Hombre","Negrete",181,2010,195000
"930","Hombre","Negrete",181,2011,200000
"931","Hombre","Negrete",181,2012,550000
"932","Hombre","Negrete",181,2013,254000
"933","Hombre","Negrete",181,2014,245000
"934","Hombre","Negrete",181,2015,426012
"935","Hombre","Ninhue",182,2010,199863
"936","Hombre","Ninhue",182,2011,274121
"937","Hombre","Ninhue",182,2012,226015
"938","Hombre","Ninhue",182,2013,498112
"939","Hombre","Nogales",183,2010,550000
"940","Hombre","Nogales",183,2011,500000
"941","Hombre","Nogales",183,2012,945375
"942","Hombre","Nogales",183,2013,470000
"943","Hombre","Nogales",183,2014,333000
"944","Hombre","Nogales",183,2015,442000
"945","Hombre","Nueva Imperial",184,2010,400391
"946","Hombre","Nueva Imperial",184,2011,422030
"947","Hombre","Nueva Imperial",184,2012,636580
"948","Hombre","Nueva Imperial",184,2013,460624
"949","Hombre","Nueva Imperial",184,2014,757817
"950","Hombre","Nueva Imperial",184,2015,427680
"951","Hombre","Ñuñoa",186,2010,975582
"952","Hombre","Ñuñoa",186,2011,401933
"953","Hombre","Ñuñoa",186,2012,1000000
"954","Hombre","Ñuñoa",186,2013,1397397
"955","Hombre","Ñuñoa",186,2014,1068984
"956","Hombre","Ñuñoa",186,2015,1259194
"957","Hombre","Olivar",188,2010,249829
"958","Hombre","Olivar",188,2011,398721
"959","Hombre","Olivar",188,2012,452030
"960","Hombre","Olivar",188,2013,398489
"961","Hombre","Olivar",188,2014,1499719
"962","Hombre","Olivar",188,2015,378480
"963","Hombre","Olmué",190,2010,259618
"964","Hombre","Olmué",190,2011,306909
"965","Hombre","Olmué",190,2012,326042
"966","Hombre","Olmué",190,2013,300407
"967","Hombre","Olmué",190,2014,454690
"968","Hombre","Olmué",190,2015,451834
"969","Hombre","Osorno",191,2010,279809
"970","Hombre","Osorno",191,2011,299041
"971","Hombre","Osorno",191,2012,290687
"972","Hombre","Osorno",191,2013,350000
"973","Hombre","Osorno",191,2014,322525
"974","Hombre","Osorno",191,2015,386443
"975","Hombre","Ovalle",192,2010,249829
"976","Hombre","Ovalle",192,2011,249360
"977","Hombre","Ovalle",192,2012,272526
"978","Hombre","Ovalle",192,2013,328754
"979","Hombre","Ovalle",192,2014,303127
"980","Hombre","Ovalle",192,2015,300680
"981","Hombre","Padre Hurtado",193,2010,249829
"982","Hombre","Padre Hurtado",193,2011,290276
"983","Hombre","Padre Hurtado",193,2012,301686
"984","Hombre","Padre Hurtado",193,2013,318260
"985","Hombre","Padre Hurtado",193,2014,444917
"986","Hombre","Padre Hurtado",193,2015,401403
"987","Hombre","Padre Las Casas",194,2010,300154
"988","Hombre","Padre Las Casas",194,2011,311921
"989","Hombre","Padre Las Casas",194,2012,353316
"990","Hombre","Padre Las Casas",194,2013,305795
"991","Hombre","Padre Las Casas",194,2014,329058
"992","Hombre","Padre Las Casas",194,2015,331716
"993","Hombre","Paiguano",195,2010,300000
"994","Hombre","Paiguano",195,2011,502417
"995","Hombre","Paiguano",195,2012,523929
"996","Hombre","Paiguano",195,2013,440596
"997","Hombre","Paiguano",195,2014,261948
"998","Hombre","Paiguano",195,2015,301222
"999","Hombre","Paillaco",196,2010,193771
"1000","Hombre","Paillaco",196,2011,348281
"1001","Hombre","Paillaco",196,2012,300867
"1002","Hombre","Paillaco",196,2013,350000
"1003","Hombre","Paillaco",196,2014,255178
"1004","Hombre","Paillaco",196,2015,423929
"1005","Hombre","Paine",197,2010,261203
"1006","Hombre","Paine",197,2011,351897
"1007","Hombre","Paine",197,2012,262394
"1008","Hombre","Paine",197,2013,350000
"1009","Hombre","Paine",197,2014,352857
"1010","Hombre","Paine",197,2015,355424
"1011","Hombre","Palmilla",199,2010,225684
"1012","Hombre","Palmilla",199,2011,266911
"1013","Hombre","Palmilla",199,2012,228110
"1014","Hombre","Palmilla",199,2013,267109
"1015","Hombre","Palmilla",199,2014,300000
"1016","Hombre","Palmilla",199,2015,301209
"1017","Hombre","Panguipulli",200,2010,263704
"1018","Hombre","Panguipulli",200,2011,292895
"1019","Hombre","Panguipulli",200,2012,256330
"1020","Hombre","Panguipulli",200,2013,300381
"1021","Hombre","Panguipulli",200,2014,300931
"1022","Hombre","Panguipulli",200,2015,360312
"1023","Hombre","Panquehue",201,2010,242237
"1024","Hombre","Panquehue",201,2011,271305
"1025","Hombre","Panquehue",201,2012,673766
"1026","Hombre","Panquehue",201,2013,784888
"1027","Hombre","Panquehue",201,2014,366278
"1028","Hombre","Panquehue",201,2015,602445
"1029","Hombre","Papudo",202,2010,652638
"1030","Hombre","Papudo",202,2011,844060
"1031","Hombre","Papudo",202,2012,844722
"1032","Hombre","Papudo",202,2013,580786
"1033","Hombre","Papudo",202,2014,669784
"1034","Hombre","Papudo",202,2015,2409403
"1035","Hombre","Paredones",203,2010,189893
"1036","Hombre","Paredones",203,2011,200000
"1037","Hombre","Paredones",203,2012,214670
"1038","Hombre","Paredones",203,2013,240199
"1039","Hombre","Paredones",203,2014,323335
"1040","Hombre","Paredones",203,2015,307613
"1041","Hombre","Parral",204,2010,174912
"1042","Hombre","Parral",204,2011,187120
"1043","Hombre","Parral",204,2012,211180
"1044","Hombre","Parral",204,2013,235674
"1045","Hombre","Parral",204,2014,290515
"1046","Hombre","Parral",204,2015,301222
"1047","Hombre","Pedro Aguirre Cerda",205,2010,273662
"1048","Hombre","Pedro Aguirre Cerda",205,2011,336618
"1049","Hombre","Pedro Aguirre Cerda",205,2012,401804
"1050","Hombre","Pedro Aguirre Cerda",205,2013,649045
"1051","Hombre","Pedro Aguirre Cerda",205,2014,300966
"1052","Hombre","Pedro Aguirre Cerda",205,2015,400379
"1053","Hombre","Pelarco",206,2010,412403
"1054","Hombre","Pelarco",206,2011,241160
"1055","Hombre","Pelluhue",207,2010,200000
"1056","Hombre","Pelluhue",207,2011,291391
"1057","Hombre","Pelluhue",207,2012,200902
"1058","Hombre","Pelluhue",207,2013,299462
"1059","Hombre","Pelluhue",207,2014,373500
"1060","Hombre","Pelluhue",207,2015,204055
"1061","Hombre","Pemuco",208,2014,269949
"1062","Hombre","Pemuco",208,2015,346094
"1063","Hombre","Peñaflor",211,2010,249985
"1064","Hombre","Peñaflor",211,2011,287809
"1065","Hombre","Peñaflor",211,2012,391534
"1066","Hombre","Peñaflor",211,2013,407403
"1067","Hombre","Peñaflor",211,2014,382625
"1068","Hombre","Peñaflor",211,2015,400999
"1069","Hombre","Peñalolén",212,2010,299795
"1070","Hombre","Peñalolén",212,2011,526475
"1071","Hombre","Peñalolén",212,2012,452038
"1072","Hombre","Peñalolén",212,2013,500678
"1073","Hombre","Peñalolén",212,2014,527393
"1074","Hombre","Peñalolén",212,2015,485134
"1075","Hombre","Pencahue",209,2010,299795
"1076","Hombre","Pencahue",209,2011,306841
"1077","Hombre","Pencahue",209,2012,326466
"1078","Hombre","Pencahue",209,2013,398489
"1079","Hombre","Pencahue",209,2014,323939
"1080","Hombre","Pencahue",209,2015,433617
"1081","Hombre","Penco",210,2010,265158
"1082","Hombre","Penco",210,2011,393316
"1083","Hombre","Penco",210,2012,300710
"1084","Hombre","Penco",210,2013,323773
"1085","Hombre","Penco",210,2014,400000
"1086","Hombre","Penco",210,2015,481210
"1087","Hombre","Peralillo",213,2010,295962
"1088","Hombre","Peralillo",213,2011,425940
"1089","Hombre","Peralillo",213,2012,286387
"1090","Hombre","Peralillo",213,2013,400000
"1091","Hombre","Peralillo",213,2014,320000
"1092","Hombre","Peralillo",213,2015,350000
"1093","Hombre","Petorca",215,2010,284805
"1094","Hombre","Petorca",215,2011,276987
"1095","Hombre","Petorca",215,2012,404315
"1096","Hombre","Petorca",215,2013,388527
"1097","Hombre","Petorca",215,2014,249953
"1098","Hombre","Petorca",215,2015,300081
"1099","Hombre","Peumo",216,2010,335112
"1100","Hombre","Peumo",216,2011,277010
"1101","Hombre","Peumo",216,2012,301353
"1102","Hombre","Peumo",216,2013,304097
"1103","Hombre","Pica",217,2010,212770
"1104","Hombre","Pica",217,2011,366756
"1105","Hombre","Pica",217,2012,301495
"1106","Hombre","Pica",217,2013,532381
"1107","Hombre","Pica",217,2014,454690
"1108","Hombre","Pica",217,2015,592868
"1109","Hombre","Pichidegua",218,2010,198780
"1110","Hombre","Pichidegua",218,2011,277647
"1111","Hombre","Pichidegua",218,2012,232896
"1112","Hombre","Pichidegua",218,2013,423743
"1113","Hombre","Pichidegua",218,2014,404169
"1114","Hombre","Pichidegua",218,2015,502037
"1115","Hombre","Pichilemu",219,2010,202259
"1116","Hombre","Pichilemu",219,2011,231314
"1117","Hombre","Pichilemu",219,2012,269242
"1118","Hombre","Pichilemu",219,2013,269485
"1119","Hombre","Pichilemu",219,2014,340304
"1120","Hombre","Pichilemu",219,2015,400108
"1121","Hombre","Pinto",220,2010,285279
"1122","Hombre","Pirque",221,2010,286781
"1123","Hombre","Pirque",221,2011,309307
"1124","Hombre","Pirque",221,2012,667037
"1125","Hombre","Pirque",221,2013,615000
"1126","Hombre","Pirque",221,2014,755000
"1127","Hombre","Pirque",221,2015,1000000
"1128","Hombre","Pitrufquén",222,2010,199862
"1129","Hombre","Pitrufquén",222,2011,210444
"1130","Hombre","Pitrufquén",222,2012,261173
"1131","Hombre","Pitrufquén",222,2013,338716
"1132","Hombre","Placilla",223,2010,209896
"1133","Hombre","Placilla",223,2011,227210
"1134","Hombre","Placilla",223,2012,226768
"1135","Hombre","Placilla",223,2013,292658
"1136","Hombre","Placilla",223,2014,254700
"1137","Hombre","Placilla",223,2015,324976
"1138","Hombre","Porvenir",225,2010,500000
"1139","Hombre","Porvenir",225,2011,370000
"1140","Hombre","Porvenir",225,2012,540000
"1141","Hombre","Porvenir",225,2013,1100000
"1142","Hombre","Porvenir",225,2014,800000
"1143","Hombre","Porvenir",225,2015,650477
"1144","Hombre","Pozo Almonte",226,2010,479672
"1145","Hombre","Pozo Almonte",226,2011,398925
"1146","Hombre","Pozo Almonte",226,2012,546871
"1147","Hombre","Pozo Almonte",226,2013,411056
"1148","Hombre","Pozo Almonte",226,2014,424377
"1149","Hombre","Pozo Almonte",226,2015,502037
"1150","Hombre","Providencia",228,2010,1199610
"1151","Hombre","Providencia",228,2011,1495205
"1152","Hombre","Providencia",228,2012,1714131
"1153","Hombre","Providencia",228,2013,1166778
"1154","Hombre","Providencia",228,2014,1137929
"1155","Hombre","Providencia",228,2015,1800000
"1156","Hombre","Puchuncaví",229,2010,515504
"1157","Hombre","Puchuncaví",229,2011,278942
"1158","Hombre","Puchuncaví",229,2012,573204
"1159","Hombre","Puchuncaví",229,2013,527289
"1160","Hombre","Pucón",230,2010,200000
"1161","Hombre","Pucón",230,2011,260000
"1162","Hombre","Pucón",230,2012,620000
"1163","Hombre","Pucón",230,2013,467983
"1164","Hombre","Pucón",230,2014,350000
"1165","Hombre","Pucón",230,2015,519000
"1166","Hombre","Pudahuel",231,2010,296246
"1167","Hombre","Pudahuel",231,2011,341322
"1168","Hombre","Pudahuel",231,2012,401804
"1169","Hombre","Pudahuel",231,2013,351431
"1170","Hombre","Pudahuel",231,2014,399925
"1171","Hombre","Pudahuel",231,2015,400199
"1172","Hombre","Puente Alto",232,2010,300294
"1173","Hombre","Puente Alto",232,2011,332104
"1174","Hombre","Puente Alto",232,2012,402248
"1175","Hombre","Puente Alto",232,2013,400285
"1176","Hombre","Puente Alto",232,2014,439917
"1177","Hombre","Puente Alto",232,2015,501083
"1178","Hombre","Puerto Montt",233,2010,296651
"1179","Hombre","Puerto Montt",233,2011,348881
"1180","Hombre","Puerto Montt",233,2012,402037
"1181","Hombre","Puerto Montt",233,2013,398489
"1182","Hombre","Puerto Montt",233,2014,480196
"1183","Hombre","Puerto Montt",233,2015,526274
"1184","Hombre","Puerto Octay",234,2010,249829
"1185","Hombre","Puerto Octay",234,2011,361429
"1186","Hombre","Puerto Octay",234,2012,330129
"1187","Hombre","Puerto Octay",234,2013,300000
"1188","Hombre","Puerto Octay",234,2014,325815
"1189","Hombre","Puerto Octay",234,2015,370652
"1190","Hombre","Puerto Varas",235,2010,419510
"1191","Hombre","Puerto Varas",235,2011,388370
"1192","Hombre","Puerto Varas",235,2012,300254
"1193","Hombre","Puerto Varas",235,2013,280000
"1194","Hombre","Puerto Varas",235,2014,586045
"1195","Hombre","Puerto Varas",235,2015,512078
"1196","Hombre","Pumanque",236,2010,200196
"1197","Hombre","Pumanque",236,2011,295421
"1198","Hombre","Pumanque",236,2012,301686
"1199","Hombre","Pumanque",236,2013,500678
"1200","Hombre","Pumanque",236,2014,223448
"1201","Hombre","Pumanque",236,2015,301222
"1202","Hombre","Punitaqui",237,2010,254734
"1203","Hombre","Punitaqui",237,2011,398721
"1204","Hombre","Punitaqui",237,2012,456946
"1205","Hombre","Punitaqui",237,2013,420923
"1206","Hombre","Punitaqui",237,2014,465439
"1207","Hombre","Punitaqui",237,2015,451697
"1208","Hombre","Punta Arenas",238,2010,481098
"1209","Hombre","Punta Arenas",238,2011,536038
"1210","Hombre","Punta Arenas",238,2012,502713
"1211","Hombre","Punta Arenas",238,2013,539182
"1212","Hombre","Punta Arenas",238,2014,518079
"1213","Hombre","Punta Arenas",238,2015,601148
"1214","Hombre","Puqueldón",239,2010,219900
"1215","Hombre","Puqueldón",239,2011,224281
"1216","Hombre","Puqueldón",239,2012,329103
"1217","Hombre","Puqueldón",239,2013,298867
"1218","Hombre","Puqueldón",239,2014,394926
"1219","Hombre","Puqueldón",239,2015,350095
"1220","Hombre","Purén",240,2010,171586
"1221","Hombre","Purén",240,2011,192003
"1222","Hombre","Purén",240,2012,281574
"1223","Hombre","Purén",240,2013,210285
"1224","Hombre","Purranque",241,2010,190744
"1225","Hombre","Purranque",241,2011,231258
"1226","Hombre","Purranque",241,2012,251128
"1227","Hombre","Purranque",241,2013,418414
"1228","Hombre","Purranque",241,2014,409316
"1229","Hombre","Purranque",241,2015,604566
"1230","Hombre","Putaendo",242,2010,230341
"1231","Hombre","Putaendo",242,2011,252314
"1232","Hombre","Putaendo",242,2012,328897
"1233","Hombre","Putaendo",242,2013,498112
"1234","Hombre","Putaendo",242,2014,404169
"1235","Hombre","Putaendo",242,2015,401273
"1236","Hombre","Putre",243,2010,183015
"1237","Hombre","Putre",243,2011,228600
"1238","Hombre","Putre",243,2012,251405
"1239","Hombre","Putre",243,2013,179320
"1240","Hombre","Putre",243,2014,214960
"1241","Hombre","Putre",243,2015,330089
"1242","Hombre","Puyehue",244,2010,199863
"1243","Hombre","Puyehue",244,2011,234244
"1244","Hombre","Puyehue",244,2012,191059
"1245","Hombre","Puyehue",244,2013,179320
"1246","Hombre","Puyehue",244,2014,251233
"1247","Hombre","Puyehue",244,2015,336800
"1248","Hombre","Quellón",246,2010,303326
"1249","Hombre","Quellón",246,2011,331881
"1250","Hombre","Quellón",246,2012,347619
"1251","Hombre","Quellón",246,2013,329762
