"","sex","work_day","geography_name","geography_id","year","weighted_mean"
"380","Hombre","Parcial","Chiloé","p102",2013,145148.759832412
"381","Hombre","Parcial","Chiloé","p102",2014,241798.061930736
"382","Hombre","Parcial","Chiloé","p102",2015,256805.346569499
"383","Hombre","Parcial","Choapa","p42",2010,138548.047577409
"384","Hombre","Parcial","Choapa","p42",2011,145599.066882031
"385","Hombre","Parcial","Choapa","p42",2012,237952.26210542
"386","Hombre","Parcial","Choapa","p42",2013,258031.235752224
"387","Hombre","Parcial","Choapa","p42",2014,178871.372971769
"388","Hombre","Parcial","Choapa","p42",2015,226223.03158671
"389","Hombre","Parcial","Colchagua","p63",2010,154059.374883147
"390","Hombre","Parcial","Colchagua","p63",2011,117731.083018714
"391","Hombre","Parcial","Colchagua","p63",2012,267505.066950961
"392","Hombre","Parcial","Colchagua","p63",2013,276790.582762217
"393","Hombre","Parcial","Colchagua","p63",2014,251809.846839951
"394","Hombre","Parcial","Colchagua","p63",2015,140906.854929996
"395","Hombre","Parcial","Concepción","p81",2010,166617.458188287
"396","Hombre","Parcial","Concepción","p81",2011,142678.453021864
"397","Hombre","Parcial","Concepción","p81",2012,142885.17284307
"398","Hombre","Parcial","Concepción","p81",2013,199114.810570468
"399","Hombre","Parcial","Concepción","p81",2014,219753.027325919
"400","Hombre","Parcial","Concepción","p81",2015,220305.097425873
"401","Hombre","Parcial","Copiapó","p31",2010,305937.867406019
"402","Hombre","Parcial","Copiapó","p31",2011,141104.575970274
"403","Hombre","Parcial","Copiapó","p31",2012,185442.334760701
"404","Hombre","Parcial","Copiapó","p31",2013,242674.675482698
"405","Hombre","Parcial","Copiapó","p31",2014,273512.908416616
"406","Hombre","Parcial","Copiapó","p31",2015,296812.375785773
"407","Hombre","Parcial","Cordillera","p152",2010,304541.330322252
"408","Hombre","Parcial","Cordillera","p152",2011,268280.381306599
"409","Hombre","Parcial","Cordillera","p152",2012,367058.379013711
"410","Hombre","Parcial","Cordillera","p152",2013,282154.783227997
"411","Hombre","Parcial","Cordillera","p152",2014,238442.654376354
"412","Hombre","Parcial","Cordillera","p152",2015,207986.015969044
"413","Hombre","Parcial","Coyhaique","p111",2010,329257.061295573
"414","Hombre","Parcial","Coyhaique","p111",2011,327036.592781271
"415","Hombre","Parcial","Coyhaique","p111",2012,327857.875655075
"416","Hombre","Parcial","Coyhaique","p111",2013,301510.104266646
"417","Hombre","Parcial","Coyhaique","p111",2014,406483.746622716
"418","Hombre","Parcial","Coyhaique","p111",2015,386830.83174155
"419","Hombre","Parcial","Curicó","p73",2010,140100.316416976
"420","Hombre","Parcial","Curicó","p73",2011,167307.318678901
"421","Hombre","Parcial","Curicó","p73",2012,160035.793474835
"422","Hombre","Parcial","Curicó","p73",2013,196474.17270714
"423","Hombre","Parcial","Curicó","p73",2014,373181.316170612
"424","Hombre","Parcial","Curicó","p73",2015,364929.521415919
"425","Hombre","Parcial","El Loa","p22",2010,118334.56016821
"426","Hombre","Parcial","El Loa","p22",2011,167200.700601123
"427","Hombre","Parcial","El Loa","p22",2012,309101.783252157
"428","Hombre","Parcial","El Loa","p22",2013,488801.151423015
"429","Hombre","Parcial","El Loa","p22",2014,469000.364130037
"430","Hombre","Parcial","El Loa","p22",2015,347967.663626543
"431","Hombre","Parcial","Elqui","p41",2010,170916.905705652
"432","Hombre","Parcial","Elqui","p41",2011,145714.18724985
"433","Hombre","Parcial","Elqui","p41",2012,267966.182881018
"434","Hombre","Parcial","Elqui","p41",2013,166324.632819889
"435","Hombre","Parcial","Elqui","p41",2014,248328.748551969
"436","Hombre","Parcial","Elqui","p41",2015,231555.677685248
"437","Hombre","Parcial","General Carrera","p114",2010,142437.459162489
"438","Hombre","Parcial","General Carrera","p114",2011,354672.619701475
"439","Hombre","Parcial","General Carrera","p114",2012,417332.749723552
"440","Hombre","Parcial","General Carrera","p114",2013,375508.359692726
"441","Hombre","Parcial","General Carrera","p114",2014,315110.385074553
"442","Hombre","Parcial","General Carrera","p114",2015,437917.144791924
"443","Hombre","Parcial","Huasco","p33",2010,296399.34897767
"444","Hombre","Parcial","Huasco","p33",2011,222210.091755303
"445","Hombre","Parcial","Huasco","p33",2012,199495.701466462
