"","sex","geography_name","geography_id","year","weighted_median"
"206","Hombre","Ñuble","p84",2012,251405.270917803
"207","Hombre","Ñuble","p84",2013,250338.906461818
"208","Hombre","Ñuble","p84",2014,266908.990947321
"209","Hombre","Ñuble","p84",2015,338836.529367643
"210","Hombre","Osorno","p103",2010,200195.73302016
"211","Hombre","Osorno","p103",2011,226808.289771761
"212","Hombre","Osorno","p103",2012,237888.794289451
"213","Hombre","Osorno","p103",2013,281637.49530911
"214","Hombre","Osorno","p103",2014,299943.746484155
"215","Hombre","Osorno","p103",2015,350000
"216","Hombre","Parinacota","p152",2010,115251.691294496
"217","Hombre","Parinacota","p152",2011,134921.470309922
"218","Hombre","Parinacota","p152",2012,115477.853916902
"219","Hombre","Parinacota","p152",2013,140746.036626042
"220","Hombre","Parinacota","p152",2014,95166.5161131495
"221","Hombre","Parinacota","p152",2015,157260.851458442
"222","Hombre","Petorca","p54",2010,204128.004873148
"223","Hombre","Petorca","p54",2011,299489.722823422
"224","Hombre","Petorca","p54",2012,300000
"225","Hombre","Petorca","p54",2013,283330.310815597
"226","Hombre","Petorca","p54",2014,299961.286345676
"227","Hombre","Petorca","p54",2015,301797.142747978
"228","Hombre","Quillota","p55",2010,199863.214460186
"229","Hombre","Quillota","p55",2011,203725.556368113
"230","Hombre","Quillota","p55",2012,260359.813885481
"231","Hombre","Quillota","p55",2013,280455.424431301
"232","Hombre","Quillota","p55",2014,333066.528359817
"233","Hombre","Quillota","p55",2015,301222.383194496
"234","Hombre","Ranco","p142",2010,183874.157303371
"235","Hombre","Ranco","p142",2011,182000
"236","Hombre","Ranco","p142",2012,220992.268041237
"237","Hombre","Ranco","p142",2013,237473.715036639
"238","Hombre","Ranco","p142",2014,232478.721044165
"239","Hombre","Ranco","p142",2015,267407.115994042
"240","Hombre","San Antonio","p56",2010,210000
"241","Hombre","San Antonio","p56",2011,250000
"242","Hombre","San Antonio","p56",2012,271217.783505155
"243","Hombre","San Antonio","p56",2013,298867.110231973
"244","Hombre","San Antonio","p56",2014,300000
"245","Hombre","San Antonio","p56",2015,353569.790084188
"246","Hombre","San Felipe","p57",2010,204114.603888717
"247","Hombre","San Felipe","p57",2011,249200.902510106
"248","Hombre","San Felipe","p57",2012,280192.1654458
"249","Hombre","San Felipe","p57",2013,312397.867918003
"250","Hombre","San Felipe","p57",2014,349934.370898181
"251","Hombre","San Felipe","p57",2015,340486.296367127
"252","Hombre","Santiago","p131",2010,300000
"253","Hombre","Santiago","p131",2011,323900.552811905
"254","Hombre","Santiago","p131",2012,380000
"255","Hombre","Santiago","p131",2013,407095.161383481
"256","Hombre","Santiago","p131",2014,400000
"257","Hombre","Santiago","p131",2015,417986.143782841
"258","Hombre","Talagante","p136",2010,202880.908203591
"259","Hombre","Talagante","p136",2011,249200.902510106
"260","Hombre","Talagante","p136",2012,281573.903427939
"261","Hombre","Talagante","p136",2013,305535.400921831
"262","Hombre","Talagante","p136",2014,350000
"263","Hombre","Talagante","p136",2015,358387.182174708
"264","Hombre","Talca","p71",2010,200195.73302016
"265","Hombre","Talca","p71",2011,215142.41890327
"266","Hombre","Talca","p71",2012,251127.577319588
"267","Hombre","Talca","p71",2013,299986.015921011
"268","Hombre","Talca","p71",2014,300000
"269","Hombre","Talca","p71",2015,300081.183474654
"270","Hombre","Tamarugal","p12",2010,157133.749055426
"271","Hombre","Tamarugal","p12",2011,188655.541703606
"272","Hombre","Tamarugal","p12",2012,301529.974993467
"273","Hombre","Tamarugal","p12",2013,300406.687754181
"274","Hombre","Tamarugal","p12",2014,349958.116881172
"275","Hombre","Tamarugal","p12",2015,390454.138695703
"276","Hombre","Tierra del Fuego","p123",2010,396554.371002132
"277","Hombre","Tierra del Fuego","p123",2011,300000
"278","Hombre","Tierra del Fuego","p123",2012,400000
"279","Hombre","Tierra del Fuego","p123",2013,800000
"280","Hombre","Tierra del Fuego","p123",2014,600000
"281","Hombre","Tierra del Fuego","p123",2015,369939.442722792
"282","Hombre","Tocopilla","p23",2010,400000
"283","Hombre","Tocopilla","p23",2011,382603.174603174
"284","Hombre","Tocopilla","p23",2012,481898.245614035
"285","Hombre","Tocopilla","p23",2013,428352.341372136
"286","Hombre","Tocopilla","p23",2014,526580.039949477
"287","Hombre","Tocopilla","p23",2015,383236.088621215
"288","Hombre","Última Esperanza","p124",2010,300351.383891317
"289","Hombre","Última Esperanza","p124",2011,239308.851260168
"290","Hombre","Última Esperanza","p124",2012,325096.176944497
"291","Hombre","Última Esperanza","p124",2013,331409.299580403
"292","Hombre","Última Esperanza","p124",2014,425923.394218143
"293","Hombre","Última Esperanza","p124",2015,500574.222953043
"294","Hombre","Valdivia","p141",2010,199973.530430307
"295","Hombre","Valdivia","p141",2011,232536.18652036
"296","Hombre","Valdivia","p141",2012,251405.270917803
"297","Hombre","Valdivia","p141",2013,280000
"298","Hombre","Valdivia","p141",2014,304893.519514329
"299","Hombre","Valdivia","p141",2015,349076.231082261
"300","Hombre","Valparaíso","p51",2010,240234.879624192
"301","Hombre","Valparaíso","p51",2011,299041.083012127
"302","Hombre","Valparaíso","p51",2012,300000
"303","Hombre","Valparaíso","p51",2013,396663.274820168
"304","Hombre","Valparaíso","p51",2014,411363.571757984
"305","Hombre","Valparaíso","p51",2015,400108.244632872
"306","Hombre",NA,NA,2010,153061.54939356
"307","Hombre",NA,NA,2011,222033.423070089
"308","Hombre",NA,NA,2012,200239.891183642
"309","Mujer","Antofagasta","p21",2010,240843.183534846
"310","Mujer","Antofagasta","p21",2011,250000
"311","Mujer","Antofagasta","p21",2012,280039.148106829
"312","Mujer","Antofagasta","p21",2013,300406.687754181
"313","Mujer","Antofagasta","p21",2014,344538.9820604
"314","Mujer","Antofagasta","p21",2015,381548.352046362
"315","Mujer","Arauco","p82",2010,139000
"316","Mujer","Arauco","p82",2011,140819.170865997
"317","Mujer","Arauco","p82",2012,158024.637510768
"318","Mujer","Arauco","p82",2013,179357.124876696
"319","Mujer","Arauco","p82",2014,204872.295038172
"320","Mujer","Arauco","p82",2015,200000
"321","Mujer","Arica","p151",2010,165444.961903473
"322","Mujer","Arica","p151",2011,168880.472957944
"323","Mujer","Arica","p151",2012,190000
"324","Mujer","Arica","p151",2013,200271.125169454
"325","Mujer","Arica","p151",2014,230138.020583902
"326","Mujer","Arica","p151",2015,241065.217391305
"327","Mujer","Aysén","p112",2010,219849.535906204
"328","Mujer","Aysén","p112",2011,248270.872202866
"329","Mujer","Aysén","p112",2012,249336.757243083
"330","Mujer","Aysén","p112",2013,280082.021022705
"331","Mujer","Aysén","p112",2014,281307.002992954
"332","Mujer","Aysén","p112",2015,301222.383194496
"333","Mujer","Bíobío","p83",2010,172168.330397338
"334","Mujer","Bíobío","p83",2011,182261.270033961
"335","Mujer","Bíobío","p83",2012,193945.299219802
"336","Mujer","Bíobío","p83",2013,216681.259074788
"337","Mujer","Bíobío","p83",2014,225000
"338","Mujer","Bíobío","p83",2015,250065.809812022
"339","Mujer","Cachapoal","p61",2010,197284.622265194
"340","Mujer","Cachapoal","p61",2011,218586.366399776
"341","Mujer","Cachapoal","p61",2012,210414.683353083
"342","Mujer","Cachapoal","p61",2013,210284.681427927
"343","Mujer","Cachapoal","p61",2014,250000
"344","Mujer","Cachapoal","p61",2015,255133.467415053
"345","Mujer","Capitán Prat","p113",2010,385138.590312769
"346","Mujer","Capitán Prat","p113",2011,255064.895496821
"347","Mujer","Capitán Prat","p113",2012,281233.104177684
"348","Mujer","Capitán Prat","p113",2013,300000
"349","Mujer","Capitán Prat","p113",2014,289500
"350","Mujer","Cardenal Caro","p62",2010,149968.500843257
"351","Mujer","Cardenal Caro","p62",2011,159488.577606468
"352","Mujer","Cardenal Caro","p62",2012,193467.409139186
"353","Mujer","Cardenal Caro","p62",2013,205000
"354","Mujer","Cardenal Caro","p62",2014,209532.084569072
"355","Mujer","Cardenal Caro","p62",2015,240977.906555597
"356","Mujer","Cauquenes","p72",2010,88748.9693339294
"357","Mujer","Cauquenes","p72",2011,140000
"358","Mujer","Cauquenes","p72",2012,156371.434341456
"359","Mujer","Cauquenes","p72",2013,159223.295682859
"360","Mujer","Cauquenes","p72",2014,150609.395760362
"361","Mujer","Cauquenes","p72",2015,190003.597397602
"362","Mujer","Cautín","p91",2010,140137.013114112
"363","Mujer","Cautín","p91",2011,173637.316158355
"364","Mujer","Cautín","p91",2012,169026.476762683
"365","Mujer","Cautín","p91",2013,209206.977162381
"366","Mujer","Cautín","p91",2014,247553.53420504
"367","Mujer","Cautín","p91",2015,240977.906555597
"368","Mujer","Chacabuco","p133",2010,188521.593014399
"369","Mujer","Chacabuco","p133",2011,200915.7885625
"370","Mujer","Chacabuco","p133",2012,244400.046684223
"371","Mujer","Chacabuco","p133",2013,222259.392628462
"372","Mujer","Chacabuco","p133",2014,264420.147808788
"373","Mujer","Chacabuco","p133",2015,283970.995896164
"374","Mujer","Chañaral","p32",2010,169283.330508676
"375","Mujer","Chañaral","p32",2011,198616.777902246
"376","Mujer","Chañaral","p32",2012,232366.085637172
"377","Mujer","Chañaral","p32",2013,259081.991092664
"378","Mujer","Chañaral","p32",2014,233884.022827481
"379","Mujer","Chañaral","p32",2015,350303.880887057
"380","Mujer","Chiloé","p102",2010,140660.432798032
"381","Mujer","Chiloé","p102",2011,184890.769228255
"382","Mujer","Chiloé","p102",2012,211084.379764705
"383","Mujer","Chiloé","p102",2013,249042.120127227
"384","Mujer","Chiloé","p102",2014,233109.449918967
"385","Mujer","Chiloé","p102",2015,245732.676291337
"386","Mujer","Choapa","p42",2010,169883.732291158
"387","Mujer","Choapa","p42",2011,199683.459821746
"388","Mujer","Choapa","p42",2012,210256.601277793
"389","Mujer","Choapa","p42",2013,196561.368250496
"390","Mujer","Choapa","p42",2014,219958.747421714
"391","Mujer","Choapa","p42",2015,253935.741136167
"392","Mujer","Colchagua","p63",2010,172000
"393","Mujer","Colchagua","p63",2011,190354.945959917
"394","Mujer","Colchagua","p63",2012,193870.489690722
"395","Mujer","Colchagua","p63",2013,214098.159353242
"396","Mujer","Colchagua","p63",2014,239900.741048418
"397","Mujer","Colchagua","p63",2015,255000
"398","Mujer","Concepción","p81",2010,178196.81403377
"399","Mujer","Concepción","p81",2011,184408.667857479
"400","Mujer","Concepción","p81",2012,201124.216734242
"401","Mujer","Concepción","p81",2013,220000
"402","Mujer","Concepción","p81",2014,239954.997187324
"403","Mujer","Concepción","p81",2015,250067.652895545
"404","Mujer","Copiapó","p31",2010,204148.423775622
"405","Mujer","Copiapó","p31",2011,229930.737954702
"406","Mujer","Copiapó","p31",2012,251405.270917803
"407","Mujer","Copiapó","p31",2013,300940.65067533
"408","Mujer","Copiapó","p31",2014,300000
"409","Mujer","Copiapó","p31",2015,341011.381628761
"410","Mujer","Cordillera","p152",2010,207502.304622575
"411","Mujer","Cordillera","p152",2011,228421.928884267
"412","Mujer","Cordillera","p152",2012,292432.61646658
"413","Mujer","Cordillera","p152",2013,250000
"414","Mujer","Cordillera","p152",2014,299943.746484155
"415","Mujer","Cordillera","p152",2015,348470.991874174
"416","Mujer","Coyhaique","p111",2010,199863.214460186
"417","Mujer","Coyhaique","p111",2011,223480.52391987
"418","Mujer","Coyhaique","p111",2012,210101.169371413
"419","Mujer","Coyhaique","p111",2013,245164.73504554
"420","Mujer","Coyhaique","p111",2014,272460.743215948
"421","Mujer","Coyhaique","p111",2015,359943.347628868
"422","Mujer","Curicó","p73",2010,170166.373067136
"423","Mujer","Curicó","p73",2011,182000
"424","Mujer","Curicó","p73",2012,195451.478409381
"425","Mujer","Curicó","p73",2013,210284.681427927
"426","Mujer","Curicó","p73",2014,229985.182436485
"427","Mujer","Curicó","p73",2015,263636.112497357
"428","Mujer","El Loa","p22",2010,250000
"429","Mujer","El Loa","p22",2011,259196.452813496
"430","Mujer","El Loa","p22",2012,351805.6335569
"431","Mujer","El Loa","p22",2013,358640.532278367
"432","Mujer","El Loa","p22",2014,349934.370898181
"433","Mujer","El Loa","p22",2015,331344.621513946
"434","Mujer","Elqui","p41",2010,190971.864465724
"435","Mujer","Elqui","p41",2011,199360.722008085
"436","Mujer","Elqui","p41",2012,220000
"437","Mujer","Elqui","p41",2013,230311.793944872
"438","Mujer","Elqui","p41",2014,272845.30559925
"439","Mujer","Elqui","p41",2015,280535.988210589
"440","Mujer","General Carrera","p114",2010,119852.772551304
"441","Mujer","General Carrera","p114",2011,146405.146264198
"442","Mujer","General Carrera","p114",2012,200502.33786711
"443","Mujer","General Carrera","p114",2013,230311.793944872
"444","Mujer","General Carrera","p114",2014,225194.537649549
"445","Mujer","General Carrera","p114",2015,262615.556056941
"446","Mujer","Huasco","p33",2010,163019.450405985
"447","Mujer","Huasco","p33",2011,180000
"448","Mujer","Huasco","p33",2012,200489.030491923
"449","Mujer","Huasco","p33",2013,200000
"450","Mujer","Huasco","p33",2014,227345.0824332
"451","Mujer","Huasco","p33",2015,250006.187375078
"452","Mujer","Iquique","p11",2010,199863.214460186
"453","Mujer","Iquique","p11",2011,248440.888841244
"454","Mujer","Iquique","p11",2012,269395.782131382
"455","Mujer","Iquique","p11",2013,298867.110231973
"456","Mujer","Iquique","p11",2014,330000
"457","Mujer","Iquique","p11",2015,301222.383194496
"458","Mujer","Limarí","p43",2010,173046.120320815
"459","Mujer","Limarí","p43",2011,179424.649807276
"460","Mujer","Limarí","p43",2012,180002.587999651
"461","Mujer","Limarí","p43",2013,210000
"462","Mujer","Limarí","p43",2014,225000
"463","Mujer","Limarí","p43",2015,245066.299837634
"464","Mujer","Linares","p74",2010,150146.79976512
"465","Mujer","Linares","p74",2011,177228.122645611
"466","Mujer","Linares","p74",2012,193000
"467","Mujer","Linares","p74",2013,194837.469219811
"468","Mujer","Linares","p74",2014,209969.267710386
"469","Mujer","Linares","p74",2015,240334.492911171
"470","Mujer","Llanquihue","p101",2010,199692.055674428
"471","Mujer","Llanquihue","p101",2011,250554.141359806
"472","Mujer","Llanquihue","p101",2012,241326.679185857
"473","Mujer","Llanquihue","p101",2013,250000
"474","Mujer","Llanquihue","p101",2014,262709.87303392
"475","Mujer","Llanquihue","p101",2015,310005.595990602
"476","Mujer","Los Andes","p53",2010,190137.269884593
"477","Mujer","Los Andes","p53",2011,200291.097969836
"478","Mujer","Los Andes","p53",2012,210000
"479","Mujer","Los Andes","p53",2013,246156.528332079
"480","Mujer","Los Andes","p53",2014,250000
"481","Mujer","Los Andes","p53",2015,260005.097944004
"482","Mujer","Magallanes","p121",2010,249566.140349961
"483","Mujer","Magallanes","p121",2011,299236.34954441
"484","Mujer","Magallanes","p121",2012,368080.768958231
"485","Mujer","Magallanes","p121",2013,399343.259104126
"486","Mujer","Magallanes","p121",2014,350000
"487","Mujer","Magallanes","p121",2015,400000
"488","Mujer","Maipo","p134",2010,190148.066769595
"489","Mujer","Maipo","p134",2011,186000
"490","Mujer","Maipo","p134",2012,223000
"491","Mujer","Maipo","p134",2013,260348.101574337
"492","Mujer","Maipo","p134",2014,252605.647148
"493","Mujer","Maipo","p134",2015,293908.735427415
"494","Mujer","Malleco","p92",2010,136894.52185511
"495","Mujer","Malleco","p92",2011,150000
"496","Mujer","Malleco","p92",2012,150000
"497","Mujer","Malleco","p92",2013,170142.280806219
"498","Mujer","Malleco","p92",2014,179588.588580877
"499","Mujer","Malleco","p92",2015,176459.306653887
"500","Mujer","Marga Marga","p58",2010,172000
"501","Mujer","Marga Marga","p58",2011,190918.309325246
"502","Mujer","Marga Marga","p58",2012,201124.216734242
"503","Mujer","Marga Marga","p58",2013,239006.893039615
"504","Mujer","Marga Marga","p58",2014,263594.303652751
"505","Mujer","Marga Marga","p58",2015,286206.797864596
"506","Mujer","Melipilla","p135",2010,171882.36443576
"507","Mujer","Melipilla","p135",2011,169979.339215587
"508","Mujer","Melipilla","p135",2012,190247.71938645
"509","Mujer","Melipilla","p135",2013,219728.218208695
"510","Mujer","Melipilla","p135",2014,225000
"511","Mujer","Melipilla","p135",2015,268674.986535682
"512","Mujer","Ñuble","p84",2010,147369.640111018
"513","Mujer","Ñuble","p84",2011,154329.174605233
"514","Mujer","Ñuble","p84",2012,188065.77878228
"515","Mujer","Ñuble","p84",2013,210284.681427927
"516","Mujer","Ñuble","p84",2014,229425.45077008
"517","Mujer","Ñuble","p84",2015,292125.3644366
"518","Mujer","Osorno","p103",2010,149996.373407897
"519","Mujer","Osorno","p103",2011,200966.641394996
"520","Mujer","Osorno","p103",2012,193431.815579438
"521","Mujer","Osorno","p103",2013,209206.977162381
"522","Mujer","Osorno","p103",2014,229956.872304519
"523","Mujer","Osorno","p103",2015,300000
"524","Mujer","Parinacota","p152",2010,62984.8542672154
"525","Mujer","Parinacota","p152",2011,55614.9272778125
"526","Mujer","Parinacota","p152",2012,122550.257731959
"527","Mujer","Parinacota","p152",2013,154348.258706468
"528","Mujer","Parinacota","p152",2014,149971.873242078
"529","Mujer","Parinacota","p152",2015,196553.175175899
"530","Mujer","Petorca","p54",2010,174946.621641134
"531","Mujer","Petorca","p54",2011,181511.304276764
