"","sex","geography_name","geography_id","year","weighted_median"
"532","Mujer","Petorca","p54",2012,193870.489690722
"533","Mujer","Petorca","p54",2013,200000
"534","Mujer","Petorca","p54",2014,216061.239239625
"535","Mujer","Petorca","p54",2015,247145.762716344
"536","Mujer","Quillota","p55",2010,165000
"537","Mujer","Quillota","p55",2011,180000
"538","Mujer","Quillota","p55",2012,193870.489690722
"539","Mujer","Quillota","p55",2013,209206.977162381
"540","Mujer","Quillota","p55",2014,250214.741329458
"541","Mujer","Quillota","p55",2015,241065.217391305
"542","Mujer","Ranco","p142",2010,80000
"543","Mujer","Ranco","p142",2011,91164.091272665
"544","Mujer","Ranco","p142",2012,150162.145544158
"545","Mujer","Ranco","p142",2013,179946.863248628
"546","Mujer","Ranco","p142",2014,100377.0513422
"547","Mujer","Ranco","p142",2015,215000
"548","Mujer","San Antonio","p56",2010,130855.825932291
"549","Mujer","San Antonio","p56",2011,185877.378642474
"550","Mujer","San Antonio","p56",2012,200902.06185567
"551","Mujer","San Antonio","p56",2013,249055.92519331
"552","Mujer","San Antonio","p56",2014,267944.792716171
"553","Mujer","San Antonio","p56",2015,323954.571930032
"554","Mujer","San Felipe","p57",2010,172168.330397338
"555","Mujer","San Felipe","p57",2011,181801.925931726
"556","Mujer","San Felipe","p57",2012,210368.123466082
"557","Mujer","San Felipe","p57",2013,229939.316784768
"558","Mujer","San Felipe","p57",2014,250993.961338166
"559","Mujer","San Felipe","p57",2015,241065.217391305
"560","Mujer","Santiago","p131",2010,219849.535906204
"561","Mujer","Santiago","p131",2011,250000
"562","Mujer","Santiago","p131",2012,271732.000279516
"563","Mujer","Santiago","p131",2013,300000
"564","Mujer","Santiago","p131",2014,310000
"565","Mujer","Santiago","p131",2015,322951.530806974
"566","Mujer","Talagante","p136",2010,180028.7541065
"567","Mujer","Talagante","p136",2011,200966.641394996
"568","Mujer","Talagante","p136",2012,201124.216734242
"569","Mujer","Talagante","p136",2013,210000
"570","Mujer","Talagante","p136",2014,280000
"571","Mujer","Talagante","p136",2015,280075.77124301
"572","Mujer","Talca","p71",2010,156659.747428325
"573","Mujer","Talca","p71",2011,172705.445679876
"574","Mujer","Talca","p71",2012,192000
"575","Mujer","Talca","p71",2013,219169.214170113
"576","Mujer","Talca","p71",2014,232286.212801501
"577","Mujer","Talca","p71",2015,250067.652895545
"578","Mujer","Tamarugal","p12",2010,155068.047037454
"579","Mujer","Tamarugal","p12",2011,200809.453989364
"580","Mujer","Tamarugal","p12",2012,207298.81466809
"581","Mujer","Tamarugal","p12",2013,220298.237686399
"582","Mujer","Tamarugal","p12",2014,249686.387065976
"583","Mujer","Tamarugal","p12",2015,300000
"584","Mujer","Tierra del Fuego","p123",2010,265990.411854434
"585","Mujer","Tierra del Fuego","p123",2011,230799.708313077
"586","Mujer","Tierra del Fuego","p123",2012,340000
"587","Mujer","Tierra del Fuego","p123",2013,321000
"588","Mujer","Tierra del Fuego","p123",2014,679581.160051739
"589","Mujer","Tierra del Fuego","p123",2015,851513.93193021
"590","Mujer","Tocopilla","p23",2010,219556.651725069
"591","Mujer","Tocopilla","p23",2011,424843.068332071
"592","Mujer","Tocopilla","p23",2012,240836.015273863
"593","Mujer","Tocopilla","p23",2013,250312.826402238
"594","Mujer","Tocopilla","p23",2014,295079.453514807
"595","Mujer","Tocopilla","p23",2015,295564.217471268
"596","Mujer","Última Esperanza","p124",2010,200195.73302016
"597","Mujer","Última Esperanza","p124",2011,180000
"598","Mujer","Última Esperanza","p124",2012,199076.51404244
"599","Mujer","Última Esperanza","p124",2013,288694.214350949
"600","Mujer","Última Esperanza","p124",2014,378699.569505217
"601","Mujer","Última Esperanza","p124",2015,403211.590171879
"602","Mujer","Valdivia","p141",2010,172578.043077057
"603","Mujer","Valdivia","p141",2011,160000
"604","Mujer","Valdivia","p141",2012,198945.29523504
"605","Mujer","Valdivia","p141",2013,210818.769591035
"606","Mujer","Valdivia","p141",2014,207136.63066136
"607","Mujer","Valdivia","p141",2015,251018.65266208
"608","Mujer","Valparaíso","p51",2010,180000
"609","Mujer","Valparaíso","p51",2011,199360.722008085
"610","Mujer","Valparaíso","p51",2012,220889.651915901
"611","Mujer","Valparaíso","p51",2013,249786.520037429
"612","Mujer","Valparaíso","p51",2014,294775.366798878
"613","Mujer","Valparaíso","p51",2015,300000
"614","Mujer",NA,NA,2010,87726.8621170474
"615","Mujer",NA,NA,2011,49863.1638218099
"616","Mujer",NA,NA,2012,100108.981523004
