"","sexo","rama","provincia","2011","2013","2015"
"1116","Mujer","Servicios Comunitarios, Sociales y Personales","General Carrera",252510,210000,NA
"1117","Mujer","Servicio Doméstico","General Carrera",131280,180000,223509
"1118","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Huasco",196920,210000,250000
"1119","Mujer","Pesca","Huasco",223040,162500,NA
"1120","Mujer","Explotación de Minas y Canteras","Huasco",306320,408000,450000
"1121","Mujer","Industrias Manufactureras","Huasco",199108,1e+05,150000
"1122","Mujer","Electricidad, Gas y Agua","Huasco",246150,2e+05,350000
"1123","Mujer","Construcción","Huasco",235210,3e+05,275000
"1124","Mujer","Comercio","Huasco",199108,2e+05,220000
"1125","Mujer","Hoteles y Restaurantes","Huasco",199108,210000,250000
"1126","Mujer","Transporte, Almacenamiento y Comunicaciones","Huasco",199108,205000,255000
"1127","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Huasco",169570,3e+05,275000
"1128","Mujer","Administración Pública y Defensa","Huasco",328200,315000,4e+05
"1129","Mujer","Enseñanza","Huasco",273500,235000,250000
"1130","Mujer","Servicios Sociales y de Salud","Huasco",300850,320000,375000
"1131","Mujer","Servicios Comunitarios, Sociales y Personales","Huasco",153160,2e+05,120000
"1132","Mujer","Servicio Doméstico","Huasco",131280,180000,170000
"1133","Mujer","Organizaciones y órganos Extraterritoriales","Huasco",226458,NA,NA
"1134","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Iquique",513500,1e+05,NA
"1135","Mujer","Pesca","Iquique",196920,1e+05,215000
"1136","Mujer","Explotación de Minas y Canteras","Iquique",328200,360000,550000
"1137","Mujer","Industrias Manufactureras","Iquique",205400,2e+05,240000
"1138","Mujer","Electricidad, Gas y Agua","Iquique",218800,550000,1e+05
"1139","Mujer","Construcción","Iquique",308100,265000,4e+05
"1140","Mujer","Comercio","Iquique",230153,230000,250000
"1141","Mujer","Hoteles y Restaurantes","Iquique",202390,220000,250000
"1142","Mujer","Transporte, Almacenamiento y Comunicaciones","Iquique",280383,3e+05,3e+05
"1143","Mujer","Intermediación Financiera","Iquique",426660,490000,535000
"1144","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Iquique",273500,315000,320000
"1145","Mujer","Administración Pública y Defensa","Iquique",386156,530000,490000
"1146","Mujer","Enseñanza","Iquique",273500,390000,360000
"1147","Mujer","Servicios Sociales y de Salud","Iquique",328200,4e+05,4e+05
"1148","Mujer","Servicios Comunitarios, Sociales y Personales","Iquique",218800,250000,3e+05
"1149","Mujer","Servicio Doméstico","Iquique",196920,188000,240000
"1150","Mujer","Organizaciones y órganos Extraterritoriales","Iquique",112682,NA,NA
"1151","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Limarí",196920,2e+05,225000
"1152","Mujer","Explotación de Minas y Canteras","Limarí",344610,285000,3e+05
"1153","Mujer","Industrias Manufactureras","Limarí",143780,120000,218000
"1154","Mujer","Electricidad, Gas y Agua","Limarí",175040,77500,NA
"1155","Mujer","Construcción","Limarí",451550,225000,3e+05
"1156","Mujer","Comercio","Limarí",192544,2e+05,2e+05
"1157","Mujer","Hoteles y Restaurantes","Limarí",182698,180000,241000
"1158","Mujer","Transporte, Almacenamiento y Comunicaciones","Limarí",87520,215000,350000
"1159","Mujer","Intermediación Financiera","Limarí",1223920,3e+05,397500
"1160","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Limarí",251620,206817,3e+05
"1161","Mujer","Administración Pública y Defensa","Limarí",198014,230000,241000
"1162","Mujer","Enseñanza","Limarí",273500,280000,280000
"1163","Mujer","Servicios Sociales y de Salud","Limarí",250344,280000,350000
"1164","Mujer","Servicios Comunitarios, Sociales y Personales","Limarí",195279,145000,150000
"1165","Mujer","Servicio Doméstico","Limarí",137530,1e+05,120000
"1166","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Linares",142220,180000,2e+05
"1167","Mujer","Industrias Manufactureras","Linares",176134,190000,172500
"1168","Mujer","Electricidad, Gas y Agua","Linares",262560,86000,2e+05
"1169","Mujer","Construcción","Linares",251620,250000,275000
"1170","Mujer","Comercio","Linares",183792,2e+05,215000
"1171","Mujer","Hoteles y Restaurantes","Linares",175040,191514,230000
"1172","Mujer","Transporte, Almacenamiento y Comunicaciones","Linares",199108,159000,241000
"1173","Mujer","Intermediación Financiera","Linares",289910,255000,6e+05
"1174","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Linares",261760,210000,244000
"1175","Mujer","Administración Pública y Defensa","Linares",273500,285000,426000
"1176","Mujer","Enseñanza","Linares",234948,225000,325000
"1177","Mujer","Servicios Sociales y de Salud","Linares",273500,340993,284000
"1178","Mujer","Servicios Comunitarios, Sociales y Personales","Linares",199108,210000,240000
"1179","Mujer","Servicio Doméstico","Linares",109400,111500,118645
"1180","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Llanquihue",123240,155000,2e+05
"1181","Mujer","Pesca","Llanquihue",196920,135000,280000
"1182","Mujer","Industrias Manufactureras","Llanquihue",202390,210000,241000
"1183","Mujer","Electricidad, Gas y Agua","Llanquihue",198014,220000,325000
"1184","Mujer","Construcción","Llanquihue",371960,210000,3e+05
"1185","Mujer","Comercio","Llanquihue",199108,2e+05,240000
"1186","Mujer","Hoteles y Restaurantes","Llanquihue",199108,210000,241000
"1187","Mujer","Transporte, Almacenamiento y Comunicaciones","Llanquihue",289910,235000,260000
"1188","Mujer","Intermediación Financiera","Llanquihue",525120,410000,463353
"1189","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Llanquihue",273500,250000,3e+05
"1190","Mujer","Administración Pública y Defensa","Llanquihue",280064,450000,5e+05
"1191","Mujer","Enseñanza","Llanquihue",273500,3e+05,3e+05
"1192","Mujer","Servicios Sociales y de Salud","Llanquihue",297568,3e+05,350000
"1193","Mujer","Servicios Comunitarios, Sociales y Personales","Llanquihue",205400,160000,2e+05
"1194","Mujer","Servicio Doméstico","Llanquihue",131280,150000,180000
"1195","Mujer","Organizaciones y órganos Extraterritoriales","Llanquihue",1531600,NA,NA
"1196","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Los Andes",196920,210000,240000
"1197","Mujer","Explotación de Minas y Canteras","Los Andes",328200,350000,540000
"1198","Mujer","Industrias Manufactureras","Los Andes",202390,210000,1e+05
"1199","Mujer","Electricidad, Gas y Agua","Los Andes",164100,2e+05,250992
"1200","Mujer","Construcción","Los Andes",359900,NA,274500
"1201","Mujer","Comercio","Los Andes",196920,210000,250000
"1202","Mujer","Hoteles y Restaurantes","Los Andes",202390,2e+05,255000
"1203","Mujer","Transporte, Almacenamiento y Comunicaciones","Los Andes",289910,240000,250000
"1204","Mujer","Intermediación Financiera","Los Andes",590760,350000,640824
"1205","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Los Andes",631800,375000,320000
"1206","Mujer","Administración Pública y Defensa","Los Andes",601700,314213,5e+05
"1207","Mujer","Enseñanza","Los Andes",262381,210000,380000
"1208","Mujer","Servicios Sociales y de Salud","Los Andes",273500,255000,4e+05
"1209","Mujer","Servicios Comunitarios, Sociales y Personales","Los Andes",199108,210000,246500
"1210","Mujer","Servicio Doméstico","Los Andes",196920,135000,180000
"1211","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Magallanes",240680,255000,5e+05
"1212","Mujer","Pesca","Magallanes",437600,3e+05,350000
"1213","Mujer","Explotación de Minas y Canteras","Magallanes",257090,384500,450000
"1214","Mujer","Industrias Manufactureras","Magallanes",180510,210000,2e+05
"1215","Mujer","Electricidad, Gas y Agua","Magallanes",503240,NA,NA
"1216","Mujer","Construcción","Magallanes",656400,350000,650000
"1217","Mujer","Comercio","Magallanes",202003,215000,250000
"1218","Mujer","Hoteles y Restaurantes","Magallanes",202196,210000,250000
"1219","Mujer","Transporte, Almacenamiento y Comunicaciones","Magallanes",273500,3e+05,315000
"1220","Mujer","Intermediación Financiera","Magallanes",328200,4e+05,4e+05
"1221","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Magallanes",295380,3e+05,345000
"1222","Mujer","Administración Pública y Defensa","Magallanes",547000,5e+05,7e+05
"1223","Mujer","Enseñanza","Magallanes",463309,5e+05,5e+05
"1224","Mujer","Servicios Sociales y de Salud","Magallanes",328200,380000,5e+05
"1225","Mujer","Servicios Comunitarios, Sociales y Personales","Magallanes",235210,250000,275000
"1226","Mujer","Servicio Doméstico","Magallanes",164100,150000,180000
"1227","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Maipo",196920,210000,246500
"1228","Mujer","Industrias Manufactureras","Maipo",202390,220000,250000
"1229","Mujer","Construcción","Maipo",196920,455000,525000
"1230","Mujer","Comercio","Maipo",199655,2e+05,227500
"1231","Mujer","Hoteles y Restaurantes","Maipo",221443,215000,241000
"1232","Mujer","Transporte, Almacenamiento y Comunicaciones","Maipo",198014,230000,240000
"1233","Mujer","Intermediación Financiera","Maipo",273500,450000,541922
"1234","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Maipo",229740,210000,3e+05
"1235","Mujer","Administración Pública y Defensa","Maipo",218800,4e+05,390714
"1236","Mujer","Enseñanza","Maipo",273500,340000,340000
"1237","Mujer","Servicios Sociales y de Salud","Maipo",328200,306545,342000
"1238","Mujer","Servicios Comunitarios, Sociales y Personales","Maipo",199108,210000,242000
"1239","Mujer","Servicio Doméstico","Maipo",177228,183500,234148
"1240","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Malleco",146596,180000,193000
"1241","Mujer","Industrias Manufactureras","Malleco",146665,150000,125000
"1242","Mujer","Electricidad, Gas y Agua","Malleco",547000,NA,325000
"1243","Mujer","Construcción","Malleco",148237,250000,379000
"1244","Mujer","Comercio","Malleco",164842,180000,190000
"1245","Mujer","Hoteles y Restaurantes","Malleco",208954,2e+05,205000
"1246","Mujer","Transporte, Almacenamiento y Comunicaciones","Malleco",197467,210000,220000
"1247","Mujer","Intermediación Financiera","Malleco",162459,5e+05,564286
"1248","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Malleco",201843,230000,245500
"1249","Mujer","Administración Pública y Defensa","Malleco",298115,257000,4e+05
"1250","Mujer","Enseñanza","Malleco",341328,309000,3e+05
"1251","Mujer","Servicios Sociales y de Salud","Malleco",273500,360000,350000
"1252","Mujer","Servicios Comunitarios, Sociales y Personales","Malleco",199108,150000,150000
"1253","Mujer","Servicio Doméstico","Malleco",82112,1e+05,120000
"1254","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Marga Marga",166135,210000,240000
"1255","Mujer","Explotación de Minas y Canteras","Marga Marga",693049,486500,240000
"1256","Mujer","Industrias Manufactureras","Marga Marga",218800,210000,242000
"1257","Mujer","Construcción","Marga Marga",656400,550000,4e+05
"1258","Mujer","Comercio","Marga Marga",185980,2e+05,241000
"1259","Mujer","Hoteles y Restaurantes","Marga Marga",196920,2e+05,240000
"1260","Mujer","Transporte, Almacenamiento y Comunicaciones","Marga Marga",382900,3e+05,3e+05
"1261","Mujer","Intermediación Financiera","Marga Marga",334018,340000,388000
"1262","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Marga Marga",424200,255000,280000
"1263","Mujer","Administración Pública y Defensa","Marga Marga",437600,450000,5e+05
"1264","Mujer","Enseñanza","Marga Marga",382900,270000,338000
"1265","Mujer","Servicios Sociales y de Salud","Marga Marga",273500,3e+05,4e+05
"1266","Mujer","Servicios Comunitarios, Sociales y Personales","Marga Marga",160665,2e+05,240000
"1267","Mujer","Servicio Doméstico","Marga Marga",131280,140000,180000
"1268","Mujer","Organizaciones y órganos Extraterritoriales","Marga Marga",82050,NA,NA
"1269","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Melipilla",199108,210000,252640
"1270","Mujer","Explotación de Minas y Canteras","Melipilla",295380,160000,307500
"1271","Mujer","Industrias Manufactureras","Melipilla",218800,210000,245500
"1272","Mujer","Construcción","Melipilla",169570,440000,240000
"1273","Mujer","Comercio","Melipilla",196920,157751,3e+05
"1274","Mujer","Hoteles y Restaurantes","Melipilla",212100,210000,250000
"1275","Mujer","Transporte, Almacenamiento y Comunicaciones","Melipilla",196920,210000,290000
"1276","Mujer","Intermediación Financiera","Melipilla",328200,NA,435000
"1277","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Melipilla",1028743,6e+05,350000
"1278","Mujer","Administración Pública y Defensa","Melipilla",218800,240476,490000
"1279","Mujer","Enseñanza","Melipilla",328200,320000,350000
"1280","Mujer","Servicios Sociales y de Salud","Melipilla",251620,347048,4e+05
"1281","Mujer","Servicios Comunitarios, Sociales y Personales","Melipilla",213330,255000,3e+05
"1282","Mujer","Servicio Doméstico","Melipilla",160965,140000,190000
"1283","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Ñuble",142220,120000,150000
"1284","Mujer","Industrias Manufactureras","Ñuble",153160,150000,106250
"1285","Mujer","Electricidad, Gas y Agua","Ñuble",202390,90000,194200
"1286","Mujer","Construcción","Ñuble",165194,2e+05,315000
"1287","Mujer","Comercio","Ñuble",183779,150000,190000
"1288","Mujer","Hoteles y Restaurantes","Ñuble",196920,182200,222862
"1289","Mujer","Transporte, Almacenamiento y Comunicaciones","Ñuble",201296,210000,250000
"1290","Mujer","Intermediación Financiera","Ñuble",202390,230000,375000
"1291","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Ñuble",345500,250000,247000
"1292","Mujer","Administración Pública y Defensa","Ñuble",246150,389396,390000
"1293","Mujer","Enseñanza","Ñuble",250526,3e+05,3e+05
"1294","Mujer","Servicios Sociales y de Salud","Ñuble",243962,287368,374000
"1295","Mujer","Servicios Comunitarios, Sociales y Personales","Ñuble",196920,150000,2e+05
"1296","Mujer","Servicio Doméstico","Ñuble",98460,1e+05,120000
"1297","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Osorno",102700,150000,2e+05
"1298","Mujer","Pesca","Osorno",164100,144000,250000
"1299","Mujer","Industrias Manufactureras","Osorno",158630,195000,215000
"1300","Mujer","Electricidad, Gas y Agua","Osorno",177228,4e+05,175000
"1301","Mujer","Construcción","Osorno",198014,220000,275000
"1302","Mujer","Comercio","Osorno",155895,150000,157305
"1303","Mujer","Hoteles y Restaurantes","Osorno",167382,197000,198026
"1304","Mujer","Transporte, Almacenamiento y Comunicaciones","Osorno",199108,150000,245000
"1305","Mujer","Intermediación Financiera","Osorno",251620,580000,380000
"1306","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Osorno",328200,280000,241000
"1307","Mujer","Administración Pública y Defensa","Osorno",273500,4e+05,5e+05
"1308","Mujer","Enseñanza","Osorno",251620,365500,365877
"1309","Mujer","Servicios Sociales y de Salud","Osorno",328200,3e+05,352500
"1310","Mujer","Servicios Comunitarios, Sociales y Personales","Osorno",196920,2e+05,150000
"1311","Mujer","Servicio Doméstico","Osorno",98460,120000,135000
"1312","Mujer","Organizaciones y órganos Extraterritoriales","Osorno",300850,NA,NA
"1313","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Parinacota",184860,47500,90000
"1314","Mujer","Pesca","Parinacota",308100,NA,NA
"1315","Mujer","Construcción","Parinacota",174493,NA,NA
"1316","Mujer","Comercio","Parinacota",256750,65000,217500
"1317","Mujer","Administración Pública y Defensa","Parinacota",300850,205000,275000
"1318","Mujer","Enseñanza","Parinacota",273500,210000,250000
"1319","Mujer","Servicios Comunitarios, Sociales y Personales","Parinacota",184860,NA,NA
"1320","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Petorca",196920,2e+05,240500
"1321","Mujer","Explotación de Minas y Canteras","Petorca",382900,5e+05,470000
"1322","Mujer","Industrias Manufactureras","Petorca",205400,110000,168665
"1323","Mujer","Comercio","Petorca",196920,2e+05,240000
"1324","Mujer","Hoteles y Restaurantes","Petorca",218800,220000,220000
"1325","Mujer","Transporte, Almacenamiento y Comunicaciones","Petorca",88100,260000,241000
"1326","Mujer","Intermediación Financiera","Petorca",361368,NA,242000
"1327","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Petorca",273500,195000,245000
"1328","Mujer","Administración Pública y Defensa","Petorca",202390,287500,350000
"1329","Mujer","Enseñanza","Petorca",273500,220000,356970
"1330","Mujer","Servicios Sociales y de Salud","Petorca",262381,265000,275000
"1331","Mujer","Servicios Comunitarios, Sociales y Personales","Petorca",185980,168363,3e+05
"1332","Mujer","Servicio Doméstico","Petorca",131280,124806,2e+05
"1333","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Quillota",196920,210000,241000
"1334","Mujer","Explotación de Minas y Canteras","Quillota",629050,195000,675000
"1335","Mujer","Industrias Manufactureras","Quillota",154645,190000,190000
"1336","Mujer","Electricidad, Gas y Agua","Quillota",54700,NA,4e+05
"1337","Mujer","Construcción","Quillota",207860,440000,245500
"1338","Mujer","Comercio","Quillota",199108,2e+05,2e+05
"1339","Mujer","Hoteles y Restaurantes","Quillota",164100,205000,190000
"1340","Mujer","Transporte, Almacenamiento y Comunicaciones","Quillota",218800,410000,250000
"1341","Mujer","Intermediación Financiera","Quillota",305980,240000,560000
"1342","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Quillota",308100,215000,240000
"1343","Mujer","Administración Pública y Defensa","Quillota",265842,3e+05,250000
"1344","Mujer","Enseñanza","Quillota",336405,250000,4e+05
"1345","Mujer","Servicios Sociales y de Salud","Quillota",215181,280000,350000
"1346","Mujer","Servicios Comunitarios, Sociales y Personales","Quillota",164100,250000,271462
"1347","Mujer","Servicio Doméstico","Quillota",196920,155000,120000
"1348","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Ranco",199108,80000,160000
"1349","Mujer","Pesca","Ranco",235210,NA,2e+06
"1350","Mujer","Explotación de Minas y Canteras","Ranco",80956,284211,NA
"1351","Mujer","Industrias Manufactureras","Ranco",196920,150000,124000
"1352","Mujer","Electricidad, Gas y Agua","Ranco",196920,NA,350000
"1353","Mujer","Construcción","Ranco",547000,180000,585000
"1354","Mujer","Comercio","Ranco",190890,150000,195000
"1355","Mujer","Hoteles y Restaurantes","Ranco",199108,210000,2e+05
"1356","Mujer","Transporte, Almacenamiento y Comunicaciones","Ranco",235210,190000,250000
"1357","Mujer","Intermediación Financiera","Ranco",266664,4e+05,50000
"1358","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Ranco",306320,3e+05,250000
"1359","Mujer","Administración Pública y Defensa","Ranco",328200,360003,3e+05
"1360","Mujer","Enseñanza","Ranco",348960,210000,260000
"1361","Mujer","Servicios Sociales y de Salud","Ranco",308100,340000,3e+05
"1362","Mujer","Servicios Comunitarios, Sociales y Personales","Ranco",203840,114000,550000
"1363","Mujer","Servicio Doméstico","Ranco",132459,151632,150000
"1364","Mujer","Agricultura, Ganadería, Caza y Silvicultura","San Antonio",153160,160000,245000
"1365","Mujer","Industrias Manufactureras","San Antonio",196920,2e+05,240000
"1366","Mujer","Construcción","San Antonio",287560,210000,260000
"1367","Mujer","Comercio","San Antonio",199108,210000,240000
"1368","Mujer","Hoteles y Restaurantes","San Antonio",203484,198000,2e+05
"1369","Mujer","Transporte, Almacenamiento y Comunicaciones","San Antonio",273500,3e+05,3e+05
"1370","Mujer","Intermediación Financiera","San Antonio",350080,750000,240000
"1371","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","San Antonio",207860,210000,3e+05
"1372","Mujer","Administración Pública y Defensa","San Antonio",317260,4e+05,417818
"1373","Mujer","Enseñanza","San Antonio",328200,250000,305821
"1374","Mujer","Servicios Sociales y de Salud","San Antonio",229740,311500,330000
"1375","Mujer","Servicios Comunitarios, Sociales y Personales","San Antonio",200202,250000,210000
"1376","Mujer","Servicio Doméstico","San Antonio",146596,120000,150000
"1377","Mujer","Agricultura, Ganadería, Caza y Silvicultura","San Felipe",196920,210000,245262
"1378","Mujer","Explotación de Minas y Canteras","San Felipe",236851,255000,385000
"1379","Mujer","Industrias Manufactureras","San Felipe",196920,210000,210000
"1380","Mujer","Electricidad, Gas y Agua","San Felipe",35008,295000,270000
"1381","Mujer","Construcción","San Felipe",204578,180000,250000
"1382","Mujer","Comercio","San Felipe",196920,190450,245000
"1383","Mujer","Hoteles y Restaurantes","San Felipe",196920,210000,240000
"1384","Mujer","Transporte, Almacenamiento y Comunicaciones","San Felipe",251620,350000,243500
"1385","Mujer","Intermediación Financiera","San Felipe",739000,210000,450000
"1386","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","San Felipe",175040,225000,355830
"1387","Mujer","Administración Pública y Defensa","San Felipe",382900,275000,4e+05
"1388","Mujer","Enseñanza","San Felipe",236304,243257,275000
"1389","Mujer","Servicios Sociales y de Salud","San Felipe",218800,262500,350000
"1390","Mujer","Servicios Comunitarios, Sociales y Personales","San Felipe",300850,170206,3e+05
"1391","Mujer","Servicio Doméstico","San Felipe",134762,160000,150000
"1392","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Santiago",547000,266000,380000
"1393","Mujer","Pesca","Santiago",492300,150000,6e+05
"1394","Mujer","Explotación de Minas y Canteras","Santiago",1203400,635000,1300000
"1395","Mujer","Industrias Manufactureras","Santiago",230428,220000,271473
"1396","Mujer","Electricidad, Gas y Agua","Santiago",437600,250000,725000
"1397","Mujer","Construcción","Santiago",437600,360000,432500
"1398","Mujer","Comercio","Santiago",218800,210000,250000
"1399","Mujer","Hoteles y Restaurantes","Santiago",218800,210000,250000
"1400","Mujer","Transporte, Almacenamiento y Comunicaciones","Santiago",273500,3e+05,350000
"1401","Mujer","Intermediación Financiera","Santiago",492300,5e+05,6e+05
"1402","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Santiago",382900,320600,5e+05
"1403","Mujer","Administración Pública y Defensa","Santiago",437600,4e+05,550000
"1404","Mujer","Enseñanza","Santiago",382900,4e+05,5e+05
"1405","Mujer","Servicios Sociales y de Salud","Santiago",328200,350000,4e+05
"1406","Mujer","Servicios Comunitarios, Sociales y Personales","Santiago",338046,290000,3e+05
"1407","Mujer","Servicio Doméstico","Santiago",199108,2e+05,245000
"1408","Mujer","Organizaciones y órganos Extraterritoriales","Santiago",382900,750000,1e+06
"1409","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Talagante",196920,210000,213000
"1410","Mujer","Explotación de Minas y Canteras","Talagante",185980,NA,NA
"1411","Mujer","Industrias Manufactureras","Talagante",203419,220000,247000
"1412","Mujer","Construcción","Talagante",240680,620000,330000
"1413","Mujer","Comercio","Talagante",205400,2e+05,241304
"1414","Mujer","Hoteles y Restaurantes","Talagante",199108,210000,246000
"1415","Mujer","Transporte, Almacenamiento y Comunicaciones","Talagante",273500,210000,350000
"1416","Mujer","Intermediación Financiera","Talagante",382900,790000,1550000
"1417","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Talagante",218800,360000,450000
"1418","Mujer","Administración Pública y Defensa","Talagante",262560,450000,6e+05
"1419","Mujer","Enseñanza","Talagante",278970,320000,3e+05
"1420","Mujer","Servicios Sociales y de Salud","Talagante",379618,275000,3e+05
"1421","Mujer","Servicios Comunitarios, Sociales y Personales","Talagante",328200,240000,290000
"1422","Mujer","Servicio Doméstico","Talagante",196920,175000,2e+05
"1423","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Talca",185420,210000,240000
"1424","Mujer","Pesca","Talca",32820,NA,NA
"1425","Mujer","Industrias Manufactureras","Talca",196920,2e+05,227500
"1426","Mujer","Electricidad, Gas y Agua","Talca",218800,210000,3e+05
"1427","Mujer","Construcción","Talca",284440,210000,280000
"1428","Mujer","Comercio","Talca",196920,2e+05,225000
"1429","Mujer","Hoteles y Restaurantes","Talca",196920,200514,2e+05
"1430","Mujer","Transporte, Almacenamiento y Comunicaciones","Talca",328200,210000,250000
"1431","Mujer","Intermediación Financiera","Talca",328200,210000,4e+05
"1432","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Talca",218800,250000,320000
"1433","Mujer","Administración Pública y Defensa","Talca",361020,4e+05,384500
"1434","Mujer","Enseñanza","Talca",235210,283223,350000
"1435","Mujer","Servicios Sociales y de Salud","Talca",273500,380000,3e+05
"1436","Mujer","Servicios Comunitarios, Sociales y Personales","Talca",218800,140000,245000
"1437","Mujer","Servicio Doméstico","Talca",131280,120000,147000
"1438","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Tamarugal",190220,150000,150000
"1439","Mujer","Explotación de Minas y Canteras","Tamarugal",278970,325000,350000
"1440","Mujer","Industrias Manufactureras","Tamarugal",215670,290000,2e+05
"1441","Mujer","Construcción","Tamarugal",175040,3e+05,650000
"1442","Mujer","Comercio","Tamarugal",199108,180000,2e+05
"1443","Mujer","Hoteles y Restaurantes","Tamarugal",203484,215000,250000
"1444","Mujer","Transporte, Almacenamiento y Comunicaciones","Tamarugal",199108,105000,325000
"1445","Mujer","Intermediación Financiera","Tamarugal",218800,NA,230000
"1446","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Tamarugal",131280,480000,290001
"1447","Mujer","Administración Pública y Defensa","Tamarugal",218800,3e+05,320000
"1448","Mujer","Enseñanza","Tamarugal",240680,290000,275000
"1449","Mujer","Servicios Sociales y de Salud","Tamarugal",410250,335000,350000
"1450","Mujer","Servicios Comunitarios, Sociales y Personales","Tamarugal",205400,247000,255000
"1451","Mujer","Servicio Doméstico","Tamarugal",109400,125000,150000
"1452","Mujer","Pesca","Tierra del Fuego",219894,250000,378000
"1453","Mujer","Industrias Manufactureras","Tierra del Fuego",210595,280000,3e+05
"1454","Mujer","Comercio","Tierra del Fuego",239039,2e+05,3e+05
"1455","Mujer","Hoteles y Restaurantes","Tierra del Fuego",180510,290000,3e+05
"1456","Mujer","Transporte, Almacenamiento y Comunicaciones","Tierra del Fuego",339140,NA,350000
"1457","Mujer","Intermediación Financiera","Tierra del Fuego",743920,NA,595000
"1458","Mujer","Administración Pública y Defensa","Tierra del Fuego",816016,340000,8e+05
"1459","Mujer","Enseñanza","Tierra del Fuego",400404,220000,4e+05
"1460","Mujer","Servicios Sociales y de Salud","Tierra del Fuego",437600,601704,5e+05
"1461","Mujer","Servicio Doméstico","Tierra del Fuego",153160,105000,241000
"1462","Mujer","Pesca","Tocopilla",225940,1e+05,150000
"1463","Mujer","Explotación de Minas y Canteras","Tocopilla",339140,322612,360000
"1464","Mujer","Industrias Manufactureras","Tocopilla",273500,3e+05,4e+05
"1465","Mujer","Electricidad, Gas y Agua","Tocopilla",218800,360000,NA
"1466","Mujer","Construcción","Tocopilla",437600,210000,3e+05
"1467","Mujer","Comercio","Tocopilla",232640,150000,2e+05
"1468","Mujer","Hoteles y Restaurantes","Tocopilla",224270,245000,270000
"1469","Mujer","Transporte, Almacenamiento y Comunicaciones","Tocopilla",262560,NA,287500
"1470","Mujer","Intermediación Financiera","Tocopilla",177775,5e+05,6e+05
"1471","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Tocopilla",240680,175000,325000
"1472","Mujer","Administración Pública y Defensa","Tocopilla",262560,487957,5e+05
"1473","Mujer","Enseñanza","Tocopilla",536060,483500,360000
"1474","Mujer","Servicios Sociales y de Salud","Tocopilla",306320,465092,340000
"1475","Mujer","Servicios Comunitarios, Sociales y Personales","Tocopilla",335907,280634,4e+05
"1476","Mujer","Servicio Doméstico","Tocopilla",199108,203500,190000
"1477","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Última Esperanza",152545,NA,3e+05
"1478","Mujer","Pesca","Última Esperanza",60170,NA,268500
"1479","Mujer","Industrias Manufactureras","Última Esperanza",262560,220000,271000
"1480","Mujer","Comercio","Última Esperanza",208954,214078,252000
"1481","Mujer","Hoteles y Restaurantes","Última Esperanza",218800,250000,280000
"1482","Mujer","Transporte, Almacenamiento y Comunicaciones","Última Esperanza",199108,206500,325000
