"","sexo","rama","provincia","2011","2013","2015"
"371","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Iquique",410800,2e+05,424000
"372","Hombre","Pesca","Iquique",328200,280000,350000
"373","Hombre","Explotación de Minas y Canteras","Iquique",547000,6e+05,6e+05
"374","Hombre","Industrias Manufactureras","Iquique",328200,365000,350000
"375","Hombre","Electricidad, Gas y Agua","Iquique",414626,4e+05,450000
"376","Hombre","Construcción","Iquique",328200,350000,4e+05
"377","Hombre","Comercio","Iquique",308100,3e+05,3e+05
"378","Hombre","Hoteles y Restaurantes","Iquique",311686,287500,350000
"379","Hombre","Transporte, Almacenamiento y Comunicaciones","Iquique",437600,4e+05,386000
"380","Hombre","Intermediación Financiera","Iquique",437600,5e+05,1200000
"381","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Iquique",359900,4e+05,4e+05
"382","Hombre","Administración Pública y Defensa","Iquique",534966,6e+05,6e+05
"383","Hombre","Enseñanza","Iquique",464950,6e+05,636250
"384","Hombre","Servicios Sociales y de Salud","Iquique",519650,890000,675000
"385","Hombre","Servicios Comunitarios, Sociales y Personales","Iquique",317260,360000,375000
"386","Hombre","Servicio Doméstico","Iquique",218800,290000,295000
"387","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Limarí",199108,210000,241000
"388","Hombre","Pesca","Limarí",202390,4e+05,145000
"389","Hombre","Explotación de Minas y Canteras","Limarí",426660,440000,450000
"390","Hombre","Industrias Manufactureras","Limarí",246480,3e+05,254694
"391","Hombre","Electricidad, Gas y Agua","Limarí",437600,335000,530000
"392","Hombre","Construcción","Limarí",273500,220000,298676
"393","Hombre","Comercio","Limarí",202390,210000,241000
"394","Hombre","Hoteles y Restaurantes","Limarí",369720,3e+05,280000
"395","Hombre","Transporte, Almacenamiento y Comunicaciones","Limarí",262560,3e+05,291882
"396","Hombre","Intermediación Financiera","Limarí",2054000,470000,320000
"397","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Limarí",237398,332703,410000
"398","Hombre","Administración Pública y Defensa","Limarí",300850,4e+05,4e+05
"399","Hombre","Enseñanza","Limarí",328200,510000,3e+05
"400","Hombre","Servicios Sociales y de Salud","Limarí",547000,310000,310000
"401","Hombre","Servicios Comunitarios, Sociales y Personales","Limarí",196920,3e+05,330000
"402","Hombre","Servicio Doméstico","Limarí",369720,210000,280000
"403","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Linares",199108,210000,241000
"404","Hombre","Explotación de Minas y Canteras","Linares",547000,4e+05,512000
"405","Hombre","Industrias Manufactureras","Linares",205270,215000,245000
"406","Hombre","Electricidad, Gas y Agua","Linares",208954,215000,475000
"407","Hombre","Construcción","Linares",218800,217500,280000
"408","Hombre","Comercio","Linares",199108,205000,241000
"409","Hombre","Hoteles y Restaurantes","Linares",199108,210000,241000
"410","Hombre","Transporte, Almacenamiento y Comunicaciones","Linares",218800,3e+05,3e+05
"411","Hombre","Intermediación Financiera","Linares",629050,855000,369000
"412","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Linares",296864,4e+05,4e+05
"413","Hombre","Administración Pública y Defensa","Linares",328200,334375,430000
"414","Hombre","Enseñanza","Linares",382900,350000,450000
"415","Hombre","Servicios Sociales y de Salud","Linares",218800,3e+05,390000
"416","Hombre","Servicios Comunitarios, Sociales y Personales","Linares",212236,210000,3e+05
"417","Hombre","Servicio Doméstico","Linares",82160,70000,243500
"418","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Llanquihue",205400,180000,241000
"419","Hombre","Pesca","Llanquihue",218800,250000,3e+05
"420","Hombre","Explotación de Minas y Canteras","Llanquihue",328200,350000,241000
"421","Hombre","Industrias Manufactureras","Llanquihue",240680,250000,265000
"422","Hombre","Electricidad, Gas y Agua","Llanquihue",278970,3e+05,330000
"423","Hombre","Construcción","Llanquihue",251620,239500,250000
"424","Hombre","Comercio","Llanquihue",224270,241000,251000
"425","Hombre","Hoteles y Restaurantes","Llanquihue",218800,250000,250000
"426","Hombre","Transporte, Almacenamiento y Comunicaciones","Llanquihue",284440,3e+05,3e+05
"427","Hombre","Intermediación Financiera","Llanquihue",656400,525000,550000
"428","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Llanquihue",273500,3e+05,350000
"429","Hombre","Administración Pública y Defensa","Llanquihue",437600,425000,552575
"430","Hombre","Enseñanza","Llanquihue",437600,395000,470000
"431","Hombre","Servicios Sociales y de Salud","Llanquihue",421190,4e+05,387500
"432","Hombre","Servicios Comunitarios, Sociales y Personales","Llanquihue",329090,230000,280000
"433","Hombre","Servicio Doméstico","Llanquihue",205400,210000,2e+05
"434","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Los Andes",202390,210000,241000
"435","Hombre","Explotación de Minas y Canteras","Los Andes",492300,5e+05,650000
"436","Hombre","Industrias Manufactureras","Los Andes",382900,250000,5e+05
"437","Hombre","Electricidad, Gas y Agua","Los Andes",131280,298500,6e+05
"438","Hombre","Construcción","Los Andes",424200,280000,3e+05
"439","Hombre","Comercio","Los Andes",229740,3e+05,255000
"440","Hombre","Hoteles y Restaurantes","Los Andes",207860,240000,275000
"441","Hombre","Transporte, Almacenamiento y Comunicaciones","Los Andes",405714,217683,4e+05
"442","Hombre","Intermediación Financiera","Los Andes",519650,607500,5e+05
"443","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Los Andes",656400,375000,8e+05
"444","Hombre","Administración Pública y Defensa","Los Andes",393840,4e+05,6e+05
"445","Hombre","Enseñanza","Los Andes",382900,405000,605638
"446","Hombre","Servicios Sociales y de Salud","Los Andes",858649,230000,385000
"447","Hombre","Servicios Comunitarios, Sociales y Personales","Los Andes",328200,230000,250000
"448","Hombre","Servicio Doméstico","Los Andes",273500,210000,240000
"449","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Magallanes",311790,280626,750000
"450","Hombre","Pesca","Magallanes",371960,350000,550000
"451","Hombre","Explotación de Minas y Canteras","Magallanes",547000,650000,850000
"452","Hombre","Industrias Manufactureras","Magallanes",413260,371424,390000
"453","Hombre","Electricidad, Gas y Agua","Magallanes",336952,525000,9e+05
"454","Hombre","Construcción","Magallanes",328200,350000,4e+05
"455","Hombre","Comercio","Magallanes",273500,3e+05,340000
"456","Hombre","Hoteles y Restaurantes","Magallanes",233653,320000,380000
"457","Hombre","Transporte, Almacenamiento y Comunicaciones","Magallanes",437600,4e+05,4e+05
"458","Hombre","Intermediación Financiera","Magallanes",449634,550000,1e+06
"459","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Magallanes",492300,350000,5e+05
"460","Hombre","Administración Pública y Defensa","Magallanes",743920,615000,8e+05
"461","Hombre","Enseñanza","Magallanes",584196,590000,625000
"462","Hombre","Servicios Sociales y de Salud","Magallanes",547000,520000,9e+05
"463","Hombre","Servicios Comunitarios, Sociales y Personales","Magallanes",307170,3e+05,350000
"464","Hombre","Servicio Doméstico","Magallanes",531986,80000,2e+05
"465","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Maipo",214946,210000,250000
"466","Hombre","Explotación de Minas y Canteras","Maipo",410250,5e+05,550000
"467","Hombre","Industrias Manufactureras","Maipo",268030,3e+05,320000
"468","Hombre","Electricidad, Gas y Agua","Maipo",218800,5e+05,245000
"469","Hombre","Construcción","Maipo",240680,3e+05,320000
"470","Hombre","Comercio","Maipo",273500,270000,3e+05
"471","Hombre","Hoteles y Restaurantes","Maipo",218800,202500,280000
"472","Hombre","Transporte, Almacenamiento y Comunicaciones","Maipo",273500,303591,380597
"473","Hombre","Intermediación Financiera","Maipo",328200,4e+05,4e+05
"474","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Maipo",240680,4e+05,425000
"475","Hombre","Administración Pública y Defensa","Maipo",404780,4e+05,5e+05
"476","Hombre","Enseñanza","Maipo",382900,375000,588000
"477","Hombre","Servicios Sociales y de Salud","Maipo",263432,350000,350000
"478","Hombre","Servicios Comunitarios, Sociales y Personales","Maipo",306320,250000,375000
"479","Hombre","Servicio Doméstico","Maipo",224270,260000,294040
"480","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Malleco",180510,180000,230000
"481","Hombre","Pesca","Malleco",179152,290000,250000
"482","Hombre","Explotación de Minas y Canteras","Malleco",553017,3e+05,450000
"483","Hombre","Industrias Manufactureras","Malleco",199108,210000,241000
"484","Hombre","Electricidad, Gas y Agua","Malleco",393840,320000,350000
"485","Hombre","Construcción","Malleco",205400,210000,250000
"486","Hombre","Comercio","Malleco",196920,210000,250000
"487","Hombre","Hoteles y Restaurantes","Malleco",163205,212000,2e+05
"488","Hombre","Transporte, Almacenamiento y Comunicaciones","Malleco",262560,250000,280000
"489","Hombre","Intermediación Financiera","Malleco",376200,270000,1100000
"490","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Malleco",355550,3e+05,265000
"491","Hombre","Administración Pública y Defensa","Malleco",437600,450000,5e+05
"492","Hombre","Enseñanza","Malleco",492300,420000,415000
"493","Hombre","Servicios Sociales y de Salud","Malleco",262560,350000,460000
"494","Hombre","Servicios Comunitarios, Sociales y Personales","Malleco",266389,226832,250000
"495","Hombre","Servicio Doméstico","Malleco",175040,1e+05,150000
"496","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Marga Marga",196920,210000,240000
"497","Hombre","Pesca","Marga Marga",932294,5e+05,150000
"498","Hombre","Explotación de Minas y Canteras","Marga Marga",765800,500500,624098
"499","Hombre","Industrias Manufactureras","Marga Marga",240680,250000,320000
"500","Hombre","Electricidad, Gas y Agua","Marga Marga",300850,250000,359028
"501","Hombre","Construcción","Marga Marga",251620,3e+05,350000
"502","Hombre","Comercio","Marga Marga",230575,250000,275000
"503","Hombre","Hoteles y Restaurantes","Marga Marga",196920,252762,250000
"504","Hombre","Transporte, Almacenamiento y Comunicaciones","Marga Marga",249432,3e+05,350000
"505","Hombre","Intermediación Financiera","Marga Marga",984600,450000,5e+05
"506","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Marga Marga",369720,4e+05,450000
"507","Hombre","Administración Pública y Defensa","Marga Marga",437600,570000,7e+05
"508","Hombre","Enseñanza","Marga Marga",328200,430000,5e+05
"509","Hombre","Servicios Sociales y de Salud","Marga Marga",389593,4e+05,441121
"510","Hombre","Servicios Comunitarios, Sociales y Personales","Marga Marga",218800,260000,3e+05
"511","Hombre","Servicio Doméstico","Marga Marga",202801,2e+05,240203
"512","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Melipilla",206766,210000,285926
"513","Hombre","Pesca","Melipilla",501052,NA,NA
"514","Hombre","Explotación de Minas y Canteras","Melipilla",382900,5e+05,5e+05
"515","Hombre","Industrias Manufactureras","Melipilla",273500,250000,3e+05
"516","Hombre","Electricidad, Gas y Agua","Melipilla",199108,90000,6e+05
"517","Hombre","Construcción","Melipilla",273500,250000,322301
"518","Hombre","Comercio","Melipilla",198014,233820,350000
"519","Hombre","Hoteles y Restaurantes","Melipilla",236304,275000,240500
"520","Hombre","Transporte, Almacenamiento y Comunicaciones","Melipilla",273500,3e+05,4e+05
"521","Hombre","Intermediación Financiera","Melipilla",306320,NA,410000
"522","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Melipilla",273500,4e+05,440000
"523","Hombre","Administración Pública y Defensa","Melipilla",325758,329342,320000
"524","Hombre","Enseñanza","Melipilla",547000,3e+05,350000
"525","Hombre","Servicios Sociales y de Salud","Melipilla",153160,520000,344100
"526","Hombre","Servicios Comunitarios, Sociales y Personales","Melipilla",349180,3e+05,4e+05
"527","Hombre","Servicio Doméstico","Melipilla",196920,2e+05,245000
"528","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Ñuble",176086,180000,202386
"529","Hombre","Pesca","Ñuble",196920,175000,3e+05
"530","Hombre","Explotación de Minas y Canteras","Ñuble",366490,4e+05,435000
"531","Hombre","Industrias Manufactureras","Ñuble",213330,210000,250000
"532","Hombre","Electricidad, Gas y Agua","Ñuble",218800,210000,297500
"533","Hombre","Construcción","Ñuble",204578,220000,250000
"534","Hombre","Comercio","Ñuble",199108,210000,244000
"535","Hombre","Hoteles y Restaurantes","Ñuble",202390,210000,275000
"536","Hombre","Transporte, Almacenamiento y Comunicaciones","Ñuble",218800,240000,3e+05
"537","Hombre","Intermediación Financiera","Ñuble",205400,690000,6e+05
"538","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Ñuble",267020,250000,375000
"539","Hombre","Administración Pública y Defensa","Ñuble",415720,450000,488000
"540","Hombre","Enseñanza","Ñuble",306320,340000,450000
"541","Hombre","Servicios Sociales y de Salud","Ñuble",341328,290000,450000
"542","Hombre","Servicios Comunitarios, Sociales y Personales","Ñuble",199108,205000,240000
"543","Hombre","Servicio Doméstico","Ñuble",205400,167000,150000
"544","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Osorno",199108,208750,241000
"545","Hombre","Pesca","Osorno",218800,236500,260000
"546","Hombre","Industrias Manufactureras","Osorno",218800,220000,245000
"547","Hombre","Electricidad, Gas y Agua","Osorno",202937,220000,445000
"548","Hombre","Construcción","Osorno",202390,210000,256914
"549","Hombre","Comercio","Osorno",199108,210000,250000
"550","Hombre","Hoteles y Restaurantes","Osorno",284440,230000,247363
"551","Hombre","Transporte, Almacenamiento y Comunicaciones","Osorno",218800,3e+05,3e+05
"552","Hombre","Intermediación Financiera","Osorno",382900,339734,559000
"553","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Osorno",457337,444578,3e+05
"554","Hombre","Administración Pública y Defensa","Osorno",371960,325200,625000
"555","Hombre","Enseñanza","Osorno",300850,450000,380000
"556","Hombre","Servicios Sociales y de Salud","Osorno",415720,550000,360000
"557","Hombre","Servicios Comunitarios, Sociales y Personales","Osorno",218800,2e+05,250000
"558","Hombre","Servicio Doméstico","Osorno",153160,150000,160000
"559","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Parinacota",547000,80000,150000
"560","Hombre","Industrias Manufactureras","Parinacota",574350,NA,2e+05
"561","Hombre","Construcción","Parinacota",205400,245000,265000
"562","Hombre","Comercio","Parinacota",347175,80000,2e+05
"563","Hombre","Administración Pública y Defensa","Parinacota",464950,350000,3e+05
"564","Hombre","Enseñanza","Parinacota",289910,1150000,580000
"565","Hombre","Servicios Sociales y de Salud","Parinacota",142220,235000,370000
"566","Hombre","Servicios Comunitarios, Sociales y Personales","Parinacota",184860,NA,NA
"567","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Petorca",196920,210000,241000
"568","Hombre","Pesca","Petorca",202290,2e+05,320000
"569","Hombre","Explotación de Minas y Canteras","Petorca",328200,4e+05,410000
"570","Hombre","Industrias Manufactureras","Petorca",273500,210000,260000
"571","Hombre","Construcción","Petorca",273500,3e+05,282553
"572","Hombre","Comercio","Petorca",221312,290000,250000
"573","Hombre","Hoteles y Restaurantes","Petorca",180510,220000,230000
"574","Hombre","Transporte, Almacenamiento y Comunicaciones","Petorca",218800,280000,280000
"575","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Petorca",268030,3e+05,307500
"576","Hombre","Administración Pública y Defensa","Petorca",492300,375000,5e+05
"577","Hombre","Enseñanza","Petorca",271184,375000,562916
"578","Hombre","Servicios Sociales y de Salud","Petorca",382900,350000,3e+05
"579","Hombre","Servicios Comunitarios, Sociales y Personales","Petorca",251620,211060,180000
"580","Hombre","Servicio Doméstico","Petorca",251620,279883,3e+05
"581","Hombre","Organizaciones y órganos Extraterritoriales","Petorca",513500,NA,NA
"582","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Quillota",207860,210000,250000
"583","Hombre","Explotación de Minas y Canteras","Quillota",437600,610000,590000
"584","Hombre","Industrias Manufactureras","Quillota",273500,220000,4e+05
"585","Hombre","Electricidad, Gas y Agua","Quillota",274274,360000,4e+05
"586","Hombre","Construcción","Quillota",246480,240000,270000
"587","Hombre","Comercio","Quillota",218800,230000,250000
"588","Hombre","Hoteles y Restaurantes","Quillota",207860,205000,250000
"589","Hombre","Transporte, Almacenamiento y Comunicaciones","Quillota",309903,3e+05,350000
"590","Hombre","Intermediación Financiera","Quillota",437600,654200,5e+05
"591","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Quillota",382900,294000,270000
"592","Hombre","Administración Pública y Defensa","Quillota",437600,570000,575000
"593","Hombre","Enseñanza","Quillota",324242,5e+05,445000
"594","Hombre","Servicios Sociales y de Salud","Quillota",522994,450000,310000
"595","Hombre","Servicios Comunitarios, Sociales y Personales","Quillota",262560,240000,250000
"596","Hombre","Servicio Doméstico","Quillota",202390,2e+05,245000
"597","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Ranco",200749,210000,241000
"598","Hombre","Pesca","Ranco",289910,276500,295000
"599","Hombre","Explotación de Minas y Canteras","Ranco",526214,460000,450000
"600","Hombre","Industrias Manufactureras","Ranco",262560,220000,250000
"601","Hombre","Electricidad, Gas y Agua","Ranco",200202,237500,350000
"602","Hombre","Construcción","Ranco",205141,210000,250000
"603","Hombre","Comercio","Ranco",206083,210000,250000
"604","Hombre","Hoteles y Restaurantes","Ranco",308100,210000,185000
"605","Hombre","Transporte, Almacenamiento y Comunicaciones","Ranco",273500,250000,250000
"606","Hombre","Intermediación Financiera","Ranco",273500,490000,276000
"607","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Ranco",246480,375000,248436
"608","Hombre","Administración Pública y Defensa","Ranco",547000,350000,5e+05
"609","Hombre","Enseñanza","Ranco",273500,340000,3e+05
"610","Hombre","Servicios Sociales y de Salud","Ranco",464950,550000,450000
"611","Hombre","Servicios Comunitarios, Sociales y Personales","Ranco",202254,205000,240000
"612","Hombre","Servicio Doméstico","Ranco",196920,285000,2e+05
"613","Hombre","Agricultura, Ganadería, Caza y Silvicultura","San Antonio",229740,217500,250000
"614","Hombre","Pesca","San Antonio",188880,1e+05,2e+05
"615","Hombre","Explotación de Minas y Canteras","San Antonio",218800,250000,469606
"616","Hombre","Industrias Manufactureras","San Antonio",207860,280000,306577
"617","Hombre","Electricidad, Gas y Agua","San Antonio",142220,280000,415000
"618","Hombre","Construcción","San Antonio",280530,250000,3e+05
"619","Hombre","Comercio","San Antonio",273500,250000,260000
"620","Hombre","Hoteles y Restaurantes","San Antonio",240680,208708,250000
"621","Hombre","Transporte, Almacenamiento y Comunicaciones","San Antonio",289910,3e+05,308149
"622","Hombre","Intermediación Financiera","San Antonio",601700,2e+05,4e+05
"623","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","San Antonio",223040,5e+05,425000
"624","Hombre","Administración Pública y Defensa","San Antonio",361020,395000,4e+05
"625","Hombre","Enseñanza","San Antonio",328200,380000,474966
"626","Hombre","Servicios Sociales y de Salud","San Antonio",415720,230000,365000
"627","Hombre","Servicios Comunitarios, Sociales y Personales","San Antonio",273500,302500,3e+05
"628","Hombre","Servicio Doméstico","San Antonio",213330,250000,250000
"629","Hombre","Agricultura, Ganadería, Caza y Silvicultura","San Felipe",204578,210000,250000
"630","Hombre","Explotación de Minas y Canteras","San Felipe",415720,440000,6e+05
"631","Hombre","Industrias Manufactureras","San Felipe",262560,245000,3e+05
"632","Hombre","Electricidad, Gas y Agua","San Felipe",324204,210000,350000
"633","Hombre","Construcción","San Felipe",218800,250000,250000
"634","Hombre","Comercio","San Felipe",203484,210000,251189
"635","Hombre","Hoteles y Restaurantes","San Felipe",248408,214534,245500
"636","Hombre","Transporte, Almacenamiento y Comunicaciones","San Felipe",254384,4e+05,352500
"637","Hombre","Intermediación Financiera","San Felipe",328200,NA,4e+05
"638","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","San Felipe",818312,1468012,385000
"639","Hombre","Administración Pública y Defensa","San Felipe",291551,365000,430000
"640","Hombre","Enseñanza","San Felipe",217706,340000,549720
"641","Hombre","Servicios Sociales y de Salud","San Felipe",216612,3e+05,450000
"642","Hombre","Servicios Comunitarios, Sociales y Personales","San Felipe",251620,201000,275000
"643","Hombre","Servicio Doméstico","San Felipe",369720,203000,192000
"644","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Santiago",547000,250000,320000
"645","Hombre","Pesca","Santiago",1258100,NA,536000
"646","Hombre","Explotación de Minas y Canteras","Santiago",754860,7e+05,1e+06
"647","Hombre","Industrias Manufactureras","Santiago",273500,3e+05,350000
"648","Hombre","Electricidad, Gas y Agua","Santiago",536060,490000,5e+05
"649","Hombre","Construcción","Santiago",306320,3e+05,350000
"650","Hombre","Comercio","Santiago",273500,280000,3e+05
"651","Hombre","Hoteles y Restaurantes","Santiago",236524,280000,3e+05
"652","Hombre","Transporte, Almacenamiento y Comunicaciones","Santiago",328200,350000,4e+05
"653","Hombre","Intermediación Financiera","Santiago",875200,8e+05,8e+05
"654","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Santiago",547000,6e+05,7e+05
"655","Hombre","Administración Pública y Defensa","Santiago",547000,450000,6e+05
"656","Hombre","Enseñanza","Santiago",547000,5e+05,550000
"657","Hombre","Servicios Sociales y de Salud","Santiago",547000,5e+05,745000
"658","Hombre","Servicios Comunitarios, Sociales y Personales","Santiago",410800,3e+05,380000
"659","Hombre","Servicio Doméstico","Santiago",273500,250000,3e+05
"660","Hombre","Organizaciones y órganos Extraterritoriales","Santiago",2665960,332702,2997500
"661","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Talagante",201296,210000,244000
"662","Hombre","Explotación de Minas y Canteras","Talagante",437600,255000,6e+05
"663","Hombre","Industrias Manufactureras","Talagante",262560,3e+05,345000
"664","Hombre","Electricidad, Gas y Agua","Talagante",328200,230000,4e+05
"665","Hombre","Construcción","Talagante",289910,3e+05,350000
"666","Hombre","Comercio","Talagante",306320,290000,3e+05
"667","Hombre","Hoteles y Restaurantes","Talagante",257090,195000,3e+05
"668","Hombre","Transporte, Almacenamiento y Comunicaciones","Talagante",328200,285000,370000
"669","Hombre","Intermediación Financiera","Talagante",875200,445000,1e+06
"670","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Talagante",300850,5e+05,5e+05
"671","Hombre","Administración Pública y Defensa","Talagante",492300,4e+05,450000
"672","Hombre","Enseñanza","Talagante",328200,3e+05,590000
"673","Hombre","Servicios Sociales y de Salud","Talagante",601700,290000,493000
"674","Hombre","Servicios Comunitarios, Sociales y Personales","Talagante",437600,284638,245500
"675","Hombre","Servicio Doméstico","Talagante",232640,210000,250000
"676","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Talca",199108,210000,241000
"677","Hombre","Pesca","Talca",141126,240000,275000
"678","Hombre","Explotación de Minas y Canteras","Talca",437600,5e+05,465000
"679","Hombre","Industrias Manufactureras","Talca",214424,220000,280000
"680","Hombre","Electricidad, Gas y Agua","Talca",424472,3e+05,3e+05
"681","Hombre","Construcción","Talca",218800,250000,250000
"682","Hombre","Comercio","Talca",205400,220000,250000
"683","Hombre","Hoteles y Restaurantes","Talca",246150,375000,305000
"684","Hombre","Transporte, Almacenamiento y Comunicaciones","Talca",284440,280000,3e+05
"685","Hombre","Intermediación Financiera","Talca",481360,9e+05,740000
"686","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Talca",273500,450000,342500
"687","Hombre","Administración Pública y Defensa","Talca",459480,4e+05,435000
"688","Hombre","Enseñanza","Talca",278970,425000,6e+05
"689","Hombre","Servicios Sociales y de Salud","Talca",273500,4e+05,450000
"690","Hombre","Servicios Comunitarios, Sociales y Personales","Talca",201292,250000,260000
"691","Hombre","Servicio Doméstico","Talca",246480,1e+05,247500
"692","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Tamarugal",205400,135000,2e+05
"693","Hombre","Explotación de Minas y Canteras","Tamarugal",437600,5e+05,450000
"694","Hombre","Industrias Manufactureras","Tamarugal",437600,197500,3e+05
"695","Hombre","Construcción","Tamarugal",273500,225000,3e+05
"696","Hombre","Comercio","Tamarugal",308100,275000,3e+05
"697","Hombre","Hoteles y Restaurantes","Tamarugal",164320,3e+05,282500
"698","Hombre","Transporte, Almacenamiento y Comunicaciones","Tamarugal",437600,4e+05,380000
"699","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Tamarugal",464950,350000,385000
"700","Hombre","Administración Pública y Defensa","Tamarugal",437600,350000,5e+05
"701","Hombre","Enseñanza","Tamarugal",235210,247500,6e+05
"702","Hombre","Servicios Sociales y de Salud","Tamarugal",199108,NA,4e+05
"703","Hombre","Servicios Comunitarios, Sociales y Personales","Tamarugal",534040,170000,350000
"704","Hombre","Servicio Doméstico","Tamarugal",183792,265000,255000
"705","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Tierra del Fuego",328200,254500,337000
"706","Hombre","Pesca","Tierra del Fuego",328200,3e+05,4e+05
"707","Hombre","Explotación de Minas y Canteras","Tierra del Fuego",472917,667442,358488
"708","Hombre","Industrias Manufactureras","Tierra del Fuego",333670,300004,4e+05
"709","Hombre","Construcción","Tierra del Fuego",410800,284684,4e+05
"710","Hombre","Comercio","Tierra del Fuego",255449,3e+05,3e+05
"711","Hombre","Hoteles y Restaurantes","Tierra del Fuego",8216000,NA,5e+05
"712","Hombre","Transporte, Almacenamiento y Comunicaciones","Tierra del Fuego",492960,8e+05,390000
"713","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Tierra del Fuego",848400,371500,3e+05
"714","Hombre","Administración Pública y Defensa","Tierra del Fuego",656400,7e+05,740000
"715","Hombre","Enseñanza","Tierra del Fuego",517696,890000,425000
"716","Hombre","Servicios Comunitarios, Sociales y Personales","Tierra del Fuego",208954,1e+06,4e+05
"717","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Tocopilla",328200,NA,NA
"718","Hombre","Pesca","Tocopilla",382900,2e+05,2e+05
"719","Hombre","Explotación de Minas y Canteras","Tocopilla",437600,398826,5e+05
"720","Hombre","Industrias Manufactureras","Tocopilla",396850,3e+05,535000
"721","Hombre","Electricidad, Gas y Agua","Tocopilla",574350,465909,7e+05
"722","Hombre","Construcción","Tocopilla",361020,3e+05,3e+05
"723","Hombre","Comercio","Tocopilla",410800,290000,4e+05
"724","Hombre","Hoteles y Restaurantes","Tocopilla",273500,220000,350000
"725","Hombre","Transporte, Almacenamiento y Comunicaciones","Tocopilla",366490,394562,5e+05
"726","Hombre","Intermediación Financiera","Tocopilla",218800,640000,1200000
"727","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Tocopilla",322730,925000,4e+05
"728","Hombre","Administración Pública y Defensa","Tocopilla",536060,3e+05,550000
"729","Hombre","Enseñanza","Tocopilla",875200,850000,530000
"730","Hombre","Servicios Sociales y de Salud","Tocopilla",426660,160000,420000
"731","Hombre","Servicios Comunitarios, Sociales y Personales","Tocopilla",164320,3e+05,279000
"732","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Última Esperanza",210402,210000,3e+05
"733","Hombre","Pesca","Última Esperanza",306320,3e+05,4e+05
"734","Hombre","Explotación de Minas y Canteras","Última Esperanza",530590,296500,5e+05
"735","Hombre","Industrias Manufactureras","Última Esperanza",280064,250000,3e+05
"736","Hombre","Construcción","Última Esperanza",307210,295000,350000
"737","Hombre","Comercio","Última Esperanza",268030,250000,3e+05
"738","Hombre","Hoteles y Restaurantes","Última Esperanza",399310,255000,3e+05
"739","Hombre","Transporte, Almacenamiento y Comunicaciones","Última Esperanza",616200,3e+05,4e+05
"740","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Última Esperanza",410800,265000,4e+05
"741","Hombre","Administración Pública y Defensa","Última Esperanza",547000,6e+05,7e+05
"742","Hombre","Enseñanza","Última Esperanza",598026,1100000,610000
"743","Hombre","Servicios Sociales y de Salud","Última Esperanza",380440,410000,450000
"744","Hombre","Servicios Comunitarios, Sociales y Personales","Última Esperanza",264748,3e+05,375000
