"","geography_level","geography_name","geography_id","year","mean_income","median_income","gini_income"
"84","region","Bíobío","8","1990",29512.8847722319,15827.75,0.557912720522159
"85","region","Bíobío","8","1990",29512.8847722319,15827.75,0.557912720522159
"86","region","Bíobío","8","1990",29512.8847722319,15827.75,0.557912720522159
"87","region","Bíobío","8","1990",29512.8847722319,15827.75,0.557912720522159
"88","region","Bíobío","8","1990",29512.8847722319,15827.75,0.557912720522159
"89","region","Bíobío","8","1990",29512.8847722319,15827.75,0.557912720522159
"90","region","Bíobío","8","1990",29512.8847722319,15827.75,0.557912720522159
"91","region","Bíobío","8","1990",29512.8847722319,15827.75,0.557912720522159
"92","region","Bíobío","8","1990",29512.8847722319,15827.75,0.557912720522159
"93","region","Bíobío","8","1990",29512.8847722319,15827.75,0.557912720522159
"94","region","Bíobío","8","1990",29512.8847722319,15827.75,0.557912720522159
"95","region","Bíobío","8","1990",29512.8847722319,15827.75,0.557912720522159
"96","region","Bíobío","8","1990",29512.8847722319,15827.75,0.557912720522159
"97","region","Bíobío","8","1990",29512.8847722319,15827.75,0.557912720522159
"98","region","Bíobío","8","1990",29512.8847722319,15827.75,0.557912720522159
"99","region","Bíobío","8","1990",29512.8847722319,15827.75,0.557912720522159
"100","region","Bíobío","8","1990",29512.8847722319,15827.75,0.557912720522159
"101","region","Bíobío","8","1990",29512.8847722319,15827.75,0.557912720522159
"102","region","Bíobío","8","1990",29512.8847722319,15827.75,0.557912720522159
"103","region","Bíobío","8","1990",29512.8847722319,15827.75,0.557912720522159
"104","region","Bíobío","8","1990",29512.8847722319,15827.75,0.557912720522159
"105","region","Bíobío","8","1990",29512.8847722319,15827.75,0.557912720522159
"106","region","Bíobío","8","1990",29512.8847722319,15827.75,0.557912720522159
"107","region","Bíobío","8","1990",29512.8847722319,15827.75,0.557912720522159
"108","region","Bíobío","8","1990",29512.8847722319,15827.75,0.557912720522159
"109","region","Bíobío","8","1990",29512.8847722319,15827.75,0.557912720522159
"110","region","Bíobío","8","1990",29512.8847722319,15827.75,0.557912720522159
"111","region","Bíobío","8","1990",29512.8847722319,15827.75,0.557912720522159
"112","region","Bíobío","8","1990",29512.8847722319,15827.75,0.557912720522159
"113","region","Bíobío","8","1990",29512.8847722319,15827.75,0.557912720522159
"114","region","Bíobío","8","1990",29512.8847722319,15827.75,0.557912720522159
"115","region","Bíobío","8","1990",29512.8847722319,15827.75,0.557912720522159
"116","region","Bíobío","8","1990",29512.8847722319,15827.75,0.557912720522159
"117","region","Bíobío","8","1990",29512.8847722319,15827.75,0.557912720522159
"118","region","Bíobío","8","1990",29512.8847722319,15827.75,0.557912720522159
"119","region","Coquimbo","4","1990",28638.4451246971,16626,0.535452413689999
"120","region","Coquimbo","4","1990",28638.4451246971,16626,0.535452413689999
"121","region","Coquimbo","4","1990",28638.4451246971,16626,0.535452413689999
"122","region","Coquimbo","4","1990",28638.4451246971,16626,0.535452413689999
"123","region","Coquimbo","4","1990",28638.4451246971,16626,0.535452413689999
"124","region","Coquimbo","4","1990",28638.4451246971,16626,0.535452413689999
"125","region","Coquimbo","4","1990",28638.4451246971,16626,0.535452413689999
"126","region","Coquimbo","4","1990",28638.4451246971,16626,0.535452413689999
"127","region","Coquimbo","4","1990",28638.4451246971,16626,0.535452413689999
"128","region","Coquimbo","4","1990",28638.4451246971,16626,0.535452413689999
"129","region","Coquimbo","4","1990",28638.4451246971,16626,0.535452413689999
"130","region","Coquimbo","4","1990",28638.4451246971,16626,0.535452413689999
"131","region","Coquimbo","4","1990",28638.4451246971,16626,0.535452413689999
"132","region","Coquimbo","4","1990",28638.4451246971,16626,0.535452413689999
"133","region","Coquimbo","4","1990",28638.4451246971,16626,0.535452413689999
"134","region","Los Lagos","10","1990",38125.9893105629,17197.7142857143,0.615499433791861
"135","region","Los Lagos","10","1990",38125.9893105629,17197.7142857143,0.615499433791861
"136","region","Los Lagos","10","1990",38125.9893105629,17197.7142857143,0.615499433791861
"137","region","Los Lagos","10","1990",38125.9893105629,17197.7142857143,0.615499433791861
"138","region","Los Lagos","10","1990",38125.9893105629,17197.7142857143,0.615499433791861
"139","region","Los Lagos","10","1990",38125.9893105629,17197.7142857143,0.615499433791861
"140","region","Los Lagos","10","1990",38125.9893105629,17197.7142857143,0.615499433791861
"141","region","Los Lagos","10","1990",38125.9893105629,17197.7142857143,0.615499433791861
"142","region","Los Lagos","10","1990",38125.9893105629,17197.7142857143,0.615499433791861
"143","region","Los Lagos","10","1990",38125.9893105629,17197.7142857143,0.615499433791861
"144","region","Los Lagos","10","1990",38125.9893105629,17197.7142857143,0.615499433791861
"145","region","Los Lagos","10","1990",38125.9893105629,17197.7142857143,0.615499433791861
"146","region","Los Lagos","10","1990",38125.9893105629,17197.7142857143,0.615499433791861
"147","region","Los Lagos","10","1990",38125.9893105629,17197.7142857143,0.615499433791861
"148","region","Los Lagos","10","1990",38125.9893105629,17197.7142857143,0.615499433791861
"149","region","Los Lagos","10","1990",38125.9893105629,17197.7142857143,0.615499433791861
"150","region","Los Lagos","10","1990",38125.9893105629,17197.7142857143,0.615499433791861
"151","region","Los Lagos","10","1990",38125.9893105629,17197.7142857143,0.615499433791861
"152","region","Los Lagos","10","1990",38125.9893105629,17197.7142857143,0.615499433791861
"153","region","Los Lagos","10","1990",38125.9893105629,17197.7142857143,0.615499433791861
"154","region","Los Lagos","10","1990",38125.9893105629,17197.7142857143,0.615499433791861
"155","region","Los Lagos","10","1990",38125.9893105629,17197.7142857143,0.615499433791861
"156","region","Los Lagos","10","1990",38125.9893105629,17197.7142857143,0.615499433791861
"157","region","Los Lagos","10","1990",38125.9893105629,17197.7142857143,0.615499433791861
"158","region","Los Lagos","10","1990",38125.9893105629,17197.7142857143,0.615499433791861
"159","region","Los Lagos","10","1990",38125.9893105629,17197.7142857143,0.615499433791861
"160","region","Los Lagos","10","1990",38125.9893105629,17197.7142857143,0.615499433791861
"161","region","Los Lagos","10","1990",38125.9893105629,17197.7142857143,0.615499433791861
"162","region","Los Lagos","10","1990",38125.9893105629,17197.7142857143,0.615499433791861
"163","region","Los Lagos","10","1990",38125.9893105629,17197.7142857143,0.615499433791861
"164","region","Los Ríos","14","1990",30887.7351888889,16974.375,0.53626900972641
"165","region","Los Ríos","14","1990",30887.7351888889,16974.375,0.53626900972641
"166","region","Los Ríos","14","1990",30887.7351888889,16974.375,0.53626900972641
"167","region","Los Ríos","14","1990",30887.7351888889,16974.375,0.53626900972641
"168","region","Los Ríos","14","1990",30887.7351888889,16974.375,0.53626900972641
"169","region","Los Ríos","14","1990",30887.7351888889,16974.375,0.53626900972641
"170","region","Los Ríos","14","1990",30887.7351888889,16974.375,0.53626900972641
"171","region","Los Ríos","14","1990",30887.7351888889,16974.375,0.53626900972641
"172","region","Los Ríos","14","1990",30887.7351888889,16974.375,0.53626900972641
"173","region","Los Ríos","14","1990",30887.7351888889,16974.375,0.53626900972641
"174","region","Los Ríos","14","1990",30887.7351888889,16974.375,0.53626900972641
"175","region","Los Ríos","14","1990",30887.7351888889,16974.375,0.53626900972641
"176","region","Magallanes","12","1990",44398.096075821,26137.3333333333,0.536428801997324
"177","region","Magallanes","12","1990",44398.096075821,26137.3333333333,0.536428801997324
"178","region","Magallanes","12","1990",44398.096075821,26137.3333333333,0.536428801997324
"179","region","Magallanes","12","1990",44398.096075821,26137.3333333333,0.536428801997324
"180","region","Magallanes","12","1990",44398.096075821,26137.3333333333,0.536428801997324
"181","region","Magallanes","12","1990",44398.096075821,26137.3333333333,0.536428801997324
"182","region","Magallanes","12","1990",44398.096075821,26137.3333333333,0.536428801997324
"183","region","Magallanes","12","1990",44398.096075821,26137.3333333333,0.536428801997324
"184","region","Magallanes","12","1990",44398.096075821,26137.3333333333,0.536428801997324
"185","region","Magallanes","12","1990",44398.096075821,26137.3333333333,0.536428801997324
"186","region","Magallanes","12","1990",44398.096075821,26137.3333333333,0.536428801997324
"187","region","Maule","7","1990",34608.8884692561,16473.3333333333,0.598729663358879
"188","region","Maule","7","1990",34608.8884692561,16473.3333333333,0.598729663358879
"189","region","Maule","7","1990",34608.8884692561,16473.3333333333,0.598729663358879
"190","region","Maule","7","1990",34608.8884692561,16473.3333333333,0.598729663358879
"191","region","Maule","7","1990",34608.8884692561,16473.3333333333,0.598729663358879
"192","region","Maule","7","1990",34608.8884692561,16473.3333333333,0.598729663358879
"193","region","Maule","7","1990",34608.8884692561,16473.3333333333,0.598729663358879
"194","region","Maule","7","1990",34608.8884692561,16473.3333333333,0.598729663358879
"195","region","Maule","7","1990",34608.8884692561,16473.3333333333,0.598729663358879
"196","region","Maule","7","1990",34608.8884692561,16473.3333333333,0.598729663358879
"197","region","Maule","7","1990",34608.8884692561,16473.3333333333,0.598729663358879
"198","region","Maule","7","1990",34608.8884692561,16473.3333333333,0.598729663358879
"199","region","Maule","7","1990",34608.8884692561,16473.3333333333,0.598729663358879
"200","region","Maule","7","1990",34608.8884692561,16473.3333333333,0.598729663358879
"201","region","Maule","7","1990",34608.8884692561,16473.3333333333,0.598729663358879
"202","region","Maule","7","1990",34608.8884692561,16473.3333333333,0.598729663358879
"203","region","Maule","7","1990",34608.8884692561,16473.3333333333,0.598729663358879
"204","region","Maule","7","1990",34608.8884692561,16473.3333333333,0.598729663358879
"205","region","Maule","7","1990",34608.8884692561,16473.3333333333,0.598729663358879
"206","region","Maule","7","1990",34608.8884692561,16473.3333333333,0.598729663358879
"207","region","Maule","7","1990",34608.8884692561,16473.3333333333,0.598729663358879
"208","region","Maule","7","1990",34608.8884692561,16473.3333333333,0.598729663358879
"209","region","Maule","7","1990",34608.8884692561,16473.3333333333,0.598729663358879
"210","region","Maule","7","1990",34608.8884692561,16473.3333333333,0.598729663358879
"211","region","Maule","7","1990",34608.8884692561,16473.3333333333,0.598729663358879
"212","region","Maule","7","1990",34608.8884692561,16473.3333333333,0.598729663358879
"213","region","Maule","7","1990",34608.8884692561,16473.3333333333,0.598729663358879
"214","region","Maule","7","1990",34608.8884692561,16473.3333333333,0.598729663358879
"215","region","Maule","7","1990",34608.8884692561,16473.3333333333,0.598729663358879
"216","region","Maule","7","1990",34608.8884692561,16473.3333333333,0.598729663358879
"217","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"218","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"219","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"220","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"221","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"222","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"223","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"224","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"225","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"226","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"227","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"228","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"229","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"230","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"231","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"232","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"233","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"234","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"235","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"236","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"237","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"238","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"239","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"240","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"241","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"242","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"243","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"244","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"245","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"246","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"247","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"248","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"249","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"250","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"251","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"252","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"253","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"254","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"255","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"256","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"257","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"258","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"259","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"260","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"261","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"262","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"263","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"264","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"265","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"266","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"267","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"268","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"269","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"270","region","Metropolitana","13","1990",38593.1098825561,20437.3333333333,0.557379191083944
"271","region","O'Higgins","6","1990",29845.7775003853,18620,0.515264268155759
"272","region","O'Higgins","6","1990",29845.7775003853,18620,0.515264268155759
"273","region","O'Higgins","6","1990",29845.7775003853,18620,0.515264268155759
"274","region","O'Higgins","6","1990",29845.7775003853,18620,0.515264268155759
"275","region","O'Higgins","6","1990",29845.7775003853,18620,0.515264268155759
"276","region","O'Higgins","6","1990",29845.7775003853,18620,0.515264268155759
"277","region","O'Higgins","6","1990",29845.7775003853,18620,0.515264268155759
"278","region","O'Higgins","6","1990",29845.7775003853,18620,0.515264268155759
"279","region","O'Higgins","6","1990",29845.7775003853,18620,0.515264268155759
"280","region","O'Higgins","6","1990",29845.7775003853,18620,0.515264268155759
"281","region","O'Higgins","6","1990",29845.7775003853,18620,0.515264268155759
"282","region","O'Higgins","6","1990",29845.7775003853,18620,0.515264268155759
"283","region","O'Higgins","6","1990",29845.7775003853,18620,0.515264268155759
"284","region","O'Higgins","6","1990",29845.7775003853,18620,0.515264268155759
"285","region","O'Higgins","6","1990",29845.7775003853,18620,0.515264268155759
"286","region","O'Higgins","6","1990",29845.7775003853,18620,0.515264268155759
"287","region","O'Higgins","6","1990",29845.7775003853,18620,0.515264268155759
"288","region","O'Higgins","6","1990",29845.7775003853,18620,0.515264268155759
"289","region","O'Higgins","6","1990",29845.7775003853,18620,0.515264268155759
"290","region","O'Higgins","6","1990",29845.7775003853,18620,0.515264268155759
"291","region","O'Higgins","6","1990",29845.7775003853,18620,0.515264268155759
"292","region","O'Higgins","6","1990",29845.7775003853,18620,0.515264268155759
"293","region","O'Higgins","6","1990",29845.7775003853,18620,0.515264268155759
"294","region","O'Higgins","6","1990",29845.7775003853,18620,0.515264268155759
"295","region","O'Higgins","6","1990",29845.7775003853,18620,0.515264268155759
"296","region","O'Higgins","6","1990",29845.7775003853,18620,0.515264268155759
"297","region","O'Higgins","6","1990",29845.7775003853,18620,0.515264268155759
"298","region","O'Higgins","6","1990",29845.7775003853,18620,0.515264268155759
"299","region","O'Higgins","6","1990",29845.7775003853,18620,0.515264268155759
"300","region","O'Higgins","6","1990",29845.7775003853,18620,0.515264268155759
"301","region","O'Higgins","6","1990",29845.7775003853,18620,0.515264268155759
"302","region","O'Higgins","6","1990",29845.7775003853,18620,0.515264268155759
"303","region","O'Higgins","6","1990",29845.7775003853,18620,0.515264268155759
"304","region","Tarapacá","1","1990",54881.6586327118,27942.75,0.566750339871431
"305","region","Tarapacá","1","1990",54881.6586327118,27942.75,0.566750339871431
"306","region","Tarapacá","1","1990",54881.6586327118,27942.75,0.566750339871431
"307","region","Tarapacá","1","1990",54881.6586327118,27942.75,0.566750339871431
"308","region","Tarapacá","1","1990",54881.6586327118,27942.75,0.566750339871431
"309","region","Tarapacá","1","1990",54881.6586327118,27942.75,0.566750339871431
"310","region","Tarapacá","1","1990",54881.6586327118,27942.75,0.566750339871431
"311","region","Valparaíso","5","1990",32436.0665470699,18573,0.539808431889992
"312","region","Valparaíso","5","1990",32436.0665470699,18573,0.539808431889992
"313","region","Valparaíso","5","1990",32436.0665470699,18573,0.539808431889992
"314","region","Valparaíso","5","1990",32436.0665470699,18573,0.539808431889992
"315","region","Valparaíso","5","1990",32436.0665470699,18573,0.539808431889992
"316","region","Valparaíso","5","1990",32436.0665470699,18573,0.539808431889992
"317","region","Valparaíso","5","1990",32436.0665470699,18573,0.539808431889992
"318","region","Valparaíso","5","1990",32436.0665470699,18573,0.539808431889992
"319","region","Valparaíso","5","1990",32436.0665470699,18573,0.539808431889992
"320","region","Valparaíso","5","1990",32436.0665470699,18573,0.539808431889992
"321","region","Valparaíso","5","1990",32436.0665470699,18573,0.539808431889992
"322","region","Valparaíso","5","1990",32436.0665470699,18573,0.539808431889992
"323","region","Valparaíso","5","1990",32436.0665470699,18573,0.539808431889992
"324","region","Valparaíso","5","1990",32436.0665470699,18573,0.539808431889992
"325","region","Valparaíso","5","1990",32436.0665470699,18573,0.539808431889992
"326","region","Valparaíso","5","1990",32436.0665470699,18573,0.539808431889992
"327","region","Valparaíso","5","1990",32436.0665470699,18573,0.539808431889992
"328","region","Valparaíso","5","1990",32436.0665470699,18573,0.539808431889992
"329","region","Valparaíso","5","1990",32436.0665470699,18573,0.539808431889992
"330","region","Valparaíso","5","1990",32436.0665470699,18573,0.539808431889992
"331","region","Valparaíso","5","1990",32436.0665470699,18573,0.539808431889992
"332","region","Valparaíso","5","1990",32436.0665470699,18573,0.539808431889992
"333","region","Valparaíso","5","1990",32436.0665470699,18573,0.539808431889992
"334","region","Valparaíso","5","1990",32436.0665470699,18573,0.539808431889992
"335","region","Valparaíso","5","1990",32436.0665470699,18573,0.539808431889992
"336","region","Valparaíso","5","1990",32436.0665470699,18573,0.539808431889992
"337","region","Valparaíso","5","1990",32436.0665470699,18573,0.539808431889992
"338","region","Valparaíso","5","1990",32436.0665470699,18573,0.539808431889992
"339","region","Valparaíso","5","1990",32436.0665470699,18573,0.539808431889992
"340","region","Valparaíso","5","1990",32436.0665470699,18573,0.539808431889992
"341","region","Valparaíso","5","1990",32436.0665470699,18573,0.539808431889992
"342","region","Valparaíso","5","1990",32436.0665470699,18573,0.539808431889992
"343","region","Valparaíso","5","1990",32436.0665470699,18573,0.539808431889992
"344","region","Valparaíso","5","1990",32436.0665470699,18573,0.539808431889992
"345","region","Valparaíso","5","1990",32436.0665470699,18573,0.539808431889992
"346","region","Valparaíso","5","1990",32436.0665470699,18573,0.539808431889992
"347","region","Valparaíso","5","1990",32436.0665470699,18573,0.539808431889992
"348","region","Valparaíso","5","1990",32436.0665470699,18573,0.539808431889992
"349","region","País",NA,"1990",35625.4296026468,18905.7571428572,0.561159652311398
"350","region","Antofagasta","2","1992",49116.4075426166,32327.5,0.470066950103232
"351","region","Antofagasta","2","1992",49116.4075426166,32327.5,0.470066950103232
"352","region","Antofagasta","2","1992",49116.4075426166,32327.5,0.470066950103232
"353","region","Antofagasta","2","1992",49116.4075426166,32327.5,0.470066950103232
"354","region","Antofagasta","2","1992",49116.4075426166,32327.5,0.470066950103232
"355","region","Antofagasta","2","1992",49116.4075426166,32327.5,0.470066950103232
"356","region","Antofagasta","2","1992",49116.4075426166,32327.5,0.470066950103232
"357","region","Antofagasta","2","1992",49116.4075426166,32327.5,0.470066950103232
"358","region","Antofagasta","2","1992",49116.4075426166,32327.5,0.470066950103232
"359","region","Araucanía","9","1992",37241.0717513782,23701.1666666666,0.481809234515306
"360","region","Araucanía","9","1992",37241.0717513782,23701.1666666666,0.481809234515306
"361","region","Araucanía","9","1992",37241.0717513782,23701.1666666666,0.481809234515306
"362","region","Araucanía","9","1992",37241.0717513782,23701.1666666666,0.481809234515306
"363","region","Araucanía","9","1992",37241.0717513782,23701.1666666666,0.481809234515306
"364","region","Araucanía","9","1992",37241.0717513782,23701.1666666666,0.481809234515306
"365","region","Araucanía","9","1992",37241.0717513782,23701.1666666666,0.481809234515306
"366","region","Araucanía","9","1992",37241.0717513782,23701.1666666666,0.481809234515306
