"","geography_level","geography_name","geography_id","year","mean_income","median_income","gini_income","lb_mean_income","ub_mean_income","lb_median_income","ub_median_income","lb_gini_income","ub_gini_income"
"277","provincia","Elqui","p41","2000",81663,51667,0.487,78967,85739,50000,52966,0.475,0.504
"278","provincia","General Carrera","p114","2000",103907,56120,0.54,85958,132815,51746,59676,0.466,0.608
"279","provincia","Huasco","p33","2000",69620,48328,0.452,67280,72069,46592,49437,0.441,0.462
"280","provincia","Iquique","p11","2000",106724,75000,0.472,102084,112214,70130,79056,0.453,0.488
"281","provincia","Limarí","p43","2000",71357,41728,0.534,60310,89121,39697,42831,0.451,0.628
"282","provincia","Linares","p74","2000",77294,45142,0.534,74761,80517,44045,45989,0.524,0.55
"283","provincia","Llanquihue","p101","2000",90453,51420,0.536,87100,93937,50401,52550,0.521,0.551
"284","provincia","Los Andes","p53","2000",91848,60428,0.482,87095,98983,57300,61412,0.457,0.512
"285","provincia","Magallanes","p121","2000",167110,100800,0.506,156814,178227,93660,109860,0.484,0.53
"286","provincia","Maipo","p134","2000",100998,59584,0.499,95704,107066,58290,60867,0.478,0.52
"287","provincia","Malleco","p92","2000",59934,36110,0.519,57474,62594,35661,36772,0.502,0.535
"288","provincia","Marga Marga","p58","2000",112775,70446,0.485,107740,117645,68974,73129,0.464,0.505
"289","provincia","Melipilla","p135","2000",89334,55492,0.51,84915,94790,54401,56045,0.486,0.536
"290","provincia","Ñuble","p84","2000",65979,41288,0.5,64226,68124,40645,41691,0.487,0.513
"291","provincia","Osorno","p103","2000",77864,44040,0.527,74184,81375,43048,44877,0.506,0.547
"292","provincia","Parinacota","p152","2000",60970,28450,0.599,54145,66236,27218,31735,0.567,0.623
"293","provincia","Petorca","p54","2000",77530,48055,0.491,70581,88641,46857,50302,0.446,0.545
"294","provincia","Quillota","p55","2000",99137,58432,0.526,91808,108108,56206,59644,0.492,0.562
"295","provincia","Ranco","p142","2000",69083,41131,0.526,64393,75100,39650,42071,0.499,0.556
"296","provincia","San Antonio","p56","2000",86417,60000,0.468,82228,90908,57728,61960,0.449,0.483
"297","provincia","San Felipe","p57","2000",82090,52611,0.484,76322,89928,51092,54118,0.448,0.521
"298","provincia","Santiago","p131","2000",146409,79028,0.555,143738,149726,78028,79972,0.548,0.562
"299","provincia","Talagante","p136","2000",96552,64633,0.466,92663,100569,63633,65787,0.45,0.481
"300","provincia","Talca","p71","2000",70909,44600,0.49,68835,72995,43405,45208,0.479,0.501
"301","provincia","Tamarugal","p12","2000",75816,40913,0.583,72445,79838,38901,41704,0.566,0.597
"302","provincia","Tierra del Fuego","p123","2000",146864,101461,0.455,133396,157300,91407,106480,0.427,0.477
"303","provincia","Tocopilla","p23","2000",104547,75871,0.426,99108,109880,70804,78347,0.408,0.451
"304","provincia","Última Esperanza","p124","2000",127437,76610,0.515,115597,143793,71792,80390,0.473,0.553
"305","provincia","Valdivia","p141","2000",81060,50030,0.525,72961,98663,47980,50987,0.475,0.607
"306","provincia","Valparaíso","p51","2000",109552,70137,0.481,105980,112569,68314,73211,0.467,0.491
"307","provincia","Antofagasta","p21","2003",124810,80986,0.47,118391,133325,78061,82205,0.445,0.502
"308","provincia","Arauco","p82","2003",73211,44911,0.515,67628,79735,43326,45807,0.479,0.55
"309","provincia","Arica","p151","2003",103330,62720,0.485,97758,108632,61017,65861,0.461,0.504
"310","provincia","Aysén","p112","2003",118525,82167,0.46,112915,125049,78571,85716,0.441,0.478
"311","provincia","Bíobío","p83","2003",67708,46264,0.465,66353,69519,45323,47217,0.456,0.476
"312","provincia","Cachapoal","p61","2003",97301,68000,0.432,94498,99288,66632,69214,0.42,0.439
"313","provincia","Capitán Prat","p113","2003",110545,81667,0.43,96445,126195,69668,96196,0.375,0.478
"314","provincia","Cardenal Caro","p62","2003",99617,61064,0.492,90455,109438,57672,68941,0.448,0.536
"315","provincia","Cauquenes","p72","2003",75471,52145,0.43,71979,78547,51194,52895,0.413,0.446
"316","provincia","Cautín","p91","2003",69934,42404,0.51,68126,71815,41944,43064,0.502,0.522
"317","provincia","Chacabuco","p133","2003",116073,64220,0.537,109426,124954,62612,65471,0.514,0.563
"318","provincia","Chañaral","p32","2003",119576,78728,0.475,110781,127223,75592,81462,0.452,0.5
"319","provincia","Chiloé","p102","2003",93767,63899,0.459,91012,96570,63317,65249,0.447,0.471
"320","provincia","Choapa","p42","2003",64577,45448,0.44,61726,68103,43608,46772,0.418,0.463
"321","provincia","Colchagua","p63","2003",84042,54616,0.459,80455,86838,53182,55469,0.442,0.47
"322","provincia","Concepción","p81","2003",98260,57723,0.53,95137,102151,57185,59039,0.516,0.544
"323","provincia","Copiapó","p31","2003",90314,60723,0.459,86749,94635,59280,62992,0.439,0.477
"324","provincia","Cordillera","p152","2003",167543,90743,0.545,158698,176867,86048,92171,0.529,0.56
"325","provincia","Coyhaique","p111","2003",152718,82807,0.543,139131,170191,79202,87310,0.513,0.569
"326","provincia","Curicó","p73","2003",83083,55035,0.469,79987,86893,54113,55925,0.45,0.492
"327","provincia","El Loa","p22","2003",133316,84480,0.486,126488,138988,82185,87707,0.469,0.506
"328","provincia","Elqui","p41","2003",103153,60000,0.518,97665,107598,58459,61474,0.494,0.534
"329","provincia","General Carrera","p114","2003",91636,67100,0.473,81328,99926,58834,72145,0.437,0.501
"330","provincia","Huasco","p33","2003",94712,63611,0.477,90751,99276,61290,66094,0.459,0.494
"331","provincia","Iquique","p11","2003",111219,77400,0.444,104304,118859,74100,79040,0.418,0.474
"332","provincia","Limarí","p43","2003",78863,50393,0.494,74550,83265,49560,51902,0.469,0.518
"333","provincia","Linares","p74","2003",76897,49173,0.487,73148,80584,47488,49927,0.464,0.508
"334","provincia","Llanquihue","p101","2003",100720,61750,0.505,97323,103951,59881,63537,0.493,0.516
"335","provincia","Los Andes","p53","2003",92141,60000,0.476,88207,97067,59040,61792,0.459,0.493
"336","provincia","Magallanes","p121","2003",170243,111708,0.477,158196,182091,102800,120144,0.448,0.502
"337","provincia","Maipo","p134","2003",133339,70319,0.559,124451,140291,67738,73494,0.534,0.577
"338","provincia","Malleco","p92","2003",75216,46282,0.512,71844,81965,45409,47388,0.489,0.55
"339","provincia","Marga Marga","p58","2003",117771,72500,0.497,111880,124170,69558,76564,0.478,0.514
"340","provincia","Melipilla","p135","2003",98129,59280,0.5,93254,105263,58633,61636,0.478,0.527
"341","provincia","Ñuble","p84","2003",71273,44669,0.5,69379,72757,44125,45197,0.488,0.51
"342","provincia","Osorno","p103","2003",73487,46798,0.479,71032,76083,45415,48391,0.462,0.491
"343","provincia","Parinacota","p152","2003",82726,49111,0.521,76404,89164,43378,50173,0.499,0.543
"344","provincia","Petorca","p54","2003",85358,61800,0.417,82975,88299,60939,64308,0.4,0.429
"345","provincia","Quillota","p55","2003",92690,64068,0.437,89642,98976,62779,65790,0.422,0.465
"346","provincia","Ranco","p142","2003",66586,41614,0.485,63217,69632,40582,42593,0.462,0.508
"347","provincia","San Antonio","p56","2003",93284,63893,0.452,90063,97392,62987,65298,0.438,0.472
"348","provincia","San Felipe","p57","2003",86502,60345,0.44,83236,89491,59317,61533,0.425,0.457
"349","provincia","Santiago","p131","2003",200038,94000,0.597,196254,206148,93017,95083,0.589,0.605
"350","provincia","Talagante","p136","2003",109468,65867,0.503,104468,112949,63611,68312,0.487,0.517
"351","provincia","Talca","p71","2003",87793,54260,0.491,83984,93657,53231,55475,0.47,0.52
"352","provincia","Tamarugal","p12","2003",71255,48750,0.482,68740,73917,46695,50523,0.469,0.492
"353","provincia","Tierra del Fuego","p123","2003",317489,125578,0.675,222777,484694,118077,135322,0.564,0.774
"354","provincia","Tocopilla","p23","2003",125517,94960,0.404,120417,131931,92107,97705,0.384,0.431
"355","provincia","Última Esperanza","p124","2003",131494,72531,0.559,112072,157305,69237,76123,0.495,0.626
"356","provincia","Valdivia","p141","2003",79080,46501,0.508,75852,82387,45562,47789,0.491,0.524
"357","provincia","Valparaíso","p51","2003",117142,79670,0.458,113168,120897,78032,81239,0.443,0.474
"358","provincia","Antofagasta","p21","2006",213038,120853,0.545,198415,231015,116750,123157,0.509,0.578
"359","provincia","Arauco","p82","2006",73430,53052,0.421,71381,76072,52072,54168,0.409,0.433
"360","provincia","Arica","p151","2006",152790,102752,0.5,124439,199852,97907,106413,0.401,0.615
"361","provincia","Aysén","p112","2006",164153,110894,0.457,152786,174651,105392,117358,0.428,0.479
"362","provincia","Bíobío","p83","2006",89780,61180,0.456,88139,91756,60457,62323,0.446,0.467
"363","provincia","Cachapoal","p61","2006",117119,80668,0.435,114941,119441,79495,81505,0.425,0.446
"364","provincia","Capitán Prat","p113","2006",196586,152410,0.419,185325,208329,143161,159701,0.391,0.437
"365","provincia","Cardenal Caro","p62","2006",93151,64640,0.457,89260,97701,63481,66163,0.437,0.476
"366","provincia","Cauquenes","p72","2006",82908,57163,0.443,78210,85777,55516,59489,0.418,0.455
"367","provincia","Cautín","p91","2006",95025,59142,0.502,92346,97292,58349,59758,0.49,0.512
"368","provincia","Chacabuco","p133","2006",131533,83939,0.472,124427,137917,81109,87601,0.445,0.49
"369","provincia","Chañaral","p32","2006",174342,112948,0.469,159962,192087,108947,122134,0.433,0.522
"370","provincia","Chiloé","p102","2006",128396,90334,0.422,125377,131100,88998,91650,0.412,0.432
"371","provincia","Choapa","p42","2006",104491,69628,0.477,98238,110320,64840,71298,0.453,0.502
"372","provincia","Colchagua","p63","2006",98758,67309,0.436,95980,102135,66330,69048,0.424,0.452
"373","provincia","Concepción","p81","2006",125629,75774,0.505,121600,128697,74555,76875,0.494,0.514
"374","provincia","Copiapó","p31","2006",157210,104352,0.471,149393,166252,100735,108420,0.45,0.495
"375","provincia","Cordillera","p152","2006",160716,96203,0.502,152475,166491,93155,98989,0.483,0.52
"376","provincia","Coyhaique","p111","2006",158068,121686,0.416,149333,167371,119018,131733,0.394,0.434
"377","provincia","Curicó","p73","2006",116791,73874,0.493,113121,121039,71493,74567,0.481,0.507
"378","provincia","El Loa","p22","2006",191791,113142,0.521,176858,209478,109143,115902,0.482,0.559
"379","provincia","Elqui","p41","2006",121874,76494,0.491,118217,126737,74197,78226,0.477,0.506
"380","provincia","General Carrera","p114","2006",184514,109712,0.505,168434,203557,101417,112600,0.476,0.549
"381","provincia","Huasco","p33","2006",150266,102995,0.446,143834,156685,98473,107868,0.423,0.47
"382","provincia","Iquique","p11","2006",131349,93046,0.444,123811,137427,89000,96088,0.414,0.466
"383","provincia","Limarí","p43","2006",81977,60600,0.412,79002,85582,58003,61686,0.396,0.429
"384","provincia","Linares","p74","2006",94646,62115,0.478,91643,97357,60734,63119,0.463,0.489
"385","provincia","Llanquihue","p101","2006",147229,86074,0.514,140076,152300,83768,88046,0.495,0.53
"386","provincia","Los Andes","p53","2006",121246,84083,0.438,115418,126447,82175,86046,0.419,0.457
"387","provincia","Magallanes","p121","2006",215455,142601,0.474,201163,234525,134631,151884,0.447,0.507
"388","provincia","Maipo","p134","2006",145140,93517,0.479,139017,150040,91726,94872,0.463,0.492
"389","provincia","Malleco","p92","2006",88878,56404,0.496,86077,92560,55551,57029,0.483,0.512
"390","provincia","Marga Marga","p58","2006",128313,88375,0.449,123021,134657,85615,91017,0.429,0.468
"391","provincia","Melipilla","p135","2006",118207,77696,0.471,111602,125356,74453,79263,0.444,0.5
"392","provincia","Ñuble","p84","2006",86674,56826,0.48,84498,89088,56001,57556,0.469,0.492
"393","provincia","Osorno","p103","2006",123954,75763,0.518,115755,136572,74009,78492,0.483,0.56
"394","provincia","Parinacota","p152","2006",115017,76709,0.445,108091,122898,72547,83740,0.422,0.467
"395","provincia","Petorca","p54","2006",120065,81228,0.451,113967,127336,78704,83274,0.426,0.478
"396","provincia","Quillota","p55","2006",122748,87000,0.441,118254,127160,85679,89807,0.424,0.458
"397","provincia","Ranco","p142","2006",101386,61666,0.511,94484,108020,60367,62845,0.483,0.54
"398","provincia","San Antonio","p56","2006",154124,84919,0.54,146939,164720,81727,89198,0.524,0.563
"399","provincia","San Felipe","p57","2006",104858,76754,0.417,101279,108041,75478,78463,0.401,0.43
"400","provincia","Santiago","p131","2006",217440,116942,0.551,213771,221051,115372,117877,0.546,0.557
"401","provincia","Talagante","p136","2006",143061,87864,0.51,135612,151003,86557,89890,0.485,0.533
"402","provincia","Talca","p71","2006",95952,68709,0.426,93621,98029,67227,69915,0.416,0.436
"403","provincia","Tamarugal","p12","2006",118443,71468,0.528,109273,130797,68975,72405,0.489,0.568
"404","provincia","Tierra del Fuego","p123","2006",240437,141040,0.508,212526,278691,131466,153787,0.452,0.558
"405","provincia","Tocopilla","p23","2006",149178,112193,0.39,143340,159661,108367,118009,0.37,0.416
"406","provincia","Última Esperanza","p124","2006",193947,102333,0.577,151391,266597,99813,107266,0.462,0.69
"407","provincia","Valdivia","p141","2006",112141,68828,0.501,107636,118048,67610,70446,0.481,0.522
"408","provincia","Valparaíso","p51","2006",151707,91531,0.504,145571,158790,89642,92222,0.486,0.523
"409","provincia","Antofagasta","p21","2009",198614,139704,0.418,191856,206451,137244,143195,0.404,0.436
"410","provincia","Arauco","p82","2009",114930,81115,0.448,107498,121548,79756,82262,0.415,0.477
"411","provincia","Arica","p151","2009",183133,133037,0.453,171439,192614,126847,136933,0.42,0.476
"412","provincia","Aysén","p112","2009",189527,124646,0.468,181184,198521,117946,134637,0.449,0.485
"413","provincia","Bíobío","p83","2009",119355,81363,0.467,116398,123629,80416,82194,0.454,0.479
"414","provincia","Cachapoal","p61","2009",146140,109342,0.396,143532,148826,108129,110203,0.388,0.405
"415","provincia","Capitán Prat","p113","2009",182689,111881,0.444,168597,197997,107626,128696,0.419,0.465
"416","provincia","Cardenal Caro","p62","2009",130519,94007,0.409,125358,136429,91866,96574,0.39,0.43
"417","provincia","Cauquenes","p72","2009",122656,81505,0.461,112412,133620,78333,85575,0.412,0.495
"418","provincia","Cautín","p91","2009",114439,75469,0.484,112042,117522,75000,76227,0.473,0.497
"419","provincia","Chacabuco","p133","2009",154416,110080,0.419,145418,169880,107033,113168,0.385,0.471
"420","provincia","Chañaral","p32","2009",201583,124191,0.491,187493,218079,121203,134473,0.46,0.525
"421","provincia","Chiloé","p102","2009",150622,112834,0.414,146397,154403,109942,114360,0.403,0.426
"422","provincia","Choapa","p42","2009",122917,93809,0.4,118249,127552,91819,97247,0.385,0.412
"423","provincia","Colchagua","p63","2009",125307,92829,0.4,122296,127977,91789,94437,0.39,0.408
"424","provincia","Concepción","p81","2009",145785,98927,0.454,143149,148469,97650,99988,0.446,0.461
"425","provincia","Copiapó","p31","2009",166174,125306,0.424,158516,172648,119262,131384,0.405,0.442
"426","provincia","Cordillera","p152","2009",179619,125814,0.443,174019,186206,123360,131311,0.427,0.458
"427","provincia","Coyhaique","p111","2009",227864,128415,0.538,208837,252199,123015,139605,0.507,0.57
"428","provincia","Curicó","p73","2009",141760,95350,0.457,137228,146738,94051,97128,0.442,0.472
"429","provincia","El Loa","p22","2009",221892,142945,0.475,210530,231181,137535,150381,0.459,0.488
"430","provincia","Elqui","p41","2009",165813,111911,0.445,160861,172047,109004,114147,0.432,0.46
"431","provincia","General Carrera","p114","2009",263188,145080,0.555,241105,293708,137212,161430,0.526,0.586
"432","provincia","Huasco","p33","2009",143927,107500,0.402,139006,149373,103352,111771,0.38,0.422
"433","provincia","Iquique","p11","2009",175189,125417,0.434,166281,183935,119297,131169,0.409,0.458
"434","provincia","Limarí","p43","2009",121867,90718,0.404,118204,125347,88571,93943,0.388,0.418
"435","provincia","Linares","p74","2009",114674,84030,0.42,110281,118518,81591,86239,0.405,0.435
"436","provincia","Llanquihue","p101","2009",179150,110283,0.5,169527,188042,107230,112316,0.478,0.521
"437","provincia","Los Andes","p53","2009",206958,140748,0.449,199224,217747,137145,147130,0.437,0.465
"438","provincia","Magallanes","p121","2009",251844,168568,0.492,221593,273707,163833,176822,0.437,0.535
"439","provincia","Maipo","p134","2009",153268,118334,0.392,147674,158913,116241,120510,0.373,0.41
"440","provincia","Malleco","p92","2009",105230,74028,0.465,101099,109348,71986,75759,0.447,0.483
"441","provincia","Marga Marga","p58","2009",173958,123121,0.429,166789,181207,119113,124650,0.41,0.449
"442","provincia","Melipilla","p135","2009",159032,113004,0.425,153660,163894,110468,115925,0.409,0.438
"443","provincia","Ñuble","p84","2009",114347,80655,0.435,112577,116649,79579,81700,0.429,0.443
"444","provincia","Osorno","p103","2009",161956,103693,0.478,153325,169438,101961,105046,0.453,0.497
"445","provincia","Parinacota","p152","2009",117019,88050,0.43,108433,124861,82500,93141,0.399,0.451
"446","provincia","Petorca","p54","2009",148356,110762,0.388,144480,152459,107787,112982,0.374,0.405
"447","provincia","Quillota","p55","2009",144792,102971,0.423,140296,149411,101044,106912,0.407,0.435
"448","provincia","Ranco","p142","2009",122832,80135,0.475,116496,131556,77533,81894,0.45,0.505
"449","provincia","San Antonio","p56","2009",161860,112800,0.419,155866,170126,109841,115304,0.404,0.437
"450","provincia","San Felipe","p57","2009",145465,106022,0.395,141000,150604,104209,107639,0.382,0.41
"451","provincia","Santiago","p131","2009",229120,135136,0.516,224290,233636,133110,136518,0.509,0.523
"452","provincia","Talagante","p136","2009",156854,108585,0.442,150699,162586,105886,110500,0.425,0.458
"453","provincia","Talca","p71","2009",128825,85416,0.454,124172,133648,84261,87535,0.438,0.471
"454","provincia","Tamarugal","p12","2009",146619,97498,0.447,139761,153759,95259,100825,0.424,0.465
"455","provincia","Tierra del Fuego","p123","2009",500383,201618,0.624,425389,572449,179696,240047,0.591,0.652
"456","provincia","Tocopilla","p23","2009",181095,130158,0.41,172015,189516,125394,132692,0.394,0.428
"457","provincia","Última Esperanza","p124","2009",211266,134026,0.485,189890,228189,124312,146550,0.447,0.517
"458","provincia","Valdivia","p141","2009",129592,88010,0.449,125780,132898,86319,90466,0.438,0.459
"459","provincia","Valparaíso","p51","2009",195237,124215,0.488,186439,203243,121673,127513,0.465,0.503
"460","provincia","Antofagasta","p21","2011",296369,195390,0.466,290541,304828,192913,198314,0.457,0.477
"461","provincia","Arauco","p82","2011",112463,82728,0.404,107750,118307,81135,86045,0.385,0.421
"462","provincia","Arica","p151","2011",200009,132875,0.466,191271,216314,130572,135394,0.441,0.503
"463","provincia","Aysén","p112","2011",228398,146210,0.474,218227,236709,142204,152644,0.456,0.487
"464","provincia","Bíobío","p83","2011",137319,94646,0.448,133098,143671,93188,97695,0.435,0.466
"465","provincia","Cachapoal","p61","2011",183197,132412,0.41,179322,187363,130004,133962,0.402,0.421
"466","provincia","Capitán Prat","p113","2011",340142,217929,0.502,302232,388281,159450,250138,0.467,0.538
"467","provincia","Cardenal Caro","p62","2011",176311,126904,0.421,163335,191998,118807,131355,0.39,0.454
"468","provincia","Cauquenes","p72","2011",137559,98460,0.417,130151,147253,92171,102770,0.384,0.446
"469","provincia","Cautín","p91","2011",154035,97406,0.494,150382,158132,96099,98242,0.484,0.504
"470","provincia","Chacabuco","p133","2011",180828,131280,0.411,170124,189926,127809,139960,0.38,0.432
"471","provincia","Chañaral","p32","2011",232031,160076,0.448,219742,248604,156203,165323,0.433,0.47
"472","provincia","Chiloé","p102","2011",193579,115212,0.498,182364,202859,112666,119021,0.474,0.52
"473","provincia","Choapa","p42","2011",160472,108000,0.459,148787,173655,104629,110172,0.43,0.498
"474","provincia","Colchagua","p63","2011",159926,111079,0.434,154323,164768,107972,113676,0.414,0.447
"475","provincia","Concepción","p81","2011",202088,113920,0.534,192713,213636,110464,116495,0.517,0.555
"476","provincia","Copiapó","p31","2011",239701,166968,0.452,232467,246626,163902,171326,0.441,0.463
"477","provincia","Cordillera","p152","2011",187820,137596,0.418,181448,194513,134024,145940,0.405,0.431
"478","provincia","Coyhaique","p111","2011",288458,164815,0.523,275594,301328,160620,169901,0.506,0.538
"479","provincia","Curicó","p73","2011",167825,114271,0.451,161003,174682,111100,116367,0.436,0.468
"480","provincia","El Loa","p22","2011",280147,196444,0.454,269176,290091,193456,198974,0.442,0.472
"481","provincia","Elqui","p41","2011",197792,134710,0.436,191598,205268,132041,139170,0.423,0.452
"482","provincia","General Carrera","p114","2011",254253,154496,0.485,233328,277750,145139,162190,0.45,0.519
"483","provincia","Huasco","p33","2011",179307,120000,0.464,171473,185034,114502,123114,0.449,0.476
"484","provincia","Iquique","p11","2011",223490,157691,0.443,219383,228845,155793,162258,0.435,0.45
"485","provincia","Limarí","p43","2011",142826,98183,0.435,135850,150997,95577,101218,0.409,0.461
"486","provincia","Linares","p74","2011",152311,104490,0.433,146270,159764,102715,107602,0.411,0.461
"487","provincia","Llanquihue","p101","2011",198281,115000,0.501,188751,205594,112763,118997,0.486,0.517
"488","provincia","Los Andes","p53","2011",279504,174110,0.5,255414,299981,167347,184912,0.464,0.528
"489","provincia","Magallanes","p121","2011",290035,192416,0.461,280389,300676,186443,200823,0.447,0.476
"490","provincia","Maipo","p134","2011",187093,123133,0.456,175420,200260,119752,126670,0.424,0.484
"491","provincia","Malleco","p92","2011",148225,94617,0.488,141432,152626,91389,97158,0.47,0.5
"492","provincia","Marga Marga","p58","2011",214070,128375,0.504,203823,231156,124423,136478,0.483,0.533
"493","provincia","Melipilla","p135","2011",163965,119066,0.412,153728,173783,112060,122515,0.389,0.43
"494","provincia","Ñuble","p84","2011",159973,102850,0.485,148464,174354,100640,104354,0.446,0.523
"495","provincia","Osorno","p103","2011",177268,107768,0.496,167874,190531,105582,112045,0.474,0.526
"496","provincia","Parinacota","p152","2011",136496,107120,0.378,115392,156768,96692,111790,0.304,0.423
"497","provincia","Petorca","p54","2011",138111,107314,0.382,131263,144876,103676,112769,0.362,0.4
"498","provincia","Quillota","p55","2011",170719,114000,0.45,163110,179450,109310,118482,0.431,0.467
"499","provincia","Ranco","p142","2011",163823,105754,0.471,156960,169535,103168,107349,0.455,0.487
"500","provincia","San Antonio","p56","2011",157422,118859,0.394,148889,165427,116128,121669,0.372,0.414
"501","provincia","San Felipe","p57","2011",180062,120000,0.456,170960,190258,114261,127220,0.433,0.482
"502","provincia","Santiago","p131","2011",345742,171020,0.566,337717,353304,167734,173145,0.559,0.572
"503","provincia","Talagante","p136","2011",213074,137592,0.44,201467,222395,132922,141812,0.422,0.458
"504","provincia","Talca","p71","2011",171028,115176,0.446,166394,176103,113590,117946,0.436,0.456
"505","provincia","Tamarugal","p12","2011",179624,138778,0.401,170351,190648,130644,140796,0.37,0.433
"506","provincia","Tierra del Fuego","p123","2011",364297,157628,0.589,283656,471212,146867,181716,0.494,0.663
"507","provincia","Tocopilla","p23","2011",223795,163447,0.414,213416,235071,155077,171851,0.397,0.431
"508","provincia","Última Esperanza","p124","2011",245203,156185,0.501,215556,277501,141620,173045,0.452,0.54
"509","provincia","Valdivia","p141","2011",187362,117353,0.487,182486,192300,115265,119733,0.478,0.496
"510","provincia","Valparaíso","p51","2011",232753,137357,0.507,222710,242578,134764,142085,0.489,0.522
"511","provincia","Antofagasta","p21","2013",290935,199975,0.444,284518,298574,197042,202222,0.436,0.458
"512","provincia","Arauco","p82","2013",140147,101813,0.416,135004,145913,99742,103851,0.399,0.434
"513","provincia","Arica","p151","2013",178294,127944,0.424,174762,182009,126196,130054,0.415,0.432
"514","provincia","Aysén","p112","2013",215381,157626,0.41,205270,225822,148000,163801,0.387,0.429
"515","provincia","Bíobío","p83","2013",138208,102826,0.405,134789,143426,100968,105000,0.393,0.424
"516","provincia","Cachapoal","p61","2013",181511,134000,0.398,178039,185916,132432,135692,0.389,0.409
"517","provincia","Capitán Prat","p113","2013",297886,161813,0.505,256747,341563,142737,185833,0.449,0.541
"518","provincia","Cardenal Caro","p62","2013",147070,125950,0.323,141210,151071,123338,130254,0.308,0.337
"519","provincia","Cauquenes","p72","2013",150887,121042,0.359,141792,160662,116860,125200,0.328,0.395
"520","provincia","Cautín","p91","2013",160947,110000,0.453,157656,164304,108250,111115,0.445,0.463
"521","provincia","Chacabuco","p133","2013",176773,145980,0.337,169805,185241,143624,148655,0.314,0.359
"522","provincia","Chañaral","p32","2013",227028,160317,0.415,213393,242254,155502,162778,0.389,0.437
"523","provincia","Chiloé","p102","2013",158823,119634,0.39,154858,164250,116667,123532,0.377,0.406
"524","provincia","Choapa","p42","2013",148408,110000,0.388,142866,156724,106922,115822,0.371,0.408
"525","provincia","Colchagua","p63","2013",164989,120313,0.406,156810,173257,118637,123328,0.381,0.433
"526","provincia","Concepción","p81","2013",182182,129569,0.434,179602,185842,127608,131289,0.428,0.44
"527","provincia","Copiapó","p31","2013",250503,177667,0.421,243363,258069,173803,182824,0.409,0.434
"528","provincia","Cordillera","p152","2013",180125,140063,0.388,175243,185308,136371,142386,0.379,0.399
"529","provincia","Coyhaique","p111","2013",265252,165333,0.484,256449,274952,160663,170498,0.469,0.496
"530","provincia","Curicó","p73","2013",171754,121587,0.428,167008,176958,117905,125000,0.418,0.44
"531","provincia","El Loa","p22","2013",260716,173333,0.472,241261,284330,166865,181010,0.437,0.51
"532","provincia","Elqui","p41","2013",198400,149180,0.417,193054,202406,145000,151479,0.409,0.427
"533","provincia","General Carrera","p114","2013",200855,156667,0.363,186039,219361,150558,173527,0.328,0.403
"534","provincia","Huasco","p33","2013",193281,137962,0.407,185527,203885,134808,141793,0.384,0.427
"535","provincia","Iquique","p11","2013",230602,160000,0.436,226516,236655,155216,162518,0.428,0.446
"536","provincia","Limarí","p43","2013",148680,109963,0.404,142589,155642,106673,113104,0.386,0.423
"537","provincia","Linares","p74","2013",150167,112286,0.382,145385,155647,109658,115069,0.365,0.399
"538","provincia","Llanquihue","p101","2013",186747,120514,0.466,180488,193735,117806,123189,0.451,0.481
"539","provincia","Los Andes","p53","2013",184616,130510,0.402,172789,196980,122577,137065,0.365,0.437
"540","provincia","Magallanes","p121","2013",264649,193092,0.41,258488,271525,188000,199002,0.401,0.422
"541","provincia","Maipo","p134","2013",171482,130000,0.386,164372,180126,128059,134907,0.368,0.405
"542","provincia","Malleco","p92","2013",152880,108062,0.43,146145,158947,106154,109758,0.406,0.451
"543","provincia","Marga Marga","p58","2013",202515,140856,0.442,197507,209965,137448,142867,0.43,0.457
"544","provincia","Melipilla","p135","2013",162519,127353,0.37,155058,168884,122193,130540,0.35,0.388
"545","provincia","Ñuble","p84","2013",144358,105059,0.419,140750,149092,103426,108526,0.408,0.432
"546","provincia","Osorno","p103","2013",177726,116744,0.459,172254,186108,114569,120606,0.447,0.476
"547","provincia","Parinacota","p152","2013",177852,105323,0.477,143127,214569,95649,116344,0.382,0.536
"548","provincia","Petorca","p54","2013",147183,125000,0.326,142450,153493,118209,128899,0.313,0.343
"549","provincia","Quillota","p55","2013",158155,122988,0.368,153801,163649,120000,126121,0.357,0.38
"550","provincia","Ranco","p142","2013",161395,109758,0.452,151315,175382,107998,111454,0.416,0.495
"551","provincia","San Antonio","p56","2013",190674,127500,0.461,169538,213554,124250,130525,0.398,0.513
"552","provincia","San Felipe","p57","2013",153788,126926,0.344,145800,164571,123100,131133,0.317,0.384
"553","provincia","Santiago","p131","2013",305112,173333,0.521,300240,310075,171603,175000,0.514,0.526
"554","provincia","Talagante","p136","2013",211733,149584,0.431,202289,224072,140563,154001,0.411,0.448
"555","provincia","Talca","p71","2013",179453,125000,0.421,174727,184530,121657,127382,0.408,0.433
"556","provincia","Tamarugal","p12","2013",161395,125000,0.412,152180,169851,110123,130866,0.392,0.435
"557","provincia","Tierra del Fuego","p123","2013",295859,227000,0.382,270340,321541,2e+05,260417,0.345,0.416
"558","provincia","Tocopilla","p23","2013",226627,164806,0.409,204750,246066,158867,177142,0.378,0.43
"559","provincia","Última Esperanza","p124","2013",240136,163000,0.49,210451,275212,152500,171000,0.435,0.543
"560","provincia","Valdivia","p141","2013",164230,114014,0.439,160542,168633,112660,117053,0.429,0.447
