"","region","provincia","comuna","1990","1992","1994","1996","1998","2000","2003","2006","2009","2011","2013","2015"
"190","Maule","Talca","Empedrado",NA,NA,16065,NA,NA,25000,40990,42925,55250,76580,1e+05,60000
"191","Maule","Talca","Maule",NA,NA,19992,NA,NA,33333.3333333333,41600,52036.6666666667,61880,99554,87500,60250
"192","Maule","Talca","Pelarco",9305,12375.3333333334,18151.1428571429,25000,27610,30000,37500,45450,66165.3333333333,95725,93333.3333333333,80000
"193","Maule","Talca","Pencahue",NA,NA,17136,NA,NA,32500,39520,59280,71825,91896,84000,70000
"194","Maule","Talca","Río Claro",NA,NA,22223.25,NA,NA,NA,40000,53328,70720,91622.5,1e+05,66666.6666666667
"195","Maule","Talca","San Clemente",9060,20385.5,19278,26400,23928.6666666667,26666.6666666667,35000,47975,70720,76580,84000,66666.6666666667
"196","Maule","Talca","San Rafael",NA,NA,NA,NA,NA,31042,30000,50500,57617.8571428571,76829.8,1e+05,68750
"197","Maule","Talca","Talca",14496,24832.2857142857,33415.2,40000,50775,58432,53000,64640,88400,105017.5,1e+05,83333.3333333333
"198","Metropolitana","Chacabuco","Colina",12533,24607.3333333333,29988,41699.7,52710,46666.6666666667,62514.2857142857,96897.2,116025,126357,114080,76000
"199","Metropolitana","Chacabuco","Lampa",14496,21527,24990,NA,45682,50000,53000,58916.6666666667,92267.5,89082.8571428572,121800,82333.3333333333
"200","Metropolitana","Chacabuco","Tiltil",19630,23069.5,30056.2,NA,48875,44250,54000,67333.3333333333,102700,164100,120000,81666.6666666667
"201","Metropolitana","Cordillera","Pirque",14850,18241,29988,NA,60240,59135,82773.3333333333,74066.6666666667,101291.666666667,98460,112400,125000
"202","Metropolitana","Cordillera","Puente Alto",20133.3333333333,37453.3333333333,53550,53750,65101.2,60400,87500,87000,101291.666666667,124716,121964.625,80333.3333333333
"203","Metropolitana","Cordillera","San José de Maipo",15704,26825,32206.75,NA,50200,NA,63333.3333333333,77433.3333333333,132600,103952,125000,1e+05
"204","Metropolitana","Maipo","Buin",15840,21460,32130,NA,52208,44000,62500,68175,118787.5,112018.95,112600,80166.6666666667
"205","Metropolitana","Maipo","Calera de Tango",15704,23606,27847.6666666667,78000,45180,54780,68448,85738.3333333333,97240,124268,105000,78333.3333333333
"206","Metropolitana","Maipo","Paine",12618,21460,24990,34090.9090909091,42670,46666.6666666667,50000,75750,91346.6666666667,103930,105337.8,64500
"207","Metropolitana","Maipo","San Bernardo",23624,26825,60690,40860,50200,55000,59280,74066.6666666667,104975,96933.3333333333,105000,80666.6666666667
"208","Metropolitana","Melipilla","Alhué",12080,19176.2,24097.5,NA,32630,NA,52320,59590,99450,103930,1e+05,75500
"209","Metropolitana","Melipilla","Curacaví",13046.4,21460,26775,38311.25,43506.6666666667,NA,50000,72830,81770,98460,114235.125,80000
"210","Metropolitana","Melipilla","María Pinto",11044.5714285714,17811.8,21420,25000,36402.1714285714,NA,42200,53866.6666666667,91162.5,67202.8571428571,115000,86296.8333333333
"211","Metropolitana","Melipilla","Melipilla",12986,23433.75,32780.8571428571,44265,47160,50000,60000,70480,99450,109400,103333.333333333,91666.6666666667
"212","Metropolitana","Melipilla","San Pedro",9900,14968.375,24097.5,NA,37902.25,40000,50000,62586.6666666667,89781.25,82160,61666.6666666667,60000
"213","Metropolitana","Santiago","Cerrillos",NA,32190,60520,40860,66264,65000,72773.3333333333,89637.5,136933.333333333,120340,114763.166666667,1e+05
"214","Metropolitana","Santiago","Cerro Navia",14815.4,26582.6666666667,38250,44883.3333333333,49670,45650,61818.1818181818,71038.8571428571,91059.4285714286,100580,102222.222222222,70750
"215","Metropolitana","Santiago","Conchalí",20385,28434.5,42840,50000,59180,NA,64000,88375,101291.666666667,113776,123333.333333333,80000
"216","Metropolitana","Santiago","El Bosque",NA,26825,37423.7777777778,50000,50200,60000,56666.6666666667,68817.1428571429,106816.666666667,95725,1e+05,73333.3333333333
"217","Metropolitana","Santiago","Estación Central",16106.6666666667,32190,45517.5,63760,63523.5,NA,80000,106531.041666666,128180,136860,125000,82666.6666666667
"218","Metropolitana","Santiago","Huechuraba",NA,26241.4285714286,35479,NA,47491.25,62000,69250,77770,88400,145032,101500,62500
"219","Metropolitana","Santiago","Independencia",NA,35549.2,48792.2916666666,66666.6666666667,78200,89128.5714285714,101066.666666667,101602.5,117866.666666667,212592,120000,1e+05
"220","Metropolitana","Santiago","La Cisterna",17636.8,42920,53550,91935,83980,76666.6666666667,95160,121200,142935,127054.5,187183.5,87500
"221","Metropolitana","Santiago","La Florida",19328,32762.3333333333,44553.6,70000,69644,75000,87500,124600,138125,157290,161392.083333333,87500
"222","Metropolitana","Santiago","La Granja",14496,28702.5,35066,47500,60240,47476,59520,75750,85583.3333333333,111502.857142857,103750,80000
"223","Metropolitana","Santiago","La Pintana",15704,24219.1428571429,35700,40000,43987.5,44000,51856,62764.2857142857,70947.5384615385,102700,98750,60250
"224","Metropolitana","Santiago","La Reina",51340,134125,176460,162500,200800,2e+05,207333.333333333,197600,294666.666666667,396575,3e+05,150000
"225","Metropolitana","Santiago","Las Condes",96640,141636,151300,295000,225900,354017,311000,404000,479034.833333333,616200,545000,3e+05
"226","Metropolitana","Santiago","Lo Barnechea",NA,56812.5,44982,136397.5,102910,104725,218337.642857143,135340,123391.666666667,200312,197500,1e+05
"227","Metropolitana","Santiago","Lo Espejo",NA,25161.4285714286,38675,46666.6666666667,50200,50000,62500,69165.8333333333,94012.2,102471.333333333,130000,78750
"228","Metropolitana","Santiago","Lo Prado",17037.6666666667,29507.5,46636.6666666667,47427.875,70910,63000,64500,75750,104975,102700,130000,82262.0833333333
"229","Metropolitana","Santiago","Macul",24505.1428571429,37555,59976,73032,70280,72668.5714285714,110000,84166.6666666667,112626.6,123240,160000,1e+05
"230","Metropolitana","Santiago","Maipú",24916.6666666667,39343.3333333333,68544,62000,75880,NA,92500,117833.333333333,144755,139594.4,152500,1e+05
"231","Metropolitana","Santiago","Ñuñoa",62332.8,65912.8571428571,100866.666666667,150000,174745,NA,185714.285714286,196950,221000,407502.75,506000,205000
"232","Metropolitana","Santiago","Pedro Aguirre Cerda",NA,24464.4,40698,50000,54818.4,57000,66666.6666666667,90900,107342.857142857,99827.5,108725,75000
"233","Metropolitana","Santiago","Peñalolén",15100,26825,42840,50430,65166.6666666667,NA,71177.1428571429,95950,104054.166666666,128223,122500,80000
"234","Metropolitana","Santiago","Providencia",108720,170958.333333333,242760,222445.833333333,344775,276666.666666667,372000,262600,483437.5,839920,645000,4e+05
"235","Metropolitana","Santiago","Pudahuel",17188.3333333333,28613.3333333333,34527,47500,56923.7272727273,65500,73333.3333333333,96671.4285714286,99450,111588,117500,83333.3333333333
"236","Metropolitana","Santiago","Quilicura",15301.3333333333,25036.6666666667,37485,NA,55220,52000,72500,91236.6666666667,99450,136750,136000,95500
"237","Metropolitana","Santiago","Quinta Normal",21744,31351.6666666667,40162.5,55000,67770,59472.5714285714,64520,83325,116025,112525.714285714,112500,1e+05
"238","Metropolitana","Santiago","Recoleta",NA,31188.5,39743.5714285714,50000,62750,60866.6666666667,70000,80800,110500,103148.571428571,112500,83333.3333333333
"239","Metropolitana","Santiago","Renca",15548.7142857143,26986,32130,50000,50200,45650.8333333333,70000,83493.3333333333,82875,92990,121200,80166.6666666667
"240","Metropolitana","Santiago","San Joaquín",18217.1428571429,42920,39035.4,NA,63935,NA,65000,84166.6666666667,102947.6,100749,130000,90000
"241","Metropolitana","Santiago","San Miguel",23405,42075.6666666667,48195,91290,86057.1428571429,77598.8,131250,164666.666666667,179010,142220,187500,133333.333333333
"242","Metropolitana","Santiago","San Ramón",15168,28511.6666666667,34578,50000,51148,NA,58142.8571428571,69160,77350,117605,1e+05,72380.5
"243","Metropolitana","Santiago","Santiago",21099.7333333334,33531.25,79878.75,98000,110440,105213.333333333,130000,138875,137020,218800,293333.333333333,144000
"244","Metropolitana","Santiago","Vitacura",NA,163155.25,302600,NA,404212.5,466637.533333334,5e+05,583084.2,663000,916891.75,750000,266666.666666667
"245","Metropolitana","Talagante","El Monte",12238.5454545455,23912.5714285714,27846,NA,34805.3333333333,40000,50000,50500,82875,102700,123333.333333333,77777.7777777778
"246","Metropolitana","Talagante","Isla de Maipo",13960,20145.625,26775,28000,45897.1428571429,47142.8571428571,54000,69185,95766.6666666667,95542.6666666667,150000,75000
"247","Metropolitana","Talagante","Padre Hurtado",NA,NA,25840,NA,44176,57390,55000,60600,75831.5,109952.666666667,88750,75000
"248","Metropolitana","Talagante","Peñaflor",16308,26510,32130,37500,58650,NA,78193,76255,110500,115818.333333333,140000,87500
"249","Metropolitana","Talagante","Talagante",14194,21460,36146.25,36000,48875,52500,64208.3333333334,80800,89404.5,118050,120000,87500
"250","O'Higgins","Cachapoal","Codegua",NA,NA,26477.5,NA,NA,38333.3333333334,NA,63966.6666666667,88400,98460,91000,78571.4285714286
"251","O'Higgins","Cachapoal","Coinco",NA,NA,NA,NA,NA,NA,NA,68175,99450,84992,99000,62500
"252","O'Higgins","Cachapoal","Coltauco",NA,NA,NA,28333.8571428571,38363.3333333333,35652,57500,64640,83980,116693.333333333,97500,80000
"253","O'Higgins","Cachapoal","Doñihue",15704,21460,24766.8571428571,30000,44343.3333333333,NA,78000,74925,88400,98460,102250,94166.6666666667
"254","O'Higgins","Cachapoal","Graneros",NA,NA,NA,42000,44427,48066.6666666667,53571.4285714286,61778.3333333333,99450,102289,110000,80333.3333333333
"255","O'Higgins","Cachapoal","Las Cabras",NA,NA,NA,NA,NA,NA,NA,59280,79339,98460,97500,80000
"256","O'Higgins","Cachapoal","Machalí",16514.5714285714,21460,69615,36031.4,56893.3333333333,NA,72675,65650,101291.666666667,157536,140000,1e+05
"257","O'Higgins","Cachapoal","Malloa",NA,NA,NA,NA,NA,34166.6666666666,NA,61100,102903.125,102700,95666.1428571429,72500
"258","O'Higgins","Cachapoal","Mostazal",15220.8,24142.5,NA,30645,36144,47932.5,51079,63125,93925,109400,1e+05,80000
"259","O'Higgins","Cachapoal","Olivar",NA,NA,NA,32500,45180,55361.6666666667,67694.25,72453.3333333333,77350,102700,101500,80000
"260","O'Higgins","Cachapoal","Peumo",NA,NA,21420,NA,NA,NA,NA,68175,77350,101947.5,102000,72000
"261","O'Higgins","Cachapoal","Pichidegua",NA,NA,NA,32403.4285714286,38277.5,42500,60000,51942.8571428571,79007.5,109400,77333.3333333333,80000
"262","O'Higgins","Cachapoal","Quinta de Tilcoco",NA,NA,NA,23504.4545454545,33466.6666666667,31750,41955.6666666667,65650,77025,98460,105000,80000
"263","O'Higgins","Cachapoal","Rancagua",22549.3333333333,37555,42840,46262.6,51360,66250,70914.2857142857,86860,105626.166666667,120340,110000,93333.3333333333
"264","O'Higgins","Cachapoal","Rengo",15704,25476.4,30260,30166.6666666667,38905,41600,54005.7142857143,67064,102212.5,127998,1e+05,74944.375
"265","O'Higgins","Cachapoal","Requínoa",NA,NA,NA,31666.6666666667,36813.3333333333,NA,52500,54744,91162.5,120340,91500,75000
"266","O'Higgins","Cachapoal","San Vicente",10066.6666666667,17168,21955.5,37795.5,41666,41125,52500,57570,91162.5,109400,1e+05,83166.6666666667
"267","O'Higgins","Cardenal Caro","La Estrella",NA,NA,NA,22666.6666666667,30120,36520,49400,55550,74950.4166666667,147690,1e+05,80000
"268","O'Higgins","Cardenal Caro","Litueche",NA,NA,NA,NA,NA,38125,NA,52693.3333333333,80507.1428571429,98460,93750,80000
"269","O'Higgins","Cardenal Caro","Marchihue",NA,NA,NA,NA,NA,36250,NA,50500,77025,103930,1e+05,80000
"270","O'Higgins","Cardenal Caro","Navidad",NA,NA,NA,NA,NA,29500,NA,44187.5,88400,102700,83333.3333333333,75000
"271","O'Higgins","Cardenal Caro","Paredones",10570,14306.6666666667,18564,NA,NA,NA,NA,40400,62800.8333333334,95178,119333.333333333,80000
"272","O'Higgins","Cardenal Caro","Pichilemu",NA,NA,NA,26666.6666666667,33216.4285714286,36520,54340,59280,85761,79147.5,87333.3333333333,80000
"273","O'Higgins","Colchagua","Chépica",NA,NA,NA,27287.75,28112,NA,38000,46897.6666666666,82160,76754.2,75000,74666.6666666667
"274","O'Higgins","Colchagua","Chimbarongo",13742.3076923077,21460,20081.25,28250,35140,37097.6666666667,41760,51341.6666666667,69200.8,98460,1e+05,62500
"275","O'Higgins","Colchagua","Lolol",NA,NA,NA,20000,35140,27390,32933.3333333333,43632,71825,98460,74600,80000
"276","O'Higgins","Colchagua","Nancagua",NA,NA,NA,31500,38654,45000.3,47500,59280,82517.5,98460,98000,70000
"277","O'Higgins","Colchagua","Palmilla",NA,NA,NA,NA,NA,NA,NA,50500,79560,98460,87500,78750
"278","O'Higgins","Colchagua","Peralillo",NA,NA,NA,30645,37650,42943,49520,54540,73666.6666666667,87520,78000,75833.3333333333
"279","O'Higgins","Colchagua","Placilla",NA,NA,NA,NA,NA,33333.3333333333,NA,54792.5,79339,79178.25,88750,78333.3333333333
"280","O'Higgins","Colchagua","Pumanque",NA,NA,NA,NA,NA,NA,NA,37033.3333333333,73666.6666666667,131280,79273,59375
"281","O'Higgins","Colchagua","San Fernando",12870,25726.7142857143,40332.5,39666.6666666667,42849.2857142857,51814,54500,83626.6666666667,96554.6666666667,109414.4,1e+05,80333.3333333333
"282","O'Higgins","Colchagua","Santa Cruz",9060,13591.3333333333,13923,37500,40411,43260,47424,53866.6666666667,73206.25,102700,104623.666666667,75000
"283","Tarapacá","Iquique","Alto Hospicio",NA,NA,NA,NA,NA,NA,50000,56055,83664.2857142857,105024,117500,83333.3333333333
"284","Tarapacá","Iquique","Iquique",24160,36482,42840,61290,63934.1666666666,60000,74441.1764705882,95192.5,123085.625,154050,156666.666666667,116666.666666667
"285","Tarapacá","Tamarugal","Camiña",NA,NA,NA,NA,24437.5,NA,40000,27270,55250,136933.333333333,45000,25000
"286","Tarapacá","Tamarugal","Huara",NA,NA,NA,NA,39100,41000,46666.6666666667,50577.2857142857,41080,109400,90000,70000
"287","Tarapacá","Tamarugal","Pica",19509.25,24951.75,21420,66666.6666666667,50200,46955,50000,60600,93605.7777777778,117605,1e+05,1e+05
"288","Tarapacá","Tamarugal","Pozo Almonte",16912,24142.5,39645,37500,58650,47777.7777777778,60000,80800,94714.2857142857,109098.571428571,150000,1e+05
"289","Valparaíso","Los Andes","Calle Larga",NA,20387,27846,25000,41833.3333333333,34000,40288,56560,88123.75,104554.857142857,105000,86666.6666666667
"290","Valparaíso","Los Andes","Los Andes",10872,32190,42840,47500,62750,56000,63750,82333.3333333333,110500,164100,105000,1e+05
"291","Valparaíso","Los Andes","Rinconada",NA,19224.4444444444,31960,27777.7777777778,39156,40000,46111.1111111111,58075,84256.25,103930,124800,75000
"292","Valparaíso","Los Andes","San Esteban",NA,21460,30416.4,30000,40160,36714.2857142857,49234.5,63125,82875,102403.333333334,102500,86862
"293","Valparaíso","Marga Marga","Limache",NA,28971,50461.6666666666,34637.6666666667,46184,46466.6666666667,64166.6666666666,60600,83671.25,82050,1e+05,80000
"294","Valparaíso","Marga Marga","Olmué",NA,20036.8571428571,23026.5,NA,39128,NA,46930,54828.5714285714,88400,92664.6428571428,91200,72564.2
"295","Valparaíso","Marga Marga","Quilpué",21643.3333333334,26591.5,28917,50000,69617.5,NA,65000,84082.5,96687.5,123622,125000,1e+05
"296","Valparaíso","Marga Marga","Villa Alemana",24160,34336,42840,51650.9090909091,60240,57500,62500,76886.25,89109.3333333333,120636.666666666,116666.666666667,87500
"297","Valparaíso","Petorca","Cabildo",NA,21052.2,24097.5,29500,39678.5714285714,37500,49218.75,55550,83980,99189.3333333333,1e+05,76000
"298","Valparaíso","Petorca","La Ligua",11031.5,20767.1428571429,30260,28150.5,36801.5,40000,60000,66278.3333333333,81666,93327,105000,75000
"299","Valparaíso","Petorca","Papudo",NA,33799.5,26775,NA,40160,NA,56666.6666666667,59590,91162.5,136933.333333333,120000,75812.8
"300","Valparaíso","Petorca","Petorca",NA,19314,26775,NA,30120,33333.3333333333,36666.6666666667,57525,61880,95725,1e+05,70000
"301","Valparaíso","Petorca","Zapallar",NA,20387,29356.75,NA,46853.3333333333,NA,57444.4444444444,76997.1428571428,102700,85179.8571428571,115000,70000
"302","Valparaíso","Quillota","Calera",12684,16363.25,29597,34050,43570.2857142857,54285.7142857143,47424,NA,NA,85332,102527.2,67568
"303","Valparaíso","Quillota","Hijuelas",NA,20387,21420,23175.5555555556,40913,40000,53947.9166666666,63125,90702.0833333333,87520,95430.3809523809,73333.3333333333
"304","Valparaíso","Quillota","La Cruz",NA,29355,26775,NA,45180,NA,62500,64387.5,77073.75,125810,110000,64166.6666666666
"305","Valparaíso","Quillota","Nogales",11838.4,23606,40162.5,32930,43307.9166666667,45000,47764.3,75144,92430,83640.25,102593.25,65000
"306","Valparaíso","Quillota","Quillota",14496,23892.1666666667,31931.6666666667,37300,46853.3333333333,52400,55847.25,66786.9,92543.75,108306,111640,87500
"307","Valparaíso","San Antonio","Algarrobo",NA,23484,32130,NA,61980,NA,60000,74100,116025,103930,110000,83333.3333333333
"308","Valparaíso","San Antonio","Cartagena",9900,21460,30260,40860,48875,43821,49400,67060,71211.1111111111,98733.5,94000,70000
"309","Valparaíso","San Antonio","El Quisco",NA,17168,29988,NA,45180,46745.6,55500,73730,92872,176644,120000,80000
"310","Valparaíso","San Antonio","El Tabo",NA,15156.125,38089.4444444444,47383.3333333333,50200,53186.6666666667,51266.6666666667,73585.7142857143,109265,109400,118400,75000
"311","Valparaíso","San Antonio","San Antonio",12080,25752,31862.25,38750,48875,50000,50000,55550,77025,98460,1e+05,77075.5
"312","Valparaíso","San Antonio","Santo Domingo",NA,60394.5714285714,32130,NA,50200,NA,56186.6666666667,79040,94781.8181818182,113046.666666667,96000,80000
"313","Valparaíso","San Felipe","Catemu",NA,14306.6666666667,23205,NA,36395,36691.0714285714,49400,50500,83841.2857142857,101195,98750,90000
"314","Valparaíso","San Felipe","Llaillay",NA,21181,26945,33000,50200,NA,46000,NA,NA,102289,98000,80000
"315","Valparaíso","San Felipe","Panquehue",NA,15290.25,26989.2,NA,38905,37500,48750,63125,84453.5714285714,117660,110505.6,75000
"316","Valparaíso","San Felipe","Putaendo",NA,22526,31835.5,NA,35758.125,33333.3333333333,45234.8,50500,77758.5714285714,102700,92600,82166.6666666667
"317","Valparaíso","San Felipe","San Felipe",18132.6666666667,25394.3333333333,34807.5,39000,48875,50000,58810.7,70700,96687.5,100648,105000,80000
"318","Valparaíso","San Felipe","Santa María",NA,23606,30260,25000,40160,NA,49333.3333333333,58580,91162.5,77947.5,1e+05,98125
"319","Valparaíso","Valparaíso","Casablanca",9060,28613.3333333333,29988,42500,46920,50682.8571428571,49333.3333333333,70700,92083.3333333333,85332,88000,62750
"320","Valparaíso","Valparaíso","Concón",NA,NA,NA,NA,74965.3333333333,NA,74796,97364,143650,117371.428571429,206000,1e+05
"321","Valparaíso","Valparaíso","Puchuncaví",NA,12876,24990,NA,40160,NA,70000,67333.3333333333,99450,98235,98000,76000
"322","Valparaíso","Valparaíso","Quintero",NA,16095,22950,43400,50593.75,46666.6666666667,64220,64135,88400,83922.1666666667,131666.666666667,75000
"323","Valparaíso","Valparaíso","Valparaíso",14720,27029,35700,40168.3333333333,49351.2,NA,63100,69015,88901.4285714286,105024,108333.333333333,80000
"324","Valparaíso","Valparaíso","Viña del Mar",18724,29666.75,50598,43616.3333333333,60575,NA,78777.8,67838.3333333333,99450,136750,133333.333333333,1e+05
"325","País","País","País",15414,21996.5,26775,37250,45180,41000,50000,60600,82875,109035.333333333,106666.666666667,83333.3333333333
