"","region","1990","1992","1994","1996","1998","2000","2003","2006","2009","2011","2013","2015"
"1","Antofagasta",40995.6822067804,49116.4075426166,66738.354938689,84863.6687194349,99549.6709351306,112553.306003455,127541.194078024,192942.308633394,202230.064144391,286519.177336002,279723.572049053,290118.206319379
"2","Araucanía",30352.8500093976,37241.0717513782,60773.4371162844,54371.8077746323,65250.1000280811,67918.6102262705,71784.280993055,93046.6249910569,111583.480813097,152516.490848773,158873.270303485,177132.742208655
"3","Arica y Parinacota",36319.5704413732,54757.3778195489,78356.7356948229,75667.3175164059,88731.36140137,90216.8800572995,95375.6731072555,139872.46148115,166869.0624,199045.509887537,178284.279232161,215373.381497477
"4","Atacama",41561.6063960114,50449.2505172135,54006.2436272958,72147.1314256774,76545.5952900131,84821.4897269181,98291.8831132731,157431.61103756,165023.822653839,219008.978418697,231511.484583333,263759.237066704
"5","Aysén",36235.6633250654,52177.0172335601,59678.6502938235,87805.9074598678,118491.699747952,119842.021960911,126596.147900763,172901.175722844,214464.129800536,272191.768940235,247226.276987795,284568.813172043
"6","Bíobío",29512.8847722319,34140.0300616028,39266.3299551455,61582.0722898517,78374.9599972284,69939.9940354175,77103.2592367837,95781.520406773,124062.239963865,164190.151364022,159079.479771325,188156.097713668
"7","Coquimbo",28638.4451246971,40841.9057119033,47861.8817197207,61068.9766206164,71245.4221196384,74072.9708982834,85647.3800672834,104984.286792804,141260.886140924,175765.616974708,179658.21347815,212437.838724993
"8","Los Lagos",38125.9893105629,50527.5063544209,71659.4867208093,67075.3493692538,84144.1452171841,84370.8170675894,92051.2144258619,135370.531708146,165434.690120355,191044.345716207,176477.689117375,198746.355548871
"9","Los Ríos",30887.7351888889,46062.2743859649,49877.2536863544,60722.7744392721,70423.9275844788,74461.7714631654,75080.1154923732,108683.901147671,127454.57819104,181525.903550877,163548.19973109,186060.235209977
"10","Magallanes",44398.096075821,74645.8342682927,93187.1731176547,93764.8844240337,148375.168143772,147444.93412876,190462.684128225,220284.581363501,304534.493208431,290284.699039051,263138.997604381,329011.643885948
"11","Maule",34608.8884692561,47315.1378638371,41029.7415824204,56956.1610497773,73084.6848193873,82456.8910696347,82348.9871454636,100234.126960346,127971.849818981,162726.867494824,168216.11061525,191376.166920941
"12","Metropolitana",38593.1098825561,73596.0262990304,97738.5547327414,120560.013726136,134118.333394566,127793.304125683,170357.917576847,186136.216019587,202404.902297815,299277.166188019,270987.318615658,363184.361683231
"13","O'Higgins",29845.7775003853,51641.1399679829,57460.1495934959,64733.3796102701,76750.0869159414,82515.5820050085,92663.9442123372,107670.610397138,137012.508188782,176616.295415543,174831.193148688,216358.667602625
"14","Tarapacá",54881.6586327118,72541.2670123346,67620.3289104882,73756.9287266406,79766.0287321477,86607.5568983768,86168.1002719855,123336.552307692,160464.86550773,219910.974136653,224799.791941541,242387.391613395
"15","Valparaíso",32436.0665470699,52717.9529627457,56561.6730389259,83917.3374872838,87552.2679167407,95647.572734859,97765.6685205784,129469.440259182,167921.978667627,203603.100277461,204968.774077334,235481.787599703
"16","País",35625.4296026468,52451.5352376649,61573.0160368495,79894.1418396113,96120.0131611628,90981.0643162022,104866.708548538,129945.408733026,156225.716766246,213673.085959728,202199.744849803,247199.308299745
