"","geography_level","geography_name","geography_id","year","sexo","weighted_mean_income","weighted_median_income","ci_weighted_mean_income","ci_weighted_median_income"
"288","region","Arica y Parinacota","15","2011","Mujer",309436,218800,"[286604, 333876]","[214960, 218800]"
"289","region","Atacama","3","2011","Mujer",318549,218800,"[300603, 339190]","[210622, 222246]"
"290","region","Aysén","11","2011","Mujer",394501,218800,"[365525, 427926]","[218800, 240680]"
"291","region","Bíobío","8","2011","Mujer",296161,199108,"[278296, 318273]","[199108, 200831]"
"292","region","Coquimbo","4","2011","Mujer",285387,199108,"[255017, 318052]","[196920, 199108]"
"293","region","Los Lagos","10","2011","Mujer",289411,199108,"[268747, 320480]","[196920, 199108]"
"294","region","Los Ríos","14","2011","Mujer",318967,202390,"[298245, 337496]","[199108, 205400]"
"295","region","Magallanes","12","2011","Mujer",378278,240680,"[337575, 431641]","[215928, 273500]"
"296","region","Maule","7","2011","Mujer",246103,199108,"[231349, 264974]","[196920, 199108]"
"297","region","Metropolitana","13","2011","Mujer",418599,240680,"[398347, 446272]","[229683, 251570]"
"298","region","O'Higgins","6","2011","Mujer",270355,199108,"[250577, 314037]","[196920, 202390]"
"299","region","Tarapacá","1","2011","Mujer",346817,218800,"[328420, 379964]","[218800, 240680]"
"300","region","Valparaíso","5","2011","Mujer",313033,202390,"[291931, 335405]","[199108, 205400]"
"301","region","Antofagasta","2","2013","Hombre",604619,450000,"[567016, 676630]","[400000, 500000]"
"302","region","Araucanía","9","2013","Hombre",332443,210000,"[314085, 351237]","[210000, 211050]"
"303","region","Arica y Parinacota","15","2013","Hombre",378616,300000,"[362232, 398650]","[280000, 300000]"
"304","region","Atacama","3","2013","Hombre",494016,400000,"[464275, 537793]","[350000, 400000]"
"305","region","Aysén","11","2013","Hombre",478047,300000,"[448168, 514096]","[300000, 300000]"
"306","region","Bíobío","8","2013","Hombre",357543,250000,"[345889, 374032]","[250000, 257018]"
"307","region","Coquimbo","4","2013","Hombre",406547,300000,"[379707, 433493]","[285732, 300000]"
"308","region","Los Lagos","10","2013","Hombre",354108,240000,"[335142, 376056]","[224750, 250000]"
"309","region","Los Ríos","14","2013","Hombre",344873,210000,"[321810, 387808]","[210000, 220000]"
"310","region","Magallanes","12","2013","Hombre",520487,370000,"[485819, 557624]","[350000, 397625]"
"311","region","Maule","7","2013","Hombre",326045,210005,"[313190, 343412]","[210000, 220000]"
"312","region","Metropolitana","13","2013","Hombre",558197,310000,"[536849, 590766]","[300000, 329881]"
"313","region","O'Higgins","6","2013","Hombre",359518,240587,"[340605, 383495]","[230000, 250000]"
"314","region","Tarapacá","1","2013","Hombre",564562,400000,"[534581, 604517]","[400000, 418588]"
"315","region","Valparaíso","5","2013","Hombre",455075,282258,"[426321, 497961]","[270000, 300000]"
"316","region","Antofagasta","2","2013","Mujer",379884,279847,"[355549, 422713]","[250000, 300000]"
"317","region","Araucanía","9","2013","Mujer",287432,210000,"[272205, 310587]","[210000, 210000]"
"318","region","Arica y Parinacota","15","2013","Mujer",276049,210000,"[262623, 293278]","[200000, 210000]"
"319","region","Atacama","3","2013","Mujer",325465,240000,"[300089, 345793]","[210000, 250000]"
"320","region","Aysén","11","2013","Mujer",357982,220000,"[331765, 382465]","[210000, 240000]"
"321","region","Bíobío","8","2013","Mujer",278287,210000,"[266619, 294441]","[210000, 210000]"
"322","region","Coquimbo","4","2013","Mujer",267751,210000,"[252345, 289148]","[210000, 218575]"
"323","region","Los Lagos","10","2013","Mujer",288657,210000,"[272480, 306530]","[210000, 210000]"
"324","region","Los Ríos","14","2013","Mujer",275007,210000,"[259236, 291373]","[200000, 210000]"
"325","region","Magallanes","12","2013","Mujer",373956,250000,"[353206, 403299]","[250000, 280000]"
"326","region","Maule","7","2013","Mujer",259072,210000,"[244920, 274712]","[210000, 210000]"
"327","region","Metropolitana","13","2013","Mujer",402052,250000,"[383064, 428590]","[250000, 250000]"
"328","region","O'Higgins","6","2013","Mujer",275144,210000,"[259841, 309056]","[210000, 210002]"
"329","region","Tarapacá","1","2013","Mujer",394485,260000,"[373050, 413834]","[250000, 280000]"
"330","region","Valparaíso","5","2013","Mujer",286514,210000,"[273305, 309206]","[210000, 210000]"
"331","region","Antofagasta","2","2015","Hombre",685968,500000,"[654023, 719142]","[500000, 550000]"
"332","region","Araucanía","9","2015","Hombre",363870,250000,"[347854, 377291]","[250000, 250000]"
"333","region","Arica y Parinacota","15","2015","Hombre",471902,300000,"[438050, 516495]","[300000, 350000]"
"334","region","Atacama","3","2015","Hombre",549863,400000,"[528857, 572692]","[400000, 450000]"
"335","region","Aysén","11","2015","Hombre",547656,376526,"[510965, 580594]","[350000, 400000]"
"336","region","Bíobío","8","2015","Hombre",427052,300000,"[414371, 440906]","[300000, 300000]"
"337","region","Coquimbo","4","2015","Hombre",444158,300000,"[429572, 459756]","[300000, 320000]"
"338","region","Los Lagos","10","2015","Hombre",380737,280000,"[366768, 393025]","[270000, 290000]"
"339","region","Los Ríos","14","2015","Hombre",394155,280000,"[374850, 417139]","[260000, 300000]"
"340","region","Magallanes","12","2015","Hombre",640540,450000,"[593339, 697653]","[400000, 490500]"
"341","region","Maule","7","2015","Hombre",370972,250000,"[353663, 390742]","[250000, 260000]"
"342","region","Metropolitana","13","2015","Hombre",614785,389926,"[599716, 641458]","[380000, 400000]"
"343","region","O'Higgins","6","2015","Hombre",413431,300000,"[400097, 428807]","[290124, 300000]"
"344","region","Tarapacá","1","2015","Hombre",645219,450000,"[601821, 692827]","[400000, 465750]"
"345","region","Valparaíso","5","2015","Hombre",477049,300000,"[461933, 497387]","[300000, 320000]"
"346","region","Antofagasta","2","2015","Mujer",440519,306941,"[396633, 497713]","[300000, 344509]"
"347","region","Araucanía","9","2015","Mujer",312848,241000,"[292116, 332147]","[240000, 241000]"
"348","region","Arica y Parinacota","15","2015","Mujer",331687,240000,"[303421, 365548]","[235659, 250000]"
"349","region","Atacama","3","2015","Mujer",369969,280000,"[349020, 389805]","[270000, 300000]"
"350","region","Aysén","11","2015","Mujer",434455,300000,"[397267, 465139]","[300000, 300000]"
"351","region","Bíobío","8","2015","Mujer",330851,241000,"[321453, 342037]","[241000, 250000]"
"352","region","Coquimbo","4","2015","Mujer",310076,242000,"[299877, 322959]","[241000, 248000]"
"353","region","Los Lagos","10","2015","Mujer",319981,245000,"[303091, 336342]","[241000, 250000]"
"354","region","Los Ríos","14","2015","Mujer",332467,241000,"[310607, 355428]","[240000, 250000]"
"355","region","Magallanes","12","2015","Mujer",425040,300000,"[401146, 454521]","[290000, 300000]"
"356","region","Maule","7","2015","Mujer",300698,241000,"[290342, 314798]","[241000, 241000]"
"357","region","Metropolitana","13","2015","Mujer",435750,300000,"[423602, 450906]","[300000, 300000]"
"358","region","O'Higgins","6","2015","Mujer",323191,250000,"[312233, 332284]","[250000, 250000]"
"359","region","Tarapacá","1","2015","Mujer",398067,300000,"[372078, 419312]","[280000, 300000]"
"360","region","Valparaíso","5","2015","Mujer",340496,250000,"[328965, 350361]","[250000, 250000]"
