"","geography_level","geography_name","geography_id","year","sexo","mean_income","median_income","ci_mean_income","ci_median_income"
"276","provincia","Quillota","p55","1994","Mujer",76232,58905,"[70292, 82741]","[55692, 64260]"
"277","provincia","Ranco","p142","1994","Mujer",73520,55692,"[53568, 96133]","[43857, 64260]"
"278","provincia","San Antonio","p56","1994","Mujer",109568,74970,"[96042, 126395]","[64260, 85680]"
"279","provincia","San Felipe","p57","1994","Mujer",89387,64260,"[82692, 97594]","[64260, 68163]"
"280","provincia","Santiago","p131","1994","Mujer",166184,94248,"[156240, 175993]","[90780, 96390]"
"281","provincia","Talagante","p136","1994","Mujer",89342,64260,"[84107, 96139]","[64260, 74970]"
"282","provincia","Talca","p71","1994","Mujer",78982,56763,"[73994, 85151]","[55692, 60262]"
"283","provincia","Tamarugal","p12","1994","Mujer",95402,60520,"[75838, 123126]","[45390, 88893]"
"284","provincia","Tierra del Fuego","p123","1994","Mujer",126812,98940,"[99257, 149503]","[74970, 142041]"
"285","provincia","Tocopilla","p23","1994","Mujer",97091,75650,"[81141, 115538]","[64260, 85680]"
"286","provincia","Última Esperanza","p124","1994","Mujer",110938,60520,"[82623, 141747]","[59976, 80593]"
"287","provincia","Valdivia","p141","1994","Mujer",97882,64260,"[82259, 113609]","[57473, 71811]"
"288","provincia","Valparaíso","p51","1994","Mujer",103977,70191,"[95503, 112125]","[64260, 74970]"
"289","provincia","Antofagasta","p21","1996","Hombre",251238,170000,"[221533, 289289]","[152850, 180000]"
"290","provincia","Arauco","p82","1996","Hombre",128922,83759,"[118571, 141172]","[80817, 90000]"
"291","provincia","Arica","p151","1996","Hombre",218585,121290,"[176376, 264988]","[102150, 143010]"
"292","provincia","Aysén","p112","1996","Hombre",175083,1e+05,"[153878, 202831]","[90000, 110000]"
"293","provincia","Bíobío","p83","1996","Hombre",156891,85000,"[140493, 176272]","[80000, 93821]"
"294","provincia","Cachapoal","p61","1996","Hombre",155020,90000,"[142766, 165437]","[89356, 91950]"
"295","provincia","Cardenal Caro","p62","1996","Hombre",113146,80000,"[97752, 128331]","[73031, 1e+05]"
"296","provincia","Cauquenes","p72","1996","Hombre",124087,80000,"[102597, 149608]","[65500, 85000]"
"297","provincia","Cautín","p91","1996","Hombre",128427,81720,"[120828, 136388]","[80119, 81984]"
"298","provincia","Chacabuco","p133","1996","Hombre",141121,103575,"[127304, 154942]","[1e+05, 120000]"
"299","provincia","Chañaral","p32","1996","Hombre",189226,150000,"[174178, 210750]","[134750, 160000]"
"300","provincia","Chiloé","p102","1996","Hombre",140140,93468,"[121566, 159319]","[81720, 102150]"
"301","provincia","Choapa","p42","1996","Hombre",110826,74000,"[98549, 125935]","[65000, 80903]"
"302","provincia","Colchagua","p63","1996","Hombre",130297,80000,"[121461, 141701]","[75000, 80000]"
"303","provincia","Concepción","p81","1996","Hombre",166201,1e+05,"[157190, 177502]","[1e+05, 102456]"
"304","provincia","Copiapó","p31","1996","Hombre",245736,125000,"[211363, 288221]","[120000, 140000]"
"305","provincia","Cordillera","p152","1996","Hombre",209917,150000,"[193618, 231615]","[150000, 180000]"
"306","provincia","Coyhaique","p111","1996","Hombre",177843,120000,"[157564, 202581]","[102150, 126333]"
"307","provincia","Curicó","p73","1996","Hombre",121518,72000,"[106157, 134179]","[70000, 76000]"
"308","provincia","El Loa","p22","1996","Hombre",227853,153225,"[204930, 253871]","[145887, 167762]"
"309","provincia","Elqui","p41","1996","Hombre",187490,120000,"[173697, 203890]","[102150, 120000]"
"310","provincia","Huasco","p33","1996","Hombre",159332,97000,"[133901, 187077]","[80000, 102150]"
"311","provincia","Iquique","p11","1996","Hombre",251419,2e+05,"[223866, 285883]","[184851, 204300]"
"312","provincia","Limarí","p43","1996","Hombre",117462,75000,"[104803, 128932]","[70000, 80000]"
"313","provincia","Linares","p74","1996","Hombre",121920,70268,"[110147, 132919]","[70000, 80000]"
"314","provincia","Llanquihue","p101","1996","Hombre",181609,102150,"[159357, 201477]","[98425, 114508]"
"315","provincia","Los Andes","p53","1996","Hombre",176204,1e+05,"[157877, 198240]","[1e+05, 110000]"
"316","provincia","Magallanes","p121","1996","Hombre",216913,150000,"[194778, 241436]","[140000, 161806]"
"317","provincia","Maipo","p134","1996","Hombre",231585,120000,"[197267, 264245]","[110000, 121583]"
"318","provincia","Malleco","p92","1996","Hombre",132354,70000,"[110579, 158272]","[65000, 71765]"
"319","provincia","Marga Marga","p58","1996","Hombre",219786,131164,"[198485, 246480]","[120000, 143010]"
"320","provincia","Melipilla","p135","1996","Hombre",178580,113000,"[155112, 204528]","[1e+05, 120000]"
"321","provincia","Ñuble","p84","1996","Hombre",119103,71505,"[105950, 130023]","[70000, 75000]"
"322","provincia","Osorno","p103","1996","Hombre",135416,80000,"[114853, 155091]","[75000, 82000]"
"323","provincia","Petorca","p54","1996","Hombre",129946,89163,"[115310, 141284]","[80000, 90000]"
"324","provincia","Quillota","p55","1996","Hombre",171950,1e+05,"[151312, 189404]","[90000, 104987]"
"325","provincia","Ranco","p142","1996","Hombre",126013,70000,"[112560, 144450]","[68000, 80000]"
"326","provincia","San Antonio","p56","1996","Hombre",188664,143010,"[172594, 206258]","[122580, 150847]"
"327","provincia","San Felipe","p57","1996","Hombre",143683,93018,"[129027, 156057]","[90000, 1e+05]"
"328","provincia","Santiago","p131","1996","Hombre",304004,156706,"[289123, 315517]","[150000, 160000]"
"329","provincia","Talagante","p136","1996","Hombre",159244,101000,"[139080, 190297]","[90000, 120000]"
"330","provincia","Talca","p71","1996","Hombre",148196,80000,"[133310, 165668]","[80000, 86000]"
"331","provincia","Tamarugal","p12","1996","Hombre",163257,136214,"[143365, 183819]","[122580, 150000]"
"332","provincia","Tierra del Fuego","p123","1996","Hombre",194741,140000,"[172421, 228047]","[120000, 150000]"
"333","provincia","Tocopilla","p23","1996","Hombre",203206,163440,"[182122, 241500]","[150000, 180000]"
"334","provincia","Última Esperanza","p124","1996","Hombre",150623,107941,"[136365, 166633]","[102150, 120000]"
"335","provincia","Valdivia","p141","1996","Hombre",179040,103000,"[155846, 209773]","[85653, 120000]"
"336","provincia","Valparaíso","p51","1996","Hombre",180461,120000,"[161680, 201255]","[110000, 121354]"
"337","provincia","Antofagasta","p21","1996","Mujer",168410,1e+05,"[138679, 201448]","[90000, 118249]"
"338","provincia","Arauco","p82","1996","Mujer",116296,65000,"[100012, 138501]","[61290, 75965]"
"339","provincia","Arica","p151","1996","Mujer",109413,90000,"[99209, 120648]","[75950, 1e+05]"
"340","provincia","Aysén","p112","1996","Mujer",135238,72000,"[107281, 169596]","[65000, 79029]"
"341","provincia","Bíobío","p83","1996","Mujer",130819,70000,"[102063, 162986]","[65238, 80000]"
"342","provincia","Cachapoal","p61","1996","Mujer",100324,70000,"[92677, 107379]","[70000, 73287]"
"343","provincia","Cardenal Caro","p62","1996","Mujer",73868,60000,"[60366, 86100]","[50000, 65000]"
"344","provincia","Cauquenes","p72","1996","Mujer",107410,65000,"[83217, 139795]","[51425, 77525]"
"345","provincia","Cautín","p91","1996","Mujer",107914,70000,"[97829, 121171]","[65692, 75000]"
"346","provincia","Chacabuco","p133","1996","Mujer",104302,85000,"[95730, 119315]","[80000, 90000]"
"347","provincia","Chañaral","p32","1996","Mujer",151358,90000,"[118971, 189616]","[81811, 118812]"
"348","provincia","Chiloé","p102","1996","Mujer",88191,65000,"[73370, 102186]","[60000, 80000]"
"349","provincia","Choapa","p42","1996","Mujer",162909,63000,"[80134, 293903]","[58950, 71505]"
"350","provincia","Colchagua","p63","1996","Mujer",95235,68000,"[88401, 103835]","[65000, 71505]"
"351","provincia","Concepción","p81","1996","Mujer",117785,80000,"[108667, 128428]","[70000, 82784]"
"352","provincia","Copiapó","p31","1996","Mujer",134803,80000,"[114274, 163853]","[70000, 98812]"
"353","provincia","Cordillera","p152","1996","Mujer",142566,1e+05,"[123070, 162863]","[1e+05, 120000]"
"354","provincia","Coyhaique","p111","1996","Mujer",129565,84000,"[111505, 146362]","[79745, 94515]"
"355","provincia","Curicó","p73","1996","Mujer",87736,63500,"[78040, 98833]","[60000, 69535]"
"356","provincia","El Loa","p22","1996","Mujer",118645,80000,"[97170, 144474]","[65000, 95744]"
"357","provincia","Elqui","p41","1996","Mujer",126576,80000,"[106948, 144291]","[70475, 84500]"
"358","provincia","Huasco","p33","1996","Mujer",86409,65000,"[75476, 99785]","[60000, 80000]"
"359","provincia","Iquique","p11","1996","Mujer",180897,137902,"[160220, 207595]","[120000, 163440]"
"360","provincia","Limarí","p43","1996","Mujer",101170,65500,"[80882, 127685]","[61459, 70000]"
"361","provincia","Linares","p74","1996","Mujer",98007,65000,"[87595, 110258]","[63000, 70000]"
"362","provincia","Llanquihue","p101","1996","Mujer",130845,78000,"[108021, 151930]","[65500, 83525]"
"363","provincia","Los Andes","p53","1996","Mujer",154028,80000,"[119370, 204441]","[71340, 90000]"
"364","provincia","Magallanes","p121","1996","Mujer",134217,90000,"[114041, 152804]","[80000, 1e+05]"
"365","provincia","Maipo","p134","1996","Mujer",130288,90000,"[114286, 149113]","[80000, 1e+05]"
"366","provincia","Malleco","p92","1996","Mujer",111827,65000,"[91578, 129501]","[60000, 68000]"
"367","provincia","Marga Marga","p58","1996","Mujer",130676,80000,"[113465, 146639]","[75000, 90000]"
"368","provincia","Melipilla","p135","1996","Mujer",132151,81720,"[110629, 160998]","[80000, 1e+05]"
"369","provincia","Ñuble","p84","1996","Mujer",109615,70000,"[95676, 123278]","[65000, 80000]"
"370","provincia","Osorno","p103","1996","Mujer",116838,70000,"[90717, 144098]","[65000, 78431]"
"371","provincia","Petorca","p54","1996","Mujer",111128,70000,"[94209, 127421]","[65000, 80000]"
"372","provincia","Quillota","p55","1996","Mujer",120199,75000,"[100639, 139788]","[70000, 81720]"
"373","provincia","Ranco","p142","1996","Mujer",113430,80000,"[95900, 132581]","[70000, 105000]"
"374","provincia","San Antonio","p56","1996","Mujer",117679,81720,"[102162, 132641]","[71505, 1e+05]"
"375","provincia","San Felipe","p57","1996","Mujer",112086,75000,"[98608, 124238]","[69000, 80000]"
"376","provincia","Santiago","p131","1996","Mujer",193051,120000,"[183504, 204171]","[120000, 120000]"
"377","provincia","Talagante","p136","1996","Mujer",123175,91056,"[102189, 144604]","[80000, 1e+05]"
"378","provincia","Talca","p71","1996","Mujer",107958,67000,"[89916, 123840]","[64000, 73575]"
"379","provincia","Tamarugal","p12","1996","Mujer",171785,1e+05,"[124199, 243408]","[75540, 163440]"
"380","provincia","Tierra del Fuego","p123","1996","Mujer",126341,70752,"[98784, 160831]","[64026, 115250]"
"381","provincia","Tocopilla","p23","1996","Mujer",126684,81720,"[93021, 180341]","[70000, 113315]"
"382","provincia","Última Esperanza","p124","1996","Mujer",101895,70000,"[87092, 119958]","[62651, 81720]"
"383","provincia","Valdivia","p141","1996","Mujer",121050,90000,"[101378, 140740]","[78126, 105839]"
"384","provincia","Valparaíso","p51","1996","Mujer",118646,90000,"[104696, 133197]","[80000, 1e+05]"
"385","provincia","Antofagasta","p21","1998","Hombre",285809,195500,"[264497, 303670]","[180720, 200800]"
"386","provincia","Arauco","p82","1998","Hombre",144993,97750,"[132687, 162630]","[94474, 100400]"
"387","provincia","Arica","p151","1998","Hombre",184990,130520,"[168005, 205544]","[119632, 140560]"
"388","provincia","Aysén","p112","1998","Hombre",196060,136850,"[179863, 214435]","[129217, 150600]"
"389","provincia","Bíobío","p83","1998","Hombre",176090,100400,"[160241, 195968]","[99346, 105420]"
"390","provincia","Cachapoal","p61","1998","Hombre",193194,110440,"[179044, 204845]","[104416, 117300]"
"391","provincia","Cardenal Caro","p62","1998","Hombre",167570,117300,"[137673, 199960]","[97750, 120480]"
"392","provincia","Cauquenes","p72","1998","Hombre",148946,87850,"[118694, 189765]","[80320, 90360]"
"393","provincia","Cautín","p91","1998","Hombre",175154,95380,"[161014, 201613]","[90360, 97750]"
"394","provincia","Chacabuco","p133","1998","Hombre",203044,130520,"[176612, 242841]","[120480, 137199]"
"395","provincia","Chañaral","p32","1998","Hombre",253954,180720,"[226281, 291198]","[163501, 200800]"
"396","provincia","Chiloé","p102","1998","Hombre",162952,100400,"[139412, 178525]","[96384, 116863]"
"397","provincia","Choapa","p42","1998","Hombre",158079,117300,"[148378, 170904]","[107277, 120480]"
"398","provincia","Colchagua","p63","1998","Hombre",147895,90360,"[138158, 159732]","[90360, 91019]"
"399","provincia","Concepción","p81","1998","Hombre",244408,125231,"[225571, 264484]","[120480, 136145]"
"400","provincia","Copiapó","p31","1998","Hombre",202381,140560,"[189335, 216186]","[120480, 150600]"
"401","provincia","Cordillera","p152","1998","Hombre",325231,156400,"[273812, 383394]","[150600, 160640]"
"402","provincia","Coyhaique","p111","1998","Hombre",376874,150600,"[212014, 734632]","[140560, 167147]"
"403","provincia","Curicó","p73","1998","Hombre",151261,90360,"[135685, 168576]","[90360, 98392]"
"404","provincia","El Loa","p22","1998","Hombre",250396,180720,"[225697, 284886]","[169020, 195500]"
"405","provincia","Elqui","p41","1998","Hombre",189185,120480,"[177189, 201961]","[116334, 120480]"
"406","provincia","Huasco","p33","1998","Hombre",164203,121180,"[155373, 176860]","[120480, 135037]"
"407","provincia","Iquique","p11","1998","Hombre",278657,195500,"[245965, 316719]","[180720, 208281]"
"408","provincia","Limarí","p43","1998","Hombre",136012,90360,"[123973, 152550]","[85340, 95380]"
"409","provincia","Linares","p74","1998","Hombre",158527,97750,"[143821, 176072]","[90360, 100400]"
"410","provincia","Llanquihue","p101","1998","Hombre",213029,130520,"[194705, 234842]","[120480, 150600]"
"411","provincia","Los Andes","p53","1998","Hombre",192289,117300,"[176854, 205624]","[105420, 120480]"
"412","provincia","Magallanes","p121","1998","Hombre",275709,195500,"[241147, 310768]","[171634, 200800]"
"413","provincia","Maipo","p134","1998","Hombre",230870,120480,"[197193, 277941]","[120480, 128583]"
"414","provincia","Malleco","p92","1998","Hombre",135438,86888,"[127354, 144281]","[81268, 90360]"
"415","provincia","Marga Marga","p58","1998","Hombre",243497,150600,"[224187, 270763]","[140560, 153768]"
"416","provincia","Melipilla","p135","1998","Hombre",157473,110440,"[148806, 168497]","[100400, 117300]"
"417","provincia","Ñuble","p84","1998","Hombre",183133,92167,"[144889, 237930]","[89306, 97750]"
"418","provincia","Osorno","p103","1998","Hombre",189140,105514,"[160309, 217180]","[99225, 117300]"
"419","provincia","Petorca","p54","1998","Hombre",170025,120480,"[159462, 188802]","[117300, 120480]"
"420","provincia","Quillota","p55","1998","Hombre",180547,117300,"[167946, 193969]","[101558, 120480]"
"421","provincia","Ranco","p142","1998","Hombre",145689,81826,"[120074, 170441]","[80320, 90360]"
"422","provincia","San Antonio","p56","1998","Hombre",225480,156400,"[207235, 247471]","[150600, 156400]"
"423","provincia","San Felipe","p57","1998","Hombre",153184,100400,"[145337, 161395]","[100400, 105182]"
"424","provincia","Santiago","p131","1998","Hombre",370695,180720,"[352550, 389509]","[180720, 180720]"
"425","provincia","Talagante","p136","1998","Hombre",198752,130520,"[181539, 221537]","[120480, 134140]"
"426","provincia","Talca","p71","1998","Hombre",179832,100400,"[162158, 201893]","[91314, 100400]"
"427","provincia","Tamarugal","p12","1998","Hombre",176896,136850,"[167104, 187338]","[123919, 150600]"
"428","provincia","Tierra del Fuego","p123","1998","Hombre",708801,150600,"[230597, 1669468]","[120480, 175950]"
"429","provincia","Tocopilla","p23","1998","Hombre",240323,178335,"[213888, 269254]","[156400, 200800]"
"430","provincia","Última Esperanza","p124","1998","Hombre",237692,151604,"[207691, 272411]","[137731, 161323]"
"431","provincia","Valdivia","p141","1998","Hombre",203346,115460,"[168679, 243641]","[100400, 126327]"
"432","provincia","Valparaíso","p51","1998","Hombre",239797,148315,"[220173, 256755]","[140560, 150600]"
"433","provincia","Antofagasta","p21","1998","Mujer",180037,112955,"[154141, 210014]","[100400, 120480]"
"434","provincia","Arauco","p82","1998","Mujer",138450,85340,"[114456, 175073]","[80320, 97750]"
"435","provincia","Arica","p151","1998","Mujer",133141,100400,"[121611, 148543]","[92739, 117300]"
"436","provincia","Aysén","p112","1998","Mujer",182228,100400,"[159452, 214931]","[95177, 122211]"
"437","provincia","Bíobío","p83","1998","Mujer",136979,81826,"[121659, 157683]","[80320, 90360]"
"438","provincia","Cachapoal","p61","1998","Mujer",124859,85340,"[113540, 137991]","[81023, 89406]"
"439","provincia","Cardenal Caro","p62","1998","Mujer",128339,96746,"[105134, 163919]","[80320, 118021]"
"440","provincia","Cauquenes","p72","1998","Mujer",108916,80320,"[85238, 143130]","[69226, 88700]"
"441","provincia","Cautín","p91","1998","Mujer",147488,87975,"[133758, 160924]","[81198, 95380]"
"442","provincia","Chacabuco","p133","1998","Mujer",148916,100400,"[127397, 174251]","[96506, 107551]"
"443","provincia","Chañaral","p32","1998","Mujer",130606,90360,"[115203, 149019]","[80320, 115711]"
"444","provincia","Chiloé","p102","1998","Mujer",147450,80822,"[117066, 183540]","[75300, 113992]"
"445","provincia","Choapa","p42","1998","Mujer",127804,80822,"[113542, 151050]","[80320, 90360]"
"446","provincia","Colchagua","p63","1998","Mujer",125638,82139,"[110754, 142068]","[80558, 85340]"
"447","provincia","Concepción","p81","1998","Mujer",164653,100400,"[152373, 180414]","[99856, 107525]"
"448","provincia","Copiapó","p31","1998","Mujer",167783,100400,"[139316, 201056]","[94853, 117300]"
"449","provincia","Cordillera","p152","1998","Mujer",211321,120480,"[179247, 239478]","[100400, 125029]"
"450","provincia","Coyhaique","p111","1998","Mujer",158658,100400,"[133016, 192045]","[81428, 120480]"
"451","provincia","Curicó","p73","1998","Mujer",121870,80320,"[106699, 135809]","[80320, 85023]"
"452","provincia","El Loa","p22","1998","Mujer",159347,117300,"[138607, 180452]","[108432, 120480]"
"453","provincia","Elqui","p41","1998","Mujer",157250,93418,"[133998, 180205]","[88779, 100400]"
"454","provincia","Huasco","p33","1998","Mujer",133280,97750,"[120049, 141734]","[89965, 100400]"
"455","provincia","Iquique","p11","1998","Mujer",215434,135540,"[182938, 248447]","[118538, 156400]"
"456","provincia","Limarí","p43","1998","Mujer",106730,80320,"[98207, 116699]","[75613, 80822]"
"457","provincia","Linares","p74","1998","Mujer",124175,80822,"[110701, 143275]","[79136, 94055]"
"458","provincia","Llanquihue","p101","1998","Mujer",165697,90360,"[141398, 190258]","[86292, 102157]"
"459","provincia","Los Andes","p53","1998","Mujer",139771,95419,"[120726, 160280]","[90360, 100517]"
"460","provincia","Magallanes","p121","1998","Mujer",162856,110440,"[136812, 184864]","[96861, 120480]"
"461","provincia","Maipo","p134","1998","Mujer",138016,100400,"[127727, 146742]","[97750, 100400]"
"462","provincia","Malleco","p92","1998","Mujer",134973,85340,"[115865, 155995]","[80320, 90360]"
"463","provincia","Marga Marga","p58","1998","Mujer",159252,100400,"[141251, 182882]","[98055, 110684]"
"464","provincia","Melipilla","p135","1998","Mujer",136877,100400,"[124332, 153252]","[90598, 102320]"
"465","provincia","Ñuble","p84","1998","Mujer",132421,86344,"[121982, 144549]","[80320, 94648]"
"466","provincia","Osorno","p103","1998","Mujer",131087,90360,"[118738, 147203]","[80320, 100400]"
"467","provincia","Petorca","p54","1998","Mujer",112423,80320,"[98415, 122750]","[73888, 80320]"
"468","provincia","Quillota","p55","1998","Mujer",141228,84336,"[122292, 170132]","[80822, 89406]"
"469","provincia","Ranco","p142","1998","Mujer",143211,80320,"[111615, 188146]","[70280, 118969]"
"470","provincia","San Antonio","p56","1998","Mujer",154716,112950,"[136002, 169926]","[100400, 120480]"
"471","provincia","San Felipe","p57","1998","Mujer",123188,85474,"[111188, 135180]","[81324, 90360]"
"472","provincia","Santiago","p131","1998","Mujer",232632,140560,"[222235, 241930]","[136850, 140560]"
"473","provincia","Talagante","p136","1998","Mujer",128277,95882,"[119305, 137274]","[90360, 100400]"
"474","provincia","Talca","p71","1998","Mujer",131200,90360,"[119873, 145987]","[80558, 99141]"
"475","provincia","Tamarugal","p12","1998","Mujer",142638,99075,"[127078, 159289]","[88476, 100400]"
"476","provincia","Tierra del Fuego","p123","1998","Mujer",167198,113870,"[132794, 205276]","[80320, 148215]"
"477","provincia","Tocopilla","p23","1998","Mujer",157923,117300,"[132652, 187861]","[93066, 146660]"
"478","provincia","Última Esperanza","p124","1998","Mujer",128931,95380,"[102077, 148186]","[80320, 100400]"
"479","provincia","Valdivia","p141","1998","Mujer",163333,100400,"[133279, 195732]","[86592, 120480]"
"480","provincia","Valparaíso","p51","1998","Mujer",172444,100400,"[158324, 186098]","[100400, 117300]"
"481","provincia","Antofagasta","p21","2000","Hombre",323912,190000,"[282457, 370170]","[180000, 2e+05]"
"482","provincia","Arauco","p82","2000","Hombre",157689,1e+05,"[142348, 171956]","[1e+05, 105000]"
"483","provincia","Arica","p151","2000","Hombre",220018,127820,"[186098, 249936]","[120000, 140000]"
"484","provincia","Aysén","p112","2000","Hombre",258675,146080,"[202828, 382807]","[130000, 150000]"
"485","provincia","Bíobío","p83","2000","Hombre",165897,100500,"[152150, 179350]","[1e+05, 105000]"
"486","provincia","Cachapoal","p61","2000","Hombre",184006,120000,"[174748, 199385]","[110000, 120000]"
"487","provincia","Cardenal Caro","p62","2000","Hombre",142151,105000,"[135305, 149571]","[1e+05, 109560]"
"488","provincia","Cauquenes","p72","2000","Hombre",148995,1e+05,"[132714, 171057]","[1e+05, 1e+05]"
"489","provincia","Cautín","p91","2000","Hombre",183750,1e+05,"[162301, 208620]","[1e+05, 1e+05]"
"490","provincia","Chacabuco","p133","2000","Hombre",195837,140000,"[177540, 212483]","[130000, 147088]"
"491","provincia","Chañaral","p32","2000","Hombre",243992,180000,"[219681, 270281]","[162586, 182600]"
"492","provincia","Chiloé","p102","2000","Hombre",164595,109560,"[154062, 174213]","[105000, 110000]"
"493","provincia","Choapa","p42","2000","Hombre",167452,118690,"[151891, 190702]","[109560, 120000]"
"494","provincia","Colchagua","p63","2000","Hombre",163757,105000,"[152034, 178568]","[1e+05, 105000]"
"495","provincia","Concepción","p81","2000","Hombre",191872,127820,"[181864, 202598]","[120000, 130000]"
"496","provincia","Copiapó","p31","2000","Hombre",214947,146080,"[199691, 229360]","[132221, 150000]"
"497","provincia","Cordillera","p152","2000","Hombre",280681,160000,"[246905, 323731]","[153163, 174050]"
"498","provincia","Coyhaique","p111","2000","Hombre",307039,180000,"[246656, 360979]","[130000, 2e+05]"
"499","provincia","Curicó","p73","2000","Hombre",219796,1e+05,"[193881, 250780]","[1e+05, 104525]"
"500","provincia","El Loa","p22","2000","Hombre",260614,180000,"[238653, 289020]","[160000, 182600]"
"501","provincia","Elqui","p41","2000","Hombre",189654,120000,"[177344, 201902]","[120000, 120000]"
"502","provincia","Huasco","p33","2000","Hombre",164625,120000,"[154353, 175601]","[117164, 127820]"
"503","provincia","Iquique","p11","2000","Hombre",247545,180000,"[227186, 264817]","[170162, 190000]"
"504","provincia","Limarí","p43","2000","Hombre",144204,1e+05,"[133416, 154591]","[1e+05, 1e+05]"
"505","provincia","Linares","p74","2000","Hombre",156789,1e+05,"[143072, 171728]","[1e+05, 1e+05]"
"506","provincia","Llanquihue","p101","2000","Hombre",195358,116845,"[179618, 213755]","[110000, 120000]"
"507","provincia","Los Andes","p53","2000","Hombre",211512,120000,"[190398, 239181]","[118425, 130000]"
"508","provincia","Magallanes","p121","2000","Hombre",331464,2e+05,"[287816, 381602]","[182600, 215062]"
"509","provincia","Maipo","p134","2000","Hombre",237088,140000,"[207379, 274916]","[137205, 150000]"
"510","provincia","Malleco","p92","2000","Hombre",147368,1e+05,"[135661, 157879]","[98000, 1e+05]"
"511","provincia","Marga Marga","p58","2000","Hombre",240550,150000,"[218906, 265157]","[142888, 157625]"
"512","provincia","Melipilla","p135","2000","Hombre",185742,120000,"[168914, 203457]","[120000, 120000]"
"513","provincia","Ñuble","p84","2000","Hombre",143349,91300,"[134029, 152467]","[90880, 95525]"
"514","provincia","Osorno","p103","2000","Hombre",178402,100104,"[158123, 195182]","[1e+05, 105000]"
"515","provincia","Petorca","p54","2000","Hombre",185114,110000,"[165193, 202220]","[1e+05, 120000]"
"516","provincia","Quillota","p55","2000","Hombre",241683,146080,"[208613, 296500]","[136238, 150000]"
"517","provincia","Ranco","p142","2000","Hombre",158791,1e+05,"[141942, 177142]","[1e+05, 102337]"
"518","provincia","San Antonio","p56","2000","Hombre",205916,146080,"[187709, 226266]","[140000, 150000]"
"519","provincia","San Felipe","p57","2000","Hombre",172366,109560,"[159664, 187950]","[102834, 120000]"
"520","provincia","Santiago","p131","2000","Hombre",337094,182600,"[324623, 349010]","[180000, 182600]"
"521","provincia","Talagante","p136","2000","Hombre",217028,146080,"[201865, 241376]","[140000, 150000]"
"522","provincia","Talca","p71","2000","Hombre",163039,1e+05,"[147524, 175866]","[1e+05, 1e+05]"
"523","provincia","Tamarugal","p12","2000","Hombre",192535,127820,"[174035, 210880]","[120000, 140000]"
"524","provincia","Tierra del Fuego","p123","2000","Hombre",271606,182600,"[233206, 306615]","[146080, 2e+05]"
"525","provincia","Tocopilla","p23","2000","Hombre",258862,2e+05,"[233541, 280325]","[190000, 220000]"
"526","provincia","Última Esperanza","p124","2000","Hombre",231920,146540,"[197543, 277265]","[130000, 150000]"
"527","provincia","Valdivia","p141","2000","Hombre",168892,120000,"[155696, 179524]","[110000, 126005]"
"528","provincia","Valparaíso","p51","2000","Hombre",241743,159000,"[225216, 254865]","[150000, 170000]"
"529","provincia","Antofagasta","p21","2000","Mujer",193382,121535,"[171538, 217029]","[109560, 145567]"
"530","provincia","Arauco","p82","2000","Mujer",147866,1e+05,"[131180, 165879]","[81950, 1e+05]"
"531","provincia","Arica","p151","2000","Mujer",146523,1e+05,"[123122, 174280]","[85000, 109560]"
"532","provincia","Aysén","p112","2000","Mujer",174754,109621,"[148680, 199989]","[1e+05, 130525]"
"533","provincia","Bíobío","p83","2000","Mujer",134146,97770,"[125588, 142103]","[90880, 1e+05]"
"534","provincia","Cachapoal","p61","2000","Mujer",136215,1e+05,"[127965, 144096]","[97276, 1e+05]"
"535","provincia","Cardenal Caro","p62","2000","Mujer",135711,1e+05,"[124081, 152142]","[91300, 109791]"
"536","provincia","Cauquenes","p72","2000","Mujer",132531,90000,"[113796, 146165]","[80619, 98380]"
"537","provincia","Cautín","p91","2000","Mujer",145090,98302,"[135200, 153618]","[90000, 1e+05]"
"538","provincia","Chacabuco","p133","2000","Mujer",152791,120000,"[138155, 165805]","[108000, 120000]"
"539","provincia","Chañaral","p32","2000","Mujer",159213,1e+05,"[133645, 193750]","[1e+05, 120000]"
"540","provincia","Chiloé","p102","2000","Mujer",139096,1e+05,"[127915, 151039]","[94475, 1e+05]"
"541","provincia","Choapa","p42","2000","Mujer",140130,1e+05,"[119371, 169612]","[90000, 1e+05]"
"542","provincia","Colchagua","p63","2000","Mujer",128171,1e+05,"[119218, 138727]","[98950, 1e+05]"
"543","provincia","Concepción","p81","2000","Mujer",145929,1e+05,"[138047, 152874]","[1e+05, 109560]"
"544","provincia","Copiapó","p31","2000","Mujer",180907,111346,"[143473, 242645]","[1e+05, 120000]"
"545","provincia","Cordillera","p152","2000","Mujer",180330,120000,"[161385, 195149]","[120000, 130000]"
"546","provincia","Coyhaique","p111","2000","Mujer",197052,109282,"[155830, 240507]","[98000, 131890]"
"547","provincia","Curicó","p73","2000","Mujer",145110,1e+05,"[133454, 162301]","[99403, 1e+05]"
"548","provincia","El Loa","p22","2000","Mujer",156014,109560,"[130247, 183579]","[1e+05, 128964]"
"549","provincia","Elqui","p41","2000","Mujer",142259,1e+05,"[131788, 153304]","[99238, 1e+05]"
"550","provincia","Huasco","p33","2000","Mujer",130113,1e+05,"[118849, 140403]","[90000, 1e+05]"
"551","provincia","Iquique","p11","2000","Mujer",171338,120000,"[151965, 192932]","[107418, 132625]"
