"","geography_level","geography_name","geography_id","sex","year","weighted_mean","weighted_median","ci_weighted_mean","ci_weighted_median"
"182","comuna","Cerrillos","35","Hombre",2014,435378.854131277,400217.589428115,"[366386, 539728]","[276687, 499945]"
"183","comuna","Cerrillos","35","Hombre",2015,558190.748243831,400078.594396705,"[425293, 758892]","[292500, 528465]"
"184","comuna","Cerro Navia","36","Hombre",2010,346544.734580386,220215.306322176,"[249269, 491633]","[199863, 260254]"
"185","comuna","Cerro Navia","36","Hombre",2011,333782.192888755,251208.301743745,"[263769, 434635]","[240749, 297478]"
"186","comuna","Cerro Navia","36","Hombre",2012,311354.567578274,281909.48904149,"[267201, 350107]","[251259, 316392]"
"187","comuna","Cerro Navia","36","Hombre",2013,325320.266275986,300000,"[280301, 376311]","[257203, 334505]"
"188","comuna","Cerro Navia","36","Hombre",2014,372939.122795193,346855.007432158,"[327437, 417712]","[303127, 390579]"
"189","comuna","Cerro Navia","36","Hombre",2015,384702.366720975,343757.047851475,"[344327, 444633]","[302438, 400057]"
"190","comuna","Chañaral","39","Hombre",2010,371619.738998127,299794.821690278,"[294722, 474026]","[272076, 319822]"
"191","comuna","Chañaral","39","Hombre",2011,508931.984049666,352387.74626488,"[386397, 677234]","[265924, 633611]"
"192","comuna","Chañaral","39","Hombre",2012,544641.986330699,397597.305971252,"[375870, 724082]","[280494, 552870]"
"193","comuna","Chañaral","39","Hombre",2013,882869.621904061,494556.474045797,"[508526, 1341835]","[350474, 640469]"
"194","comuna","Chañaral","39","Hombre",2014,529695.67848486,377112.695979242,"[329719, 855059]","[208392, 500221]"
"195","comuna","Chañaral","39","Hombre",2015,781885.114577989,577210.936135875,"[513599, 1172003]","[386894, 810143]"
"196","comuna","Chanco","38","Hombre",2010,153868.716868953,136985.375956496,"[116645, 214463]","[100098, 161138]"
"197","comuna","Chanco","38","Hombre",2011,278980.712907704,189574.911008559,"[205721, 387598]","[151310, 250000]"
"198","comuna","Chanco","38","Hombre",2012,259508.141017182,205347.36206008,"[227471, 302130]","[199787, 233760]"
"199","comuna","Chanco","38","Hombre",2013,308170.102555807,247251.523606187,"[257810, 362500]","[210285, 290953]"
"200","comuna","Chanco","38","Hombre",2014,299250.320041624,239080.837321716,"[243609, 361328]","[192526, 300690]"
"201","comuna","Chanco","38","Hombre",2015,318306.689894736,251018.65266208,"[268470, 399083]","[241732, 301665]"
"202","comuna","Chépica","40","Hombre",2010,278617.947061025,203984.583697913,"[202000, 369465]","[172518, 298367]"
"203","comuna","Chépica","40","Hombre",2011,226921.314365501,205321.270217199,"[199363, 258616]","[171108, 256261]"
"204","comuna","Chépica","40","Hombre",2012,221561.06708453,203034.681508066,"[175773, 263729]","[180000, 251405]"
"205","comuna","Chépica","40","Hombre",2013,220232.582347587,204968.198708858,"[143491, 288710]","[100136, 229969]"
"206","comuna","Chépica","40","Hombre",2014,293815.881684412,347537.104661075,"[219829, 371352]","[206165, 391000]"
"207","comuna","Chépica","40","Hombre",2015,300874.073628595,198070.873857134,"[179018, 427610]","[116846, 497660]"
"208","comuna","Chiguayante","41","Hombre",2010,381895.182656223,267857.602050638,"[313921, 476290]","[213629, 323750]"
"209","comuna","Chiguayante","41","Hombre",2011,378147.281169242,248485.412053186,"[309664, 461284]","[217340, 279063]"
"210","comuna","Chiguayante","41","Hombre",2012,400378.469820453,280902.268636915,"[316734, 624878]","[247335, 310000]"
"211","comuna","Chiguayante","41","Hombre",2013,545266.748932466,300406.687754181,"[382911, 750365]","[298867, 355481]"
"212","comuna","Chiguayante","41","Hombre",2014,505516.984250251,325997.97104519,"[417049, 591318]","[269640, 420000]"
"213","comuna","Chiguayante","41","Hombre",2015,551816.380902079,353665.249719573,"[456271, 663777]","[297058, 405249]"
"214","comuna","Chile Chico","42","Hombre",2010,264942.617561352,183033.277145014,"[175073, 350558]","[160157, 288561]"
"215","comuna","Chile Chico","42","Hombre",2011,415699.497725549,351691.622441243,"[327832, 545268]","[262324, 618726]"
"216","comuna","Chile Chico","42","Hombre",2012,649343.899741982,482698.120162181,"[344389, 1021819]","[382136, 724047]"
"217","comuna","Chile Chico","42","Hombre",2013,714405.567590418,500322.771895001,"[426617, 1057423]","[298867, 742861]"
"218","comuna","Chile Chico","42","Hombre",2014,489144.048420232,367273.831258203,"[331787, 631588]","[233439, 643090]"
"219","comuna","Chile Chico","42","Hombre",2015,542285.36492373,384831.425310918,"[356678, 758469]","[250747, 705131]"
"220","comuna","Chillán","43","Hombre",2010,323229.445759981,229289.28042981,"[274669, 379945]","[200000, 275782]"
"221","comuna","Chillán","43","Hombre",2011,491934.361845338,295410.978437804,"[412107, 600030]","[251208, 301450]"
"222","comuna","Chillán","43","Hombre",2012,554201.108080943,290872.187801287,"[452302, 662313]","[248641, 343915]"
"223","comuna","Chillán","43","Hombre",2013,495159.489387913,298867.110231973,"[415713, 590466]","[270049, 350000]"
"224","comuna","Chillán","43","Hombre",2014,533039.470289969,300767.710096229,"[441117, 626221]","[270857, 361938]"
"225","comuna","Chillán","43","Hombre",2015,646171.930712232,350000,"[544997, 771159]","[301139, 400415]"
"226","comuna","Chillán Viejo","44","Hombre",2010,311338.867584896,218507.943406408,"[240557, 376442]","[200140, 249829]"
"227","comuna","Chillán Viejo","44","Hombre",2011,289394.519560266,205693.926448083,"[234300, 428654]","[180000, 247175]"
"228","comuna","Chillán Viejo","44","Hombre",2012,336281.944043886,249992.863393417,"[271459, 404817]","[210483, 270375]"
"229","comuna","Chillán Viejo","44","Hombre",2013,374754.30995546,272386.632152371,"[313881, 452833]","[223224, 300000]"
"230","comuna","Chillán Viejo","44","Hombre",2014,404810.733725137,274405.739772905,"[333471, 490390]","[249970, 289737]"
"231","comuna","Chillán Viejo","44","Hombre",2015,463968.706065917,338986.806618472,"[373898, 561641]","[263366, 371745]"
"232","comuna","Chimbarongo","45","Hombre",2010,257538.073035741,199863.214460186,"[210387, 322312]","[179877, 249888]"
"233","comuna","Chimbarongo","45","Hombre",2011,322542.678819744,218093.85429707,"[238557, 396384]","[187028, 237480]"
"234","comuna","Chimbarongo","45","Hombre",2012,253578.890363304,210947.164948454,"[207968, 298708]","[193870, 245517]"
"235","comuna","Chimbarongo","45","Hombre",2013,308513.991562433,258503.5003174,"[247942, 384515]","[223522, 278943]"
"236","comuna","Chimbarongo","45","Hombre",2014,357706.4783657,299943.746484155,"[307635, 442929]","[257828, 299944]"
"237","comuna","Chimbarongo","45","Hombre",2015,338309.424629586,290870.98736213,"[296888, 382026]","[250032, 310120]"
"238","comuna","Chonchi","47","Hombre",2010,202556.210667129,148426.226657272,"[150773, 272238]","[111396, 179719]"
"239","comuna","Chonchi","47","Hombre",2011,213773.915027833,179415.58291592,"[162707, 267536]","[146158, 195387]"
"240","comuna","Chonchi","47","Hombre",2012,180270.219666181,184293.582218009,"[144722, 222182]","[131302, 200000]"
"241","comuna","Chonchi","47","Hombre",2013,258187.813593378,248406.511026998,"[199747, 298902]","[180000, 298495]"
"242","comuna","Chonchi","47","Hombre",2014,288990.326239024,231331.775208978,"[223185, 369689]","[211098, 308217]"
