"","sexo","oficio_id","provincia","1990","1992","1994","1996","1998","2000","2003","2006","2009","2011","2013","2015"
"215","Hombre","Miembros del Poder Ejecutivo","Limarí",329670,NA,NA,NA,NA,NA,NA,NA,410800,NA,NA,NA
"216","Hombre","Oficiales, Operarios y Artesanos","Limarí",36240,NA,75650,NA,NA,127820,NA,NA,NA,NA,NA,NA
"217","Hombre","Operadores y Montadores","Limarí",96640,64380,69080,NA,NA,148345,NA,NA,NA,NA,NA,NA
"218","Hombre","Profesionales y Científicos","Limarí",37448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","Hombre","Técnicos y Profesionales Nivel Medio","Limarí",39600,87450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","Hombre","Agricultores y  y Trabajadores Calificados","Linares",28992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","Hombre","Comerciantes y Vendedores","Linares",36240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","Hombre","Empleados de Oficina","Linares",37620,NA,NA,1e+05,145580,NA,150000,181800,223925,205141,3e+05,3e+05
"223","Hombre","Ff.aa.","Linares",84560,NA,156902,NA,NA,222800,NA,NA,NA,NA,NA,NA
"224","Hombre","Miembros del Poder Ejecutivo","Linares",594000,NA,NA,NA,NA,NA,NA,NA,331500,NA,NA,NA
"225","Hombre","Oficiales, Operarios y Artesanos","Linares",43560,NA,75650,NA,NA,109560,NA,NA,NA,NA,NA,NA
"226","Hombre","Operadores y Montadores","Linares",90600,78280,85680,NA,NA,120000,NA,NA,NA,NA,NA,NA
"227","Hombre","Profesionales y Científicos","Linares",40336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","Hombre","Técnicos y Profesionales Nivel Medio","Linares",51084,96570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","Hombre","Agricultores y  y Trabajadores Calificados","Llanquihue",31408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","Hombre","Comerciantes y Vendedores","Llanquihue",59400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","Hombre","Empleados de Oficina","Llanquihue",33824,NA,NA,120000,160640,NA,150000,212100,254150,284440,3e+05,3e+05
"232","Hombre","Ff.aa.","Llanquihue",72480,NA,NA,NA,NA,375000,NA,NA,NA,NA,NA,NA
"233","Hombre","Miembros del Poder Ejecutivo","Llanquihue",604000,NA,NA,NA,NA,NA,NA,NA,481780,NA,NA,NA
"234","Hombre","Oficiales, Operarios y Artesanos","Llanquihue",36240,NA,85680,NA,NA,127820,NA,NA,NA,NA,NA,NA
"235","Hombre","Operadores y Montadores","Llanquihue",72480,73044,85680,NA,NA,130000,NA,NA,NA,NA,NA,NA
"236","Hombre","Profesionales y Científicos","Llanquihue",69300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","Hombre","Técnicos y Profesionales Nivel Medio","Llanquihue",59400,122322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","Hombre","Trabajadores No Calificados","Llanquihue",46780,40774,NA,66000,80320,NA,115000,136350,176800,202390,210000,241000
"239","Hombre","Agricultores y  y Trabajadores Calificados","Los Andes",72480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","Hombre","Comerciantes y Vendedores","Los Andes",40336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","Hombre","Empleados de Oficina","Los Andes",30200,NA,NA,160000,200800,NA,177500,202000,221000,437600,3e+05,450000
"242","Hombre","Ff.aa.","Los Andes",39260,NA,98698,NA,NA,180000,NA,NA,NA,NA,NA,NA
"243","Hombre","Oficiales, Operarios y Artesanos","Los Andes",31408,NA,121040,NA,NA,149000,NA,NA,NA,NA,NA,NA
"244","Hombre","Profesionales y Científicos","Los Andes",62212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","Hombre","Técnicos y Profesionales Nivel Medio","Los Andes",124740,182410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","Hombre","Trabajadores No Calificados","Los Andes",99056,48822,NA,70000,85265,NA,115000,136350,182325,202390,210000,241000
"247","Hombre","Agricultores y  y Trabajadores Calificados","Magallanes",36240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","Hombre","Comerciantes y Vendedores","Magallanes",51084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","Hombre","Empleados de Oficina","Magallanes",48320,NA,NA,140000,175700,NA,250000,202000,442000,290760,350000,415000
"250","Hombre","Ff.aa.","Magallanes",119800,NA,171360,NA,NA,3e+05,NA,NA,NA,NA,NA,NA
"251","Hombre","Miembros del Poder Ejecutivo","Magallanes",244620,NA,NA,NA,NA,NA,NA,NA,968326,NA,NA,NA
"252","Hombre","Oficiales, Operarios y Artesanos","Magallanes",49514,NA,139230,NA,NA,182600,NA,NA,NA,NA,NA,NA
"253","Hombre","Operadores y Montadores","Magallanes",120800,96570,151300,NA,NA,250000,NA,NA,NA,NA,NA,NA
"254","Hombre","Profesionales y Científicos","Magallanes",157040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","Hombre","Técnicos y Profesionales Nivel Medio","Magallanes",59400,193140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","Hombre","Agricultores y  y Trabajadores Calificados","Maipo",36240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","Hombre","Comerciantes y Vendedores","Maipo",44696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Hombre","Empleados de Oficina","Maipo",36300,NA,NA,120000,180720,NA,170000,202000,276250,273500,335000,320000
"259","Hombre","Ff.aa.","Maipo",89850,NA,198174,NA,NA,275000,NA,NA,NA,NA,NA,NA
"260","Hombre","Miembros del Poder Ejecutivo","Maipo",297000,NA,NA,NA,NA,NA,NA,NA,569075,NA,NA,NA
"261","Hombre","Oficiales, Operarios y Artesanos","Maipo",51944,NA,102884,NA,NA,160000,NA,NA,NA,NA,NA,NA
"262","Hombre","Operadores y Montadores","Maipo",88788,67599,90479,NA,NA,160000,NA,NA,NA,NA,NA,NA
"263","Hombre","Profesionales y Científicos","Maipo",71272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","Hombre","Técnicos y Profesionales Nivel Medio","Maipo",78860,112665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","Hombre","Trabajadores No Calificados","Maipo",44696,51504,NA,80000,95380,NA,120000,136350,182325,205536,210000,280000
"266","Hombre","Agricultores y  y Trabajadores Calificados","Malleco",31408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","Hombre","Comerciantes y Vendedores","Malleco",36240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","Hombre","Empleados de Oficina","Malleco",31408,NA,NA,1e+05,135540,NA,175000,156550,182325,218800,360000,3e+05
"269","Hombre","Ff.aa.","Malleco",98598,NA,144585,NA,NA,312157,NA,NA,NA,NA,NA,NA
"270","Hombre","Miembros del Poder Ejecutivo","Malleco",39600,NA,NA,NA,NA,NA,NA,NA,308100,NA,NA,NA
"271","Hombre","Oficiales, Operarios y Artesanos","Malleco",42570,NA,75310,NA,NA,1e+05,NA,NA,NA,NA,NA,NA
"272","Hombre","Operadores y Montadores","Malleco",60400,48285,81396,NA,NA,120000,NA,NA,NA,NA,NA,NA
"273","Hombre","Profesionales y Científicos","Malleco",59400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","Hombre","Técnicos y Profesionales Nivel Medio","Malleco",59400,75110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Hombre","Agricultores y  y Trabajadores Calificados","Marga Marga",75645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","Hombre","Comerciantes y Vendedores","Marga Marga",72480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","Hombre","Empleados de Oficina","Marga Marga",36240,NA,NA,189072,165660,NA,198428,303000,303875,328200,310000,340000
"278","Hombre","Ff.aa.","Marga Marga",84560,NA,95854,NA,NA,247000,NA,NA,NA,NA,NA,NA
"279","Hombre","Miembros del Poder Ejecutivo","Marga Marga",208900,NA,NA,NA,NA,NA,NA,NA,635375,NA,NA,NA
"280","Hombre","Oficiales, Operarios y Artesanos","Marga Marga",36240,NA,104958,NA,NA,146080,NA,NA,NA,NA,NA,NA
"281","Hombre","Operadores y Montadores","Marga Marga",105700,89043,118086,NA,NA,181300,NA,NA,NA,NA,NA,NA
"282","Hombre","Profesionales y Científicos","Marga Marga",96640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","Hombre","Técnicos y Profesionales Nivel Medio","Marga Marga",89100,214600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Hombre","Trabajadores No Calificados","Marga Marga",129860,46139,NA,73000,97750,NA,117000,128775,179095,196920,210000,250000
"285","Hombre","Agricultores y  y Trabajadores Calificados","Melipilla",33220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Hombre","Comerciantes y Vendedores","Melipilla",48320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Hombre","Empleados de Oficina","Melipilla",39864,NA,NA,180000,159636,NA,180000,252500,254881,240680,280000,4e+05
"288","Hombre","Ff.aa.","Melipilla",84560,NA,107100,NA,NA,3e+05,NA,NA,NA,NA,NA,NA
"289","Hombre","Miembros del Poder Ejecutivo","Melipilla",189600,NA,NA,NA,NA,NA,NA,NA,533548,NA,NA,NA
"290","Hombre","Oficiales, Operarios y Artesanos","Melipilla",41602,NA,85680,NA,NA,150000,NA,NA,NA,NA,NA,NA
"291","Hombre","Operadores y Montadores","Melipilla",60400,64380,96390,NA,NA,150000,NA,NA,NA,NA,NA,NA
"292","Hombre","Profesionales y Científicos","Melipilla",59400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Hombre","Técnicos y Profesionales Nivel Medio","Melipilla",63860,96570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Hombre","Trabajadores No Calificados","Melipilla",33824,48925,NA,70000,85340,NA,115000,136350,182325,202390,210000,280000
"295","Hombre","Agricultores y  y Trabajadores Calificados","Ñuble",28992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Hombre","Comerciantes y Vendedores","Ñuble",36240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","Hombre","Empleados de Oficina","Ñuble",36240,NA,NA,108000,144576,NA,150000,184568,248625,246150,230000,350000
"298","Hombre","Ff.aa.","Ñuble",62212,NA,144585,NA,NA,380500,NA,NA,NA,NA,NA,NA
"299","Hombre","Miembros del Poder Ejecutivo","Ñuble",77284,NA,NA,NA,NA,NA,NA,NA,410800,NA,NA,NA
"300","Hombre","Oficiales, Operarios y Artesanos","Ñuble",32616,NA,61319,NA,NA,110000,NA,NA,NA,NA,NA,NA
"301","Hombre","Operadores y Montadores","Ñuble",78520,64380,64260,NA,NA,120000,NA,NA,NA,NA,NA,NA
"302","Hombre","Profesionales y Científicos","Ñuble",36240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Hombre","Técnicos y Profesionales Nivel Medio","Ñuble",59400,96570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Hombre","Trabajadores No Calificados","Ñuble",31408,39140,NA,53166,68272,NA,85000,101000,154700,196920,190000,220000
"305","Hombre","Agricultores y  y Trabajadores Calificados","Osorno",31408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Hombre","Comerciantes y Vendedores","Osorno",32616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Hombre","Empleados de Oficina","Osorno",31408,NA,NA,115000,150600,NA,180000,168670,243100,246150,3e+05,3e+05
"308","Hombre","Ff.aa.","Osorno",163080,NA,NA,NA,NA,180000,NA,NA,NA,NA,NA,NA
"309","Hombre","Miembros del Poder Ejecutivo","Osorno",396000,NA,NA,NA,NA,NA,NA,NA,552500,NA,NA,NA
"310","Hombre","Oficiales, Operarios y Artesanos","Osorno",36240,NA,77163,NA,NA,110949,NA,NA,NA,NA,NA,NA
"311","Hombre","Operadores y Montadores","Osorno",76788,64380,75650,NA,NA,105500,NA,NA,NA,NA,NA,NA
"312","Hombre","Profesionales y Científicos","Osorno",69300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","Hombre","Técnicos y Profesionales Nivel Medio","Osorno",42280,85840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","Hombre","Agricultores y  y Trabajadores Calificados","Petorca",31408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Hombre","Comerciantes y Vendedores","Petorca",32012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Hombre","Empleados de Oficina","Petorca",34732,NA,NA,145000,171684,NA,180000,202000,265142,264201,210000,3e+05
"317","Hombre","Ff.aa.","Petorca",65232,NA,123165,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Hombre","Oficiales, Operarios y Artesanos","Petorca",35148,NA,105910,NA,NA,146080,NA,NA,NA,NA,NA,NA
"319","Hombre","Profesionales y Científicos","Petorca",59400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Hombre","Técnicos y Profesionales Nivel Medio","Petorca",59400,54723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Hombre","Agricultores y  y Trabajadores Calificados","Quillota",31408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Hombre","Comerciantes y Vendedores","Quillota",42570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","Hombre","Empleados de Oficina","Quillota",35032,NA,NA,115000,175700,NA,2e+05,202000,198900,246150,326478,306863
"324","Hombre","Ff.aa.","Quillota",84560,NA,NA,NA,NA,245000,NA,NA,NA,NA,NA,NA
"325","Hombre","Miembros del Poder Ejecutivo","Quillota",302000,NA,NA,NA,NA,NA,NA,NA,513500,NA,NA,NA
"326","Hombre","Oficiales, Operarios y Artesanos","Quillota",43488,NA,107100,NA,NA,157605,NA,NA,NA,NA,NA,NA
"327","Hombre","Profesionales y Científicos","Quillota",56056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Hombre","Técnicos y Profesionales Nivel Medio","Quillota",59400,162230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Hombre","Trabajadores No Calificados","Quillota",36240,42920,NA,65500,80822,NA,115000,131300,182325,204578,210000,249000
"330","Hombre","Agricultores y  y Trabajadores Calificados","Ranco",31408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","Hombre","Comerciantes y Vendedores","Ranco",32616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","Hombre","Empleados de Oficina","Ranco",35800,NA,NA,106500,190760,NA,170000,158065,302965,268030,3e+05,243000
"333","Hombre","Ff.aa.","Ranco",169120,NA,NA,NA,NA,250000,NA,NA,NA,NA,NA,NA
"334","Hombre","Miembros del Poder Ejecutivo","Ranco",584100,NA,NA,NA,NA,NA,NA,NA,410800,NA,NA,NA
"335","Hombre","Oficiales, Operarios y Artesanos","Ranco",50736,NA,91035,NA,NA,120000,NA,NA,NA,NA,NA,NA
"336","Hombre","Profesionales y Científicos","Ranco",217440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","Hombre","Técnicos y Profesionales Nivel Medio","Ranco",138600,193140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","Hombre","Agricultores y  y Trabajadores Calificados","San Antonio",35640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","Hombre","Comerciantes y Vendedores","San Antonio",51326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Hombre","Empleados de Oficina","San Antonio",42461,NA,NA,255000,155620,NA,2e+05,181800,331500,246150,295000,357651
"341","Hombre","Ff.aa.","San Antonio",42280,NA,133875,NA,NA,230000,NA,NA,NA,NA,NA,NA
"342","Hombre","Oficiales, Operarios y Artesanos","San Antonio",27663,NA,96390,NA,NA,150000,NA,NA,NA,NA,NA,NA
"343","Hombre","Operadores y Montadores","San Antonio",48320,96570,105910,NA,NA,164340,NA,NA,NA,NA,NA,NA
"344","Hombre","Profesionales y Científicos","San Antonio",36844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","Hombre","Técnicos y Profesionales Nivel Medio","San Antonio",43860,138417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","Hombre","Agricultores y  y Trabajadores Calificados","San Felipe",36240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","Hombre","Comerciantes y Vendedores","San Felipe",42280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","Hombre","Empleados de Oficina","San Felipe",37508,NA,NA,110000,140560,NA,160000,202000,270725,211689,245000,390000
"349","Hombre","Ff.aa.","San Felipe",73688,NA,160650,NA,NA,3e+05,NA,NA,NA,NA,NA,NA
"350","Hombre","Miembros del Poder Ejecutivo","San Felipe",114760,NA,NA,NA,NA,NA,NA,NA,607750,NA,NA,NA
"351","Hombre","Oficiales, Operarios y Artesanos","San Felipe",48320,NA,90780,NA,NA,140000,NA,NA,NA,NA,NA,NA
"352","Hombre","Profesionales y Científicos","San Felipe",96640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","Hombre","Técnicos y Profesionales Nivel Medio","San Felipe",81748,165065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","Hombre","Agricultores y  y Trabajadores Calificados","Santiago",46750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","Hombre","Comerciantes y Vendedores","Santiago",49500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","Hombre","Empleados de Oficina","Santiago",39864,NA,NA,160000,180720,NA,2e+05,202000,276250,273500,300008,380000
"357","Hombre","Ff.aa.","Santiago",108720,NA,192780,NA,NA,232500,NA,NA,NA,NA,NA,NA
"358","Hombre","Miembros del Poder Ejecutivo","Santiago",422800,NA,NA,NA,NA,NA,NA,NA,884000,NA,NA,NA
"359","Hombre","Oficiales, Operarios y Artesanos","Santiago",51944,NA,107100,NA,NA,170000,NA,NA,NA,NA,NA,NA
"360","Hombre","Operadores y Montadores","Santiago",60400,85840,115133,NA,NA,180000,NA,NA,NA,NA,NA,NA
"361","Hombre","Profesionales y Científicos","Santiago",72480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","Hombre","Técnicos y Profesionales Nivel Medio","Santiago",59400,182410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","Hombre","Trabajadores No Calificados","Santiago",74230,59015,NA,1e+05,120480,NA,130000,158230,205400,218800,240000,280000
"364","Hombre","Agricultores y  y Trabajadores Calificados","Talagante",36240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","Hombre","Comerciantes y Vendedores","Talagante",46750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","Hombre","Empleados de Oficina","Talagante",36240,NA,NA,130000,200800,NA,2e+05,192586,270725,382900,305800,450000
"367","Hombre","Ff.aa.","Talagante",86976,NA,123165,NA,NA,140000,NA,NA,NA,NA,NA,NA
"368","Hombre","Miembros del Poder Ejecutivo","Talagante",543600,NA,NA,NA,NA,NA,NA,NA,607750,NA,NA,NA
"369","Hombre","Oficiales, Operarios y Artesanos","Talagante",48320,NA,96990,NA,NA,180000,NA,NA,NA,NA,NA,NA
"370","Hombre","Operadores y Montadores","Talagante",52548,75110,100460,NA,NA,150000,NA,NA,NA,NA,NA,NA
"371","Hombre","Profesionales y Científicos","Talagante",67689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","Hombre","Técnicos y Profesionales Nivel Medio","Talagante",59400,128760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","Hombre","Trabajadores No Calificados","Talagante",69453,53650,NA,70000,100400,NA,115000,136350,182325,218800,210000,255000
"374","Hombre","Agricultores y  y Trabajadores Calificados","Talca",31287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","Hombre","Comerciantes y Vendedores","Talca",42280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","Hombre","Empleados de Oficina","Talca",35334,NA,NA,158500,150600,NA,180000,151500,270725,273500,3e+05,3e+05
"377","Hombre","Ff.aa.","Talca",115008,NA,160650,NA,NA,310000,NA,NA,NA,NA,NA,NA
"378","Hombre","Miembros del Poder Ejecutivo","Talca",219800,NA,NA,NA,NA,NA,NA,NA,639600,NA,NA,NA
"379","Hombre","Oficiales, Operarios y Artesanos","Talca",42280,NA,74970,NA,NA,120000,NA,NA,NA,NA,NA,NA
"380","Hombre","Operadores y Montadores","Talca",84322,53650,85680,NA,NA,121000,NA,NA,NA,NA,NA,NA
"381","Hombre","Profesionales y Científicos","Talca",69846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","Hombre","Técnicos y Profesionales Nivel Medio","Talca",59400,155585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","Hombre","Agricultores y  y Trabajadores Calificados","Tamarugal",41555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","Hombre","Comerciantes y Vendedores","Tamarugal",59400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","Hombre","Empleados de Oficina","Tamarugal",46508,NA,NA,160000,210840,NA,185000,181800,281775,306320,320000,440000
"386","Hombre","Ff.aa.","Tamarugal",120800,NA,283815,NA,NA,345000,NA,NA,NA,NA,NA,NA
"387","Hombre","Oficiales, Operarios y Artesanos","Tamarugal",30554,NA,65068,NA,NA,182600,NA,NA,NA,NA,NA,NA
"388","Hombre","Operadores y Montadores","Tamarugal",60400,139490,82807,NA,NA,2e+05,NA,NA,NA,NA,NA,NA
"389","Hombre","Profesionales y Científicos","Tamarugal",99000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","Hombre","Técnicos y Profesionales Nivel Medio","Tamarugal",76626,321900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","Hombre","Agricultores y  y Trabajadores Calificados","Tierra del Fuego",42187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","Hombre","Ff.aa.","Tierra del Fuego",103284,NA,160650,NA,NA,380000,NA,NA,NA,NA,NA,NA
"393","Hombre","Oficiales, Operarios y Artesanos","Tierra del Fuego",36240,NA,139230,NA,NA,209560,NA,NA,NA,NA,NA,NA
"394","Hombre","Operadores y Montadores","Tierra del Fuego",102680,75110,160650,NA,NA,2e+05,NA,NA,NA,NA,NA,NA
"395","Hombre","Profesionales y Científicos","Tierra del Fuego",79728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","Hombre","Técnicos y Profesionales Nivel Medio","Tierra del Fuego",59400,182410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","Hombre","Agricultores y  y Trabajadores Calificados","Tocopilla",60400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","Hombre","Comerciantes y Vendedores","Tocopilla",62212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","Hombre","Empleados de Oficina","Tocopilla",36240,NA,NA,201000,251000,NA,250000,257550,414375,299209,3e+05,5e+05
"400","Hombre","Ff.aa.","Tocopilla",56880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","Hombre","Oficiales, Operarios y Artesanos","Tocopilla",42570,NA,111384,NA,NA,205090,NA,NA,NA,NA,NA,NA
"402","Hombre","Operadores y Montadores","Tocopilla",54360,123304,139230,NA,NA,219120,NA,NA,NA,NA,NA,NA
"403","Hombre","Profesionales y Científicos","Tocopilla",54360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","Hombre","Técnicos y Profesionales Nivel Medio","Tocopilla",72480,214600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","Hombre","Agricultores y  y Trabajadores Calificados","Última Esperanza",36240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","Hombre","Comerciantes y Vendedores","Última Esperanza",48692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","Hombre","Empleados de Oficina","Última Esperanza",30200,NA,NA,250000,180720,NA,183980,136350,331500,618110,280000,415000
"408","Hombre","Ff.aa.","Última Esperanza",125632,NA,176715,NA,NA,350000,NA,NA,NA,NA,NA,NA
"409","Hombre","Oficiales, Operarios y Artesanos","Última Esperanza",35940,NA,121040,NA,NA,167787,NA,NA,NA,NA,NA,NA
"410","Hombre","Operadores y Montadores","Última Esperanza",72480,107635,91035,NA,NA,180000,NA,NA,NA,NA,NA,NA
"411","Hombre","Profesionales y Científicos","Última Esperanza",69800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","Hombre","Técnicos y Profesionales Nivel Medio","Última Esperanza",99000,123395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","Hombre","Agricultores y  y Trabajadores Calificados","Valdivia",31408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","Hombre","Comerciantes y Vendedores","Valdivia",42280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","Hombre","Empleados de Oficina","Valdivia",31408,NA,NA,135997,170680,NA,150000,197960,276250,230575,250000,320000
"416","Hombre","Ff.aa.","Valdivia",83956,NA,246330,NA,NA,235000,NA,NA,NA,NA,NA,NA
"417","Hombre","Miembros del Poder Ejecutivo","Valdivia",236591,NA,NA,NA,NA,NA,NA,NA,502775,NA,NA,NA
"418","Hombre","Oficiales, Operarios y Artesanos","Valdivia",39600,NA,85680,NA,NA,120000,NA,NA,NA,NA,NA,NA
"419","Hombre","Operadores y Montadores","Valdivia",61608,64380,74970,NA,NA,130000,NA,NA,NA,NA,NA,NA
"420","Hombre","Profesionales y Científicos","Valdivia",58228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","Hombre","Técnicos y Profesionales Nivel Medio","Valdivia",59900,87986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","Hombre","Agricultores y  y Trabajadores Calificados","Valparaíso",36240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","Hombre","Comerciantes y Vendedores","Valparaíso",48320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","Hombre","Empleados de Oficina","Valparaíso",32616,NA,NA,172500,160640,NA,225000,181800,276250,295380,261000,360000
"425","Hombre","Ff.aa.","Valparaíso",118800,NA,115132,NA,NA,250000,NA,NA,NA,NA,NA,NA
"426","Hombre","Miembros del Poder Ejecutivo","Valparaíso",495000,NA,NA,NA,NA,NA,NA,NA,694850,NA,NA,NA
"427","Hombre","Oficiales, Operarios y Artesanos","Valparaíso",39600,NA,92106,NA,NA,171000,NA,NA,NA,NA,NA,NA
"428","Hombre","Operadores y Montadores","Valparaíso",77312,81216,117810,NA,NA,180000,NA,NA,NA,NA,NA,NA
"429","Hombre","Profesionales y Científicos","Valparaíso",79124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","Hombre","Técnicos y Profesionales Nivel Medio","Valparaíso",59400,162016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","Hombre","Trabajadores No Calificados","Valparaíso",29700,53650,NA,80000,90360,NA,123992,136350,187850,199108,210000,250000
"432","Mujer","Agricultores y  y Trabajadores Calificados","Antofagasta",39600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
