"","sexo","oficio_id","provincia","1990","1992","1994","1996","1998","2000","2003","2006","2009","2011","2013","2015"
"651","Mujer","Empleados de Oficina","Melipilla",26576,NA,NA,1e+05,125500,NA,175000,161600,209950,218800,3e+05,285000
"652","Mujer","Ff.aa.","Melipilla",53152,NA,192780,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","Mujer","Miembros del Poder Ejecutivo","Melipilla",60400,NA,NA,NA,NA,NA,NA,NA,460201,NA,NA,NA
"654","Mujer","Oficiales, Operarios y Artesanos","Melipilla",36979,NA,55692,NA,NA,95000,NA,NA,NA,NA,NA,NA
"655","Mujer","Profesionales y Científicos","Melipilla",36240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","Mujer","Técnicos y Profesionales Nivel Medio","Melipilla",39600,53114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","Mujer","Agricultores y  y Trabajadores Calificados","Ñuble",25368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","Mujer","Comerciantes y Vendedores","Ñuble",32936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","Mujer","Empleados de Oficina","Ñuble",16686,NA,NA,92215,118472,NA,120000,147860,187850,246315,210000,241000
"660","Mujer","Ff.aa.","Ñuble",49528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","Mujer","Miembros del Poder Ejecutivo","Ñuble",99000,NA,NA,NA,NA,NA,NA,NA,276250,NA,NA,NA
"662","Mujer","Oficiales, Operarios y Artesanos","Ñuble",31408,NA,21182,NA,NA,73040,NA,NA,NA,NA,NA,NA
"663","Mujer","Profesionales y Científicos","Ñuble",42280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","Mujer","Técnicos y Profesionales Nivel Medio","Ñuble",31408,80475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","Mujer","Agricultores y  y Trabajadores Calificados","Osorno",21285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","Mujer","Comerciantes y Vendedores","Osorno",19979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","Mujer","Empleados de Oficina","Osorno",21744,NA,NA,1e+05,120480,NA,123000,140204,198900,218800,250000,270000
"668","Mujer","Ff.aa.","Osorno",60400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","Mujer","Miembros del Poder Ejecutivo","Osorno",175160,NA,NA,NA,NA,NA,NA,NA,410800,NA,NA,NA
"670","Mujer","Oficiales, Operarios y Artesanos","Osorno",31408,NA,55477,NA,NA,85000,NA,NA,NA,NA,NA,NA
"671","Mujer","Profesionales y Científicos","Osorno",42280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","Mujer","Técnicos y Profesionales Nivel Medio","Osorno",49500,75110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","Mujer","Agricultores y  y Trabajadores Calificados","Petorca",27270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","Mujer","Empleados de Oficina","Petorca",18120,NA,NA,80000,118472,NA,150000,166650,198900,218800,210000,250000
"675","Mujer","Ff.aa.","Petorca",47112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","Mujer","Oficiales, Operarios y Artesanos","Petorca",38656,NA,56763,NA,NA,49302,NA,NA,NA,NA,NA,NA
"677","Mujer","Profesionales y Científicos","Petorca",35032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","Mujer","Técnicos y Profesionales Nivel Medio","Petorca",34900,85840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","Mujer","Agricultores y  y Trabajadores Calificados","Quillota",28992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","Mujer","Comerciantes y Vendedores","Quillota",81661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","Mujer","Empleados de Oficina","Quillota",19932,NA,NA,1e+05,112448,NA,150000,144430,214124,241988,232676,250000
"682","Mujer","Ff.aa.","Quillota",63420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","Mujer","Miembros del Poder Ejecutivo","Quillota",42280,NA,NA,NA,NA,NA,NA,NA,273715,NA,NA,NA
"684","Mujer","Profesionales y Científicos","Quillota",37448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","Mujer","Técnicos y Profesionales Nivel Medio","Quillota",43560,268250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","Mujer","Agricultores y  y Trabajadores Calificados","Ranco",57984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","Mujer","Empleados de Oficina","Ranco",24160,NA,NA,75000,72288,NA,140000,165640,182325,263398,285106,3e+05
"688","Mujer","Ff.aa.","Ranco",48320,NA,NA,NA,NA,350000,NA,NA,NA,NA,NA,NA
"689","Mujer","Oficiales, Operarios y Artesanos","Ranco",36240,NA,26775,NA,NA,88150,NA,NA,NA,NA,NA,NA
"690","Mujer","Profesionales y Científicos","Ranco",78520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","Mujer","Técnicos y Profesionales Nivel Medio","Ranco",130540,64380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","Mujer","Agricultores y  y Trabajadores Calificados","San Antonio",26730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","Mujer","Comerciantes y Vendedores","San Antonio",59400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","Mujer","Empleados de Oficina","San Antonio",5940,NA,NA,84000,130520,NA,128400,151500,221000,228212,239062,296000
"695","Mujer","Ff.aa.","San Antonio",48320,NA,96390,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","Mujer","Operadores y Montadores","San Antonio",4228,71891,64260,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","Mujer","Profesionales y Científicos","San Antonio",36240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","Mujer","Técnicos y Profesionales Nivel Medio","San Antonio",39600,107300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","Mujer","Agricultores y  y Trabajadores Calificados","San Felipe",33160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","Mujer","Comerciantes y Vendedores","San Felipe",50155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","Mujer","Empleados de Oficina","San Felipe",24160,NA,NA,1e+05,105678,NA,120000,136602,210734,218800,237500,295000
"702","Mujer","Ff.aa.","San Felipe",57380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","Mujer","Profesionales y Científicos","San Felipe",53735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","Mujer","Técnicos y Profesionales Nivel Medio","San Felipe",59400,30044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","Mujer","Agricultores y  y Trabajadores Calificados","Santiago",36240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","Mujer","Comerciantes y Vendedores","Santiago",31408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","Mujer","Empleados de Oficina","Santiago",31166,NA,NA,150000,160640,NA,180000,202000,243100,271126,295000,350000
"708","Mujer","Ff.aa.","Santiago",60400,NA,96390,NA,NA,212500,NA,NA,NA,NA,NA,NA
"709","Mujer","Miembros del Poder Ejecutivo","Santiago",297000,NA,NA,NA,NA,NA,NA,NA,524342,NA,NA,NA
"710","Mujer","Oficiales, Operarios y Artesanos","Santiago",35148,NA,80325,NA,NA,109560,NA,NA,NA,NA,NA,NA
"711","Mujer","Operadores y Montadores","Santiago",60400,64380,78718,NA,NA,120000,NA,NA,NA,NA,NA,NA
"712","Mujer","Profesionales y Científicos","Santiago",60400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","Mujer","Técnicos y Profesionales Nivel Medio","Santiago",47520,96570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","Mujer","Trabajadores No Calificados","Santiago",132880,46139,NA,80000,99396,NA,120000,131300,172380,199108,2e+05,241000
"715","Mujer","Agricultores y  y Trabajadores Calificados","Talagante",31408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","Mujer","Comerciantes y Vendedores","Talagante",42280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","Mujer","Empleados de Oficina","Talagante",28992,NA,NA,102860,130520,NA,171000,181800,232148,246150,3e+05,350000
"718","Mujer","Ff.aa.","Talagante",48320,NA,80325,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","Mujer","Miembros del Poder Ejecutivo","Talagante",78520,NA,NA,NA,NA,NA,NA,NA,519656,NA,NA,NA
"720","Mujer","Oficiales, Operarios y Artesanos","Talagante",33824,NA,58905,NA,NA,122500,NA,NA,NA,NA,NA,NA
"721","Mujer","Profesionales y Científicos","Talagante",48320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","Mujer","Técnicos y Profesionales Nivel Medio","Talagante",40940,67062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","Mujer","Trabajadores No Calificados","Talagante",9900,45066,NA,70000,80320,NA,1e+05,121200,165750,198014,207500,205000
"724","Mujer","Agricultores y  y Trabajadores Calificados","Talca",35640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","Mujer","Comerciantes y Vendedores","Talca",31408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","Mujer","Empleados de Oficina","Talca",22952,NA,NA,1e+05,120480,NA,130000,140390,182325,218800,250000,280000
"727","Mujer","Ff.aa.","Talca",66440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","Mujer","Miembros del Poder Ejecutivo","Talca",198000,NA,NA,NA,NA,NA,NA,NA,505375,NA,NA,NA
"729","Mujer","Oficiales, Operarios y Artesanos","Talca",26267,NA,34978,NA,NA,63910,NA,NA,NA,NA,NA,NA
"730","Mujer","Profesionales y Científicos","Talca",42280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","Mujer","Técnicos y Profesionales Nivel Medio","Talca",38656,96570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","Mujer","Agricultores y  y Trabajadores Calificados","Tamarugal",20168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","Mujer","Empleados de Oficina","Tamarugal",30554,NA,NA,120000,150600,NA,130000,156488,221000,218800,3e+05,301000
"734","Mujer","Ff.aa.","Tamarugal",64628,NA,NA,NA,NA,280000,NA,NA,NA,NA,NA,NA
"735","Mujer","Miembros del Poder Ejecutivo","Tamarugal",47112,NA,NA,NA,NA,NA,NA,NA,359125,NA,NA,NA
"736","Mujer","Oficiales, Operarios y Artesanos","Tamarugal",18724,NA,NA,NA,NA,73040,NA,NA,NA,NA,NA,NA
"737","Mujer","Profesionales y Científicos","Tamarugal",32012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","Mujer","Técnicos y Profesionales Nivel Medio","Tamarugal",42870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","Mujer","Empleados de Oficina","Tierra del Fuego",52597,NA,NA,1e+05,94376,NA,165000,191900,243100,217159,250000,560000
"740","Mujer","Ff.aa.","Tierra del Fuego",24160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","Mujer","Técnicos y Profesionales Nivel Medio","Tierra del Fuego",44196,84230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","Mujer","Comerciantes y Vendedores","Tocopilla",99000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","Mujer","Empleados de Oficina","Tocopilla",31408,NA,NA,103157,137598,NA,140000,189375,254150,273500,408637,3e+05
"744","Mujer","Ff.aa.","Tocopilla",58588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","Mujer","Profesionales y Científicos","Tocopilla",36240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","Mujer","Técnicos y Profesionales Nivel Medio","Tocopilla",30200,144855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","Mujer","Agricultores y  y Trabajadores Calificados","Última Esperanza",11880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","Mujer","Empleados de Oficina","Última Esperanza",24160,NA,NA,120000,111946,NA,115500,200990,198900,218800,250000,3e+05
"749","Mujer","Ff.aa.","Última Esperanza",54360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","Mujer","Oficiales, Operarios y Artesanos","Última Esperanza",9900,NA,60520,NA,NA,54780,NA,NA,NA,NA,NA,NA
"751","Mujer","Profesionales y Científicos","Última Esperanza",31408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","Mujer","Técnicos y Profesionales Nivel Medio","Última Esperanza",49500,85840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","Mujer","Agricultores y  y Trabajadores Calificados","Valdivia",36240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","Mujer","Empleados de Oficina","Valdivia",24160,NA,NA,110000,110440,NA,126500,136350,187850,243580,225000,250000
"755","Mujer","Ff.aa.","Valdivia",60400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","Mujer","Oficiales, Operarios y Artesanos","Valdivia",36240,NA,72624,NA,NA,114125,NA,NA,NA,NA,NA,NA
"757","Mujer","Profesionales y Científicos","Valdivia",44990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","Mujer","Técnicos y Profesionales Nivel Medio","Valdivia",36240,59015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","Mujer","Agricultores y  y Trabajadores Calificados","Valparaíso",31408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","Mujer","Comerciantes y Vendedores","Valparaíso",24160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","Mujer","Empleados de Oficina","Valparaíso",23356,NA,NA,110000,120480,NA,140000,151500,221000,241988,250000,252500
"762","Mujer","Ff.aa.","Valparaíso",48320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","Mujer","Miembros del Poder Ejecutivo","Valparaíso",235560,NA,NA,NA,NA,NA,NA,NA,616200,NA,NA,NA
"764","Mujer","Oficiales, Operarios y Artesanos","Valparaíso",19800,NA,64260,NA,NA,91300,NA,NA,NA,NA,NA,NA
"765","Mujer","Profesionales y Científicos","Valparaíso",45904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","Mujer","Técnicos y Profesionales Nivel Medio","Valparaíso",37086,83158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
