"","sexo","region","oficio_id","1990","1992","1994","1996","1998","2000","2003","2006","2009","2011","2013","2015"
"214","Mujer","Araucanía","Oficiales, Operarios y Artesanos",25722,NA,45390,NA,NA,73040,NA,NA,NA,NA,NA,NA
"215","Mujer","Arica y Parinacota","Oficiales, Operarios y Artesanos",28388,NA,62790,NA,NA,56520,NA,NA,NA,NA,NA,NA
"216","Mujer","Atacama","Oficiales, Operarios y Artesanos",36240,NA,52955,NA,NA,1e+05,NA,NA,NA,NA,NA,NA
"217","Mujer","Aysén","Oficiales, Operarios y Artesanos",44696,NA,52479,NA,NA,102730,NA,NA,NA,NA,NA,NA
"218","Mujer","Bíobío","Oficiales, Operarios y Artesanos",31408,NA,32330,NA,NA,80000,NA,NA,NA,NA,NA,NA
"219","Mujer","Coquimbo","Oficiales, Operarios y Artesanos",31408,NA,34978,NA,NA,104216,NA,NA,NA,NA,NA,NA
"220","Mujer","Los Lagos","Oficiales, Operarios y Artesanos",31408,NA,60628,NA,NA,1e+05,NA,NA,NA,NA,NA,NA
"221","Mujer","Los Ríos","Oficiales, Operarios y Artesanos",36240,NA,60628,NA,NA,91300,NA,NA,NA,NA,NA,NA
"222","Mujer","Magallanes","Oficiales, Operarios y Artesanos",33824,NA,64260,NA,NA,104780,NA,NA,NA,NA,NA,NA
"223","Mujer","Maule","Oficiales, Operarios y Artesanos",28992,NA,32529,NA,NA,71520,NA,NA,NA,NA,NA,NA
"224","Mujer","Metropolitana","Oficiales, Operarios y Artesanos",35636,NA,75650,NA,NA,109560,NA,NA,NA,NA,NA,NA
"225","Mujer","O'Higgins","Oficiales, Operarios y Artesanos",31408,NA,53474,NA,NA,95650,NA,NA,NA,NA,NA,NA
"226","Mujer","Tarapacá","Oficiales, Operarios y Artesanos",25368,NA,60520,NA,NA,91300,NA,NA,NA,NA,NA,NA
"227","Mujer","Valparaíso","Oficiales, Operarios y Artesanos",28086,NA,56763,NA,NA,91300,NA,NA,NA,NA,NA,NA
"228","Mujer","Antofagasta","Operadores y Montadores",132880,53650,139230,NA,NA,145000,NA,NA,NA,NA,NA,NA
"229","Mujer","Los Lagos","Operadores y Montadores",54360,44530,64260,NA,NA,92500,NA,NA,NA,NA,NA,NA
"230","Mujer","Metropolitana","Operadores y Montadores",60400,64380,74970,NA,NA,120000,NA,NA,NA,NA,NA,NA
"231","Mujer","Tarapacá","Operadores y Montadores",43488,55635,69615,NA,NA,87390,NA,NA,NA,NA,NA,NA
"232","Mujer","Valparaíso","Operadores y Montadores",4228,59015,64260,NA,NA,1e+05,NA,NA,NA,NA,NA,NA
"233","Mujer","Antofagasta","Profesionales y Científicos",62816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","Mujer","Araucanía","Profesionales y Científicos",48320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","Mujer","Arica y Parinacota","Profesionales y Científicos",48320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","Mujer","Atacama","Profesionales y Científicos",54360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","Mujer","Aysén","Profesionales y Científicos",54360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","Mujer","Bíobío","Profesionales y Científicos",42280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","Mujer","Coquimbo","Profesionales y Científicos",42280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","Mujer","Los Lagos","Profesionales y Científicos",44696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","Mujer","Los Ríos","Profesionales y Científicos",49822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","Mujer","Magallanes","Profesionales y Científicos",49528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","Mujer","Maule","Profesionales y Científicos",42280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","Mujer","Metropolitana","Profesionales y Científicos",60277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","Mujer","O'Higgins","Profesionales y Científicos",48320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","Mujer","Tarapacá","Profesionales y Científicos",60400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","Mujer","Valparaíso","Profesionales y Científicos",45501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","Mujer","Antofagasta","Técnicos y Profesionales Nivel Medio",59400,118030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","Mujer","Araucanía","Técnicos y Profesionales Nivel Medio",42884,77125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","Mujer","Arica y Parinacota","Técnicos y Profesionales Nivel Medio",49500,107300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","Mujer","Atacama","Técnicos y Profesionales Nivel Medio",36240,61698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","Mujer","Aysén","Técnicos y Profesionales Nivel Medio",39600,67062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","Mujer","Bíobío","Técnicos y Profesionales Nivel Medio",39600,69208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","Mujer","Coquimbo","Técnicos y Profesionales Nivel Medio",39600,77792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","Mujer","Los Lagos","Técnicos y Profesionales Nivel Medio",49500,80475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","Mujer","Los Ríos","Técnicos y Profesionales Nivel Medio",39600,61698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","Mujer","Magallanes","Técnicos y Profesionales Nivel Medio",39732,140563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Mujer","Maule","Técnicos y Profesionales Nivel Medio",37448,75110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","Mujer","Metropolitana","Técnicos y Profesionales Nivel Medio",43008,91205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","Mujer","O'Higgins","Técnicos y Profesionales Nivel Medio",39600,85840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","Mujer","Tarapacá","Técnicos y Profesionales Nivel Medio",38656,150220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","Mujer","Valparaíso","Técnicos y Profesionales Nivel Medio",39600,85840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","Mujer","Antofagasta","Trabajadores No Calificados",59400,39140,NA,60000,80320,NA,1e+05,131300,182325,207860,208405,241000
"264","Mujer","Bíobío","Trabajadores No Calificados",33220,26825,NA,46500,60240,NA,70000,75750,123240,136750,150000,190000
"265","Mujer","Coquimbo","Trabajadores No Calificados",31408,37868,NA,60000,70280,NA,90000,116150,165750,164320,2e+05,220000
"266","Mujer","Los Lagos","Trabajadores No Calificados",24160,32190,NA,50000,60240,NA,79000,101000,130390,142220,150000,180000
"267","Mujer","Maule","Trabajadores No Calificados",31408,39140,NA,52752,60240,NA,70000,105632,149175,153160,198000,2e+05
"268","Mujer","Metropolitana","Trabajadores No Calificados",65572,46139,NA,80000,90360,NA,115000,128270,166073,196920,2e+05,240000
