"","sexo","oficio","comuna","1990","1992","1994","1996","1998","2000","2003","2006","2009","2011","2013","2015"
"1085","Hombre","Empleados de Oficina","Teodoro Schmidt",39886,40774,NA,NA,NA,NA,126974,323200,181220,NA,7e+05,3e+05
"1086","Hombre","Fuerzas Armadas","Teodoro Schmidt",96040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1087","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Teodoro Schmidt",84560,49442,NA,NA,75300,118867,140760,189480,257248,225720,280000,303227
"1088","Hombre","Profesionales, Científicos e Intelectuales","Teodoro Schmidt",75400,193140,NA,NA,NA,146780,NA,555500,311242,964179,NA,905000
"1089","Hombre","Técnicos y Profesionales de Nivel Medio","Teodoro Schmidt",73324,65185,NA,NA,NA,150000,357600,NA,292760,1232400,NA,250000
"1090","Hombre","Trabajadores Agropecuarios y Pesqueros","Teodoro Schmidt",26717,133106,NA,79413,118522,95123,128521,114450,254406,187526,234118,175822
"1091","Hombre","Trabajadores de Artes Mecánicas y Otros","Teodoro Schmidt",47890,39140,NA,81720,58650,115748,160363,176679,240074,340634,270625,288943
"1092","Hombre","Trabajadores de Servicios y Vendedores","Teodoro Schmidt",63966,74506,NA,81720,NA,126520,142000,107733,324512,451367,1e+05,160250
"1093","Hombre","Empleados de Oficina","Tierra Amarilla",48320,69745,146038,109000,160640,230143,285750,204525,211792,371960,4e+05,425000
"1094","Hombre","Fuerzas Armadas","Tierra Amarilla",25368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1095","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Tierra Amarilla",241600,337144,151300,612900,539580,796421,79040,1712547,600167,458727,380000,297500
"1096","Hombre","Profesionales, Científicos e Intelectuales","Tierra Amarilla",78018,217973,232050,380000,555547,328680,811867,977680,NA,1022167,850000,8e+05
"1097","Hombre","Técnicos y Profesionales de Nivel Medio","Tierra Amarilla",56925,100981,187425,2043000,174027,571500,398520,592800,576054,601700,NA,465000
"1098","Hombre","Trabajadores Agropecuarios y Pesqueros","Tierra Amarilla",54847,277445,73146,190400,283497,147611,150376,219590,194212,363814,271846,356375
"1099","Hombre","Trabajadores de Artes Mecánicas y Otros","Tierra Amarilla",82616,181882,130044,160714,170237,171857,224521,471873,333584,452280,459375,474375
"1100","Hombre","Trabajadores de Servicios y Vendedores","Tierra Amarilla",43971,70786,85680,388170,103914,136183,212500,187860,496446,420096,162500,1e+05
"1101","Hombre","Empleados de Oficina","Tiltil",53378,NA,307020,NA,238257,242981,225235,265125,315690,385635,NA,436124
"1102","Hombre","Fuerzas Armadas","Tiltil",99054,NA,133875,NA,180720,NA,NA,271283,NA,NA,NA,NA
"1103","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Tiltil",267287,294507,180912,NA,642123,425044,1064028,697528,857218,992767,1250162,560000
"1104","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Tiltil",60098,132778,151806,NA,202748,211962,187766,289072,344687,372541,354800,409706
"1105","Hombre","Profesionales, Científicos e Intelectuales","Tiltil",111004,NA,214200,NA,614113,417667,648000,707000,995020,NA,1727500,681250
"1106","Hombre","Técnicos y Profesionales de Nivel Medio","Tiltil",63096,163632,274584,NA,219343,175000,328224,496653,1469910,492300,933333,411250
"1107","Hombre","Trabajadores Agropecuarios y Pesqueros","Tiltil",51868,79202,85793,NA,129093,138992,217022,243549,265432,698250,237000,240000
"1108","Hombre","Trabajadores de Artes Mecánicas y Otros","Tiltil",66702,113418,150400,NA,164235,216877,264660,235971,312602,412862,306250,423842
"1109","Hombre","Trabajadores de Servicios y Vendedores","Tiltil",65728,158725,110322,NA,247761,217955,205770,323853,314637,694350,317500,341250
"1110","Hombre","Empleados de Oficina","Tocopilla",41223,111132,200889,337920,260834,257833,262584,356386,422386,202254,315000,610000
"1111","Hombre","Fuerzas Armadas","Tocopilla",91860,144855,NA,120000,219876,NA,NA,NA,497250,492300,NA,NA
"1112","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Tocopilla",71755,132246,217045,182520,314529,259564,338457,313981,520949,568299,411053,561330
"1113","Hombre","Profesionales, Científicos e Intelectuales","Tocopilla",88335,616648,141372,494372,451122,460000,473429,631250,913529,888115,1072000,977576
"1114","Hombre","Técnicos y Profesionales de Nivel Medio","Tocopilla",108660,365394,284594,182143,209780,453000,427318,410993,704787,427253,480033,568000
"1115","Hombre","Trabajadores Agropecuarios y Pesqueros","Tocopilla",67562,84522,80924,176956,124857,241581,202291,265659,312202,475354,194000,178286
"1116","Hombre","Trabajadores de Artes Mecánicas y Otros","Tocopilla",57007,118237,115203,172876,211254,172376,234839,250770,348297,483826,471388,394747
"1117","Hombre","Trabajadores de Servicios y Vendedores","Tocopilla",74775,75110,145103,154411,167572,175420,211723,335519,386100,477117,530315,434167
"1118","Hombre","Empleados de Oficina","Toltén",44549,70389,42364,NA,NA,201100,180000,NA,421742,NA,185000,6e+05
"1119","Hombre","Fuerzas Armadas","Toltén",68128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1120","Hombre","Profesionales, Científicos e Intelectuales","Toltén",75815,171680,NA,NA,NA,277302,488950,505000,372017,394114,880000,740000
"1121","Hombre","Técnicos y Profesionales de Nivel Medio","Toltén",78210,90388,NA,NA,NA,204200,180000,136350,342550,317260,2e+05,280000
"1122","Hombre","Trabajadores Agropecuarios y Pesqueros","Toltén",23358,63218,50357,NA,NA,89111,116373,113062,153761,166435,109615,120500
"1123","Hombre","Trabajadores de Artes Mecánicas y Otros","Toltén",39253,181968,85409,NA,NA,119214,129478,117027,235208,251326,215556,251250
"1124","Hombre","Trabajadores de Servicios y Vendedores","Toltén",44505,98434,53550,NA,NA,103137,162460,165640,241883,446973,318000,260000
"1125","Hombre","Empleados de Oficina","Tomé",826549,64380,117810,139714,184513,191429,225250,112783,319692,260350,253333,420000
"1126","Hombre","Fuerzas Armadas","Tomé",133759,85840,184926,157500,207493,211500,NA,NA,NA,NA,680000,490000
"1127","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Tomé",78520,66722,85688,136825,153576,159765,200906,206943,252303,262834,356922,374118
"1128","Hombre","Profesionales, Científicos e Intelectuales","Tomé",67329,114339,174471,293083,325742,539500,336667,412080,530568,957917,529660,742500
"1129","Hombre","Técnicos y Profesionales de Nivel Medio","Tomé",69601,175972,93712,205802,275130,211172,232885,279193,510873,218185,230000,390000
"1130","Hombre","Trabajadores Agropecuarios y Pesqueros","Tomé",43858,128464,69615,59350,97373,98283,121767,121328,103864,156284,167000,183077
"1131","Hombre","Trabajadores de Artes Mecánicas y Otros","Tomé",178278,77342,116338,100320,122671,126208,186530,169904,261650,231370,245444,304840
"1132","Hombre","Trabajadores de Servicios y Vendedores","Tomé",53013,157162,85268,114147,164487,158156,171109,200620,226752,275440,258239,384357
"1133","Hombre","Trabajadores No Calificados","Tomé",72480,44199,69563,83859,93564,94316,111125,113456,194898,217222,193299,264706
"1134","Hombre","Empleados de Oficina","Traiguén",37247,60803,56228,82500,243330,177500,223333,150692,NA,NA,486667,340000
"1135","Hombre","Fuerzas Armadas","Traiguén",136101,106380,NA,320000,284383,NA,NA,101000,NA,NA,50000,NA
"1136","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Traiguén",57984,39992,88036,86179,123860,134264,132509,246770,323709,273500,231000,304357
"1137","Hombre","Profesionales, Científicos e Intelectuales","Traiguén",183264,110698,154224,152857,233430,450900,3531971,561669,604067,599749,814809,1023983
"1138","Hombre","Técnicos y Profesionales de Nivel Medio","Traiguén",97848,80100,502067,218000,201365,213906,186271,222200,450342,544265,860000,421667
"1139","Hombre","Trabajadores Agropecuarios y Pesqueros","Traiguén",33368,96570,165152,160484,102184,99795,121942,146535,161452,116196,130875,245478
"1140","Hombre","Trabajadores de Artes Mecánicas y Otros","Traiguén",54089,61523,88819,73874,140652,106392,121785,151490,188752,174762,199846,198889
"1141","Hombre","Trabajadores de Servicios y Vendedores","Traiguén",34127,91742,71400,138503,171659,133551,136410,284969,244093,143314,252829,308643
"1142","Hombre","Empleados de Oficina","Valdivia",41842,97760,119595,168149,280255,272782,180081,420893,805618,320809,303000,369688
"1143","Hombre","Fuerzas Armadas","Valdivia",143712,57942,265072,158187,145580,238125,NA,542471,NA,846027,610455,4e+05
"1144","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Valdivia",360537,245203,542931,615192,364713,485000,1127967,516098,1337960,1042114,810541,986575
"1145","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Valdivia",61809,102860,131605,150549,230366,167219,362639,240885,524500,385152,281650,372710
"1146","Hombre","Profesionales, Científicos e Intelectuales","Valdivia",111831,350687,263723,259467,732705,536908,1303467,815668,534755,854768,927086,834654
"1147","Hombre","Técnicos y Profesionales de Nivel Medio","Valdivia",92321,121798,247140,401448,286977,325000,291273,560477,597121,519224,508827,589486
"1148","Hombre","Trabajadores Agropecuarios y Pesqueros","Valdivia",58069,68258,67930,74984,87215,116198,142007,256486,248705,529390,190588,271898
"1149","Hombre","Trabajadores de Artes Mecánicas y Otros","Valdivia",53473,77872,102714,120761,144429,149452,224173,179025,330345,325615,261000,365241
"1150","Hombre","Trabajadores de Servicios y Vendedores","Valdivia",75206,98818,84719,335150,121549,177844,187419,150846,219323,323580,317564,384607
"1151","Hombre","Empleados de Oficina","Vallenar",33559,169534,239190,233840,205114,321167,168104,355860,369386,335332,319615,462000
"1152","Hombre","Fuerzas Armadas","Vallenar",202042,NA,NA,186000,NA,NA,115000,NA,NA,NA,NA,NA
"1153","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Vallenar",523520,412150,241163,815265,253321,372504,479074,516058,566312,1239869,541600,566200
"1154","Hombre","Profesionales, Científicos e Intelectuales","Vallenar",91255,380770,565369,424182,367213,359956,1016355,799914,1215500,1009828,1139870,660588
"1155","Hombre","Técnicos y Profesionales de Nivel Medio","Vallenar",97924,76988,180360,332333,186573,205000,287032,330645,556604,843831,557222,1058333
"1156","Hombre","Trabajadores Agropecuarios y Pesqueros","Vallenar",67730,47340,72068,475915,107301,169873,208837,290695,NA,296614,212938,222353
"1157","Hombre","Trabajadores de Artes Mecánicas y Otros","Vallenar",76523,85972,123273,151362,160000,178432,277857,269529,333598,395100,371037,418065
"1158","Hombre","Trabajadores de Servicios y Vendedores","Vallenar",56304,68817,120839,138120,191375,133377,145350,263760,249637,349978,268321,462556
"1159","Hombre","Empleados de Oficina","Valparaíso",56226,102138,123679,196013,159528,244454,252434,246693,296771,327437,359808,429384
"1160","Hombre","Fuerzas Armadas","Valparaíso",91167,85840,117810,149333,180720,166667,NA,353500,414375,1148700,384537,572468
"1161","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Valparaíso",586080,1099680,371484,660564,723972,380546,410862,890646,1041486,614730,574148,507263
"1162","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Valparaíso",73285,100211,168356,203686,194910,289375,191375,411646,287409,393170,495971,385339
"1163","Hombre","Profesionales, Científicos e Intelectuales","Valparaíso",115493,208875,383608,470225,403928,762673,391106,729266,1067925,816005,905638,940431
"1164","Hombre","Técnicos y Profesionales de Nivel Medio","Valparaíso",84410,250395,190995,163845,392200,252397,404218,350487,455606,525325,753621,590594
"1165","Hombre","Trabajadores Agropecuarios y Pesqueros","Valparaíso",49986,85824,101335,112565,235484,122664,158429,365441,180111,415475,155360,244444
"1166","Hombre","Trabajadores de Artes Mecánicas y Otros","Valparaíso",46576,92435,136483,132807,151427,172227,199934,279083,277093,352036,290703,312444
"1167","Hombre","Trabajadores de Servicios y Vendedores","Valparaíso",60772,84626,113596,142468,160643,181498,152585,218939,270601,286407,245596,290059
"1168","Hombre","Trabajadores No Calificados","Valparaíso",83457,60902,77183,89064,104048,128461,163113,155996,206997,211641,249683,254530
"1169","Hombre","Empleados de Oficina","Victoria",31408,104618,192780,NA,150600,165085,272167,300728,367412,198014,460000,342439
"1170","Hombre","Fuerzas Armadas","Victoria",82144,96570,128520,2e+05,240960,305000,3e+05,NA,NA,NA,630000,584200
"1171","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Victoria",39600,34336,625053,1501115,385084,285509,843093,1976000,450233,1027769,340000,575000
"1172","Hombre","Profesionales, Científicos e Intelectuales","Victoria",147486,87450,NA,572320,930230,465567,689391,470660,1577594,576173,673333,1083361
"1173","Hombre","Trabajadores Agropecuarios y Pesqueros","Victoria",41396,74153,103714,73823,155551,99131,98913,183248,163588,144801,184828,209149
"1174","Hombre","Trabajadores de Servicios y Vendedores","Victoria",30609,59940,42424,121685,107953,153271,118605,185417,298374,414870,350000,356463
"1175","Hombre","Empleados de Oficina","Villa Alegre",35529,50370,NA,NA,NA,150000,110714,309733,243100,121716,220000,240000
"1176","Hombre","Fuerzas Armadas","Villa Alegre",355040,85840,185283,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1177","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Villa Alegre",594000,128184,237696,342450,NA,698682,692320,205874,NA,NA,1075000,600899
"1178","Hombre","Profesionales, Científicos e Intelectuales","Villa Alegre",93653,107300,517624,NA,415190,517500,389280,NA,442000,410800,NA,725000
"1179","Hombre","Técnicos y Profesionales de Nivel Medio","Villa Alegre",33735,147538,229360,120000,NA,105250,171667,461233,207826,646350,468953,661250
"1180","Hombre","Trabajadores Agropecuarios y Pesqueros","Villa Alegre",31758,371418,50749,65500,127798,96050,96821,179623,237804,155485,202083,316455
"1181","Hombre","Trabajadores de Artes Mecánicas y Otros","Villa Alegre",49931,40935,63712,87511,170518,134319,207985,203031,173409,234217,175000,273733
"1182","Hombre","Trabajadores de Servicios y Vendedores","Villa Alegre",45234,NA,98710,214650,223286,138483,233326,162653,299720,386547,342334,381654
"1183","Hombre","Fuerzas Armadas","Villa Alemana",78520,92993,150297,NA,159385,212070,304928,392638,442000,407802,633333,693333
"1184","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Villa Alemana",297000,328057,484217,746520,972169,613866,802721,537331,1402288,639526,495000,871400
"1185","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Villa Alemana",105700,180113,146113,168428,287770,213946,183497,244535,378697,301752,283328,360307
"1186","Hombre","Profesionales, Científicos e Intelectuales","Villa Alemana",101057,216105,561665,421170,812112,512609,613884,1138396,587098,1315946,814035,1044411
"1187","Hombre","Técnicos y Profesionales de Nivel Medio","Villa Alemana",57719,248802,250410,327807,379947,310664,581382,237554,797433,759276,600794,548062
"1188","Hombre","Trabajadores Agropecuarios y Pesqueros","Villa Alemana",108720,192442,25205,138700,138555,184712,259876,385682,338136,298297,205000,317375
"1189","Hombre","Trabajadores de Artes Mecánicas y Otros","Villa Alemana",57496,65600,140231,228754,171334,223294,208356,248141,315398,427469,326356,411523
"1190","Hombre","Trabajadores de Servicios y Vendedores","Villa Alemana",85119,391855,119381,207078,205992,210080,197693,244947,344717,288072,349074,348149
"1191","Hombre","Trabajadores No Calificados","Villa Alemana",129860,95471,83915,97718,127215,131939,137911,146155,198440,204071,232190,282384
"1192","Hombre","Empleados de Oficina","Villarrica",78453,118566,196478,99283,184485,202500,463333,474100,471640,303905,296500,256000
"1193","Hombre","Fuerzas Armadas","Villarrica",104028,NA,160650,1e+05,451800,385000,NA,NA,44200,NA,NA,NA
"1194","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Villarrica",396000,313120,371526,355590,514764,434424,856731,378644,583050,613918,346775,1119375
"1195","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Villarrica",82144,77016,120957,160951,222819,166206,199149,291159,344314,266650,264760,365104
"1196","Hombre","Profesionales, Científicos e Intelectuales","Villarrica",76652,97094,145265,324433,382309,328257,950429,689588,700472,1004292,748888,932033
"1197","Hombre","Técnicos y Profesionales de Nivel Medio","Villarrica",87859,149005,241224,90910,195940,213333,246013,316467,287212,344610,487307,581000
"1198","Hombre","Trabajadores Agropecuarios y Pesqueros","Villarrica",37187,NA,179000,104078,120492,94461,136405,106310,209622,210506,205000,222444
"1199","Hombre","Trabajadores de Artes Mecánicas y Otros","Villarrica",46490,92580,89887,125307,145634,156328,175876,197481,355565,295734,290938,275814
"1200","Hombre","Trabajadores de Servicios y Vendedores","Villarrica",135771,164241,93846,311001,103402,102676,166082,212830,360089,233022,272500,362213
"1201","Hombre","Empleados de Oficina","Viña del Mar",41617,103981,155639,194284,283884,314738,228808,201279,263475,381437,313492,464256
"1202","Hombre","Fuerzas Armadas","Viña del Mar",259837,141427,124950,163122,196264,280000,367416,494900,466653,423013,847761,826454
"1203","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Viña del Mar",883229,623042,654839,953400,683019,782571,837558,872647,607750,1084529,1620076,1386008
"1204","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Viña del Mar",109410,105376,136654,200130,240266,251587,280915,305709,287635,381362,359310,391596
"1205","Hombre","Profesionales, Científicos e Intelectuales","Viña del Mar",117739,536783,399009,631890,536799,736125,797587,703155,1273457,1539628,1199994,1141299
"1206","Hombre","Técnicos y Profesionales de Nivel Medio","Viña del Mar",83775,226865,252168,312348,468638,330735,289254,300091,501548,564729,709297,683192
"1207","Hombre","Trabajadores Agropecuarios y Pesqueros","Viña del Mar",55069,182946,NA,126720,204059,90615,166693,172794,151938,227950,232938,1985000
"1208","Hombre","Trabajadores de Artes Mecánicas y Otros","Viña del Mar",84924,92219,149151,145409,243618,239689,242638,210386,303085,373068,311259,347875
"1209","Hombre","Trabajadores de Servicios y Vendedores","Viña del Mar",78131,153351,122950,136738,291153,184642,195919,161342,270174,312010,265078,357688
"1210","Hombre","Trabajadores No Calificados","Viña del Mar",29700,74626,78365,103415,138123,135652,152634,158202,208135,245022,255001,275526
"1211","Mujer","Empleados de Oficina","Alhué",30392,75750,50071,NA,160339,138400,136993,197671,256129,273500,213000,199500
"1212","Mujer","Fuerzas Armadas","Alhué",54360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1213","Mujer","Profesionales, Científicos e Intelectuales","Alhué",18180,138775,131019,NA,213062,230000,352598,332795,542354,153160,576296,6e+05
"1214","Mujer","Técnicos y Profesionales de Nivel Medio","Alhué",54877,128760,99960,NA,170680,184722,97400,256338,259698,295380,386667,450000
"1215","Mujer","Trabajadores Agropecuarios y Pesqueros","Alhué",34261,NA,NA,NA,91373,NA,124500,94536,175017,218800,3e+05,37500
"1216","Mujer","Trabajadores de Artes Mecánicas y Otros","Alhué",25368,47261,NA,NA,NA,51128,231851,149985,189995,NA,NA,25000
"1217","Mujer","Empleados de Oficina","Andacollo",23614,54991,64428,80000,115544,100200,169280,106557,191669,332148,3e+05,292000
"1218","Mujer","Fuerzas Armadas","Andacollo",51944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1219","Mujer","Profesionales, Científicos e Intelectuales","Andacollo",36240,NA,81396,NA,241964,225000,266667,404000,403325,NA,9e+05,646667
"1220","Mujer","Técnicos y Profesionales de Nivel Medio","Andacollo",55752,22533,52479,NA,117525,250000,195000,168333,326950,290457,350000,327500
"1221","Mujer","Trabajadores Agropecuarios y Pesqueros","Andacollo",15840,NA,18156,NA,46853,159775,122697,98800,160897,181714,NA,70000
"1222","Mujer","Empleados de Oficina","Angol",19497,54187,72292,86633,114958,141188,135059,214906,248460,210104,326142,294417
"1223","Mujer","Fuerzas Armadas","Angol",67082,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e+05,NA
"1224","Mujer","Profesionales, Científicos e Intelectuales","Angol",102680,53650,NA,168865,291562,301600,433116,597812,419055,437444,591394,715780
"1225","Mujer","Técnicos y Profesionales de Nivel Medio","Angol",112317,79581,104744,161286,240091,209433,253333,243662,166344,467138,394000,319450
"1226","Mujer","Trabajadores Agropecuarios y Pesqueros","Angol",19800,47748,NA,67452,NA,40569,87273,159580,132600,221600,188750,218892
"1227","Mujer","Trabajadores de Artes Mecánicas y Otros","Angol",21744,27349,32198,82946,133258,1e+05,100530,163477,267962,147477,147500,244200
"1228","Mujer","Empleados de Oficina","Antofagasta",44606,104567,113711,156899,150148,179602,193126,250088,243321,341428,331057,447767
"1229","Mujer","Fuerzas Armadas","Antofagasta",93962,NA,NA,NA,NA,NA,NA,NA,NA,1203400,480000,NA
"1230","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Antofagasta",257400,101987,647596,617679,697772,748660,301340,153140,256750,939676,573262,696439
"1231","Mujer","Operadores y Montadores de Instalaciones y Máquinas","Antofagasta",132880,147340,90780,340000,120480,222115,345892,377200,192024,586458,431250,497500
"1232","Mujer","Profesionales, Científicos e Intelectuales","Antofagasta",81605,121390,234864,335303,394035,488296,505951,468291,634501,734978,843500,747159
"1233","Mujer","Técnicos y Profesionales de Nivel Medio","Antofagasta",66131,132633,93729,194544,319501,184502,287389,273113,308751,466416,652414,1023504
"1234","Mujer","Trabajadores Agropecuarios y Pesqueros","Antofagasta",59624,NA,NA,NA,110440,NA,NA,NA,NA,513500,2e+05,2e+05
"1235","Mujer","Trabajadores de Artes Mecánicas y Otros","Antofagasta",55440,58936,81419,42559,134804,131593,233827,131490,275721,378968,283398,291681
"1236","Mujer","Trabajadores de Servicios y Vendedores","Antofagasta",99000,74911,70820,130198,120208,177732,132545,176009,235431,302465,253191,289364
"1237","Mujer","Trabajadores No Calificados","Antofagasta",59400,40831,48341,74456,91161,91617,102228,126888,169841,210604,203081,235048
"1238","Mujer","Empleados de Oficina","Arica",41563,87553,154714,99609,139207,126760,125925,172714,207624,292572,275838,348311
"1239","Mujer","Fuerzas Armadas","Arica",95163,NA,166005,NA,NA,NA,480000,NA,NA,NA,336667,NA
"1240","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Arica",573111,614657,454575,243117,260680,272683,244305,211871,433637,448422,324963,372726
"1241","Mujer","Profesionales, Científicos e Intelectuales","Arica",60942,143733,163882,187769,191318,497484,349940,255757,461834,554732,654406,793008
"1242","Mujer","Técnicos y Profesionales de Nivel Medio","Arica",69581,153965,144858,145000,115084,233381,345100,172037,263835,388539,370375,458754
"1243","Mujer","Trabajadores Agropecuarios y Pesqueros","Arica",35947,77174,129646,152029,190520,109783,136311,147236,349660,382654,191860,238514
"1244","Mujer","Trabajadores de Artes Mecánicas y Otros","Arica",31106,70615,187316,63950,120766,22463,85202,106815,185882,282555,149197,288000
"1245","Mujer","Trabajadores de Servicios y Vendedores","Arica",74632,85895,113115,107040,129215,111968,149044,136409,216705,259911,210552,233905
"1246","Mujer","Empleados de Oficina","Aysén",37298,120176,76041,160680,272125,160957,261198,299298,252413,441824,337792,452125
"1247","Mujer","Fuerzas Armadas","Aysén",74755,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e+05,850000
"1248","Mujer","Profesionales, Científicos e Intelectuales","Aysén",75940,105439,190833,323125,330407,398750,356526,454096,570759,725044,812851,1014947
"1249","Mujer","Técnicos y Profesionales de Nivel Medio","Aysén",98924,64380,104530,156429,301200,205286,316804,148975,435890,484566,442163,281923
"1250","Mujer","Trabajadores de Artes Mecánicas y Otros","Aysén",42366,55558,60024,46500,107533,117441,145808,204633,127681,188364,215531,205600
"1251","Mujer","Trabajadores de Servicios y Vendedores","Aysén",59400,61446,186980,70048,148027,144570,131468,232399,251776,296512,242694,305712
"1252","Mujer","Empleados de Oficina","Buin",32172,83304,113691,NA,168794,204520,178772,204295,263171,231657,300056,371893
"1253","Mujer","Fuerzas Armadas","Buin",58890,NA,NA,NA,NA,280000,NA,NA,NA,NA,NA,NA
"1254","Mujer","Profesionales, Científicos e Intelectuales","Buin",66905,70818,149328,NA,313456,270867,470577,537474,370242,824394,601111,2291420
"1255","Mujer","Técnicos y Profesionales de Nivel Medio","Buin",39060,68989,84482,NA,275270,333280,302976,381038,320450,387057,232600,585698
"1256","Mujer","Trabajadores Agropecuarios y Pesqueros","Buin",33834,127687,51408,NA,177455,120000,231333,139999,184241,196920,160000,244333
"1257","Mujer","Trabajadores de Artes Mecánicas y Otros","Buin",40267,53631,66097,NA,146611,36520,93655,139643,281528,229817,176667,270500
"1258","Mujer","Trabajadores de Servicios y Vendedores","Buin",36240,42226,91946,NA,173623,106761,157089,137682,211855,242995,274684,208917
"1259","Mujer","Empleados de Oficina","Bulnes",12885,52540,65123,NA,NA,111750,133809,176574,205116,226927,NA,210333
"1260","Mujer","Fuerzas Armadas","Bulnes",43488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1261","Mujer","Profesionales, Científicos e Intelectuales","Bulnes",35504,75110,196449,NA,NA,312214,260950,328850,142619,166644,482500,542900
"1262","Mujer","Técnicos y Profesionales de Nivel Medio","Bulnes",34650,82849,232764,NA,NA,120000,198350,156595,187850,251943,318333,420000
"1263","Mujer","Trabajadores Agropecuarios y Pesqueros","Bulnes",14496,NA,30948,NA,NA,50000,135953,131733,NA,NA,170000,NA
"1264","Mujer","Trabajadores de Artes Mecánicas y Otros","Bulnes",31408,29844,55788,NA,NA,NA,117840,69271,NA,61620,183000,47500
"1265","Mujer","Empleados de Oficina","Calama",27682,87168,125971,145528,163159,177769,158000,301068,299551,305157,353988,383447
"1266","Mujer","Fuerzas Armadas","Calama",62061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1267","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Calama",495000,206515,118675,204300,346465,309367,668251,498172,286156,789672,373669,1037500
"1268","Mujer","Profesionales, Científicos e Intelectuales","Calama",62281,205515,257895,360116,494972,391429,445984,897829,897000,683444,699568,913526
"1269","Mujer","Técnicos y Profesionales de Nivel Medio","Calama",122587,109982,117884,105100,226098,291208,342785,312423,327783,535212,519021,559272
"1270","Mujer","Trabajadores Agropecuarios y Pesqueros","Calama",21906,NA,15130,31871,88174,32960,180171,117996,134327,158158,2e+05,3e+05
"1271","Mujer","Empleados de Oficina","Calera",19258,56905,119729,104583,156401,147290,158560,194609,252331,263472,274000,303113
"1272","Mujer","Fuerzas Armadas","Calera",49117,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e+05,NA
"1273","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Calera",42280,NA,77331,580696,163077,236862,309573,342199,3081000,212247,2e+05,173708
"1274","Mujer","Profesionales, Científicos e Intelectuales","Calera",37736,100092,232716,161250,609930,198000,416359,487404,660316,495656,494264,580877
"1275","Mujer","Técnicos y Profesionales de Nivel Medio","Calera",617760,NA,113029,181688,189975,209564,245000,212284,205309,125810,279794,366779
"1276","Mujer","Trabajadores Agropecuarios y Pesqueros","Calera",28243,50431,86851,68856,88847,76964,117690,120594,216808,115782,2e+05,229185
"1277","Mujer","Empleados de Oficina","Calera de Tango",30554,124102,78183,286667,147835,193567,258667,275153,277883,313380,319822,260333
"1278","Mujer","Fuerzas Armadas","Calera de Tango",63823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,471429
"1279","Mujer","Profesionales, Científicos e Intelectuales","Calera de Tango",57833,80475,139230,806450,234267,490122,765518,763293,698230,840941,4e+05,1383750
"1280","Mujer","Técnicos y Profesionales de Nivel Medio","Calera de Tango",29900,96570,144506,327500,291368,138667,331206,362833,356017,423459,570000,322955
"1281","Mujer","Trabajadores Agropecuarios y Pesqueros","Calera de Tango",39386,55053,61582,NA,93065,85818,182533,163188,NA,NA,NA,249000
"1282","Mujer","Trabajadores de Artes Mecánicas y Otros","Calera de Tango",31408,64514,118138,NA,129030,74238,92322,257271,171258,410800,NA,NA
"1283","Mujer","Trabajadores de Servicios y Vendedores","Calera de Tango",36240,109304,80237,210773,105499,130792,241948,160298,243046,279775,239341,421111
"1284","Mujer","Empleados de Oficina","Cartagena",13356,112665,75184,118879,125584,153312,118583,208060,224630,142220,234531,350000
