"","sexo","oficio","comuna","1990","1992","1994","1996","1998","2000","2003","2006","2009","2011","2013","2015"
"331","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Hualañé",217800,306597,201275,NA,NA,420730,304785,494810,331500,267020,1800000,299750
"332","Hombre","Profesionales, Científicos e Intelectuales","Hualañé",74759,NA,188139,NA,NA,643200,414667,880742,673493,NA,1e+06,552704
"333","Hombre","Técnicos y Profesionales de Nivel Medio","Hualañé",82500,42920,92106,NA,NA,245916,115000,164967,317316,262560,330000,NA
"334","Hombre","Trabajadores Agropecuarios y Pesqueros","Hualañé",29012,106337,74822,NA,NA,90691,158721,170206,185338,234636,190167,260483
"335","Hombre","Trabajadores de Artes Mecánicas y Otros","Hualañé",44234,82621,79089,NA,NA,147421,171242,233208,317066,289342,352000,278817
"336","Hombre","Trabajadores de Servicios y Vendedores","Hualañé",49507,114591,64127,NA,NA,135154,204865,177129,208966,242321,250000,NA
"337","Hombre","Empleados de Oficina","Hualqui",43488,93780,86037,NA,NA,163125,231429,171700,348075,284440,314000,750000
"338","Hombre","Fuerzas Armadas","Hualqui",43531,107300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","Hombre","Profesionales, Científicos e Intelectuales","Hualqui",109234,151937,177143,NA,NA,NA,315400,429718,NA,373054,NA,750000
"340","Hombre","Técnicos y Profesionales de Nivel Medio","Hualqui",38831,NA,93177,NA,NA,750000,284100,354450,766027,NA,8e+05,515714
"341","Hombre","Trabajadores Agropecuarios y Pesqueros","Hualqui",38840,58271,59522,NA,NA,90937,104519,120770,198758,376310,193333,156167
"342","Hombre","Trabajadores de Artes Mecánicas y Otros","Hualqui",72362,78187,84285,NA,NA,144765,194508,167759,296185,286978,349167,341000
"343","Hombre","Trabajadores de Servicios y Vendedores","Hualqui",46669,71903,68955,NA,NA,173910,208586,180664,209825,196920,289598,302000
"344","Hombre","Empleados de Oficina","Huasco",36240,185936,225624,NA,125249,358333,287500,310575,243100,328200,340000,550000
"345","Hombre","Profesionales, Científicos e Intelectuales","Huasco",110804,390484,448752,NA,659771,703905,525000,544410,996826,1075324,1141308,1466667
"346","Hombre","Trabajadores Agropecuarios y Pesqueros","Huasco",30874,76505,93639,NA,155641,139803,258175,300086,180472,421023,303333,273333
"347","Hombre","Trabajadores de Artes Mecánicas y Otros","Huasco",78520,122721,162219,NA,165200,188902,234540,281102,389188,370871,462730,424583
"348","Hombre","Trabajadores de Servicios y Vendedores","Huasco",64427,90368,94988,NA,282394,155153,160358,211357,466281,371733,273750,740000
"349","Hombre","Profesionales, Científicos e Intelectuales","Illapel",39600,107300,246330,332500,726680,415200,514267,389840,774052,734803,792393,799383
"350","Hombre","Técnicos y Profesionales de Nivel Medio","Illapel",33100,109617,191108,NA,258028,295933,261160,309060,410298,729333,548333,850000
"351","Hombre","Trabajadores Agropecuarios y Pesqueros","Illapel",75870,NA,43937,77559,195287,111323,109762,113759,261374,119055,143182,170829
"352","Hombre","Trabajadores de Artes Mecánicas y Otros","Illapel",51155,66838,101024,108407,172082,154598,168271,273362,364284,373695,364235,323569
"353","Hombre","Trabajadores de Servicios y Vendedores","Illapel",55221,68876,94225,98402,112343,142216,158093,291219,223640,3030400,271399,577431
"354","Hombre","Empleados de Oficina","Iquique",84792,92874,167348,195559,296446,201018,268910,346578,528325,414326,444772,426714
"355","Hombre","Fuerzas Armadas","Iquique",222610,238522,155295,286429,301200,524633,266667,521833,469625,731515,684320,797586
"356","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Iquique",633256,476615,715404,702292,729079,540923,1024454,414455,1674400,1180505,1079781,1263654
"357","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Iquique",115062,124637,147858,285848,275251,243607,294397,401946,492295,517557,522807,517561
"358","Hombre","Profesionales, Científicos e Intelectuales","Iquique",139339,316342,333140,639941,901676,514577,713086,451924,1050054,1120542,1310122,1332040
"359","Hombre","Técnicos y Profesionales de Nivel Medio","Iquique",181807,150087,180653,236695,353770,383272,494973,428962,567056,621053,796124,929750
"360","Hombre","Trabajadores Agropecuarios y Pesqueros","Iquique",83494,97219,156837,227646,227325,214081,230816,284932,414909,472207,545289,282000
"361","Hombre","Trabajadores de Artes Mecánicas y Otros","Iquique",82096,119039,140942,208710,227667,213919,237976,344503,387871,462497,471696,434748
"362","Hombre","Trabajadores de Servicios y Vendedores","Iquique",104904,175218,171153,221954,173468,179494,212082,209395,429567,432536,428481,456633
"363","Hombre","Trabajadores No Calificados","Iquique",132880,87048,100976,110828,146834,153670,181660,185821,260579,322137,284327,339729
"364","Hombre","Empleados de Oficina","Isla de Maipo",44696,151513,124848,450000,221733,2e+05,218450,270596,257354,288269,355000,350000
"365","Hombre","Fuerzas Armadas","Isla de Maipo",219051,NA,96390,NA,120480,NA,NA,NA,NA,NA,NA,NA
"366","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Isla de Maipo",421893,949542,796474,171200,353490,809109,683800,1113970,1135658,355964,487984,366667
"367","Hombre","Profesionales, Científicos e Intelectuales","Isla de Maipo",54400,188134,629748,NA,552200,783420,642250,958666,829163,687274,1048750,9e+05
"368","Hombre","Técnicos y Profesionales de Nivel Medio","Isla de Maipo",98430,130191,160650,150000,NA,181733,397333,352835,325380,309967,825000,471500
"369","Hombre","Trabajadores Agropecuarios y Pesqueros","Isla de Maipo",38457,55950,101870,186426,166908,122249,239198,268390,271526,183184,289444,161667
"370","Hombre","Trabajadores de Artes Mecánicas y Otros","Isla de Maipo",53833,84560,88941,91626,177173,219191,262715,313830,318357,294064,355000,375214
"371","Hombre","Trabajadores de Servicios y Vendedores","Isla de Maipo",51229,205707,141937,NA,236269,187960,143058,219006,302677,327312,259566,437750
"372","Hombre","Trabajadores No Calificados","Isla de Maipo",36240,59759,63344,93526,115101,107693,130196,148970,196072,236298,187182,268043
"373","Hombre","Empleados de Oficina","La Cisterna",53305,145338,159679,236305,441946,279227,208650,429932,531092,275469,386018,411250
"374","Hombre","Fuerzas Armadas","La Cisterna",76334,53650,NA,234880,230920,NA,268325,303000,939250,NA,NA,NA
"375","Hombre","Operadores y Montadores de Instalaciones y Máquinas","La Cisterna",53555,114725,170103,220431,375860,242961,211032,401424,399222,633710,309230,445531
"376","Hombre","Profesionales, Científicos e Intelectuales","La Cisterna",71680,263827,527985,718125,457163,633120,468133,862507,780611,715476,918067,585203
"377","Hombre","Técnicos y Profesionales de Nivel Medio","La Cisterna",86347,172514,289182,321970,282852,382366,357917,504668,490101,498514,548078,471364
"378","Hombre","Trabajadores Agropecuarios y Pesqueros","La Cisterna",56473,53650,NA,65860,NA,NA,125000,130860,275698,196920,307151,NA
"379","Hombre","Trabajadores de Artes Mecánicas y Otros","La Cisterna",65500,140155,252592,189950,186216,224494,239522,452118,342449,432685,458122,400128
"380","Hombre","Trabajadores de Servicios y Vendedores","La Cisterna",61599,166195,168242,162671,259087,216426,180518,354439,345127,368160,384958,449381
"381","Hombre","Trabajadores No Calificados","La Cisterna",9900,51829,136980,126189,122666,159552,159909,211591,213564,285321,322236,337647
"382","Hombre","Empleados de Oficina","La Florida",43536,110335,152918,438171,329697,383867,219831,253530,397830,408339,331234,450997
"383","Hombre","Fuerzas Armadas","La Florida",261830,110171,185928,224747,200800,276667,368325,757500,552500,648674,NA,5e+05
"384","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","La Florida",1147600,NA,256632,746233,1108732,703574,731169,933079,918240,871471,1119667,689103
"385","Hombre","Operadores y Montadores de Instalaciones y Máquinas","La Florida",84560,119726,205909,238611,209568,209191,292541,312313,390656,392575,438199,509472
"386","Hombre","Profesionales, Científicos e Intelectuales","La Florida",175314,270054,488198,560896,600897,568996,761422,1071569,939782,1069767,985599,1119350
"387","Hombre","Técnicos y Profesionales de Nivel Medio","La Florida",59006,335470,255394,343937,345630,386803,372903,547036,540618,637699,574182,602316
"388","Hombre","Trabajadores Agropecuarios y Pesqueros","La Florida",53722,78989,6506,40860,131962,104565,167164,253698,267280,271914,210000,210000
"389","Hombre","Trabajadores de Artes Mecánicas y Otros","La Florida",62291,112621,165858,205422,272459,194026,260331,281918,368510,394735,341056,380093
"390","Hombre","Trabajadores de Servicios y Vendedores","La Florida",46206,107446,153361,324977,250980,178119,220346,280367,657427,320591,388991,364018
"391","Hombre","Empleados de Oficina","La Granja",44616,122200,142637,206583,170647,142800,193160,225832,199637,320286,324741,357948
"392","Hombre","Fuerzas Armadas","La Granja",73933,67062,175383,NA,NA,NA,NA,NA,357283,NA,NA,540000
"393","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","La Granja",35640,184715,666029,376979,494830,600539,460671,568100,631800,558900,220000,315518
"394","Hombre","Profesionales, Científicos e Intelectuales","La Granja",68278,78114,337063,371503,296272,244000,541467,665797,451286,470361,558333,662578
"395","Hombre","Técnicos y Profesionales de Nivel Medio","La Granja",89944,88854,167483,155049,310276,263117,291855,288860,395471,500262,422586,606667
"396","Hombre","Trabajadores Agropecuarios y Pesqueros","La Granja",42315,88333,76255,184552,322575,108285,216573,141782,164320,196920,207500,248333
"397","Hombre","Trabajadores de Artes Mecánicas y Otros","La Granja",46534,109196,108695,175481,213830,214105,212653,242501,253028,377023,296578,376479
"398","Hombre","Trabajadores de Servicios y Vendedores","La Granja",43578,89645,123844,142410,178395,155705,177545,247702,241655,288219,236651,343519
"399","Hombre","Empleados de Oficina","La Ligua",35860,84230,116739,206667,137213,181429,202500,318429,286162,175860,210000,339794
"400","Hombre","Fuerzas Armadas","La Ligua",63713,NA,120488,160000,95380,NA,NA,NA,NA,NA,NA,80000
"401","Hombre","Profesionales, Científicos e Intelectuales","La Ligua",163958,218014,480497,438038,652600,791816,812800,724838,418795,817056,530561,756727
"402","Hombre","Técnicos y Profesionales de Nivel Medio","La Ligua",64477,63575,95455,229066,302873,292241,619600,417588,339002,412073,NA,516834
"403","Hombre","Trabajadores Agropecuarios y Pesqueros","La Ligua",35189,49976,47256,107537,164502,100245,161104,294698,289603,310294,220891,275057
"404","Hombre","Trabajadores de Artes Mecánicas y Otros","La Ligua",42813,75750,109619,109222,134469,194007,177546,180509,297006,290376,295854,343122
"405","Hombre","Trabajadores de Servicios y Vendedores","La Ligua",35974,112839,76742,80988,174943,125543,171545,198685,271240,271297,652000,385324
"406","Hombre","Empleados de Oficina","La Pintana",52123,54991,163220,141491,151688,202368,166714,187340,229888,460370,309549,373757
"407","Hombre","Fuerzas Armadas","La Pintana",78279,NA,104958,201125,210840,NA,185000,NA,NA,NA,NA,NA
"408","Hombre","Profesionales, Científicos e Intelectuales","La Pintana",52506,72964,535500,539235,163150,NA,338079,432200,673789,807209,477852,560000
"409","Hombre","Técnicos y Profesionales de Nivel Medio","La Pintana",66715,91289,125657,181578,236899,241689,193961,205593,243522,445492,416511,472857
"410","Hombre","Trabajadores Agropecuarios y Pesqueros","La Pintana",60391,54683,92966,142322,93553,159029,179824,136350,171411,323716,272000,259636
"411","Hombre","Trabajadores de Artes Mecánicas y Otros","La Pintana",52476,80805,127633,160284,166397,161508,213456,224572,241925,313124,316678,335708
"412","Hombre","Trabajadores de Servicios y Vendedores","La Pintana",55165,46924,105584,159429,139753,149225,157640,231450,216982,267920,290194,269580
"413","Hombre","Empleados de Oficina","La Reina",52458,245552,234855,230201,306020,408089,867500,349206,642865,415720,548000,403694
"414","Hombre","Fuerzas Armadas","La Reina",235785,203870,NA,304728,NA,NA,703885,NA,NA,NA,NA,633333
"415","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","La Reina",570284,1200024,1448335,1432234,2060194,1720233,2932125,1528390,2513075,3532132,2085544,2544444
"416","Hombre","Operadores y Montadores de Instalaciones y Máquinas","La Reina",73990,102335,275689,264218,217243,390885,344402,365739,1066687,455433,340480,4e+05
"417","Hombre","Profesionales, Científicos e Intelectuales","La Reina",162242,886793,1010069,1133747,1093374,1428234,1343042,1340744,1570722,2175197,1646709,2211557
"418","Hombre","Técnicos y Profesionales de Nivel Medio","La Reina",241280,460459,326959,544732,576281,748165,789553,503534,896943,1004994,1388571,668971
"419","Hombre","Trabajadores Agropecuarios y Pesqueros","La Reina",138600,52138,938298,245160,179871,166119,152840,627671,205400,199108,215000,256000
"420","Hombre","Trabajadores de Artes Mecánicas y Otros","La Reina",64542,127260,268852,203291,234198,365745,183849,400714,439716,369688,396000,431111
"421","Hombre","Trabajadores de Servicios y Vendedores","La Reina",97202,295528,243932,335570,350385,492068,221872,339014,1061684,385930,422000,598667
"422","Hombre","Trabajadores No Calificados","La Reina",64350,83348,116808,109592,206196,125860,155536,165114,295182,340506,270000,333636
"423","Hombre","Empleados de Oficina","La Serena",43826,91306,125142,210400,318268,166250,384167,164899,432055,475071,468867,478413
"424","Hombre","Fuerzas Armadas","La Serena",160767,53650,160650,NA,NA,4e+05,470000,NA,NA,NA,302167,NA
"425","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","La Serena",693000,291533,599421,990608,1019053,908539,1934600,1896147,963300,752930,930611,1014712
"426","Hombre","Operadores y Montadores de Instalaciones y Máquinas","La Serena",257707,110355,133114,168706,226360,251052,303495,265252,398744,494413,490331,454424
"427","Hombre","Profesionales, Científicos e Intelectuales","La Serena",146627,268735,515320,705436,834820,386775,901707,1224578,605187,974571,1043407,1203472
"428","Hombre","Técnicos y Profesionales de Nivel Medio","La Serena",190947,220461,193189,228855,322425,391692,541222,1257693,521420,614858,739387,710727
"429","Hombre","Trabajadores Agropecuarios y Pesqueros","La Serena",47624,74313,71383,97217,166464,73526,124394,154518,222586,202512,294327,267049
"430","Hombre","Trabajadores de Artes Mecánicas y Otros","La Serena",64681,71478,152296,162582,235199,182489,180747,341974,358101,467091,395769,431675
"431","Hombre","Trabajadores de Servicios y Vendedores","La Serena",80841,134320,122790,240219,150662,178884,207379,171924,330865,369525,335669,375341
"432","Hombre","Trabajadores No Calificados","La Serena",65340,51495,87617,98858,101226,115399,114600,155834,236776,243931,254732,314809
"433","Hombre","Empleados de Oficina","La Unión",50110,131979,145924,87667,333830,330250,202654,128270,299016,450363,318667,272000
"434","Hombre","Fuerzas Armadas","La Unión",304336,NA,NA,NA,NA,276304,NA,NA,232050,NA,651842,NA
"435","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","La Unión",584100,204825,1059100,1001213,1011875,699802,469091,245024,205400,729908,1973298,217500
"436","Hombre","Profesionales, Científicos e Intelectuales","La Unión",268176,393232,402333,268750,NA,441030,538560,1262921,632602,583467,802312,888413
"437","Hombre","Técnicos y Profesionales de Nivel Medio","La Unión",127860,148365,326655,183000,401600,8e+05,217160,861530,684840,718023,475714,511333
"438","Hombre","Trabajadores Agropecuarios y Pesqueros","La Unión",54843,223598,NA,97578,107966,279105,253330,145448,558063,588430,195898,209584
"439","Hombre","Trabajadores de Artes Mecánicas y Otros","La Unión",67250,71670,122175,107406,112440,154371,235701,178481,212804,262296,276857,263789
"440","Hombre","Trabajadores de Servicios y Vendedores","La Unión",32603,170918,120993,151290,111825,140031,239564,178177,225552,307665,333333,301545
"441","Hombre","Empleados de Oficina","Lampa",34891,NA,108885,NA,441478,136577,244632,258898,415380,245785,388750,486667
"442","Hombre","Fuerzas Armadas","Lampa",78094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Lampa",118800,71994,481008,NA,460965,405417,1086064,507173,715867,487825,550000,686364
"444","Hombre","Profesionales, Científicos e Intelectuales","Lampa",63767,91205,229613,NA,635865,770812,702343,565600,525458,1832450,758333,1213333
"445","Hombre","Técnicos y Profesionales de Nivel Medio","Lampa",111104,72842,232495,NA,242468,441620,273125,228562,547379,616200,406444,588333
"446","Hombre","Trabajadores Agropecuarios y Pesqueros","Lampa",39989,133385,98466,NA,199647,160394,178399,211460,336397,237482,318000,286407
"447","Hombre","Trabajadores de Artes Mecánicas y Otros","Lampa",59782,72224,113667,NA,171352,164273,174779,202375,291489,355519,351333,347137
"448","Hombre","Trabajadores de Servicios y Vendedores","Lampa",51883,50567,186524,NA,179843,126667,152651,189419,273705,248284,231583,360250
"449","Hombre","Empleados de Oficina","Las Condes",133305,346937,179783,297278,346240,522691,386831,267650,1628770,945264,518889,650281
"450","Hombre","Fuerzas Armadas","Las Condes",330788,403895,468562,425718,1104400,266576,556081,252500,NA,1645413,1500000,2054671
"451","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Las Condes",573134,1471084,1020350,2423067,2449299,2780581,4370727,1657875,2728561,2932813,3293025,2893788
"452","Hombre","Profesionales, Científicos e Intelectuales","Las Condes",355035,673466,590555,1344915,1390825,1405491,1781176,1646470,1818345,2079213,1957050,1830254
"453","Hombre","Técnicos y Profesionales de Nivel Medio","Las Condes",467989,390860,406980,853952,628948,557607,1217809,1084284,1402562,1389863,1303953,1223498
"454","Hombre","Trabajadores Agropecuarios y Pesqueros","Las Condes",65100,282650,64260,152580,505798,NA,943379,758538,265200,403401,365000,260118
"455","Hombre","Trabajadores de Artes Mecánicas y Otros","Las Condes",54420,176853,255666,181436,738144,424700,323383,588018,331500,1147073,336866,504038
"456","Hombre","Empleados de Oficina","Lebu",62413,112340,97461,168250,185740,234500,164254,NA,NA,820500,236000,697000
"457","Hombre","Fuerzas Armadas","Lebu",54763,83694,NA,NA,291160,NA,NA,NA,NA,NA,NA,NA
"458","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Lebu",72480,83303,102905,116952,104602,175468,186667,286801,226070,333790,305000,317720
"459","Hombre","Profesionales, Científicos e Intelectuales","Lebu",84532,160950,308992,213519,280878,399750,2e+05,486062,580125,519650,862500,809110
"460","Hombre","Técnicos y Profesionales de Nivel Medio","Lebu",36300,39140,102173,351253,132890,233080,821900,269496,179562,547000,3e+05,518298
"461","Hombre","Trabajadores Agropecuarios y Pesqueros","Lebu",32455,110502,58375,101748,96533,108675,143695,126091,170848,172808,135368,258449
"462","Hombre","Trabajadores de Artes Mecánicas y Otros","Lebu",39793,70695,80593,105709,144508,121116,217952,134907,203561,279595,226800,311133
"463","Hombre","Trabajadores de Servicios y Vendedores","Lebu",57773,112958,100003,118804,76383,169864,172515,267975,211545,276992,764114,474444
"464","Hombre","Empleados de Oficina","Linares",36240,58478,116525,116650,166116,162023,166822,137360,255992,350572,239625,236344
"465","Hombre","Fuerzas Armadas","Linares",124513,134125,96390,340000,226718,258433,516800,137697,663000,NA,375000,1200000
"466","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Linares",478200,372295,499060,366475,807851,779686,964101,713933,1678950,541533,962500,678750
"467","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Linares",79728,109172,124544,165143,201214,143239,174649,190756,212259,412261,358261,312656
"468","Hombre","Profesionales, Científicos e Intelectuales","Linares",191822,223887,290906,194188,373570,537007,405000,458868,643955,484477,744400,810510
"469","Hombre","Técnicos y Profesionales de Nivel Medio","Linares",84016,157731,172509,199951,275667,268173,240625,236160,311127,537657,527692,632023
"470","Hombre","Trabajadores Agropecuarios y Pesqueros","Linares",40704,220162,74867,99800,164947,113506,132590,128196,195934,167445,186250,187734
"471","Hombre","Trabajadores de Artes Mecánicas y Otros","Linares",50772,83902,129276,104494,162962,122353,170476,210377,327998,284389,253691,262922
"472","Hombre","Trabajadores de Servicios y Vendedores","Linares",65376,60184,93503,80878,190219,162548,168750,233334,221617,252963,246667,290471
"473","Hombre","Empleados de Oficina","Llanquihue",33764,110877,139944,NA,NA,NA,172812,249874,187850,324553,537500,368506
"474","Hombre","Fuerzas Armadas","Llanquihue",76794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Llanquihue",66657,67316,98524,NA,NA,NA,199411,186347,220425,294215,270964,467095
"476","Hombre","Profesionales, Científicos e Intelectuales","Llanquihue",197703,85840,385560,NA,NA,NA,639206,488303,744026,1502906,804496,1558553
"477","Hombre","Técnicos y Profesionales de Nivel Medio","Llanquihue",36542,93834,NA,NA,NA,NA,503268,191569,769502,328200,5e+05,1151560
"478","Hombre","Trabajadores Agropecuarios y Pesqueros","Llanquihue",83030,57942,42840,NA,NA,NA,215921,177810,303881,292611,297819,395270
"479","Hombre","Trabajadores de Artes Mecánicas y Otros","Llanquihue",50589,60594,80994,NA,NA,NA,160778,184553,295248,465945,273965,359717
"480","Hombre","Trabajadores de Servicios y Vendedores","Llanquihue",63220,83805,98250,NA,NA,NA,183662,159630,250022,197832,216677,579572
"481","Hombre","Empleados de Oficina","Lo Prado",95421,96838,178794,145849,188134,202703,188633,223653,271423,277876,334615,470566
"482","Hombre","Fuerzas Armadas","Lo Prado",74193,371667,NA,114000,267315,150000,NA,NA,348815,NA,NA,NA
"483","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Lo Prado",41676,99089,169667,194820,224429,198893,210056,315907,382275,477624,300371,429459
"484","Hombre","Profesionales, Científicos e Intelectuales","Lo Prado",59729,306859,267395,161144,624222,484101,378400,734189,692431,559112,716250,881786
"485","Hombre","Técnicos y Profesionales de Nivel Medio","Lo Prado",73154,167365,196044,245068,233706,232648,227685,382616,554810,65640,389801,549704
"486","Hombre","Trabajadores Agropecuarios y Pesqueros","Lo Prado",94590,117073,60520,817200,95380,113475,165880,223290,182325,240680,137674,241000
"487","Hombre","Trabajadores de Artes Mecánicas y Otros","Lo Prado",80697,79706,143487,164474,242475,184839,183497,265378,360488,370317,334302,376105
"488","Hombre","Trabajadores de Servicios y Vendedores","Lo Prado",52951,135969,184193,171178,168920,216106,180786,199659,339543,264974,269773,285850
"489","Hombre","Empleados de Oficina","Longaví",132579,32190,NA,1e+05,NA,1e+05,159820,242400,386750,NA,379542,NA
"490","Hombre","Fuerzas Armadas","Longaví",92542,NA,128520,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Hombre","Profesionales, Científicos e Intelectuales","Longaví",54675,85840,147155,NA,NA,425000,375000,404000,442000,246480,NA,769615
"492","Hombre","Técnicos y Profesionales de Nivel Medio","Longaví",76602,102472,160650,120000,NA,150000,434221,143925,1313748,258358,337500,416000
"493","Hombre","Trabajadores Agropecuarios y Pesqueros","Longaví",26296,74552,59553,84689,NA,175160,154155,162580,271231,294824,195075,243610
"494","Hombre","Trabajadores de Artes Mecánicas y Otros","Longaví",55664,71104,60767,229838,104940,126114,116925,348266,229412,284042,264120,278418
"495","Hombre","Trabajadores de Servicios y Vendedores","Longaví",41073,32726,120488,60000,89123,323640,104220,138033,265902,183604,266667,396762
"496","Hombre","Empleados de Oficina","Los Álamos",21744,64380,96390,NA,NA,48000,245000,161600,248993,NA,NA,NA
"497","Hombre","Fuerzas Armadas","Los Álamos",146168,NA,NA,NA,NA,240000,NA,NA,NA,NA,NA,NA
"498","Hombre","Profesionales, Científicos e Intelectuales","Los Álamos",54110,127329,132489,NA,NA,843500,337613,303000,539830,2054000,490000,633333
"499","Hombre","Técnicos y Profesionales de Nivel Medio","Los Álamos",32845,156560,145924,NA,NA,NA,245920,378770,301665,342787,267248,280000
"500","Hombre","Trabajadores Agropecuarios y Pesqueros","Los Álamos",47688,78687,76646,NA,NA,140329,154166,107854,172749,221572,215333,161800
"501","Hombre","Trabajadores de Artes Mecánicas y Otros","Los Álamos",49833,59329,110955,NA,NA,155111,266759,145612,224916,274552,213467,250577
"502","Hombre","Trabajadores de Servicios y Vendedores","Los Álamos",40361,62178,56406,NA,NA,139608,155452,155352,212013,186782,218333,399500
"503","Hombre","Empleados de Oficina","Los Andes",31005,128162,143479,166140,246436,180000,215201,287850,261059,575444,319401,521695
"504","Hombre","Fuerzas Armadas","Los Andes",55827,59981,137583,154000,351400,182500,NA,353500,320174,567057,542500,795387
"505","Hombre","Profesionales, Científicos e Intelectuales","Los Andes",62212,298803,534864,364185,719945,854377,887834,513978,987188,1654614,1712046,1076127
"506","Hombre","Técnicos y Profesionales de Nivel Medio","Los Andes",124740,229163,700362,288537,351336,634532,275203,444961,442646,609709,463887,974978
"507","Hombre","Trabajadores Agropecuarios y Pesqueros","Los Andes",97247,355876,239643,113591,312370,116850,206733,188870,253310,187720,258000,404510
"508","Hombre","Trabajadores de Artes Mecánicas y Otros","Los Andes",48615,113985,182862,181916,230726,217304,179366,293330,406926,529173,375021,452959
"509","Hombre","Trabajadores de Servicios y Vendedores","Los Andes",45304,72831,128044,218938,113005,207047,184091,321521,318448,423806,328554,352312
"510","Hombre","Trabajadores No Calificados","Los Andes",99056,71118,74321,96650,102328,111505,137897,176067,219939,285025,248562,266497
"511","Hombre","Empleados de Oficina","Los Ángeles",35332,101292,140970,168100,312136,170103,212577,227026,321567,321937,338879,370147
"512","Hombre","Fuerzas Armadas","Los Ángeles",175400,NA,NA,NA,251000,NA,NA,NA,745875,454010,414000,578958
"513","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Los Ángeles",476794,416777,268581,601868,778468,567589,843093,850191,1358500,657145,535498,1306471
"514","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Los Ángeles",120800,153236,84423,134312,146895,197921,192262,233443,319530,294590,353037,367109
"515","Hombre","Profesionales, Científicos e Intelectuales","Los Ángeles",259177,317495,668440,472283,934489,1274629,474360,775148,820320,675968,926294,996366
"516","Hombre","Técnicos y Profesionales de Nivel Medio","Los Ángeles",52488,59015,273672,401063,368288,443829,399857,412081,502612,567041,512609,491822
"517","Hombre","Trabajadores Agropecuarios y Pesqueros","Los Ángeles",37881,66003,147581,394870,216357,226692,140210,155234,237726,256359,229232,246533
"518","Hombre","Trabajadores de Artes Mecánicas y Otros","Los Ángeles",51446,83393,82478,136617,139428,185044,190991,254728,268161,287280,324897,315533
"519","Hombre","Trabajadores de Servicios y Vendedores","Los Ángeles",147713,78830,114891,140294,129396,208563,181830,380264,325360,299559,295968,383103
"520","Hombre","Trabajadores No Calificados","Los Ángeles",48049,52038,65279,63838,91454,82987,108169,123354,168415,230820,203829,247793
"521","Hombre","Empleados de Oficina","Los Vilos",36240,40774,85680,NA,188473,250000,153333,241855,367412,225364,521511,220000
"522","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Los Vilos",118384,NA,136170,NA,511558,186913,539807,1833728,229775,421070,475000,713571
"523","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Los Vilos",54360,85622,100638,NA,225571,253844,268755,260280,360637,418326,393544,511237
"524","Hombre","Profesionales, Científicos e Intelectuales","Los Vilos",59334,331410,149379,NA,257868,491025,3e+05,577660,1152451,584417,885650,1460271
"525","Hombre","Técnicos y Profesionales de Nivel Medio","Los Vilos",46586,64380,45390,NA,259980,215000,343333,248942,530660,511572,596022,322500
"526","Hombre","Trabajadores Agropecuarios y Pesqueros","Los Vilos",35895,124798,66614,NA,189650,139469,150527,133224,276226,287029,217109,307059
"527","Hombre","Trabajadores de Artes Mecánicas y Otros","Los Vilos",62392,274956,122590,NA,180569,172490,184018,297487,368411,362385,334687,398650
"528","Hombre","Trabajadores de Servicios y Vendedores","Los Vilos",33640,46497,77832,NA,126885,120785,134010,124676,210086,206918,304068,285328
"529","Hombre","Empleados de Oficina","Lota",73170,81743,103506,145000,311240,221667,148333,138370,295919,415720,230907,326429
"530","Hombre","Fuerzas Armadas","Lota",135417,107300,NA,NA,NA,NA,225000,NA,353600,437600,NA,390000
"531","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Lota",120800,81075,65623,108888,148825,182838,180509,183901,265221,210704,268779,370310
"532","Hombre","Profesionales, Científicos e Intelectuales","Lota",84315,184117,127092,270000,296970,90500,326547,591012,667940,683933,770226,626412
"533","Hombre","Técnicos y Profesionales de Nivel Medio","Lota",30409,185629,86043,161063,248490,135000,203300,306668,312214,191450,349118,441000
