"","sexo","oficio","comuna","1990","1992","1994","1996","1998","2000","2003","2006","2009","2011","2013","2015"
"1016","Hombre","Profesionales, Científicos e Intelectuales","San Vicente",107251,NA,96390,5e+05,540546,5e+05,980400,NA,718250,437600,567984,1e+06
"1017","Hombre","Trabajadores Agropecuarios y Pesqueros","San Vicente",36240,97850,64260,162843,120480,175300,149777,143420,182325,262560,210000,245000
"1018","Hombre","Trabajadores de Artes Mecánicas y Otros","San Vicente",47112,44530,75650,143010,150600,150000,198172,181800,221000,248885,270768,250000
"1019","Hombre","Trabajadores de Servicios y Vendedores","San Vicente",35032,NA,87592,150000,97750,103128,208800,151500,276250,306320,210000,259000
"1020","Hombre","Empleados de Oficina","Santa Cruz",43424,41847,120488,160000,172431,125000,2e+05,155540,182325,207860,320000,276000
"1021","Hombre","Fuerzas Armadas","Santa Cruz",12080,NA,NA,NA,NA,230000,NA,NA,NA,NA,NA,NA
"1022","Hombre","Profesionales, Científicos e Intelectuales","Santa Cruz",74250,64380,NA,3e+05,311240,4e+05,365000,545400,663000,1146790,8e+05,8e+05
"1023","Hombre","Técnicos y Profesionales de Nivel Medio","Santa Cruz",39600,NA,NA,286020,150600,273900,3e+05,202000,391035,1005800,5e+05,385000
"1024","Hombre","Trabajadores Agropecuarios y Pesqueros","Santa Cruz",31408,47212,65671,169473,156400,105000,90000,116150,182325,158630,210000,250000
"1025","Hombre","Trabajadores de Artes Mecánicas y Otros","Santa Cruz",36240,39140,55692,95000,120480,120000,198800,161600,198900,240680,250000,3e+05
"1026","Hombre","Trabajadores de Servicios y Vendedores","Santa Cruz",28792,58710,74970,72500,120480,122000,140000,156568,176800,196920,3e+05,250000
"1027","Hombre","Empleados de Oficina","Santiago",53152,64380,171360,2e+05,220880,250000,2e+05,202000,248625,229740,410000,445000
"1028","Hombre","Fuerzas Armadas","Santiago",75840,103008,NA,250000,401600,NA,NA,NA,552500,NA,525000,NA
"1029","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Santiago",241600,371830,478975,408600,451800,547800,849840,822250,821600,821600,920000,650000
"1030","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Santiago",54360,139490,121040,140000,287385,180000,130000,222200,331500,295380,370000,459194
"1031","Hombre","Profesionales, Científicos e Intelectuales","Santiago",71360,214600,535500,408600,401600,575000,6e+05,707000,740350,924300,1e+06,8e+05
"1032","Hombre","Técnicos y Profesionales de Nivel Medio","Santiago",60400,160950,267750,250000,348890,347687,395000,626200,550290,547000,665000,540000
"1033","Hombre","Trabajadores Agropecuarios y Pesqueros","Santiago",48320,26825,NA,241800,245980,292160,364821,NA,335290,NA,180000,257000
"1034","Hombre","Trabajadores de Artes Mecánicas y Otros","Santiago",46618,107104,112492,160000,175950,182984,2e+05,181800,308100,328420,350000,350000
"1035","Hombre","Trabajadores de Servicios y Vendedores","Santiago",57380,58710,211820,180000,179716,160000,190000,181800,254150,229740,3e+05,323580
"1036","Hombre","Trabajadores No Calificados","Santiago",94218,58906,77112,120000,140560,150000,120000,202000,205400,218800,250000,3e+05
"1037","Hombre","Empleados de Oficina","Sierra Gorda",51340,214600,160650,3e+05,296180,176000,250000,194930,414375,601700,NA,2e+05
"1038","Hombre","Fuerzas Armadas","Sierra Gorda",132880,101935,NA,NA,150600,NA,NA,NA,NA,NA,NA,NA
"1039","Hombre","Profesionales, Científicos e Intelectuales","Sierra Gorda",89996,107940,203490,279560,356420,320000,370000,933372,320450,NA,NA,NA
"1040","Hombre","Técnicos y Profesionales de Nivel Medio","Sierra Gorda",35640,129973,169754,222000,NA,365200,3e+05,436320,552500,NA,5e+05,NA
"1041","Hombre","Trabajadores Agropecuarios y Pesqueros","Sierra Gorda",66440,91845,48195,NA,NA,NA,120000,191900,259675,NA,NA,NA
"1042","Hombre","Trabajadores de Artes Mecánicas y Otros","Sierra Gorda",71876,85840,114597,175000,251000,161000,220000,310575,276250,437600,325000,350000
"1043","Hombre","Trabajadores de Servicios y Vendedores","Sierra Gorda",75500,127205,99580,218680,156400,2e+05,175000,196950,221000,NA,150000,650000
"1044","Hombre","Empleados de Oficina","Talagante",38656,56332,176715,84500,200800,165000,190000,202000,276250,437600,3e+05,475000
"1045","Hombre","Fuerzas Armadas","Talagante",78520,1056905,128520,NA,NA,NA,NA,419150,NA,NA,NA,396000
"1046","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Talagante",1087200,361375,340425,630170,7268344,547800,1580800,2610847,497250,1060500,1e+06,8e+05
"1047","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Talagante",75500,59015,91946,110000,135540,145000,197600,202000,243100,218800,263342,390000
"1048","Hombre","Profesionales, Científicos e Intelectuales","Talagante",102826,97850,198135,168977,401600,619550,994000,505000,580125,1476900,1639750,4e+06
"1049","Hombre","Técnicos y Profesionales de Nivel Medio","Talagante",60090,182410,214200,230000,391000,359340,4e+05,351014,450836,437600,511117,650000
"1050","Hombre","Trabajadores Agropecuarios y Pesqueros","Talagante",36240,80475,64260,82000,118890,120000,150000,204850,242233,251620,210000,241000
"1051","Hombre","Trabajadores de Artes Mecánicas y Otros","Talagante",43488,75110,128520,90000,188110,180000,150000,202000,248072,218800,290000,3e+05
"1052","Hombre","Trabajadores de Servicios y Vendedores","Talagante",42280,91940,72292,128000,145580,148040,150000,191900,215475,240680,355000,245500
"1053","Hombre","Trabajadores No Calificados","Talagante",241600,54186,74434,70000,110115,120000,120000,137335,182325,225508,210000,241000
"1054","Hombre","Empleados de Oficina","Talca",32918,128760,124780,167000,140560,180000,160000,156550,265200,284440,280000,3e+05
"1055","Hombre","Fuerzas Armadas","Talca",120800,107300,160650,NA,NA,432500,190000,398950,NA,656400,NA,NA
"1056","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Talca",269300,303335,226950,663975,420325,573900,261820,335920,994500,513500,350000,4e+05
"1057","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Talca",87580,43456,74970,1e+05,130520,180000,150000,252500,209960,295380,290000,3e+05
"1058","Hombre","Profesionales, Científicos e Intelectuales","Talca",68101,321900,257040,510750,401600,399000,455000,484800,884000,683750,9e+05,8e+05
"1059","Hombre","Técnicos y Profesionales de Nivel Medio","Talca",59400,150220,198135,2e+05,223390,273900,250000,303000,298350,504881,470000,520000
"1060","Hombre","Trabajadores Agropecuarios y Pesqueros","Talca",36240,48605,55692,70000,97750,80000,118560,197600,221000,199108,210000,265000
"1061","Hombre","Trabajadores de Artes Mecánicas y Otros","Talca",42280,58710,74970,114000,145580,146080,120000,151500,232050,273500,253421,250000
"1062","Hombre","Trabajadores de Servicios y Vendedores","Talca",36240,75110,64260,1e+05,120480,182600,120000,136350,232050,218800,232500,260000
"1063","Hombre","Empleados de Oficina","Talcahuano",31408,85840,107100,140000,200800,250000,2e+05,212100,243100,229740,3e+05,450000
"1064","Hombre","Fuerzas Armadas","Talcahuano",120800,128760,102816,180000,200800,280000,NA,338350,NA,1094000,5e+05,550000
"1065","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Talcahuano",396000,489250,264775,408600,488750,456500,592800,543400,497250,564850,325000,334102
"1066","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Talcahuano",96640,75110,107100,119247,150600,180000,160000,222200,276250,289910,330000,350000
"1067","Hombre","Profesionales, Científicos e Intelectuales","Talcahuano",96640,210378,224910,3e+05,602400,390000,443000,454500,552500,765800,7e+05,615000
"1068","Hombre","Técnicos y Profesionales de Nivel Medio","Talcahuano",48320,160950,151300,2e+05,269072,277820,310000,345356,353600,437600,5e+05,433504
"1069","Hombre","Trabajadores Agropecuarios y Pesqueros","Talcahuano",44696,58710,128520,130376,110440,67562,69640,101000,153985,205400,205000,241000
"1070","Hombre","Trabajadores de Artes Mecánicas y Otros","Talcahuano",48910,64380,105910,150000,140560,170000,165000,199800,254150,382900,3e+05,310000
"1071","Hombre","Trabajadores de Servicios y Vendedores","Talcahuano",63420,75110,74970,120000,95380,135000,145000,190890,221000,218800,250000,240000
"1072","Hombre","Trabajadores No Calificados","Talcahuano",40468,41525,55692,68000,90360,115000,111750,136350,176800,212100,210000,245523
"1073","Hombre","Empleados de Oficina","Temuco",42280,93888,101745,120000,150600,160000,2e+05,262600,221000,328200,250000,335000
"1074","Hombre","Fuerzas Armadas","Temuco",96640,85840,471240,195000,496980,NA,NA,NA,439092,45948,NA,120000
"1075","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Temuco",613800,391400,226950,711393,692200,438240,8e+05,494000,263398,653469,6e+05,740000
"1076","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Temuco",60400,61545,107100,120000,154109,130000,150000,202000,276250,322730,250000,325000
"1077","Hombre","Profesionales, Científicos e Intelectuales","Temuco",60400,128760,192780,3e+05,301200,565000,397600,696900,844619,875200,803883,775000
"1078","Hombre","Técnicos y Profesionales de Nivel Medio","Temuco",55440,144855,194735,320000,270076,250000,188800,237120,497250,399310,4e+05,4e+05
"1079","Hombre","Trabajadores Agropecuarios y Pesqueros","Temuco",31408,48925,75650,71637,87432,1e+05,93860,138320,182325,196920,140000,240500
"1080","Hombre","Trabajadores de Artes Mecánicas y Otros","Temuco",43029,64380,85680,95000,117300,146080,152500,136350,221000,218800,210000,250000
"1081","Hombre","Trabajadores de Servicios y Vendedores","Temuco",36240,96570,85680,121290,95380,110000,177840,202000,184895,235210,250000,276042
"1082","Hombre","Empleados de Oficina","Teno",31408,NA,85680,129000,175700,104000,120000,303000,198348,273500,342402,416548
"1083","Hombre","Profesionales, Científicos e Intelectuales","Teno",39600,NA,160650,3e+05,240960,NA,340000,NA,718250,203484,8e+05,3e+05
"1084","Hombre","Trabajadores Agropecuarios y Pesqueros","Teno",30804,163083,75650,81720,110604,1e+05,103290,151500,183982,199108,210000,241000
"1085","Hombre","Empleados de Oficina","Teodoro Schmidt",33824,40774,NA,NA,NA,NA,126974,323200,181220,NA,7e+05,3e+05
"1086","Hombre","Fuerzas Armadas","Teodoro Schmidt",96040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1087","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Teodoro Schmidt",84560,41847,NA,NA,75300,1e+05,126500,161600,198900,184860,220000,340000
"1088","Hombre","Profesionales, Científicos e Intelectuales","Teodoro Schmidt",49500,193140,NA,NA,NA,146780,NA,555500,375700,813936,NA,905000
"1089","Hombre","Técnicos y Profesionales de Nivel Medio","Teodoro Schmidt",49500,65185,NA,NA,NA,150000,357600,NA,308100,1232400,NA,250000
"1090","Hombre","Trabajadores Agropecuarios y Pesqueros","Teodoro Schmidt",18120,81542,NA,81720,78200,54780,88920,116349,102700,143780,1e+05,153000
"1091","Hombre","Trabajadores de Artes Mecánicas y Otros","Teodoro Schmidt",31287,39140,NA,81720,58650,1e+05,130000,166650,174038,306320,250000,275000
"1092","Hombre","Trabajadores de Servicios y Vendedores","Teodoro Schmidt",32616,69745,NA,102150,NA,120000,110000,101000,302088,273500,1e+05,175000
"1093","Hombre","Empleados de Oficina","Tierra Amarilla",42280,69745,99068,109000,150600,190000,257500,184325,209950,404780,4e+05,425000
"1094","Hombre","Fuerzas Armadas","Tierra Amarilla",25368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1095","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Tierra Amarilla",241600,293550,151300,612900,293250,795000,79040,1547900,773500,349180,380000,297500
"1096","Hombre","Profesionales, Científicos e Intelectuales","Tierra Amarilla",68455,214600,160650,380000,502000,328680,8e+05,909000,NA,382900,850000,8e+05
"1097","Hombre","Técnicos y Profesionales de Nivel Medio","Tierra Amarilla",49500,100981,187425,2043000,180720,571500,3e+05,592800,419900,601700,NA,465000
"1098","Hombre","Trabajadores Agropecuarios y Pesqueros","Tierra Amarilla",48320,78280,64260,190000,223250,120000,120000,187355,198900,199655,3e+05,320000
"1099","Hombre","Trabajadores de Artes Mecánicas y Otros","Tierra Amarilla",72480,91205,107100,117000,150600,150000,2e+05,214120,235918,437600,450000,4e+05
"1100","Hombre","Trabajadores de Servicios y Vendedores","Tierra Amarilla",48320,85840,80325,388170,110440,130340,212500,146450,326950,406968,150000,1e+05
"1101","Hombre","Empleados de Oficina","Tiltil",57984,NA,235620,NA,200800,186924,194411,252500,308932,311790,NA,440000
"1102","Hombre","Fuerzas Armadas","Tiltil",75500,NA,133875,NA,180720,NA,NA,271283,NA,NA,NA,NA
"1103","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Tiltil",92412,206972,151300,NA,391000,273900,741000,444600,748349,821600,450485,5e+05
"1104","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Tiltil",54360,126227,107100,NA,177206,180000,160000,202000,308100,382900,350000,4e+05
"1105","Hombre","Profesionales, Científicos e Intelectuales","Tiltil",71876,NA,139230,NA,230920,350000,6e+05,707000,976872,NA,3e+05,712500
"1106","Hombre","Técnicos y Profesionales de Nivel Medio","Tiltil",49866,134125,226950,NA,190760,175000,298200,419360,487625,492300,1150000,4e+05
"1107","Hombre","Trabajadores Agropecuarios y Pesqueros","Tiltil",39864,78280,60784,NA,120480,109560,160000,187591,221000,698250,260000,240000
"1108","Hombre","Trabajadores de Artes Mecánicas y Otros","Tiltil",49528,72964,139230,NA,120480,150000,197600,191900,308100,328420,3e+05,450000
"1109","Hombre","Trabajadores de Servicios y Vendedores","Tiltil",54360,126092,74970,NA,120480,2e+05,178920,252500,243100,694350,230000,307500
"1110","Hombre","Empleados de Oficina","Tocopilla",36240,64380,192780,250000,251000,242500,245000,202000,276250,202254,3e+05,5e+05
"1111","Hombre","Fuerzas Armadas","Tocopilla",56880,144855,NA,120000,219876,NA,NA,NA,497250,492300,NA,NA
"1112","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Tocopilla",54360,123304,127449,171612,251000,219120,262039,252500,386750,459480,394562,5e+05
"1113","Hombre","Profesionales, Científicos e Intelectuales","Tocopilla",54360,187775,141372,4e+05,291160,3e+05,6e+05,535300,884000,929900,1250000,8e+05
"1114","Hombre","Técnicos y Profesionales de Nivel Medio","Tocopilla",72480,214600,235620,155000,218760,307500,335920,373700,476270,459480,300100,5e+05
"1115","Hombre","Trabajadores Agropecuarios y Pesqueros","Tocopilla",60400,90900,78676,163440,117300,182600,155023,237120,308100,451880,180000,155000
"1116","Hombre","Trabajadores de Artes Mecánicas y Otros","Tocopilla",42570,100981,102816,150000,160640,161000,185918,229660,308100,437600,450000,3e+05
"1117","Hombre","Trabajadores de Servicios y Vendedores","Tocopilla",62212,75110,74970,163440,100400,147170,191836,282800,232050,470420,451573,4e+05
"1118","Hombre","Empleados de Oficina","Toltén",31408,53650,42364,NA,NA,145000,180000,NA,198900,NA,185000,6e+05
"1119","Hombre","Fuerzas Armadas","Toltén",90600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1120","Hombre","Profesionales, Científicos e Intelectuales","Toltén",49500,139490,NA,NA,NA,297906,421400,505000,287300,393840,880000,740000
"1121","Hombre","Técnicos y Profesionales de Nivel Medio","Toltén",78210,85840,NA,NA,NA,182600,180000,136350,276250,317260,2e+05,280000
"1122","Hombre","Trabajadores Agropecuarios y Pesqueros","Toltén",16970,58221,27738,NA,NA,80000,79040,79040,132600,184860,1e+05,80000
"1123","Hombre","Trabajadores de Artes Mecánicas y Otros","Toltén",35504,60600,75650,NA,NA,100500,94400,131300,205400,287560,280000,275000
"1124","Hombre","Trabajadores de Servicios y Vendedores","Toltén",39864,58710,53550,NA,NA,100250,117500,165640,204132,575120,210000,260000
"1125","Hombre","Empleados de Oficina","Tomé",42280,64380,101745,150000,200800,1e+05,218000,111100,265041,266871,270000,4e+05
"1126","Hombre","Fuerzas Armadas","Tomé",96640,85840,192780,165000,220880,211500,NA,NA,NA,NA,680000,490000
"1127","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Tomé",78520,53650,74970,120000,130520,140000,178920,171700,212160,246150,3e+05,350000
"1128","Hombre","Profesionales, Científicos e Intelectuales","Tomé",60400,91205,160650,2e+05,301200,380000,310000,404000,481650,724708,5e+05,775000
"1129","Hombre","Técnicos y Profesionales de Nivel Medio","Tomé",49500,214600,95319,150000,251000,2e+05,220000,176750,369285,201160,250000,375000
"1130","Hombre","Trabajadores Agropecuarios y Pesqueros","Tomé",42280,74037,61582,57750,90360,82500,1e+05,101000,97565,109400,150000,160000
"1131","Hombre","Trabajadores de Artes Mecánicas y Otros","Tomé",39128,64380,96390,91935,117300,109560,150000,151500,205400,201296,220000,241000
"1132","Hombre","Trabajadores de Servicios y Vendedores","Tomé",42280,67062,80325,89062,120480,140000,155000,160060,202150,199776,210000,365000
"1133","Hombre","Trabajadores No Calificados","Tomé",72480,41418,64260,80000,84838,85000,115000,111100,182325,196920,2e+05,243000
"1134","Hombre","Empleados de Oficina","Traiguén",28388,48285,56228,82500,261040,190000,240000,122210,NA,NA,550000,330000
"1135","Hombre","Fuerzas Armadas","Traiguén",96640,103008,NA,320000,281120,NA,NA,101000,NA,NA,50000,NA
"1136","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Traiguén",60400,40774,76041,84370,87097,105850,120000,144910,272805,273500,230000,245500
"1137","Hombre","Profesionales, Científicos e Intelectuales","Traiguén",108720,109446,149940,180000,256020,342000,8e+05,510050,486200,576130,730000,880000
"1138","Hombre","Técnicos y Profesionales de Nivel Medio","Traiguén",59400,81870,535500,85000,200800,213906,150000,222200,552500,295380,8e+05,345000
"1139","Hombre","Trabajadores Agropecuarios y Pesqueros","Traiguén",36240,96570,75650,163440,58650,80000,1e+05,124735,168512,109400,129500,2e+05
"1140","Hombre","Trabajadores de Artes Mecánicas y Otros","Traiguén",42280,49894,64260,70500,80320,104780,1e+05,149985,176800,196920,180000,2e+05
"1141","Hombre","Trabajadores de Servicios y Vendedores","Traiguén",36240,38628,53550,76000,141564,119500,102500,160345,184895,143314,215000,240500
"1142","Hombre","Empleados de Oficina","Valdivia",36240,69745,117810,135997,170680,303000,170000,249420,453050,225940,250000,375000
"1143","Hombre","Fuerzas Armadas","Valdivia",92412,57942,267750,162935,145580,235000,NA,505000,NA,984600,5e+05,4e+05
"1144","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Valdivia",236591,185051,302600,396925,198150,485000,592800,452120,1232400,821600,5e+05,6e+05
"1145","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Valdivia",60400,85840,74970,107081,140560,165000,179816,189700,204425,273500,250000,330000
"1146","Hombre","Profesionales, Científicos e Intelectuales","Valdivia",66220,128761,214200,250000,586500,4e+05,8e+05,707000,426400,765800,8e+05,7e+05
"1147","Hombre","Técnicos y Profesionales de Nivel Medio","Valdivia",59400,87986,181560,240500,180720,325000,260000,570650,442000,437600,4e+05,5e+05
"1148","Hombre","Trabajadores Agropecuarios y Pesqueros","Valdivia",36240,58710,50862,75000,80605,105780,130000,205277,164320,207860,164000,241000
"1149","Hombre","Trabajadores de Artes Mecánicas y Otros","Valdivia",42425,64380,75310,91566,105420,112280,178920,171700,215475,243580,212000,260000
"1150","Hombre","Trabajadores de Servicios y Vendedores","Valdivia",60400,58750,64260,204300,100400,146080,150000,136350,182325,218800,210000,3e+05
"1151","Hombre","Empleados de Oficina","Vallenar",31408,128760,235620,189200,180720,265000,130909,181800,331500,273500,315000,350000
"1152","Hombre","Fuerzas Armadas","Vallenar",157040,NA,NA,186000,NA,NA,115000,NA,NA,NA,NA,NA
"1153","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Vallenar",594000,195700,168358,450000,234600,365200,395200,355680,497250,513500,5e+05,5e+05
"1154","Hombre","Profesionales, Científicos e Intelectuales","Vallenar",78520,375550,428400,250000,371480,340000,9e+05,777700,1215500,793150,7e+05,630000
"1155","Hombre","Técnicos y Profesionales de Nivel Medio","Vallenar",89600,54186,214200,320000,150600,2e+05,212000,252500,607750,492300,450000,7e+05
"1156","Hombre","Trabajadores Agropecuarios y Pesqueros","Vallenar",50736,41418,57298,137902,117300,176189,138320,232300,NA,232640,205000,250000
"1157","Hombre","Trabajadores de Artes Mecánicas y Otros","Vallenar",57984,82060,105910,115182,150600,143040,205000,181800,309400,339140,320000,350000
"1158","Hombre","Trabajadores de Servicios y Vendedores","Vallenar",53152,42920,99603,132795,110440,128000,115000,180790,180115,306320,210000,365000
"1159","Hombre","Empleados de Oficina","Valparaíso",31408,90132,115750,193206,125500,180000,250000,182611,221000,268030,290000,4e+05
"1160","Hombre","Fuerzas Armadas","Valparaíso",84560,85840,123165,130000,170680,130000,NA,404000,414375,1148700,350000,665000
"1161","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Valparaíso",495000,489250,279905,408600,391000,301290,395200,592800,994500,513500,350000,350000
"1162","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Valparaíso",72480,76695,149940,158000,159524,182300,150000,202000,276250,328200,3e+05,322500
"1163","Hombre","Profesionales, Científicos e Intelectuales","Valparaíso",79728,203870,176715,5e+05,281120,380000,4e+05,585800,994500,672810,6e+05,8e+05
"1164","Hombre","Técnicos y Profesionales de Nivel Medio","Valparaíso",59400,156560,166005,140000,238409,234560,355680,267650,386750,328200,4e+05,4e+05
"1165","Hombre","Trabajadores Agropecuarios y Pesqueros","Valparaíso",42280,88065,60520,122580,186218,84000,122512,237120,176800,218800,165000,240000
"1166","Hombre","Trabajadores de Artes Mecánicas y Otros","Valparaíso",39600,76695,99068,110000,145580,123005,158080,199800,242057,273500,250000,250000
"1167","Hombre","Trabajadores de Servicios y Vendedores","Valparaíso",36240,58710,89903,110000,140560,150000,140000,161600,206018,218800,210000,250000
"1168","Hombre","Trabajadores No Calificados","Valparaíso",83457,42920,75650,80000,90360,102500,140000,140390,187850,199108,210000,240000
"1169","Hombre","Empleados de Oficina","Victoria",31408,104618,192780,NA,155620,130170,220000,131805,367412,198014,460000,350000
"1170","Hombre","Fuerzas Armadas","Victoria",77312,96570,128520,2e+05,240960,305000,3e+05,NA,NA,NA,630000,6e+05
"1171","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Victoria",39600,34336,378250,918370,200800,164340,207480,1976000,513500,369720,340000,125000
"1172","Hombre","Profesionales, Científicos e Intelectuales","Victoria",54616,87450,NA,572320,930230,291300,582066,454500,1577594,492300,585000,960000
"1173","Hombre","Trabajadores Agropecuarios y Pesqueros","Victoria",31408,58710,58905,68500,120480,88650,1e+05,133825,164320,127260,1e+05,2e+05
"1174","Hombre","Trabajadores de Servicios y Vendedores","Victoria",31408,42920,51110,80000,80822,1e+05,150000,136350,211542,218800,3e+05,250000
"1175","Hombre","Empleados de Oficina","Villa Alegre",39600,51504,NA,NA,NA,150000,111000,242400,254150,121716,220000,240000
"1176","Hombre","Fuerzas Armadas","Villa Alegre",355040,85840,185283,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1177","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Villa Alegre",594000,128184,162732,342450,NA,365200,691600,261941,NA,NA,1075000,7e+05
"1178","Hombre","Profesionales, Científicos e Intelectuales","Villa Alegre",39600,107300,298935,NA,415190,5e+05,380000,NA,442000,410800,NA,5e+05
"1179","Hombre","Técnicos y Profesionales de Nivel Medio","Villa Alegre",33810,80475,148334,120000,NA,105250,85000,353500,201662,646350,406859,625000
"1180","Hombre","Trabajadores Agropecuarios y Pesqueros","Villa Alegre",31408,32617,53550,65500,122314,90250,1e+05,136350,187850,199108,205000,250000
"1181","Hombre","Trabajadores de Artes Mecánicas y Otros","Villa Alegre",53152,39594,53550,84000,163275,120000,135466,131805,165750,207860,195000,280000
"1182","Hombre","Trabajadores de Servicios y Vendedores","Villa Alegre",37920,NA,83215,214650,108108,109560,250000,141400,303875,503240,255000,327500
"1183","Hombre","Fuerzas Armadas","Villa Alemana",78520,96570,101745,NA,160640,219140,3e+05,343400,386750,407802,5e+05,750000
"1184","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Villa Alemana",297000,332690,453900,715050,782000,522375,494000,464600,1188525,373146,425000,475000
"1185","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Villa Alemana",105700,160950,128520,145000,160640,195000,165000,202000,331500,248885,260282,3e+05
"1186","Hombre","Profesionales, Científicos e Intelectuales","Villa Alemana",84560,209235,535500,4e+05,522011,5e+05,502154,468135,610584,984600,677857,1e+06
"1187","Hombre","Técnicos y Profesionales de Nivel Medio","Villa Alemana",33824,214600,160650,352500,287185,310520,290000,217150,529295,547000,460000,5e+05
"1188","Hombre","Trabajadores Agropecuarios y Pesqueros","Villa Alemana",108720,192442,15130,133332,140560,190560,155389,269620,308100,247791,2e+05,310000
"1189","Hombre","Trabajadores de Artes Mecánicas y Otros","Villa Alemana",59400,68966,119425,137306,150600,160000,180000,181800,267020,308100,3e+05,350000
"1190","Hombre","Trabajadores de Servicios y Vendedores","Villa Alemana",60400,109170,107100,171530,148960,2e+05,142500,217360,223762,218800,3e+05,250000
"1191","Hombre","Trabajadores No Calificados","Villa Alemana",129860,42920,85680,89098,100400,120000,121337,137360,176800,199108,220000,250000
"1192","Hombre","Empleados de Oficina","Villarrica",39600,91205,117810,85100,117970,185000,4e+05,252500,418080,199108,3e+05,245000
"1193","Hombre","Fuerzas Armadas","Villarrica",86830,NA,160650,1e+05,451800,385000,NA,NA,44200,NA,NA,NA
"1194","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Villarrica",396000,391400,287470,354300,267370,182600,592800,321100,410800,369720,250000,850000
"1195","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Villarrica",82144,75110,64260,122580,120480,143040,197600,202000,369720,236304,210000,3e+05
"1196","Hombre","Profesionales, Científicos e Intelectuales","Villarrica",60400,88522,145265,186820,307000,3e+05,450000,393900,679575,1094000,6e+05,8e+05
"1197","Hombre","Técnicos y Profesionales de Nivel Medio","Villarrica",48320,112665,267750,80860,152705,240000,238200,303000,221000,344610,488320,485000
"1198","Hombre","Trabajadores Agropecuarios y Pesqueros","Villarrica",31408,NA,91035,95896,94188,91300,102216,98800,165750,202254,210000,241000
"1199","Hombre","Trabajadores de Artes Mecánicas y Otros","Villarrica",38656,83050,62390,81720,103412,127820,163040,136350,248100,273500,210000,250000
"1200","Hombre","Trabajadores de Servicios y Vendedores","Villarrica",123750,156560,76041,106182,100400,1e+05,149000,151500,205400,199108,210000,250000
"1201","Hombre","Empleados de Oficina","Viña del Mar",33220,85840,128520,145000,150600,2e+05,217299,166650,203156,311790,231357,360000
"1202","Hombre","Fuerzas Armadas","Viña del Mar",181200,100326,96390,167244,225053,280000,352247,272700,508300,426660,440000,8e+05
"1203","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Viña del Mar",495000,440325,642600,1225800,402420,620840,4e+05,808000,552500,663650,1e+06,1100000
"1204","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Viña del Mar",96640,84996,112455,166690,160640,2e+05,218500,202000,248976,317260,3e+05,374122
"1205","Hombre","Profesionales, Científicos e Intelectuales","Viña del Mar",90600,236060,348075,5e+05,426700,646450,504309,505000,955500,984600,1e+06,852657
"1206","Hombre","Técnicos y Profesionales de Nivel Medio","Viña del Mar",59400,166315,160650,355073,278747,250000,209918,202000,398775,328200,480000,533005
"1207","Hombre","Trabajadores Agropecuarios y Pesqueros","Viña del Mar",47702,223098,NA,141720,90360,99780,161000,151500,151938,207661,204500,337500
"1208","Hombre","Trabajadores de Artes Mecánicas y Otros","Viña del Mar",42280,75110,128520,102150,158520,2e+05,197600,181800,269161,259004,290000,3e+05
"1209","Hombre","Trabajadores de Servicios y Vendedores","Viña del Mar",54004,64380,85680,1e+05,150600,150000,150000,151500,221000,257090,240000,285346
