"","sexo","oficio","comuna","1990","1992","1994","1996","1998","2000","2003","2006","2009","2011","2013","2015"
"437","Hombre","Técnicos y Profesionales de Nivel Medio","La Unión",138600,193140,144585,183000,401600,8e+05,150000,606000,309400,433064,420000,5e+05
"438","Hombre","Trabajadores Agropecuarios y Pesqueros","La Unión",31408,223598,NA,74313,76806,110000,192227,80800,284280,235375,210000,2e+05
"439","Hombre","Trabajadores de Artes Mecánicas y Otros","La Unión",50736,58862,91035,78438,91113,115000,139954,141400,199114,218800,210000,241000
"440","Hombre","Trabajadores de Servicios y Vendedores","La Unión",32616,170918,77648,150000,101906,1e+05,140000,138875,215475,213330,210000,256000
"441","Hombre","Empleados de Oficina","Lampa",32148,NA,139230,NA,240113,140000,204300,171700,353600,240680,330000,5e+05
"442","Hombre","Fuerzas Armadas","Lampa",46980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Lampa",118800,71994,59259,NA,478975,346940,395200,296400,722475,462150,350000,6e+05
"444","Hombre","Profesionales, Científicos e Intelectuales","Lampa",40940,91205,192780,NA,371200,3e+05,410000,505000,497250,1586300,8e+05,1e+06
"445","Hombre","Técnicos y Profesionales de Nivel Medio","Lampa",92070,72842,208845,NA,145580,2e+05,210000,146450,276250,616200,4e+05,550000
"446","Hombre","Trabajadores Agropecuarios y Pesqueros","Lampa",36240,92790,75650,NA,155620,120000,158080,179600,270725,199108,210000,250000
"447","Hombre","Trabajadores de Artes Mecánicas y Otros","Lampa",54300,64380,107100,NA,153500,140000,156390,181800,231267,328200,325000,310000
"448","Hombre","Trabajadores de Servicios y Vendedores","Lampa",41555,48285,75650,NA,140560,115000,130000,174613,193375,181714,225000,275000
"449","Hombre","Empleados de Oficina","Las Condes",79200,160950,162792,2e+05,326300,205264,408910,267650,1657500,382900,450000,378853
"450","Hombre","Fuerzas Armadas","Las Condes",241600,403895,428400,4e+05,1104400,266576,506000,252500,NA,1645413,1500000,1800000
"451","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Las Condes",422800,978500,699550,1617200,1727170,1826000,1988000,1515000,2021500,2054000,2800000,3e+06
"452","Hombre","Profesionales, Científicos e Intelectuales","Las Condes",181200,643800,635662,1e+06,903600,1196262,1023734,1212000,1326000,1561105,1500000,1500000
"453","Hombre","Técnicos y Profesionales de Nivel Medio","Las Condes",241600,304046,278460,656450,502000,523900,7e+05,808000,552500,1055030,850000,940515
"454","Hombre","Trabajadores Agropecuarios y Pesqueros","Las Condes",66780,53650,64260,156398,276350,NA,229216,296400,265200,410800,365000,240500
"455","Hombre","Trabajadores de Artes Mecánicas y Otros","Las Condes",54420,84151,267750,163440,145580,307600,150000,395200,331500,516050,327584,375000
"456","Hombre","Empleados de Oficina","Lebu",66440,112340,97461,160500,185740,234500,165040,NA,NA,820500,236000,350000
"457","Hombre","Fuerzas Armadas","Lebu",48320,80475,NA,NA,291160,NA,NA,NA,NA,NA,NA,NA
"458","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Lebu",72480,75110,65331,90000,100400,127820,150000,151500,211055,288775,240000,3e+05
"459","Hombre","Profesionales, Científicos e Intelectuales","Lebu",54360,160950,160650,185000,281120,315000,2e+05,484800,580125,519650,650000,8e+05
"460","Hombre","Técnicos y Profesionales de Nivel Medio","Lebu",39600,39140,94248,250000,132890,160000,595800,227740,174038,547000,250000,350000
"461","Hombre","Trabajadores Agropecuarios y Pesqueros","Lebu",31408,75051,53550,91935,80571,1e+05,1e+05,98800,163378,143780,150000,2e+05
"462","Hombre","Trabajadores de Artes Mecánicas y Otros","Lebu",35032,53650,77988,98032,110440,105780,150000,111100,186355,199108,2e+05,250000
"463","Hombre","Trabajadores de Servicios y Vendedores","Lebu",45300,63602,117810,1e+05,60240,110000,2e+05,204525,198900,199108,320000,440000
"464","Hombre","Empleados de Oficina","Linares",32374,57942,87822,120000,160640,147500,132362,137360,248625,199928,215000,241000
"465","Hombre","Fuerzas Armadas","Linares",60400,134125,96390,340000,208330,222800,470000,150490,663000,NA,375000,1200000
"466","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Linares",478200,383475,302600,265590,532120,730400,988000,797000,718900,410800,850000,325000
"467","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Linares",90600,85840,117810,125000,108850,120000,137500,144682,176800,223754,3e+05,280000
"468","Hombre","Profesionales, Científicos e Intelectuales","Linares",48320,128760,302600,180000,281120,3e+05,405000,303000,535676,464950,640000,741021
"469","Hombre","Técnicos y Profesionales de Nivel Medio","Linares",44696,128760,69615,2e+05,256758,235000,230000,296400,270725,492300,4e+05,469296
"470","Hombre","Trabajadores Agropecuarios y Pesqueros","Linares",31408,185915,64260,64000,102087,102000,101900,128918,165750,175040,170000,180000
"471","Hombre","Trabajadores de Artes Mecánicas y Otros","Linares",47520,64380,121040,75000,117300,1e+05,158176,161860,205400,205270,212183,243000
"472","Hombre","Trabajadores de Servicios y Vendedores","Linares",36240,40774,98345,70000,125120,128910,150000,171700,200379,199108,210000,240500
"473","Hombre","Empleados de Oficina","Llanquihue",34307,75110,160650,NA,NA,NA,150000,199475,176800,306320,320000,280000
"474","Hombre","Fuerzas Armadas","Llanquihue",72480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Llanquihue",60400,64380,85680,NA,NA,NA,160000,151500,198900,202390,250000,250000
"476","Hombre","Profesionales, Científicos e Intelectuales","Llanquihue",96640,85840,385560,NA,NA,NA,553678,398950,629807,656400,7e+05,1100000
"477","Hombre","Técnicos y Profesionales de Nivel Medio","Llanquihue",34428,65453,NA,NA,NA,NA,350000,120166,221000,328200,5e+05,391123
"478","Hombre","Trabajadores Agropecuarios y Pesqueros","Llanquihue",106425,57942,42840,NA,NA,NA,158080,151500,281775,202390,180000,250000
"479","Hombre","Trabajadores de Artes Mecánicas y Otros","Llanquihue",45300,62234,68544,NA,NA,NA,120000,148975,209950,299756,235000,241000
"480","Hombre","Trabajadores de Servicios y Vendedores","Llanquihue",55568,86480,54889,NA,NA,NA,133000,137612,202150,199108,210000,5e+05
"481","Hombre","Empleados de Oficina","Lo Prado",42280,75110,160650,150000,175700,158168,174166,209070,271570,273500,3e+05,4e+05
"482","Hombre","Fuerzas Armadas","Lo Prado",60400,371667,NA,114000,210840,150000,NA,NA,348815,NA,NA,NA
"483","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Lo Prado",41676,80475,144585,141696,155620,160000,160000,252500,331500,328200,280000,410000
"484","Hombre","Profesionales, Científicos e Intelectuales","Lo Prado",48320,219965,240975,128500,586500,350000,350000,606000,563550,547000,850000,881786
"485","Hombre","Técnicos y Profesionales de Nivel Medio","Lo Prado",59400,150220,160650,2e+05,200800,2e+05,197600,266563,497250,65640,350009,437500
"486","Hombre","Trabajadores Agropecuarios y Pesqueros","Lo Prado",51944,96265,60520,817200,95380,105650,120000,237120,182325,240680,137674,241000
"487","Hombre","Trabajadores de Artes Mecánicas y Otros","Lo Prado",54360,64380,128520,140000,169676,168000,150000,202000,295174,308100,3e+05,350000
"488","Hombre","Trabajadores de Servicios y Vendedores","Lo Prado",41555,78280,132345,131513,156400,178718,180000,171069,243100,227662,254545,275500
"489","Hombre","Empleados de Oficina","Longaví",74250,32190,NA,1e+05,NA,1e+05,160000,242400,386750,NA,3e+05,NA
"490","Hombre","Fuerzas Armadas","Longaví",84560,NA,128520,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Hombre","Profesionales, Científicos e Intelectuales","Longaví",39600,85840,139230,NA,NA,425000,375000,404000,442000,246480,NA,8e+05
"492","Hombre","Técnicos y Profesionales de Nivel Medio","Longaví",74250,102472,160650,120000,NA,150000,395200,143925,331500,228074,340000,4e+05
"493","Hombre","Trabajadores Agropecuarios y Pesqueros","Longaví",23375,48925,53550,77634,NA,149487,113139,112110,205400,303392,210000,240000
"494","Hombre","Trabajadores de Artes Mecánicas y Otros","Longaví",45540,78280,64260,229838,117300,1e+05,115648,136350,215475,218800,250000,245500
"495","Hombre","Trabajadores de Servicios y Vendedores","Longaví",36240,32726,107100,60000,75300,323640,98800,133825,221000,196920,230000,241000
"496","Hombre","Empleados de Oficina","Los Álamos",24160,64380,96390,NA,NA,48000,225000,161600,182325,NA,NA,NA
"497","Hombre","Fuerzas Armadas","Los Álamos",146168,NA,NA,NA,NA,240000,NA,NA,NA,NA,NA,NA
"498","Hombre","Profesionales, Científicos e Intelectuales","Los Álamos",50840,139490,107100,NA,NA,265000,332840,303000,442000,2054000,5e+05,7e+05
"499","Hombre","Técnicos y Profesionales de Nivel Medio","Los Álamos",31880,156560,128520,NA,NA,NA,170000,290920,187850,306320,267248,280000
"500","Hombre","Trabajadores Agropecuarios y Pesqueros","Los Álamos",41555,55796,64260,NA,NA,112500,115000,106050,132600,225940,190000,150000
"501","Hombre","Trabajadores de Artes Mecánicas y Otros","Los Álamos",36240,46139,104422,NA,NA,120000,172852,121200,194823,160818,194000,230500
"502","Hombre","Trabajadores de Servicios y Vendedores","Los Álamos",38910,74738,53550,NA,NA,1e+05,120000,144690,192249,186782,285000,399500
"503","Hombre","Empleados de Oficina","Los Andes",30200,101935,160650,138000,210840,130000,180000,242400,221000,464950,3e+05,450000
"504","Hombre","Fuerzas Armadas","Los Andes",39260,59981,101007,154000,351400,190000,NA,353500,308848,454010,460000,786162
"505","Hombre","Profesionales, Científicos e Intelectuales","Los Andes",62212,205150,455175,284066,502000,8e+05,6e+05,505000,663000,1114808,1e+06,8e+05
"506","Hombre","Técnicos y Profesionales de Nivel Medio","Los Andes",124740,182410,321300,3e+05,326537,3e+05,264455,303000,442000,437600,390000,610000
"507","Hombre","Trabajadores Agropecuarios y Pesqueros","Los Andes",72480,64380,192780,80000,90360,1e+05,135000,181800,246480,175040,210000,357618
"508","Hombre","Trabajadores de Artes Mecánicas y Otros","Los Andes",31408,78280,160650,150000,200800,170670,122500,239370,339788,448540,325000,4e+05
"509","Hombre","Trabajadores de Servicios y Vendedores","Los Andes",40336,64380,107100,145000,80822,180000,155000,232300,221000,324918,260000,250000
"510","Hombre","Trabajadores No Calificados","Los Andes",99056,59399,59976,80000,81575,105000,116812,136350,182325,207860,230978,250000
"511","Hombre","Empleados de Oficina","Los Ángeles",32616,84435,101210,180000,200800,185000,2e+05,202000,203320,273500,271428,3e+05
"512","Hombre","Fuerzas Armadas","Los Ángeles",157040,NA,NA,NA,251000,NA,NA,NA,745875,426660,350000,547916
"513","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Los Ángeles",476794,215270,302600,370000,242800,346940,533520,592800,1484600,532950,4e+05,877465
"514","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Los Ángeles",120800,64380,80325,1e+05,119476,182600,152000,181800,221000,273500,295000,3e+05
"515","Hombre","Profesionales, Científicos e Intelectuales","Los Ángeles",51480,334550,267750,362000,702800,850000,367360,797000,663000,659783,755690,8e+05
"516","Hombre","Técnicos y Profesionales de Nivel Medio","Los Ángeles",48320,59015,294525,249627,321280,547800,355000,202000,375700,492300,4e+05,420000
"517","Hombre","Trabajadores Agropecuarios y Pesqueros","Los Ángeles",31686,39140,136170,149152,85340,109560,115000,127512,176800,246150,2e+05,240000
"518","Hombre","Trabajadores de Artes Mecánicas y Otros","Los Ángeles",40940,64380,67999,98036,105420,146080,145000,172528,198900,255563,248500,280000
"519","Hombre","Trabajadores de Servicios y Vendedores","Los Ángeles",50736,53650,81304,110000,95380,161735,130000,138875,223470,218800,220000,263763
"520","Hombre","Trabajadores No Calificados","Los Ángeles",48049,42920,53550,62000,80320,80000,1e+05,111100,176800,199108,210000,241000
"521","Hombre","Empleados de Oficina","Los Vilos",30200,40774,85680,NA,150600,250000,150000,282800,312162,225364,5e+05,220000
"522","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Los Vilos",118384,NA,143735,NA,371450,173470,395200,434720,198900,462150,3e+05,713571
"523","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Los Vilos",54360,56180,85680,NA,156400,2e+05,197600,227250,221000,410800,305556,5e+05
"524","Hombre","Profesionales, Científicos e Intelectuales","Los Vilos",51084,331410,142443,NA,215860,325000,3e+05,454500,755629,746770,596948,1091084
"525","Hombre","Técnicos y Profesionales de Nivel Medio","Los Vilos",29700,64380,45390,NA,200800,215000,350000,181800,616200,511572,574468,350000
"526","Hombre","Trabajadores Agropecuarios y Pesqueros","Los Vilos",33030,88065,54621,NA,156400,127820,158080,118560,225940,229740,150000,3e+05
"527","Hombre","Trabajadores de Artes Mecánicas y Otros","Los Vilos",41980,86108,90780,NA,150600,146080,160000,252500,330070,328200,3e+05,350000
"528","Hombre","Trabajadores de Servicios y Vendedores","Los Vilos",36240,42920,53870,NA,100400,120000,107000,118560,182325,202390,215000,241000
"529","Hombre","Empleados de Oficina","Lota",77312,80475,74970,150000,311240,190000,150000,136350,331500,415720,226350,350000
"530","Hombre","Fuerzas Armadas","Lota",108720,107300,NA,NA,NA,NA,225000,NA,353600,437600,NA,390000
"531","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Lota",120800,70730,62118,82000,131711,164952,152500,161600,221000,191450,250000,315000
"532","Hombre","Profesionales, Científicos e Intelectuales","Lota",75840,80475,128520,270000,261040,90500,2e+05,479750,773500,547000,7e+05,5e+05
"533","Hombre","Técnicos y Profesionales de Nivel Medio","Lota",27784,171680,83538,155000,230920,135000,180000,268960,276250,191450,357354,4e+05
"534","Hombre","Trabajadores Agropecuarios y Pesqueros","Lota",48320,91205,41608,90000,125500,103500,120000,116150,264550,322730,237500,2e+05
"535","Hombre","Trabajadores de Artes Mecánicas y Otros","Lota",51340,64380,74970,80000,120480,105000,120000,140850,221000,229740,3e+05,263764
"536","Hombre","Trabajadores de Servicios y Vendedores","Lota",31408,115963,55692,95000,99075,105000,132500,177840,168512,199108,290000,2e+05
"537","Hombre","Empleados de Oficina","Machalí",36240,64380,182070,2e+05,200800,180000,214612,151500,389722,399310,4e+05,5e+05
"538","Hombre","Fuerzas Armadas","Machalí",102680,NA,182070,NA,NA,3e+05,NA,NA,NA,NA,NA,6e+05
"539","Hombre","Profesionales, Científicos e Intelectuales","Machalí",151000,NA,696150,3e+05,1506000,8e+05,794000,592800,964072,1039300,1070464,1300000
"540","Hombre","Técnicos y Profesionales de Nivel Medio","Machalí",16006,NA,349002,136000,326300,366301,8e+05,131300,416518,492300,680000,7e+05
"541","Hombre","Trabajadores Agropecuarios y Pesqueros","Machalí",36240,91205,NA,116250,150600,120000,129500,141400,232050,207860,215000,245000
"542","Hombre","Trabajadores de Artes Mecánicas y Otros","Machalí",120800,29760,214200,120000,156400,191300,198800,202000,287300,475550,330000,350000
"543","Hombre","Trabajadores de Servicios y Vendedores","Machalí",57380,63602,112455,120000,119978,120000,162217,136350,259675,390040,310000,261000
"544","Hombre","Empleados de Oficina","Macul",42280,91205,130135,2e+05,180720,215000,220000,252500,282310,264492,5e+05,3e+05
"545","Hombre","Fuerzas Armadas","Macul",120800,99252,267750,NA,170680,250000,318500,323200,397800,437600,NA,980000
"546","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Macul",396000,278980,535500,694620,586500,547800,1185600,592800,4108000,1403128,8e+05,1250000
"547","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Macul",90600,95497,114070,163440,150600,145000,250000,230269,331500,180510,350000,350000
"548","Hombre","Profesionales, Científicos e Intelectuales","Macul",96640,254075,363680,485000,316867,535892,725000,454500,1326000,711100,950000,8e+05
"549","Hombre","Técnicos y Profesionales de Nivel Medio","Macul",72480,160950,160650,3e+05,293250,3e+05,490000,319490,420660,410250,435537,460000
"550","Hombre","Trabajadores Agropecuarios y Pesqueros","Macul",78520,71430,67902,130000,112950,123040,270799,98800,265200,246480,205000,4e+05
"551","Hombre","Trabajadores de Artes Mecánicas y Otros","Macul",53152,83118,107100,160000,195500,173470,220000,181800,260819,273500,339739,5e+05
"552","Hombre","Trabajadores de Servicios y Vendedores","Macul",60400,136990,163328,180000,150600,167500,120000,189700,224863,278970,250000,375000
"553","Hombre","Trabajadores No Calificados","Macul",198000,53650,85680,110000,117300,120000,150000,141400,211782,220696,282491,320000
"554","Hombre","Empleados de Oficina","Maipú",36240,134125,160650,160000,245980,230000,2e+05,262600,410800,328200,350000,450000
"555","Hombre","Fuerzas Armadas","Maipú",102680,160950,176715,NA,301200,350000,NA,323200,325975,984600,575000,410000
"556","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Maipú",428840,193140,302600,550000,239488,547800,691600,712706,884000,718900,8e+05,1300000
"557","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Maipú",72480,113202,166430,180000,220880,2e+05,270000,252500,350610,371960,4e+05,457500
"558","Hombre","Profesionales, Científicos e Intelectuales","Maipú",120800,158755,483990,4e+05,642560,468000,370000,404000,735240,821600,8e+05,7e+05
"559","Hombre","Técnicos y Profesionales de Nivel Medio","Maipú",51712,105154,285175,250000,301200,3e+05,360000,374790,607750,437600,550000,5e+05
"560","Hombre","Trabajadores Agropecuarios y Pesqueros","Maipú",48320,81216,65535,143010,180720,75000,141000,198392,309400,443664,210000,3e+05
"561","Hombre","Trabajadores de Artes Mecánicas y Otros","Maipú",59400,78280,151300,130000,200800,182600,2e+05,242400,309400,382900,320000,360000
"562","Hombre","Trabajadores de Servicios y Vendedores","Maipú",72480,97210,160650,131324,180720,158133,180000,202000,308100,306320,3e+05,390000
"563","Hombre","Empleados de Oficina","María Pinto",36240,NA,NA,NA,200800,2e+05,170000,454500,257716,501052,8e+05,NA
"564","Hombre","Fuerzas Armadas","María Pinto",16912,NA,NA,NA,140560,NA,NA,NA,NA,NA,NA,NA
"565","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","María Pinto",594000,NA,211573,2e+05,401600,456500,395200,592800,1049750,NA,5e+05,5e+05
"566","Hombre","Operadores y Montadores de Instalaciones y Máquinas","María Pinto",60400,59015,79254,90000,115460,125000,237120,181800,221000,2054000,290000,5e+05
"567","Hombre","Profesionales, Científicos e Intelectuales","María Pinto",72480,107300,209865,306450,426452,4e+05,250000,232300,574600,NA,250000,4e+05
"568","Hombre","Técnicos y Profesionales de Nivel Medio","María Pinto",118800,42920,123165,NA,150600,232000,235000,202000,450125,NA,1150000,5e+05
"569","Hombre","Trabajadores Agropecuarios y Pesqueros","María Pinto",33824,78280,80665,80000,118890,109560,125000,202000,221000,200202,224500,4e+05
"570","Hombre","Trabajadores de Artes Mecánicas y Otros","María Pinto",33824,48285,96390,141000,120480,148040,197600,138370,369720,437600,305000,420000
"571","Hombre","Trabajadores de Servicios y Vendedores","María Pinto",39864,66848,64260,NA,110440,101000,135000,141400,308100,NA,NA,425000
"572","Hombre","Trabajadores No Calificados","María Pinto",36240,42920,58905,60000,85340,90000,120000,136350,182325,202390,213428,264346
"573","Hombre","Empleados de Oficina","Mariquina",24160,139490,76041,NA,NA,NA,NA,136350,454155,218800,3e+05,250000
"574","Hombre","Fuerzas Armadas","Mariquina",67648,118030,136552,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Mariquina",78520,49358,75650,NA,NA,NA,135000,151500,221000,264790,250000,290000
"576","Hombre","Profesionales, Científicos e Intelectuales","Mariquina",37620,109446,160650,NA,NA,NA,4e+05,383800,663000,519650,5e+05,6e+05
"577","Hombre","Técnicos y Profesionales de Nivel Medio","Mariquina",79200,133588,74970,NA,NA,NA,325000,333300,608010,251620,325000,265000
"578","Hombre","Trabajadores Agropecuarios y Pesqueros","Mariquina",33824,78280,90780,NA,NA,NA,98800,131300,202150,196920,180000,2e+05
"579","Hombre","Trabajadores de Artes Mecánicas y Otros","Mariquina",39600,56869,74970,NA,NA,NA,149040,141400,185088,273500,210000,3e+05
"580","Hombre","Trabajadores de Servicios y Vendedores","Mariquina",35032,37555,92106,NA,NA,NA,111407,148975,224892,196920,210000,278000
"581","Hombre","Empleados de Oficina","Maullín",9664,NA,NA,97000,NA,120000,130000,141400,221000,262560,255000,250000
"582","Hombre","Fuerzas Armadas","Maullín",60400,NA,NA,NA,NA,280000,NA,206837,NA,328200,NA,NA
"583","Hombre","Profesionales, Científicos e Intelectuales","Maullín",49500,76183,161186,145000,263048,120000,485000,1387600,442000,718900,9e+05,3e+05
"584","Hombre","Técnicos y Profesionales de Nivel Medio","Maullín",49500,NA,NA,NA,301200,146080,309500,202000,246480,196920,7e+05,297000
"585","Hombre","Trabajadores Agropecuarios y Pesqueros","Maullín",36240,58710,61781,102150,97750,73040,127001,138320,205400,205400,150000,2e+05
"586","Hombre","Trabajadores de Artes Mecánicas y Otros","Maullín",36135,58710,60520,134456,138440,127820,158080,141400,143780,240680,250000,425000
"587","Hombre","Empleados de Oficina","Mejillones",24160,85840,149940,NA,203009,230000,2e+05,287850,442000,382900,4e+05,450000
"588","Hombre","Fuerzas Armadas","Mejillones",120800,75110,NA,NA,NA,419000,350000,NA,NA,196920,NA,NA
"589","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Mejillones",178200,NA,181560,715050,488750,401720,334234,790400,1129700,526900,1e+05,4e+06
"590","Hombre","Profesionales, Científicos e Intelectuales","Mejillones",120800,NA,198135,230000,488750,305016,365000,454500,773500,404780,735000,850000
"591","Hombre","Técnicos y Profesionales de Nivel Medio","Mejillones",138600,97850,128520,230000,271080,250000,335000,505000,469625,616200,NA,5e+05
"592","Hombre","Trabajadores Agropecuarios y Pesqueros","Mejillones",36240,166315,90780,132795,156400,200430,191836,306209,339560,513500,3e+05,350000
"593","Hombre","Trabajadores de Artes Mecánicas y Otros","Mejillones",60400,107300,128520,275000,225900,2e+05,197600,252500,353600,413260,3e+05,480000
"594","Hombre","Trabajadores de Servicios y Vendedores","Mejillones",72480,107635,78298,40860,140560,2e+05,130000,329340,287300,382900,5e+05,305000
"595","Hombre","Empleados de Oficina","Melipilla",42280,138417,116204,180000,281120,2e+05,220000,217150,321226,218800,260000,375000
"596","Hombre","Fuerzas Armadas","Melipilla",48910,96570,98532,130000,NA,250000,NA,NA,NA,NA,NA,NA
"597","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Melipilla",181200,293550,378250,480375,586500,4e+05,744328,503880,718900,2464800,340000,1e+06
"598","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Melipilla",60400,92278,107100,150000,140560,140500,190000,222200,296616,218800,3e+05,3e+05
"599","Hombre","Profesionales, Científicos e Intelectuales","Melipilla",48320,160950,192780,183000,220880,639927,4e+05,636300,502060,574350,950000,1e+06
"600","Hombre","Técnicos y Profesionales de Nivel Medio","Melipilla",59400,112665,144585,326630,291160,190000,414826,303000,450916,403660,325000,6e+05
"601","Hombre","Trabajadores Agropecuarios y Pesqueros","Melipilla",31408,64480,68085,98000,150600,135000,149040,154790,304986,284440,275000,380000
"602","Hombre","Trabajadores de Artes Mecánicas y Otros","Melipilla",42884,78280,85680,153225,175950,160000,180000,181800,216611,284440,250000,325000
"603","Hombre","Trabajadores de Servicios y Vendedores","Melipilla",73014,69745,75650,163440,118890,102500,120000,138370,251615,198014,210000,270500
"604","Hombre","Trabajadores No Calificados","Melipilla",31408,53650,79152,77000,84838,1e+05,120000,136350,176800,199108,210000,260000
"605","Hombre","Empleados de Oficina","Molina",31408,NA,101745,120000,124868,245000,117500,161600,182325,273500,212000,NA
"606","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Molina",78520,42920,96390,85000,100400,150000,120000,147460,221000,273500,275000,309000
"607","Hombre","Profesionales, Científicos e Intelectuales","Molina",55440,123395,323340,220000,220880,260000,5e+05,620140,442000,525120,340000,370500
"608","Hombre","Técnicos y Profesionales de Nivel Medio","Molina",69300,128760,133875,150000,215860,445000,510000,254910,392275,382900,4e+05,550000
"609","Hombre","Trabajadores Agropecuarios y Pesqueros","Molina",29596,85840,58905,71250,163806,1e+05,115000,151500,232050,199108,218750,3e+05
"610","Hombre","Trabajadores de Artes Mecánicas y Otros","Molina",33824,78280,72624,90000,115752,150000,158080,159840,182325,199108,250000,3e+05
"611","Hombre","Trabajadores de Servicios y Vendedores","Molina",21744,NA,64260,85250,115460,192500,138750,161600,179562,202254,4e+05,325000
"612","Hombre","Empleados de Oficina","Mostazal",36240,107300,NA,170000,155620,140000,280000,181800,281775,393840,255000,520000
"613","Hombre","Fuerzas Armadas","Mostazal",60400,NA,NA,NA,NA,NA,NA,NA,182325,NA,NA,NA
"614","Hombre","Profesionales, Científicos e Intelectuales","Mostazal",75840,67599,NA,116645,361440,150000,280000,398950,451880,929900,4e+05,7e+05
"615","Hombre","Técnicos y Profesionales de Nivel Medio","Mostazal",89100,160950,NA,180000,215860,358610,275000,202000,331500,343361,535000,410000
"616","Hombre","Trabajadores Agropecuarios y Pesqueros","Mostazal",36240,72428,NA,80000,98071,106500,150000,136350,193862,265460,210000,270000
"617","Hombre","Trabajadores de Artes Mecánicas y Otros","Mostazal",72480,75110,NA,106000,150600,116000,160000,194750,308100,273500,261000,330000
"618","Hombre","Trabajadores de Servicios y Vendedores","Mostazal",36300,58710,NA,124354,159333,151500,160000,131300,221000,199108,210000,330000
"619","Hombre","Empleados de Oficina","Mulchén",31408,49358,107100,160000,180720,149402,240000,328250,221000,NA,240000,241000
"620","Hombre","Fuerzas Armadas","Mulchén",59192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Mulchén",60400,64380,66172,1e+05,92870,150000,148232,181800,248625,273500,319403,3e+05
"622","Hombre","Profesionales, Científicos e Intelectuales","Mulchén",20050,224257,142331,675000,753000,520000,450000,656500,504054,1531600,7e+05,5e+05
"623","Hombre","Técnicos y Profesionales de Nivel Medio","Mulchén",69300,118030,95455,150000,180720,250000,350000,181800,253806,272532,5e+05,230500
"624","Hombre","Trabajadores Agropecuarios y Pesqueros","Mulchén",43488,45066,53550,74438,95380,1e+05,99400,121200,178868,218800,210000,250000
"625","Hombre","Trabajadores de Artes Mecánicas y Otros","Mulchén",34056,42920,64170,170000,120480,110500,148200,136350,198900,205400,210000,255000
"626","Hombre","Trabajadores de Servicios y Vendedores","Mulchén",46750,42920,54621,1e+05,93840,130000,120000,128775,221000,547000,205000,250000
"627","Hombre","Empleados de Oficina","Natales",30200,85840,137088,250000,180720,150000,183980,136350,331500,618110,280000,415000
"628","Hombre","Fuerzas Armadas","Natales",125632,214600,176715,214080,150600,350000,340000,353500,1060800,820500,6e+05,8e+05
"629","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Natales",72480,107635,91035,163944,180720,180000,180000,202000,331500,410800,348576,4e+05
"630","Hombre","Profesionales, Científicos e Intelectuales","Natales",69800,107300,374850,240000,336340,216000,330000,404000,773500,671352,615000,1e+06
"631","Hombre","Técnicos y Profesionales de Nivel Medio","Natales",99000,123395,192780,250000,351400,2e+05,3e+05,222200,414375,574350,650000,7e+05
"632","Hombre","Trabajadores Agropecuarios y Pesqueros","Natales",36240,64380,64260,102150,152608,146080,158080,139128,308100,212100,260000,327500
"633","Hombre","Trabajadores de Artes Mecánicas y Otros","Natales",35940,69745,121040,122580,156400,167787,158080,181800,276250,312680,280000,3e+05
"634","Hombre","Trabajadores de Servicios y Vendedores","Natales",48692,64380,97461,106000,120480,140000,2e+05,176750,251388,306320,340000,3e+05
"635","Hombre","Empleados de Oficina","Nogales",42280,40774,214200,70000,180720,170000,225000,155540,378300,147690,350000,240000
"636","Hombre","Fuerzas Armadas","Nogales",96640,NA,NA,NA,NA,NA,NA,151500,NA,NA,9e+05,470000
