"","sex","work_day","geography_name","geography_id","year","weighted_median"
"350","Hombre","Completa","Coronel",70,2015,350000
"351","Hombre","Completa","Corral",71,2010,211381.696058098
"352","Hombre","Completa","Corral",71,2011,231278.667525194
"353","Hombre","Completa","Corral",71,2012,265971.209809434
"354","Hombre","Completa","Corral",71,2013,398199.019761151
"355","Hombre","Completa","Corral",71,2014,302987.020118153
"356","Hombre","Completa","Corral",71,2015,356038.971547196
"357","Hombre","Completa","Coyhaique",54,2010,321370.542783822
"358","Hombre","Completa","Coyhaique",54,2011,343901.050241726
"359","Hombre","Completa","Coyhaique",54,2012,350000
"360","Hombre","Completa","Coyhaique",54,2013,350474.469046544
"361","Hombre","Completa","Coyhaique",54,2014,399924.995312207
"362","Hombre","Completa","Coyhaique",54,2015,500177.630783262
"363","Hombre","Completa","Cunco",72,2011,240000
"364","Hombre","Completa","Cunco",72,2012,217500
"365","Hombre","Completa","Cunco",72,2013,220000
"366","Hombre","Completa","Cunco",72,2014,232397.19537616
"367","Hombre","Completa","Cunco",72,2015,241823.708040184
"368","Hombre","Completa","Curacautín",73,2010,192804.154632248
"369","Hombre","Completa","Curacautín",73,2011,200345.658264273
"370","Hombre","Completa","Curacautín",73,2012,227382.967713962
"371","Hombre","Completa","Curacautín",73,2013,217806.74378359
"372","Hombre","Completa","Curacautín",73,2014,300000
"373","Hombre","Completa","Curacautín",73,2015,332273.534101816
"374","Hombre","Completa","Curacaví",74,2010,220000
"375","Hombre","Completa","Curacaví",74,2011,220000
"376","Hombre","Completa","Curacaví",74,2012,290000
"377","Hombre","Completa","Curaco de Vélez",75,2010,259039.663648931
"378","Hombre","Completa","Curaco de Vélez",75,2011,326253.65141188
"379","Hombre","Completa","Curaco de Vélez",75,2012,274528.447444054
"380","Hombre","Completa","Curaco de Vélez",75,2013,300000
"381","Hombre","Completa","Curaco de Vélez",75,2014,303371.201282881
"382","Hombre","Completa","Curaco de Vélez",75,2015,300500.56799057
"383","Hombre","Completa","Curanilahue",76,2010,262236.848902235
"384","Hombre","Completa","Curanilahue",76,2011,250000
"385","Hombre","Completa","Curanilahue",76,2012,251405.270917803
"386","Hombre","Completa","Curanilahue",76,2013,314337.849073113
"387","Hombre","Completa","Curanilahue",76,2014,352065.897949472
"388","Hombre","Completa","Curanilahue",76,2015,350025.433982963
"389","Hombre","Completa","Curarrehue",77,2010,99931.6072300928
"390","Hombre","Completa","Curarrehue",77,2011,60995
"391","Hombre","Completa","Curarrehue",77,2012,85149
"392","Hombre","Completa","Curarrehue",77,2013,204225.858658515
"393","Hombre","Completa","Curarrehue",77,2014,35162.4726767461
"394","Hombre","Completa","Curarrehue",77,2015,74275.3007744909
"395","Hombre","Completa","Curicó",79,2010,243763.293878035
"396","Hombre","Completa","Curicó",79,2011,240255.997809428
"397","Hombre","Completa","Curicó",79,2012,271517.692591227
"398","Hombre","Completa","Curicó",79,2013,291739.253983995
"399","Hombre","Completa","Curicó",79,2014,286946.184136509
"400","Hombre","Completa","Curicó",79,2015,381922.731803668
"401","Hombre","Completa","Dalcahue",80,2010,170800
"402","Hombre","Completa","Dalcahue",80,2011,192500
"403","Hombre","Completa","Dalcahue",80,2012,143165
"404","Hombre","Completa","Dalcahue",80,2013,250000
"405","Hombre","Completa","Dalcahue",80,2014,247500
"406","Hombre","Completa","Dalcahue",80,2015,243163.402061856
"407","Hombre","Completa","Diego de Almagro",81,2010,401126.060387009
"408","Hombre","Completa","Diego de Almagro",81,2011,436468.644718689
"409","Hombre","Completa","Diego de Almagro",81,2012,500000
"410","Hombre","Completa","Diego de Almagro",81,2013,433371.688711082
"411","Hombre","Completa","Diego de Almagro",81,2014,518963.584475312
"412","Hombre","Completa","Diego de Almagro",81,2015,447096.241944487
"413","Hombre","Completa","Doñihue",82,2010,344764.044943821
"414","Hombre","Completa","Doñihue",82,2011,251208.301743745
"415","Hombre","Completa","Doñihue",82,2012,279562.661260596
"416","Hombre","Completa","Doñihue",82,2013,215291.459557163
"417","Hombre","Completa","Doñihue",82,2014,287970.43774872
"418","Hombre","Completa","Doñihue",82,2015,341385.367620429
"419","Hombre","Completa","El Bosque",83,2010,250244.6662752
"420","Hombre","Completa","El Bosque",83,2011,260000
"421","Hombre","Completa","El Bosque",83,2012,301353.092783505
"422","Hombre","Completa","El Bosque",83,2013,348753.227373982
"423","Hombre","Completa","El Bosque",83,2014,356841.688754437
"424","Hombre","Completa","El Bosque",83,2015,350094.714053763
"425","Hombre","Completa","El Monte",85,2010,199863.214460186
"426","Hombre","Completa","El Monte",85,2011,239939.528356281
"427","Hombre","Completa","El Monte",85,2012,240477.552362583
"428","Hombre","Completa","El Monte",85,2013,250338.906461818
"429","Hombre","Completa","El Monte",85,2014,299943.746484155
"430","Hombre","Completa","El Monte",85,2015,354898.44165533
"431","Hombre","Completa","El Quisco",86,2010,275269.13290272
"432","Hombre","Completa","El Quisco",86,2011,216039.139499621
"433","Hombre","Completa","El Quisco",86,2012,188051.142646516
"434","Hombre","Completa","El Quisco",86,2013,360488.025305017
"435","Hombre","Completa","El Quisco",86,2014,282918.32480576
"436","Hombre","Completa","El Quisco",86,2015,340682.515392975
"437","Hombre","Completa","El Tabo",87,2010,246306.571121445
"438","Hombre","Completa","El Tabo",87,2011,202500
"439","Hombre","Completa","El Tabo",87,2012,490000
"440","Hombre","Completa","El Tabo",87,2013,345000
"441","Hombre","Completa","El Tabo",87,2014,285000
"442","Hombre","Completa","El Tabo",87,2015,355000
"443","Hombre","Completa","Empedrado",88,2010,174933.143491258
"444","Hombre","Completa","Empedrado",88,2011,179424.649807276
"445","Hombre","Completa","Empedrado",88,2012,226014.819587629
"446","Hombre","Completa","Empedrado",88,2013,276086.746178744
"447","Hombre","Completa","Empedrado",88,2014,224957.809863117
"448","Hombre","Completa","Empedrado",88,2015,285077.124300921
"449","Hombre","Completa","Estación Central",90,2010,249344.333685942
"450","Hombre","Completa","Estación Central",90,2011,288000
"451","Hombre","Completa","Estación Central",90,2012,303201.970306462
"452","Hombre","Completa","Estación Central",90,2013,346417.630887139
"453","Hombre","Completa","Estación Central",90,2014,449929.966688558
"454","Hombre","Completa","Estación Central",90,2015,401082.339476161
"455","Hombre","Completa","Florida",91,2010,209856.375183195
"456","Hombre","Completa","Florida",91,2011,210900.865736394
"457","Hombre","Completa","Florida",91,2012,214049.723647328
"458","Hombre","Completa","Florida",91,2013,274851.880357487
"459","Hombre","Completa","Florida",91,2014,250681.893729459
"460","Hombre","Completa","Florida",91,2015,303210.007794609
"461","Hombre","Completa","Freire",92,2010,166870.977558914
"462","Hombre","Completa","Freire",92,2011,180000
"463","Hombre","Completa","Freire",92,2012,200902.06185567
"464","Hombre","Completa","Freire",92,2013,218499.08700868
"465","Hombre","Completa","Freire",92,2014,213178.528360838
"466","Hombre","Completa","Freire",92,2015,255501.422015725
"467","Hombre","Completa","Freirina",93,2010,299206.396961901
"468","Hombre","Completa","Freirina",93,2011,256500
"469","Hombre","Completa","Freirina",93,2012,400000
"470","Hombre","Completa","Freirina",93,2013,286000
"471","Hombre","Completa","Freirina",93,2014,300739.973302998
"472","Hombre","Completa","Freirina",93,2015,175244.985052979
"473","Hombre","Completa","Fresia",94,2010,186902.677152374
"474","Hombre","Completa","Fresia",94,2011,203002.213665063
