"","geography_level","geography_name","geography_id","sex","isic","year","weighted_mean","weighted_median","ci_weighted_mean","ci_weighted_median"
"552","region","Arica y Parinacota",15,"Hombre","Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres do",2010,261663.493062846,199863.214460186,"[228064, 316613]","[168251, 205434]"
"553","region","Arica y Parinacota",15,"Hombre","Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres do",2011,253020.841229462,182501.184182507,"[199684, 297335]","[160578, 211133]"
"554","region","Atacama",3,"Hombre","Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres do",2010,275584.250801817,200389.785612823,"[230645, 331216]","[170607, 268618]"
"555","region","Atacama",3,"Hombre","Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres do",2011,332309.484900022,229900.838566155,"[252762, 464177]","[200000, 268950]"
"556","region","Aysén",11,"Hombre","Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres do",2010,503081.438079183,250244.6662752,"[309638, 1022285]","[225445, 287096]"
"557","region","Aysén",11,"Hombre","Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres do",2011,426746.974720813,281031.304720908,"[322635, 612217]","[249910, 326031]"
"558","region","Bíobío",8,"Hombre","Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres do",2010,271565.40099065,189870.053737176,"[241958, 317161]","[177704, 200135]"
"559","region","Bíobío",8,"Hombre","Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres do",2011,310987.0735164,220000,"[274430, 355761]","[200000, 240000]"
"560","region","Coquimbo",4,"Hombre","Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres do",2010,297692.388614721,200000,"[237973, 369316]","[179877, 215057]"
"561","region","Coquimbo",4,"Hombre","Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres do",2011,299592.700813859,220176.319154773,"[251920, 344717]","[202399, 249610]"
"562","region","Los Lagos",10,"Hombre","Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres do",2010,320547.667163799,220215.306322176,"[275516, 388314]","[200196, 238000]"
"563","region","Los Lagos",10,"Hombre","Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres do",2011,373303.601839398,259230.862445559,"[317730, 430109]","[223408, 299888]"
"564","region","Los Ríos",14,"Hombre","Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres do",2010,308765.331805435,180176.159718144,"[213184, 415017]","[167612, 200306]"
"565","region","Los Ríos",14,"Hombre","Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres do",2011,340684.22211828,205726.687770048,"[258957, 458770]","[182000, 236825]"
"566","region","Magallanes",12,"Hombre","Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres do",2010,445271.712406944,257621.970959726,"[262716, 720141]","[201441, 301478]"
"567","region","Magallanes",12,"Hombre","Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres do",2011,560201.278334112,300000,"[368251, 880546]","[259930, 390000]"
"568","region","Maule",7,"Hombre","Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres do",2010,304204.704508544,200000,"[245211, 378933]","[179877, 204200]"
"569","region","Maule",7,"Hombre","Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres do",2011,278240.41659926,200000,"[236024, 323767]","[183678, 210649]"
"570","region","Metropolitana",13,"Hombre","Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres do",2010,411373.74414699,220215.306322176,"[365983, 479890]","[209856, 230000]"
"571","region","Metropolitana",13,"Hombre","Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres do",2011,444937.32268103,251208.301743745,"[384387, 516781]","[249201, 279324]"
"572","region","O'Higgins",6,"Hombre","Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres do",2010,273522.274256035,219983.941802323,"[233253, 321194]","[185738, 250245]"
"573","region","O'Higgins",6,"Hombre","Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres do",2011,292248.8065858,232216.568861444,"[242151, 341860]","[204431, 250000]"
"574","region","Tarapacá",1,"Hombre","Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres do",2010,387495.347954251,228320.581374842,"[293556, 516294]","[200201, 264788]"
"575","region","Tarapacá",1,"Hombre","Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres do",2011,353733.562426194,249200.902510106,"[283357, 453689]","[233737, 280000]"
"576","region","Valparaíso",5,"Hombre","Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres do",2010,328770.643604959,203235.635941911,"[269974, 423718]","[200000, 222936]"
"577","region","Valparaíso",5,"Hombre","Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres do",2011,299898.52467631,215928.236036265,"[263573, 346921]","[200967, 245763]"
"578","region",NA,NA,"Hombre","Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres do",2010,103166.640464624,93685.0293495158,"[48047, 192077]","[48047, 168564]"
"579","region",NA,NA,"Hombre","Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres do",2011,163686.870449608,190441.557790465,"[38595, 316078]","[24920, 266729]"
"580","region","Antofagasta",2,"Hombre","Hoteles y restaurantes",2010,315587.063832618,244008.328201298,"[231592, 472644]","[202349, 300000]"
"581","region","Antofagasta",2,"Hombre","Hoteles y restaurantes",2011,316082.677803092,300795.607464617,"[240921, 411624]","[180870, 379369]"
"582","region","Antofagasta",2,"Hombre","Hoteles y restaurantes",2012,1082420.35500432,835132.720318657,"[740306, 1559722]","[318318, 1587126]"
"583","region","Antofagasta",2,"Hombre","Hoteles y restaurantes",2013,684510.278591215,403942.993064971,"[391374, 934074]","[278943, 840888]"
"584","region","Antofagasta",2,"Hombre","Hoteles y restaurantes",2014,402688.365613257,386565.344958632,"[288305, 579383]","[225000, 460353]"
"585","region","Antofagasta",2,"Hombre","Hoteles y restaurantes",2015,676271.836328536,594756.117793605,"[504089, 898176]","[400108, 1000000]"
"586","region","Araucanía",9,"Hombre","Hoteles y restaurantes",2010,290782.76828772,227816.313543928,"[204254, 415525]","[181000, 330000]"
"587","region","Araucanía",9,"Hombre","Hoteles y restaurantes",2011,393927.561850509,297344.732357616,"[254096, 591847]","[207000, 658532]"
"588","region","Araucanía",9,"Hombre","Hoteles y restaurantes",2012,293805.636330544,250373.459150934,"[205478, 424808]","[196382, 477608]"
"589","region","Araucanía",9,"Hombre","Hoteles y restaurantes",2013,302102.532373446,308117.680552737,"[198360, 402524]","[180056, 407647]"
"590","region","Araucanía",9,"Hombre","Hoteles y restaurantes",2014,362601.134821042,261808.432256197,"[265661, 505070]","[230000, 326729]"
"591","region","Araucanía",9,"Hombre","Hoteles y restaurantes",2015,277906.189779042,260967.400026021,"[221772, 372769]","[204818, 328552]"
"592","region","Arica y Parinacota",15,"Hombre","Hoteles y restaurantes",2010,221663.583645675,180176.159718144,"[182392, 275238]","[144877, 258178]"
"593","region","Arica y Parinacota",15,"Hombre","Hoteles y restaurantes",2011,241072.766841916,202295.265989889,"[177123, 305733]","[183067, 269137]"
"594","region","Arica y Parinacota",15,"Hombre","Hoteles y restaurantes",2012,231326.538508439,179216.714235414,"[165624, 342021]","[111027, 202911]"
"595","region","Arica y Parinacota",15,"Hombre","Hoteles y restaurantes",2013,289694.215944813,267801.375159358,"[211298, 373382]","[178259, 309802]"
"596","region","Arica y Parinacota",15,"Hombre","Hoteles y restaurantes",2014,410866.175759429,317206.886862892,"[287150, 519850]","[186629, 500170]"
"597","region","Arica y Parinacota",15,"Hombre","Hoteles y restaurantes",2015,417415.473359968,331479.937187472,"[295313, 583563]","[198612, 400000]"
"598","region","Atacama",3,"Hombre","Hoteles y restaurantes",2010,241813.245139932,194329.907112466,"[164236, 319992]","[145000, 344615]"
"599","region","Atacama",3,"Hombre","Hoteles y restaurantes",2011,240674.080619156,260687.200716886,"[188620, 290672]","[195080, 280122]"
"600","region","Atacama",3,"Hombre","Hoteles y restaurantes",2012,403622.15632248,301631.67851339,"[280131, 654226]","[200902, 488453]"
"601","region","Atacama",3,"Hombre","Hoteles y restaurantes",2013,365818.18835832,241692.698722627,"[188412, 625711]","[150203, 316972]"
"602","region","Atacama",3,"Hombre","Hoteles y restaurantes",2014,438771.370940429,220201.269837119,"[216463, 886210]","[100000, 564894]"
"603","region","Atacama",3,"Hombre","Hoteles y restaurantes",2015,489003.159215039,340407.625417912,"[299320, 788526]","[259256, 444970]"
"604","region","Aysén",11,"Hombre","Hoteles y restaurantes",2010,343318.602898143,238389.329712874,"[169525, 535144]","[166124, 394730]"
"605","region","Aysén",11,"Hombre","Hoteles y restaurantes",2011,439523.034253616,392229.982139378,"[274550, 581390]","[203348, 602900]"
"606","region","Aysén",11,"Hombre","Hoteles y restaurantes",2012,294943.490390497,220023.912634317,"[206587, 486526]","[200786, 351579]"
"607","region","Aysén",11,"Hombre","Hoteles y restaurantes",2013,382953.659773694,306864.375934885,"[296312, 468259]","[249789, 400979]"
"608","region","Aysén",11,"Hombre","Hoteles y restaurantes",2014,315731.545160814,229149.470938734,"[219785, 419674]","[220000, 330169]"
"609","region","Aysén",11,"Hombre","Hoteles y restaurantes",2015,423672.547833672,400000,"[300015, 586221]","[250066, 544973]"
"610","region","Bíobío",8,"Hombre","Hoteles y restaurantes",2010,374272.75974325,249311.958163156,"[262805, 511066]","[201375, 299847]"
"611","region","Bíobío",8,"Hombre","Hoteles y restaurantes",2011,257739.444017025,199994.269635482,"[199291, 346567]","[138087, 268193]"
"612","region","Bíobío",8,"Hombre","Hoteles y restaurantes",2012,312592.342527169,241376.210436017,"[239003, 445143]","[186804, 302785]"
"613","region","Bíobío",8,"Hombre","Hoteles y restaurantes",2013,383283.568118609,300376.915121433,"[308925, 485579]","[252342, 378292]"
"614","region","Bíobío",8,"Hombre","Hoteles y restaurantes",2014,284649.49934649,227695.007755279,"[233790, 359040]","[175022, 303785]"
"615","region","Bíobío",8,"Hombre","Hoteles y restaurantes",2015,741764.675911539,335964.93240039,"[408975, 1321781]","[211287, 486976]"
"616","region","Coquimbo",4,"Hombre","Hoteles y restaurantes",2010,326295.172337741,251405.86810454,"[239592, 428406]","[206653, 431763]"
"617","region","Coquimbo",4,"Hombre","Hoteles y restaurantes",2011,207889.750408079,204918.410654563,"[155309, 242381]","[90963, 286100]"
"618","region","Coquimbo",4,"Hombre","Hoteles y restaurantes",2012,339937.281824025,320229.796998198,"[269230, 424791]","[257249, 385000]"
"619","region","Coquimbo",4,"Hombre","Hoteles y restaurantes",2013,439762.012185707,281419.211006573,"[262190, 719794]","[223742, 495022]"
"620","region","Coquimbo",4,"Hombre","Hoteles y restaurantes",2014,447695.072920031,341051.053044473,"[278570, 633144]","[180729, 403741]"
"621","region","Coquimbo",4,"Hombre","Hoteles y restaurantes",2015,373167.602912982,300640.559800112,"[256114, 556577]","[200772, 390106]"
"622","region","Los Lagos",10,"Hombre","Hoteles y restaurantes",2010,203649.941132469,198050.644288954,"[161719, 250828]","[161219, 263124]"
"623","region","Los Lagos",10,"Hombre","Hoteles y restaurantes",2011,431657.160726775,277670.331912871,"[307095, 640711]","[215280, 598082]"
"624","region","Los Lagos",10,"Hombre","Hoteles y restaurantes",2012,742472.85801979,208995.379512927,"[192218, 2005686]","[186095, 288000]"
"625","region","Los Lagos",10,"Hombre","Hoteles y restaurantes",2013,291300.800640479,240834.531275151,"[213717, 478935]","[215680, 283867]"
"626","region","Los Lagos",10,"Hombre","Hoteles y restaurantes",2014,384049.222506907,224242.079411436,"[207046, 728774]","[202085, 303855]"
"627","region","Los Lagos",10,"Hombre","Hoteles y restaurantes",2015,547040.611262303,319865.861457931,"[337978, 834384]","[210187, 655543]"
"628","region","Los Ríos",14,"Hombre","Hoteles y restaurantes",2010,154384.97753511,164354.814247219,"[118178, 191456]","[105103, 215210]"
"629","region","Los Ríos",14,"Hombre","Hoteles y restaurantes",2011,141021.557560717,80465.2714793599,"[73610, 238114]","[32000, 230573]"
"630","region","Los Ríos",14,"Hombre","Hoteles y restaurantes",2012,550452.368140098,256568.480238778,"[184960, 1843205]","[86408, 495373]"
"631","region","Los Ríos",14,"Hombre","Hoteles y restaurantes",2013,267101.279157083,203487.839806383,"[194829, 359874]","[166487, 391666]"
"632","region","Los Ríos",14,"Hombre","Hoteles y restaurantes",2014,317136.763393762,266430.792603195,"[209100, 473077]","[189254, 572311]"
"633","region","Los Ríos",14,"Hombre","Hoteles y restaurantes",2015,354638.920313317,330433.416770272,"[253332, 586419]","[234355, 400648]"
"634","region","Magallanes",12,"Hombre","Hoteles y restaurantes",2010,528863.470185913,395046.353079351,"[366821, 798037]","[342291, 587323]"
"635","region","Magallanes",12,"Hombre","Hoteles y restaurantes",2011,740769.478866634,565733.393267184,"[422865, 1119572]","[299041, 1000000]"
"636","region","Magallanes",12,"Hombre","Hoteles y restaurantes",2012,473455.356067368,312407.687653679,"[271034, 768353]","[206544, 464699]"
"637","region","Magallanes",12,"Hombre","Hoteles y restaurantes",2013,482930.985369479,359416.562418766,"[309799, 796649]","[250099, 640091]"
"638","region","Magallanes",12,"Hombre","Hoteles y restaurantes",2014,517090.122592544,405846.589628638,"[378991, 784294]","[311380, 595843]"
"639","region","Magallanes",12,"Hombre","Hoteles y restaurantes",2015,398073.589865545,429132.958568048,"[293659, 480360]","[280859, 485131]"
"640","region","Maule",7,"Hombre","Hoteles y restaurantes",2010,284986.168985828,222633.701258439,"[194300, 373919]","[174880, 399726]"
"641","region","Maule",7,"Hombre","Hoteles y restaurantes",2011,318894.965594941,183801.982568964,"[170244, 492783]","[159906, 211383]"
"642","region","Maule",7,"Hombre","Hoteles y restaurantes",2012,356456.799267084,255864.327629692,"[246317, 652209]","[248500, 301353]"
"643","region","Maule",7,"Hombre","Hoteles y restaurantes",2013,280837.490787996,252358.928881029,"[217027, 373989]","[214226, 336225]"
"644","region","Maule",7,"Hombre","Hoteles y restaurantes",2014,289948.138318936,199992.533220335,"[185875, 432064]","[172654, 254438]"
"645","region","Maule",7,"Hombre","Hoteles y restaurantes",2015,317663.667502047,272631.568463057,"[227108, 397937]","[145475, 360925]"
"646","region","Metropolitana",13,"Hombre","Hoteles y restaurantes",2010,537207.380814218,279867.923798582,"[363440, 780566]","[204760, 319781]"
"647","region","Metropolitana",13,"Hombre","Hoteles y restaurantes",2011,469764.666115243,299839.323637478,"[379336, 649798]","[243472, 367370]"
"648","region","Metropolitana",13,"Hombre","Hoteles y restaurantes",2012,566161.193090328,339771.036146183,"[412390, 765391]","[281475, 401804]"
"649","region","Metropolitana",13,"Hombre","Hoteles y restaurantes",2013,373085.872880226,284139.739196479,"[305287, 519452]","[236554, 372754]"
"650","region","Metropolitana",13,"Hombre","Hoteles y restaurantes",2014,540564.898984985,331111.326114854,"[399332, 764855]","[320010, 374981]"
"651","region","Metropolitana",13,"Hombre","Hoteles y restaurantes",2015,541324.518342035,375038.605669752,"[408466, 742341]","[347375, 406000]"
"652","region","O'Higgins",6,"Hombre","Hoteles y restaurantes",2010,428762.959038757,249977.942803574,"[265668, 612855]","[200000, 454511]"
"653","region","O'Higgins",6,"Hombre","Hoteles y restaurantes",2011,324592.446042183,264950.67068773,"[237255, 433889]","[195072, 506500]"
"654","region","O'Higgins",6,"Hombre","Hoteles y restaurantes",2012,335007.938808118,280927.592945338,"[224160, 563708]","[188848, 550336]"
"655","region","O'Higgins",6,"Hombre","Hoteles y restaurantes",2013,294854.254287669,290622.035797505,"[225384, 363137]","[170595, 390529]"
"656","region","O'Higgins",6,"Hombre","Hoteles y restaurantes",2014,267256.149534264,244984.518581933,"[211123, 303134]","[219262, 300000]"
"657","region","O'Higgins",6,"Hombre","Hoteles y restaurantes",2015,466029.346993412,241077.302344281,"[229418, 790542]","[200000, 341778]"
"658","region","Tarapacá",1,"Hombre","Hoteles y restaurantes",2010,408625.791677541,249935.203017283,"[209895, 835787]","[193802, 350161]"
"659","region","Tarapacá",1,"Hombre","Hoteles y restaurantes",2011,316311.650824437,253047.989260368,"[231965, 401819]","[195848, 301450]"
"660","region","Tarapacá",1,"Hombre","Hoteles y restaurantes",2012,417088.908085939,318094.580562925,"[287939, 666510]","[274809, 391445]"
"661","region","Tarapacá",1,"Hombre","Hoteles y restaurantes",2013,476352.464824323,338243.911562615,"[326277, 843819]","[250161, 437277]"
"662","region","Tarapacá",1,"Hombre","Hoteles y restaurantes",2014,795132.620547367,464025.516780717,"[458470, 1178960]","[299944, 606254]"
"663","region","Tarapacá",1,"Hombre","Hoteles y restaurantes",2015,583738.649207816,404037.955544583,"[346259, 909399]","[168611, 586957]"
"664","region","Valparaíso",5,"Hombre","Hoteles y restaurantes",2010,251169.761540612,204139.195186316,"[192476, 330120]","[180176, 242035]"
"665","region","Valparaíso",5,"Hombre","Hoteles y restaurantes",2011,302934.71507856,241070.865074093,"[257458, 373031]","[221505, 300485]"
"666","region","Valparaíso",5,"Hombre","Hoteles y restaurantes",2012,467351.978881269,281135.846183537,"[313246, 723947]","[184470, 429983]"
"667","region","Valparaíso",5,"Hombre","Hoteles y restaurantes",2013,380199.044802187,323987.404785676,"[311618, 447675]","[266366, 365067]"
"668","region","Valparaíso",5,"Hombre","Hoteles y restaurantes",2014,380817.04289622,299943.746484155,"[294871, 481738]","[263013, 308684]"
"669","region","Valparaíso",5,"Hombre","Hoteles y restaurantes",2015,632637.412127445,370100.126285407,"[386384, 956609]","[276139, 449038]"
"670","region",NA,NA,"Hombre","Hoteles y restaurantes",2010,402724.377137274,402724.377137274,"[402724, 402724]","[402724, 402724]"
"671","region",NA,NA,"Hombre","Hoteles y restaurantes",2011,381332.288443031,295581.867619803,"[220716, 584595]","[220593, 598082]"
"672","region",NA,NA,"Hombre","Hoteles y restaurantes",2012,201079.688373462,201079.688373462,"[115635, 233046]","[115635, 233046]"
"673","region","Antofagasta",2,"Hombre","Transporte, almacenamiento y comunicaciones",2010,374368.837267078,319948.831960322,"[341997, 423608]","[299925, 360352]"
"674","region","Antofagasta",2,"Hombre","Transporte, almacenamiento y comunicaciones",2011,488805.249915115,399748.707108229,"[417957, 608411]","[394644, 492588]"
"675","region","Antofagasta",2,"Hombre","Transporte, almacenamiento y comunicaciones",2012,572373.622030209,492992.750676632,"[495418, 665236]","[431991, 522374]"
"676","region","Antofagasta",2,"Hombre","Transporte, almacenamiento y comunicaciones",2013,558621.768478089,450000,"[476441, 684861]","[399207, 500545]"
"677","region","Antofagasta",2,"Hombre","Transporte, almacenamiento y comunicaciones",2014,491170.459862448,405010.167600265,"[414894, 579855]","[305367, 499906]"
"678","region","Antofagasta",2,"Hombre","Transporte, almacenamiento y comunicaciones",2015,779018.042908949,585907.906153589,"[640181, 1048046]","[465521, 700189]"
"679","region","Araucanía",9,"Hombre","Transporte, almacenamiento y comunicaciones",2010,338082.225495493,244643.703137626,"[244125, 461309]","[172836, 269290]"
"680","region","Araucanía",9,"Hombre","Transporte, almacenamiento y comunicaciones",2011,350402.146700969,282268.993910687,"[296961, 416313]","[250000, 382896]"
"681","region","Araucanía",9,"Hombre","Transporte, almacenamiento y comunicaciones",2012,339875.317719254,300000,"[288172, 406990]","[259824, 321443]"
"682","region","Araucanía",9,"Hombre","Transporte, almacenamiento y comunicaciones",2013,407274.230264763,375360.989245454,"[338135, 530799]","[290865, 443971]"
"683","region","Araucanía",9,"Hombre","Transporte, almacenamiento y comunicaciones",2014,393120.607191721,316863.284245696,"[320951, 466561]","[249953, 451291]"
"684","region","Araucanía",9,"Hombre","Transporte, almacenamiento y comunicaciones",2015,441390.496633184,350034.473138236,"[350868, 627265]","[304790, 401492]"
"685","region","Arica y Parinacota",15,"Hombre","Transporte, almacenamiento y comunicaciones",2010,280662.11934577,249829.018075232,"[245270, 319991]","[203802, 293066]"
"686","region","Arica y Parinacota",15,"Hombre","Transporte, almacenamiento y comunicaciones",2011,265794.913876365,209328.758108489,"[232675, 294682]","[198528, 251200]"
"687","region","Arica y Parinacota",15,"Hombre","Transporte, almacenamiento y comunicaciones",2012,384347.431953559,301353.092783505,"[319803, 444760]","[270000, 301686]"
"688","region","Arica y Parinacota",15,"Hombre","Transporte, almacenamiento y comunicaciones",2013,353567.613003878,300406.687754181,"[321886, 395021]","[297413, 386435]"
"689","region","Arica y Parinacota",15,"Hombre","Transporte, almacenamiento y comunicaciones",2014,384546.870161472,349934.370898181,"[342189, 438557]","[300000, 401619]"
"690","region","Arica y Parinacota",15,"Hombre","Transporte, almacenamiento y comunicaciones",2015,426953.954979418,381548.352046362,"[367236, 493882]","[327640, 425909]"
"691","region","Atacama",3,"Hombre","Transporte, almacenamiento y comunicaciones",2010,650829.557404351,327668.469173679,"[398545, 1141421]","[252150, 489673]"
"692","region","Atacama",3,"Hombre","Transporte, almacenamiento y comunicaciones",2011,525256.610795375,300847.367243282,"[358745, 883163]","[251208, 396232]"
"693","region","Atacama",3,"Hombre","Transporte, almacenamiento y comunicaciones",2012,385155.329902016,330851.497564137,"[313319, 473706]","[251128, 423807]"
"694","region","Atacama",3,"Hombre","Transporte, almacenamiento y comunicaciones",2013,465235.181554039,321743.617045678,"[366494, 573040]","[260000, 467000]"
"695","region","Atacama",3,"Hombre","Transporte, almacenamiento y comunicaciones",2014,535843.785761452,381021.200756323,"[413327, 683379]","[327614, 460000]"
"696","region","Atacama",3,"Hombre","Transporte, almacenamiento y comunicaciones",2015,550360.688260411,454049.237618365,"[477366, 621800]","[428355, 558262]"
"697","region","Aysén",11,"Hombre","Transporte, almacenamiento y comunicaciones",2010,461072.65678566,273189.198114564,"[351730, 612793]","[220664, 390497]"
"698","region","Aysén",11,"Hombre","Transporte, almacenamiento y comunicaciones",2011,452365.71069217,323122.384865556,"[359542, 568382]","[301450, 419633]"
"699","region","Aysén",11,"Hombre","Transporte, almacenamiento y comunicaciones",2012,446548.051860005,321798.746774787,"[314398, 610817]","[249626, 381714]"
"700","region","Aysén",11,"Hombre","Transporte, almacenamiento y comunicaciones",2013,377273.306862449,321924.941591887,"[302898, 437132]","[250131, 400000]"
"701","region","Aysén",11,"Hombre","Transporte, almacenamiento y comunicaciones",2014,488171.084200567,391143.826456325,"[357750, 771795]","[340000, 414273]"
"702","region","Aysén",11,"Hombre","Transporte, almacenamiento y comunicaciones",2015,527153.283449558,432194.719064285,"[434933, 631843]","[371706, 528478]"
"703","region","Bíobío",8,"Hombre","Transporte, almacenamiento y comunicaciones",2010,287373.530102806,223203.102790294,"[263752, 325167]","[203822, 249956]"
"704","region","Bíobío",8,"Hombre","Transporte, almacenamiento y comunicaciones",2011,280956.105451035,239250.007532388,"[254744, 320231]","[200459, 252211]"
"705","region","Bíobío",8,"Hombre","Transporte, almacenamiento y comunicaciones",2012,331285.020039393,251127.577319588,"[290571, 381943]","[230950, 272799]"
"706","region","Bíobío",8,"Hombre","Transporte, almacenamiento y comunicaciones",2013,431575.380820751,278942.636216508,"[361513, 533073]","[249056, 300000]"
"707","region","Bíobío",8,"Hombre","Transporte, almacenamiento y comunicaciones",2014,370345.494647232,300000,"[333667, 417116]","[264370, 351806]"
"708","region","Bíobío",8,"Hombre","Transporte, almacenamiento y comunicaciones",2015,434211.856470904,350083.72832725,"[375729, 508950]","[300081, 400031]"
"709","region","Coquimbo",4,"Hombre","Transporte, almacenamiento y comunicaciones",2010,319329.381828757,249931.100408007,"[246325, 479868]","[209018, 299795]"
"710","region","Coquimbo",4,"Hombre","Transporte, almacenamiento y comunicaciones",2011,296255.591978345,250188.566126164,"[239300, 392590]","[207336, 280667]"
"711","region","Coquimbo",4,"Hombre","Transporte, almacenamiento y comunicaciones",2012,356954.834368259,285308.768180826,"[304549, 459385]","[250000, 355599]"
"712","region","Coquimbo",4,"Hombre","Transporte, almacenamiento y comunicaciones",2013,410537.519037943,310420.244012654,"[334010, 517089]","[286105, 358899]"
"713","region","Coquimbo",4,"Hombre","Transporte, almacenamiento y comunicaciones",2014,354767.096204327,293022.55069168,"[304511, 436575]","[250000, 314578]"
"714","region","Coquimbo",4,"Hombre","Transporte, almacenamiento y comunicaciones",2015,403254.699411793,410391.421371695,"[344210, 475827]","[258837, 434472]"
"715","region","Los Lagos",10,"Hombre","Transporte, almacenamiento y comunicaciones",2010,359771.205232366,252470.123660437,"[309323, 413131]","[228662, 300000]"
"716","region","Los Lagos",10,"Hombre","Transporte, almacenamiento y comunicaciones",2011,416659.514670041,299236.151306205,"[357726, 496115]","[248636, 398992]"
"717","region","Los Lagos",10,"Hombre","Transporte, almacenamiento y comunicaciones",2012,673330.513749323,279166.424850777,"[419499, 1231998]","[220000, 301686]"
"718","region","Los Lagos",10,"Hombre","Transporte, almacenamiento y comunicaciones",2013,492136.462596605,348678.295270635,"[386138, 675170]","[300069, 399226]"
"719","region","Los Lagos",10,"Hombre","Transporte, almacenamiento y comunicaciones",2014,549697.138996945,349934.370898181,"[412665, 714735]","[299970, 400000]"
"720","region","Los Lagos",10,"Hombre","Transporte, almacenamiento y comunicaciones",2015,824096.314745509,400467.546945414,"[486801, 1260130]","[350000, 488885]"
"721","region","Los Ríos",14,"Hombre","Transporte, almacenamiento y comunicaciones",2010,335048.158932341,201687.303595269,"[259700, 429789]","[186610, 300294]"
"722","region","Los Ríos",14,"Hombre","Transporte, almacenamiento y comunicaciones",2011,322892.92233078,236299.76635758,"[240758, 431111]","[185392, 324962]"
"723","region","Los Ríos",14,"Hombre","Transporte, almacenamiento y comunicaciones",2012,348320.558384873,251127.577319588,"[233847, 490588]","[194653, 323798]"
"724","region","Los Ríos",14,"Hombre","Transporte, almacenamiento y comunicaciones",2013,352046.30770316,275140.08191846,"[288522, 429050]","[227553, 400000]"
"725","region","Los Ríos",14,"Hombre","Transporte, almacenamiento y comunicaciones",2014,434659.107797709,391555.541517015,"[352889, 549105]","[281543, 456065]"
"726","region","Los Ríos",14,"Hombre","Transporte, almacenamiento y comunicaciones",2015,381782.582109984,320867.635200479,"[295267, 461225]","[242258, 351026]"
"727","region","Magallanes",12,"Hombre","Transporte, almacenamiento y comunicaciones",2010,465828.04451476,326690.092531946,"[339713, 682047]","[249842, 449771]"
"728","region","Magallanes",12,"Hombre","Transporte, almacenamiento y comunicaciones",2011,774782.057073165,299041.083012127,"[405745, 1357777]","[199361, 349464]"
"729","region","Magallanes",12,"Hombre","Transporte, almacenamiento y comunicaciones",2012,340116.032173102,301783.271206032,"[239260, 447022]","[193456, 402248]"
"730","region","Magallanes",12,"Hombre","Transporte, almacenamiento y comunicaciones",2013,470204.685142762,385924.225344646,"[386672, 590875]","[349141, 498112]"
"731","region","Magallanes",12,"Hombre","Transporte, almacenamiento y comunicaciones",2014,516322.959247345,399953.244940676,"[402610, 661368]","[323056, 500533]"
"732","region","Magallanes",12,"Hombre","Transporte, almacenamiento y comunicaciones",2015,504880.333058589,401570.894233986,"[425969, 602190]","[325020, 521857]"
"733","region","Maule",7,"Hombre","Transporte, almacenamiento y comunicaciones",2010,320277.815715293,204348.383178376,"[248178, 387925]","[191994, 270595]"
"734","region","Maule",7,"Hombre","Transporte, almacenamiento y comunicaciones",2011,313602.446179576,234960.13036498,"[245031, 394183]","[180870, 280047]"
"735","region","Maule",7,"Hombre","Transporte, almacenamiento y comunicaciones",2012,305579.144792656,214098.528944162,"[251473, 374588]","[200168, 279827]"
