"","geography_level","geography_name","geography_id","sex","isco","year","weighted_mean","weighted_median","ci_weighted_mean","ci_weighted_median"
"3538","comuna","Calera","22","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2013,573587.739967617,300406.687754181,"[255963, 1337081]","[223876, 398489]"
"3539","comuna","Calera","22","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,548227.489298046,473735.707370989,"[409552, 691613]","[295963, 556681]"
"3540","comuna","Calera","22","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2015,492370.917840705,336614.066659911,"[377926, 692021]","[276215, 509735]"
"3541","comuna","Calera de Tango","23","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2010,195190.839694656,195190.839694656,"[140137, 250245]","[140137, 250245]"
"3542","comuna","Calera de Tango","23","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2013,640867.600542253,640867.600542253,"[640868, 640868]","[640868, 640868]"
"3543","comuna","Calera de Tango","23","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,202084.5177184,202084.5177184,"[202085, 202085]","[202085, 202085]"
"3544","comuna","Calera de Tango","23","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2015,539690.103223472,539690.103223472,"[451834, 627547]","[451834, 627547]"
"3545","comuna","Calle Larga","24","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2010,216192.394753323,185855.517297708,"[153931, 280003]","[136036, 279027]"
"3546","comuna","Calle Larga","24","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2011,236350.11190319,197436.354993954,"[178901, 329267]","[180870, 390747]"
"3547","comuna","Calle Larga","24","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2012,246443.607115264,214220.223874903,"[206771, 293633]","[201037, 299121]"
"3548","comuna","Calle Larga","24","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2013,351963.044675098,293694.149229209,"[255039, 443974]","[200031, 454247]"
"3549","comuna","Calle Larga","24","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,327755.968999217,362917.837354833,"[229731, 421850]","[258668, 405814]"
"3550","comuna","Calle Larga","24","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2015,334830.541401951,316332.037465362,"[243228, 428187]","[177473, 500135]"
"3551","comuna","Camarones","25","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2010,20000,20000,"[20000, 20000]","[20000, 20000]"
"3552","comuna","Camarones","25","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2011,30000,30000,"[30000, 30000]","[30000, 30000]"
"3553","comuna","Camarones","25","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2012,214707.27564895,214707.275648949,"[125000, 300722]","[125000, 300722]"
"3554","comuna","Camarones","25","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2013,20027.1125169454,20027.1125169454,"[20027, 20027]","[20027, 20027]"
"3555","comuna","Canela","27","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2010,288825.139300693,251186.366101849,"[195618, 365576]","[148065, 431760]"
"3556","comuna","Canela","27","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2011,267322.637257111,307960.790625047,"[171090, 376358]","[122154, 401676]"
"3557","comuna","Canela","27","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2012,489219.945028095,377311.586828952,"[252197, 840217]","[200902, 1104961]"
"3558","comuna","Canela","27","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2013,404383.733382326,305857.640954572,"[226567, 607462]","[183906, 653187]"
"3559","comuna","Canela","27","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,379812.540392681,252605.647148,"[160244, 631833]","[61064, 764696]"
"3560","comuna","Canela","27","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2015,468972.871057744,234908.332370989,"[210583, 786504]","[175152, 1124564]"
"3561","comuna","Cañete","28","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2010,177908.393751372,148112.404673993,"[116029, 241128]","[78693, 259822]"
"3562","comuna","Cañete","28","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2011,185734.005024935,172190.648312049,"[132247, 252833]","[103982, 200044]"
"3563","comuna","Cañete","28","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2012,202490.843573391,200881.738666224,"[80101, 305040]","[45806, 323452]"
"3564","comuna","Cañete","28","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2013,156820.175267053,194178.66742361,"[54813, 259991]","[20027, 300000]"
"3565","comuna","Cañete","28","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,195851.656030468,211306.002078898,"[113061, 252620]","[78374, 272814]"
"3566","comuna","Cañete","28","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2015,239049.235030599,207034.707517037,"[175886, 314592]","[166734, 300081]"
"3567","comuna","Carahue","29","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2010,52149.8010330274,42569.6916965344,"[30000, 87322]","[30000, 99932]"
"3568","comuna","Carahue","29","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2011,152431.186334154,200616.449850864,"[45793, 221290]","[19936, 221290]"
"3569","comuna","Carahue","29","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2012,120946.275133896,109770.323097237,"[23060, 218642]","[17456, 250000]"
"3570","comuna","Carahue","29","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2013,274380.570644192,291306.611881787,"[174096, 363597]","[144895, 363401]"
"3571","comuna","Carahue","29","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,264248.563427512,208325.151690575,"[147513, 392334]","[131295, 460224]"
"3572","comuna","Carahue","29","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2015,165949.913081896,164522.15740075,"[100000, 231492]","[100000, 240065]"
"3573","comuna","Cartagena","30","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2010,139904.25012213,139904.25012213,"[139904, 139904]","[139904, 139904]"
"3574","comuna","Cartagena","30","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2011,174440.631757074,159488.577606468,"[94447, 254185]","[79744, 299041]"
"3575","comuna","Cartagena","30","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2012,226014.819587628,226014.819587628,"[100451, 351579]","[100451, 351579]"
"3576","comuna","Cartagena","30","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2013,159395.792123718,199244.740154648,"[79698, 199245]","[79698, 199245]"
"3577","comuna","Cartagena","30","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,9998.12488280518,9998.12488280518,"[9998, 9998]","[9998, 9998]"
"3578","comuna","Cartagena","30","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2015,300081.183474654,300081.183474654,"[300081, 300081]","[300081, 300081]"
"3579","comuna","Casablanca","31","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2010,203473.410324051,200700.641328774,"[179877, 229843]","[179877, 229843]"
"3580","comuna","Casablanca","31","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2011,441916.267117921,498401.805020212,"[139553, 687794]","[139553, 687794]"
"3581","comuna","Casablanca","31","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,763246.278820034,572020.435853703,"[404169, 1313549]","[404169, 1313549]"
"3582","comuna","Casablanca","31","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2015,351426.113726912,351426.113726912,"[301222, 401630]","[301222, 401630]"
"3583","comuna","Castro","32","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2010,183032.278311282,179876.893014167,"[160662, 204905]","[149870, 198112]"
"3584","comuna","Castro","32","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2011,255691.847986419,230660.498243033,"[202835, 335140]","[188177, 299041]"
"3585","comuna","Castro","32","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2012,268473.844093648,201124.216734242,"[208553, 340626]","[191147, 265286]"
"3586","comuna","Castro","32","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2013,377924.342869324,277950.371836322,"[264689, 654769]","[192872, 394338]"
"3587","comuna","Castro","32","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,289938.004820612,249954.405250179,"[233262, 364963]","[201526, 296656]"
"3588","comuna","Castro","32","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2015,306898.457838065,254627.892571722,"[239015, 409821]","[199464, 350355]"
"3589","comuna","Catemu","33","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2010,369317.528845555,353997.784057435,"[192620, 581096]","[137828, 462762]"
"3590","comuna","Catemu","33","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2011,328282.155118452,302949.355468065,"[236448, 432978]","[199361, 418097]"
"3591","comuna","Catemu","33","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2012,446169.309544736,393880.846578882,"[341524, 551908]","[302246, 496306]"
"3592","comuna","Catemu","33","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2013,420547.560325764,391432.180602234,"[298808, 558131]","[242482, 499155]"
"3593","comuna","Catemu","33","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,504381.668848584,499932.659012666,"[442008, 591549]","[443881, 576082]"
"3594","comuna","Catemu","33","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2015,400383.724148467,400038.646267828,"[336036, 474173]","[282110, 502037]"
"3595","comuna","Cauquenes","34","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2010,184276.767820387,170603.767939835,"[158097, 222514]","[150000, 200000]"
"3596","comuna","Cauquenes","34","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2011,187788.819735047,181418.257027357,"[157051, 221859]","[149868, 200000]"
"3597","comuna","Cauquenes","34","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2012,214972.766410843,197430.757968733,"[169712, 272247]","[156586, 237004]"
"3598","comuna","Cauquenes","34","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2013,233836.199995557,246780.977298426,"[194062, 275977]","[180000, 299182]"
"3599","comuna","Cauquenes","34","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,206222.475753268,201231.743131862,"[149043, 250742]","[132774, 250000]"
"3600","comuna","Cauquenes","34","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2015,193066.90824307,200000,"[137638, 254191]","[100915, 265692]"
"3601","comuna","Cerrillos","35","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2010,352858.62962771,335424.083670048,"[241764, 474090]","[200000, 490311]"
"3602","comuna","Cerrillos","35","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2011,354698.771881015,244490.42881128,"[194303, 575426]","[150000, 544753]"
"3603","comuna","Cerrillos","35","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2012,446976.975169401,346817.470340634,"[307732, 672259]","[260000, 628276]"
"3604","comuna","Cerrillos","35","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2013,384811.546373213,368446.291338477,"[322150, 448761]","[300298, 495585]"
"3605","comuna","Cerrillos","35","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,351907.869364816,274868.144399277,"[204012, 584910]","[149285, 695763]"
"3606","comuna","Cerrillos","35","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2015,357450.088973748,269762.059270999,"[265366, 449665]","[200054, 525014]"
"3607","comuna","Cerro Navia","36","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2010,215733.421970327,184501.16189615,"[180629, 262738]","[166646, 250022]"
"3608","comuna","Cerro Navia","36","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2011,313520.412950474,269068.261226053,"[253098, 379905]","[249635, 326571]"
"3609","comuna","Cerro Navia","36","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2012,372638.858788961,347043.338303463,"[279993, 465807]","[281574, 444987]"
"3610","comuna","Cerro Navia","36","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2013,369479.126641017,348678.295270635,"[291870, 479240]","[300366, 380734]"
"3611","comuna","Cerro Navia","36","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,400512.742815468,381987.90569096,"[330863, 509956]","[303127, 404169]"
"3612","comuna","Cerro Navia","36","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2015,381672.737877355,346865.892903428,"[310746, 485841]","[287766, 468687]"
"3613","comuna","Chañaral","39","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2010,287385.648422419,299794.821690278,"[260215, 316271]","[247830, 335328]"
"3614","comuna","Chañaral","39","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2011,291025.832774868,292043.308322854,"[238468, 343202]","[200967, 368017]"
"3615","comuna","Chañaral","39","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2012,290912.215322254,282114.768223111,"[216400, 357069]","[253065, 362392]"
"3616","comuna","Chañaral","39","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2013,363982.018984663,317116.055727657,"[305645, 438064]","[300407, 360488]"
"3617","comuna","Chañaral","39","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,256129.720224129,202084.5177184,"[172328, 344168]","[151563, 343369]"
"3618","comuna","Chañaral","39","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2015,410468.011789511,390894.714024517,"[280600, 537005]","[260070, 591562]"
"3619","comuna","Chanco","38","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2010,198026.945912442,201697.201017811,"[172168, 220215]","[172168, 220215]"
"3620","comuna","Chanco","38","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2011,341111.453027254,232718.429106672,"[211320, 477527]","[154977, 333372]"
"3621","comuna","Chanco","38","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2012,266663.823376264,207225.641167548,"[197327, 333285]","[196668, 395612]"
"3622","comuna","Chanco","38","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2013,386440.050632085,242837.577842949,"[276399, 569636]","[204892, 463324]"
"3623","comuna","Chanco","38","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,274147.397384027,255936.986266518,"[197170, 375194]","[185028, 371390]"
"3624","comuna","Chanco","38","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2015,319693.374410127,342562.805202349,"[235276, 407214]","[195279, 408350]"
"3625","comuna","Chépica","40","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2010,384072.467684676,408513.415791482,"[259761, 528016]","[180000, 550538]"
"3626","comuna","Chépica","40","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2011,292918.424572685,351691.622441243,"[195040, 357937]","[145600, 361740]"
"3627","comuna","Chépica","40","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2012,359992.740751257,402248.433468484,"[245749, 457316]","[200000, 502811]"
"3628","comuna","Chépica","40","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2013,666000,666000,"[666000, 666000]","[666000, 666000]"
"3629","comuna","Chépica","40","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2015,692500,692500,"[585000, 800000]","[585000, 800000]"
"3630","comuna","Chiguayante","41","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2010,293287.579511928,240224.223720705,"[243888, 351918]","[200000, 306000]"
"3631","comuna","Chiguayante","41","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2011,260134.541310351,210241.936202641,"[190941, 374461]","[173281, 268390]"
"3632","comuna","Chiguayante","41","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2012,286547.177317254,256029.33973488,"[237563, 344853]","[200902, 350000]"
"3633","comuna","Chiguayante","41","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2013,345748.155598046,300780.32547104,"[296383, 406999]","[274431, 397043]"
"3634","comuna","Chiguayante","41","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,385088.003423407,256797.850218347,"[261505, 558423]","[225000, 378755]"
"3635","comuna","Chiguayante","41","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2015,382304.17493713,312684.276264154,"[304239, 449826]","[259338, 400108]"
"3636","comuna","Chile Chico","42","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2011,373463.008592368,266280.79984837,"[251208, 602900]","[251208, 602900]"
"3637","comuna","Chile Chico","42","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2013,805116.537025571,575779.48486218,"[499720, 1233631]","[403318, 1457792]"
"3638","comuna","Chile Chico","42","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,538892.047249067,353647.9060072,"[252606, 1010423]","[252606, 1010423]"
"3639","comuna","Chile Chico","42","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2015,449870.689041304,364741.533723359,"[261041, 677101]","[251019, 773094]"
"3640","comuna","Chillán","43","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2010,260774.499200707,200000,"[186173, 427942]","[146013, 318131]"
"3641","comuna","Chillán","43","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2011,290053.825384614,272094.172086417,"[234607, 359597]","[200000, 300938]"
"3642","comuna","Chillán","43","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2012,288970.551983433,200902.06185567,"[194495, 411480]","[189000, 311743]"
"3643","comuna","Chillán","43","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2013,312256.940117262,299960.62877733,"[242459, 379919]","[190453, 350569]"
"3644","comuna","Chillán","43","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,297217.613434946,292564.334238664,"[245922, 361759]","[201563, 335141]"
"3645","comuna","Chillán","43","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2015,301162.877966828,244023.643643493,"[240602, 376312]","[200646, 345326]"
"3646","comuna","Chillán Viejo","44","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2010,218466.977934927,202827.10475481,"[177969, 256935]","[200000, 259495]"
"3647","comuna","Chillán Viejo","44","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2011,175113.848053366,180000,"[138989, 207832]","[105454, 209762]"
"3648","comuna","Chillán Viejo","44","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2012,229083.124879309,219019.149297164,"[180883, 285173]","[166408, 301353]"
"3649","comuna","Chillán Viejo","44","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2013,263906.597682239,228166.952834857,"[196120, 339186]","[170331, 326028]"
"3650","comuna","Chillán Viejo","44","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,244766.063051304,218907.897561462,"[192440, 302146]","[196022, 247640]"
"3651","comuna","Chillán Viejo","44","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2015,355304.997630804,295976.499311731,"[270737, 466312]","[250068, 390000]"
"3652","comuna","Chimbarongo","45","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2010,176645.592401184,178257.977895961,"[164116, 193127]","[159891, 199868]"
"3653","comuna","Chimbarongo","45","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2011,221700.601257377,229464.335870805,"[166058, 265046]","[181127, 276707]"
"3654","comuna","Chimbarongo","45","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2012,243598.698338656,206805.394209766,"[184256, 310626]","[193031, 261173]"
"3655","comuna","Chimbarongo","45","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2013,267357.940336193,203105.232396482,"[175919, 426109]","[149434, 389171]"
"3656","comuna","Chimbarongo","45","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,358220.192412914,299943.746484155,"[274957, 443137]","[240000, 457950]"
"3657","comuna","Chimbarongo","45","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2015,239602.963235553,245787.28787508,"[145613, 329248]","[100027, 363451]"
"3658","comuna","Chonchi","47","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2010,224114.748973061,218113.641243695,"[139953, 304299]","[100000, 351744]"
"3659","comuna","Chonchi","47","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2011,204759.684855321,208827.342487991,"[166787, 245514]","[147448, 251079]"
"3660","comuna","Chonchi","47","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2012,216150.490483363,191356.95677435,"[160586, 281663]","[160672, 225380]"
"3661","comuna","Chonchi","47","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2013,172372.14656801,150000,"[90758, 282039]","[66750, 334000]"
"3662","comuna","Chonchi","47","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,253971.100821564,231021.027660216,"[113317, 443251]","[73418, 300000]"
"3663","comuna","Chonchi","47","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2015,491695.394484717,503351.970570689,"[297426, 655919]","[244332, 709108]"
"3664","comuna","Cisnes","48","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2010,328339.346130395,328355.141989784,"[247034, 420948]","[207729, 440431]"
"3665","comuna","Cisnes","48","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2011,370154.10252616,291505.944931021,"[243322, 510888]","[199361, 581835]"
"3666","comuna","Cisnes","48","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2012,546145.42149775,270777.557817857,"[237589, 977599]","[177500, 596868]"
"3667","comuna","Cisnes","48","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2013,680971.608740715,340471.558255025,"[241126, 1236910]","[281928, 1423164]"
"3668","comuna","Cisnes","48","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,435926.968642938,332511.178980542,"[199433, 669819]","[152830, 634495]"
"3669","comuna","Cisnes","48","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2015,561609.416474431,502037.30532416,"[411067, 758107]","[380103, 650176]"
"3670","comuna","Cochrane","51","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2010,194717.978812365,219849.535906204,"[116096, 250245]","[100098, 250245]"
"3671","comuna","Cochrane","51","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2011,342510.149622474,336640.958395894,"[176464, 569706]","[82218, 654000]"
"3672","comuna","Cochrane","51","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2012,475000,475000,"[350000, 600000]","[350000, 600000]"
"3673","comuna","Cochrane","51","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2013,272500,275000,"[187125, 362500]","[140000, 400000]"
"3674","comuna","Cochrane","51","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,208333.333333333,225000,"[100000, 300000]","[100000, 300000]"
"3675","comuna","Codegua","52","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2010,303418.766087342,330305.465535353,"[229863, 352411]","[230079, 360000]"
"3676","comuna","Codegua","52","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2011,276435.738507816,238427.076480412,"[152126, 386494]","[93759, 380144]"
"3677","comuna","Codegua","52","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2012,495973.591294363,446202.377353106,"[342452, 729737]","[261461, 685134]"
"3678","comuna","Codegua","52","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2013,512442.037700694,351236.699588167,"[281536, 765527]","[209523, 953000]"
"3679","comuna","Codegua","52","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,364746.971263434,308863.871524859,"[288116, 480402]","[247213, 419068]"
"3680","comuna","Codegua","52","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2015,381926.582612388,334064.044233624,"[308653, 471470]","[301061, 542813]"
"3681","comuna","Coelemu","53","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2011,345088.978572216,266391.995275922,"[232337, 526673]","[199361, 539575]"
"3682","comuna","Coelemu","53","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2012,212420.446735395,185231.701030928,"[180812, 271218]","[180812, 271218]"
"3683","comuna","Coelemu","53","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2013,261294.505072255,284547.924669131,"[195786, 313895]","[169358, 333051]"
"3684","comuna","Coelemu","53","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,213522.847659166,258298.019036573,"[52671, 344072]","[30313, 395926]"
"3685","comuna","Coelemu","53","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2015,275296.244336553,275296.244336553,"[150484, 400108]","[150484, 400108]"
"3686","comuna","Coihueco","55","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2010,171396.143646443,159945.211031512,"[92797, 252718]","[59799, 279572]"
"3687","comuna","Coihueco","55","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2011,191939.124664236,193269.521279843,"[121646, 270969]","[80387, 299041]"
"3688","comuna","Coihueco","55","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2012,329941.047031447,318869.683163685,"[277772, 401804]","[263491, 401804]"
"3689","comuna","Coihueco","55","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2013,199244.740154648,199244.740154648,"[199245, 199245]","[199245, 199245]"
"3690","comuna","Coihueco","55","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,237449.30831912,237449.30831912,"[237449, 237449]","[237449, 237449]"
"3691","comuna","Coihueco","55","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2015,113198.107655049,113198.107655049,"[15061, 180049]","[15061, 180049]"
"3692","comuna","Colbún","57","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2010,149897.410845139,149897.410845139,"[149897, 149897]","[149897, 149897]"
"3693","comuna","Colbún","57","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2011,218910.265045612,199445.828088579,"[101941, 348547]","[40193, 273573]"
"3694","comuna","Colbún","57","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2012,195135.272720626,200902.06185567,"[127784, 250976]","[80000, 251128]"
"3695","comuna","Colbún","57","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2013,428878.190251063,254947.414115959,"[251471, 598384]","[206484, 726669]"
"3696","comuna","Colbún","57","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,563433.704706354,494551.189266854,"[359881, 876413]","[400000, 698897]"
