"","geography_level","geography_name","geography_id","sex","isco","year","weighted_mean","weighted_median","ci_weighted_mean","ci_weighted_median"
"266","region","Metropolitana",13,"Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2010,303623.05997002,235205.627457161,"[280016, 328946]","[215471, 249919]"
"267","region","Metropolitana",13,"Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2011,303719.611703371,251208.301743745,"[284744, 319127]","[249201, 270685]"
"268","region","Metropolitana",13,"Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2012,352715.856542412,301353.092783505,"[327938, 377494]","[300000, 301686]"
"269","region","O'Higgins",6,"Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2010,311844.471293712,250000,"[276521, 350242]","[200196, 275675]"
"270","region","O'Higgins",6,"Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2011,313796.806911799,251208.301743745,"[277989, 355538]","[245000, 285275]"
"271","region","O'Higgins",6,"Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2012,326745.885341762,263665.956135104,"[293793, 357855]","[251128, 292017]"
"272","region","Tarapacá",1,"Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2010,371533.234696543,305841.158300497,"[322227, 426397]","[270048, 350956]"
"273","region","Tarapacá",1,"Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2011,383144.749188202,299041.083012127,"[323465, 449053]","[250574, 371187]"
"274","region","Tarapacá",1,"Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2012,412200.594456645,321443.298969072,"[358887, 471427]","[300000, 400947]"
"275","region","Valparaíso",5,"Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2010,270745.544263979,208172.711899085,"[245976, 308399]","[200000, 243466]"
"276","region","Valparaíso",5,"Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2011,301999.785956456,249200.902510106,"[277156, 329827]","[219297, 279575]"
"277","region","Valparaíso",5,"Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2012,325625.952481967,262670.134491262,"[295606, 354648]","[243142, 291630]"
"278","region",NA,NA,"Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2010,211972.279366311,146026.209482284,"[117496, 409857]","[100098, 230000]"
"279","region",NA,NA,"Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2011,321174.446144685,296603.458091169,"[247082, 411190]","[249201, 478466]"
"280","region",NA,NA,"Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2012,238314.483182294,201957.604729862,"[169095, 313145]","[149316, 347597]"
"281","region","Antofagasta",2,"Hombre","Operadores de instalaciones y maquinas y montadores",2010,572901.978414768,462944.894029558,"[505391, 633970]","[426851, 510919]"
"282","region","Antofagasta",2,"Hombre","Operadores de instalaciones y maquinas y montadores",2011,618013.537866437,498401.805020212,"[547431, 695146]","[470341, 523000]"
"283","region","Araucanía",9,"Hombre","Operadores de instalaciones y maquinas y montadores",2010,327899.230720614,240689.597483769,"[263743, 387414]","[200000, 260013]"
"284","region","Araucanía",9,"Hombre","Operadores de instalaciones y maquinas y montadores",2011,317828.204224341,253572.653792381,"[271090, 367241]","[241160, 299158]"
"285","region","Arica y Parinacota",15,"Hombre","Operadores de instalaciones y maquinas y montadores",2010,330625.18525752,300000,"[292681, 369328]","[250000, 350000]"
"286","region","Arica y Parinacota",15,"Hombre","Operadores de instalaciones y maquinas y montadores",2011,310137.442056972,250000,"[268086, 357927]","[209329, 299041]"
"287","region","Atacama",3,"Hombre","Operadores de instalaciones y maquinas y montadores",2010,437223.353721055,349760.625305325,"[392449, 506540]","[339788, 445901]"
"288","region","Atacama",3,"Hombre","Operadores de instalaciones y maquinas y montadores",2011,522177.083137489,404479.497204641,"[441707, 682811]","[344414, 487062]"
"289","region","Aysén",11,"Hombre","Operadores de instalaciones y maquinas y montadores",2010,441280.467130292,368183.876758467,"[368604, 543128]","[250245, 407906]"
"290","region","Aysén",11,"Hombre","Operadores de instalaciones y maquinas y montadores",2011,353124.452176244,317070.557591558,"[304105, 406931]","[296864, 382656]"
"291","region","Bíobío",8,"Hombre","Operadores de instalaciones y maquinas y montadores",2010,308590.377470941,249829.018075232,"[290087, 336657]","[230225, 269935]"
"292","region","Bíobío",8,"Hombre","Operadores de instalaciones y maquinas y montadores",2011,361893.922078856,297579.327068518,"[320937, 418033]","[258078, 313266]"
"293","region","Coquimbo",4,"Hombre","Operadores de instalaciones y maquinas y montadores",2010,381180.772688847,300000,"[333345, 415608]","[250092, 350763]"
"294","region","Coquimbo",4,"Hombre","Operadores de instalaciones y maquinas y montadores",2011,439058.296179781,356912.659962719,"[390282, 499932]","[303644, 400000]"
"295","region","Los Lagos",10,"Hombre","Operadores de instalaciones y maquinas y montadores",2010,312136.572834937,250471.909314991,"[281028, 356726]","[229843, 287784]"
"296","region","Los Lagos",10,"Hombre","Operadores de instalaciones y maquinas y montadores",2011,373996.28332306,284213.63871027,"[332611, 415844]","[249924, 326896]"
"297","region","Los Ríos",14,"Hombre","Operadores de instalaciones y maquinas y montadores",2010,273960.417459734,203240.880099976,"[230572, 317198]","[189834, 249860]"
"298","region","Los Ríos",14,"Hombre","Operadores de instalaciones y maquinas y montadores",2011,301176.437850964,239817.717345657,"[254402, 404566]","[220761, 299377]"
"299","region","Magallanes",12,"Hombre","Operadores de instalaciones y maquinas y montadores",2010,401773.342686528,349928.898586633,"[347959, 477491]","[272776, 449728]"
"300","region","Magallanes",12,"Hombre","Operadores de instalaciones y maquinas y montadores",2011,327406.542680732,299155.715321511,"[285336, 370081]","[231508, 350000]"
"301","region","Maule",7,"Hombre","Operadores de instalaciones y maquinas y montadores",2010,265851.787374681,208841.222970193,"[246917, 288301]","[200000, 247964]"
"302","region","Maule",7,"Hombre","Operadores de instalaciones y maquinas y montadores",2011,274578.814453393,229264.830309298,"[245587, 305791]","[197071, 249620]"
"303","region","Metropolitana",13,"Hombre","Operadores de instalaciones y maquinas y montadores",2010,311921.731040279,280000,"[297928, 331484]","[260208, 299795]"
"304","region","Metropolitana",13,"Hombre","Operadores de instalaciones y maquinas y montadores",2011,338381.847445887,300000,"[318606, 357845]","[287186, 324962]"
"305","region","O'Higgins",6,"Hombre","Operadores de instalaciones y maquinas y montadores",2010,343880.253677582,289801.660967269,"[304154, 403120]","[244792, 314680]"
"306","region","O'Higgins",6,"Hombre","Operadores de instalaciones y maquinas y montadores",2011,369711.926632538,271106.598765002,"[326718, 432004]","[250232, 315425]"
"307","region","Tarapacá",1,"Hombre","Operadores de instalaciones y maquinas y montadores",2010,412138.094521279,320791.897456648,"[348033, 497590]","[290104, 400391]"
"308","region","Tarapacá",1,"Hombre","Operadores de instalaciones y maquinas y montadores",2011,431974.992582697,398721.44401617,"[376735, 484005]","[301450, 420720]"
"309","region","Valparaíso",5,"Hombre","Operadores de instalaciones y maquinas y montadores",2010,326672.193738943,256201.471541243,"[298911, 367916]","[249829, 300000]"
"310","region","Valparaíso",5,"Hombre","Operadores de instalaciones y maquinas y montadores",2011,380395.470543611,301449.962092494,"[349422, 416371]","[299041, 333552]"
"311","region",NA,NA,"Hombre","Operadores de instalaciones y maquinas y montadores",2010,323617.93405748,180000,"[111233, 644206]","[29979, 462184]"
"312","region",NA,NA,"Hombre","Operadores de instalaciones y maquinas y montadores",2011,427780.990042029,400000,"[263796, 662080]","[226274, 524614]"
"313","region","Antofagasta",2,"Hombre","Operadores de instalaciones y máquinas y montadores",2012,650468.970553055,600000,"[593899, 716719]","[502329, 602706]"
"314","region","Araucanía",9,"Hombre","Operadores de instalaciones y máquinas y montadores",2012,332735.924080289,271339.636285189,"[299987, 377316]","[230950, 301291]"
"315","region","Arica y Parinacota",15,"Hombre","Operadores de instalaciones y máquinas y montadores",2012,438673.717048007,351964.147636318,"[394404, 486849]","[301511, 406827]"
"316","region","Atacama",3,"Hombre","Operadores de instalaciones y máquinas y montadores",2012,490947.829172345,402248.433468484,"[445953, 547054]","[388984, 502255]"
"317","region","Aysén",11,"Hombre","Operadores de instalaciones y máquinas y montadores",2012,403591.769871556,350000,"[341662, 484703]","[321799, 395239]"
"318","region","Bíobío",8,"Hombre","Operadores de instalaciones y máquinas y montadores",2012,336876.290865827,288963.486235093,"[317502, 360460]","[262375, 301353]"
"319","region","Coquimbo",4,"Hombre","Operadores de instalaciones y máquinas y montadores",2012,489728.263882466,401804.12371134,"[434215, 547979]","[351967, 443475]"
"320","region","Los Lagos",10,"Hombre","Operadores de instalaciones y máquinas y montadores",2012,523914.098796146,250000,"[294851, 1031105]","[205336, 295084]"
"321","region","Los Ríos",14,"Hombre","Operadores de instalaciones y máquinas y montadores",2012,313958.746973237,289942.881988219,"[285230, 358750]","[251234, 309872]"
"322","region","Magallanes",12,"Hombre","Operadores de instalaciones y máquinas y montadores",2012,447312.067757624,402030.793230407,"[387609, 528801]","[359500, 480110]"
"323","region","Maule",7,"Hombre","Operadores de instalaciones y máquinas y montadores",2012,310129.427790256,251405.270917803,"[287226, 341983]","[225956, 300000]"
"324","region","Metropolitana",13,"Hombre","Operadores de instalaciones y máquinas y montadores",2012,381066.643922429,345000,"[363003, 406278]","[313841, 370111]"
"325","region","O'Higgins",6,"Hombre","Operadores de instalaciones y máquinas y montadores",2012,382583.024175777,301686.325101363,"[346746, 413098]","[287608, 343769]"
"326","region","Tarapacá",1,"Hombre","Operadores de instalaciones y máquinas y montadores",2012,448098.461000363,380447.522954249,"[402837, 505921]","[326763, 450000]"
"327","region","Valparaíso",5,"Hombre","Operadores de instalaciones y máquinas y montadores",2012,403176.271870561,301686.325101363,"[372501, 442138]","[273983, 380900]"
"328","region",NA,NA,"Hombre","Operadores de instalaciones y máquinas y montadores",2012,402352.316575296,415595.662608356,"[304982, 472519]","[250004, 532390]"
"329","region","Antofagasta",2,"Hombre","Otros no identificados",2012,824483.440744581,691465.35295763,"[523981, 1300535]","[502255, 1476630]"
"330","region","Antofagasta",2,"Hombre","Otros no identificados",2013,1000603.23264243,613848.06841889,"[485101, 1968206]","[362352, 2500000]"
"331","region","Antofagasta",2,"Hombre","Otros no identificados",2014,828474.658571007,820039.624776555,"[703505, 1010427]","[606254, 963442]"
"332","region","Antofagasta",2,"Hombre","Otros no identificados",2015,1122073.67322305,1144664.64339002,"[795572, 1672400]","[600162, 1193343]"
"333","region","Araucanía",9,"Hombre","Otros no identificados",2012,750880.064516752,819585.999312139,"[623142, 852337]","[596518, 928127]"
"334","region","Araucanía",9,"Hombre","Otros no identificados",2013,783303.065142371,672275.936276908,"[576159, 1087595]","[499943, 1300000]"
"335","region","Araucanía",9,"Hombre","Otros no identificados",2014,962766.259881504,727365.596179749,"[681799, 1372590]","[575941, 1860000]"
"336","region","Araucanía",9,"Hombre","Otros no identificados",2015,875272.734317861,852359.578279121,"[685354, 1076347]","[718240, 1157429]"
"337","region","Arica y Parinacota",15,"Hombre","Otros no identificados",2012,1018648.45090746,600971.048152421,"[685356, 1546981]","[488131, 1370859]"
"338","region","Arica y Parinacota",15,"Hombre","Otros no identificados",2013,647767.365147386,564872.129089786,"[528064, 810074]","[492040, 764367]"
"339","region","Arica y Parinacota",15,"Hombre","Otros no identificados",2014,593071.299414269,619156.597867676,"[439510, 739253]","[330605, 749859]"
"340","region","Arica y Parinacota",15,"Hombre","Otros no identificados",2015,748529.126415067,565064.021157408,"[591290, 980417]","[451822, 959052]"
"341","region","Atacama",3,"Hombre","Otros no identificados",2012,948326.677434861,828594.151714518,"[737649, 1188326]","[726546, 1222584]"
"342","region","Atacama",3,"Hombre","Otros no identificados",2013,870218.123730576,852068.291602208,"[760523, 1002454]","[764698, 1059660]"
"343","region","Atacama",3,"Hombre","Otros no identificados",2014,699375.29845664,585083.648033409,"[494717, 978395]","[450200, 1100000]"
"344","region","Atacama",3,"Hombre","Otros no identificados",2015,720384.16148887,764117.795421989,"[572323, 798577]","[572323, 799671]"
"345","region","Aysén",11,"Hombre","Otros no identificados",2012,933644.880207913,842828.139593072,"[821351, 1096424]","[754018, 981052]"
"346","region","Aysén",11,"Hombre","Otros no identificados",2013,1223167.71532571,1198251.86702979,"[1075850, 1436032]","[955734, 1502033]"
"347","region","Aysén",11,"Hombre","Otros no identificados",2014,1115199.94160797,1012385.65028448,"[823078, 1429314]","[699009, 1504503]"
"348","region","Aysén",11,"Hombre","Otros no identificados",2015,1118421.85745853,1035666.52891106,"[934106, 1269175]","[849730, 1204890]"
"349","region","Bíobío",8,"Hombre","Otros no identificados",2012,662600.521687941,636307.091016332,"[579156, 736049]","[502358, 703157]"
"350","region","Bíobío",8,"Hombre","Otros no identificados",2013,661559.627727323,599451.529471345,"[580891, 782193]","[505000, 850000]"
"351","region","Bíobío",8,"Hombre","Otros no identificados",2014,741896.142358498,628226.216659373,"[630310, 857530]","[545261, 761405]"
"352","region","Bíobío",8,"Hombre","Otros no identificados",2015,778116.850119284,712651.553402511,"[667739, 891900]","[611805, 891982]"
"353","region","Coquimbo",4,"Hombre","Otros no identificados",2012,764634.807937588,681221.955745955,"[603964, 942797]","[522289, 1000000]"
"354","region","Coquimbo",4,"Hombre","Otros no identificados",2013,644352.630214474,597742.680744129,"[571033, 734627]","[537961, 727024]"
"355","region","Coquimbo",4,"Hombre","Otros no identificados",2014,826836.966100753,744826.95823917,"[546778, 1144812]","[440000, 1131113]"
"356","region","Coquimbo",4,"Hombre","Otros no identificados",2015,997241.079501293,800216.489265744,"[408000, 1660000]","[408000, 1660000]"
"357","region","Los Lagos",10,"Hombre","Otros no identificados",2012,785463.646949578,704123.810582756,"[636456, 930107]","[627583, 1000000]"
"358","region","Los Lagos",10,"Hombre","Otros no identificados",2013,721113.145754248,711964.080832139,"[571335, 900605]","[418429, 845000]"
"359","region","Los Lagos",10,"Hombre","Otros no identificados",2014,696640.498558858,762642.676206766,"[613934, 794449]","[506491, 875291]"
"360","region","Los Lagos",10,"Hombre","Otros no identificados",2015,820287.140910647,688407.873736491,"[605788, 1051384]","[561231, 1200325]"
"361","region","Los Ríos",14,"Hombre","Otros no identificados",2012,758767.404702312,753759.520368075,"[596320, 923417]","[598676, 1004510]"
"362","region","Los Ríos",14,"Hombre","Otros no identificados",2013,687712.552235065,654155.324813447,"[488754, 934606]","[423677, 1012442]"
"363","region","Los Ríos",14,"Hombre","Otros no identificados",2014,773247.75288744,599887.492968311,"[567946, 1041990]","[500000, 1010423]"
"364","region","Los Ríos",14,"Hombre","Otros no identificados",2015,766608.12289347,567260.036534088,"[580342, 1018703]","[522119, 919882]"
"365","region","Magallanes",12,"Hombre","Otros no identificados",2012,873974.454486219,892756.934523424,"[755807, 988231]","[702108, 1000059]"
"366","region","Magallanes",12,"Hombre","Otros no identificados",2013,1216118.10540431,1075369.33067399,"[784766, 1712102]","[530000, 1440000]"
"367","region","Magallanes",12,"Hombre","Otros no identificados",2014,1274490.01702589,1170220.48102233,"[1072014, 1674262]","[927812, 1310000]"
"368","region","Magallanes",12,"Hombre","Otros no identificados",2015,1153345.49781268,1010981.11162156,"[965700, 1388249]","[907833, 1554143]"
"369","region","Maule",7,"Hombre","Otros no identificados",2012,444994.733245815,423086.378275614,"[371841, 580951]","[377108, 515813]"
"370","region","Maule",7,"Hombre","Otros no identificados",2013,639014.150742435,586130.530336676,"[500657, 812312]","[485043, 976251]"
"371","region","Maule",7,"Hombre","Otros no identificados",2014,568679.507385185,515742.116094917,"[472553, 703133]","[445762, 602525]"
"372","region","Maule",7,"Hombre","Otros no identificados",2015,709695.719044929,678213.085224775,"[599122, 917700]","[614670, 769934]"
"373","region","Metropolitana",13,"Hombre","Otros no identificados",2012,568536.43285221,534191.342867949,"[485317, 664365]","[414670, 609117]"
"374","region","Metropolitana",13,"Hombre","Otros no identificados",2013,686093.728330253,513662.856854955,"[578260, 838457]","[459125, 711269]"
"375","region","Metropolitana",13,"Hombre","Otros no identificados",2014,793636.996667773,707295.8120144,"[657948, 1014012]","[599887, 798022]"
"376","region","Metropolitana",13,"Hombre","Otros no identificados",2015,887023.218279046,767173.689942144,"[715957, 1143799]","[624503, 860000]"
"377","region","O'Higgins",6,"Hombre","Otros no identificados",2012,586817.821533788,452413.493762869,"[459408, 775854]","[435762, 937239]"
"378","region","O'Higgins",6,"Hombre","Otros no identificados",2013,670326.991522066,636950.927024661,"[510158, 816893]","[547800, 883522]"
"379","region","O'Higgins",6,"Hombre","Otros no identificados",2014,620276.221157574,525588.732075561,"[505327, 852420]","[437788, 979136]"
"380","region","O'Higgins",6,"Hombre","Otros no identificados",2015,769142.920868881,638264.570012257,"[568774, 1020656]","[463274, 1094441]"
"381","region","Tarapacá",1,"Hombre","Otros no identificados",2012,775942.098585858,724855.397932878,"[600887, 949839]","[490081, 1004315]"
"382","region","Tarapacá",1,"Hombre","Otros no identificados",2013,916432.172919536,895642.580944266,"[761515, 1089131]","[796979, 1095846]"
"383","region","Tarapacá",1,"Hombre","Otros no identificados",2014,982777.976164241,799900.258798808,"[792906, 1368078]","[793980, 935842]"
"384","region","Tarapacá",1,"Hombre","Otros no identificados",2015,984471.654747917,796057.675991047,"[755754, 1251067]","[600136, 841573]"
"385","region","Valparaíso",5,"Hombre","Otros no identificados",2012,1042290.6625324,892003.330570685,"[856633, 1293747]","[700000, 1053891]"
"386","region","Valparaíso",5,"Hombre","Otros no identificados",2013,903687.073641542,696004.979850874,"[696815, 1193277]","[520369, 910898]"
"387","region","Valparaíso",5,"Hombre","Otros no identificados",2014,1076001.51881911,775704.890218318,"[885581, 1290211]","[588533, 971456]"
"388","region","Valparaíso",5,"Hombre","Otros no identificados",2015,980209.624526434,647345.702032733,"[772792, 1246131]","[592188, 999745]"
"389","region","Antofagasta",2,"Hombre","Otros No identificados",2010,436894.173371615,381526.391776409,"[356726, 568213]","[350028, 590775]"
"390","region","Antofagasta",2,"Hombre","Otros No identificados",2011,622510.897304136,558141.312680837,"[424742, 863410]","[348881, 996804]"
"391","region","Araucanía",9,"Hombre","Otros No identificados",2010,838932.660956455,723423.385486769,"[635041, 1106881]","[517506, 1045863]"
"392","region","Araucanía",9,"Hombre","Otros No identificados",2011,695974.65943405,703220.83635405,"[510508, 883754]","[520000, 800601]"
"393","region","Arica y Parinacota",15,"Hombre","Otros No identificados",2010,632492.105811797,556392.340966919,"[437298, 851119]","[450873, 790646]"
"394","region","Arica y Parinacota",15,"Hombre","Otros No identificados",2011,691962.124306974,476472.047753844,"[481836, 941792]","[357751, 693151]"
"395","region","Atacama",3,"Hombre","Otros No identificados",2010,750335.272578462,706570.535790145,"[630127, 875879]","[554879, 802065]"
"396","region","Atacama",3,"Hombre","Otros No identificados",2011,611838.99095514,586281.305530991,"[514241, 704197]","[498402, 696084]"
"397","region","Aysén",11,"Hombre","Otros No identificados",2010,977976.007012596,800656.045142536,"[744085, 1234330]","[600000, 1424152]"
"398","region","Aysén",11,"Hombre","Otros No identificados",2011,1309399.29382262,1206574.24462268,"[1074726, 1595792]","[775728, 1615851]"
"399","region","Bíobío",8,"Hombre","Otros No identificados",2010,514646.928960724,480373.478771547,"[409007, 628063]","[391380, 601841]"
"400","region","Bíobío",8,"Hombre","Otros No identificados",2011,616724.829323808,609642.715366231,"[572302, 691186]","[525647, 715030]"
"401","region","Coquimbo",4,"Hombre","Otros No identificados",2010,672707.942005908,699725.042762012,"[564126, 806249]","[499164, 883467]"
"402","region","Coquimbo",4,"Hombre","Otros No identificados",2011,580746.277620684,557953.641986225,"[381769, 809222]","[317397, 836652]"
"403","region","Los Lagos",10,"Hombre","Otros No identificados",2010,1289512.49070347,626164.593878114,"[577943, 2153365]","[523801, 1212162]"
"404","region","Los Lagos",10,"Hombre","Otros No identificados",2011,622870.008812488,651227.846762832,"[515451, 735276]","[502417, 710000]"
"405","region","Los Ríos",14,"Hombre","Otros No identificados",2010,585812.829758629,557504.673437519,"[476538, 750450]","[399726, 763974]"
"406","region","Los Ríos",14,"Hombre","Otros No identificados",2011,771357.575926366,824758.362092241,"[633245, 892357]","[537224, 897123]"
"407","region","Magallanes",12,"Hombre","Otros No identificados",2010,928724.706546823,729879.094426512,"[721133, 1179072]","[599057, 1015630]"
"408","region","Magallanes",12,"Hombre","Otros No identificados",2011,1208760.19970187,711368.095039622,"[690659, 2443198]","[510890, 996804]"
"409","region","Maule",7,"Hombre","Otros No identificados",2010,497767.14630507,500849.625198942,"[416618, 573436]","[376265, 573993]"
"410","region","Maule",7,"Hombre","Otros No identificados",2011,531986.641563034,498401.805020212,"[430931, 630605]","[482320, 502417]"
"411","region","Metropolitana",13,"Hombre","Otros No identificados",2010,514988.146911022,439914.682318225,"[437060, 622629]","[400268, 546114]"
"412","region","Metropolitana",13,"Hombre","Otros No identificados",2011,621011.626954432,500000,"[510077, 807563]","[485493, 577513]"
"413","region","O'Higgins",6,"Hombre","Otros No identificados",2010,625217.921804819,599716.411003027,"[551157, 746926]","[548277, 848884]"
"414","region","O'Higgins",6,"Hombre","Otros No identificados",2011,616991.883452446,512836.277850788,"[513602, 855717]","[501007, 996804]"
"415","region","Tarapacá",1,"Hombre","Otros No identificados",2010,550730.974225785,549655.041984155,"[310604, 771407]","[249856, 802054]"
"416","region","Tarapacá",1,"Hombre","Otros No identificados",2011,594652.188888751,414548.188344832,"[389483, 851977]","[398721, 999144]"
"417","region","Valparaíso",5,"Hombre","Otros No identificados",2010,667211.230748358,640721.100253755,"[545140, 820879]","[498243, 704952]"
"418","region","Valparaíso",5,"Hombre","Otros No identificados",2011,724849.660685826,599580.612749312,"[582876, 884925]","[591615, 680000]"
"419","region",NA,NA,"Hombre","Otros No identificados",2010,580567.625758464,580567.625758464,"[580568, 580568]","[580568, 580568]"
"420","region","Antofagasta",2,"Hombre","Profesionales científicos e intelectuales",2010,1105824.76253453,820802.505382656,"[833867, 1370805]","[675451, 1099865]"
"421","region","Antofagasta",2,"Hombre","Profesionales científicos e intelectuales",2011,1155774.79210992,996803.610040425,"[918845, 1360658]","[746285, 1129929]"
"422","region","Antofagasta",2,"Hombre","Profesionales científicos e intelectuales",2012,1307396.47457165,1205412.37113402,"[1109178, 1498376]","[969335, 1314684]"
"423","region","Araucanía",9,"Hombre","Profesionales científicos e intelectuales",2010,704742.559853158,588490.183173697,"[540023, 878561]","[450433, 806560]"
"424","region","Araucanía",9,"Hombre","Profesionales científicos e intelectuales",2011,808728.568307897,697975.945042751,"[638762, 950321]","[521268, 853319]"
"425","region","Araucanía",9,"Hombre","Profesionales científicos e intelectuales",2012,716779.357413096,733547.941185833,"[614504, 826263]","[585168, 833938]"
"426","region","Arica y Parinacota",15,"Hombre","Profesionales científicos e intelectuales",2010,1000576.97559417,791088.749060663,"[726313, 1352784]","[429265, 932496]"
"427","region","Arica y Parinacota",15,"Hombre","Profesionales científicos e intelectuales",2011,888403.357718015,655271.768955603,"[671556, 1099128]","[501004, 1010160]"
"428","region","Arica y Parinacota",15,"Hombre","Profesionales científicos e intelectuales",2012,1048964.60882794,804103.216591539,"[796835, 1266699]","[602687, 953372]"
"429","region","Atacama",3,"Hombre","Profesionales científicos e intelectuales",2010,1153940.77135392,900263.203776154,"[948183, 1460217]","[821177, 1100000]"
"430","region","Atacama",3,"Hombre","Profesionales científicos e intelectuales",2011,1429546.65483321,1008965.97251997,"[1136786, 1763166]","[675631, 1614822]"
"431","region","Atacama",3,"Hombre","Profesionales científicos e intelectuales",2012,990419.606433211,804006.415117371,"[773542, 1313026]","[600000, 1140283]"
"432","region","Aysén",11,"Hombre","Profesionales científicos e intelectuales",2010,1133920.14316229,917129.986342519,"[878806, 1485534]","[727690, 1084633]"
"433","region","Aysén",11,"Hombre","Profesionales científicos e intelectuales",2011,1084051.45465816,992628.877134283,"[925362, 1278431]","[799994, 1298578]"
"434","region","Aysén",11,"Hombre","Profesionales científicos e intelectuales",2012,1183017.80515455,949729.406710203,"[965442, 1447278]","[822509, 1350000]"
"435","region","Bíobío",8,"Hombre","Profesionales científicos e intelectuales",2010,778669.400196645,629608.15203115,"[623192, 929084]","[560918, 799453]"
"436","region","Bíobío",8,"Hombre","Profesionales científicos e intelectuales",2011,978502.184926363,792715.895691033,"[863135, 1096212]","[602900, 970881]"
"437","region","Bíobío",8,"Hombre","Profesionales científicos e intelectuales",2012,896303.815546221,684171.118708728,"[770467, 1092706]","[600524, 801458]"
"438","region","Coquimbo",4,"Hombre","Profesionales científicos e intelectuales",2010,1062886.62069328,800000,"[851459, 1371515]","[599590, 900881]"
"439","region","Coquimbo",4,"Hombre","Profesionales científicos e intelectuales",2011,880399.081092542,699325.007148148,"[718720, 1099087]","[527993, 797493]"
"440","region","Coquimbo",4,"Hombre","Profesionales científicos e intelectuales",2012,1039275.91192636,852796.417111556,"[902465, 1226453]","[738793, 1027003]"
"441","region","Los Lagos",10,"Hombre","Profesionales científicos e intelectuales",2010,752810.958925306,683707.184264169,"[677159, 870489]","[560101, 822693]"
"442","region","Los Lagos",10,"Hombre","Profesionales científicos e intelectuales",2011,792602.667189392,647922.346526276,"[659212, 915836]","[600000, 798155]"
"443","region","Los Lagos",10,"Hombre","Profesionales científicos e intelectuales",2012,1056619.15452696,803416.198540376,"[854922, 1311059]","[740182, 1096791]"
"444","region","Los Ríos",14,"Hombre","Profesionales científicos e intelectuales",2010,760512.639181066,500858.992191402,"[608605, 1102765]","[418932, 800000]"
"445","region","Los Ríos",14,"Hombre","Profesionales científicos e intelectuales",2011,873426.281972752,593495.862476309,"[700033, 1058716]","[498402, 803867]"
"446","region","Los Ríos",14,"Hombre","Profesionales científicos e intelectuales",2012,1037614.27677084,788894.01302977,"[770438, 1328333]","[602216, 1005621]"
"447","region","Magallanes",12,"Hombre","Profesionales científicos e intelectuales",2010,2203833.41852178,1594541.14839492,"[1656589, 2785422]","[1368000, 3200000]"
"448","region","Magallanes",12,"Hombre","Profesionales científicos e intelectuales",2011,1318195.90213704,1098063.60019906,"[1042920, 1556935]","[883354, 1403054]"
"449","region","Magallanes",12,"Hombre","Profesionales científicos e intelectuales",2012,1365586.94060896,1004510.30927835,"[1069685, 1680585]","[662511, 1480378]"
"450","region","Maule",7,"Hombre","Profesionales científicos e intelectuales",2010,743346.78060976,599717.051017434,"[569201, 1064919]","[408075, 700000]"
"451","region","Maule",7,"Hombre","Profesionales científicos e intelectuales",2011,855534.745180998,632071.799154761,"[638218, 1205242]","[543752, 800000]"
"452","region","Maule",7,"Hombre","Profesionales científicos e intelectuales",2012,875579.267880359,851319.372028333,"[734713, 1050426]","[600000, 1000000]"
"453","region","Metropolitana",13,"Hombre","Profesionales científicos e intelectuales",2010,1210671.26239776,900000,"[1094490, 1354577]","[850000, 1000820]"
"454","region","Metropolitana",13,"Hombre","Profesionales científicos e intelectuales",2011,1242438.67738346,996803.610040425,"[1139187, 1383735]","[877560, 1098099]"
"455","region","Metropolitana",13,"Hombre","Profesionales científicos e intelectuales",2012,1378082.8903303,1004510.30927835,"[1242943, 1517581]","[949011, 1106498]"
"456","region","O'Higgins",6,"Hombre","Profesionales científicos e intelectuales",2010,853662.50237263,799737.552113469,"[693821, 1065542]","[588208, 950000]"
"457","region","O'Higgins",6,"Hombre","Profesionales científicos e intelectuales",2011,857330.801240141,659700.656046133,"[711393, 1010017]","[500000, 926817]"
"458","region","O'Higgins",6,"Hombre","Profesionales científicos e intelectuales",2012,1085793.04353761,803738.5581689,"[859115, 1377998]","[646256, 1059406]"
"459","region","Tarapacá",1,"Hombre","Profesionales científicos e intelectuales",2010,1117206.58215819,799949.13912892,"[742743, 1827519]","[539377, 1006556]"
"460","region","Tarapacá",1,"Hombre","Profesionales científicos e intelectuales",2011,912756.378746186,697762.527028297,"[698167, 1091186]","[606083, 792840]"
