"","sex","geography_name","geography_id","year","weighted_median"
"111","Mujer","Arica y Parinacota","15",2015,241046.912822985
"112","Mujer","Atacama","3",2010,195099.04616741
"113","Mujer","Atacama","3",2011,200966.641394996
"114","Mujer","Atacama","3",2012,241349.06008109
"115","Mujer","Atacama","3",2013,265658.123196956
"116","Mujer","Atacama","3",2014,274388.708173299
"117","Mujer","Atacama","3",2015,319781.498581829
"118","Mujer","Aysén","11",2010,217060.658611132
"119","Mujer","Aysén","11",2011,236911.331446643
"120","Mujer","Aysén","11",2012,224873.80965947
"121","Mujer","Aysén","11",2013,262614.12896621
"122","Mujer","Aysén","11",2014,272868.33510957
"123","Mujer","Aysén","11",2015,346887.834920214
"124","Mujer","Bíobío","8",2010,168230.608877143
"125","Mujer","Bíobío","8",2011,179424.649807276
"126","Mujer","Bíobío","8",2012,197097.891021413
"127","Mujer","Bíobío","8",2013,211578.909378931
"128","Mujer","Bíobío","8",2014,229365.927610384
"129","Mujer","Bíobío","8",2015,250067.652895545
"130","Mujer","Coquimbo","4",2010,180176.159718144
"131","Mujer","Coquimbo","4",2011,194376.703957883
"132","Mujer","Coquimbo","4",2012,211180.427570954
"133","Mujer","Coquimbo","4",2013,220039.52482287
"134","Mujer","Coquimbo","4",2014,249953.12207013
"135","Mujer","Coquimbo","4",2015,261059.398768563
"136","Mujer","Los Lagos","10",2010,169883.732291158
"137","Mujer","Los Lagos","10",2011,208981.834717252
"138","Mujer","Los Lagos","10",2012,220992.268041237
"139","Mujer","Los Lagos","10",2013,238778.222866002
"140","Mujer","Los Lagos","10",2014,249953.12207013
"141","Mujer","Los Lagos","10",2015,290078.477358832
"142","Mujer","Los Ríos","14",2010,156741.332282419
"143","Mujer","Los Ríos","14",2011,150724.981046247
"144","Mujer","Los Ríos","14",2012,190856.958762886
"145","Mujer","Los Ríos","14",2013,210284.681427927
"146","Mujer","Los Ríos","14",2014,202084.5177184
"147","Mujer","Los Ríos","14",2015,250067.652895545
"148","Mujer","Magallanes","12",2010,245000
"149","Mujer","Magallanes","12",2011,260000
"150","Mujer","Magallanes","12",2012,331854.957611499
"151","Mujer","Magallanes","12",2013,398489.480309297
"152","Mujer","Magallanes","12",2014,363348.017697688
"153","Mujer","Magallanes","12",2015,400007.776830623
"154","Mujer","Maule","7",2010,160000
"155","Mujer","Maule","7",2011,179424.649807276
"156","Mujer","Maule","7",2012,193000
"157","Mujer","Maule","7",2013,210000
"158","Mujer","Maule","7",2014,224957.809863117
"159","Mujer","Maule","7",2015,250000
"160","Mujer","Metropolitana","13",2010,208000
"161","Mujer","Metropolitana","13",2011,240000
"162","Mujer","Metropolitana","13",2012,265000
"163","Mujer","Metropolitana","13",2013,282523.205289954
"164","Mujer","Metropolitana","13",2014,301636.259151464
"165","Mujer","Metropolitana","13",2015,315000
"166","Mujer","O'Higgins","6",2010,180176.159718144
"167","Mujer","O'Higgins","6",2011,200966.641394996
"168","Mujer","O'Higgins","6",2012,202976.81992379
"169","Mujer","O'Higgins","6",2013,210284.681427927
"170","Mujer","O'Higgins","6",2014,250000
"171","Mujer","O'Higgins","6",2015,251018.65266208
"172","Mujer","Tarapacá","1",2010,189870.053737176
"173","Mujer","Tarapacá","1",2011,231111.637604245
"174","Mujer","Tarapacá","1",2012,256808.379432196
"175","Mujer","Tarapacá","1",2013,283246.300184421
"176","Mujer","Tarapacá","1",2014,303126.7765776
"177","Mujer","Tarapacá","1",2015,301222.383194496
"178","Mujer","Valparaíso","5",2010,171882.36443576
"179","Mujer","Valparaíso","5",2011,189607.29524693
"180","Mujer","Valparaíso","5",2012,201124.216734242
"181","Mujer","Valparaíso","5",2013,238624.518594865
"182","Mujer","Valparaíso","5",2014,261526.858254832
"183","Mujer","Valparaíso","5",2015,280000
"184","Mujer",NA,NA,2010,87726.8621170474
"185","Mujer",NA,NA,2011,49863.1638218099
"186","Mujer",NA,NA,2012,100108.981523004
