"","geography_level","geography_name","geography_id","sex","company_size","year","weighted_mean","weighted_median","ci_weighted_mean","ci_weighted_median"
"14678","comuna","San José de Maipo","291","Mujer","200 y más personas",2012,304449.985296152,313942.813938472,"[263245, 342014]","[230612, 351390]"
"14679","comuna","San José de Maipo","291","Mujer","200 y más personas",2013,411158.499176341,339832.481736587,"[315326, 506377]","[260352, 496089]"
"14680","comuna","San José de Maipo","291","Mujer","200 y más personas",2014,465770.85590083,451128.499461907,"[370660, 554979]","[369316, 606254]"
"14681","comuna","San José de Maipo","291","Mujer","200 y más personas",2015,436118.212176133,392421.359745512,"[362477, 513194]","[328698, 551565]"
"14682","comuna","San Juan de la Costa","292","Mujer","200 y más personas",2010,149888.0726628,90494.96733298,"[49155, 277359]","[20020, 309302]"
"14683","comuna","San Juan de la Costa","292","Mujer","200 y más personas",2011,226632.329394096,226632.329394096,"[194435, 366524]","[194435, 366524]"
"14684","comuna","San Juan de la Costa","292","Mujer","200 y más personas",2012,168944.342056763,168944.342056763,"[168944, 168944]","[168944, 168944]"
"14685","comuna","San Juan de la Costa","292","Mujer","200 y más personas",2013,210000,210000,"[210000, 210000]","[210000, 210000]"
"14686","comuna","San Juan de la Costa","292","Mujer","200 y más personas",2014,327006.229647517,356015.111810942,"[256025, 362920]","[219959, 363752]"
"14687","comuna","San Miguel","293","Mujer","200 y más personas",2010,449511.434147027,381296.179059016,"[298366, 774791]","[285632, 450000]"
"14688","comuna","San Miguel","293","Mujer","200 y más personas",2011,486623.352563443,359512.793177675,"[278872, 1018432]","[185894, 588684]"
"14689","comuna","San Miguel","293","Mujer","200 y más personas",2012,770860.529896033,536231.98113609,"[518815, 1137447]","[321799, 1333033]"
"14690","comuna","San Miguel","293","Mujer","200 y más personas",2013,897270.855857371,901744.250866599,"[550463, 1224023]","[350000, 1444524]"
"14691","comuna","San Miguel","293","Mujer","200 y más personas",2014,820549.534183477,840319.700744503,"[616836, 1091834]","[759463, 999812]"
"14692","comuna","San Miguel","293","Mujer","200 y más personas",2015,905597.968805276,875751.233105857,"[481711, 1374892]","[230062, 1703961]"
