"","sex","company_size","geography_name","geography_id","year","weighted_median"
"1764","Mujer","Menos de 5","Cordillera","p152",2012,150809.802341022
"1765","Mujer","Menos de 5","Cordillera","p152",2013,78531.3988076703
"1766","Mujer","Menos de 5","Cordillera","p152",2014,199967.753184724
"1767","Mujer","Menos de 5","Cordillera","p152",2015,130299.568880671
"1768","Mujer","Menos de 5","Coyhaique","p111",2010,144532.612843804
"1769","Mujer","Menos de 5","Coyhaique","p111",2011,139471.209133502
"1770","Mujer","Menos de 5","Coyhaique","p111",2012,148575.729271119
"1771","Mujer","Menos de 5","Coyhaique","p111",2013,96469.1857465081
"1772","Mujer","Menos de 5","Coyhaique","p111",2014,200074.339963174
"1773","Mujer","Menos de 5","Coyhaique","p111",2015,191245.983093037
"1774","Mujer","Menos de 5","Curicó","p73",2010,137394.069898573
"1775","Mujer","Menos de 5","Curicó","p73",2011,117223.717968425
"1776","Mujer","Menos de 5","Curicó","p73",2012,152778.202687368
"1777","Mujer","Menos de 5","Curicó","p73",2013,162592.837209774
"1778","Mujer","Menos de 5","Curicó","p73",2014,200986.631070664
"1779","Mujer","Menos de 5","Curicó","p73",2015,180048.710084792
"1780","Mujer","Menos de 5","El Loa","p22",2010,159966.094509392
"1781","Mujer","Menos de 5","El Loa","p22",2011,100000
"1782","Mujer","Menos de 5","El Loa","p22",2012,150361
"1783","Mujer","Menos de 5","El Loa","p22",2013,165188.683333036
"1784","Mujer","Menos de 5","El Loa","p22",2014,202084.5177184
"1785","Mujer","Menos de 5","El Loa","p22",2015,216717.19483474
"1786","Mujer","Menos de 5","Elqui","p41",2010,150146.79976512
"1787","Mujer","Menos de 5","Elqui","p41",2011,110146.530375942
"1788","Mujer","Menos de 5","Elqui","p41",2012,111472.273014957
"1789","Mujer","Menos de 5","Elqui","p41",2013,118781.984135688
"1790","Mujer","Menos de 5","Elqui","p41",2014,124321.076082443
"1791","Mujer","Menos de 5","Elqui","p41",2015,180000
"1792","Mujer","Menos de 5","General Carrera","p114",2010,27665.196384549
"1793","Mujer","Menos de 5","General Carrera","p114",2011,15072.4981046247
"1794","Mujer","Menos de 5","General Carrera","p114",2012,35667.9754903651
"1795","Mujer","Menos de 5","General Carrera","p114",2013,169358.029131451
"1796","Mujer","Menos de 5","General Carrera","p114",2014,113768.246594669
"1797","Mujer","Menos de 5","General Carrera","p114",2015,141255.809138549
"1798","Mujer","Menos de 5","Huasco","p33",2010,72289.3464717025
"1799","Mujer","Menos de 5","Huasco","p33",2011,122288.915995701
"1800","Mujer","Menos de 5","Huasco","p33",2012,70392.6823152866
"1801","Mujer","Menos de 5","Huasco","p33",2013,100000
"1802","Mujer","Menos de 5","Huasco","p33",2014,113670.063441566
"1803","Mujer","Menos de 5","Huasco","p33",2015,150424.20967917
"1804","Mujer","Menos de 5","Iquique","p11",2010,150000
"1805","Mujer","Menos de 5","Iquique","p11",2011,156505.910244993
"1806","Mujer","Menos de 5","Iquique","p11",2012,155766.904194758
"1807","Mujer","Menos de 5","Iquique","p11",2013,186767.636833298
"1808","Mujer","Menos de 5","Iquique","p11",2014,210487.906551024
"1809","Mujer","Menos de 5","Iquique","p11",2015,200000
"1810","Mujer","Menos de 5","Limarí","p43",2010,81257.3531248026
"1811","Mujer","Menos de 5","Limarí","p43",2011,120579.984836998
"1812","Mujer","Menos de 5","Limarí","p43",2012,83991.9496353649
"1813","Mujer","Menos de 5","Limarí","p43",2013,132818.071776993
"1814","Mujer","Menos de 5","Limarí","p43",2014,154130.970353364
"1815","Mujer","Menos de 5","Limarí","p43",2015,100650.394498517
"1816","Mujer","Menos de 5","Linares","p74",2010,80053.017381689
"1817","Mujer","Menos de 5","Linares","p74",2011,70161.706262266
"1818","Mujer","Menos de 5","Linares","p74",2012,60270.618556701
"1819","Mujer","Menos de 5","Linares","p74",2013,100135.562584727
"1820","Mujer","Menos de 5","Linares","p74",2014,99981.2488280518
"1821","Mujer","Menos de 5","Linares","p74",2015,100401.145462806
"1822","Mujer","Menos de 5","Llanquihue","p101",2010,129979.12308113
"1823","Mujer","Menos de 5","Llanquihue","p101",2011,180062.408315309
"1824","Mujer","Menos de 5","Llanquihue","p101",2012,120000
"1825","Mujer","Menos de 5","Llanquihue","p101",2013,99820.5947071875
"1826","Mujer","Menos de 5","Llanquihue","p101",2014,168656.154934099
"1827","Mujer","Menos de 5","Llanquihue","p101",2015,120393.795169797
"1828","Mujer","Menos de 5","Los Andes","p53",2010,99942.0215465751
"1829","Mujer","Menos de 5","Los Andes","p53",2011,80135.6244119179
"1830","Mujer","Menos de 5","Los Andes","p53",2012,90598.363751903
"1831","Mujer","Menos de 5","Los Andes","p53",2013,179853.941445555
"1832","Mujer","Menos de 5","Los Andes","p53",2014,140286.770477312
"1833","Mujer","Menos de 5","Los Andes","p53",2015,150084.126125569
"1834","Mujer","Menos de 5","Magallanes","p121",2010,249833.424167002
"1835","Mujer","Menos de 5","Magallanes","p121",2011,200966.641394996
"1836","Mujer","Menos de 5","Magallanes","p121",2012,192069.116675622
"1837","Mujer","Menos de 5","Magallanes","p121",2013,200000
"1838","Mujer","Menos de 5","Magallanes","p121",2014,274801.557356165
"1839","Mujer","Menos de 5","Magallanes","p121",2015,301081.089367538
"1840","Mujer","Menos de 5","Maipo","p134",2010,102890.76439379
"1841","Mujer","Menos de 5","Maipo","p134",2011,85671.5187004008
"1842","Mujer","Menos de 5","Maipo","p134",2012,120802.85897018
"1843","Mujer","Menos de 5","Maipo","p134",2013,180244.012652509
"1844","Mujer","Menos de 5","Maipo","p134",2014,120278.977457977
"1845","Mujer","Menos de 5","Maipo","p134",2015,146537.638832092
"1846","Mujer","Menos de 5","Malleco","p92",2010,39995.2079468056
"1847","Mujer","Menos de 5","Malleco","p92",2011,59854.017449063
"1848","Mujer","Menos de 5","Malleco","p92",2012,60314.8333271997
"1849","Mujer","Menos de 5","Malleco","p92",2013,69992.1190910262
"1850","Mujer","Menos de 5","Malleco","p92",2014,75075.540551853
"1851","Mujer","Menos de 5","Malleco","p92",2015,65968.8204312784
"1852","Mujer","Menos de 5","Marga Marga","p58",2010,112419.715577096
"1853","Mujer","Menos de 5","Marga Marga","p58",2011,101111.687787581
"1854","Mujer","Menos de 5","Marga Marga","p58",2012,150453.829687475
