"","geography_level","geography_name","geography_id","sex","work_day","year","weighted_mean","weighted_median","lb_weighted_mean","ub_weighted_mean","lb_weighted_median","ub_weighted_median","ci_weighted_mean","ci_weighted_median"
"123","provincia","El Loa","p22","Hombre","Completa",2013,1119314.29099063,820185.081622166,988237,1252539,714767,967577,"[988237, 1252539]","[714767, 967577]"
"124","provincia","El Loa","p22","Hombre","Completa",2014,1066731.59433816,846602.306196014,955214,1185813,700861,996860,"[955214, 1185813]","[700861, 996860]"
"125","provincia","El Loa","p22","Hombre","Completa",2015,1061704.47350367,750000,968647,1173655,658077,900055,"[968647, 1173655]","[658077, 900055]"
"126","provincia","Elqui","p41","Hombre","Completa",2010,448750.281162599,280144.524926852,404493,490405,249829,300294,"[404493, 490405]","[249829, 300294]"
"127","provincia","Elqui","p41","Hombre","Completa",2011,472834.366248891,300000,407557,544775,280000,353226,"[407557, 544775]","[280000, 353226]"
"128","provincia","Elqui","p41","Hombre","Completa",2012,533403.799558774,400000,485774,578298,352482,409649,"[485774, 578298]","[352482, 409649]"
"129","provincia","Elqui","p41","Hombre","Completa",2013,574782.569073413,398489.480309297,513864,642449,350000,417841,"[513864, 642449]","[350000, 417841]"
"130","provincia","Elqui","p41","Hombre","Completa",2014,603413.868278,436486.138260854,542799,677151,402528,458499,"[542799, 677151]","[402528, 458499]"
"131","provincia","Elqui","p41","Hombre","Completa",2015,629098.074019727,411670.590365811,564407,706371,400000,458923,"[564407, 706371]","[400000, 458923]"
"132","provincia","General Carrera","p114","Hombre","Completa",2010,293380.521094211,199627.032822499,209440,392377,170153,329998,"[209440, 392377]","[170153, 329998]"
"133","provincia","General Carrera","p114","Hombre","Completa",2011,351227.422757963,306881.993073541,241636,473199,182880,401933,"[241636, 473199]","[182880, 401933]"
"134","provincia","General Carrera","p114","Hombre","Completa",2012,613601.217586506,482698.120162181,382598,923402,375063,649797,"[382598, 923402]","[375063, 649797]"
"135","provincia","General Carrera","p114","Hombre","Completa",2013,736624.33969044,500322.771895001,464958,1034199,314065,788244,"[464958, 1034199]","[314065, 788244]"
"136","provincia","General Carrera","p114","Hombre","Completa",2014,421694.592614187,349988.572098983,330935,522813,244161,505259,"[330935, 522813]","[244161, 505259]"
"137","provincia","General Carrera","p114","Hombre","Completa",2015,530854.576891341,397063.372499939,411000,646749,274145,555787,"[411000, 646749]","[274145, 555787]"
"138","provincia","Huasco","p33","Hombre","Completa",2010,341942.601456153,240212.323649328,297600,381168,200196,299795,"[297600, 381168]","[200196, 299795]"
"139","provincia","Huasco","p33","Hombre","Completa",2011,365897.832812465,265785.859891491,324372,428513,249201,301450,"[324372, 428513]","[249201, 301450]"
"140","provincia","Huasco","p33","Hombre","Completa",2012,436939.881638563,301686.325101363,389827,483278,255535,350000,"[389827, 483278]","[255535, 350000]"
"141","provincia","Huasco","p33","Hombre","Completa",2013,418168.66985709,300000,373002,481375,264335,324206,"[373002, 481375]","[264335, 324206]"
"142","provincia","Huasco","p33","Hombre","Completa",2014,398487.787531168,346912.979475379,363509,433419,302262,367032,"[363509, 433419]","[302262, 367032]"
"143","provincia","Huasco","p33","Hombre","Completa",2015,448633.666123049,343583.537357566,400117,528572,301089,381830,"[400117, 528572]","[301089, 381830]"
"144","provincia","Iquique","p11","Hombre","Completa",2010,552048.441604153,350000,483554,651267,302131,392007,"[483554, 651267]","[302131, 392007]"
"145","provincia","Iquique","p11","Hombre","Completa",2011,526707.036046298,398721.44401617,475582,594190,349044,418817,"[475582, 594190]","[349044, 418817]"
"146","provincia","Iquique","p11","Hombre","Completa",2012,591422.789009084,402248.433468484,532161,665644,380814,461277,"[532161, 665644]","[380814, 461277]"
"147","provincia","Iquique","p11","Hombre","Completa",2013,684223.751724426,460686.046667639,597475,779411,424382,500000,"[597475, 779411]","[424382, 500000]"
"148","provincia","Iquique","p11","Hombre","Completa",2014,678893.145668826,500000,622501,740081,499906,532762,"[622501, 740081]","[499906, 532762]"
"149","provincia","Iquique","p11","Hombre","Completa",2015,770869.498867278,500000,666367,914716,450000,501449,"[666367, 914716]","[450000, 501449]"
"150","provincia","Limarí","p43","Hombre","Completa",2010,300158.099823901,200195.73302016,277227,331397,200000,219850,"[277227, 331397]","[200000, 219850]"
"151","provincia","Limarí","p43","Hombre","Completa",2011,312780.853645869,222032.977114947,289989,342929,200967,249201,"[289989, 342929]","[200967, 249201]"
"152","provincia","Limarí","p43","Hombre","Completa",2012,358429.683074484,278376.806534076,318868,391562,250000,295923,"[318868, 391562]","[250000, 295923]"
"153","provincia","Limarí","p43","Hombre","Completa",2013,367705.63647877,298867.110231973,340214,401906,280700,300407,"[340214, 401906]","[280700, 300407]"
"154","provincia","Limarí","p43","Hombre","Completa",2014,369094.235730797,299943.746484155,334720,401648,280000,302308,"[334720, 401648]","[280000, 302308]"
"155","provincia","Limarí","p43","Hombre","Completa",2015,362473.779643693,300081.183474654,345042,383342,281141,316284,"[345042, 383342]","[281141, 316284]"
"156","provincia","Linares","p74","Hombre","Completa",2010,222985.202916076,171882.36443576,197037,249930,167336,175000,"[197037, 249930]","[167336, 175000]"
"157","provincia","Linares","p74","Hombre","Completa",2011,253414.720217235,180869.977255496,228511,281936,179425,182880,"[228511, 281936]","[179425, 182880]"
"158","provincia","Linares","p74","Hombre","Completa",2012,281659.429730125,201124.216734242,243768,321631,200000,213629,"[243768, 321631]","[200000, 213629]"
