"","sex","geography_name","geography_id","year","weighted_mean"
"214","Hombre","Osorno","p103",2014,499099.636956357
"215","Hombre","Osorno","p103",2015,488075.817449644
"216","Hombre","Parinacota","p152",2010,166791.145619033
"217","Hombre","Parinacota","p152",2011,134160.584396493
"218","Hombre","Parinacota","p152",2012,146308.869506118
"219","Hombre","Parinacota","p152",2013,181686.193981511
"220","Hombre","Parinacota","p152",2014,134756.638452564
"221","Hombre","Parinacota","p152",2015,195676.416336621
"222","Hombre","Petorca","p54",2010,336221.778831441
"223","Hombre","Petorca","p54",2011,403817.43713314
"224","Hombre","Petorca","p54",2012,466531.590861347
"225","Hombre","Petorca","p54",2013,427359.022720995
"226","Hombre","Petorca","p54",2014,387829.175306683
"227","Hombre","Petorca","p54",2015,468614.173423489
"228","Hombre","Quillota","p55",2010,318277.273379929
"229","Hombre","Quillota","p55",2011,313518.902461521
"230","Hombre","Quillota","p55",2012,423459.777482699
"231","Hombre","Quillota","p55",2013,416824.355079705
"232","Hombre","Quillota","p55",2014,466019.361220835
"233","Hombre","Quillota","p55",2015,442661.508876821
"234","Hombre","Ranco","p142",2010,259861.070192797
"235","Hombre","Ranco","p142",2011,249135.947972422
"236","Hombre","Ranco","p142",2012,342818.826444096
"237","Hombre","Ranco","p142",2013,354371.893386331
"238","Hombre","Ranco","p142",2014,282326.381610557
"239","Hombre","Ranco","p142",2015,323115.227417378
"240","Hombre","San Antonio","p56",2010,278754.208364793
"241","Hombre","San Antonio","p56",2011,501783.98570291
"242","Hombre","San Antonio","p56",2012,436755.316083388
"243","Hombre","San Antonio","p56",2013,361012.353857227
"244","Hombre","San Antonio","p56",2014,355607.762051571
"245","Hombre","San Antonio","p56",2015,462873.188290155
"246","Hombre","San Felipe","p57",2010,294565.265235452
"247","Hombre","San Felipe","p57",2011,305143.046584796
"248","Hombre","San Felipe","p57",2012,391394.617763184
"249","Hombre","San Felipe","p57",2013,433980.818329171
"250","Hombre","San Felipe","p57",2014,422207.467826042
"251","Hombre","San Felipe","p57",2015,438731.452591691
"252","Hombre","Santiago","p131",2010,547820.013817632
"253","Hombre","Santiago","p131",2011,592781.73514648
"254","Hombre","Santiago","p131",2012,647789.335940473
"255","Hombre","Santiago","p131",2013,699567.963423423
"256","Hombre","Santiago","p131",2014,680176.292988879
"257","Hombre","Santiago","p131",2015,725609.227556394
"258","Hombre","Talagante","p136",2010,308569.656126298
"259","Hombre","Talagante","p136",2011,368694.177733832
"260","Hombre","Talagante","p136",2012,418319.241849686
"261","Hombre","Talagante","p136",2013,467317.972804674
"262","Hombre","Talagante","p136",2014,505868.53791192
"263","Hombre","Talagante","p136",2015,626532.997608712
"264","Hombre","Talca","p71",2010,288544.622496986
"265","Hombre","Talca","p71",2011,351378.431355321
"266","Hombre","Talca","p71",2012,349483.420593192
"267","Hombre","Talca","p71",2013,412198.294341828
"268","Hombre","Talca","p71",2014,430238.440230395
"269","Hombre","Talca","p71",2015,490568.399465902
"270","Hombre","Tamarugal","p12",2010,250658.566470967
"271","Hombre","Tamarugal","p12",2011,266723.398005158
"272","Hombre","Tamarugal","p12",2012,387903.072946874
"273","Hombre","Tamarugal","p12",2013,464809.326173756
"274","Hombre","Tamarugal","p12",2014,438573.827022855
"275","Hombre","Tamarugal","p12",2015,497420.856945243
"276","Hombre","Tierra del Fuego","p123",2010,449579.791020783
"277","Hombre","Tierra del Fuego","p123",2011,480213.821235753
"278","Hombre","Tierra del Fuego","p123",2012,603250
"279","Hombre","Tierra del Fuego","p123",2013,785555.555555556
"280","Hombre","Tierra del Fuego","p123",2014,784601.94156386
"281","Hombre","Tierra del Fuego","p123",2015,640169.016093248
"282","Hombre","Tocopilla","p23",2010,465431.838997234
"283","Hombre","Tocopilla","p23",2011,422410.109880046
"284","Hombre","Tocopilla","p23",2012,622792.836039128
"285","Hombre","Tocopilla","p23",2013,555225.879951726
"286","Hombre","Tocopilla","p23",2014,666503.517807834
"287","Hombre","Tocopilla","p23",2015,419209.482103403
"288","Hombre","Última Esperanza","p124",2010,428054.522574747
"289","Hombre","Última Esperanza","p124",2011,360535.907552144
"290","Hombre","Última Esperanza","p124",2012,439300.742533251
"291","Hombre","Última Esperanza","p124",2013,581207.790611714
"292","Hombre","Última Esperanza","p124",2014,567070.375153818
"293","Hombre","Última Esperanza","p124",2015,831059.308394003
"294","Hombre","Valdivia","p141",2010,325583.140606876
"295","Hombre","Valdivia","p141",2011,345415.325384308
"296","Hombre","Valdivia","p141",2012,407608.540276776
"297","Hombre","Valdivia","p141",2013,403294.78259847
"298","Hombre","Valdivia","p141",2014,422522.606128327
"299","Hombre","Valdivia","p141",2015,466502.442023667
"300","Hombre","Valparaíso","p51",2010,396750.639574159
"301","Hombre","Valparaíso","p51",2011,476657.067562696
"302","Hombre","Valparaíso","p51",2012,545576.406884407
"303","Hombre","Valparaíso","p51",2013,633929.280948353
"304","Hombre","Valparaíso","p51",2014,708420.150659272
"305","Hombre","Valparaíso","p51",2015,675030.565128367
"306","Hombre",NA,NA,2010,207989.976678026
"307","Hombre",NA,NA,2011,279946.021530606
"308","Hombre",NA,NA,2012,302265.939766311
"309","Mujer","Antofagasta","p21",2010,331933.356614527
"310","Mujer","Antofagasta","p21",2011,354521.290321195
"311","Mujer","Antofagasta","p21",2012,409345.865341525
"312","Mujer","Antofagasta","p21",2013,397442.916975237
"313","Mujer","Antofagasta","p21",2014,420551.072163794
"314","Mujer","Antofagasta","p21",2015,477298.686877976
"315","Mujer","Arauco","p82",2010,187299.050707245
"316","Mujer","Arauco","p82",2011,181570.51701917
"317","Mujer","Arauco","p82",2012,197394.950099925
"318","Mujer","Arauco","p82",2013,226128.987070706
"319","Mujer","Arauco","p82",2014,271050.093280614
"320","Mujer","Arauco","p82",2015,247696.607957557
"321","Mujer","Arica","p151",2010,249458.07563731
"322","Mujer","Arica","p151",2011,235016.540298656
"323","Mujer","Arica","p151",2012,276496.115281547
"324","Mujer","Arica","p151",2013,333264.68755181
"325","Mujer","Arica","p151",2014,329668.907278811
"326","Mujer","Arica","p151",2015,365030.664908196
"327","Mujer","Aysén","p112",2010,318353.760524006
"328","Mujer","Aysén","p112",2011,334255.472359172
"329","Mujer","Aysén","p112",2012,381557.666918199
"330","Mujer","Aysén","p112",2013,394313.662685924
"331","Mujer","Aysén","p112",2014,361953.212834815
"332","Mujer","Aysén","p112",2015,462497.795540369
"333","Mujer","Bíobío","p83",2010,226501.161289369
"334","Mujer","Bíobío","p83",2011,227432.454114713
"335","Mujer","Bíobío","p83",2012,242418.096184389
"336","Mujer","Bíobío","p83",2013,283506.276598525
"337","Mujer","Bíobío","p83",2014,304378.021406968
"338","Mujer","Bíobío","p83",2015,361536.202034902
"339","Mujer","Cachapoal","p61",2010,251351.193783044
"340","Mujer","Cachapoal","p61",2011,282901.759780394
"341","Mujer","Cachapoal","p61",2012,309928.636536981
"342","Mujer","Cachapoal","p61",2013,297902.764389675
"343","Mujer","Cachapoal","p61",2014,324967.783544606
"344","Mujer","Cachapoal","p61",2015,344493.626865906
"345","Mujer","Capitán Prat","p113",2010,461386.134914475
"346","Mujer","Capitán Prat","p113",2011,349621.082252838
"347","Mujer","Capitán Prat","p113",2012,370225.11748406
"348","Mujer","Capitán Prat","p113",2013,358833.333333333
"349","Mujer","Capitán Prat","p113",2014,351500
"350","Mujer","Cardenal Caro","p62",2010,176818.510679202
"351","Mujer","Cardenal Caro","p62",2011,205167.945064215
"352","Mujer","Cardenal Caro","p62",2012,255983.607253105
"353","Mujer","Cardenal Caro","p62",2013,272797.909803286
"354","Mujer","Cardenal Caro","p62",2014,264937.557324757
"355","Mujer","Cardenal Caro","p62",2015,291859.020609279
"356","Mujer","Cauquenes","p72",2010,142607.242666495
"357","Mujer","Cauquenes","p72",2011,177768.145987413
"358","Mujer","Cauquenes","p72",2012,214431.349415558
"359","Mujer","Cauquenes","p72",2013,216101.131949252
"360","Mujer","Cauquenes","p72",2014,214694.057908302
"361","Mujer","Cauquenes","p72",2015,249117.188857009
"362","Mujer","Cautín","p91",2010,222253.172697487
"363","Mujer","Cautín","p91",2011,224993.746134087
"364","Mujer","Cautín","p91",2012,261593.670788855
"365","Mujer","Cautín","p91",2013,280561.217430252
"366","Mujer","Cautín","p91",2014,335864.388060956
"367","Mujer","Cautín","p91",2015,349572.458163573
"368","Mujer","Chacabuco","p133",2010,241286.798475304
"369","Mujer","Chacabuco","p133",2011,381116.522437769
"370","Mujer","Chacabuco","p133",2012,488307.653522431
"371","Mujer","Chacabuco","p133",2013,314804.496614607
"372","Mujer","Chacabuco","p133",2014,327702.329926272
"373","Mujer","Chacabuco","p133",2015,326474.639479045
"374","Mujer","Chañaral","p32",2010,247830.119146189
"375","Mujer","Chañaral","p32",2011,285760.420279103
"376","Mujer","Chañaral","p32",2012,288925.313145416
"377","Mujer","Chañaral","p32",2013,378326.186543722
"378","Mujer","Chañaral","p32",2014,312119.997199025
"379","Mujer","Chañaral","p32",2015,490002.506677266
"380","Mujer","Chiloé","p102",2010,235358.938941848
"381","Mujer","Chiloé","p102",2011,235929.095065042
"382","Mujer","Chiloé","p102",2012,292193.762713059
"383","Mujer","Chiloé","p102",2013,323992.950470917
"384","Mujer","Chiloé","p102",2014,328163.085706671
"385","Mujer","Chiloé","p102",2015,325019.731776025
"386","Mujer","Choapa","p42",2010,248221.223016665
"387","Mujer","Choapa","p42",2011,278696.087890213
"388","Mujer","Choapa","p42",2012,337796.295120233
"389","Mujer","Choapa","p42",2013,285719.472898254
"390","Mujer","Choapa","p42",2014,297732.988527778
"391","Mujer","Choapa","p42",2015,314425.147279786
"392","Mujer","Colchagua","p63",2010,236465.327654179
"393","Mujer","Colchagua","p63",2011,250525.990892678
"394","Mujer","Colchagua","p63",2012,256081.144334139
"395","Mujer","Colchagua","p63",2013,280891.844759444
"396","Mujer","Colchagua","p63",2014,280209.043507854
"397","Mujer","Colchagua","p63",2015,307705.672774836
"398","Mujer","Concepción","p81",2010,278739.161603173
"399","Mujer","Concepción","p81",2011,268621.288596811
"400","Mujer","Concepción","p81",2012,294895.306578668
"401","Mujer","Concepción","p81",2013,291200.694987928
"402","Mujer","Concepción","p81",2014,313539.462829697
"403","Mujer","Concepción","p81",2015,334692.030469241
"404","Mujer","Copiapó","p31",2010,303702.866549112
"405","Mujer","Copiapó","p31",2011,372313.528976805
"406","Mujer","Copiapó","p31",2012,317067.138368287
"407","Mujer","Copiapó","p31",2013,429068.137446444
"408","Mujer","Copiapó","p31",2014,437484.220314355
"409","Mujer","Copiapó","p31",2015,417111.641631206
"410","Mujer","Cordillera","p152",2010,284707.241744288
"411","Mujer","Cordillera","p152",2011,300114.435308378
"412","Mujer","Cordillera","p152",2012,370042.286886097
"413","Mujer","Cordillera","p152",2013,335792.836612291
"414","Mujer","Cordillera","p152",2014,393437.667118912
"415","Mujer","Cordillera","p152",2015,435015.733741681
"416","Mujer","Coyhaique","p111",2010,323477.67826118
"417","Mujer","Coyhaique","p111",2011,376933.813543105
"418","Mujer","Coyhaique","p111",2012,325456.06471084
"419","Mujer","Coyhaique","p111",2013,354172.488146974
"420","Mujer","Coyhaique","p111",2014,419068.498909939
"421","Mujer","Coyhaique","p111",2015,522021.930189104
"422","Mujer","Curicó","p73",2010,238319.602650911
"423","Mujer","Curicó","p73",2011,233968.289650178
"424","Mujer","Curicó","p73",2012,236410.502275175
"425","Mujer","Curicó","p73",2013,270411.573220769
"426","Mujer","Curicó","p73",2014,294185.463064681
"427","Mujer","Curicó","p73",2015,350900.027622114
"428","Mujer","El Loa","p22",2010,304276.340851742
"429","Mujer","El Loa","p22",2011,417878.40889107
"430","Mujer","El Loa","p22",2012,469497.165032227
"431","Mujer","El Loa","p22",2013,444550.339575574
"432","Mujer","El Loa","p22",2014,495626.430396619
"433","Mujer","El Loa","p22",2015,511257.560177333
"434","Mujer","Elqui","p41",2010,312471.470229457
"435","Mujer","Elqui","p41",2011,273236.366701106
"436","Mujer","Elqui","p41",2012,327279.417181127
"437","Mujer","Elqui","p41",2013,332410.02653668
"438","Mujer","Elqui","p41",2014,358784.965721313
"439","Mujer","Elqui","p41",2015,371205.682147374
"440","Mujer","General Carrera","p114",2010,218466.370536057
"441","Mujer","General Carrera","p114",2011,427498.719949213
"442","Mujer","General Carrera","p114",2012,434741.591176275
"443","Mujer","General Carrera","p114",2013,483107.826274082
"444","Mujer","General Carrera","p114",2014,313528.387066067
"445","Mujer","General Carrera","p114",2015,324057.091662137
"446","Mujer","Huasco","p33",2010,207934.26418482
"447","Mujer","Huasco","p33",2011,236361.619380753
"448","Mujer","Huasco","p33",2012,275068.900172978
"449","Mujer","Huasco","p33",2013,235024.886278201
"450","Mujer","Huasco","p33",2014,284084.513434683
"451","Mujer","Huasco","p33",2015,333735.613974891
"452","Mujer","Iquique","p11",2010,299056.958687958
"453","Mujer","Iquique","p11",2011,374996.303347356
"454","Mujer","Iquique","p11",2012,381228.824634561
"455","Mujer","Iquique","p11",2013,425813.815988299
"456","Mujer","Iquique","p11",2014,434229.380568273
"457","Mujer","Iquique","p11",2015,465048.262675007
"458","Mujer","Limarí","p43",2010,211778.008791669
"459","Mujer","Limarí","p43",2011,225824.400290646
"460","Mujer","Limarí","p43",2012,212666.166990014
"461","Mujer","Limarí","p43",2013,244297.277692025
"462","Mujer","Limarí","p43",2014,295941.023369947
"463","Mujer","Limarí","p43",2015,282131.536948176
"464","Mujer","Linares","p74",2010,194784.699091188
"465","Mujer","Linares","p74",2011,225342.725399687
"466","Mujer","Linares","p74",2012,260851.390340409
"467","Mujer","Linares","p74",2013,248745.792930325
"468","Mujer","Linares","p74",2014,275180.561330027
"469","Mujer","Linares","p74",2015,274647.58717795
"470","Mujer","Llanquihue","p101",2010,247417.944691167
"471","Mujer","Llanquihue","p101",2011,328700.406301551
"472","Mujer","Llanquihue","p101",2012,340076.256532156
"473","Mujer","Llanquihue","p101",2013,316237.044652747
"474","Mujer","Llanquihue","p101",2014,375364.474823102
"475","Mujer","Llanquihue","p101",2015,409005.101826558
"476","Mujer","Los Andes","p53",2010,253732.355744441
"477","Mujer","Los Andes","p53",2011,279979.273669125
"478","Mujer","Los Andes","p53",2012,266182.223962932
"479","Mujer","Los Andes","p53",2013,298909.371906332
"480","Mujer","Los Andes","p53",2014,311407.595402641
"481","Mujer","Los Andes","p53",2015,336514.53481458
"482","Mujer","Magallanes","p121",2010,384252.492697499
"483","Mujer","Magallanes","p121",2011,434965.585925818
"484","Mujer","Magallanes","p121",2012,531318.128539939
"485","Mujer","Magallanes","p121",2013,570762.356028219
"486","Mujer","Magallanes","p121",2014,516001.530866918
"487","Mujer","Magallanes","p121",2015,618692.474134671
"488","Mujer","Maipo","p134",2010,281764.455612806
"489","Mujer","Maipo","p134",2011,273556.617372299
"490","Mujer","Maipo","p134",2012,281813.394400648
"491","Mujer","Maipo","p134",2013,346614.825448057
"492","Mujer","Maipo","p134",2014,353047.810906634
"493","Mujer","Maipo","p134",2015,370432.050377209
"494","Mujer","Malleco","p92",2010,208379.340787943
"495","Mujer","Malleco","p92",2011,211573.113567996
"496","Mujer","Malleco","p92",2012,212379.477457604
"497","Mujer","Malleco","p92",2013,225732.658462798
"498","Mujer","Malleco","p92",2014,231723.853047211
"499","Mujer","Malleco","p92",2015,258639.441985419
"500","Mujer","Marga Marga","p58",2010,237306.127751823
"501","Mujer","Marga Marga","p58",2011,247089.099750706
"502","Mujer","Marga Marga","p58",2012,284062.755200511
"503","Mujer","Marga Marga","p58",2013,325381.377543123
"504","Mujer","Marga Marga","p58",2014,376707.944801231
"505","Mujer","Marga Marga","p58",2015,348467.99598796
"506","Mujer","Melipilla","p135",2010,242240.688616254
"507","Mujer","Melipilla","p135",2011,214245.63517685
"508","Mujer","Melipilla","p135",2012,227131.732559542
"509","Mujer","Melipilla","p135",2013,282420.672804661
"510","Mujer","Melipilla","p135",2014,310483.378884814
"511","Mujer","Melipilla","p135",2015,308166.504521414
"512","Mujer","Ñuble","p84",2010,226620.769860734
"513","Mujer","Ñuble","p84",2011,243844.732738376
"514","Mujer","Ñuble","p84",2012,334184.992579512
"515","Mujer","Ñuble","p84",2013,319658.633298753
"516","Mujer","Ñuble","p84",2014,342690.023679417
"517","Mujer","Ñuble","p84",2015,429318.116547468
"518","Mujer","Osorno","p103",2010,225430.072999355
