"","geography_level","geography_name","geography_id","sex","company_size","year","weighted_mean","weighted_median","ci_weighted_mean","ci_weighted_median"
"213","region","Aysén","11","Hombre","Entre 11 y 49",2012,578468.169298882,401561.793059352,"[482754, 716063]","[295120, 499099]"
"214","region","Aysén","11","Hombre","Entre 11 y 49",2013,543390.517796023,380357.057638012,"[408134, 708997]","[319512, 432839]"
"215","region","Aysén","11","Hombre","Entre 11 y 49",2014,560446.512903819,347273.963517376,"[436681, 751781]","[299944, 399925]"
"216","region","Aysén","11","Hombre","Entre 11 y 49",2015,503487.425420685,377122.135593837,"[418484, 607464]","[340032, 443779]"
"217","region","Bíobío","8","Hombre","Entre 11 y 49",2010,317834.660485311,202838.83049688,"[279469, 370080]","[199863, 224846]"
"218","region","Bíobío","8","Hombre","Entre 11 y 49",2011,351179.608258875,241717.689058894,"[297750, 452304]","[224274, 250000]"
"219","region","Bíobío","8","Hombre","Entre 11 y 49",2012,309436.363361303,240132.073745467,"[280719, 337569]","[220409, 250000]"
"220","region","Bíobío","8","Hombre","Entre 11 y 49",2013,393401.036132942,280267.444748354,"[344799, 449522]","[257090, 300000]"
"221","region","Bíobío","8","Hombre","Entre 11 y 49",2014,354027.687326328,262709.87303392,"[322152, 395754]","[249953, 289946]"
"222","region","Bíobío","8","Hombre","Entre 11 y 49",2015,458299.506997095,350000,"[416112, 500666]","[315418, 364036]"
"223","region","Coquimbo","4","Hombre","Entre 11 y 49",2010,307010.869502348,218221.262832372,"[268157, 356325]","[199498, 236111]"
"224","region","Coquimbo","4","Hombre","Entre 11 y 49",2011,293091.93926889,209004.927613894,"[250130, 416936]","[199848, 249201]"
"225","region","Coquimbo","4","Hombre","Entre 11 y 49",2012,362391.647402218,290643.34499448,"[319959, 409281]","[251128, 318662]"
"226","region","Coquimbo","4","Hombre","Entre 11 y 49",2013,386860.603535401,301949.116425389,"[347339, 447908]","[273075, 350000]"
"227","region","Coquimbo","4","Hombre","Entre 11 y 49",2014,381851.033224254,323208.903987388,"[343555, 422398]","[296310, 356947]"
"228","region","Coquimbo","4","Hombre","Entre 11 y 49",2015,444542.23516086,308954.623382838,"[379000, 528967]","[300000, 350069]"
"229","region","Los Lagos","10","Hombre","Entre 11 y 49",2010,377761.195799434,220075.404973772,"[299847, 571070]","[194954, 238000]"
"230","region","Los Lagos","10","Hombre","Entre 11 y 49",2011,357868.896315974,265189.670662475,"[315252, 403222]","[227459, 300072]"
"231","region","Los Lagos","10","Hombre","Entre 11 y 49",2012,433028.471689658,266489.587172871,"[358152, 518188]","[241189, 300880]"
"232","region","Los Lagos","10","Hombre","Entre 11 y 49",2013,427793.439234357,290253.066016223,"[355716, 518055]","[278943, 309785]"
"233","region","Los Lagos","10","Hombre","Entre 11 y 49",2014,578256.289937624,308882.32850641,"[430367, 796683]","[299944, 350000]"
"234","region","Los Lagos","10","Hombre","Entre 11 y 49",2015,602612.998535467,350094.714053763,"[504637, 753758]","[300081, 400429]"
"235","region","Los Ríos","14","Hombre","Entre 11 y 49",2010,309670.225139511,199882.354782036,"[244332, 380002]","[172160, 258834]"
"236","region","Los Ríos","14","Hombre","Entre 11 y 49",2011,315109.092884413,221862.793411975,"[259349, 422811]","[200459, 249201]"
"237","region","Los Ríos","14","Hombre","Entre 11 y 49",2012,374343.983627327,228674.290419284,"[290427, 537430]","[213192, 260000]"
"238","region","Los Ríos","14","Hombre","Entre 11 y 49",2013,343099.749484502,250248.549903214,"[293818, 389531]","[220625, 293036]"
"239","region","Los Ríos","14","Hombre","Entre 11 y 49",2014,381644.765222434,258256.922323871,"[323982, 450213]","[247554, 312037]"
"240","region","Los Ríos","14","Hombre","Entre 11 y 49",2015,401907.149115983,360135.033554382,"[359395, 448997]","[319961, 408270]"
"241","region","Magallanes","12","Hombre","Entre 11 y 49",2010,604796.821674003,390739.352666981,"[433426, 881160]","[279809, 593323]"
"242","region","Magallanes","12","Hombre","Entre 11 y 49",2011,555164.254773842,301140.722093864,"[360947, 784740]","[267443, 502886]"
"243","region","Magallanes","12","Hombre","Entre 11 y 49",2012,481441.446346347,288140.37888488,"[314918, 754932]","[209611, 440604]"
"244","region","Magallanes","12","Hombre","Entre 11 y 49",2013,884492.590128683,455427.116654063,"[578881, 1294574]","[325948, 592628]"
"245","region","Magallanes","12","Hombre","Entre 11 y 49",2014,497223.013077044,430465.127426976,"[425323, 576751]","[383257, 505211]"
"246","region","Magallanes","12","Hombre","Entre 11 y 49",2015,920000.716731162,405922.185723773,"[543657, 1434734]","[351426, 492910]"
"247","region","Maule","7","Hombre","Entre 11 y 49",2010,276966.042785758,184873.473375672,"[238441, 339341]","[174988, 199863]"
"248","region","Maule","7","Hombre","Entre 11 y 49",2011,298821.18910841,185976.434695844,"[234052, 372029]","[182880, 200000]"
"249","region","Maule","7","Hombre","Entre 11 y 49",2012,271948.517596296,213164.917342051,"[239793, 316368]","[200902, 231273]"
"250","region","Maule","7","Hombre","Entre 11 y 49",2013,338809.980425875,249055.92519331,"[305338, 394065]","[232680, 270155]"
"251","region","Maule","7","Hombre","Entre 11 y 49",2014,361959.92902877,263616.64976406,"[308400, 447892]","[243092, 281532]"
"252","region","Maule","7","Hombre","Entre 11 y 49",2015,392911.959590547,293316.873262679,"[333111, 476897]","[252172, 300081]"
"253","region","Metropolitana","13","Hombre","Entre 11 y 49",2010,451375.254972449,250244.6662752,"[396133, 517798]","[239914, 269224]"
"254","region","Metropolitana","13","Hombre","Entre 11 y 49",2011,505292.279826298,299041.083012127,"[448975, 580016]","[273563, 301450]"
"255","region","Metropolitana","13","Hombre","Entre 11 y 49",2012,546183.221680163,301686.325101363,"[479723, 636518]","[300000, 338601]"
"256","region","Metropolitana","13","Hombre","Entre 11 y 49",2013,754240.694160682,370501.58156349,"[621462, 901570]","[349306, 400000]"
"257","region","Metropolitana","13","Hombre","Entre 11 y 49",2014,626656.355314445,379928.745546597,"[554327, 698772]","[353648, 400000]"
"258","region","Metropolitana","13","Hombre","Entre 11 y 49",2015,619464.425181361,401629.844259328,"[560838, 725496]","[400000, 440916]"
"259","region","O'Higgins","6","Hombre","Entre 11 y 49",2010,309636.563967226,215158.216940213,"[265646, 381436]","[199928, 249829]"
"260","region","O'Higgins","6","Hombre","Entre 11 y 49",2011,345037.283358659,232777.374047623,"[263796, 569484]","[220046, 250000]"
"261","region","O'Higgins","6","Hombre","Entre 11 y 49",2012,279914.570759182,220811.297761887,"[249868, 316641]","[209192, 250000]"
"262","region","O'Higgins","6","Hombre","Entre 11 y 49",2013,348528.571027872,250338.906461818,"[289861, 556856]","[229809, 293519]"
"263","region","O'Higgins","6","Hombre","Entre 11 y 49",2014,325879.749232856,270000,"[296895, 354357]","[250000, 288107]"
"264","region","O'Higgins","6","Hombre","Entre 11 y 49",2015,381232.286511401,300000,"[337663, 452215]","[272566, 321304]"
"265","region","Tarapacá","1","Hombre","Entre 11 y 49",2010,519366.934229594,311572.208562895,"[389810, 723621]","[250000, 400391]"
"266","region","Tarapacá","1","Hombre","Entre 11 y 49",2011,524377.333479738,306185.065183469,"[384513, 852377]","[265871, 408928]"
"267","region","Tarapacá","1","Hombre","Entre 11 y 49",2012,505418.504977536,351627.34608527,"[398860, 668489]","[301353, 455000]"
"268","region","Tarapacá","1","Hombre","Entre 11 y 49",2013,526424.767367669,350000,"[420289, 677872]","[300407, 464118]"
"269","region","Tarapacá","1","Hombre","Entre 11 y 49",2014,609542.370960453,499906.244140259,"[510843, 810240]","[449956, 530724]"
"270","region","Tarapacá","1","Hombre","Entre 11 y 49",2015,557193.919473573,369511.098144323,"[437237, 799886]","[340000, 500071]"
"271","region","Valparaíso","5","Hombre","Entre 11 y 49",2010,318597.026367231,207857.743038593,"[262567, 410308]","[187894, 220000]"
"272","region","Valparaíso","5","Hombre","Entre 11 y 49",2011,318815.752071704,241493.853663052,"[281130, 367247]","[222897, 250000]"
"273","region","Valparaíso","5","Hombre","Entre 11 y 49",2012,477492.879815947,281262.886597938,"[394118, 565032]","[253648, 291630]"
"274","region","Valparaíso","5","Hombre","Entre 11 y 49",2013,448457.759984149,298867.110231973,"[394771, 589216]","[274311, 300407]"
"275","region","Valparaíso","5","Hombre","Entre 11 y 49",2014,473374.875183661,333006.988582303,"[416598, 545990]","[301182, 357714]"
"276","region","Valparaíso","5","Hombre","Entre 11 y 49",2015,479120.394865658,350094.714053763,"[414843, 574623]","[317945, 376528]"
"277","region",NA,NA,"Hombre","Entre 11 y 49",2010,373778.033964978,249658.576713822,"[222780, 654474]","[171783, 462184]"
"278","region",NA,NA,"Hombre","Entre 11 y 49",2011,255265.233735585,181213.478849718,"[161098, 453643]","[150990, 274682]"
"279","region",NA,NA,"Hombre","Entre 11 y 49",2012,336752.108307384,340968.979914886,"[233344, 454357]","[195680, 507681]"
"280","region","Antofagasta","2","Hombre","Entre 50 y 199",2010,610848.565341062,449692.232535418,"[495396, 725736]","[378370, 596368]"
"281","region","Antofagasta","2","Hombre","Entre 50 y 199",2011,703675.713308002,479085.400287441,"[496364, 1023927]","[348881, 636215]"
"282","region","Antofagasta","2","Hombre","Entre 50 y 199",2012,568129.894996961,401675.158657425,"[481147, 667584]","[371669, 493223]"
"283","region","Antofagasta","2","Hombre","Entre 50 y 199",2013,737261.359919932,599072.052970269,"[638623, 872715]","[462091, 707461]"
"284","region","Antofagasta","2","Hombre","Entre 50 y 199",2014,630046.072074263,500000,"[520002, 784906]","[450239, 578973]"
"285","region","Antofagasta","2","Hombre","Entre 50 y 199",2015,753433.18341336,500562.328957663,"[529046, 1132245]","[422726, 652648]"
"286","region","Araucanía","9","Hombre","Entre 50 y 199",2010,383477.562842985,275344.650297579,"[294816, 482768]","[199925, 336766]"
"287","region","Araucanía","9","Hombre","Entre 50 y 199",2011,361200.623877848,278796.715638907,"[302684, 435980]","[244026, 324263]"
"288","region","Araucanía","9","Hombre","Entre 50 y 199",2012,401813.006944834,292951.967705052,"[350631, 463287]","[250668, 301617]"
"289","region","Araucanía","9","Hombre","Entre 50 y 199",2013,392409.599073099,290000,"[311880, 479826]","[249504, 361000]"
"290","region","Araucanía","9","Hombre","Entre 50 y 199",2014,368703.830158305,294985.844176931,"[294837, 471395]","[231124, 390000]"
"291","region","Araucanía","9","Hombre","Entre 50 y 199",2015,449765.579734196,350000,"[368737, 532977]","[296758, 399148]"
"292","region","Arica y Parinacota","15","Hombre","Entre 50 y 199",2010,367246.685757147,350000,"[318299, 431426]","[270804, 400391]"
"293","region","Arica y Parinacota","15","Hombre","Entre 50 y 199",2011,287645.18065459,250492.764475107,"[243809, 341257]","[205831, 295000]"
"294","region","Arica y Parinacota","15","Hombre","Entre 50 y 199",2012,469036.005523088,325399.608280583,"[372002, 581733]","[262921, 444117]"
"295","region","Arica y Parinacota","15","Hombre","Entre 50 y 199",2013,422703.802617119,400000,"[365545, 488915]","[309419, 455149]"
"296","region","Arica y Parinacota","15","Hombre","Entre 50 y 199",2014,473831.106812975,379781.810554192,"[384763, 636219]","[349998, 420000]"
"297","region","Arica y Parinacota","15","Hombre","Entre 50 y 199",2015,513596.035512531,464792.526564442,"[451047, 578427]","[400000, 560555]"
"298","region","Atacama","3","Hombre","Entre 50 y 199",2010,485512.677063518,375736.222367766,"[407804, 583968]","[304803, 480000]"
"299","region","Atacama","3","Hombre","Entre 50 y 199",2011,419569.556361032,369235.905429236,"[378478, 471960]","[330758, 399796]"
"300","region","Atacama","3","Hombre","Entre 50 y 199",2012,411482.872249041,388745.489690721,"[367170, 509482]","[322424, 422658]"
"301","region","Atacama","3","Hombre","Entre 50 y 199",2013,412531.17344452,357515.037616263,"[366564, 482564]","[303920, 400004]"
"302","region","Atacama","3","Hombre","Entre 50 y 199",2014,617942.905251709,400000,"[478284, 782934]","[382056, 481910]"
"303","region","Atacama","3","Hombre","Entre 50 y 199",2015,638234.839249813,502259.2559104,"[522432, 756205]","[400831, 597985]"
"304","region","Aysén","11","Hombre","Entre 50 y 199",2010,392958.424873389,332708.221652531,"[302866, 494759]","[222654, 370461]"
"305","region","Aysén","11","Hombre","Entre 50 y 199",2011,493228.491517763,398721.44401617,"[335424, 628069]","[230358, 523502]"
"306","region","Aysén","11","Hombre","Entre 50 y 199",2012,489964.140117997,312299.9362748,"[407236, 619726]","[281263, 403868]"
"307","region","Aysén","11","Hombre","Entre 50 y 199",2013,491946.989516763,368752.272392629,"[356713, 628423]","[298867, 400787]"
"308","region","Aysén","11","Hombre","Entre 50 y 199",2014,496040.367265258,399963.305388417,"[399913, 576139]","[299954, 518772]"
"309","region","Aysén","11","Hombre","Entre 50 y 199",2015,697150.064892878,500058.80679877,"[561159, 840588]","[400108, 602445]"
"310","region","Bíobío","8","Hombre","Entre 50 y 199",2010,359357.952808083,250883.231485606,"[324565, 428872]","[233681, 294975]"
"311","region","Bíobío","8","Hombre","Entre 50 y 199",2011,410179.044605359,292244.950289686,"[373144, 446403]","[265018, 300089]"
"312","region","Bíobío","8","Hombre","Entre 50 y 199",2012,378725.948705839,275237.53965998,"[341519, 419475]","[251405, 290400]"
"313","region","Bíobío","8","Hombre","Entre 50 y 199",2013,468757.127119416,345000,"[418681, 534131]","[300407, 386691]"
"314","region","Bíobío","8","Hombre","Entre 50 y 199",2014,405002.039326878,323082.301993298,"[372437, 438652]","[300000, 349934]"
"315","region","Bíobío","8","Hombre","Entre 50 y 199",2015,467025.741032124,351426.113726912,"[432273, 525883]","[320000, 400073]"
"316","region","Coquimbo","4","Hombre","Entre 50 y 199",2010,286484.189670246,230608.710551471,"[254853, 328005]","[203143, 250245]"
"317","region","Coquimbo","4","Hombre","Entre 50 y 199",2011,308364.268765962,222376.142694121,"[280643, 350721]","[209893, 250000]"
"318","region","Coquimbo","4","Hombre","Entre 50 y 199",2012,468955.45582701,331346.529609071,"[391197, 594689]","[283612, 379687]"
"319","region","Coquimbo","4","Hombre","Entre 50 y 199",2013,465524.577446463,320857.48169557,"[382359, 564502]","[281286, 395535]"
"320","region","Coquimbo","4","Hombre","Entre 50 y 199",2014,441504.643132291,397879.80378254,"[397513, 507877]","[349934, 450000]"
"321","region","Coquimbo","4","Hombre","Entre 50 y 199",2015,521554.582364574,417529.333541067,"[462865, 616047]","[389187, 526418]"
"322","region","Los Lagos","10","Hombre","Entre 50 y 199",2010,404410.579840346,259934.568572107,"[303550, 557282]","[219864, 299873]"
"323","region","Los Lagos","10","Hombre","Entre 50 y 199",2011,429990.782907657,304025.10106233,"[334883, 548956]","[259169, 334726]"
"324","region","Los Lagos","10","Hombre","Entre 50 y 199",2012,459862.755667909,301686.325101363,"[383707, 572161]","[264107, 400000]"
"325","region","Los Lagos","10","Hombre","Entre 50 y 199",2013,610665.581369925,400000,"[490938, 750433]","[325445, 512232]"
"326","region","Los Lagos","10","Hombre","Entre 50 y 199",2014,527356.383443536,355613.496351455,"[441195, 639501]","[300000, 407101]"
"327","region","Los Lagos","10","Hombre","Entre 50 y 199",2015,538907.490662631,400469.275101297,"[435350, 631035]","[347479, 500135]"
"328","region","Los Ríos","14","Hombre","Entre 50 y 199",2010,311697.515452998,234918.070705159,"[234007, 408141]","[172000, 314051]"
"329","region","Los Ríos","14","Hombre","Entre 50 y 199",2011,372116.169201765,224427.475212988,"[273849, 517700]","[190081, 298044]"
"330","region","Los Ríos","14","Hombre","Entre 50 y 199",2012,441688.349001579,324814.525346748,"[328184, 576823]","[262427, 407600]"
"331","region","Los Ríos","14","Hombre","Entre 50 y 199",2013,456050.282714932,360805.171551086,"[372587, 563573]","[300407, 435868]"
"332","region","Los Ríos","14","Hombre","Entre 50 y 199",2014,446271.212852678,367529.698169303,"[382780, 539882]","[303127, 549453]"
"333","region","Los Ríos","14","Hombre","Entre 50 y 199",2015,438023.520628801,350868.378364104,"[367917, 510868]","[317589, 411544]"
"334","region","Magallanes","12","Hombre","Entre 50 y 199",2010,674300.817389445,402432.623286702,"[517923, 885091]","[260882, 548944]"
"335","region","Magallanes","12","Hombre","Entre 50 y 199",2011,903227.91762189,498401.805020212,"[629838, 1258990]","[306530, 636760]"
"336","region","Magallanes","12","Hombre","Entre 50 y 199",2012,927840.14346355,452496.540651805,"[659022, 1394439]","[350382, 785000]"
"337","region","Magallanes","12","Hombre","Entre 50 y 199",2013,652889.145843881,450000,"[475860, 929967]","[381125, 608144]"
"338","region","Magallanes","12","Hombre","Entre 50 y 199",2014,583288.459352473,502885.532935269,"[484323, 725718]","[399942, 733895]"
"339","region","Magallanes","12","Hombre","Entre 50 y 199",2015,663879.201524326,500597.266547132,"[533684, 854164]","[389209, 876487]"
"340","region","Maule","7","Hombre","Entre 50 y 199",2010,260278.748740013,193061.387251664,"[231430, 300397]","[187871, 200196]"
"341","region","Maule","7","Hombre","Entre 50 y 199",2011,309285.233438376,209216.3794461,"[265590, 361257]","[199361, 222296]"
"342","region","Maule","7","Hombre","Entre 50 y 199",2012,342275.513205135,250000,"[296262, 399588]","[220285, 286600]"
"343","region","Maule","7","Hombre","Entre 50 y 199",2013,361045.384368129,289062.387133123,"[317213, 408370]","[260336, 300354]"
"344","region","Maule","7","Hombre","Entre 50 y 199",2014,387640.815854654,280603.31957083,"[337868, 437678]","[251765, 306169]"
"345","region","Maule","7","Hombre","Entre 50 y 199",2015,416479.737574981,320086.595706298,"[370029, 505934]","[300062, 353210]"
"346","region","Metropolitana","13","Hombre","Entre 50 y 199",2010,535439.42149773,299794.821690278,"[471052, 623431]","[272741, 301831]"
"347","region","Metropolitana","13","Hombre","Entre 50 y 199",2011,533904.057564248,321546.626231994,"[482338, 592507]","[300000, 350000]"
"348","region","Metropolitana","13","Hombre","Entre 50 y 199",2012,590511.258953368,350898.003126161,"[525114, 666554]","[325219, 378198]"
"349","region","Metropolitana","13","Hombre","Entre 50 y 199",2013,610371.957991883,399089.863933579,"[555765, 681761]","[380245, 414444]"
"350","region","Metropolitana","13","Hombre","Entre 50 y 199",2014,607521.254237321,399924.995312207,"[536700, 686232]","[375766, 419281]"
"351","region","Metropolitana","13","Hombre","Entre 50 y 199",2015,789685.845165163,450000,"[713231, 859455]","[411382, 489748]"
"352","region","O'Higgins","6","Hombre","Entre 50 y 199",2010,288540.852762766,200065.673432311,"[249904, 324408]","[182178, 225659]"
"353","region","O'Higgins","6","Hombre","Entre 50 y 199",2011,329827.810940293,259168.93861051,"[295875, 362111]","[243193, 286604]"
"354","region","O'Higgins","6","Hombre","Entre 50 y 199",2012,339684.019627534,241082.474226804,"[297667, 397240]","[220000, 279770]"
"355","region","O'Higgins","6","Hombre","Entre 50 y 199",2013,403005.130346382,300000,"[354540, 453434]","[259973, 339114]"
"356","region","O'Higgins","6","Hombre","Entre 50 y 199",2014,490293.090249492,350000,"[435958, 566899]","[310000, 412824]"
"357","region","O'Higgins","6","Hombre","Entre 50 y 199",2015,484219.131634867,355046.8616458,"[407880, 566867]","[314605, 401947]"
"358","region","Tarapacá","1","Hombre","Entre 50 y 199",2010,617142.785145919,348928.583430309,"[411798, 962489]","[262011, 423269]"
"359","region","Tarapacá","1","Hombre","Entre 50 y 199",2011,452010.77570299,365243.639857297,"[380554, 627059]","[289989, 498941]"
"360","region","Tarapacá","1","Hombre","Entre 50 y 199",2012,522058.992208822,351639.980092433,"[364161, 847235]","[301686, 420848]"
"361","region","Tarapacá","1","Hombre","Entre 50 y 199",2013,541738.048729676,539921.409121779,"[456614, 638541]","[380010, 614026]"
"362","region","Tarapacá","1","Hombre","Entre 50 y 199",2014,611788.044521076,499948.958385817,"[502078, 807975]","[399925, 701738]"
"363","region","Tarapacá","1","Hombre","Entre 50 y 199",2015,787593.672486161,506716.397937621,"[609536, 1039781]","[400090, 650176]"
"364","region","Valparaíso","5","Hombre","Entre 50 y 199",2010,349666.894404336,259507.769226936,"[308908, 399770]","[230910, 299903]"
"365","region","Valparaíso","5","Hombre","Entre 50 y 199",2011,375241.981180384,298969.019440197,"[334907, 424315]","[259169, 310147]"
"366","region","Valparaíso","5","Hombre","Entre 50 y 199",2012,474111.684185809,321443.298969072,"[425178, 561864]","[276654, 367035]"
"367","region","Valparaíso","5","Hombre","Entre 50 y 199",2013,501724.301903532,381088.131554718,"[447149, 571873]","[350000, 405549]"
"368","region","Valparaíso","5","Hombre","Entre 50 y 199",2014,562076.7183437,409423.017748397,"[504050, 646926]","[399925, 457478]"
"369","region","Valparaíso","5","Hombre","Entre 50 y 199",2015,533448.294136327,400108.244632872,"[465018, 593440]","[343896, 439480]"
"370","region",NA,NA,"Hombre","Entre 50 y 199",2010,195511.588560349,215411.047161809,"[82367, 240235]","[44719, 240235]"
"371","region",NA,NA,"Hombre","Entre 50 y 199",2011,252289.780873008,221134.231039578,"[170293, 399011]","[140031, 484794]"
"372","region",NA,NA,"Hombre","Entre 50 y 199",2012,381152.414576458,417462.83178069,"[226528, 518554]","[156704, 626628]"
"373","region","Antofagasta","2","Hombre","200 y más personas",2010,741221.252516995,550538.26580544,"[687002, 807670]","[500485, 600000]"
"374","region","Antofagasta","2","Hombre","200 y más personas",2011,757254.356040507,598082.166024255,"[692649, 824241]","[512863, 649256]"
"375","region","Antofagasta","2","Hombre","200 y más personas",2012,786214.752273925,602706.18556701,"[720496, 845245]","[562919, 650000]"
"376","region","Antofagasta","2","Hombre","200 y más personas",2013,914461.759662175,680238.546202232,"[829898, 1009745]","[616061, 708584]"
"377","region","Antofagasta","2","Hombre","200 y más personas",2014,932197.558415927,700000,"[870652, 998639]","[607359, 799850]"
"378","region","Antofagasta","2","Hombre","200 y más personas",2015,951800.869463436,716553.652771286,"[866602, 1060365]","[655243, 805353]"
"379","region","Araucanía","9","Hombre","200 y más personas",2010,444739.189481401,300293.59953024,"[380005, 519072]","[255000, 400206]"
"380","region","Araucanía","9","Hombre","200 y más personas",2011,532392.840216476,351691.622441243,"[460394, 611154]","[284970, 447717]"
"381","region","Araucanía","9","Hombre","200 y más personas",2012,557796.896201546,420389.306095984,"[471835, 672893]","[350787, 478725]"
"382","region","Araucanía","9","Hombre","200 y más personas",2013,571715.630106999,379630.494143302,"[464087, 711742]","[319674, 441895]"
"383","region","Araucanía","9","Hombre","200 y más personas",2014,574029.551151423,415644.334978097,"[486143, 668949]","[379929, 480000]"
"384","region","Araucanía","9","Hombre","200 y más personas",2015,649787.126542739,458601.274382965,"[553451, 773258]","[359145, 520392]"
"385","region","Arica y Parinacota","15","Hombre","200 y más personas",2010,500153.137225808,400353.606970549,"[434030, 572747]","[354930, 420783]"
"386","region","Arica y Parinacota","15","Hombre","200 y más personas",2011,486820.681026831,392916.796582617,"[436337, 530561]","[350652, 413363]"
"387","region","Arica y Parinacota","15","Hombre","200 y más personas",2012,645680.893304841,452245.6196339,"[572500, 733044]","[409999, 501184]"
"388","region","Arica y Parinacota","15","Hombre","200 y más personas",2013,564017.328427328,457839.146976121,"[511400, 618931]","[414158, 531478]"
"389","region","Arica y Parinacota","15","Hombre","200 y más personas",2014,599615.745395482,499906.244140259,"[536511, 679220]","[425566, 535853]"
"390","region","Arica y Parinacota","15","Hombre","200 y más personas",2015,660634.152897581,575984.64342574,"[600874, 711701]","[500135, 600162]"
"391","region","Atacama","3","Hombre","200 y más personas",2010,538628.09933265,380622.993824578,"[488985, 607798]","[350343, 436909]"
"392","region","Atacama","3","Hombre","200 y más personas",2011,672607.985585439,500661.651560771,"[604103, 755353]","[481558, 553600]"
"393","region","Atacama","3","Hombre","200 y más personas",2012,608225.591234276,501526.62567038,"[548835, 682012]","[422361, 553092]"
"394","region","Atacama","3","Hombre","200 y más personas",2013,751549.595838853,599370.494863435,"[671187, 827266]","[546088, 697357]"
"395","region","Atacama","3","Hombre","200 y más personas",2014,718278.758020499,599887.492968311,"[649769, 793529]","[539926, 679992]"
"396","region","Atacama","3","Hombre","200 y más personas",2015,788571.555553689,650175.897528417,"[726352, 866578]","[609965, 700189]"
"397","region","Aysén","11","Hombre","200 y más personas",2010,667991.510068282,499731.096299414,"[581629, 742500]","[419366, 588737]"
"398","region","Aysén","11","Hombre","200 y más personas",2011,707335.392671464,500040.556214975,"[614837, 781525]","[440985, 600563]"
"399","region","Aysén","11","Hombre","200 y más personas",2012,675626.790374386,566652.584251726,"[594003, 775110]","[493856, 635977]"
"400","region","Aysén","11","Hombre","200 y más personas",2013,768537.84333527,594114.779895394,"[693048, 855231]","[524384, 665421]"
"401","region","Aysén","11","Hombre","200 y más personas",2014,824699.961993357,600000,"[733821, 922895]","[505211, 678446]"
"402","region","Aysén","11","Hombre","200 y más personas",2015,932669.786060049,664659.312896718,"[820895, 1089013]","[598627, 783746]"
"403","region","Bíobío","8","Hombre","200 y más personas",2010,446256.452669976,332263.055339337,"[414323, 476470]","[300294, 350000]"
"404","region","Bíobío","8","Hombre","200 y más personas",2011,496915.860733407,347995.727651451,"[454233, 537273]","[316425, 361370]"
"405","region","Bíobío","8","Hombre","200 y más personas",2012,531011.103728756,379222.294696446,"[486787, 569933]","[351579, 412278]"
"406","region","Bíobío","8","Hombre","200 y más personas",2013,519724.390736824,398489.480309297,"[476326, 560537]","[363151, 407350]"
"407","region","Bíobío","8","Hombre","200 y más personas",2014,628820.072992697,447966.501215523,"[586486, 677084]","[412114, 491731]"
"408","region","Bíobío","8","Hombre","200 y más personas",2015,653619.021140176,475232.048474825,"[609834, 695510]","[440846, 500000]"
"409","region","Coquimbo","4","Hombre","200 y más personas",2010,598625.433948956,450258.441135424,"[526632, 678453]","[400291, 515351]"
"410","region","Coquimbo","4","Hombre","200 y más personas",2011,579022.604273523,401933.282789992,"[511791, 646283]","[384750, 455903]"
"411","region","Coquimbo","4","Hombre","200 y más personas",2012,652429.610127538,502255.154639175,"[584081, 716541]","[454219, 585381]"
"412","region","Coquimbo","4","Hombre","200 y más personas",2013,706088.438427109,500677.812923635,"[618434, 805361]","[448548, 548938]"
"413","region","Coquimbo","4","Hombre","200 y más personas",2014,714634.468081416,549533.74230438,"[646821, 791956]","[500000, 597380]"
"414","region","Coquimbo","4","Hombre","200 y más personas",2015,708734.226462518,600089.910525456,"[626074, 788716]","[500135, 702852]"
"415","region","Los Lagos","10","Hombre","200 y más personas",2010,415512.469186726,280000,"[373712, 470805]","[255201, 304219]"
"416","region","Los Lagos","10","Hombre","200 y más personas",2011,466969.71111925,348881.263514149,"[431240, 513935]","[302618, 399562]"
"417","region","Los Lagos","10","Hombre","200 y más personas",2012,581573.541141028,428760.142317535,"[529476, 656378]","[387104, 553357]"
"418","region","Los Lagos","10","Hombre","200 y más personas",2013,564031.83351324,400000,"[510851, 630445]","[351169, 460377]"
"419","region","Los Lagos","10","Hombre","200 y más personas",2014,701360.168396073,480242.291663006,"[590370, 911211]","[407621, 500000]"
"420","region","Los Lagos","10","Hombre","200 y más personas",2015,685272.093983345,480878.857987819,"[619826, 745272]","[423340, 509708]"
"421","region","Los Ríos","14","Hombre","200 y más personas",2010,413921.457165501,262995.279802158,"[341861, 492955]","[223174, 299857]"
"422","region","Los Ríos","14","Hombre","200 y más personas",2011,504132.495600588,368386.063434768,"[425141, 597247]","[303751, 452653]"
"423","region","Los Ríos","14","Hombre","200 y más personas",2012,547788.917880448,398501.519046812,"[471076, 640667]","[350962, 452529]"
"424","region","Los Ríos","14","Hombre","200 y más personas",2013,578198.092685934,425986.469592926,"[488973, 649657]","[391043, 463244]"
"425","region","Los Ríos","14","Hombre","200 y más personas",2014,611306.337056528,482310.852639442,"[529001, 676903]","[398299, 513301]"
"426","region","Los Ríos","14","Hombre","200 y más personas",2015,685123.935603221,513849.414092567,"[596900, 788049]","[451834, 586126]"
"427","region","Magallanes","12","Hombre","200 y más personas",2010,1044176.21054711,699521.25061065,"[855711, 1279089]","[553245, 821000]"
"428","region","Magallanes","12","Hombre","200 y más personas",2011,990815.234411177,600000,"[826261, 1237395]","[506585, 888754]"
