"","geography_level","geography_name","geography_id","sex","work_day","year","weighted_mean","weighted_median","lb_weighted_mean","ub_weighted_mean","lb_weighted_median","ub_weighted_median","ci_weighted_mean","ci_weighted_median"
"73","comuna","Buin",14,"Hombre","Completa",2011,493359.328204197,257261.469702608,349719,702922,235569,360000,"[349719, 702922]","[235569, 360000]"
"74","comuna","Buin",14,"Hombre","Completa",2012,759276.229540056,280034.008393627,442325,1129657,230000,396250,"[442325, 1129657]","[230000, 396250]"
"75","comuna","Buin",14,"Hombre","Completa",2013,805126.394312147,379043.372538028,469622,1095030,300000,469615,"[469622, 1095030]","[300000, 469615]"
"76","comuna","Buin",14,"Hombre","Completa",2014,522058.377736903,350000,400794,696657,300000,400000,"[400794, 696657]","[300000, 400000]"
"77","comuna","Buin",14,"Hombre","Completa",2015,643351.503303884,373872.37608934,448232,856734,325067,421320,"[448232, 856734]","[325067, 421320]"
"78","comuna","Bulnes",15,"Hombre","Completa",2010,197690.758147414,170880.541608672,169692,229070,157918,209689,"[169692, 229070]","[157918, 209689]"
"79","comuna","Bulnes",15,"Hombre","Completa",2011,275807.749906817,190143.67074107,183080,401270,150483,204362,"[183080, 401270]","[150483, 204362]"
"80","comuna","Bulnes",15,"Hombre","Completa",2012,310104.597185887,222473.194760291,247032,372834,192557,258639,"[247032, 372834]","[192557, 258639]"
"81","comuna","Bulnes",15,"Hombre","Completa",2013,311630.886433096,210130.869104508,239757,391233,199948,261649,"[239757, 391233]","[199948, 261649]"
"82","comuna","Bulnes",15,"Hombre","Completa",2014,324162.994251336,240276.308076296,265217,423598,216821,265700,"[265217, 423598]","[216821, 265700]"
"83","comuna","Bulnes",15,"Hombre","Completa",2015,394862.633840862,300328.058972025,319442,503726,253278,349267,"[319442, 503726]","[253278, 349267]"
"84","comuna","Cabildo",16,"Hombre","Completa",2010,314935.082555811,235988.952044028,238710,448719,200169,300000,"[238710, 448719]","[200169, 300000]"
"85","comuna","Cabildo",16,"Hombre","Completa",2011,407226.208811474,360986.48152892,339799,481315,238226,443578,"[339799, 481315]","[238226, 443578]"
"86","comuna","Cabildo",16,"Hombre","Completa",2012,554611.869861864,402055.743985638,391697,807504,291171,619083,"[391697, 807504]","[291171, 619083]"
"87","comuna","Cabildo",16,"Hombre","Completa",2013,614824.650157006,305231.22950037,376121,971895,254459,403432,"[376121, 971895]","[254459, 403432]"
"88","comuna","Cabildo",16,"Hombre","Completa",2014,492367.054945821,379173.434064721,391541,630561,279947,599887,"[391541, 630561]","[279947, 599887]"
"89","comuna","Cabildo",16,"Hombre","Completa",2015,416576.534807885,390066.084915289,359647,472996,300000,454202,"[359647, 472996]","[300000, 454202]"
"90","comuna","Cabrero",18,"Hombre","Completa",2010,305943.871172631,219996.234444963,215487,410631,180876,357956,"[215487, 410631]","[180876, 357956]"
"91","comuna","Cabrero",18,"Hombre","Completa",2011,406943.742167767,274096.120875378,279563,512444,226103,376113,"[279563, 512444]","[226103, 376113]"
"92","comuna","Cabrero",18,"Hombre","Completa",2012,383005.275243399,227388.771668091,235257,488341,196731,313279,"[235257, 488341]","[196731, 313279]"
"93","comuna","Cabrero",18,"Hombre","Completa",2013,315543.885350887,276408.424197737,251835,397998,211546,398489,"[251835, 397998]","[211546, 398489]"
"94","comuna","Cabrero",18,"Hombre","Completa",2014,338022.044055252,314463.965616714,272337,395509,232127,396226,"[272337, 395509]","[232127, 396226]"
"95","comuna","Cabrero",18,"Hombre","Completa",2015,347767.466722784,348415.744752234,313156,394208,300081,400108,"[313156, 394208]","[300081, 400108]"
"96","comuna","Calama",19,"Hombre","Completa",2010,765161.962950145,500489.3325504,666985,851935,450000,620000,"[666985, 851935]","[450000, 620000]"
"97","comuna","Calama",19,"Hombre","Completa",2011,865194.98847797,598082.166024255,767214,971459,500309,700000,"[767214, 971459]","[500309, 700000]"
"98","comuna","Calama",19,"Hombre","Completa",2012,828867.79102213,650000,742590,934914,602706,721929,"[742590, 934914]","[602706, 721929]"
"99","comuna","Calama",19,"Hombre","Completa",2013,1119314.29099063,820185.081622166,988237,1252539,714767,967577,"[988237, 1252539]","[714767, 967577]"
"100","comuna","Calama",19,"Hombre","Completa",2014,1066731.59433816,846602.306196014,955214,1185813,700861,996860,"[955214, 1185813]","[700861, 996860]"
"101","comuna","Calama",19,"Hombre","Completa",2015,1061704.47350367,750000,968647,1173655,658077,900055,"[968647, 1173655]","[658077, 900055]"
"102","comuna","Calbuco",20,"Hombre","Completa",2010,257238.622522925,231960.73644314,202787,319423,204860,269815,"[202787, 319423]","[204860, 269815]"
"103","comuna","Calbuco",20,"Hombre","Completa",2011,394856.586505085,311009.997727956,318867,547472,293808,396152,"[318867, 547472]","[293808, 396152]"
"104","comuna","Calbuco",20,"Hombre","Completa",2012,309565.721595922,304264.402969834,232701,539769,193261,335566,"[232701, 539769]","[193261, 335566]"
"105","comuna","Calbuco",20,"Hombre","Completa",2013,330738.396166699,337188.51402011,262259,472149,267910,351169,"[262259, 472149]","[267910, 351169]"
