"","geography_level","geography_name","geography_id","sex","work_day","year","weighted_mean","weighted_median","lb_weighted_mean","ub_weighted_mean","lb_weighted_median","ub_weighted_median","ci_weighted_mean","ci_weighted_median"
"191","region","Antofagasta","2","Mujer","Completa",2014,517405.010685973,399924.995312207,474201,566142,353648,446735,"[474201, 566142]","[353648, 446735]"
"192","region","Antofagasta","2","Mujer","Completa",2015,562191.259180566,429413.09111749,522584,607805,399801,486249,"[522584, 607805]","[399801, 486249]"
"193","region","Araucanía","9","Mujer","Completa",2010,282012.309387458,199919.626285127,255440,327479,179597,221227,"[255440, 327479]","[179597, 221227]"
"194","region","Araucanía","9","Mujer","Completa",2011,274820.237935823,202746.592257291,247613,313335,199361,221675,"[247613, 313335]","[199361, 221675]"
"195","region","Araucanía","9","Mujer","Completa",2012,343098.685706193,241195.324797219,307302,389431,204520,283363,"[307302, 389431]","[204520, 283363]"
"196","region","Araucanía","9","Mujer","Completa",2013,351236.81082951,260283.101541354,319271,386015,240879,287724,"[319271, 386015]","[240879, 287724]"
"197","region","Araucanía","9","Mujer","Completa",2014,384948.036365254,279947.496718545,352381,438600,250000,302460,"[352381, 438600]","[250000, 302460]"
"198","region","Araucanía","9","Mujer","Completa",2015,420455.996026009,300000,380372,472369,260043,336190,"[380372, 472369]","[260043, 336190]"
"199","region","Arica y Parinacota","15","Mujer","Completa",2010,289053.483788309,200000,263605,322030,184022,215373,"[263605, 322030]","[184022, 215373]"
"200","region","Arica y Parinacota","15","Mujer","Completa",2011,280727.702068818,199360.722008085,257619,305757,181445,217557,"[257619, 305757]","[181445, 217557]"
"201","region","Arica y Parinacota","15","Mujer","Completa",2012,339268.262720528,218996.089747238,305862,381893,200902,240437,"[305862, 381893]","[200902, 240437]"
"202","region","Arica y Parinacota","15","Mujer","Completa",2013,407411.16991466,252728.804170827,345015,537412,233577,287389,"[345015, 537412]","[233577, 287389]"
"203","region","Arica y Parinacota","15","Mujer","Completa",2014,390605.874183202,300000,356258,420172,260493,312824,"[356258, 420172]","[260493, 312824]"
"204","region","Arica y Parinacota","15","Mujer","Completa",2015,432373.206425006,300000,393506,487075,270000,308637,"[393506, 487075]","[270000, 308637]"
"205","region","Atacama","3","Mujer","Completa",2010,325748.565534004,245263.92512269,289744,366987,210356,263165,"[289744, 366987]","[210356, 263165]"
"206","region","Atacama","3","Mujer","Completa",2011,383219.550004034,230124.811811645,306668,597698,210877,250634,"[306668, 597698]","[210877, 250634]"
"207","region","Atacama","3","Mujer","Completa",2012,351305.435977708,269184.485155447,320593,398177,252228,300000,"[320593, 398177]","[252228, 300000]"
"208","region","Atacama","3","Mujer","Completa",2013,419163.032354321,300000,382981,468434,272731,338716,"[382981, 468434]","[272731, 338716]"
"209","region","Atacama","3","Mujer","Completa",2014,449602.98206553,303126.7765776,394358,511719,289964,321889,"[394358, 511719]","[289964, 321889]"
"210","region","Atacama","3","Mujer","Completa",2015,460156.19204031,357023.001807871,426111,501727,338619,400057,"[426111, 501727]","[338619, 400057]"
"211","region","Aysén","11","Mujer","Completa",2010,383897.55134238,257389.212837204,347883,425096,240026,299930,"[347883, 425096]","[240026, 299930]"
"212","region","Aysén","11","Mujer","Completa",2011,413881.83162846,271304.965883245,371155,456639,241774,307507,"[371155, 456639]","[241774, 307507]"
"213","region","Aysén","11","Mujer","Completa",2012,418561.005029467,269780.289494065,372284,457121,251259,296127,"[372284, 457121]","[251259, 296127]"
"214","region","Aysén","11","Mujer","Completa",2013,419050.164117338,303927.800651901,378699,455379,280011,335358,"[378699, 455379]","[280011, 335358]"
"215","region","Aysén","11","Mujer","Completa",2014,470371.083662875,338606.649920336,426687,506261,299944,380104,"[426687, 506261]","[299944, 380104]"
"216","region","Aysén","11","Mujer","Completa",2015,592239.492216898,407394.393819099,520632,671387,369797,441975,"[520632, 671387]","[369797, 441975]"
"217","region","Bíobío","8","Mujer","Completa",2010,303519.024459929,200000,273274,340451,186429,201247,"[273274, 340451]","[186429, 201247]"
"218","region","Bíobío","8","Mujer","Completa",2011,305370.788622471,209005.307050796,284544,326741,199428,219297,"[284544, 326741]","[199428, 219297]"
"219","region","Bíobío","8","Mujer","Completa",2012,346491.322741291,230369.199890078,320124,375659,209643,241845,"[320124, 375659]","[209643, 241845]"
"220","region","Bíobío","8","Mujer","Completa",2013,347113.578269459,250141.688208904,331745,366981,246432,268800,"[331745, 366981]","[246432, 268800]"
"221","region","Bíobío","8","Mujer","Completa",2014,373064.562885821,279947.496718545,350428,394179,260857,291561,"[350428, 394179]","[260857, 291561]"
"222","region","Bíobío","8","Mujer","Completa",2015,417467.026026792,300000,393610,445376,280076,301222,"[393610, 445376]","[280076, 301222]"
"223","region","Coquimbo","4","Mujer","Completa",2010,339167.263138215,209856.375183195,306508,385358,199916,229754,"[306508, 385358]","[199916, 229754]"
"224","region","Coquimbo","4","Mujer","Completa",2011,302257.168121384,205990.807429871,274574,331819,199664,226339,"[274574, 331819]","[199664, 226339]"
"225","region","Coquimbo","4","Mujer","Completa",2012,363060.695561413,251127.577319588,329569,403507,233500,267596,"[329569, 403507]","[233500, 267596]"
"226","region","Coquimbo","4","Mujer","Completa",2013,357841.899203547,250000,331712,391436,237847,265359,"[331712, 391436]","[237847, 265359]"
"227","region","Coquimbo","4","Mujer","Completa",2014,406585.93584966,300000,369995,450632,286507,331242,"[369995, 450632]","[286507, 331242]"
"228","region","Coquimbo","4","Mujer","Completa",2015,417293.065923125,301222.383194496,395216,455333,300000,330996,"[395216, 455333]","[300000, 330996]"
"229","region","Los Lagos","10","Mujer","Completa",2010,283907.795726438,200195.73302016,260529,311552,192773,216300,"[260529, 311552]","[192773, 216300]"
"230","region","Los Lagos","10","Mujer","Completa",2011,348140.887891949,250427.756061992,319623,379742,231112,284338,"[319623, 379742]","[231112, 284338]"
"231","region","Los Lagos","10","Mujer","Completa",2012,377522.9156298,271168.211210573,341765,420850,250000,300000,"[341765, 420850]","[250000, 300000]"
"232","region","Los Lagos","10","Mujer","Completa",2013,393443.011128615,283149.665227943,359747,424943,259485,300000,"[359747, 424943]","[259485, 300000]"
"233","region","Los Lagos","10","Mujer","Completa",2014,409123.161451291,299943.746484155,376566,436021,279947,312670,"[376566, 436021]","[279947, 312670]"
"234","region","Los Lagos","10","Mujer","Completa",2015,445432.43412238,320680.420914394,413610,487527,300081,340296,"[413610, 487527]","[300081, 340296]"
"235","region","Los Ríos","14","Mujer","Completa",2010,288149.548059473,193705.231364697,251625,322715,174170,219000,"[251625, 322715]","[174170, 219000]"
"236","region","Los Ríos","14","Mujer","Completa",2011,332046.7095634,199001.764290688,289466,387896,182000,237959,"[289466, 387896]","[182000, 237959]"
"237","region","Los Ríos","14","Mujer","Completa",2012,377030.486543148,251424.260493292,330997,461360,224466,301474,"[330997, 461360]","[224466, 301474]"
"238","region","Los Ríos","14","Mujer","Completa",2013,374026.336444193,252507.887284505,329627,401184,244265,299010,"[329627, 401184]","[244265, 299010]"
"239","region","Los Ríos","14","Mujer","Completa",2014,424278.992858885,295035.904627865,361484,488620,258000,304943,"[361484, 488620]","[258000, 304943]"
"240","region","Los Ríos","14","Mujer","Completa",2015,467518.919073059,323126.173583143,402697,536172,300218,354032,"[402697, 536172]","[300218, 354032]"
"241","region","Magallanes","12","Mujer","Completa",2010,414104.002293727,253583.827658461,343660,516140,223713,300000,"[343660, 516140]","[223713, 300000]"
"242","region","Magallanes","12","Mujer","Completa",2011,456213.065333791,299900.194220519,400282,527143,251208,324489,"[400282, 527143]","[251208, 324489]"
"243","region","Magallanes","12","Mujer","Completa",2012,606677.743150562,400668.720375125,516635,745624,318012,451236,"[516635, 745624]","[318012, 451236]"
"244","region","Magallanes","12","Mujer","Completa",2013,615888.421241116,428728.103609011,541154,716890,360488,556820,"[541154, 716890]","[360488, 556820]"
"245","region","Magallanes","12","Mujer","Completa",2014,614954.918997503,400000,542438,718429,358048,450000,"[542438, 718429]","[358048, 450000]"
"246","region","Magallanes","12","Mujer","Completa",2015,682075.429452417,450676.159715359,598558,765784,361467,500135,"[598558, 765784]","[361467, 500135]"
"247","region","Maule","7","Mujer","Completa",2010,244161.118851599,175000,226171,259595,170166,181680,"[226171, 259595]","[170166, 181680]"
"248","region","Maule","7","Mujer","Completa",2011,277895.295365041,189275.534961457,243731,308906,182000,199361,"[243731, 308906]","[182000, 199361]"
"249","region","Maule","7","Mujer","Completa",2012,281378.080306988,201124.216734242,261605,301281,200000,220174,"[261605, 301281]","[200000, 220174]"
"250","region","Maule","7","Mujer","Completa",2013,315437.36243111,224150.332673979,297408,344846,210285,249056,"[297408, 344846]","[210285, 249056]"
"251","region","Maule","7","Mujer","Completa",2014,325687.91134026,242501.42126208,305045,346809,227345,250000,"[305045, 346809]","[227345, 250000]"
"252","region","Maule","7","Mujer","Completa",2015,365148.590683048,275033.467854573,335462,391788,256477,292800,"[335462, 391788]","[256477, 292800]"
"253","region","Metropolitana","13","Mujer","Completa",2010,375244.39328518,240234.879624192,358016,396772,230225,250000,"[358016, 396772]","[230225, 250000]"
"254","region","Metropolitana","13","Mujer","Completa",2011,397269.734042234,269136.974710915,375794,422225,251208,281353,"[375794, 422225]","[251208, 281353]"
"255","region","Metropolitana","13","Mujer","Completa",2012,459906.754767783,301353.092783505,434518,503981,294959,301686,"[434518, 503981]","[294959, 301686]"
"256","region","Metropolitana","13","Mujer","Completa",2013,472893.593514996,320000,449913,494921,300407,340566,"[449913, 494921]","[300407, 340566]"
"257","region","Metropolitana","13","Mujer","Completa",2014,502275.779118011,345243.027132103,480319,528909,330000,350000,"[480319, 528909]","[330000, 350000]"
"258","region","Metropolitana","13","Mujer","Completa",2015,519590.663321582,354826.446506908,497114,544152,350095,371676,"[497114, 544152]","[350095, 371676]"
"259","region","O'Higgins","6","Mujer","Completa",2010,273012.318265217,200000,257441,289755,197365,219949,"[257441, 289755]","[197365, 219949]"
"260","region","O'Higgins","6","Mujer","Completa",2011,303819.383586582,230000,283137,330619,217834,249620,"[283137, 330619]","[217834, 249620]"
"261","region","O'Higgins","6","Mujer","Completa",2012,332612.988384346,240570.564843576,299912,365398,210955,251128,"[299912, 365398]","[210955, 251128]"
"262","region","O'Higgins","6","Mujer","Completa",2013,344896.818796247,250338.906461818,304612,399233,227297,274694,"[304612, 399233]","[227297, 274694]"
"263","region","O'Higgins","6","Mujer","Completa",2014,358127.632291267,280000,334402,380536,264410,299944,"[334402, 380536]","[264410, 299944]"
"264","region","O'Higgins","6","Mujer","Completa",2015,373977.494392654,281515.322975612,349661,402347,270073,300081,"[349661, 402347]","[270073, 300081]"
"265","region","Tarapacá","1","Mujer","Completa",2010,350729.873660002,240234.879624192,310419,395075,210000,275782,"[310419, 395075]","[210000, 275782]"
"266","region","Tarapacá","1","Mujer","Completa",2011,398872.255436698,279105.010811319,356841,449557,248726,302018,"[356841, 449557]","[248726, 302018]"
"267","region","Tarapacá","1","Mujer","Completa",2012,411391.790677767,291630.114264651,381289,446108,271518,301686,"[381289, 446108]","[271518, 301686]"
"268","region","Tarapacá","1","Mujer","Completa",2013,470079.299700371,330447.356529599,431370,511881,300407,350000,"[431370, 511881]","[300407, 350000]"
"269","region","Tarapacá","1","Mujer","Completa",2014,482251.614176506,350000,442797,529112,349934,382045,"[442797, 529112]","[349934, 382045]"
"270","region","Tarapacá","1","Mujer","Completa",2015,519929.402315258,350000,458932,599082,302653,381548,"[458932, 599082]","[302653, 381548]"
"271","region","Valparaíso","5","Mujer","Completa",2010,282298.389268523,200000,263135,300954,190186,200879,"[263135, 300954]","[190186, 200879]"
"272","region","Valparaíso","5","Mujer","Completa",2011,294345.977566324,212018.40793275,279893,310960,200967,220558,"[279893, 310960]","[200967, 220558]"
"273","region","Valparaíso","5","Mujer","Completa",2012,361919.655584947,250000,337177,383816,231180,251405,"[337177, 383816]","[231180, 251405]"
"274","region","Valparaíso","5","Mujer","Completa",2013,409144.090305491,273961.517712642,383315,432742,259018,287831,"[383315, 432742]","[259018, 287831]"
"275","region","Valparaíso","5","Mujer","Completa",2014,484296.597219688,303126.7765776,456250,515165,299970,319153,"[456250, 515165]","[299970, 319153]"
"276","region","Valparaíso","5","Mujer","Completa",2015,447998.874147467,321303.875407462,421535,474141,301222,342212,"[421535, 474141]","[301222, 342212]"
"277","region",NA,NA,"Mujer","Completa",2010,200673.93107054,145761.263818276,131233,348336,126212,180810,"[131233, 348336]","[126212, 180810]"
"278","region",NA,NA,"Mujer","Completa",2011,144956.807228411,65009.3446701351,83185,245049,35801,124592,"[83185, 245049]","[35801, 124592]"
"279","region",NA,NA,"Mujer","Completa",2012,283908.841885841,235879.890359421,177702,415719,120541,310673,"[177702, 415719]","[120541, 310673]"
"280","region","Antofagasta","2","Mujer","Parcial",2010,101932.686553426,79986.0410567562,79823,144799,61030,100000,"[79823, 144799]","[61030, 100000]"
"281","region","Antofagasta","2","Mujer","Parcial",2011,225718.846426953,120000,157947,301867,99680,151559,"[157947, 301867]","[99680, 151559]"
"282","region","Antofagasta","2","Mujer","Parcial",2012,143721.2031806,130589.630357793,121590,176853,100491,150843,"[121590, 176853]","[100491, 150843]"
"283","region","Antofagasta","2","Mujer","Parcial",2013,175501.35682116,136405.345334292,140013,213051,99622,193569,"[140013, 213051]","[99622, 193569]"
"284","region","Antofagasta","2","Mujer","Parcial",2014,230461.910901728,140438.200488157,175819,287426,102855,200074,"[175819, 287426]","[102855, 200074]"
"285","region","Antofagasta","2","Mujer","Parcial",2015,218772.431523808,180048.710084792,176336,284664,155559,209501,"[176336, 284664]","[155559, 209501]"
"286","region","Araucanía","9","Mujer","Parcial",2010,80706.7223331592,50020.6239206534,61562,106886,37355,62666,"[61562, 106886]","[37355, 62666]"
"287","region","Araucanía","9","Mujer","Parcial",2011,72569.5926664036,40000,55227,99909,30145,59926,"[55227, 99909]","[30145, 59926]"
"288","region","Araucanía","9","Mujer","Parcial",2012,93954.7257009146,40180.412371134,75278,125339,37284,60000,"[75278, 125339]","[37284, 60000]"
"289","region","Araucanía","9","Mujer","Parcial",2013,122330.442715257,75533.6928304016,99441,149032,60116,86000,"[99441, 149032]","[60116, 86000]"
"290","region","Araucanía","9","Mujer","Parcial",2014,135443.274474962,90111.1493493719,111697,159209,65183,108728,"[111697, 159209]","[65183, 108728]"
"291","region","Araucanía","9","Mujer","Parcial",2015,112930.490598485,80303.6372428024,87277,137873,65000,90367,"[87277, 137873]","[65000, 90367]"
"292","region","Arica y Parinacota","15","Mujer","Parcial",2010,113809.388724441,75223.4425116479,91093,137209,61373,91546,"[91093, 137209]","[61373, 91546]"
"293","region","Arica y Parinacota","15","Mujer","Parcial",2011,96449.7753215306,64658.114588474,80497,118094,57165,79793,"[80497, 118094]","[57165, 79793]"
"294","region","Arica y Parinacota","15","Mujer","Parcial",2012,126354.858200749,80000,98050,151401,60000,98356,"[98050, 151401]","[60000, 98356]"
"295","region","Arica y Parinacota","15","Mujer","Parcial",2013,116179.944291409,84679.0145657256,94775,139486,77985,98835,"[94775, 139486]","[77985, 98835]"
"296","region","Arica y Parinacota","15","Mujer","Parcial",2014,145177.411557631,100000,115184,187313,80000,115783,"[115184, 187313]","[80000, 115783]"
"297","region","Arica y Parinacota","15","Mujer","Parcial",2015,141563.379874848,120000,116925,171335,90024,142176,"[116925, 171335]","[90024, 142176]"
"298","region","Atacama","3","Mujer","Parcial",2010,135823.926739578,74980.8945807733,86934,222471,60059,95000,"[86934, 222471]","[60059, 95000]"
"299","region","Atacama","3","Mujer","Parcial",2011,127624.620159725,99680.3610040425,95832,173925,60193,114545,"[95832, 173925]","[60193, 114545]"
"300","region","Atacama","3","Mujer","Parcial",2012,120690.027258113,100000,93288,172621,69206,120142,"[93288, 172621]","[69206, 120142]"
"301","region","Atacama","3","Mujer","Parcial",2013,138077.339176971,80000,97523,184481,58491,115507,"[97523, 184481]","[58491, 115507]"
"302","region","Atacama","3","Mujer","Parcial",2014,154555.396907533,117292.592466114,125219,190263,99985,150429,"[125219, 190263]","[99985, 150429]"
"303","region","Atacama","3","Mujer","Parcial",2015,135415.516581729,108789.245610692,110993,163884,70285,135907,"[110993, 163884]","[70285, 135907]"
"304","region","Aysén","11","Mujer","Parcial",2010,159331.294885738,90048.458406754,120956,203412,70377,119956,"[120956, 203412]","[70377, 119956]"
"305","region","Aysén","11","Mujer","Parcial",2011,180873.579238466,113376.08589383,145840,221718,90435,137580,"[145840, 221718]","[90435, 137580]"
"306","region","Aysén","11","Mujer","Parcial",2012,133183.264061907,100016.994582517,113435,150638,80361,150000,"[113435, 150638]","[80361, 150000]"
"307","region","Aysén","11","Mujer","Parcial",2013,192026.05901842,110002.218747318,149501,243603,85115,149299,"[149501, 243603]","[85115, 149299]"
"308","region","Aysén","11","Mujer","Parcial",2014,184666.821483039,101042.2588592,136773,238159,80834,126280,"[136773, 238159]","[80834, 126280]"
"309","region","Aysén","11","Mujer","Parcial",2015,230875.416886347,115533.033421105,180371,306481,85342,154962,"[180371, 306481]","[85342, 154962]"
"310","region","Bíobío","8","Mujer","Parcial",2010,114565.494497534,60326.3970507661,97751,129861,55962,70069,"[97751, 129861]","[55962, 70069]"
"311","region","Bíobío","8","Mujer","Parcial",2011,99691.7312390683,53999.0605688446,88528,114877,49840,60130,"[88528, 114877]","[49840, 60130]"
"312","region","Bíobío","8","Mujer","Parcial",2012,121804.163643701,60337.2650202726,104895,138247,50582,80000,"[104895, 138247]","[50582, 80000]"
"313","region","Bíobío","8","Mujer","Parcial",2013,126959.606394076,70094.8938093089,108471,145227,59881,89703,"[108471, 145227]","[59881, 89703]"
"314","region","Bíobío","8","Mujer","Parcial",2014,152096.488476409,91513.6191346887,130882,179025,80000,100662,"[130882, 179025]","[80000, 100662]"
"315","region","Bíobío","8","Mujer","Parcial",2015,154705.771711581,97930.5523757806,135799,186082,80326,111274,"[135799, 186082]","[80326, 111274]"
"316","region","Coquimbo","4","Mujer","Parcial",2010,101640.387129902,70068.506557056,78116,126345,61959,79963,"[78116, 126345]","[61959, 79963]"
"317","region","Coquimbo","4","Mujer","Parcial",2011,97639.7223792898,78691.0468568527,79132,119672,60138,80387,"[79132, 119672]","[60138, 80387]"
"318","region","Coquimbo","4","Mujer","Parcial",2012,143255.733272808,77075.3855371558,107325,216075,62359,89355,"[107325, 216075]","[62359, 89355]"
"319","region","Coquimbo","4","Mujer","Parcial",2013,181151.176840355,88976.6595127039,131375,244388,70095,103113,"[131375, 244388]","[70095, 103113]"
"320","region","Coquimbo","4","Mujer","Parcial",2014,181966.165823975,120562.959294097,147450,218415,97882,131355,"[147450, 218415]","[97882, 131355]"
"321","region","Coquimbo","4","Mujer","Parcial",2015,177351.236286413,100000,149433,204328,90367,120000,"[149433, 204328]","[90367, 120000]"
"322","region","Los Lagos","10","Mujer","Parcial",2010,94781.7356950789,60000,76766,112811,51834,69984,"[76766, 112811]","[51834, 69984]"
"323","region","Los Lagos","10","Mujer","Parcial",2011,109484.344650959,79744.288803234,87237,133108,59899,87220,"[87237, 133108]","[59899, 87220]"
"324","region","Los Lagos","10","Mujer","Parcial",2012,119738.19167543,60337.2650202726,97041,144091,50226,79472,"[97041, 144091]","[50226, 79472]"
"325","region","Los Lagos","10","Mujer","Parcial",2013,123512.72322987,80063.8440670921,102231,150163,69752,99622,"[102231, 150163]","[69752, 99622]"
"326","region","Los Lagos","10","Mujer","Parcial",2014,161661.289688754,100196.490059614,132829,193412,99981,130525,"[132829, 193412]","[99981, 130525]"
"327","region","Los Lagos","10","Mujer","Parcial",2015,122130.062226481,90366.7149583488,102536,144796,67549,110740,"[102536, 144796]","[67549, 110740]"
"328","region","Los Ríos","14","Mujer","Parcial",2010,80786.1098186609,54973.5010620602,63625,105409,44874,60421,"[63625, 105409]","[44874, 60421]"
"329","region","Los Ríos","14","Mujer","Parcial",2011,82679.2142007551,50114.7901503958,66867,103528,47770,60239,"[66867, 103528]","[47770, 60239]"
"330","region","Los Ríos","14","Mujer","Parcial",2012,127135.732189868,80000,94320,165892,65028,99548,"[94320, 165892]","[65028, 99548]"
"331","region","Los Ríos","14","Mujer","Parcial",2013,155123.922834004,80123.5108253798,120774,189453,59969,99622,"[120774, 189453]","[59969, 99622]"
"332","region","Los Ríos","14","Mujer","Parcial",2014,129998.733359845,61907.6434241265,92365,163281,50000,80834,"[92365, 163281]","[50000, 80834]"
"333","region","Los Ríos","14","Mujer","Parcial",2015,170818.237250452,80243.359624644,120369,244900,60215,100107,"[120369, 244900]","[60215, 100107]"
"334","region","Magallanes","12","Mujer","Parcial",2010,213043.389796704,111841.575521528,148315,315148,91076,172702,"[148315, 315148]","[91076, 172702]"
"335","region","Magallanes","12","Mujer","Parcial",2011,211821.056396772,123222.097230227,135206,295389,73180,173753,"[135206, 295389]","[73180, 173753]"
"336","region","Magallanes","12","Mujer","Parcial",2012,193806.781826901,120000,133282,268826,85478,191549,"[133282, 268826]","[85478, 191549]"
"337","region","Magallanes","12","Mujer","Parcial",2013,206031.255410286,173532.975477432,149150,281671,100136,236059,"[149150, 281671]","[100136, 236059]"
"338","region","Magallanes","12","Mujer","Parcial",2014,208443.008632933,147952.088149389,154833,294906,99997,237724,"[154833, 294906]","[99997, 237724]"
"339","region","Magallanes","12","Mujer","Parcial",2015,290981.752938675,174802.546219429,185954,500205,140570,297370,"[185954, 500205]","[140570, 297370]"
"340","region","Maule","7","Mujer","Parcial",2010,114436.939704842,66352.2711734042,92048,142444,54981,72074,"[92048, 142444]","[54981, 72074]"
"341","region","Maule","7","Mujer","Parcial",2011,99082.9091218057,60181.1569612867,78208,118989,50242,70338,"[78208, 118989]","[50242, 70338]"
"342","region","Maule","7","Mujer","Parcial",2012,92802.2409898028,48269.8120162181,73051,128266,40180,60089,"[73051, 128266]","[40180, 60089]"
"343","region","Maule","7","Mujer","Parcial",2013,135558.01575055,99622.3700773242,105701,171419,64646,120085,"[105701, 171419]","[64646, 120085]"
"344","region","Maule","7","Mujer","Parcial",2014,96508.8520531265,62659.4784108772,79249,110529,50377,84984,"[79249, 110529]","[50377, 84984]"
"345","region","Maule","7","Mujer","Parcial",2015,168773.388900563,94399.4190065308,130656,207554,72002,118431,"[130656, 207554]","[72002, 118431]"
"346","region","Metropolitana","13","Mujer","Parcial",2010,159604.401294527,90000,139566,184171,80078,100000,"[139566, 184171]","[80078, 100000]"
"347","region","Metropolitana","13","Mujer","Parcial",2011,174608.29183001,105661.182664285,155622,199654,100000,120000,"[155622, 199654]","[100000, 120000]"
"348","region","Metropolitana","13","Mujer","Parcial",2012,170966.649723845,100562.108367121,154406,201362,100214,120541,"[154406, 201362]","[100214, 120541]"
"349","region","Metropolitana","13","Mujer","Parcial",2013,172743.783505954,108062.42753271,149985,190945,99802,120085,"[149985, 190945]","[99802, 120085]"
"350","region","Metropolitana","13","Mujer","Parcial",2014,201687.097860682,130000,175944,229970,120173,149972,"[175944, 229970]","[120173, 149972]"
"351","region","Metropolitana","13","Mujer","Parcial",2015,198957.448771571,120273.243770896,179653,220952,119009,144000,"[179653, 220952]","[119009, 144000]"
"352","region","O'Higgins","6","Mujer","Parcial",2010,118483.529227733,80078.293208064,94993,150875,61273,101158,"[94993, 150875]","[61273, 101158]"
"353","region","O'Higgins","6","Mujer","Parcial",2011,100577.69204673,79744.288803234,80474,122164,63304,82151,"[80474, 122164]","[63304, 82151]"
"354","region","O'Higgins","6","Mujer","Parcial",2012,157238.578624744,100144.377356954,122702,213978,86518,120000,"[122702, 213978]","[86518, 120000]"
"355","region","O'Higgins","6","Mujer","Parcial",2013,136207.725696521,100000,112849,194197,80000,120085,"[112849, 194197]","[80000, 120085]"
"356","region","O'Higgins","6","Mujer","Parcial",2014,148033.055828334,121250.71063104,125336,175207,100379,150440,"[125336, 175207]","[100379, 150440]"
"357","region","O'Higgins","6","Mujer","Parcial",2015,159974.024031222,105427.834118074,127307,226016,92885,126814,"[127307, 226016]","[92885, 126814]"
"358","region","Tarapacá","1","Mujer","Parcial",2010,145856.703614242,99982.2892225192,119448,179799,60679,140137,"[119448, 179799]","[60679, 140137]"
"359","region","Tarapacá","1","Mujer","Parcial",2011,204993.765248515,99942.8018741599,129259,354015,80184,128308,"[129259, 354015]","[80184, 128308]"
"360","region","Tarapacá","1","Mujer","Parcial",2012,143980.953653878,100451.030927835,117576,174550,80000,124571,"[117576, 174550]","[80000, 124571]"
"361","region","Tarapacá","1","Mujer","Parcial",2013,184123.057632643,120000,148391,239893,81249,149434,"[148391, 239893]","[81249, 149434]"
"362","region","Tarapacá","1","Mujer","Parcial",2014,158416.320786454,119977.498593662,131654,200127,99981,156643,"[131654, 200127]","[99981, 156643]"
"363","region","Tarapacá","1","Mujer","Parcial",2015,222344.012454036,130035.179505683,184871,275015,102369,160017,"[184871, 275015]","[102369, 160017]"
"364","region","Valparaíso","5","Mujer","Parcial",2010,117611.097410878,69952.125061065,102948,133562,60000,80031,"[102948, 133562]","[60000, 80031]"
"365","region","Valparaíso","5","Mujer","Parcial",2011,129688.631476128,75078.8887287973,114413,152044,63433,82396,"[114413, 152044]","[63433, 82396]"
"366","region","Valparaíso","5","Mujer","Parcial",2012,129186.449895178,85477.7921120528,114938,148004,80282,100562,"[114938, 148004]","[80282, 100562]"
"367","region","Valparaíso","5","Mujer","Parcial",2013,163268.303686971,99622.3700773242,140770,200760,85007,116027,"[140770, 200760]","[85007, 116027]"
"368","region","Valparaíso","5","Mujer","Parcial",2014,189206.24541683,100464.207647846,156499,232131,89983,113163,"[156499, 232131]","[89983, 113163]"
"369","region","Valparaíso","5","Mujer","Parcial",2015,206070.463535205,120032.473389862,183164,234290,100363,135368,"[183164, 234290]","[100363, 135368]"
"370","region",NA,NA,"Mujer","Parcial",2010,51146.2592944639,40245.8619976484,28427,86897,16436,56460,"[28427, 86897]","[16436, 56460]"
"371","region",NA,NA,"Mujer","Parcial",2011,53142.9043052793,44547.5001193602,37691,81459,33814,59368,"[37691, 81459]","[33814, 59368]"
"372","region",NA,NA,"Mujer","Parcial",2012,91338.0785357993,50534.4993170804,43153,188730,20090,88015,"[43153, 188730]","[20090, 88015]"
