comuna_datachile_id,age,sex_id,age_group_id
24,605,2,2
24,526,2,3
24,540,2,4
24,475,2,5
24,611,2,6
24,494,2,7
24,499,2,8
24,465,2,9
24,444,2,10
24,512,2,11
24,437,2,12
24,323,2,13
24,283,2,14
24,240,2,15
24,136,2,16
24,90,2,17
24,43,2,18
24,19,2,19
24,4,2,20
24,3,2,21
268,407,2,1
268,469,2,2
268,371,2,3
268,359,2,4
268,305,2,5
268,381,2,6
268,333,2,7
268,379,2,8
268,352,2,9
268,370,2,10
268,339,2,11
268,302,2,12
268,226,2,13
268,188,2,14
268,143,2,15
268,101,2,16
268,67,2,17
268,30,2,18
268,9,2,19
268,2,2,20
268,1,2,21
283,679,2,1
283,767,2,2
283,650,2,3
283,665,2,4
283,614,2,5
283,643,2,6
283,662,2,7
283,592,2,8
283,645,2,9
283,610,2,10
283,674,2,11
283,563,2,12
283,451,2,13
283,384,2,14
283,293,2,15
283,186,2,16
283,110,2,17
283,78,2,18
283,25,2,19
283,7,2,20
283,5,2,21
123,1155,2,1
123,1270,2,2
123,1161,2,3
123,1163,2,4
123,1075,2,5
123,1275,2,6
123,1178,2,7
123,1091,2,8
123,1161,2,9
123,1156,2,10
123,1335,2,11
123,1149,2,12
123,915,2,13
123,753,2,14
123,581,2,15
123,434,2,16
123,293,2,17
123,145,2,18
123,43,2,19
123,5,2,20
123,2,2,21
16,676,2,1
16,759,2,2
16,730,2,3
16,678,2,4
16,584,2,5
16,656,2,6
16,617,2,7
16,631,2,8
16,567,2,9
16,612,2,10
16,682,2,11
16,589,2,12
16,514,2,13
16,387,2,14
16,337,2,15
16,216,2,16
16,141,2,17
16,68,2,18
16,15,2,19
16,6,2,20
16,2,2,21
202,190,2,1
202,178,2,2
202,192,2,3
202,470,2,4
202,223,2,5
202,250,2,6
202,231,2,7
202,194,2,8
202,200,2,9
202,207,2,10
202,270,2,11
202,199,2,12
202,158,2,13
202,134,2,14
202,96,2,15
202,72,2,16
202,40,2,17
202,26,2,18
202,8,2,19
202,2,2,20
202,1,2,21
215,306,2,1
215,363,2,2
215,324,2,3
215,282,2,4
215,303,2,5
215,373,2,6
215,294,2,7
215,314,2,8
215,305,2,9
215,329,2,10
215,380,2,11
215,328,2,12
215,285,2,13
215,220,2,14
215,199,2,15
215,133,2,16
215,94,2,17
215,43,2,18
215,11,2,19
215,2,2,20
215,1,2,21
344,244,2,1
344,207,2,2
344,202,2,3
344,233,2,4
344,246,2,5
344,288,2,6
344,248,2,7
344,250,2,8
344,262,2,9
344,241,2,10
344,289,2,11
344,287,2,12
344,208,2,13
344,163,2,14
344,154,2,15
344,78,2,16
344,57,2,17
344,31,2,18
344,12,2,19
344,2,2,20
344,2,2,21
252,2939,2,1
252,3188,2,2
252,3011,2,3
252,3401,2,4
252,3463,2,5
252,3459,2,6
252,3209,2,7
252,2789,2,8
252,2665,2,9
252,2562,2,10
252,2846,2,11
252,2671,2,12
252,2210,2,13
252,1752,2,14
252,1361,2,15
252,911,2,16
252,589,2,17
252,364,2,18
252,117,2,19
252,21,2,20
252,9,2,21
22,1659,2,1
22,1898,2,2
22,1764,2,3
22,1967,2,4
22,1884,2,5
22,1897,2,6
22,1716,2,7
22,1472,2,8
22,1511,2,9
22,1431,2,10
22,1622,2,11
22,1439,2,12
22,1322,2,13
22,933,2,14
22,764,2,15
22,586,2,16
22,322,2,17
22,204,2,18
22,59,2,19
22,7,2,20
22,5,2,21
103,636,2,1
103,630,2,2
103,639,2,3
103,680,2,4
103,690,2,5
103,659,2,6
103,623,2,7
103,557,2,8
103,587,2,9
103,611,2,10
103,665,2,11
103,587,2,12
103,445,2,13
103,351,2,14
103,283,2,15
103,189,2,16
103,114,2,17
103,58,2,18
103,27,2,19
103,4,2,20
103,2,2,21
118,877,2,1
118,908,2,2
118,810,2,3
118,796,2,4
118,674,2,5
118,850,2,6
118,893,2,7
118,848,2,8
118,735,2,9
118,635,2,10
118,612,2,11
118,559,2,12
118,445,2,13
118,338,2,14
118,279,2,15
118,186,2,16
118,120,2,17
118,55,2,18
118,25,2,19
118,9,2,20
118,2,2,21
183,783,2,1
183,784,2,2
183,802,2,3
183,889,2,4
183,804,2,5
183,799,2,6
183,678,2,7
183,583,2,8
183,640,2,9
183,671,2,10
183,766,2,11
183,724,2,12
183,560,2,13
183,450,2,14
183,356,2,15
183,252,2,16
183,135,2,17
183,87,2,18
183,28,2,19
183,7,2,20
183,1,2,21
279,3219,2,1
279,3163,2,2
279,3172,2,3
279,3076,2,4
279,3129,2,5
279,3581,2,6
279,3159,2,7
279,2980,2,8
279,3076,2,9
279,2907,2,10
279,3119,2,11
279,2891,2,12
279,2264,2,13
279,1787,2,14
279,1315,2,15
279,873,2,16
279,546,2,17
279,323,2,18
279,85,2,19
279,31,2,20
279,17,2,21
1,396,2,1
1,400,2,2
1,400,2,3
1,415,2,4
1,389,2,5
1,423,2,6
1,443,2,7
1,436,2,8
1,452,2,9
1,425,2,10
1,452,2,11
1,466,2,12
1,415,2,13
1,398,2,14
1,354,2,15
1,243,2,16
1,120,2,17
1,77,2,18
1,21,2,19
1,6,2,20
1,3,2,21
30,757,2,1
30,762,2,2
30,803,2,3
30,723,2,4
30,693,2,5
30,806,2,6
30,735,2,7
30,666,2,8
30,651,2,9
30,714,2,10
30,771,2,11
30,784,2,12
30,658,2,13
30,578,2,14
30,461,2,15
30,357,2,16
30,197,2,17
30,119,2,18
30,25,2,19
30,5,2,20
30,0,2,21
86,431,2,1
86,490,2,2
86,510,2,3
86,466,2,4
86,424,2,5
86,470,2,6
86,480,2,7
86,485,2,8
86,508,2,9
86,471,2,10
86,544,2,11
86,503,2,12
86,489,2,13
86,468,2,14
86,435,2,15
86,310,2,16
86,189,2,17
86,112,2,18
86,35,2,19
86,4,2,20
86,2,2,21
87,405,2,1
87,384,2,2
87,416,2,3
87,361,2,4
87,339,2,5
87,424,2,6
87,440,2,7
87,397,2,8
87,387,2,9
87,438,2,10
87,459,2,11
87,489,2,12
87,419,2,13
87,441,2,14
87,405,2,15
87,239,2,16
87,148,2,17
87,72,2,18
87,12,2,19
87,5,2,20
87,2,2,21
308,357,2,1
308,401,2,2
308,361,2,3
308,344,2,4
308,263,2,5
308,367,2,6
308,371,2,7
308,357,2,8
308,420,2,9
308,408,2,10
308,431,2,11
308,353,2,12
308,305,2,13
308,237,2,14
308,183,2,15
308,130,2,16
308,73,2,17
308,51,2,18
308,14,2,19
308,2,2,20
308,0,2,21
285,2794,2,1
285,2892,2,2
285,2597,2,3
285,2701,2,4
285,2757,2,5
285,3180,2,6
285,2872,2,7
285,2604,2,8
285,2446,2,9
285,2234,2,10
285,2407,2,11
285,2118,2,12
285,1759,2,13
285,1369,2,14
285,1041,2,15
285,669,2,16
285,439,2,17
285,229,2,18
285,93,2,19
285,15,2,20
285,3,2,21
33,476,2,1
33,508,2,2
33,492,2,3
33,494,2,4
33,494,2,5
33,546,2,6
33,477,2,7
33,444,2,8
33,430,2,9
33,471,2,10
33,466,2,11
33,432,2,12
33,345,2,13
33,303,2,14
33,238,2,15
33,164,2,16
33,111,2,17
33,60,2,18
33,20,2,19
33,11,2,20
33,0,2,21
142,969,2,1
142,912,2,2
142,893,2,3
142,794,2,4
142,842,2,5
142,941,2,6
142,863,2,7
142,765,2,8
142,756,2,9
142,814,2,10
142,859,2,11
142,759,2,12
142,617,2,13
142,491,2,14
142,376,2,15
142,239,2,16
142,181,2,17
142,100,2,18
142,35,2,19
142,6,2,20
142,4,2,21
201,277,2,1
201,276,2,2
201,260,2,3
201,244,2,4
201,245,2,5
201,269,2,6
201,263,2,7
201,238,2,8
201,261,2,9
201,247,2,10
201,241,2,11
201,231,2,12
201,213,2,13
201,157,2,14
201,117,2,15
201,64,2,16
201,43,2,17
201,19,2,18
201,9,2,19
201,2,2,20
201,1,2,21
242,563,2,1
242,587,2,2
242,562,2,3
242,588,2,4
242,611,2,5
242,559,2,6
242,526,2,7
242,544,2,8
242,533,2,9
242,527,2,10
242,602,2,11
242,565,2,12
242,440,2,13
242,365,2,14
242,313,2,15
242,204,2,16
242,151,2,17
242,83,2,18
242,26,2,19
242,6,2,20
242,3,2,21
306,561,2,1
306,578,2,2
306,519,2,3
306,546,2,4
306,546,2,5
306,563,2,6
306,497,2,7
306,524,2,8
306,448,2,9
306,459,2,10
306,550,2,11
306,507,2,12
306,377,2,13
306,319,2,14
306,235,2,15
306,175,2,16
306,108,2,17
306,56,2,18
306,13,2,19
306,3,2,20
306,2,2,21
253,4625,2,1
253,4872,2,2
253,4839,2,3
253,5529,2,4
253,6011,2,5
253,5770,2,6
253,4655,2,7
253,4477,2,8
253,4557,2,9
253,4484,2,10
253,4678,2,11
253,4431,2,12
253,3737,2,13
253,3042,2,14
253,2412,2,15
253,1644,2,16
253,1099,2,17
253,617,2,18
253,198,2,19
253,50,2,20
253,19,2,21
138,1536,2,1
138,1660,2,2
138,1557,2,3
138,1726,2,4
138,1718,2,5
138,1692,2,6
138,1433,2,7
138,1440,2,8
138,1506,2,9
138,1447,2,10
138,1492,2,11
138,1327,2,12
138,1008,2,13
138,872,2,14
138,792,2,15
138,562,2,16
138,338,2,17
138,180,2,18
138,48,2,19
138,13,2,20
138,6,2,21
190,572,2,1
190,557,2,2
190,540,2,3
190,600,2,4
190,591,2,5
190,595,2,6
190,572,2,7
190,558,2,8
190,532,2,9
190,516,2,10
190,597,2,11
190,565,2,12
