comuna_datachile_id,age,sex_id,age_group_id
190,492,2,13
190,424,2,14
190,363,2,15
190,244,2,16
190,146,2,17
190,100,2,18
190,24,2,19
190,8,2,20
190,1,2,21
337,4190,2,1
337,4503,2,2
337,4165,2,3
337,4780,2,4
337,4942,2,5
337,4730,2,6
337,4145,2,7
337,3848,2,8
337,3827,2,9
337,3638,2,10
337,3844,2,11
337,3595,2,12
337,2890,2,13
337,2198,2,14
337,1784,2,15
337,1207,2,16
337,807,2,17
337,479,2,18
337,149,2,19
337,27,2,20
337,8,2,21
307,10436,2,1
307,7881,2,2
307,6675,2,3
307,9104,2,4
307,21956,2,5
307,35378,2,6
307,32266,2,7
307,22274,2,8
307,15327,2,9
307,11078,2,10
307,9587,2,11
307,7486,2,12
307,5686,2,13
307,4083,2,14
307,3098,2,15
307,2027,2,16
307,1258,2,17
307,733,2,18
307,241,2,19
307,63,2,20
307,41,2,21
35,2877,2,1
35,2860,2,2
35,2666,2,3
35,2987,2,4
35,3767,2,5
35,3306,2,6
35,2859,2,7
35,2635,2,8
35,2840,2,9
35,2596,2,10
35,2612,2,11
35,2108,2,12
35,1632,2,13
35,1331,2,14
35,1051,2,15
35,722,2,16
35,447,2,17
35,248,2,18
35,71,2,19
35,12,2,20
35,4,2,21
36,4471,2,1
36,4458,2,2
36,4373,2,3
36,4942,2,4
36,5790,2,5
36,5873,2,6
36,4566,2,7
36,4110,2,8
36,4465,2,9
36,4594,2,10
36,4457,2,11
36,3642,2,12
36,2788,2,13
36,2377,2,14
36,2053,2,15
36,1296,2,16
36,680,2,17
36,356,2,18
36,104,2,19
36,22,2,20
36,21,2,21
65,4037,2,1
65,4034,2,2
65,3884,2,3
65,4315,2,4
65,5422,2,5
65,5613,2,6
65,4534,2,7
65,4023,2,8
65,4050,2,9
65,4123,2,10
65,4313,2,11
65,3783,2,12
65,2766,2,13
65,2110,2,14
65,1857,2,15
65,1371,2,16
65,926,2,17
65,510,2,18
65,163,2,19
65,34,2,20
65,9,2,21
83,5382,2,1
83,6075,2,2
83,5466,2,3
83,5903,2,4
83,6798,2,5
83,7302,2,6
83,5604,2,7
83,4988,2,8
83,4871,2,9
83,4974,2,10
83,5312,2,11
83,4732,2,12
83,3768,2,13
83,2861,2,14
83,2304,2,15
83,1475,2,16
83,917,2,17
83,483,2,18
83,117,2,19
83,25,2,20
83,15,2,21
90,4365,2,1
90,4167,2,2
90,3601,2,3
90,4474,2,4
90,7153,2,5
90,8702,2,6
90,7036,2,7
90,5644,2,8
90,5091,2,9
90,4514,2,10
90,4651,2,11
90,3978,2,12
90,3117,2,13
90,2229,2,14
90,1888,2,15
90,1334,2,16
90,823,2,17
90,469,2,18
90,172,2,19
90,39,2,20
90,11,2,21
110,3710,2,1
110,4143,2,2
110,3884,2,3
110,3754,2,4
110,3798,2,5
110,3506,2,6
110,3117,2,7
110,3512,2,8
110,3922,2,9
110,3862,2,10
110,3222,2,11
110,2212,2,12
110,1542,2,13
110,1367,2,14
110,1231,2,15
110,742,2,16
110,370,2,17
110,177,2,18
110,34,2,19
110,7,2,20
110,10,2,21
112,3334,2,1
112,2827,2,2
112,2410,2,3
112,2925,2,4
112,4865,2,5
112,6368,2,6
112,5254,2,7
112,4124,2,8
112,3411,2,9
112,2759,2,10
112,2638,2,11
112,2151,2,12
112,1847,2,13
112,1423,2,14
112,1202,2,15
112,768,2,16
112,455,2,17
112,299,2,18
112,92,2,19
112,27,2,20
112,7,2,21
117,2762,2,1
117,2895,2,2
117,2451,2,3
117,2839,2,4
117,3650,2,5
117,4070,2,6
117,3672,2,7
117,3042,2,8
117,2811,2,9
117,2626,2,10
117,2652,2,11
117,2537,2,12
117,2034,2,13
117,1656,2,14
117,1341,2,15
117,911,2,16
117,660,2,17
117,372,2,18
117,131,2,19
117,24,2,20
117,11,2,21
120,11413,2,1
120,11799,2,2
120,11215,2,3
120,12581,2,4
120,14666,2,5
120,15783,2,6
120,13483,2,7
120,12329,2,8
120,11965,2,9
120,10930,2,10
120,10738,2,11
120,10307,2,12
120,9107,2,13
120,7427,2,14
120,5571,2,15
120,3337,2,16
120,1714,2,17
120,950,2,18
120,276,2,19
120,70,2,20
120,32,2,21
121,3892,2,1
121,3934,2,2
121,3757,2,3
121,4196,2,4
121,4981,2,5
121,5019,2,6
121,4158,2,7
121,3555,2,8
121,3332,2,9
121,3286,2,10
121,3830,2,11
121,4003,2,12
121,3249,2,13
121,2338,2,14
121,1481,2,15
121,859,2,16
121,609,2,17
121,411,2,18
121,109,2,19
121,17,2,20
121,9,2,21
124,7198,2,1
124,7200,2,2
124,6672,2,3
124,6876,2,4
124,7662,2,5
124,7551,2,6
124,6263,2,7
124,5857,2,8
124,5642,2,9
124,5036,2,10
124,5093,2,11
124,4822,2,12
124,4026,2,13
124,3143,2,14
124,1971,2,15
124,1164,2,16
124,526,2,17
124,257,2,18
124,69,2,19
124,11,2,20
124,5,2,21
125,2636,2,1
125,2902,2,2
125,2957,2,3
125,3521,2,4
125,3624,2,5
125,3383,2,6
125,2601,2,7
125,2888,2,8
125,3062,2,9
125,2844,2,10
125,2916,2,11
125,2573,2,12
125,2132,2,13
125,1812,2,14
125,1439,2,15
125,1010,2,16
125,648,2,17
125,439,2,18
125,162,2,19
125,39,2,20
125,11,2,21
134,8260,2,1
134,7502,2,2
134,7230,2,3
134,9195,2,4
134,12172,2,5
134,12858,2,6
134,11541,2,7
134,9954,2,8
134,8973,2,9
134,8225,2,10
134,7904,2,11
134,7714,2,12
134,6535,2,13
134,5170,2,14
134,4520,2,15
134,3385,2,16
134,2391,2,17
134,1541,2,18
134,661,2,19
134,161,2,20
134,25,2,21
143,3532,2,1
143,4484,2,2
143,4539,2,3
143,4719,2,4
143,4661,2,5
143,3721,2,6
143,2486,2,7
143,3055,2,8
143,3475,2,9
143,3580,2,10
143,3608,2,11
143,2938,2,12
143,2155,2,13
143,1394,2,14
143,987,2,15
143,517,2,16
143,362,2,17
143,192,2,18
143,64,2,19
143,23,2,20
143,8,2,21
144,3350,2,1
144,3558,2,2
144,3100,2,3
144,3515,2,4
144,4356,2,5
144,4637,2,6
144,3473,2,7
144,3006,2,8
144,2870,2,9
144,2972,2,10
144,3539,2,11
144,3566,2,12
144,2507,2,13
144,1624,2,14
144,1191,2,15
144,774,2,16
144,579,2,17
144,381,2,18
144,123,2,19
144,20,2,20
144,5,2,21
145,2900,2,1
145,3026,2,2
145,2962,2,3
145,3199,2,4
145,4144,2,5
145,4238,2,6
145,3435,2,7
145,2957,2,8
145,3271,2,9
145,3219,2,10
145,3185,2,11
145,2563,2,12
145,2e3,2,13
145,1805,2,14
145,1681,2,15
145,1196,2,16
145,615,2,17
145,292,2,18
145,85,2,19
145,17,2,20
145,9,2,21
160,3391,2,1
160,3293,2,2
160,3209,2,3
160,3703,2,4
160,4552,2,5
160,5225,2,6
160,4712,2,7
160,4121,2,8
160,3739,2,9
160,3520,2,10
160,3418,2,11
160,3137,2,12
160,2529,2,13
160,2090,2,14
160,1772,2,15
160,1262,2,16
160,801,2,17
160,471,2,18
160,163,2,19
160,46,2,20
160,7,2,21
162,16566,2,1
162,17621,2,2
162,17480,2,3
162,20280,2,4
162,23063,2,5
162,22469,2,6
162,18096,2,7
162,15949,2,8
162,16003,2,9
162,16237,2,10
162,18112,2,11
162,16771,2,12
162,12032,2,13
162,8242,2,14
162,5609,2,15
162,3254,2,16
162,1737,2,17
162,890,2,18
162,281,2,19
162,57,2,20
162,43,2,21
186,6236,2,1
186,5077,2,2
186,4464,2,3
186,5245,2,4
186,6836,2,5
186,8944,2,6
186,10557,2,7
186,9465,2,8
186,7354,2,9
186,5696,2,10
186,5427,2,11
186,5228,2,12
186,4160,2,13
186,3258,2,14
186,2586,2,15
186,1920,2,16
186,1384,2,17
186,1029,2,18
186,433,2,19
186,89,2,20
186,21,2,21
205,3104,2,1
205,3248,2,2
205,2972,2,3
205,3297,2,4
205,4241,2,5
205,4491,2,6
205,3642,2,7
205,3094,2,8
205,2858,2,9
205,2854,2,10
205,3565,2,11
205,3570,2,12
205,2875,2,13
205,1915,2,14
205,1384,2,15
205,978,2,16
205,678,2,17
205,514,2,18
205,185,2,19
205,40,2,20
205,8,2,21
212,7647,2,1
212,8766,2,2
212,8425,2,3
212,9433,2,4
212,10766,2,5
212,9712,2,6
212,7330,2,7
212,7525,2,8
212,8505,2,9
212,8687,2,10
212,8216,2,11
212,6521,2,12
212,5026,2,13
212,3902,2,14
212,2922,2,15
212,1853,2,16
212,961,2,17
212,463,2,18
212,166,2,19
212,33,2,20
212,23,2,21
228,3910,2,1
228,2810,2,2
228,2333,2,3
228,3033,2,4
228,4899,2,5
228,7115,2,6
228,8259,2,7
228,7002,2,8
228,5346,2,9
228,3902,2,10
228,3308,2,11
228,3049,2,12
228,2694,2,13
228,2389,2,14
228,1988,2,15
228,1414,2,16
228,1043,2,17
228,754,2,18
228,349,2,19
228,93,2,20
228,20,2,21
231,8150,2,1
231,8400,2,2
231,8039,2,3
231,8610,2,4
231,10186,2,5
231,10163,2,6
231,8083,2,7
231,7635,2,8
231,7927,2,9
231,7474,2,10
231,8060,2,11
231,6833,2,12
231,4783,2,13
231,3190,2,14
231,2222,2,15
231,1425,2,16
231,732,2,17
231,344,2,18
231,112,2,19
231,21,2,20
231,23,2,21
249,7696,2,1
249,8403,2,2
249,8344,2,3
249,8841,2,4
249,9406,2,5
249,9483,2,6
249,7886,2,7
249,7394,2,8
249,7906,2,9
249,7723,2,10
249,6849,2,11
249,5246,2,12
249,3576,2,13
249,2048,2,14
249,1308,2,15
249,693,2,16
249,354,2,17
249,204,2,18
249,63,2,19
249,12,2,20
249,21,2,21
256,3357,2,1
256,3442,2,2
256,3118,2,3
256,3645,2,4
256,4797,2,5
256,5218,2,6
256,4528,2,7
256,3736,2,8
256,3747,2,9
256,3373,2,10
256,3493,2,11
256,3035,2,12
256,2394,2,13
256,1970,2,14
256,1563,2,15
256,1038,2,16
256,646,2,17
256,396,2,18
256,126,2,19
256,34,2,20
256,13,2,21
262,4943,2,1
262,4943,2,2
262,4593,2,3
262,5255,2,4
262,7042,2,5
262,7428,2,6
262,6459,2,7
262,5864,2,8
262,5541,2,9
262,5012,2,10
262,4864,2,11
262,4211,2,12
262,3551,2,13
262,2805,2,14
262,2257,2,15
262,1472,2,16
262,819,2,17
262,457,2,18
262,145,2,19
262,35,2,20
262,13,2,21
264,5546,2,1
264,5828,2,2
264,5194,2,3
264,5672,2,4
264,6260,2,5
264,6227,2,6
264,5328,2,7
264,5192,2,8
264,5262,2,9
264,4701,2,10
264,4393,2,11
264,3752,2,12
264,3090,2,13
264,2378,2,14
264,1822,2,15
264,1036,2,16
264,570,2,17
264,303,2,18
264,95,2,19
264,18,2,20
264,14,2,21
290,2903,2,1
290,2804,2,2
290,2686,2,3
290,3312,2,4
290,3932,2,5
290,4244,2,6
290,3456,2,7
290,2956,2,8
290,2747,2,9
290,2867,2,10
290,3199,2,11
290,2844,2,12
290,2263,2,13
290,1813,2,14
290,1547,2,15
290,1037,2,16
290,666,2,17
290,393,2,18
290,126,2,19
290,26,2,20
290,10,2,21
293,3460,2,1
293,3e3,2,2
293,2687,2,3
293,2908,2,4
293,3915,2,5
293,5068,2,6
293,5392,2,7
293,4339,2,8
293,3614,2,9
293,3114,2,10
293,3022,2,11
293,2875,2,12
293,2167,2,13
293,1688,2,14
293,1314,2,15
293,964,2,16
293,626,2,17
293,415,2,18
293,119,2,19
293,33,2,20
293,18,2,21
300,2872,2,1
300,2706,2,2
300,2602,2,3
300,3012,2,4
300,3641,2,5
300,3414,2,6
300,2568,2,7
300,2400,2,8
300,2699,2,9
300,2992,2,10
300,2865,2,11
300,2262,2,12
300,1850,2,13
300,1524,2,14
300,1513,2,15
300,973,2,16
300,604,2,17
300,264,2,18
300,90,2,19
300,14,2,20
300,8,2,21
340,2886,2,1
340,2577,2,2
340,2526,2,3
340,2650,2,4
340,2798,2,5
340,2653,2,6
340,2567,2,7
340,2752,2,8
340,2581,2,9
340,2351,2,10
340,2159,2,11
340,2050,2,12
340,1796,2,13
340,1595,2,14
340,1609,2,15
340,1261,2,16
340,792,2,17
340,536,2,18
340,208,2,19
340,44,2,20
340,11,2,21
232,20644,2,1
232,21671,2,2
232,20363,2,3
232,22296,2,4
232,25268,2,5
232,24777,2,6
232,20048,2,7
232,18318,2,8
232,17933,2,9
232,17620,2,10
232,19167,2,11
232,17139,2,12
232,12032,2,13
232,7638,2,14
232,4788,2,15
232,2710,2,16
232,1551,2,17
232,833,2,18
232,245,2,19
232,76,2,20
232,30,2,21
221,920,2,1
221,1024,2,2
221,881,2,3
221,976,2,4
221,1056,2,5
221,1108,2,6
221,890,2,7
221,861,2,8
221,890,2,9
221,906,2,10
221,1024,2,11
221,886,2,12
221,678,2,13
221,484,2,14
221,383,2,15
221,228,2,16
221,116,2,17
221,81,2,18
221,30,2,19
221,3,2,20
221,4,2,21
291,566,2,1
291,538,2,2
291,596,2,3
291,573,2,4
291,672,2,5
291,832,2,6
291,814,2,7
291,837,2,8
291,854,2,9
291,799,2,10
291,744,2,11
291,627,2,12
291,487,2,13
291,317,2,14
291,269,2,15
291,145,2,16
291,112,2,17
291,59,2,18
291,18,2,19
291,1,2,20
291,1,2,21
59,6727,2,1
59,7010,2,2
59,5968,2,3
59,5730,2,4
59,6027,2,5
59,5924,2,6
59,5612,2,7
59,6257,2,8
59,6223,2,9
59,5282,2,10
59,4279,2,11
59,3160,2,12
59,2390,2,13
59,1695,2,14
59,1120,2,15
59,632,2,16
59,348,2,17
59,167,2,18
59,55,2,19
59,20,2,20
59,9,2,21
346,4781,2,1
346,4832,2,2
346,4155,2,3
346,3904,2,4
346,3841,2,5
346,4299,2,6
346,4476,2,7
346,4283,2,8
346,4001,2,9
346,3364,2,10
346,2889,2,11
346,2238,2,12
346,1656,2,13
346,1089,2,14
346,762,2,15
346,481,2,16
346,276,2,17
346,143,2,18
346,51,2,19
346,18,2,20
346,6,2,21
318,736,2,1
318,692,2,2
318,685,2,3
318,790,2,4
318,859,2,5
318,840,2,6
318,732,2,7
318,666,2,8
318,690,2,9
318,668,2,10
318,673,2,11
318,570,2,12
318,409,2,13
318,384,2,14
318,284,2,15
318,182,2,16
318,114,2,17
318,56,2,18
318,12,2,19
318,4,2,20
318,1,2,21
280,11471,2,1
280,12033,2,2
280,11251,2,3
280,12223,2,4
280,13081,2,5
280,12728,2,6
280,10870,2,7
280,10205,2,8
280,10146,2,9
280,9716,2,10
280,8991,2,11
280,7930,2,12
280,6015,2,13
280,4351,2,14
280,3103,2,15
280,1832,2,16
280,1054,2,17
280,573,2,18
280,164,2,19
280,49,2,20
280,14,2,21
14,3742,2,1
14,3843,2,2
14,3482,2,3
14,3575,2,4
14,3718,2,5
14,4106,2,6
14,3822,2,7
14,3617,2,8
14,3317,2,9
14,3108,2,10
14,3006,2,11
14,2636,2,12
14,1881,2,13
14,1335,2,14
14,994,2,15
14,658,2,16
14,422,2,17
14,207,2,18
14,83,2,19
14,13,2,20
14,10,2,21
23,832,2,1
23,926,2,2
23,939,2,3
23,1029,2,4
23,1132,2,5
23,1044,2,6
23,779,2,7
23,796,2,8
23,930,2,9
23,858,2,10
23,881,2,11
23,800,2,12
23,621,2,13
23,456,2,14
23,322,2,15
23,169,2,16
23,117,2,17
23,62,2,18
23,17,2,19
23,4,2,20
23,4,2,21
197,2638,2,1
197,2817,2,2
197,2632,2,3
197,2759,2,4
197,2947,2,5
197,2906,2,6
197,2584,2,7
197,2588,2,8
197,2500,2,9
197,2474,2,10
197,2497,2,11
197,2115,2,12
197,1625,2,13
197,1328,2,14
197,937,2,15
197,577,2,16
197,311,2,17
197,203,2,18
197,63,2,19
197,15,2,20
197,5,2,21
172,4324,2,1
172,4576,2,2
172,4308,2,3
172,4634,2,4
172,4746,2,5
172,5030,2,6
172,4474,2,7
172,4225,2,8
172,4012,2,9
172,3902,2,10
172,4009,2,11
172,3644,2,12
172,2858,2,13
172,2245,2,14
172,1788,2,15
172,1230,2,16
172,792,2,17
172,423,2,18
172,156,2,19
172,23,2,20
172,11,2,21
2,205,2,1
2,206,2,2
2,201,2,3
2,189,2,4
2,256,2,5
2,318,2,6
2,289,2,7
2,264,2,8
2,381,2,9
2,241,2,10
2,251,2,11
2,196,2,12
2,167,2,13
2,128,2,14
2,82,2,15
2,56,2,16
2,47,2,17
2,31,2,18
2,6,2,19
2,2,2,20
2,0,2,21
74,1125,2,1
74,1174,2,2
74,1108,2,3
74,1155,2,4
74,1272,2,5
74,1327,2,6
74,1095,2,7
74,1095,2,8
74,1038,2,9
74,1012,2,10
74,1142,2,11
74,1045,2,12
74,777,2,13
74,635,2,14
74,494,2,15
74,355,2,16
74,228,2,17
74,99,2,18
74,32,2,19
74,9,2,20
74,5,2,21
166,464,2,1
166,475,2,2
166,450,2,3
166,477,2,4
166,496,2,5
166,586,2,6
166,470,2,7
166,454,2,8
166,464,2,9
166,479,2,10
166,489,2,11
166,407,2,12
166,327,2,13
166,261,2,14
166,214,2,15
166,133,2,16
166,92,2,17
166,63,2,18
166,21,2,19
166,5,2,20
166,3,2,21
296,352,2,1
296,345,2,2
296,318,2,3
296,304,2,4
296,332,2,5
296,388,2,6
296,366,2,7
296,338,2,8
296,319,2,9
296,320,2,10
296,360,2,11
296,357,2,12
296,294,2,13
296,243,2,14
296,189,2,15
296,152,2,16
296,88,2,17
296,48,2,18
296,13,2,19
296,4,2,20
296,2,2,21
310,2727,2,1
310,2807,2,2
310,2618,2,3
310,2839,2,4
310,3145,2,5
310,3074,2,6
310,2690,2,7
310,2501,2,8
310,2464,2,9
310,2436,2,10
310,2485,2,11
310,2274,2,12
310,1574,2,13
310,1146,2,14
310,818,2,15
310,566,2,16
310,334,2,17
310,193,2,18
310,58,2,19
310,9,2,20
310,11,2,21
85,1430,2,1
85,1416,2,2
85,1225,2,3
85,1321,2,4
85,1500,2,5
85,1488,2,6
85,1276,2,7
85,1169,2,8
85,1169,2,9
85,1133,2,10
85,1226,2,11
85,1007,2,12
85,790,2,13
85,570,2,14
85,453,2,15
85,303,2,16
85,184,2,17
85,93,2,18
85,34,2,19
85,4,2,20
85,2,2,21
114,1321,2,1
114,1400,2,2
114,1327,2,3
114,1373,2,4
114,1432,2,5
114,1383,2,6
114,1252,2,7
114,1184,2,8
114,1267,2,9
114,1165,2,10
114,1307,2,11
114,1058,2,12
114,835,2,13
114,595,2,14
114,493,2,15
114,314,2,16
114,183,2,17
114,104,2,18
114,45,2,19
114,11,2,20
114,2,2,21
193,2622,2,1
193,2465,2,2
193,2256,2,3
193,2343,2,4
193,2481,2,5
193,2718,2,6
193,2543,2,7
193,2305,2,8
193,2274,2,9
193,1993,2,10
193,2054,2,11
193,1624,2,12
193,1227,2,13
193,960,2,14
193,654,2,15
193,503,2,16
193,238,2,17
193,140,2,18
193,34,2,19
193,10,2,20
193,8,2,21
211,3352,2,1
211,3442,2,2
211,3364,2,3
211,3465,2,4
211,3681,2,5
211,3498,2,6
211,2888,2,7
211,2899,2,8
211,3241,2,9
211,3203,2,10
211,2850,2,11
211,2383,2,12
211,1758,2,13
211,1442,2,14
211,1057,2,15
211,719,2,16
211,394,2,17
211,205,2,18
211,78,2,19
211,19,2,20
211,6,2,21
259,8500,2,1
259,9066,2,2
259,8597,2,3
259,8611,2,4
259,8951,2,5
259,10090,2,6
259,8833,2,7
259,8373,2,8
259,7899,2,9
259,7616,2,10
259,7637,2,11
259,6693,2,12
259,5532,2,13
259,4295,2,14
259,3128,2,15
259,2070,2,16
259,1157,2,17
259,631,2,18
259,203,2,19
259,43,2,20
259,17,2,21
52,429,2,1
52,463,2,2
52,476,2,3
52,452,2,4
52,446,2,5
52,509,2,6
52,434,2,7
52,444,2,8
52,447,2,9
52,421,2,10
52,521,2,11
52,446,2,12
52,356,2,13
52,244,2,14
52,179,2,15
52,102,2,16
52,79,2,17
52,45,2,18
52,15,2,19
52,1,2,20
52,1,2,21
56,231,2,1
56,248,2,2
56,226,2,3
56,259,2,4
56,248,2,5
56,262,2,6
56,245,2,7
56,271,2,8
56,213,2,9
56,235,2,10
56,273,2,11
56,265,2,12
56,204,2,13
56,169,2,14
56,142,2,15
56,133,2,16
56,52,2,17
56,27,2,18
56,19,2,19
56,5,2,20
56,2,2,21
61,686,2,1
61,704,2,2
61,685,2,3
61,698,2,4
61,735,2,5
61,713,2,6
61,615,2,7
61,641,2,8
61,630,2,9
61,648,2,10
61,684,2,11
61,667,2,12
61,512,2,13
61,438,2,14
61,301,2,15
61,207,2,16
61,130,2,17
61,88,2,18
61,21,2,19
61,3,2,20
61,0,2,21
82,710,2,1
82,788,2,2
82,826,2,3
82,738,2,4
82,728,2,5
82,751,2,6
82,712,2,7
82,725,2,8
82,716,2,9
82,713,2,10
82,691,2,11
82,598,2,12
82,568,2,13
82,418,2,14
82,289,2,15
82,204,2,16
82,125,2,17
82,70,2,18
82,19,2,19
82,5,2,20
82,0,2,21
101,1346,2,1
101,1364,2,2
101,1275,2,3
101,1246,2,4
101,1248,2,5
101,1266,2,6
101,1208,2,7
101,1173,2,8
101,1150,2,9
101,1068,2,10
101,1152,2,11
101,947,2,12
101,699,2,13
101,536,2,14
101,400,2,15
101,271,2,16
101,177,2,17
101,87,2,18
101,19,2,19
101,1,2,20
101,1,2,21
133,787,2,1
133,909,2,2
133,813,2,3
133,828,2,4
133,803,2,5
133,891,2,6
133,801,2,7
133,848,2,8
133,896,2,9
133,884,2,10
133,1031,2,11
133,840,2,12
133,710,2,13
133,517,2,14
133,427,2,15
133,289,2,16
133,221,2,17
133,105,2,18
133,39,2,19
133,11,2,20
133,6,2,21
159,2133,2,1
159,2319,2,2
159,2110,2,3
159,1823,2,4
159,1394,2,5
159,1774,2,6
159,1921,2,7
159,2242,2,8
159,2154,2,9
159,1769,2,10
159,1567,2,11
159,1342,2,12
159,1078,2,13
159,801,2,14
159,522,2,15
159,306,2,16
159,177,2,17
159,107,2,18
159,35,2,19
159,6,2,20
159,5,2,21
163,423,2,1
163,449,2,2
163,447,2,3
163,488,2,4
163,490,2,5
163,509,2,6
163,375,2,7
163,420,2,8
163,424,2,9
163,474,2,10
163,555,2,11
163,471,2,12
163,379,2,13
163,326,2,14
163,264,2,15
163,157,2,16
163,99,2,17
163,43,2,18
163,20,2,19
163,6,2,20
163,0,2,21
175,895,2,1
175,957,2,2
175,972,2,3
175,927,2,4
175,925,2,5
175,954,2,6
175,776,2,7
175,851,2,8
175,901,2,9
175,845,2,10
175,858,2,11
175,759,2,12
175,674,2,13
175,488,2,14
175,364,2,15
175,265,2,16
175,148,2,17
175,71,2,18
175,26,2,19
175,3,2,20
175,4,2,21
188,450,2,1
188,516,2,2
188,493,2,3
188,531,2,4
188,471,2,5
188,510,2,6
188,472,2,7
188,436,2,8
188,498,2,9
188,517,2,10
188,449,2,11
188,409,2,12
188,392,2,13
188,262,2,14
188,179,2,15
188,122,2,16
188,61,2,17
188,41,2,18
188,11,2,19
188,1,2,20
188,1,2,21
216,430,2,1
216,494,2,2
216,475,2,3
216,466,2,4
216,490,2,5
216,586,2,6
216,483,2,7
216,488,2,8
216,514,2,9
216,492,2,10
216,570,2,11
216,495,2,12
216,393,2,13
216,304,2,14
216,248,2,15
216,152,2,16
216,86,2,17
216,42,2,18
216,18,2,19
216,8,2,20
216,3,2,21
218,666,2,1
218,666,2,2
218,642,2,3
218,640,2,4
218,621,2,5
218,673,2,6
218,602,2,7
218,656,2,8
218,660,2,9
218,763,2,10
218,787,2,11
218,683,2,12
218,637,2,13
218,506,2,14
218,362,2,15
218,219,2,16
218,173,2,17
218,85,2,18
218,29,2,19
218,8,2,20
218,2,2,21
255,381,2,1
255,435,2,2
255,446,2,3
255,418,2,4
255,418,2,5
255,508,2,6
255,449,2,7
255,422,2,8
255,459,2,9
255,460,2,10
255,516,2,11
255,443,2,12
255,359,2,13
255,306,2,14
255,215,2,15
255,136,2,16
255,83,2,17
255,43,2,18
255,18,2,19
255,3,2,20
255,1,2,21
265,2021,2,1
265,2215,2,2
265,2094,2,3
265,2043,2,4
265,2057,2,5
265,2441,2,6
265,2017,2,7
265,1931,2,8
265,1935,2,9
265,1948,2,10
265,1912,2,11
265,1719,2,12
265,1426,2,13
265,1077,2,14
265,872,2,15
265,545,2,16
265,308,2,17
265,204,2,18
265,59,2,19
265,15,2,20
265,5,2,21
266,997,2,1
266,1079,2,2
266,1041,2,3
266,1059,2,4
266,1011,2,5
266,1098,2,6
266,941,2,7
266,925,2,8
266,1038,2,9
266,1046,2,10
266,1030,2,11
266,887,2,12
266,647,2,13
266,472,2,14
266,353,2,15
266,255,2,16
266,136,2,17
266,71,2,18
266,29,2,19
266,6,2,20
266,4,2,21
302,1462,2,1
302,1732,2,2
302,1608,2,3
302,1580,2,4
302,1393,2,5
302,1673,2,6
302,1531,2,7
302,1532,2,8
302,1639,2,9
302,1599,2,10
302,1754,2,11
302,1529,2,12
302,1294,2,13
302,972,2,14
302,815,2,15
302,547,2,16
302,361,2,17
302,197,2,18
302,58,2,19
302,17,2,20
302,9,2,21
219,532,2,1
219,542,2,2
219,549,2,3
219,504,2,4
219,460,2,5
219,613,2,6
219,609,2,7
219,578,2,8
219,574,2,9
219,593,2,10
219,605,2,11
219,596,2,12
219,470,2,13
219,392,2,14
219,279,2,15
219,178,2,16
219,121,2,17
219,68,2,18
219,23,2,19
219,2,2,20
219,1,2,21
119,63,2,1
119,95,2,2
119,86,2,3
119,83,2,4
119,78,2,5
119,99,2,6
119,103,2,7
119,95,2,8
119,116,2,9
119,110,2,10
119,146,2,11
119,141,2,12
119,116,2,13
119,96,2,14
119,71,2,15
119,48,2,16
119,31,2,17
119,18,2,18
119,6,2,19
119,0,2,20
119,2,2,21
140,190,2,1
140,213,2,2
140,209,2,3
140,177,2,4
140,200,2,5
140,219,2,6
140,214,2,7
140,192,2,8
140,213,2,9
140,236,2,10
140,258,2,11
140,260,2,12
140,181,2,13
140,190,2,14
140,141,2,15
140,90,2,16
140,59,2,17
140,30,2,18
140,13,2,19
140,2,2,20
140,0,2,21
164,191,2,1
164,207,2,2
164,228,2,3
164,209,2,4
164,207,2,5
164,246,2,6
164,236,2,7
164,225,2,8
164,287,2,9
164,282,2,10
164,320,2,11
164,274,2,12
164,220,2,13
164,200,2,14
164,151,2,15
164,132,2,16
164,74,2,17
164,36,2,18
164,14,2,19
164,5,2,20
164,1,2,21
180,196,2,1
180,188,2,2
180,170,2,3
180,176,2,4
180,162,2,5
180,221,2,6
180,197,2,7
180,210,2,8
180,215,2,9
180,260,2,10
180,267,2,11
180,271,2,12
180,232,2,13
180,223,2,14
180,192,2,15
180,137,2,16
180,99,2,17
180,43,2,18
180,16,2,19
180,0,2,20
180,0,2,21
203,143,2,1
203,167,2,2
203,174,2,3
203,184,2,4
203,160,2,5
203,179,2,6
203,174,2,7
203,181,2,8
203,236,2,9
203,269,2,10
203,288,2,11
203,271,2,12
203,221,2,13
203,152,2,14
203,145,2,15
203,115,2,16
203,92,2,17
203,46,2,18
203,17,2,19
203,4,2,20
203,2,2,21
286,2538,2,1
286,2815,2,2
286,2758,2,3
286,2784,2,4
286,2380,2,5
286,2754,2,6
286,2502,2,7
286,2412,2,8
286,2473,2,9
286,2424,2,10
286,2533,2,11
286,2163,2,12
286,1721,2,13
286,1344,2,14
286,1036,2,15
286,713,2,16
286,405,2,17
286,228,2,18
286,73,2,19
286,18,2,20
286,3,2,21
40,495,2,1
40,490,2,2
40,462,2,3
40,487,2,4
40,447,2,5
40,553,2,6
40,517,2,7
40,482,2,8
40,521,2,9
40,534,2,10
40,555,2,11
40,539,2,12
40,408,2,13
40,369,2,14
40,275,2,15
40,184,2,16
40,137,2,17
40,77,2,18
40,30,2,19
