year,region_id,cie_10_id,sex_id,casualities_count,casualities_rate_per_100_inhabitants
2011,6,C00-D48,2,619,1.3765
2011,6,C00-D48,1,532,1.2034
2011,6,E00-E90,2,113,0.25129999999999997
2011,6,E00-E90,1,104,0.2353
2011,6,I00-I99,2,710,1.5788
2011,6,I00-I99,1,590,1.3347
2011,6,J00-J99,2,270,0.6004
2011,6,J00-J99,1,249,0.5633
2011,6,K00-K93,2,255,0.5670000000000001
2011,6,K00-K93,1,137,0.3099
2011,6,V01-Y98,2,374,0.8317
2011,6,V01-Y98,1,106,0.2398
2011,6,B20-B24,2,23,0.051100000000000007
2011,6,B20-B24,1,5,0.0113
2011,6,V01-V99,2,114,0.2535
2011,6,V01-V99,1,26,0.0588
2011,6,X60-X84,2,101,0.22460000000000002
2011,6,X60-X84,1,26,0.0588
2012,6,C00-D48,2,648,1.4277000000000002
2012,6,C00-D48,1,580,1.2997
2012,6,E00-E90,2,138,0.304
2012,6,E00-E90,1,129,0.2891
2012,6,I00-I99,2,771,1.6986
2012,6,I00-I99,1,642,1.4386
2012,6,J00-J99,2,288,0.6345000000000001
2012,6,J00-J99,1,329,0.7372
2012,6,K00-K93,2,261,0.575
2012,6,K00-K93,1,131,0.29350000000000004
2012,6,V01-Y98,2,351,0.7733
2012,6,V01-Y98,1,102,0.2286
2012,6,B20-B24,2,18,0.0397
2012,6,B20-B24,1,4,0.009000000000000001
2012,6,V01-V99,2,107,0.2357
2012,6,V01-V99,1,31,0.0695
2012,6,X60-X84,2,95,0.20929999999999999
2012,6,X60-X84,1,21,0.0471
2013,6,C00-D48,2,624,1.3762999999999999
2013,6,C00-D48,1,618,1.3762
2013,6,E00-E90,2,106,0.23379999999999998
2013,6,E00-E90,1,127,0.2828
2013,6,I00-I99,2,788,1.7381
2013,6,I00-I99,1,611,1.3606
2013,6,J00-J99,2,287,0.633
2013,6,J00-J99,1,289,0.6436
2013,6,K00-K93,2,282,0.622
2013,6,K00-K93,1,132,0.2939
2013,6,V01-Y98,2,325,0.7168000000000001
2013,6,V01-Y98,1,91,0.2026
2013,6,B20-B24,2,22,0.048499999999999995
2013,6,B20-B24,1,2,0.0045000000000000005
2013,6,V01-V99,2,135,0.2978
2013,6,V01-V99,1,28,0.062400000000000004
2013,6,X60-X84,2,68,0.15
2013,6,X60-X84,1,19,0.042300000000000004
2014,6,C00-D48,2,729,1.5941999999999998
2014,6,C00-D48,1,624,1.3766
2014,6,E00-E90,2,106,0.2318
2014,6,E00-E90,1,145,0.31989999999999996
2014,6,I00-I99,2,777,1.6991999999999998
2014,6,I00-I99,1,645,1.4228999999999998
2014,6,J00-J99,2,321,0.7020000000000001
2014,6,J00-J99,1,234,0.5162
2014,6,K00-K93,2,268,0.5861
2014,6,K00-K93,1,169,0.3728
2014,6,V01-Y98,2,336,0.7348
2014,6,V01-Y98,1,93,0.2052
2014,6,B20-B24,2,21,0.045899999999999996
2014,6,B20-B24,1,9,0.0199
2014,6,V01-V99,2,114,0.2493
2014,6,V01-V99,1,17,0.0375
2014,6,X60-X84,2,105,0.2296
2014,6,X60-X84,1,22,0.048499999999999995
2010,7,C00-D48,2,771,1.5356999999999998
2010,7,C00-D48,1,680,1.3444
2010,7,E00-E90,2,150,0.2988
2010,7,E00-E90,1,159,0.3144
2010,7,I00-I99,2,988,1.9679
2010,7,I00-I99,1,879,1.7379
2010,7,J00-J99,2,356,0.7091
2010,7,J00-J99,1,339,0.6701999999999999
2010,7,K00-K93,2,229,0.4561
2010,7,K00-K93,1,146,0.2887
2010,7,V01-Y98,2,538,1.0715999999999999
2010,7,V01-Y98,1,246,0.4864
2010,7,B20-B24,2,17,0.0339
2010,7,B20-B24,1,5,0.009899999999999999
2010,7,V01-V99,2,163,0.3247
2010,7,V01-V99,1,30,0.0593
2010,7,X60-X84,2,85,0.19079999999999997
2010,7,X60-X84,1,19,0.0434
2011,7,C00-D48,2,798,1.5778999999999999
2011,7,C00-D48,1,728,1.4274
2011,7,E00-E90,2,156,0.3085
2011,7,E00-E90,1,114,0.2235
2011,7,I00-I99,2,937,1.8527
2011,7,I00-I99,1,758,1.4862
2011,7,J00-J99,2,351,0.6940000000000001
2011,7,J00-J99,1,304,0.596
2011,7,K00-K93,2,251,0.4963
2011,7,K00-K93,1,168,0.32939999999999997
2011,7,V01-Y98,2,449,0.8878
2011,7,V01-Y98,1,114,0.2235
2011,7,B20-B24,2,21,0.0415
2011,7,B20-B24,1,8,0.015700000000000002
2011,7,V01-V99,2,156,0.3085
2011,7,V01-V99,1,28,0.054900000000000004
2011,7,X60-X84,2,104,0.20559999999999998
2011,7,X60-X84,1,23,0.0451
2012,7,C00-D48,2,849,1.6665999999999999
2012,7,C00-D48,1,740,1.4388999999999998
2012,7,E00-E90,2,141,0.2768
2012,7,E00-E90,1,173,0.33640000000000003
2012,7,I00-I99,2,968,1.9002000000000001
2012,7,I00-I99,1,839,1.6315
2012,7,J00-J99,2,385,0.7558
2012,7,J00-J99,1,357,0.6942
2012,7,K00-K93,2,271,0.532
2012,7,K00-K93,1,167,0.3247
2012,7,V01-Y98,2,452,0.8873000000000001
2012,7,V01-Y98,1,112,0.21780000000000002
2012,7,B20-B24,2,20,0.0393
2012,7,B20-B24,1,3,0.0058
2012,7,V01-V99,2,144,0.2827
2012,7,V01-V99,1,27,0.0525
2012,7,X60-X84,2,114,0.2238
2012,7,X60-X84,1,24,0.0467
2013,7,C00-D48,2,924,1.8083
2013,7,C00-D48,1,742,1.4346
2013,7,E00-E90,2,161,0.3151
2013,7,E00-E90,1,161,0.31129999999999997
2013,7,I00-I99,2,961,1.8807
2013,7,I00-I99,1,799,1.5448
2013,7,J00-J99,2,405,0.7926000000000001
2013,7,J00-J99,1,377,0.7289
2013,7,K00-K93,2,230,0.4501
2013,7,K00-K93,1,153,0.2958
2013,7,V01-Y98,2,401,0.7848
2013,7,V01-Y98,1,132,0.2552
2013,7,B20-B24,2,27,0.0528
2013,7,B20-B24,1,2,0.0039000000000000003
2013,7,V01-V99,2,135,0.2642
2013,7,V01-V99,1,31,0.0599
2013,7,X60-X84,2,83,0.1624
2013,7,X60-X84,1,16,0.030899999999999997
2014,7,C00-D48,2,841,1.6355000000000002
2014,7,C00-D48,1,748,1.4346
2014,7,E00-E90,2,140,0.2723
2014,7,E00-E90,1,124,0.2378
2014,7,I00-I99,2,934,1.8163999999999998
2014,7,I00-I99,1,821,1.5747
2014,7,J00-J99,2,366,0.7118000000000001
2014,7,J00-J99,1,339,0.6502
2014,7,K00-K93,2,268,0.5212
2014,7,K00-K93,1,163,0.3126
2014,7,V01-Y98,2,416,0.809
2014,7,V01-Y98,1,109,0.2091
2014,7,B20-B24,2,11,0.021400000000000002
2014,7,B20-B24,1,7,0.0134
2014,7,V01-V99,2,105,0.20420000000000002
2014,7,V01-V99,1,16,0.030699999999999998
2014,7,X60-X84,2,105,0.20420000000000002
2014,7,X60-X84,1,20,0.0384
2010,8,C00-D48,2,1624,1.6179
2010,8,C00-D48,1,1395,1.3508000000000002
2010,8,E00-E90,2,270,0.26899999999999996
2010,8,E00-E90,1,293,0.2837
2010,8,I00-I99,2,1859,1.8521
2010,8,I00-I99,1,1580,1.53
2010,8,J00-J99,2,612,0.6097
2010,8,J00-J99,1,698,0.6759000000000001
2010,8,K00-K93,2,697,0.6944
2010,8,K00-K93,1,387,0.3747
2010,8,V01-Y98,2,890,0.8867
2010,8,V01-Y98,1,248,0.2401
2010,8,B20-B24,2,38,0.0379
2010,8,B20-B24,1,4,0.0039000000000000003
2010,8,V01-V99,2,249,0.2481
2010,8,V01-V99,1,58,0.0562
2010,8,X60-X84,2,203,0.2022
2010,8,X60-X84,1,27,0.026099999999999998
2011,8,C00-D48,2,1590,1.5748
2011,8,C00-D48,1,1521,1.4634
2011,8,E00-E90,2,212,0.21
2011,8,E00-E90,1,308,0.2963
2011,8,I00-I99,2,1615,1.5995
2011,8,I00-I99,1,1610,1.5491
2011,8,J00-J99,2,574,0.5685
2011,8,J00-J99,1,524,0.5042
2011,8,K00-K93,2,630,0.624
2011,8,K00-K93,1,324,0.31170000000000003
2011,8,V01-Y98,2,805,0.7973
2011,8,V01-Y98,1,234,0.22510000000000002
2011,8,B20-B24,2,34,0.0337
2011,8,B20-B24,1,3,0.0029
2011,8,V01-V99,2,214,0.212
2011,8,V01-V99,1,57,0.0548
2011,8,X60-X84,2,226,0.2238
2011,8,X60-X84,1,40,0.0385
2012,8,C00-D48,2,1677,1.6513
2012,8,C00-D48,1,1597,1.5268000000000002
2012,8,E00-E90,2,274,0.2698
2012,8,E00-E90,1,288,0.2753
2012,8,I00-I99,2,1713,1.6866999999999999
2012,8,I00-I99,1,1595,1.5249000000000001
2012,8,J00-J99,2,612,0.6026
2012,8,J00-J99,1,645,0.6167
2012,8,K00-K93,2,545,0.5366
2012,8,K00-K93,1,373,0.3566
2012,8,V01-Y98,2,768,0.7562000000000001
2012,8,V01-Y98,1,198,0.1893
2012,8,B20-B24,2,47,0.0463
2012,8,B20-B24,1,2,0.0019
2012,8,V01-V99,2,250,0.2462
2012,8,V01-V99,1,65,0.0621
2012,8,X60-X84,2,188,0.18510000000000001
2012,8,X60-X84,1,33,0.0316
2013,8,C00-D48,2,1719,1.6740000000000002
2013,8,C00-D48,1,1609,1.518
2013,8,E00-E90,2,247,0.24050000000000002
2013,8,E00-E90,1,290,0.2736
2013,8,I00-I99,2,1827,1.7791
2013,8,I00-I99,1,1667,1.5728
2013,8,J00-J99,2,615,0.5989
2013,8,J00-J99,1,597,0.5632
2013,8,K00-K93,2,604,0.5882000000000001
2013,8,K00-K93,1,381,0.35950000000000004
2013,8,V01-Y98,2,798,0.7770999999999999
2013,8,V01-Y98,1,203,0.19149999999999998
2013,8,B20-B24,2,44,0.042800000000000005
2013,8,B20-B24,1,6,0.005699999999999999
2013,8,V01-V99,2,241,0.2347
2013,8,V01-V99,1,69,0.06509999999999999
2013,8,X60-X84,2,183,0.1782
2013,8,X60-X84,1,30,0.028300000000000002
2014,8,C00-D48,2,1721,1.6657
2014,8,C00-D48,1,1633,1.5301
2014,8,E00-E90,2,276,0.2671
2014,8,E00-E90,1,355,0.3326
2014,8,I00-I99,2,1862,1.8021
2014,8,I00-I99,1,1632,1.5291
2014,8,J00-J99,2,585,0.5661999999999999
2014,8,J00-J99,1,643,0.6025
2014,8,K00-K93,2,659,0.6378
2014,8,K00-K93,1,408,0.3823
2014,8,V01-Y98,2,824,0.7975
2014,8,V01-Y98,1,240,0.2249
2014,8,B20-B24,2,35,0.0339
2014,8,B20-B24,1,3,0.0028000000000000004
2014,8,V01-V99,2,246,0.23809999999999998
2014,8,V01-V99,1,67,0.06280000000000001
2014,8,X60-X84,2,191,0.18489999999999998
2014,8,X60-X84,1,32,0.03
2010,9,C00-D48,2,762,1.5844
2010,9,C00-D48,1,727,1.4852
2010,9,E00-E90,2,116,0.2412
2010,9,E00-E90,1,124,0.25329999999999997
2010,9,I00-I99,2,752,1.5637
2010,9,I00-I99,1,851,1.7385
2010,9,J00-J99,2,377,0.7839
2010,9,J00-J99,1,367,0.7498
2010,9,K00-K93,2,214,0.445
2010,9,K00-K93,1,139,0.284
2010,9,V01-Y98,2,464,0.9648
2010,9,V01-Y98,1,120,0.2452
2010,9,B20-B24,2,8,0.0166
2010,9,B20-B24,1,2,0.0040999999999999995
2010,9,V01-V99,2,129,0.2682
2010,9,V01-V99,1,29,0.0592
2010,9,X60-X84,2,111,0.23079999999999998
2010,9,X60-X84,1,25,0.051100000000000007
2011,9,C00-D48,2,785,1.6195
2011,9,C00-D48,1,766,1.5515999999999999
2011,9,E00-E90,2,107,0.2207
2011,9,E00-E90,1,120,0.24309999999999998
2011,9,I00-I99,2,797,1.6441999999999999
2011,9,I00-I99,1,645,1.3065
2011,9,J00-J99,2,267,0.5508
2011,9,J00-J99,1,285,0.5772999999999999
2011,9,K00-K93,2,198,0.40850000000000003
2011,9,K00-K93,1,137,0.2775
2011,9,V01-Y98,2,511,1.0542
2011,9,V01-Y98,1,122,0.24710000000000001
2011,9,B20-B24,2,6,0.0124
2011,9,B20-B24,1,5,0.0101
2011,9,V01-V99,2,143,0.295
2011,9,V01-V99,1,25,0.0506
2011,9,X60-X84,2,130,0.2682
2011,9,X60-X84,1,26,0.0527
2012,9,C00-D48,2,819,1.6764
2012,9,C00-D48,1,748,1.5024000000000002
2012,9,E00-E90,2,131,0.2681
2012,9,E00-E90,1,132,0.2651
2012,9,I00-I99,2,762,1.5597999999999999
2012,9,I00-I99,1,773,1.5526
2012,9,J00-J99,2,322,0.6591
2012,9,J00-J99,1,279,0.5604
2012,9,K00-K93,2,252,0.5158
2012,9,K00-K93,1,153,0.3073
2012,9,V01-Y98,2,423,0.8659
2012,9,V01-Y98,1,105,0.2109
2012,9,B20-B24,2,7,0.0143
2012,9,B20-B24,1,3,0.006
2012,9,V01-V99,2,117,0.2395
2012,9,V01-V99,1,22,0.044199999999999996
2012,9,X60-X84,2,101,0.20670000000000002
2012,9,X60-X84,1,19,0.0382
2013,9,C00-D48,2,843,1.7486000000000002
2013,9,C00-D48,1,757,1.5292
2013,9,E00-E90,2,119,0.2468
2013,9,E00-E90,1,134,0.2707
2013,9,I00-I99,2,855,1.7734999999999999
2013,9,I00-I99,1,740,1.4948
2013,9,J00-J99,2,331,0.6866
2013,9,J00-J99,1,336,0.6787000000000001
2013,9,K00-K93,2,251,0.5206000000000001
2013,9,K00-K93,1,165,0.3333
2013,9,V01-Y98,2,428,0.8878
2013,9,V01-Y98,1,118,0.2384
2013,9,B20-B24,2,11,0.022799999999999997
2013,9,B20-B24,1,1,0.002
2013,9,V01-V99,2,128,0.2655
2013,9,V01-V99,1,26,0.0525
2013,9,X60-X84,2,90,0.1867
2013,9,X60-X84,1,11,0.0222
2014,9,C00-D48,2,775,1.5984
2014,9,C00-D48,1,761,1.5261000000000002
2014,9,E00-E90,2,122,0.2516
2014,9,E00-E90,1,140,0.2808
2014,9,I00-I99,2,840,1.7325
2014,9,I00-I99,1,744,1.492
2014,9,J00-J99,2,333,0.6868000000000001
2014,9,J00-J99,1,292,0.5856
2014,9,K00-K93,2,290,0.5981000000000001
2014,9,K00-K93,1,135,0.2707
2014,9,V01-Y98,2,425,0.8765999999999999
2014,9,V01-Y98,1,121,0.2427
2014,9,B20-B24,2,8,0.0165
2014,9,B20-B24,1,4,0.008
2014,9,V01-V99,2,125,0.25780000000000003
2014,9,V01-V99,1,32,0.0642
2014,9,X60-X84,2,108,0.2227
2014,9,X60-X84,1,13,0.026099999999999998
2010,14,C00-D48,2,332,1.7521
2010,14,C00-D48,1,311,1.6349
2010,14,E00-E90,2,60,0.3166
2010,14,E00-E90,1,62,0.3259
2010,14,I00-I99,2,376,1.9843000000000002
2010,14,I00-I99,1,313,1.6455000000000002
2010,14,J00-J99,2,180,0.9499
2010,14,J00-J99,1,166,0.8726999999999999
2010,14,K00-K93,2,89,0.4697
2010,14,K00-K93,1,61,0.3207
2010,14,V01-Y98,2,209,1.103
2010,14,V01-Y98,1,36,0.1893
2010,14,B20-B24,2,1,0.0053
2010,14,B20-B24,1,1,0.0053
2010,14,V01-V99,2,47,0.248
2010,14,V01-V99,1,9,0.0473
2010,14,X60-X84,2,53,0.2797
2010,14,X60-X84,1,8,0.0421
2011,14,C00-D48,2,353,1.8598
2011,14,C00-D48,1,281,1.4719
2011,14,E00-E90,2,37,0.1949
2011,14,E00-E90,1,53,0.2776
2011,14,I00-I99,2,355,1.8703999999999998
2011,14,I00-I99,1,308,1.6134
2011,14,J00-J99,2,125,0.6586
2011,14,J00-J99,1,131,0.6862
2011,14,K00-K93,2,93,0.49
2011,14,K00-K93,1,59,0.3091
2011,14,V01-Y98,2,162,0.8534999999999999
2011,14,V01-Y98,1,35,0.1833
2011,14,B20-B24,2,1,0.0053
2011,14,B20-B24,1,2,0.0105
2011,14,V01-V99,2,39,0.20550000000000002
2011,14,V01-V99,1,12,0.0629
2011,14,X60-X84,2,38,0.2002
2011,14,X60-X84,1,3,0.015700000000000002
2012,14,C00-D48,2,330,1.7353999999999998
2012,14,C00-D48,1,334,1.7435
2012,14,E00-E90,2,37,0.1946
2012,14,E00-E90,1,42,0.2192
2012,14,I00-I99,2,362,1.9037
2012,14,I00-I99,1,295,1.54
2012,14,J00-J99,2,143,0.752
2012,14,J00-J99,1,163,0.8509
2012,14,K00-K93,2,105,0.5522
2012,14,K00-K93,1,75,0.39149999999999996
2012,14,V01-Y98,2,177,0.9308
2012,14,V01-Y98,1,30,0.1566
2012,14,B20-B24,2,7,0.0368
2012,14,B20-B24,1,0,0
2012,14,V01-V99,2,46,0.2419
2012,14,V01-V99,1,12,0.0626
2012,14,X60-X84,2,48,0.25239999999999996
2012,14,X60-X84,1,2,0.0104
2013,14,C00-D48,2,338,1.6939
2013,14,C00-D48,1,269,1.3506
2013,14,E00-E90,2,50,0.2506
2013,14,E00-E90,1,56,0.2812
2013,14,I00-I99,2,369,1.8493000000000002
2013,14,I00-I99,1,326,1.6368
2013,14,J00-J99,2,124,0.6214
2013,14,J00-J99,1,140,0.7029000000000001
2013,14,K00-K93,2,108,0.5413
2013,14,K00-K93,1,65,0.3264
2013,14,V01-Y98,2,167,0.8369
2013,14,V01-Y98,1,50,0.251
2013,14,B20-B24,2,5,0.025099999999999997
2013,14,B20-B24,1,1,0.005
2013,14,V01-V99,2,50,0.2506
2013,14,V01-V99,1,17,0.08539999999999999
2013,14,X60-X84,2,39,0.1955
2013,14,X60-X84,1,4,0.020099999999999996
2014,14,C00-D48,2,350,1.7424000000000002
2014,14,C00-D48,1,303,1.5099
2014,14,E00-E90,2,60,0.2987
2014,14,E00-E90,1,56,0.2791
2014,14,I00-I99,2,365,1.8171000000000002
2014,14,I00-I99,1,333,1.6594
2014,14,J00-J99,2,129,0.6422
2014,14,J00-J99,1,136,0.6777
2014,14,K00-K93,2,118,0.5874
2014,14,K00-K93,1,60,0.299
2014,14,V01-Y98,2,180,0.8961
2014,14,V01-Y98,1,63,0.3139
2014,14,B20-B24,2,4,0.0199
2014,14,B20-B24,1,1,0.005
2014,14,V01-V99,2,39,0.1942
2014,14,V01-V99,1,12,0.059800000000000006
2014,14,X60-X84,2,45,0.22399999999999998
2014,14,X60-X84,1,9,0.044800000000000006
2010,10,C00-D48,2,604,1.4219
2010,10,C00-D48,1,552,1.3415000000000001
2010,10,E00-E90,2,107,0.2519
2010,10,E00-E90,1,111,0.2698
2010,10,I00-I99,2,657,1.5467
2010,10,I00-I99,1,524,1.2734
2010,10,J00-J99,2,256,0.6027
2010,10,J00-J99,1,235,0.5710999999999999
2010,10,K00-K93,2,234,0.5509000000000001
2010,10,K00-K93,1,112,0.2722
2010,10,V01-Y98,2,397,0.9346
2010,10,V01-Y98,1,111,0.2698
2010,10,B20-B24,2,18,0.0424
2010,10,B20-B24,1,1,0.0024
2010,10,V01-V99,2,98,0.23070000000000002
2010,10,V01-V99,1,21,0.051
2010,10,X60-X84,2,126,0.2966
2010,10,X60-X84,1,32,0.07780000000000001
2011,10,C00-D48,2,650,1.511
2011,10,C00-D48,1,539,1.2943
2011,10,E00-E90,2,103,0.2394
2011,10,E00-E90,1,119,0.2858
2011,10,I00-I99,2,654,1.5203
2011,10,I00-I99,1,539,1.2943
2011,10,J00-J99,2,254,0.5904
2011,10,J00-J99,1,212,0.5091
2011,10,K00-K93,2,203,0.4719
2011,10,K00-K93,1,106,0.2545
2011,10,V01-Y98,2,423,0.9833
2011,10,V01-Y98,1,89,0.2137
2011,10,B20-B24,2,13,0.0302
2011,10,B20-B24,1,7,0.0168
2011,10,V01-V99,2,103,0.2394
2011,10,V01-V99,1,27,0.06480000000000001
2011,10,X60-X84,2,115,0.2673
2011,10,X60-X84,1,18,0.0432
2012,10,C00-D48,2,660,1.5153
2012,10,C00-D48,1,610,1.4475
2012,10,E00-E90,2,110,0.2525
2012,10,E00-E90,1,145,0.34409999999999996
2012,10,I00-I99,2,723,1.6599000000000002
2012,10,I00-I99,1,599,1.4213999999999998
2012,10,J00-J99,2,215,0.4936
2012,10,J00-J99,1,262,0.6217
2012,10,K00-K93,2,257,0.59
2012,10,K00-K93,1,126,0.299
2012,10,V01-Y98,2,399,0.9159999999999999
2012,10,V01-Y98,1,88,0.20879999999999999
2012,10,B20-B24,2,19,0.0436
2012,10,B20-B24,1,4,0.0095
2012,10,V01-V99,2,85,0.19510000000000002
2012,10,V01-V99,1,20,0.0475
2012,10,X60-X84,2,103,0.2365
2012,10,X60-X84,1,16,0.038
2013,10,C00-D48,2,654,1.5678
2013,10,C00-D48,1,627,1.5244
2013,10,E00-E90,2,95,0.22769999999999999
2013,10,E00-E90,1,128,0.31120000000000003
2013,10,I00-I99,2,737,1.7668000000000001
2013,10,I00-I99,1,588,1.4296
2013,10,J00-J99,2,255,0.6113000000000001
2013,10,J00-J99,1,248,0.603
2013,10,K00-K93,2,277,0.6640999999999999
2013,10,K00-K93,1,145,0.3525
2013,10,V01-Y98,2,429,1.0285
2013,10,V01-Y98,1,103,0.2504
2013,10,B20-B24,2,10,0.024
2013,10,B20-B24,1,4,0.0097
2013,10,V01-V99,2,102,0.2445
2013,10,V01-V99,1,23,0.0559
2013,10,X60-X84,2,122,0.2925
2013,10,X60-X84,1,26,0.0632
2014,10,C00-D48,2,651,1.5497
2014,10,C00-D48,1,621,1.4977
2014,10,E00-E90,2,103,0.2452
2014,10,E00-E90,1,124,0.2991
2014,10,I00-I99,2,646,1.5378
2014,10,I00-I99,1,574,1.3844
2014,10,J00-J99,2,269,0.6403
2014,10,J00-J99,1,279,0.6729
2014,10,K00-K93,2,323,0.7689
2014,10,K00-K93,1,132,0.3184
2014,10,V01-Y98,2,375,0.8926999999999999
2014,10,V01-Y98,1,87,0.20980000000000001
2014,10,B20-B24,2,15,0.035699999999999996
2014,10,B20-B24,1,5,0.0121
2014,10,V01-V99,2,78,0.1857
2014,10,V01-V99,1,27,0.06509999999999999
2014,10,X60-X84,2,93,0.2214
2014,10,X60-X84,1,10,0.0241
2010,11,C00-D48,2,84,1.5228
2010,11,C00-D48,1,70,1.409
2010,11,E00-E90,2,7,0.12689999999999999
2010,11,E00-E90,1,5,0.10060000000000001
2010,11,I00-I99,2,100,1.8128
2010,11,I00-I99,1,67,1.3486000000000002
2010,11,J00-J99,2,36,0.6526000000000001
2010,11,J00-J99,1,35,0.7045
2010,11,K00-K93,2,26,0.47130000000000005
2010,11,K00-K93,1,17,0.3422
2010,11,V01-Y98,2,61,1.1058
2010,11,V01-Y98,1,12,0.2415
2010,11,B20-B24,2,2,0.0363
2010,11,B20-B24,1,NA,NA
2010,11,V01-V99,2,12,0.2175
2010,11,V01-V99,1,1,0.020099999999999996
2010,11,X60-X84,2,13,0.2357
2010,11,X60-X84,1,1,0.020099999999999996
2011,11,C00-D48,2,78,1.401
2011,11,C00-D48,1,74,1.4743000000000002
2011,11,E00-E90,2,8,0.1437
2011,11,E00-E90,1,13,0.259
2011,11,I00-I99,2,95,1.7064
2011,11,I00-I99,1,64,1.2751000000000001
2011,11,J00-J99,2,31,0.5568
2011,11,J00-J99,1,20,0.3985
2011,11,K00-K93,2,24,0.4311
2011,11,K00-K93,1,10,0.19920000000000002
2011,11,V01-Y98,2,64,1.1496
2011,11,V01-Y98,1,14,0.2789
2011,11,B20-B24,2,1,0.018000000000000002
2011,11,B20-B24,1,1,0.0199
2011,11,V01-V99,2,14,0.2515
2011,11,V01-V99,1,4,0.0797
2011,11,X60-X84,2,11,0.19760000000000003
2011,11,X60-X84,1,4,0.0797
2012,11,C00-D48,2,87,1.5485
2012,11,C00-D48,1,58,1.1440000000000001
2012,11,E00-E90,2,10,0.17800000000000002
2012,11,E00-E90,1,10,0.1972
2012,11,I00-I99,2,101,1.7977
2012,11,I00-I99,1,66,1.3016999999999999
2012,11,J00-J99,2,35,0.623
2012,11,J00-J99,1,34,0.6706
2012,11,K00-K93,2,15,0.267
2012,11,K00-K93,1,13,0.2564
2012,11,V01-Y98,2,62,1.1035
2012,11,V01-Y98,1,11,0.217
2012,11,B20-B24,2,4,0.0712
2012,11,B20-B24,1,1,0.0197
2012,11,V01-V99,2,8,0.1424
2012,11,V01-V99,1,2,0.0394
2012,11,X60-X84,2,15,0.267
2012,11,X60-X84,1,1,0.0197
2013,11,C00-D48,2,63,1.1362999999999999
2013,11,C00-D48,1,59,1.1589
2013,11,E00-E90,2,4,0.0721
2013,11,E00-E90,1,7,0.1375
2013,11,I00-I99,2,74,1.3347
2013,11,I00-I99,1,48,0.9428
2013,11,J00-J99,2,30,0.5411
2013,11,J00-J99,1,23,0.4518
2013,11,K00-K93,2,32,0.5771999999999999
2013,11,K00-K93,1,12,0.2357
2013,11,V01-Y98,2,52,0.9379000000000001
2013,11,V01-Y98,1,10,0.19640000000000002
2013,11,B20-B24,2,NA,NA
2013,11,B20-B24,1,NA,NA
2013,11,V01-V99,2,14,0.2525
2013,11,V01-V99,1,1,0.0196
2013,11,X60-X84,2,9,0.1623
2013,11,X60-X84,1,2,0.0393
2014,11,C00-D48,2,64,1.1447
2014,11,C00-D48,1,58,1.1279000000000001
2014,11,E00-E90,2,15,0.2683
2014,11,E00-E90,1,7,0.1361
2014,11,I00-I99,2,79,1.413
2014,11,I00-I99,1,52,1.0112
2014,11,J00-J99,2,28,0.5008
2014,11,J00-J99,1,23,0.4473
2014,11,K00-K93,2,34,0.6081
2014,11,K00-K93,1,7,0.1361
2014,11,V01-Y98,2,42,0.7512000000000001
2014,11,V01-Y98,1,9,0.175
2014,11,B20-B24,2,NA,NA
2014,11,B20-B24,1,NA,NA
2014,11,V01-V99,2,7,0.1252
2014,11,V01-V99,1,3,0.0583
2014,11,X60-X84,2,10,0.1789
2014,11,X60-X84,1,1,0.0194
2010,12,C00-D48,2,128,1.5344
2010,12,C00-D48,1,103,1.369
2010,12,E00-E90,2,20,0.2397
2010,12,E00-E90,1,23,0.3057
2010,12,I00-I99,2,181,2.1697
2010,12,I00-I99,1,114,1.5153
2010,12,J00-J99,2,42,0.5035000000000001
2010,12,J00-J99,1,46,0.6114
2010,12,K00-K93,2,55,0.6593000000000001
2010,12,K00-K93,1,26,0.3456
2010,12,V01-Y98,2,75,0.899
2010,12,V01-Y98,1,11,0.1462
2010,12,B20-B24,2,1,0.012
2010,12,B20-B24,1,1,0.013300000000000001
2010,12,V01-V99,2,16,0.1918
2010,12,V01-V99,1,6,0.07980000000000001
2010,12,X60-X84,2,24,0.2877
2010,12,X60-X84,1,NA,NA
2011,12,C00-D48,2,128,1.5297
2011,12,C00-D48,1,125,1.6561000000000001
2011,12,E00-E90,2,18,0.2151
2011,12,E00-E90,1,22,0.2915
2011,12,I00-I99,2,176,2.1034
2011,12,I00-I99,1,113,1.4971
2011,12,J00-J99,2,39,0.4661
2011,12,J00-J99,1,35,0.4637
2011,12,K00-K93,2,45,0.5378000000000001
2011,12,K00-K93,1,40,0.5299
2011,12,V01-Y98,2,72,0.8604999999999999
2011,12,V01-Y98,1,30,0.3975
2011,12,B20-B24,2,3,0.0359
2011,12,B20-B24,1,0,0
2011,12,V01-V99,2,17,0.2032
2011,12,V01-V99,1,12,0.159
2011,12,X60-X84,2,17,0.2032
2011,12,X60-X84,1,3,0.0397
2012,12,C00-D48,2,138,1.6441
2012,12,C00-D48,1,118,1.5582
2012,12,E00-E90,2,21,0.2502
2012,12,E00-E90,1,17,0.2245
2012,12,I00-I99,2,188,2.2397
2012,12,I00-I99,1,129,1.7035
2012,12,J00-J99,2,42,0.5004
2012,12,J00-J99,1,43,0.5678
2012,12,K00-K93,2,49,0.5838
2012,12,K00-K93,1,30,0.3962
2012,12,V01-Y98,2,70,0.8339
2012,12,V01-Y98,1,20,0.2641
2012,12,B20-B24,2,2,0.023799999999999998
