"83","Hualañé","Hombre",60289,134945,84270,NA,NA,176674,153741,204303,240425,271674,282318,314193
"84","Hualañé","Mujer",42889,145338,77675,NA,NA,140185,100313,191152,200736,226361,254159,228670
"85","Hualqui","Hombre",60632,61853,85062,NA,NA,140198,189341,178515,281452,248842,292464,312471
"86","Hualqui","Mujer",38214,71371,68400,NA,NA,111120,170924,168300,172330,182598,210117,229659
"87","Huasco","Hombre",71668,148099,174155,NA,222821,223150,239351,259992,394238,376172,471638,609189
"88","Huasco","Mujer",28992,63329,98419,NA,153837,152662,181980,201074,219309,299863,255340,298540
"89","Illapel","Hombre",55278,67948,80322,127844,186650,196793,168634,246302,349032,448479,332580,400596
"90","Illapel","Mujer",36613,59919,84201,127844,116521,126833,140112,180470,234338,314906,290746,295725
"91","Iquique","Hombre",159236,190396,195308,256344,349663,294094,411010,350128,475282,547945,645067,778317
"92","Iquique","Mujer",124180,124266,120870,256344,216324,180954,304165,214241,328787,370572,442172,447256
"93","Isla de Maipo","Hombre",57753,91554,131730,152661,167140,184659,301049,253147,322145,258728,501928,334542
"94","Isla de Maipo","Mujer",45830,60607,96624,152661,132189,129375,175644,183793,249287,200750,286096,287740
"95","La Cisterna","Hombre",65601,237780,238673,290717,338635,395025,356259,465834,458203,434399,497433,479301
"96","La Cisterna","Mujer",41017,107939,173638,290717,233866,217805,302525,306938,352960,267366,466883,421275
"97","La Florida","Hombre",103583,132361,181656,271359,359599,370329,349925,442167,496152,552116,489245,500311
"98","La Florida","Mujer",58102,85327,141480,271359,214878,234312,241164,305130,292380,363987,344964,372885
"99","La Granja","Hombre",58054,104127,143655,153495,218138,218744,218332,242890,301446,353137,309589,393992
"100","La Granja","Mujer",38537,77575,93192,153495,151149,152864,151767,191750,266434,280187,241935,307179
"101","La Ligua","Hombre",57098,91581,140668,137302,184549,200521,212261,250589,270203,276618,278891,346287
"102","La Ligua","Mujer",49815,91190,97095,137302,140314,134181,161442,203624,198473,262388,233949,270215
"103","La Pintana","Hombre",56974,87556,124148,152627,166093,175622,205765,232309,247416,328729,338155,325317
"104","La Pintana","Mujer",35906,60611,74495,152627,106092,119062,123201,148465,179534,262324,220705,226371
"105","La Reina","Hombre",219502,583349,722965,568486,960666,1058128,1220990,715265,1394103,1032481,1372010,1234890
"106","La Reina","Mujer",111933,196091,269992,568486,559678,438898,498227,526233,753633,540061,738847,770705
"107","La Serena","Hombre",109428,117988,183295,227987,331321,323932,418416,392955,349199,470277,478930,547847
"108","La Serena","Mujer",53540,69986,97110,227987,204709,222651,293415,231274,266379,357930,265192,343085
"109","La Unión","Hombre",126697,158644,157489,138271,160356,241380,216386,257217,292585,325589,522356,340378
"110","La Unión","Mujer",53975,123015,73520,138271,157872,175497,136385,176630,220148,283490,321618,235832
"111","Lampa","Hombre",52335,76009,116826,NA,189781,179837,219384,217857,418006,308621,355376,448457
"112","Lampa","Mujer",52140,59434,107578,NA,166160,137220,166781,172351,264514,237791,288623,390606
"113","Las Condes","Hombre",355091,680706,524572,1013871,1346355,1617765,1921979,1291074,2098735,1898900,1828065,1878019
"114","Las Condes","Mujer",111637,207143,414484,1013871,588246,562279,585854,743306,848496,1011910,921517,978121
"115","Lebu","Hombre",43270,94644,79533,139190,137923,154734,209607,159660,186379,251049,333595,452639
"116","Lebu","Mujer",37143,52800,75131,139190,118703,139711,175950,131528,176881,237831,202643,329506
"117","Linares","Hombre",87781,116989,129052,123407,223004,219637,217186,194985,260331,324327,334064,309482
"118","Linares","Mujer",40937,68398,78393,123407,130435,162582,164260,159373,214071,205980,234316,262281
"119","Llanquihue","Hombre",72366,64958,90124,NA,NA,NA,302740,219856,317088,546904,335337,520327
"120","Llanquihue","Mujer",63397,74729,74002,NA,NA,NA,181817,217728,245478,392301,302787,345814
"121","Lo Prado","Hombre",74591,108035,172529,184855,263575,208263,254974,268825,390641,358358,335908,417739
"122","Lo Prado","Mujer",54002,93910,136868,184855,183617,161436,173777,195397,294072,268820,261890,264970
"123","Longaví","Hombre",45257,56352,69402,74367,92804,131258,139453,190927,235764,220777,236818,310898
"124","Longaví","Mujer",58572,57563,68788,74367,69812,100868,100356,118223,185527,168997,164049,271140
"125","Los Álamos","Hombre",46872,69149,91240,NA,NA,147625,189389,160093,239067,252810,282048,309655
"126","Los Álamos","Mujer",39768,84340,84442,NA,NA,186726,157897,163026,205096,206799,234794,285333
"127","Los Andes","Hombre",63054,170088,213658,200955,268586,338022,369678,372716,387133,649900,409554,641367
"128","Los Andes","Mujer",34862,83619,100822,200955,170552,211441,186112,225859,275309,427748,260159,368219
"129","Los Ángeles","Hombre",123337,90994,129158,272567,255248,1296765,223187,298984,345021,348418,344159,442216
"130","Los Ángeles","Mujer",55625,72667,98171,272567,195658,197932,208940,179960,280057,269749,305788,337581
"131","Los Vilos","Hombre",51720,136716,76019,NA,172204,205850,209234,256184,316267,333837,350799,436902
"132","Los Vilos","Mujer",33604,78966,79891,NA,135235,241471,179942,217319,186758,206574,206531,258575
"133","Lota","Hombre",60355,79351,70654,101000,159111,141169,164862,196629,278007,290986,298554,343714
"134","Lota","Mujer",46439,53565,53087,101000,116697,110128,152617,156144,220216,205153,273380,259300
"135","Machalí","Hombre",79659,79822,413963,156416,491636,242777,292817,285193,406853,757887,878380,760349
"136","Machalí","Mujer",52321,52234,180099,156416,240594,136623,161120,193617,261314,430030,450746,453155
"137","Macul","Hombre",132778,151517,231885,287403,336286,289744,502489,304834,390067,356494,634638,568282
"138","Macul","Mujer",68064,91756,144246,287403,223799,222503,307979,207695,321590,292921,493017,420787
"139","Maipú","Hombre",109088,129986,258333,234130,297615,280777,324239,407684,571492,570625,511439,538062
"140","Maipú","Mujer",68246,80892,159040,234130,203485,177252,214919,247106,375045,373862,326800,387927
"141","María Pinto","Hombre",55558,67369,105323,108223,134065,133073,188063,194112,257387,407350,374029,491084
"142","María Pinto","Mujer",32023,45836,71687,108223,125582,124265,130449,153255,212341,203742,303203,322240
"143","Mariquina","Hombre",49483,88123,95547,NA,NA,NA,190003,231589,281593,308565,247759,310079
"144","Mariquina","Mujer",39037,67702,89755,NA,NA,NA,193219,149354,241661,293810,204594,243096
"145","Maullín","Hombre",78128,69760,70480,132161,160854,164598,181591,215600,230420,299705,266695,311674
"146","Maullín","Mujer",19883,65626,63964,132161,124371,117437,177533,202455,148096,261051,241118,312026
"147","Mejillones","Hombre",76126,125664,164024,222777,273126,301323,265388,332047,454982,458080,461821,659969
"148","Mejillones","Mujer",81107,90547,123763,222777,152317,189305,183025,235209,265111,350764,338381,422767
"149","Melipilla","Hombre",54347,118617,128755,179814,174266,194446,428480,255602,359764,332758,282921,458890
"150","Melipilla","Mujer",62125,78389,85529,179814,137878,159158,189692,180259,276324,346580,250153,332468
"151","Molina","Hombre",35935,51842,94716,101785,156453,205521,170971,237580,264351,332831,297052,324057
"152","Molina","Mujer",34393,42275,71591,101785,123570,120052,139917,169561,268782,252135,215391,295846
"153","Mostazal","Hombre",54661,85454,NA,127998,176476,153568,197787,231156,299124,407385,319401,348216
"154","Mostazal","Mujer",37227,57873,NA,127998,92411,127944,150483,173953,251885,370694,242799,316283
"155","Mulchén","Hombre",45422,62585,65820,145169,160244,163796,156434,163056,242238,404474,279582,290281
"156","Mulchén","Mujer",41901,48753,60885,145169,110074,121555,158152,135595,175060,253810,239354,260477
"157","Natales","Hombre",60946,90933,140669,152727,274357,236900,441977,248287,408421,477343,530625,494121
"158","Natales","Mujer",49453,64509,110938,152727,145300,160011,184204,201998,297320,312072,454672,400844
"159","Nogales","Hombre",56835,89790,178317,131601,176691,190236,188171,267166,363071,390698,397899,495303
"160","Nogales","Mujer",30956,41249,80270,131601,137901,172489,149014,174252,234064,252475,403361,252360
"161","Ñuñoa","Hombre",232941,310357,415441,468378,792220,786559,739444,883536,954900,1065714,1224181,1203871
"162","Ñuñoa","Mujer",118572,164573,218560,468378,499179,434073,419637,519909,514422,742262,815209,799414
"163","Osorno","Hombre",100451,119003,158673,157721,219451,260019,277756,249193,355068,366830,412143,382791
"164","Osorno","Mujer",49367,76216,106127,157721,133423,219428,224319,239252,236206,273451,305652,295217
"165","Ovalle","Hombre",71535,107985,127885,147284,198580,234163,239561,198608,259967,352121,377728,351339
"166","Ovalle","Mujer",48173,98017,78447,147284,124153,232324,178557,172761,208145,242110,289863,270654
"167","Paillaco","Hombre",51130,69356,90254,NA,NA,NA,169751,192158,245453,299652,273093,280225
"168","Paillaco","Mujer",39891,85316,72182,NA,NA,NA,149697,164736,156901,271976,227586,216054
"169","Paine","Hombre",54144,94807,94487,111955,301492,228442,244742,218069,279117,345107,328154,313714
"170","Paine","Mujer",39830,62499,71181,111955,136170,141634,170882,187511,231346,273405,270086,292813
"171","Paredones","Hombre",43081,48788,71595,NA,NA,134154,NA,177457,235844,300736,292925,261131
