candidato_id,candidato,candidato_2
1650.0,Juan Carlos Diaz Avendano,
1651.0,Fernando Leal Aravena,
1652.0,Marcelo Fernando Rojas Garcia,
1653.0,Henry Campos Coa,
1654.0,Leocan Portus Urbina,
1655.0,Jaime Penailillo Garrido,
1656.0,Cristobal Saavedra Alarcon,
1657.0,Sergio Belmor Orellana Montejo,
1658.0,Osvaldo Chavez Miranda,
1659.0,Juan Manuel Mediano Pacheco,
1660.0,Miguel Becker Alvear,
1661.0,Juan Arcadio Aceiton Vasquez,
1662.0,Felipe Valdebenito Leiva,
1663.0,Ivan Sigfrido Ruben Cerda Zuniga,
1664.0,David Benicio Espinoza Salamanca,
1665.0,Sandra Valenzuela Perez,
1666.0,Cecilia Toro Zepeda,
1667.0,Claudio Enrique Leiva Reyes,
1668.0,Eladio Vasquez Barraza,
1669.0,Alfredo Riquelme Arriagada,
1670.0,Yolanda Pezo Mardones,
1671.0,Rene Fernandez Huerta,
1672.0,Jorge Amado Alchao Antileo,
1673.0,Leslie Sibonney Reyes Bustos,
1674.0,Osvaldo Delgado Quevedo,
1675.0,Jhon Manuel Sol Ramos,
1676.0,Bernardo Joel Carrizo Diaz,
1677.0,Sergio Dario Barahona Tirado,
1678.0,Magaly Cortes Mercado,
1679.0,Nelson Orellana Urzua,
1680.0,Cesar Eugenio Mena Retamal,
1681.0,Hector Manuel Ahumada Rojas,
1682.0,Marcos Martic Haros,
1683.0,Alfonso Simunovic Ojeda,
1684.0,Luis Fernando Perez Zuniga,
1685.0,Adolfo Millabur Nancuil,
1686.0,Santo Reinao Millahual,
1687.0,Juan Carlos Montecinos Rios,
1688.0,German Alfonso Rios San Martin,
1689.0,Luis Moyano Cruz,
1690.0,Javier Rodrigo Pizarro Segura,
1691.0,Fernando San Roman Bascunan,
1692.0,Roylester Mendoza Arancibia,
1693.0,Maria Cristina Olivares Soto,
1694.0,Osvaldo Villacorta Toro,
1695.0,Gricelda del Carmen Muniz Anch,
1696.0,Guillermo Martinez Soto,
1697.0,Nelson Sebastian Castro Trecanao,
1698.0,Pilar Briones Gajardo,
1699.0,Rigoberto Negron Santander,
1700.0,Eduardo Aguilera Aguilera,
1701.0,Ivonne Rivas Ortiz,
1702.0,Jose Fuentealba Pardo,
1703.0,Luis Alejandro Molina Vega,
1704.0,Roberto Danilo Cardenas Silva,
1705.0,Anahi Cardenas Rodriguez,
1706.0,Bernardo Lopez Sierra,
1707.0,Luis Alan Jimenez Cruces,
1708.0,Claudio Landy Ruiz Ayan,
1709.0,Susana Maripillan Zurita,
1710.0,Ricardo Javier Sanhueza Pirce,
1711.0,Luis Alvarez Valenzuela,
1712.0,Rosanna Rathgeb Fuentes,
1713.0,Luis Alberto Cuevas Ibarra,
1714.0,Fernando Chandia Nova,
1715.0,Jaime Veloso Jara,
1716.0,Jose Antonio Fernandez Alister,
1717.0,Alexi Andres Perez Castro,
1718.0,Omar Sabat Guzman,
1719.0,Marcos Ilabaca Cerda,
1720.0,Alan Jesus Carrasco Silva,
1721.0,Vicente Javier Gomez San Martin,
1722.0,Cristian Hernando Tapia Ramos,
1723.0,Armando Pablo Flores Jimenez,
1724.0,Roberto Alegria Olivares,
1725.0,Pablo Ogalde Meneses,
1726.0,Jorge Esteban Sharp Fajardo,
1727.0,Jorge Castro Munoz,
1728.0,Leopoldo Mendez Alcayaga,
1729.0,Carlos Lemus Cid,
1730.0,Roberto Rivera Pino,
1731.0,Roman Pavez Lopez,
1732.0,Javier Jaramillo Soto,
1733.0,Hugo Monsalves Castillo,
1734.0,Juan Pablo Villagran Duran,
1735.0,Rafael Enrique Vera Castillo,
1736.0,Mario Aros Carvajal,
1737.0,Susana Aguilera Vega,
1738.0,Patricio Saenz Cofre,
1739.0,Luis Esteban Figueroa Huecho,
1740.0,Arturo Palma Vilches,
1741.0,Pablo Fuentes Vallejos,
1742.0,Luis Alegria Acuna,
1743.0,Jose Sabat Marcos,
1744.0,Gianni Rivera Foo,
1745.0,Divka Rojic Puelma,
1746.0,Alonso Elias Fierro Reguera,
1747.0,Mauricio Riffo Mendez,
1748.0,Pablo Astete Mermoud,
1749.0,Gonzalo Alejandro Sanhueza Tellez,
1750.0,Virginia Reginato Bozzo,
1751.0,Rene Lues Escobar,
1752.0,Javier Antonio Gomez Gonzalez,
1753.0,Luis Aravena Egana,
1754.0,Raul Torrealba del Pedregal,
1755.0,Rodolfo Terrazas Gonzalez,
1756.0,Helena Gallegos Cordones,
1757.0,Isidora Rivas Fernandez,
1758.0,Luis Cadegan Moran,
1759.0,Eva Palma Leal,
1760.0,Juan Cabezas Vega,
1761.0,Raul Betancur Ayala,
1762.0,Jaime Edgardo Gacitua Echeverria,
1763.0,Veronica Monsalve Anabalon,
1764.0,Eric Ulloa Saez,
1765.0,Cristian Bernardo Astorga Canales,
1766.0,Sandra Roa Montoya,
1767.0,Sergio Parra Navarrete,
1768.0,Rafael Cifuentes Rodriguez,
1769.0,Pedro Enrique Inostroza Valenzuela,
1770.0,Maria Angelica Reyes Ramos,
1771.0,Hector Campos Molina,
1772.0,Gustavo Alessandri Bascunan,
1773.0,Carolina Letelier Riumallo,
1774.0,Graciela Ortuzar Novoa,
1775.0,Alfonso Rodriguez Labbe,
1776.0,Rodrigo Plaza Munoz,
1777.0,Jose Nunez Gonzalez,
1778.0,Daniel Esteban Godoy Mendez,
1779.0,Maria Paz Espinoza Carvajal,
,,MARTA  ISASI BARBIERI
,,NESTOR  JOFRE NUÑEZ
,,HUGO  GUTIERREZ GALVEZ
,,JUAN CARLOS LIENDO SALAS
,,HECTOR CARLOS TICUNA VILCA
,,CRISTIAN FUENTES MANRIQUEZ
,,LUIS ALBERTO CORRALES VILLALOBOS
,,CRISTIAN ANDRES JAMETT PIZARRO
,,RENZO  TRISOTTI MARTINEZ
,,VOTOS NULOS
,,VOTOS EN BLANCO
,,ALVARO FERNANDO FERNANDEZ SLATER
,,GUILLERMO ANTONIO ACUÑA CHAVEZ
,,PAULINA  NUÑEZ URRUTIA
,,MARCELA XIMENA HERNANDO PEREZ
,,VALENTIN  VOLTA VALENCIA
,,MIGUEL ANGEL ABARCA ARAYA
,,ALEJANDRO  MANRIQUEZ PICCININI
,,JONATHAN RODRIGO VELASQUEZ RAMIREZ
,,ESLAYNE PORTILLA BARRAZA
,,MARCOS ANDRES ESPINOSA MONARDES
,,CRISTIAN  CUEVAS ZAMBRANO
,,PABLO  ONELL ARACENA
,,BERNARDO  HEVIA GARRIDO
,,WILSON MANUEL REYES ARAYA
,,LUIS ARMANDO CONTRERAS RIVERA
,,FELIPE  WARD EDWARDS
,,DANIEL  AGUSTO PEREZ
,,ALBERTO  ROBLES PANTOJA
,,YASNA PROVOSTE CAMPILLAY
,,ANDRES  ASTUDILLO BENITEZ
,,JAIME  MULET MARTINEZ
,,GIOVANNI  CALDERON BASSI
,,PATRICIO  URQUIETA GARCIA
,,LAUTARO  CARMONA SOTO
,,DANIELLA CICARDINI MILLA
,,ALEXIS MAURICIO ROGER BARROS
,,FEDERICO FERNANDO EWERT DAZA
,,PAULO CESAR MACIAS URIZAR
,,BALDO VIOLIC ASTORGA
,,CARLOS  VILCHES GUZMAN
,,PABLO  ARGANDOÑA MEDINA
,,ERNESTO  VELASCO RODRIGUEZ
,,RAUL  SALDIVAR AUGER
,,LUZ ELIANA ROJAS ZAMBRA
,,JULIO MOISES ZAPATA RODRIGUEZ
,,KENNETH ARNALDO ROMERO QUIROZ
,,SERGIO  GAHONA SALAZAR
,,DANIEL  NUÑEZ ARANCIBIA
,,MATIAS WALKER PRIETO
,,PEDRO ANTONIO VELASQUEZ SEGUEL
,,ELIZABETH  PIZARRO OLIVARES
,,ROBERTO  PEREZ CRISTIA
,,DANIELLA  CORTES BAUER
,,SUSANA  VERDUGO BARAONA
,,JOYCE  LLEWELLYN TAME
,,LUIS  LEMUS ARACENA
,,JORGE ENRIQUE INSUNZA GREGORIO DE LAS HERAS
,,ALBERTO CHAVEZ ASTUDILLO
,,JOSE ANTONIO SALINAS PINTO
,,IVAN  CISTERNAS TAPIA
,,FERNANDO  HERMAN HERRERA
,,PATRICIO  MUÑOZ CASTILLO
,,DANIELA LOPEZ LEIVA
,,RODRIGO GONZALEZ TORRES
,,RICARDO BRAVO OLIVA
,,VICTOR ALONSO UGARTE DUQUE
,,ERIC MARCIAL NAHUELPI VILLAR
,,JAIME HERIBERTO SANCHEZ VILLEGAS
,,OSVALDO  URRUTIA SOTO
,,CARLOS  GOMEZ GONZALEZ
,,FERNANDO RODRIGUEZ VICUÑA
,,VICTOR TORRES JELDES
,,OMAR  MORALES MARQUEZ
,,FABIOLA  REYES CACERES
,,MILKO  CARACCIOLO SOTO
,,MARCELA ALEJANDRA ESPINOZA VIDAL
,,MARIA JOSE HOFFMANN OPAZO
,,MARCO ANTONIO NUÑEZ LOZANO
,,RODRIGO ALEX GORIGOITIA MUÑOZ
,,MIGUEL  MORENO GARCIA
,,GUSTAVO RISTEMPART SOTO
,,HECTOR CHRISTIAN PEREZ MENESES
,,GASPAR  RIVAS SANCHEZ
,,FELIPE  CUEVAS MANCILLA
,,JORGE  COULON LARRAÑAGA
,,JOAQUIN GODOY IBAÑEZ
,,ALDO  CORNEJO GONZALEZ
,,SEBASTIAN  FARFAN SALINAS
,,JOSE ANDRES OTAROLA CACERES
,,JOSE ANDRES GONZALEZ NEIRA
,,JAIME  BARRIENTOS RAMIREZ
,,CHRISTIAN  URIZAR MUÑOZ
,,EDUARDO CERDA GARCIA
,,LETICIA  OLAVARRIA CARCAMO
,,LUIS  SOTO PEREZ
,,LUIS ALBERTO RISTEMPART SOTO
,,ANDREA MOLINA OLIVA
,,HOTUITI TEAO DRAGO
,,MARCELO  SCHILLING RODRIGUEZ
,,DANIEL VERDESSI BELEMMI
,,MARTIN  RISTEMPART SOTO
,,ASHLY TAMARA VENEGAS CLOBARES
,,ARTURO SQUELLA OVALLE
,,ARTURO  LONGTON GUERRERO
,,ALEJANDRA SEPULVEDA ORBENES
,,SERGIO ESPEJO YAKSIC
,,ANIBAL  PEREZ LOBOS
,,CRISTIAN SALINAS HERRERA
,,EDUARDO TOBAR LAGOS
,,WASHINGTON LEONCIO ARANEDA CARRASCO
,,HECTOR MIGUEL LITTIN LUENGO
,,ROMINA  FERNANDEZ GATICA
,,RAMON BARROS MONTERO
,,JUAN DE DIOS PARRA SEPULVEDA
,,MIGUEL GONZALEZ FELIU
,,CAMILO RICE SCHUMACHER
,,BENJAMIN NELSON ARANEDA GONZALEZ
,,VICTOR HUGO CAMILLA REYES
,,JAVIER  MACAYA DANUS
,,JUAN PABLO CAMIRUAGA ESPINOLA
,,LUCIA  MUÑOZ SANDOVAL
,,RICARDO RINCON GONZALEZ
,,FELIPE LETELIER NORAMBUENA
,,CARLOS ENRIQUE ORTEGA AEDO
,,VICTOR LAGUNAS LEON
,,CRISTIAN ALFREDO ROJAS DONOSO
,,ANTONIO ROJAS ESPINOZA
,,PATRICIO REY SOMMER
,,JUAN LUIS CASTRO GONZALEZ
,,EDUARDO JAVIER VERGARA BOLBARAN
,,RICARDO  CERDA ARANCIBIA
,,IVAN ACOSTA GALAZ
,,ISSA KORT GARRIGA
,,PAMELA MEDINA SCHULZ
,,GUILLERMO  CERONI FUENTES
,,MANUEL  MATTA ARAGAY
,,ALEJANDRO VIOVY APABLAZA
,,LUCIANO ANDRES LUMAN LUMAN
,,IGNACIO URRUTIA BONILLA
,,JOSE IGNACIO PINOCHET OLAVE
,,JORGE  TARUD DACCARETT
,,JAIME  NARANJO ORTIZ
,,SERGIO CARVAJAL CADIZ
,,YANIS MARIA VERGARA ENCINA
,,RAFAEL ESTEBAN CORREA ORELLANA
,,ROMILIO GUTIERREZ PINO
,,RODRIGO ITURRIAGA DELGADO
,,MAURICIO  MUÑOZ ROJAS
,,PABLO LORENZINI BASSO
,,PEDRO PABLO ALVAREZ-SALAMANCA RAMIREZ
,,CATALINA PAROT DONOSO
,,MIGUEL ANGEL MIÑO LILLO
,,CELSO  MORALES MUÑOZ
,,ROBERTO  LEON RAMIREZ
,,SERGIO MONSALVE VERGARA
,,PAOLA PARRA
,,LUIS FERNANDO BRAVO QUIJADA
,,SERGIO CORREA ESPINOSA
,,MARIA ELENA VILLAGRAN PAREDES
,,SERGIO PATRICIO AGUILO MELO
,,MARCELO  RIOSECO PAIS
,,CARLOS FELIPE DREWS RUBILAR
,,ALVARO ADRIANO MONSALVE SALAS
,,GERMAN VERDUGO SOTO
,,JUAN  VALDEBENITO MANSILLA
,,ENRIQUE  KRAUSE LOBOS
,,ROBERTO  ANDRES FRANCESCONI RIQUELME
,,JOSE PEREZ ARRIAGADA
,,ROBERTO POBLETE ZAPATA
,,BARBARA PAZ ULLOA PEREZ
,,ANTONIO GUTIERREZ BRAVO
,,JUAN JOSE TORRES PAREDES
,,JOEL ROSALES GUZMAN
,,CRISTOBAL  URRUTICOECHEA RIOS
,,FRANCESCA  MUÑOZ GONZALEZ
,,JOSE MIGUEL ORTIZ NOVOA
,,JAIME SOTO FIGUEROA
,,CLAUDIA KRIMAN CHOCANO
,,FRANCISCO  CORDOVA ECHEVERRIA
,,CLAUDIA ARRIAGADA PARRA
,,DANIEL ROZAS PARADA
,,ALEXIS LEONARDO SILVA NAVARRETE
,,ARTURO EDUARDO  ESPINOZA BROWER
,,ENRIQUE VAN RYSSELBERGHE HERRERA
,,MANUEL MONSALVE BENAVIDES
,,JOANNA  PEREZ OLEA
,,MARGARITA  LOBOS GUTIERREZ
,,ELISA LUDGARDIS LANDERO SANCHEZ
,,IVAN  NORAMBUENA FARIAS
,,CARLOS MARTINEZ HERNANDEZ
,,FRANK  SAUERBAUM MUÑOZ
,,JORGE  SABAG VILLALOBOS
,,LORETO CARVAJAL AMBIADO
,,HECTOR  ARRIAGADA PARRA
,,JAIME  GUILISASTI PALACIOS
,,RICARDO MAURICIO MORA MUÑOZ
,,CARLOS ABEL JARPA WEVAR
,,CARLOS ARZOLA BURGOS
,,CARMEN GLORIA CORNEJO SOTO
,,ROSAURO MARTINEZ LABBE
,,RODRIGO  SANDOVAL TERAN
,,GONZALO EDUARDO REYES MUÑOZ
,,SERGIO  BOBADILLA MUÑOZ
,,CLEMIRA PACHECO RIVAS
,,MARCELO CHAVEZ VELASQUEZ
,,DOMINGO  MONTECINOS OSSES
,,LUIS  FRACZINET CHAVEZ
,,HERNAN MAURICIO CORTES BERNAL
,,LORENNA ARCE ORELLANA
,,ANA MARIA HERRERA CEBALLOS
,,CARLOS  URRESTARAZU CARRION
,,CRISTIAN CAMPOS JARA
,,RAUL SUNICO GALDAMES
,,JORGE OSVALDO MONJE CHAVEZ
,,MARCEL COINDREAU MALDONADO
,,MAURICIO CONCHA ALARCON
,,JOSE ALEJANDRO LOPEZ CARTES
,,JORGE ULLOA AGUILLON
,,JORGE  MADARIAGA BURROWS
,,MARIO VENEGAS CARDENAS
,,VALERIA RAIN CALFIMAN
,,DIEGO ALEXIS ANCALAO GAVILAN
,,GONZALO  ARENAS HODAR
,,JORGE  RATHGEB SCHIFFERLI
,,JOAQUIN TUMA ZEDAN
,,JUAN CARLOS PAILLALEF ALARCON
,,ALEXANDER LAVIN MOLINA
,,JOSE MANUEL  EDWARDS SILVA
,,MAURICIO  OJEDA REBOLLEDO
,,ENRIQUE ESTAY PEÑALOZA
,,FUAD  CHAHIN VALENZUELA
,,MARCELO SEGURA HERRERA
,,GLORIA  MUJICA ASCUI
,,MARCELINO  COLLIO CALCOMIN
,,DIEGO  PAULSEN KEHR
,,RENE SAFFIRIO ESPINOZA
,,ROMINA TUMA ZEIDAN
,,LUIS FERNANDO VIVANCO MANRIQUEZ
,,ANDRE CABROLIER SANHUEZA
,,MARCO  LOBOS VASQUEZ
,,HUGO  HERRERA VIDAL
,,GERMAN  BECKER ALVEAR
,,XIMENA  URZUA ZIROTTI
,,FERNANDO MEZA MONCADA
,,JOSE MONTALVA FEUERHAKE
,,JOSE  CASTRO MENDEZ
,,RENE MANUEL GARCIA GARCIA
,,FRANCISCO REYES SALGADO
,,ORIETTA  LLAUCA HUALA
,,PATRICIO VALLESPIN LOPEZ
,,LEOPOLDO  PINEDA HERRERA
,,JOSE ROBERTO ABURTO BARRIA
,,CAROL PAULINA VUKASOVIC MONTT
,,MARIO EDUARDO PAREDES LOPEZ
,,GONZALO MIGUEL VALENZUELA OYARZO
,,MARISOL TURRES FIGUEROA
,,LUIS MASFERRER FARIAS
,,MARIA GLADIS OYARZO ZUÑIGA
,,JENNY  ALVAREZ VERA
,,MAURICIO HENRIQUEZ SANDOVAL
,,HERIBERTO FEDERICO DIAZ LIPSKI
,,SUSANA DE LOURDES GARCES REMOLCOY
,,VICTOR HUGO BAHAMONDE BRINTRUP
,,ALEJANDRO SANTANA TIRACHINI
,,PABLO  SANTIAGO LIVESEY
,,SERGIO OJEDA URIBE
,,GUSTAVO SALVO PEREIRA
,,JUAN CARLOS SOTO SANHUEZA
,,SAMUEL HERNAN GUZMAN TRAIMUN
,,MARIO JACINTO GONZALEZ ESPARZA
,,VICENTE ALBERTO PAPIC ARCE
,,JAVIER  HERNANDEZ HERNANDEZ
,,RODRIGO  CARRASCO ARATA
,,ADOLFO ALVIAL MUÑOZ
,,LUIS FELIPE ZUÑIGA OBANDO
,,FIDEL ESPINOZA SANDOVAL
,,MAURICIO ALEJANDRO HENRIQUEZ BARRIA
,,VERONICA GRACIELA CIFUENTES GUTIERREZ
,,DONALD JAVIER SALGADO MAC-CONELL
,,MARCELO  RUIZ ALVAREZ
,,FELIPE DE MUSSY HIRIART
,,CLAUDIA ANDREA TORRES DELGADO
,,VIVIANA BETANCOURT GALLEGOS
,,IVAN  FUENTES CASTILLO
,,RENE  ALINCO BUSTOS
,,VICTOR  ACEVEDO RIVERA
,,DAVID  SANDOVAL PLAZA
,,ANTONIO  HORVATH GUTIERREZ
,,KARIM  BIANCHI RETAMALES
,,GABRIEL BORIC FONT
,,RODRIGO  UTZ CONTRERAS
,,GLORIA  VILICIC PEÑA
,,JUAN ENRIQUE MORANO CORNEJO
,,DOMINGO RUBILAR RUIZ
,,MARGARITA  NOVAKOVIC KALASICH
,,JORGE PATRICIO IVELIC SUAREZ
,,SANDRA AMAR MANCILLA
,,GIORGIO JACKSON DRAGO
,,PABLO JOFRE RIVANO
,,FRANCISCO  FIGUEROA CERDA
,,JULIO MUÑOZ SAN MARTIN
,,PEPE AUTH STEWART
,,LORENA  PIZARRO SIERRA
,,NATALIA  BURGOS LEON
,,ESTEBAN  INFANTE ALCAINO
,,CLAUDIA  MIX JIMENEZ
,,JOSE  FUENTES SOTO
,,CAMILO  LAGOS MIRANDA
,,MARIA TERESA ALVAREZ AGUILAR
,,JOAQUIN  LAVIN LEON
,,ALEJANDRO  ALMENDARES CALDERON
,,DENISE  PASCAL ALLENDE
,,PATRICIO GONZALEZ DOLZ
,,ARSENIO ALVAREZ ARMIJO
,,MARCELO  LOPEZ SALAZAR
,,MANUEL  RETAMAL JARA
,,ESPERANZA PRISCILA RUBIO ABARCA
,,FRANCISCO ALBERTO PARRA PINTO
,,JORGE MADRIAGA CELIS
,,JESSICA MUALIM FAJURI
,,JUAN ANTONIO COLOMA ALAMOS
,,ENRIQUE LUIS ACCORSI OPAZO
,,SEBASTIAN IGLESIAS SICHEL RAMIREZ
,,LUCAS BLASET PEREZ
,,CATALINA  VALENZUELA MAUREIRA
,,ATILIO  HERRERA ORTIZ
,,CRISTIAN  HORMAZABAL CEPEDA
,,PATRICIA MORALES ERRAZURIZ
,,BEATRIZ VIOLETA STAGER RUIZ
,,CRISTIAN MONCKEBERG BRUNER
,,ERNESTO SILVA MENDEZ
,,JOSE ANTONIO HENRIQUEZ MUÑIZ
,,MAX  SALDAÑA CARRASCO
,,CAMILA  VALLEJO DOWLING
,,PATRICIO BASSO GALLO
,,RODRIGO  CORTEZ SASSO
,,PAOLA  VIDAL VERGARA
,,INGLEA  COLLAO GAZMURI
,,RAFAEL SOTO CONTRERAS
,,PATRICIO ALTAMIRANO ARANCIBIA
,,GUSTAVO HASBUN SELUME
,,XIMENA OSSANDON IRARRAZABAL
,,MARISELA DEL CARMEN SANTIBAÑEZ NOVOA
,,DAVID  MORALES NORDETTI
,,LEONARDO SOTO FERRADA
,,HENRY  RUTCONSKY FIGUEROA
,,IGNACIO ANDRES SEGUEL ROBLES
,,FELIX ANTONIO MARINAO FLORES
,,CARLOS ANDRES MANCILLA ORTIZ
,,NICOLAS MALCOUX HENRIQUEZ SUAZO
,,JAIME BELLOLIO AVARIA
,,CARLOS CRUZ-COKE CARVALLO
,,TUCAPEL  JIMENEZ FUENTES
,,DANIEL  MELO CONTRERAS
,,MIGUEL SERRANO SPALTMAN
,,INGRID ARAUS VERA
,,SERGIO HERNAN LARRAIN SANCHEZ
,,VARINIA YUSETH ARAVENA PEREZ
,,DAVID ULISES MATELUNA LAGOS
,,MARIO  DESBORDES JIMENEZ
,,JORGE ALESSANDRI VERGARA
,,ORIELE MARIA EUGENIA NUÑEZ SERRANO
,,CRISTINA GIRARDI LAVIN
,,RAUL ANDRES PALACIOS AUSPONT
,,ALEJANDRO  TORRES DE LA BARRA
,,JUAN  LOPEZ BALDOMA
,,CARLOS EDINSON LISPERGUER SANCHEZ
,,IVAN GERARDO SAN MARTIN FLORES
,,NICOLAS MONCKEBERG DIAZ
,,DANIEL  ESCOBAR ESCOBAR
,,GABRIEL SILBER ROMO
,,GONZALO RENE ROVIRA SOTO
,,RAUL OLIVARES SEPULVEDA
,,DANIELA  REYES VILLEGAS
,,NELIDA  TORRES SALAZAR
,,RICARDO IVAN MALDONADO OLIVARES
,,JUAN ENRIQUE VALENZUELA VARGAS
,,LORENA ROJAS MENDOZA
,,PATRICIO MELERO ABAROA
,,JAIME  PILOWSKY GREENE
,,VICTOR JEAME BARRUETO
,,RAUL FLORCITA ALARCON ROJAS
,,EDUARDO GIESEN AMTMANN
,,VIRJINIA  TORO CEPEDA
,,ANTONIO ALFREDO REYES GUASTA
,,CLAUDIO MARCELO VENEGAS ROJAS
,,GONZALO  GACHOT HERNANDEZ
,,CATALINA DEL REAL MIHOVILOVIC
,,JOSE ANTONIO KAST RIST
,,RONY ESTEBAN NUÑEZ MESQUIDA
,,CRISTIAN ORELLANA ALVAREZ
,,OCTAVIO  GONZALEZ OJEDA
,,EDUARDO FRANCISCO  CONTRERAS MARIN
,,MARIO TOMAS SCHILLING FUENZALIDA
,,MONICA  ZALAQUETT SAID
,,FELIPE  KAST SOMMERHOFF
,,DANIEL ALEJANDRO FARCAS GUENDELMAN
,,JOSE  BURMEISTER LOBATO
,,MARCELO  CASTILLO DUVAUCHELLE
,,LUIS ALBERTO URZUA ARREDONDO
,,JORGE EDUARDO ROSALES VARGAS
,,ANDRES EUGENIO SEPULVEDA ROJAS
,,ROLANDO PAUL JIMENEZ PEREZ
,,CAROLL ANDREA CUELLAR GODOY
,,KARLA RUBILAR BARAHONA
,,RUBEN CARVACHO SAEZ
,,CARLOS  RIPETTI PEÑA
,,JUAN LUIS LEMUÑIR EPUYAO
,,GUILLERMO TEILLIER DEL VALLE
,,ALEJANDRO ANSELMO SULE FERNANDEZ
,,MATIAS  FREIRE VALLEJOS
,,NANCY DOMITILA ORELLANA VARAS
,,FELIPE AUGUSTO DURAN MARTINEZ
,,PEDRO  BROWNE URREJOLA
,,IGNACIA GOLBORNE PICCARDO
,,RODRIGO ROMAN ANDOÑE
,,MAYA  FERNANDEZ ALLENDE
,,SEBASTIAN  PAVLOVIC JELDRES
,,CRISTIAN ORLANDO VILLARROEL NOVOA
,,MARCELA  SABAT FERNANDEZ
,,JOSE  LABBE MARTINEZ
,,OSCAR SANTELICES ALTAMIRANO
,,KAROL CARIOLA OLIVA
,,CLAUDIO  MENDEZ ROJAS
,,EDUARD PATRICIO PURAN PURAN
,,ROBERTO  COFRE PINTO
,,GALVARINO ANDRES SAZO BOLBARAN
,,JUAN FRANCISCO VALDES VALENCIA
,,EDUARDO  CUEVAS ROSSELOT
,,CLAUDIA  NOGUEIRA FERNANDEZ
,,RAMON  FARIAS PONCE
,,CLAUDIO ARRIAGADA MACAYA
,,SALVADOR VICTOR OJEDA VASQUEZ
,,JUAN CARLOS RUZ HERRERA
,,CRISTOBAL SAEZ VALDEBENITO
,,CRISTIAN RAUL AVILA CERDA
,,GONZALO EUGENIO MONTOYA RIQUELME
,,LUIS ESTEBAN PIZARRO VELIZ
,,FELIPE SALABERRY SOTO
,,GONZALO DIAZ DEL RIO RIESCO
,,MARCELA  LABRAÑA SANTANA
,,GONZALO EDUARDO IÑIGUEZ GONZALEZ
,,VICTOR  ORTIZ AVENDAÑO
,,OSVALDO  ANDRADE LARA
,,ADRIAN  BARAHONA DIEGUEZ
,,LARRY GARATE RIVERA
,,LUCY  OVANDO VASQUEZ
,,LEOPOLDO PEREZ LAHSEN
,,PATRICIO LAGUNA GEBAUER
,,PAOLO ALEXANDER ALDERETE PEREZ
,,ENRIQUE JARAMILLO BECKER
,,PATRICIO ULLOA HEINSOHN
,,RODRIGO  ERAZO WALTON
,,GASTON  VON MUHLENBROCK ZAMORA
,,GONZALO  FUENZALIDA FIGUEROA
,,PABLO ANDRES MOYA NUÑEZ
,,BORIS OLGUIN MORALES
,,IVAN FLORES GARCIA
,,MARIA ANGELICA ALVEAR MONTECINOS
,,HUGO GERTER JARA
,,EDWIN RENE ARANCIBIA ROJAS
,,BERNARDO  BERGER FETT
,,REMZA DELIC SASSO
,,ENRIQUE  LEE FLORES
,,EDUARDO PIÑONES PIÑONES
,,ORLANDO SEVERO VARGAS PIZARRO
,,LUIS  ROCAFULL LOPEZ
,,ANIBAL EDUARDO DIAZ GONZALEZ
,,VLADO MIROSEVIC VERDUGO
,,NINO BALTOLU RASERA
,,XIMENA  VALCARCE BECERRA
