"","provincia","sex","occupation","2011","2013","2015"
"2561","Cordillera","Hombre","3131",328200,70000,650119
"2562","Cordillera","Hombre","3139",147739,170000,NA
"2563","Cordillera","Hombre","3231",435727,276813,400000
"2564","Cordillera","Hombre","3431",228050,688120,648649
"2565","Cordillera","Hombre","3432",547000,625758,346784
"2566","Cordillera","Hombre","3439",323932,586566,579469
"2567","Cordillera","Hombre","3471",431654,272034,285680
"2568","Cordillera","Hombre","3473",410800,NA,400000
"2569","Cordillera","Hombre","4131",287076,300000,350000
"2570","Cordillera","Hombre","4132",155348,400000,356390
"2571","Cordillera","Hombre","4190",393675,500000,494423
"2572","Cordillera","Hombre","4211",375655,296503,280920
"2573","Cordillera","Hombre","4222",218800,458166,391633
"2574","Cordillera","Hombre","4223",297217,168412,219722
"2575","Cordillera","Hombre","5111",357880,NA,NA
"2576","Cordillera","Hombre","5121",284440,298756,400000
"2577","Cordillera","Hombre","5122",264564,221077,346522
"2578","Cordillera","Hombre","5123",277468,210000,277971
"2579","Cordillera","Hombre","5131",419603,350000,NA
"2580","Cordillera","Hombre","5132",306320,491364,322111
"2581","Cordillera","Hombre","5141",224632,179722,331013
"2582","Cordillera","Hombre","5162",755237,475803,578000
"2583","Cordillera","Hombre","5220",237417,251261,300000
"2584","Cordillera","Hombre","6113",161660,210000,228072
"2585","Cordillera","Hombre","6121",224729,20000,380000
"2586","Cordillera","Hombre","7111",437600,500000,NA
"2587","Cordillera","Hombre","7113",196920,NA,NA
"2588","Cordillera","Hombre","7121",364628,500000,230000
"2589","Cordillera","Hombre","7122",309104,300000,300000
"2590","Cordillera","Hombre","7123",308100,348659,302937
"2591","Cordillera","Hombre","7124",480933,271779,349802
"2592","Cordillera","Hombre","7129",718235,375656,285217
"2593","Cordillera","Hombre","7132",380091,200000,300000
"2594","Cordillera","Hombre","7136",407626,358378,330087
"2595","Cordillera","Hombre","7137",313861,282869,323107
"2596","Cordillera","Hombre","7141",246480,320000,239091
"2597","Cordillera","Hombre","7142",1643200,400000,720000
"2598","Cordillera","Hombre","7212",270005,275435,234793
"2599","Cordillera","Hombre","7214",513500,160000,300000
"2600","Cordillera","Hombre","7223",382900,NA,453254
"2601","Cordillera","Hombre","7231",410800,200000,300000
"2602","Cordillera","Hombre","7233",396806,441481,400338
"2603","Cordillera","Hombre","7241",412382,700000,266923
"2604","Cordillera","Hombre","7242",203046,200000,313773
"2605","Cordillera","Hombre","7244",285089,NA,297143
"2606","Cordillera","Hombre","7245",462150,417754,343406
"2607","Cordillera","Hombre","7313",718900,210000,244895
"2608","Cordillera","Hombre","7345",218800,260000,501412
"2609","Cordillera","Hombre","7411",138552,268794,300000
"2610","Cordillera","Hombre","7412",240680,204798,300903
"2611","Cordillera","Hombre","7414",236524,260000,NA
"2612","Cordillera","Hombre","7415",652820,NA,NA
"2613","Cordillera","Hombre","7422",457376,390265,300000
"2614","Cordillera","Hombre","7433",284440,100000,50000
"2615","Cordillera","Hombre","7437",273500,NA,250000
"2616","Cordillera","Hombre","8124",196920,530000,NA
"2617","Cordillera","Hombre","8139",415720,NA,NA
"2618","Cordillera","Hombre","8162",273500,NA,407368
"2619","Cordillera","Hombre","8211",286073,475775,400000
"2620","Cordillera","Hombre","8221",229740,NA,300000
"2621","Cordillera","Hombre","8231",196920,NA,28000
"2622","Cordillera","Hombre","8240",251620,330000,500000
"2623","Cordillera","Hombre","8272",196920,386228,NA
"2624","Cordillera","Hombre","8273",328200,400000,400000
"2625","Cordillera","Hombre","8278",251620,358077,300000
"2626","Cordillera","Hombre","8290",314895,210000,300984
"2627","Cordillera","Hombre","8311",656400,328500,NA
"2628","Cordillera","Hombre","8322",328200,258209,358680
"2629","Cordillera","Hombre","8323",286275,400000,388502
"2630","Cordillera","Hombre","8324",419396,371459,400000
"2631","Cordillera","Hombre","8331",284440,NA,465748
"2632","Cordillera","Hombre","8332",370211,272552,500000
"2633","Cordillera","Hombre","8333",309974,NA,405668
"2634","Cordillera","Hombre","8334",273107,280000,350000
"2635","Cordillera","Hombre","9111",243808,176892,184415
"2636","Cordillera","Hombre","9112",169608,180000,148298
"2637","Cordillera","Hombre","9113",468330,NA,500000
"2638","Cordillera","Hombre","9132",249245,216551,294604
"2639","Cordillera","Hombre","9141",251620,315978,312984
"2640","Cordillera","Hombre","9142",102700,NA,243684
"2641","Cordillera","Hombre","9151",218800,210000,300000
"2642","Cordillera","Hombre","9152",314646,220242,310000
"2643","Cordillera","Hombre","9211",209843,210000,666667
"2644","Cordillera","Hombre","9312",379136,352968,247024
"2645","Cordillera","Hombre","9313",328200,281400,307895
"2646","Cordillera","Hombre","9322",158851,NA,150000
"2647","Cordillera","Hombre","9333",202540,291102,243498
"2648","Cordillera","Hombre","9999",408056,360000,665838
"2649","Cordillera","Mujer","1231",257090,NA,500000
"2650","Cordillera","Mujer","1314",304824,211749,300000
"2651","Cordillera","Mujer","1315",410800,NA,338764
"2652","Cordillera","Mujer","1316",1643200,NA,NA
"2653","Cordillera","Mujer","2142",242868,NA,700000
"2654","Cordillera","Mujer","2149",857455,590682,829808
"2655","Cordillera","Mujer","2221",724345,NA,1085083
"2656","Cordillera","Mujer","2223",656400,NA,40000
"2657","Cordillera","Mujer","2230",845470,493709,900000
"2658","Cordillera","Mujer","2320",437600,NA,626344
"2659","Cordillera","Mujer","2331",547000,514086,580000
"2660","Cordillera","Mujer","2332",452540,507753,300000
"2661","Cordillera","Mujer","2340",655420,596059,500000
"2662","Cordillera","Mujer","2352",229740,NA,NA
"2663","Cordillera","Mujer","2359",951780,NA,48952
"2664","Cordillera","Mujer","2411",984600,765060,964414
"2665","Cordillera","Mujer","2419",255866,400000,940609
"2666","Cordillera","Mujer","2441",1213382,NA,NA
"2667","Cordillera","Mujer","2445",715534,NA,1378022
"2668","Cordillera","Mujer","2455",102700,NA,310769
"2669","Cordillera","Mujer","3118",711100,290000,483173
"2670","Cordillera","Mujer","3221",415720,250000,450000
"2671","Cordillera","Mujer","3225",218800,NA,503959
"2672","Cordillera","Mujer","3226",82160,NA,600000
"2673","Cordillera","Mujer","3227",32820,NA,NA
"2674","Cordillera","Mujer","3231",328200,300000,408462
"2675","Cordillera","Mujer","3310",547000,246764,NA
"2676","Cordillera","Mujer","3320",265547,274915,300000
"2677","Cordillera","Mujer","3412",273500,400000,509721
"2678","Cordillera","Mujer","3413",1027000,150000,1400000
"2679","Cordillera","Mujer","3431",315051,362906,450000
"2680","Cordillera","Mujer","3433",527558,400000,680992
"2681","Cordillera","Mujer","3439",286821,320000,514615
"2682","Cordillera","Mujer","3471",445939,400000,335714
"2683","Cordillera","Mujer","4113",207860,295000,421521
"2684","Cordillera","Mujer","4115",464843,353217,353578
"2685","Cordillera","Mujer","4121",437600,426884,317945
"2686","Cordillera","Mujer","4122",16410,350000,372821
"2687","Cordillera","Mujer","4190",270869,263250,325159
"2688","Cordillera","Mujer","4211",218800,229905,250000
"2689","Cordillera","Mujer","4215",409222,210000,300000
"2690","Cordillera","Mujer","4222",333302,251195,380000
"2691","Cordillera","Mujer","4223",164100,234375,276311
"2692","Cordillera","Mujer","5122",198789,250000,261471
"2693","Cordillera","Mujer","5123",206523,209149,150074
"2694","Cordillera","Mujer","5131",196920,245426,245778
"2695","Cordillera","Mujer","5132",330490,350000,300000
"2696","Cordillera","Mujer","5133",130729,138965,241782
"2697","Cordillera","Mujer","5141",217580,269342,230733
"2698","Cordillera","Mujer","5210",65640,NA,NA
"2699","Cordillera","Mujer","5220",240932,210000,250000
"2700","Cordillera","Mujer","5230",273060,100276,150000
"2701","Cordillera","Mujer","6111",682141,NA,230000
"2702","Cordillera","Mujer","6112",205672,190000,NA
"2703","Cordillera","Mujer","6113",133803,NA,398293
"2704","Cordillera","Mujer","7137",328200,NA,70000
"2705","Cordillera","Mujer","7332",164320,200000,17984
"2706","Cordillera","Mujer","7345",196920,NA,340000
"2707","Cordillera","Mujer","7346",109400,210000,NA
"2708","Cordillera","Mujer","7412",95477,200000,197695
"2709","Cordillera","Mujer","7414",196920,300000,NA
"2710","Cordillera","Mujer","7432",143780,NA,100000
"2711","Cordillera","Mujer","7433",102700,80000,127577
"2712","Cordillera","Mujer","7436",104566,147482,82139
"2713","Cordillera","Mujer","8253",109400,NA,NA
"2714","Cordillera","Mujer","8263",196920,48250,1500000
"2715","Cordillera","Mujer","8272",207860,NA,213099
"2716","Cordillera","Mujer","8274",255996,NA,450000
"2717","Cordillera","Mujer","8290",196920,300656,239692
"2718","Cordillera","Mujer","8324",103930,NA,NA
"2719","Cordillera","Mujer","9111",190512,162029,182195
"2720","Cordillera","Mujer","9112",616200,177352,59282
"2721","Cordillera","Mujer","9113",219299,150000,67586
"2722","Cordillera","Mujer","9131",141386,180000,216000
"2723","Cordillera","Mujer","9132",200093,201131,240000
"2724","Cordillera","Mujer","9133",185045,82263,128727
"2725","Cordillera","Mujer","9141",273500,NA,284235
"2726","Cordillera","Mujer","9142",196920,NA,4500
"2727","Cordillera","Mujer","9152",224374,243225,260000
"2728","Cordillera","Mujer","9161",82160,NA,NA
"2729","Cordillera","Mujer","9211",241673,185137,NA
"2730","Cordillera","Mujer","9322",187953,NA,110667
"2731","Cordillera","Mujer","9999",223028,NA,300000
"2732","Coyhaique","Hombre","0110",984600,846667,1015686
"2733","Coyhaique","Hombre","1120",547000,NA,1571429
"2734","Coyhaique","Hombre","1130",547000,NA,NA
"2735","Coyhaique","Hombre","1229",1509720,300000,1500000
"2736","Coyhaique","Hombre","1311",2109464,568966,650000
"2737","Coyhaique","Hombre","1313",2156700,2000000,NA
"2738","Coyhaique","Hombre","1314",576013,305551,385714
"2739","Coyhaique","Hombre","1315",833682,860459,500000
"2740","Coyhaique","Hombre","1316",2054000,NA,NA
"2741","Coyhaique","Hombre","1317",990321,NA,NA
"2742","Coyhaique","Hombre","2122",328200,1900000,NA
"2743","Coyhaique","Hombre","2131",1325423,333333,NA
"2744","Coyhaique","Hombre","2132",547842,1092000,NA
"2745","Coyhaique","Hombre","2141",1965719,1156000,1550000
"2746","Coyhaique","Hombre","2142",1433140,1587121,1500000
"2747","Coyhaique","Hombre","2143",672126,724242,NA
"2748","Coyhaique","Hombre","2144",1269040,NA,1463265
"2749","Coyhaique","Hombre","2145",1859800,1000000,1080460
"2750","Coyhaique","Hombre","2146",547000,NA,NA
"2751","Coyhaique","Hombre","2148",3230462,NA,NA
"2752","Coyhaique","Hombre","2149",1581327,1332773,1192188
"2753","Coyhaique","Hombre","2211",1124389,NA,NA
"2754","Coyhaique","Hombre","2212",525120,NA,670000
"2755","Coyhaique","Hombre","2213",1997467,973451,NA
"2756","Coyhaique","Hombre","2221",5377010,4483871,NA
"2757","Coyhaique","Hombre","2222",3522917,NA,NA
"2758","Coyhaique","Hombre","2223",1094000,1608824,1104383
"2759","Coyhaique","Hombre","2230",1422200,1500000,NA
"2760","Coyhaique","Hombre","2310",1050240,NA,1638596
"2761","Coyhaique","Hombre","2320",683750,970000,1850000
"2762","Coyhaique","Hombre","2331",655032,752963,825000
"2763","Coyhaique","Hombre","2340",656400,NA,NA
"2764","Coyhaique","Hombre","2351",339267,NA,NA
"2765","Coyhaique","Hombre","2352",136750,NA,NA
"2766","Coyhaique","Hombre","2359",410800,480541,1116129
"2767","Coyhaique","Hombre","2411",1431221,529484,1176667
"2768","Coyhaique","Hombre","2419",984205,1848276,500000
"2769","Coyhaique","Hombre","2421",1861120,1565741,NA
"2770","Coyhaique","Hombre","2429",1283627,100000,NA
"2771","Coyhaique","Hombre","2441",1118311,NA,NA
"2772","Coyhaique","Hombre","2442",1586300,1000000,NA
"2773","Coyhaique","Hombre","2445",667340,810000,NA
"2774","Coyhaique","Hombre","2446",920083,898182,NA
"2775","Coyhaique","Hombre","2451",1094000,850000,NA
"2776","Coyhaique","Hombre","2452",765800,NA,NA
"2777","Coyhaique","Hombre","2453",616200,NA,550000
"2778","Coyhaique","Hombre","3112",372557,800000,NA
"2779","Coyhaique","Hombre","3114",214111,NA,NA
"2780","Coyhaique","Hombre","3118",929369,786957,800000
"2781","Coyhaique","Hombre","3121",455956,327188,454639
"2782","Coyhaique","Hombre","3143",1312800,NA,NA
"2783","Coyhaique","Hombre","3151",305676,NA,NA
"2784","Coyhaique","Hombre","3152",437600,797500,1086538
"2785","Coyhaique","Hombre","3211",1027000,NA,600000
"2786","Coyhaique","Hombre","3212",470420,NA,NA
"2787","Coyhaique","Hombre","3213",328200,825000,NA
"2788","Coyhaique","Hombre","3227",765800,NA,NA
"2789","Coyhaique","Hombre","3231",598965,686667,664286
"2790","Coyhaique","Hombre","3310",547000,NA,NA
"2791","Coyhaique","Hombre","3340",492300,780000,NA
"2792","Coyhaique","Hombre","3411",1312800,700000,NA
"2793","Coyhaique","Hombre","3412",328200,NA,NA
"2794","Coyhaique","Hombre","3423",716735,1741935,NA
"2795","Coyhaique","Hombre","3431",323824,706250,1200000
"2796","Coyhaique","Hombre","3433",324834,300000,565584
"2797","Coyhaique","Hombre","3439",619933,1200000,392632
"2798","Coyhaique","Hombre","3441",765800,NA,NA
"2799","Coyhaique","Hombre","3442",482355,600000,1300000
"2800","Coyhaique","Hombre","3444",437600,NA,NA
"2801","Coyhaique","Hombre","3449",656400,1045070,NA
"2802","Coyhaique","Hombre","3450",437600,NA,NA
"2803","Coyhaique","Hombre","3460",328200,NA,NA
"2804","Coyhaique","Hombre","3471",218800,650000,400000
"2805","Coyhaique","Hombre","3472",218800,NA,NA
"2806","Coyhaique","Hombre","3475",547000,250000,261905
"2807","Coyhaique","Hombre","3480",652917,NA,NA
"2808","Coyhaique","Hombre","4113",196920,NA,3500000
"2809","Coyhaique","Hombre","4115",395771,343396,NA
"2810","Coyhaique","Hombre","4121",271430,329268,459434
"2811","Coyhaique","Hombre","4131",473921,249342,288448
"2812","Coyhaique","Hombre","4132",547000,NA,NA
"2813","Coyhaique","Hombre","4142",155989,NA,293077
"2814","Coyhaique","Hombre","4190",715476,583333,405814
"2815","Coyhaique","Hombre","4211",198865,258226,380000
"2816","Coyhaique","Hombre","4212",199108,NA,NA
"2817","Coyhaique","Hombre","4213",218800,210000,NA
"2818","Coyhaique","Hombre","4222",234116,304762,356566
"2819","Coyhaique","Hombre","4223",253059,NA,NA
"2820","Coyhaique","Hombre","5111",109400,500000,NA
"2821","Coyhaique","Hombre","5113",262560,421795,NA
"2822","Coyhaique","Hombre","5121",191450,283939,NA
"2823","Coyhaique","Hombre","5122",331619,380303,250000
"2824","Coyhaique","Hombre","5123",171539,171667,248773
"2825","Coyhaique","Hombre","5131",328200,318349,NA
"2826","Coyhaique","Hombre","5132",525120,411081,260000
"2827","Coyhaique","Hombre","5162",1028360,1100000,808901
"2828","Coyhaique","Hombre","5163",420892,280000,1300000
"2829","Coyhaique","Hombre","5169",283153,231724,NA
"2830","Coyhaique","Hombre","5220",218800,250000,300000
"2831","Coyhaique","Hombre","5230",308100,310972,NA
"2832","Coyhaique","Hombre","6111",410800,290435,250000
"2833","Coyhaique","Hombre","6112",328200,120000,287791
"2834","Coyhaique","Hombre","6113",275627,195152,249710
"2835","Coyhaique","Hombre","6114",457482,NA,NA
"2836","Coyhaique","Hombre","6121",410800,210000,305625
"2837","Coyhaique","Hombre","6124",216369,203500,250000
"2838","Coyhaique","Hombre","6129",444633,NA,NA
"2839","Coyhaique","Hombre","6130",1094000,NA,NA
"2840","Coyhaique","Hombre","6141",223176,198078,250000
"2841","Coyhaique","Hombre","6151",382900,350000,400000
"2842","Coyhaique","Hombre","6152",313785,428788,NA
"2843","Coyhaique","Hombre","6210",601529,80000,405405
"2844","Coyhaique","Hombre","7111",491116,600000,480000
"2845","Coyhaique","Hombre","7112",410572,NA,NA
"2846","Coyhaique","Hombre","7121",513500,300000,NA
"2847","Coyhaique","Hombre","7122",225520,300000,281034
"2848","Coyhaique","Hombre","7123",232576,178571,NA
"2849","Coyhaique","Hombre","7124",350080,250000,341088
"2850","Coyhaique","Hombre","7129",378692,387931,312778
"2851","Coyhaique","Hombre","7132",322457,194872,NA
"2852","Coyhaique","Hombre","7134",273500,300000,NA
"2853","Coyhaique","Hombre","7135",199108,NA,NA
"2854","Coyhaique","Hombre","7136",204614,306452,303719
"2855","Coyhaique","Hombre","7137",368866,447561,444521
"2856","Coyhaique","Hombre","7141",257746,238889,435660
"2857","Coyhaique","Hombre","7142",275323,NA,500000
"2858","Coyhaique","Hombre","7212",343829,136250,245000
"2859","Coyhaique","Hombre","7213",467856,350000,280000
"2860","Coyhaique","Hombre","7214",1027000,NA,NA
"2861","Coyhaique","Hombre","7231",328200,337500,600000
"2862","Coyhaique","Hombre","7233",456427,275758,NA
"2863","Coyhaique","Hombre","7241",671518,726667,NA
"2864","Coyhaique","Hombre","7243",76580,230000,NA
"2865","Coyhaique","Hombre","7244",310825,590000,NA
"2866","Coyhaique","Hombre","7245",257666,327586,NA
"2867","Coyhaique","Hombre","7311",616200,NA,NA
"2868","Coyhaique","Hombre","7331",401762,174194,NA
"2869","Coyhaique","Hombre","7332",308100,NA,NA
"2870","Coyhaique","Hombre","7345",410800,NA,NA
"2871","Coyhaique","Hombre","7411",197696,210000,276566
"2872","Coyhaique","Hombre","7412",240680,245556,305181
"2873","Coyhaique","Hombre","7413",234116,NA,NA
"2874","Coyhaique","Hombre","7422",616200,270370,350000
"2875","Coyhaique","Hombre","7423",78768,210000,NA
"2876","Coyhaique","Hombre","7424",390150,NA,NA
"2877","Coyhaique","Hombre","7437",404426,240000,NA
"2878","Coyhaique","Hombre","7442",267020,250000,NA
"2879","Coyhaique","Hombre","8111",328200,NA,NA
"2880","Coyhaique","Hombre","8113",547000,480000,NA
"2881","Coyhaique","Hombre","8155",273500,NA,NA
"2882","Coyhaique","Hombre","8162",196920,NA,NA
"2883","Coyhaique","Hombre","8163",251620,NA,NA
"2884","Coyhaique","Hombre","8211",762296,NA,250000
"2885","Coyhaique","Hombre","8231",308100,NA,700000
"2886","Coyhaique","Hombre","8251",842140,314667,NA
"2887","Coyhaique","Hombre","8271",205400,NA,NA
"2888","Coyhaique","Hombre","8290",204578,NA,NA
"2889","Coyhaique","Hombre","8322",410800,300000,400000
"2890","Coyhaique","Hombre","8323",330848,285484,230000
"2891","Coyhaique","Hombre","8324",366490,350000,260000
"2892","Coyhaique","Hombre","8331",203788,287742,799662
"2893","Coyhaique","Hombre","8332",290170,400000,407692
"2894","Coyhaique","Hombre","8333",307162,300000,NA
"2895","Coyhaique","Hombre","8340",273500,214000,600000
"2896","Coyhaique","Hombre","9112",513500,NA,40000
"2897","Coyhaique","Hombre","9131",109400,194234,NA
"2898","Coyhaique","Hombre","9132",262560,210000,287869
"2899","Coyhaique","Hombre","9133",634520,NA,NA
"2900","Coyhaique","Hombre","9141",342381,NA,NA
"2901","Coyhaique","Hombre","9142",213751,NA,350000
"2902","Coyhaique","Hombre","9151",199108,219286,NA
"2903","Coyhaique","Hombre","9152",245200,250000,271746
"2904","Coyhaique","Hombre","9153",206644,550000,NA
"2905","Coyhaique","Hombre","9161",273500,280000,NA
"2906","Coyhaique","Hombre","9162",318354,250000,NA
"2907","Coyhaique","Hombre","9211",199108,242593,257159
"2908","Coyhaique","Hombre","9212",295644,140000,255000
"2909","Coyhaique","Hombre","9213",307315,1000000,300000
"2910","Coyhaique","Hombre","9311",437600,294300,NA
"2911","Coyhaique","Hombre","9312",202390,210000,500000
"2912","Coyhaique","Hombre","9313",273500,239344,241000
"2913","Coyhaique","Hombre","9322",165121,128077,NA
"2914","Coyhaique","Hombre","9333",192666,177931,179692
"2915","Coyhaique","Hombre","9999",218800,300000,NA
"2916","Coyhaique","Mujer","1210",2259400,NA,3000000
"2917","Coyhaique","Mujer","1229",920496,400000,1500000
"2918","Coyhaique","Mujer","1311",2054000,2000000,NA
"2919","Coyhaique","Mujer","1312",2054000,NA,NA
"2920","Coyhaique","Mujer","1314",338580,200000,180000
"2921","Coyhaique","Mujer","1315",616200,252000,750000
"2922","Coyhaique","Mujer","1316",205400,NA,NA
"2923","Coyhaique","Mujer","1317",751177,NA,NA
"2924","Coyhaique","Mujer","1319",415720,1600000,860487
"2925","Coyhaique","Mujer","2113",822227,NA,NA
"2926","Coyhaique","Mujer","2131",306320,NA,NA
"2927","Coyhaique","Mujer","2141",1437800,NA,NA
"2928","Coyhaique","Mujer","2142",1521805,800000,1723301
"2929","Coyhaique","Mujer","2146",2096833,NA,NA
"2930","Coyhaique","Mujer","2149",989050,1018421,1569057
"2931","Coyhaique","Mujer","2212",590760,NA,729412
"2932","Coyhaique","Mujer","2213",164100,NA,NA
"2933","Coyhaique","Mujer","2221",2082976,NA,1100000
"2934","Coyhaique","Mujer","2222",760590,3600000,500000
"2935","Coyhaique","Mujer","2230",932764,450000,636522
"2936","Coyhaique","Mujer","2310",3282000,2610833,1000000
"2937","Coyhaique","Mujer","2320",659916,869767,899704
"2938","Coyhaique","Mujer","2331",584028,804062,860084
"2939","Coyhaique","Mujer","2332",725687,694000,838804
"2940","Coyhaique","Mujer","2340",831440,722919,816590
"2941","Coyhaique","Mujer","2351",523437,790000,400000
"2942","Coyhaique","Mujer","2352",656400,NA,NA
"2943","Coyhaique","Mujer","2411",656400,651064,NA
"2944","Coyhaique","Mujer","2419",736346,645500,1000000
"2945","Coyhaique","Mujer","2421",899511,469455,702074
"2946","Coyhaique","Mujer","2429",437600,NA,NA
"2947","Coyhaique","Mujer","2441",818937,NA,NA
"2948","Coyhaique","Mujer","2442",579820,250000,585000
"2949","Coyhaique","Mujer","2444",369720,NA,700000
"2950","Coyhaique","Mujer","2445",1307042,1300000,600000
"2951","Coyhaique","Mujer","2446",908373,585588,1305556
"2952","Coyhaique","Mujer","2453",451880,NA,NA
"2953","Coyhaique","Mujer","3118",328200,NA,400000
"2954","Coyhaique","Mujer","3121",269009,500000,NA
"2955","Coyhaique","Mujer","3122",143780,NA,890000
"2956","Coyhaique","Mujer","3144",3829000,NA,NA
"2957","Coyhaique","Mujer","3152",328200,341329,NA
"2958","Coyhaique","Mujer","3224",218800,NA,NA
"2959","Coyhaique","Mujer","3225",347649,400000,430000
"2960","Coyhaique","Mujer","3226",205400,921053,NA
"2961","Coyhaique","Mujer","3231",382900,471667,581928
"2962","Coyhaique","Mujer","3310",355971,200000,NA
"2963","Coyhaique","Mujer","3320",287566,230968,374353
"2964","Coyhaique","Mujer","3330",1094000,NA,700000
"2965","Coyhaique","Mujer","3411",640771,570000,NA
"2966","Coyhaique","Mujer","3412",373054,646667,558763
"2967","Coyhaique","Mujer","3413",328200,270000,1000000
"2968","Coyhaique","Mujer","3415",164320,210000,367471
"2969","Coyhaique","Mujer","3431",437600,403030,NA
"2970","Coyhaique","Mujer","3433",492300,NA,362417
"2971","Coyhaique","Mujer","3439",524283,430000,491461
"2972","Coyhaique","Mujer","3442",405215,NA,NA
"2973","Coyhaique","Mujer","3449",656400,1271429,NA
"2974","Coyhaique","Mujer","3450",1203400,1200000,NA
"2975","Coyhaique","Mujer","3460",492300,NA,NA
"2976","Coyhaique","Mujer","3471",718900,255263,NA
"2977","Coyhaique","Mujer","3472",328200,NA,NA
"2978","Coyhaique","Mujer","3475",246480,NA,NA
"2979","Coyhaique","Mujer","4113",343430,350000,NA
"2980","Coyhaique","Mujer","4115",306046,341579,380000
"2981","Coyhaique","Mujer","4121",218800,241500,346701
"2982","Coyhaique","Mujer","4122",201782,296857,1031910
"2983","Coyhaique","Mujer","4131",393840,220000,263861
"2984","Coyhaique","Mujer","4144",623580,NA,NA
"2985","Coyhaique","Mujer","4190",328200,223571,327719
"2986","Coyhaique","Mujer","4211",198078,250000,260920
"2987","Coyhaique","Mujer","4213",254355,NA,NA
"2988","Coyhaique","Mujer","4215",371960,NA,375100
"2989","Coyhaique","Mujer","4222",188252,275385,492027
"2990","Coyhaique","Mujer","4223",192380,200000,398214
"2991","Coyhaique","Mujer","5111",214492,NA,NA
"2992","Coyhaique","Mujer","5112",160453,225500,NA
"2993","Coyhaique","Mujer","5122",199108,210000,250000
"2994","Coyhaique","Mujer","5123",204578,200000,261500
"2995","Coyhaique","Mujer","5131",218800,228261,301141
"2996","Coyhaique","Mujer","5132",280644,477439,419767
"2997","Coyhaique","Mujer","5133",203171,175806,NA
"2998","Coyhaique","Mujer","5139",218800,NA,NA
"2999","Coyhaique","Mujer","5141",210210,336667,358065
"3000","Coyhaique","Mujer","5162",670075,1500000,871910
"3001","Coyhaique","Mujer","5163",585290,700000,NA
"3002","Coyhaique","Mujer","5220",199108,210000,248514
"3003","Coyhaique","Mujer","5230",201605,59730,NA
"3004","Coyhaique","Mujer","6111",220784,NA,35000
"3005","Coyhaique","Mujer","6112",199108,NA,NA
"3006","Coyhaique","Mujer","6113",284626,165534,185857
"3007","Coyhaique","Mujer","6121",244900,10000,233400
"3008","Coyhaique","Mujer","6122",164320,NA,NA
"3009","Coyhaique","Mujer","6129",273500,NA,NA
"3010","Coyhaique","Mujer","6141",203704,NA,241000
"3011","Coyhaique","Mujer","6151",155348,300000,380000
"3012","Coyhaique","Mujer","6210",821600,25000,NA
"3013","Coyhaique","Mujer","7122",110129,NA,NA
"3014","Coyhaique","Mujer","7129",798620,NA,NA
"3015","Coyhaique","Mujer","7331",118676,NA,73016
"3016","Coyhaique","Mujer","7332",138343,200000,172736
"3017","Coyhaique","Mujer","7411",214632,210000,314750
"3018","Coyhaique","Mujer","7412",204673,180000,249789
"3019","Coyhaique","Mujer","7422",102700,NA,NA
"3020","Coyhaique","Mujer","7432",80293,NA,NA
"3021","Coyhaique","Mujer","7433",220071,275758,142204
"3022","Coyhaique","Mujer","7436",77596,35893,NA
"3023","Coyhaique","Mujer","8271",199108,210000,NA
"3024","Coyhaique","Mujer","8290",214424,NA,NA
"3025","Coyhaique","Mujer","8322",560590,250000,200000
"3026","Coyhaique","Mujer","8323",704229,300000,300000
"3027","Coyhaique","Mujer","8324",1006907,NA,200000
"3028","Coyhaique","Mujer","9111",57885,70000,NA
"3029","Coyhaique","Mujer","9113",93924,20000,NA
"3030","Coyhaique","Mujer","9131",131280,154800,170000
"3031","Coyhaique","Mujer","9132",177593,210000,247121
"3032","Coyhaique","Mujer","9133",369720,40690,NA
"3033","Coyhaique","Mujer","9141",306320,NA,NA
"3034","Coyhaique","Mujer","9142",199108,NA,NA
"3035","Coyhaique","Mujer","9151",501953,488611,NA
"3036","Coyhaique","Mujer","9152",262560,224500,400000
"3037","Coyhaique","Mujer","9162",132879,161667,200000
"3038","Coyhaique","Mujer","9211",189991,210000,NA
"3039","Coyhaique","Mujer","9213",174872,NA,NA
"3040","Coyhaique","Mujer","9312",179217,NA,NA
"3041","Coyhaique","Mujer","9313",170664,NA,115000
"3042","Coyhaique","Mujer","9322",306320,210000,NA
"3043","Coyhaique","Mujer","9333",175040,NA,NA
"3044","Coyhaique","Mujer","9999",196920,300000,NA
"3045","Curicó","Hombre","0110",714613,NA,NA
"3046","Curicó","Hombre","1130",547000,NA,NA
"3047","Curicó","Hombre","1229",875200,1300000,300000
"3048","Curicó","Hombre","1232",1006480,407101,NA
"3049","Curicó","Hombre","1311",1072464,650847,1034568
"3050","Curicó","Hombre","1314",410800,236207,350000
"3051","Curicó","Hombre","1315",713682,147674,239181
"3052","Curicó","Hombre","1316",1027000,564465,1552174
"3053","Curicó","Hombre","2131",1150045,367161,546866
"3054","Curicó","Hombre","2141",328200,NA,NA
"3055","Curicó","Hombre","2142",223489,1483636,800000
"3056","Curicó","Hombre","2143",523920,NA,NA
"3057","Curicó","Hombre","2144",390108,NA,350000
"3058","Curicó","Hombre","2145",694842,351678,NA
"3059","Curicó","Hombre","2148",218800,NA,NA
"3060","Curicó","Hombre","2149",568411,1209852,820270
"3061","Curicó","Hombre","2213",821076,1000000,1141579
"3062","Curicó","Hombre","2222",6162000,1500000,NA
