"","region","sex","occupation","2011","2013","2015"
"1459","Aysén","Hombre","2445",667340,810000,NA
"1460","Aysén","Hombre","2446",920083,1597297,591429
"1461","Aysén","Hombre","2451",970013,850000,NA
"1462","Aysén","Hombre","2452",765800,NA,NA
"1463","Aysén","Hombre","2453",449795,NA,550000
"1464","Aysén","Hombre","2460",188232,NA,270000
"1465","Aysén","Hombre","3112",456061,372222,350000
"1466","Aysén","Hombre","3114",214111,450000,NA
"1467","Aysén","Hombre","3115",1422200,487500,241000
"1468","Aysén","Hombre","3116",1641000,NA,NA
"1469","Aysén","Hombre","3117",929900,NA,NA
"1470","Aysén","Hombre","3118",929369,786957,800000
"1471","Aysén","Hombre","3121",397487,404375,523529
"1472","Aysén","Hombre","3132",437600,125000,NA
"1473","Aysén","Hombre","3142",196920,540000,NA
"1474","Aysén","Hombre","3143",1312800,NA,NA
"1475","Aysén","Hombre","3151",305676,731670,NA
"1476","Aysén","Hombre","3152",428848,550000,1086538
"1477","Aysén","Hombre","3211",1027000,NA,600000
"1478","Aysén","Hombre","3212",537623,NA,NA
"1479","Aysén","Hombre","3213",328200,825000,NA
"1480","Aysén","Hombre","3221",470420,900000,700000
"1481","Aysén","Hombre","3227",765800,NA,NA
"1482","Aysén","Hombre","3231",437600,715667,660000
"1483","Aysén","Hombre","3310",694690,NA,NA
"1484","Aysén","Hombre","3340",492300,1351200,NA
"1485","Aysén","Hombre","3411",1312800,700000,NA
"1486","Aysén","Hombre","3412",328200,NA,NA
"1487","Aysén","Hombre","3414",284440,617857,419758
"1488","Aysén","Hombre","3423",716735,1200000,NA
"1489","Aysén","Hombre","3431",619933,693750,1200000
"1490","Aysén","Hombre","3433",406666,495750,565584
"1491","Aysén","Hombre","3434",909388,400000,NA
"1492","Aysén","Hombre","3439",570443,620000,392632
"1493","Aysén","Hombre","3441",671318,NA,NA
"1494","Aysén","Hombre","3442",499759,600000,1300000
"1495","Aysén","Hombre","3444",437600,NA,NA
"1496","Aysén","Hombre","3449",656400,1045070,NA
"1497","Aysén","Hombre","3450",885145,1600000,1500000
"1498","Aysén","Hombre","3460",328200,NA,NA
"1499","Aysén","Hombre","3471",218800,314865,400000
"1500","Aysén","Hombre","3472",218800,NA,334286
"1501","Aysén","Hombre","3475",547000,250000,261905
"1502","Aysén","Hombre","3480",652917,NA,NA
"1503","Aysén","Hombre","4113",196920,450000,3500000
"1504","Aysén","Hombre","4115",372802,359300,1103922
"1505","Aysén","Hombre","4121",299815,361250,422561
"1506","Aysén","Hombre","4131",470940,278000,290288
"1507","Aysén","Hombre","4132",547000,NA,619048
"1508","Aysén","Hombre","4133",404780,316071,NA
"1509","Aysén","Hombre","4141",382900,380000,NA
"1510","Aysén","Hombre","4142",174007,250000,293077
"1511","Aysén","Hombre","4190",520584,587042,401163
"1512","Aysén","Hombre","4211",298746,330469,351824
"1513","Aysén","Hombre","4212",199108,NA,NA
"1514","Aysén","Hombre","4213",218800,210000,NA
"1515","Aysén","Hombre","4222",252495,203095,350571
"1516","Aysén","Hombre","4223",261504,NA,NA
"1517","Aysén","Hombre","5111",109400,500000,NA
"1518","Aysén","Hombre","5113",361020,422368,310000
"1519","Aysén","Hombre","5121",191450,283939,NA
"1520","Aysén","Hombre","5122",317260,348868,280000
"1521","Aysén","Hombre","5123",185355,225758,248773
"1522","Aysén","Hombre","5131",328200,305896,425057
"1523","Aysén","Hombre","5132",399310,411081,327500
"1524","Aysén","Hombre","5162",984600,1073529,800000
"1525","Aysén","Hombre","5163",505975,834694,1081250
"1526","Aysén","Hombre","5169",345704,280000,NA
"1527","Aysén","Hombre","5220",218800,243433,300000
"1528","Aysén","Hombre","5230",446745,110000,NA
"1529","Aysén","Hombre","6111",410800,272800,246600
"1530","Aysén","Hombre","6112",328200,246667,298256
"1531","Aysén","Hombre","6113",271671,197268,249710
"1532","Aysén","Hombre","6114",457482,NA,NA
"1533","Aysén","Hombre","6121",392288,210000,283304
"1534","Aysén","Hombre","6124",610991,203500,250000
"1535","Aysén","Hombre","6129",204213,NA,168500
"1536","Aysén","Hombre","6130",385712,NA,NA
"1537","Aysén","Hombre","6141",226458,200000,244884
"1538","Aysén","Hombre","6151",236304,320769,356373
"1539","Aysén","Hombre","6152",374326,300000,308435
"1540","Aysén","Hombre","6210",351919,100000,383929
"1541","Aysén","Hombre","7111",480624,699000,517838
"1542","Aysén","Hombre","7112",328200,240000,NA
"1543","Aysén","Hombre","7121",448100,292105,343774
"1544","Aysén","Hombre","7122",245191,300000,268621
"1545","Aysén","Hombre","7123",237875,198571,NA
"1546","Aysén","Hombre","7124",328200,250000,341385
"1547","Aysén","Hombre","7129",378692,210000,309074
"1548","Aysén","Hombre","7132",322457,194872,NA
"1549","Aysén","Hombre","7133",328200,NA,NA
"1550","Aysén","Hombre","7134",273500,300000,150000
"1551","Aysén","Hombre","7135",199108,NA,NA
"1552","Aysén","Hombre","7136",218800,300000,246883
"1553","Aysén","Hombre","7137",328200,291026,425342
"1554","Aysén","Hombre","7141",259934,232222,308644
"1555","Aysén","Hombre","7142",347262,NA,500000
"1556","Aysén","Hombre","7212",368919,150000,360000
"1557","Aysén","Hombre","7213",504164,312903,280000
"1558","Aysén","Hombre","7214",1027000,210000,300000
"1559","Aysén","Hombre","7216",841700,861698,544111
"1560","Aysén","Hombre","7231",382900,450000,480882
"1561","Aysén","Hombre","7233",471226,407734,750000
"1562","Aysén","Hombre","7241",513500,590769,NA
"1563","Aysén","Hombre","7242",382900,372727,NA
"1564","Aysén","Hombre","7243",76580,230000,NA
"1565","Aysén","Hombre","7244",310825,590000,NA
"1566","Aysén","Hombre","7245",273500,322414,NA
"1567","Aysén","Hombre","7311",616200,NA,NA
"1568","Aysén","Hombre","7321",184860,NA,NA
"1569","Aysén","Hombre","7331",401762,150000,NA
"1570","Aysén","Hombre","7332",212100,NA,NA
"1571","Aysén","Hombre","7345",410800,NA,NA
"1572","Aysén","Hombre","7411",202703,231935,285155
"1573","Aysén","Hombre","7412",249432,258658,245590
"1574","Aysén","Hombre","7413",234116,NA,NA
"1575","Aysén","Hombre","7422",366964,300000,433333
"1576","Aysén","Hombre","7423",78768,210000,NA
"1577","Aysén","Hombre","7424",390150,NA,NA
"1578","Aysén","Hombre","7432",213111,210000,300000
"1579","Aysén","Hombre","7437",404426,240000,NA
"1580","Aysén","Hombre","7442",292300,250000,NA
"1581","Aysén","Hombre","8111",328200,608750,600000
"1582","Aysén","Hombre","8112",547000,NA,NA
"1583","Aysén","Hombre","8113",375086,640000,NA
"1584","Aysén","Hombre","8155",273500,NA,NA
"1585","Aysén","Hombre","8162",280272,NA,NA
"1586","Aysén","Hombre","8163",319010,335190,232581
"1587","Aysén","Hombre","8211",762296,NA,303846
"1588","Aysén","Hombre","8231",308100,NA,556000
"1589","Aysén","Hombre","8240",842140,NA,NA
"1590","Aysén","Hombre","8251",842140,314667,NA
"1591","Aysén","Hombre","8262",240680,NA,NA
"1592","Aysén","Hombre","8271",218800,317333,NA
"1593","Aysén","Hombre","8273",382900,NA,NA
"1594","Aysén","Hombre","8290",273500,250000,NA
"1595","Aysén","Hombre","8322",410800,300000,350000
"1596","Aysén","Hombre","8323",279834,243724,275062
"1597","Aysén","Hombre","8324",382900,362237,270882
"1598","Aysén","Hombre","8331",203788,284903,591667
"1599","Aysén","Hombre","8332",313613,424138,408696
"1600","Aysén","Hombre","8333",328200,351429,325000
"1601","Aysén","Hombre","8334",245961,354615,320000
"1602","Aysén","Hombre","8340",328200,360930,471591
"1603","Aysén","Hombre","9112",431340,NA,40000
"1604","Aysén","Hombre","9131",405033,194234,NA
"1605","Aysén","Hombre","9132",243898,213250,310638
"1606","Aysén","Hombre","9133",634520,NA,NA
"1607","Aysén","Hombre","9141",342381,600000,NA
"1608","Aysén","Hombre","9142",213751,NA,350000
"1609","Aysén","Hombre","9151",199108,219286,246000
"1610","Aysén","Hombre","9152",256296,250000,293333
"1611","Aysén","Hombre","9153",206644,550000,NA
"1612","Aysén","Hombre","9161",273500,273962,280000
"1613","Aysén","Hombre","9162",191488,250000,NA
"1614","Aysén","Hombre","9211",199108,210000,262690
"1615","Aysén","Hombre","9212",284440,140000,217586
"1616","Aysén","Hombre","9213",243962,361818,300000
"1617","Aysén","Hombre","9311",273500,294300,240000
"1618","Aysén","Hombre","9312",208251,210000,400833
"1619","Aysén","Hombre","9313",243142,249222,241000
"1620","Aysén","Hombre","9322",158279,144154,370000
"1621","Aysén","Hombre","9333",218800,210000,201491
"1622","Aysén","Hombre","9999",229548,300000,NA
"1623","Aysén","Mujer","1210",2259400,NA,3000000
"1624","Aysén","Mujer","1229",936640,400000,1500000
"1625","Aysén","Mujer","1232",131280,NA,NA
"1626","Aysén","Mujer","1311",2054000,2000000,150000
"1627","Aysén","Mujer","1312",2054000,NA,NA
"1628","Aysén","Mujer","1314",410800,235484,200000
"1629","Aysén","Mujer","1315",616200,282937,675625
"1630","Aysén","Mujer","1316",205400,NA,NA
"1631","Aysén","Mujer","1317",751177,NA,NA
"1632","Aysén","Mujer","1319",415720,1413793,736876
"1633","Aysén","Mujer","2113",822227,NA,NA
"1634","Aysén","Mujer","2131",306320,NA,NA
"1635","Aysén","Mujer","2141",1411479,1095000,NA
"1636","Aysén","Mujer","2142",1521805,750000,1723301
"1637","Aysén","Mujer","2146",1538438,NA,NA
"1638","Aysén","Mujer","2149",884688,965385,1395833
"1639","Aysén","Mujer","2212",590760,NA,729412
"1640","Aysén","Mujer","2213",1287059,NA,400000
"1641","Aysén","Mujer","2221",2082976,NA,1100000
"1642","Aysén","Mujer","2222",1102415,3600000,500000
"1643","Aysén","Mujer","2223",1203400,688737,1000000
"1644","Aysén","Mujer","2230",889672,1242857,832869
"1645","Aysén","Mujer","2310",1729807,2610833,1000000
"1646","Aysén","Mujer","2320",773614,923913,1006383
"1647","Aysén","Mujer","2331",656400,837770,850000
"1648","Aysén","Mujer","2332",725687,685625,854022
"1649","Aysén","Mujer","2340",831440,768667,787500
"1650","Aysén","Mujer","2351",523437,790000,400000
"1651","Aysén","Mujer","2352",459480,NA,NA
"1652","Aysén","Mujer","2411",656400,617021,1000000
"1653","Aysén","Mujer","2419",831440,574000,1000000
"1654","Aysén","Mujer","2421",899511,469455,702074
"1655","Aysén","Mujer","2429",437600,NA,NA
"1656","Aysén","Mujer","2441",818937,NA,NA
"1657","Aysén","Mujer","2442",579820,398148,585000
"1658","Aysén","Mujer","2444",369720,NA,700000
"1659","Aysén","Mujer","2445",1011950,1300000,686275
"1660","Aysén","Mujer","2446",888875,723077,1262989
"1661","Aysén","Mujer","2452",656400,NA,NA
"1662","Aysén","Mujer","2453",451880,NA,NA
"1663","Aysén","Mujer","3118",328200,NA,400000
"1664","Aysén","Mujer","3121",269009,500000,NA
"1665","Aysén","Mujer","3122",143780,NA,890000
"1666","Aysén","Mujer","3144",3829000,NA,NA
"1667","Aysén","Mujer","3152",328200,334871,390769
"1668","Aysén","Mujer","3212",232453,500000,NA
"1669","Aysén","Mujer","3224",218800,NA,NA
"1670","Aysén","Mujer","3225",347649,375000,430000
"1671","Aysén","Mujer","3226",602319,921053,NA
"1672","Aysén","Mujer","3228",202390,NA,NA
"1673","Aysén","Mujer","3231",404780,420290,557000
"1674","Aysén","Mujer","3310",415720,352878,NA
"1675","Aysén","Mujer","3320",222811,283659,324937
"1676","Aysén","Mujer","3330",1094000,NA,700000
"1677","Aysén","Mujer","3340",656400,98750,NA
"1678","Aysén","Mujer","3411",772858,570000,NA
"1679","Aysén","Mujer","3412",373054,646667,469565
"1680","Aysén","Mujer","3413",328200,270000,1000000
"1681","Aysén","Mujer","3415",164320,210000,367471
"1682","Aysén","Mujer","3431",218800,409091,NA
"1683","Aysén","Mujer","3432",328200,300000,1140000
"1684","Aysén","Mujer","3433",489040,NA,246749
"1685","Aysén","Mujer","3439",519702,430000,491461
"1686","Aysén","Mujer","3441",328200,450000,370000
"1687","Aysén","Mujer","3442",405215,NA,NA
"1688","Aysén","Mujer","3449",656400,942857,240000
"1689","Aysén","Mujer","3450",1203400,1200000,NA
"1690","Aysén","Mujer","3460",783577,510000,NA
"1691","Aysén","Mujer","3471",718900,255263,NA
"1692","Aysén","Mujer","3472",328200,180000,80000
"1693","Aysén","Mujer","3475",517608,NA,NA
"1694","Aysén","Mujer","4113",343430,350000,NA
"1695","Aysén","Mujer","4115",323824,350000,380000
"1696","Aysén","Mujer","4121",243806,276522,420290
"1697","Aysén","Mujer","4122",221839,296857,642233
"1698","Aysén","Mujer","4131",393840,220000,247538
"1699","Aysén","Mujer","4132",875200,NA,500000
"1700","Aysén","Mujer","4133",547000,205000,229492
"1701","Aysén","Mujer","4141",278605,231143,380000
"1702","Aysén","Mujer","4144",623580,NA,NA
"1703","Aysén","Mujer","4190",381728,300000,296444
"1704","Aysén","Mujer","4211",199108,225264,262644
"1705","Aysén","Mujer","4213",254355,NA,NA
"1706","Aysén","Mujer","4215",371960,300000,375100
"1707","Aysén","Mujer","4222",196920,237027,460750
"1708","Aysén","Mujer","4223",217045,298609,362712
"1709","Aysén","Mujer","5111",213262,NA,NA
"1710","Aysén","Mujer","5112",160453,226500,NA
"1711","Aysén","Mujer","5113",231505,467442,300000
"1712","Aysén","Mujer","5122",202519,210000,250000
"1713","Aysén","Mujer","5123",204578,229310,250000
"1714","Aysén","Mujer","5131",218800,250000,300000
"1715","Aysén","Mujer","5132",319448,477439,466753
"1716","Aysén","Mujer","5133",109400,175806,NA
"1717","Aysén","Mujer","5139",218800,NA,NA
"1718","Aysén","Mujer","5141",214591,267308,302657
"1719","Aysén","Mujer","5162",807476,1500000,775294
"1720","Aysén","Mujer","5163",585290,700000,NA
"1721","Aysén","Mujer","5169",218800,NA,NA
"1722","Aysén","Mujer","5220",199108,210000,243213
"1723","Aysén","Mujer","5230",186425,68333,NA
"1724","Aysén","Mujer","6111",231448,148065,43529
"1725","Aysén","Mujer","6112",211416,162000,NA
"1726","Aysén","Mujer","6113",230455,176212,187694
"1727","Aysén","Mujer","6121",355670,325714,233400
"1728","Aysén","Mujer","6122",164320,NA,NA
"1729","Aysén","Mujer","6129",273500,NA,NA
"1730","Aysén","Mujer","6141",203704,250000,241000
"1731","Aysén","Mujer","6151",217140,257368,344905
"1732","Aysén","Mujer","6152",293638,210750,NA
"1733","Aysén","Mujer","6153",821600,NA,NA
"1734","Aysén","Mujer","6154",216065,NA,NA
"1735","Aysén","Mujer","6210",821600,59737,80000
"1736","Aysén","Mujer","7122",110129,NA,NA
"1737","Aysén","Mujer","7129",798620,400000,NA
"1738","Aysén","Mujer","7216",1027000,NA,NA
"1739","Aysén","Mujer","7321",160897,NA,NA
"1740","Aysén","Mujer","7331",173449,NA,73016
"1741","Aysén","Mujer","7332",149928,78667,142653
"1742","Aysén","Mujer","7411",199108,210000,249071
"1743","Aysén","Mujer","7412",196920,180000,249102
"1744","Aysén","Mujer","7413",213330,NA,NA
"1745","Aysén","Mujer","7422",102700,NA,NA
"1746","Aysén","Mujer","7432",201296,210000,64250
"1747","Aysén","Mujer","7433",172145,232121,142204
"1748","Aysén","Mujer","7436",78248,48077,NA
"1749","Aysén","Mujer","8262",217378,NA,NA
"1750","Aysén","Mujer","8271",221450,210000,350000
"1751","Aysén","Mujer","8290",385842,NA,NA
"1752","Aysén","Mujer","8322",718900,250000,278629
"1753","Aysén","Mujer","8323",704229,300000,472941
"1754","Aysén","Mujer","8324",1006907,NA,200000
"1755","Aysén","Mujer","9111",57885,70000,189565
"1756","Aysén","Mujer","9112",283452,80571,73567
"1757","Aysén","Mujer","9113",158948,20000,NA
"1758","Aysén","Mujer","9131",131280,152345,170000
"1759","Aysén","Mujer","9132",199108,205152,249091
"1760","Aysén","Mujer","9133",300850,40690,NA
"1761","Aysén","Mujer","9141",306320,NA,NA
"1762","Aysén","Mujer","9142",199108,NA,NA
"1763","Aysén","Mujer","9151",501953,488611,NA
"1764","Aysén","Mujer","9152",262560,224500,367391
"1765","Aysén","Mujer","9162",161813,166667,200000
"1766","Aysén","Mujer","9211",198999,204194,140000
"1767","Aysén","Mujer","9212",199212,119176,NA
"1768","Aysén","Mujer","9213",208134,248955,342456
"1769","Aysén","Mujer","9312",179217,220000,NA
"1770","Aysén","Mujer","9313",190981,210000,115000
"1771","Aysén","Mujer","9322",220126,210000,NA
"1772","Aysén","Mujer","9333",178687,NA,NA
"1773","Aysén","Mujer","9999",204876,258788,NA
"1774","Bíobío","Hombre","0110",547000,500000,484382
"1775","Bíobío","Hombre","1110",1531600,NA,615663
"1776","Bíobío","Hombre","1130",471054,NA,NA
"1777","Bíobío","Hombre","1229",2422996,902041,1744828
"1778","Bíobío","Hombre","1311",871362,564648,397692
"1779","Bíobío","Hombre","1312",962027,464550,1000000
"1780","Bíobío","Hombre","1313",2054000,620913,600000
"1781","Bíobío","Hombre","1314",718900,400000,290000
"1782","Bíobío","Hombre","1315",331855,571264,454819
"1783","Bíobío","Hombre","1316",1375250,815873,755469
"1784","Bíobío","Hombre","1317",1191320,935803,1587467
"1785","Bíobío","Hombre","1318",1350465,1005350,NA
"1786","Bíobío","Hombre","1319",877208,1037672,1460526
"1787","Bíobío","Hombre","2113",393927,480081,1300000
"1788","Bíobío","Hombre","2114",1641000,450000,NA
"1789","Bíobío","Hombre","2131",740554,700000,NA
"1790","Bíobío","Hombre","2132",764385,1280488,400337
"1791","Bíobío","Hombre","2141",658445,942292,800000
"1792","Bíobío","Hombre","2142",1822227,969032,1100000
"1793","Bíobío","Hombre","2143",1579417,1286127,700000
"1794","Bíobío","Hombre","2144",762367,792053,1001778
"1795","Bíobío","Hombre","2145",1044608,924032,1000000
"1796","Bíobío","Hombre","2146",1146595,1570905,3000000
"1797","Bíobío","Hombre","2147",820500,1154483,100000
"1798","Bíobío","Hombre","2148",755019,893026,784565
"1799","Bíobío","Hombre","2149",970925,900000,800000
"1800","Bíobío","Hombre","2211",1422200,1369468,938219
"1801","Bíobío","Hombre","2212",603814,NA,500000
"1802","Bíobío","Hombre","2213",407515,1000000,924650
"1803","Bíobío","Hombre","2221",1109265,1700000,2000000
"1804","Bíobío","Hombre","2222",2650949,600000,1309554
"1805","Bíobío","Hombre","2224",804642,404442,NA
"1806","Bíobío","Hombre","2230",1002086,1034889,800000
"1807","Bíobío","Hombre","2310",865238,1010062,830916
"1808","Bíobío","Hombre","2320",491057,600000,600000
"1809","Bíobío","Hombre","2331",547000,591170,670114
"1810","Bíobío","Hombre","2352",253478,NA,520850
"1811","Bíobío","Hombre","2359",856967,626920,576380
"1812","Bíobío","Hombre","2411",656400,700000,800000
"1813","Bíobío","Hombre","2412",626488,500000,362585
"1814","Bíobío","Hombre","2419",599679,900000,1049383
"1815","Bíobío","Hombre","2421",1149028,600000,901000
"1816","Bíobío","Hombre","2422",2188000,NA,NA
"1817","Bíobío","Hombre","2429",656400,NA,287500
"1818","Bíobío","Hombre","2432",183792,NA,NA
"1819","Bíobío","Hombre","2441",1488080,NA,NA
"1820","Bíobío","Hombre","2445",684158,592623,771300
"1821","Bíobío","Hombre","2446",474770,603717,600000
"1822","Bíobío","Hombre","2451",534040,830046,484524
"1823","Bíobío","Hombre","2452",410800,NA,NA
"1824","Bíobío","Hombre","2453",857950,470000,NA
"1825","Bíobío","Hombre","2455",437600,NA,NA
"1826","Bíobío","Hombre","2460",658899,NA,318072
"1827","Bíobío","Hombre","3112",382900,650000,540945
"1828","Bíobío","Hombre","3113",210048,500000,391840
"1829","Bíobío","Hombre","3114",329763,385507,585000
"1830","Bíobío","Hombre","3116",369657,NA,800000
"1831","Bíobío","Hombre","3118",422157,393042,461818
"1832","Bíobío","Hombre","3119",282269,210000,719101
"1833","Bíobío","Hombre","3121",235935,400000,403517
"1834","Bíobío","Hombre","3122",218800,252315,260787
"1835","Bíobío","Hombre","3131",296938,186962,310526
"1836","Bíobío","Hombre","3132",199108,610000,280000
"1837","Bíobío","Hombre","3133",185980,550000,NA
"1838","Bíobío","Hombre","3141",164100,NA,NA
"1839","Bíobío","Hombre","3142",263244,1045283,920588
"1840","Bíobío","Hombre","3151",547000,639535,839904
"1841","Bíobío","Hombre","3152",534428,425197,516552
"1842","Bíobío","Hombre","3212",346177,276736,530769
"1843","Bíobío","Hombre","3213",476159,252187,612681
"1844","Bíobío","Hombre","3226",765800,558450,289586
"1845","Bíobío","Hombre","3228",218800,NA,325000
"1846","Bíobío","Hombre","3231",293495,350000,350000
"1847","Bíobío","Hombre","3310",765800,379704,900000
"1848","Bíobío","Hombre","3330",437600,NA,NA
"1849","Bíobío","Hombre","3411",465248,630225,NA
"1850","Bíobío","Hombre","3412",1067027,700000,1000000
"1851","Bíobío","Hombre","3413",397280,627907,296649
"1852","Bíobío","Hombre","3415",305148,300000,450000
"1853","Bíobío","Hombre","3419",1178338,1000000,515000
"1854","Bíobío","Hombre","3421",246480,NA,700000
"1855","Bíobío","Hombre","3423",260099,600000,190000
"1856","Bíobío","Hombre","3431",492300,450000,450000
"1857","Bíobío","Hombre","3432",246150,286364,NA
"1858","Bíobío","Hombre","3433",448296,454752,733784
"1859","Bíobío","Hombre","3439",437600,548104,1166990
"1860","Bíobío","Hombre","3441",164100,200000,386933
"1861","Bíobío","Hombre","3442",492300,575752,700000
"1862","Bíobío","Hombre","3443",1094000,NA,364000
"1863","Bíobío","Hombre","3449",353841,480024,432243
"1864","Bíobío","Hombre","3460",199655,430227,351205
"1865","Bíobío","Hombre","3471",598532,500000,223684
"1866","Bíobío","Hombre","3472",164100,113816,353722
"1867","Bíobío","Hombre","3473",377321,362135,151538
"1868","Bíobío","Hombre","3474",65640,NA,94566
"1869","Bíobío","Hombre","3475",264826,257042,432837
"1870","Bíobío","Hombre","3480",273500,207225,633824
"1871","Bíobío","Hombre","4112",199108,400000,NA
"1872","Bíobío","Hombre","4113",316166,294286,NA
"1873","Bíobío","Hombre","4115",218800,319155,295487
"1874","Bíobío","Hombre","4121",273500,440805,400000
"1875","Bíobío","Hombre","4131",218800,250000,300000
"1876","Bíobío","Hombre","4132",364667,343056,400000
"1877","Bíobío","Hombre","4133",10270000,240000,392308
"1878","Bíobío","Hombre","4141",196920,283474,336529
"1879","Bíobío","Hombre","4142",262705,250000,263860
"1880","Bíobío","Hombre","4190",437600,400000,450000
"1881","Bíobío","Hombre","4211",270637,210000,350000
"1882","Bíobío","Hombre","4215",217294,502645,239000
"1883","Bíobío","Hombre","4222",286829,292277,299706
"1884","Bíobío","Hombre","4223",267265,308364,290769
"1885","Bíobío","Hombre","5112",201360,210000,242574
"1886","Bíobío","Hombre","5121",218800,420000,235000
"1887","Bíobío","Hombre","5122",199560,240000,250000
"1888","Bíobío","Hombre","5123",218800,210000,234729
"1889","Bíobío","Hombre","5131",145776,250000,300000
"1890","Bíobío","Hombre","5132",238046,301656,454313
"1891","Bíobío","Hombre","5141",182224,209820,306115
"1892","Bíobío","Hombre","5143",227234,NA,240000
"1893","Bíobío","Hombre","5161",284525,262265,255455
"1894","Bíobío","Hombre","5162",547000,600000,681879
"1895","Bíobío","Hombre","5163",563663,500000,600000
"1896","Bíobío","Hombre","5169",200210,241746,250000
"1897","Bíobío","Hombre","5220",336048,219216,250000
"1898","Bíobío","Hombre","5230",431840,166776,200000
"1899","Bíobío","Hombre","6111",181208,165524,200000
"1900","Bíobío","Hombre","6112",178969,209780,200000
"1901","Bíobío","Hombre","6113",199108,197683,220770
"1902","Bíobío","Hombre","6114",106808,NA,191311
"1903","Bíobío","Hombre","6121",201706,210000,220159
"1904","Bíobío","Hombre","6123",292048,140970,249012
"1905","Bíobío","Hombre","6129",199284,232039,248000
"1906","Bíobío","Hombre","6141",199108,209016,250000
"1907","Bíobío","Hombre","6142",104851,50000,350396
"1908","Bíobío","Hombre","6151",513500,316839,282500
"1909","Bíobío","Hombre","6152",164320,150000,202348
"1910","Bíobío","Hombre","6210",104924,90000,100000
"1911","Bíobío","Hombre","7111",225273,477222,600000
"1912","Bíobío","Hombre","7113",384769,184500,680000
"1913","Bíobío","Hombre","7121",644390,935664,305565
"1914","Bíobío","Hombre","7122",218800,210000,250000
"1915","Bíobío","Hombre","7123",197125,225530,408075
"1916","Bíobío","Hombre","7124",196930,300000,250000
"1917","Bíobío","Hombre","7129",304229,300000,500000
"1918","Bíobío","Hombre","7131",481360,211468,190640
"1919","Bíobío","Hombre","7132",386560,212000,269128
"1920","Bíobío","Hombre","7133",87520,220000,NA
"1921","Bíobío","Hombre","7134",153160,400000,380899
"1922","Bíobío","Hombre","7136",353818,210000,294184
"1923","Bíobío","Hombre","7137",273500,300000,327688
"1924","Bíobío","Hombre","7141",273500,210000,250000
"1925","Bíobío","Hombre","7142",224987,211290,241000
"1926","Bíobío","Hombre","7212",311993,300000,309201
"1927","Bíobío","Hombre","7214",277447,210000,343333
"1928","Bíobío","Hombre","7222",198896,525806,262438
"1929","Bíobío","Hombre","7231",328200,250000,291918
"1930","Bíobío","Hombre","7233",333971,350000,400000
"1931","Bíobío","Hombre","7241",332920,313793,571464
"1932","Bíobío","Hombre","7242",298630,427789,609574
"1933","Bíobío","Hombre","7243",437600,226442,258394
"1934","Bíobío","Hombre","7244",290606,434331,421791
"1935","Bíobío","Hombre","7245",324394,372606,300000
"1936","Bíobío","Hombre","7311",382523,320000,403371
"1937","Bíobío","Hombre","7312",218800,NA,600000
"1938","Bíobío","Hombre","7321",448717,145630,213913
"1939","Bíobío","Hombre","7324",251620,210000,320000
"1940","Bíobío","Hombre","7331",161312,94653,201368
"1941","Bíobío","Hombre","7332",205400,164277,356610
"1942","Bíobío","Hombre","7411",201944,200000,230138
"1943","Bíobío","Hombre","7412",215190,210000,250000
"1944","Bíobío","Hombre","7414",157718,286007,240000
"1945","Bíobío","Hombre","7421",206996,261739,250000
"1946","Bíobío","Hombre","7422",200902,200000,250000
"1947","Bíobío","Hombre","7423",233438,228683,249846
"1948","Bíobío","Hombre","7424",104528,NA,180357
"1949","Bíobío","Hombre","7432",218800,NA,NA
"1950","Bíobío","Hombre","7433",6162,224684,206212
"1951","Bíobío","Hombre","7441",196920,NA,NA
"1952","Bíobío","Hombre","7442",199094,203047,241000
"1953","Bíobío","Hombre","8111",352220,564179,596117
"1954","Bíobío","Hombre","8113",218800,384640,300000
"1955","Bíobío","Hombre","8139",196920,180000,NA
"1956","Bíobío","Hombre","8141",270447,265116,300000
"1957","Bíobío","Hombre","8143",382900,NA,NA
"1958","Bíobío","Hombre","8152",273500,NA,NA
"1959","Bíobío","Hombre","8155",277825,855807,569304
"1960","Bíobío","Hombre","8162",367937,500613,479755
"1961","Bíobío","Hombre","8163",201427,219602,209064
"1962","Bíobío","Hombre","8171",328200,400000,249760
"1963","Bíobío","Hombre","8211",299372,420901,300000
"1964","Bíobío","Hombre","8212",264210,468232,500000
"1965","Bíobío","Hombre","8229",273500,276526,290000
"1966","Bíobío","Hombre","8231",196920,191746,145963
"1967","Bíobío","Hombre","8232",196920,251408,80000
"1968","Bíobío","Hombre","8240",240680,210000,348291
"1969","Bíobío","Hombre","8251",202390,234964,337394
"1970","Bíobío","Hombre","8253",328200,283673,240000
"1971","Bíobío","Hombre","8266",616200,210000,NA
"1972","Bíobío","Hombre","8271",371960,240000,240284
"1973","Bíobío","Hombre","8272",254883,256844,NA
"1974","Bíobío","Hombre","8278",185980,210000,NA
"1975","Bíobío","Hombre","8281",294678,500000,130000
"1976","Bíobío","Hombre","8284",175040,555172,NA
"1977","Bíobío","Hombre","8290",265125,190000,374871
"1978","Bíobío","Hombre","8311",410250,494167,296364
"1979","Bíobío","Hombre","8312",458015,210000,249395
"1980","Bíobío","Hombre","8321",293138,NA,NA
"1981","Bíobío","Hombre","8322",196920,250000,300000
"1982","Bíobío","Hombre","8323",273500,300000,300000
"1983","Bíobío","Hombre","8324",295380,300000,380000
