"","region","sex","occupation","2011","2013","2015"
"2968","Magallanes","Hombre","3122",2054000,NA,453621
"2969","Magallanes","Hombre","3131",437600,540000,NA
"2970","Magallanes","Hombre","3132",350080,300000,NA
"2971","Magallanes","Hombre","3144",1139361,932262,NA
"2972","Magallanes","Hombre","3145",337937,NA,500000
"2973","Magallanes","Hombre","3152",340222,725758,402938
"2974","Magallanes","Hombre","3212",262560,550000,650707
"2975","Magallanes","Hombre","3213",865419,900000,583333
"2976","Magallanes","Hombre","3226",656400,800000,1000000
"2977","Magallanes","Hombre","3231",377314,566038,700000
"2978","Magallanes","Hombre","3310",474146,731373,500000
"2979","Magallanes","Hombre","3412",328200,812766,200000
"2980","Magallanes","Hombre","3415",820500,442491,537069
"2981","Magallanes","Hombre","3419",765800,NA,NA
"2982","Magallanes","Hombre","3423",406638,552601,583333
"2983","Magallanes","Hombre","3429",308100,390000,NA
"2984","Magallanes","Hombre","3431",514824,574468,793443
"2985","Magallanes","Hombre","3433",415361,593920,705100
"2986","Magallanes","Hombre","3439",640086,1800000,1310000
"2987","Magallanes","Hombre","3441",547000,1126355,701124
"2988","Magallanes","Hombre","3442",382900,600000,NA
"2989","Magallanes","Hombre","3450",1194965,1200000,471250
"2990","Magallanes","Hombre","3471",625340,550177,294248
"2991","Magallanes","Hombre","3473",188867,NA,NA
"2992","Magallanes","Hombre","3475",232843,417273,NA
"2993","Magallanes","Hombre","4113",295380,1100000,500000
"2994","Magallanes","Hombre","4115",409078,384336,390000
"2995","Magallanes","Hombre","4121",872760,377586,500000
"2996","Magallanes","Hombre","4131",288554,350000,355385
"2997","Magallanes","Hombre","4132",1907579,600000,700000
"2998","Magallanes","Hombre","4133",439651,497455,403462
"2999","Magallanes","Hombre","4142",213888,110000,NA
"3000","Magallanes","Hombre","4190",668627,553529,481169
"3001","Magallanes","Hombre","4211",219760,250000,362651
"3002","Magallanes","Hombre","4213",273500,520000,NA
"3003","Magallanes","Hombre","4215",202275,350000,NA
"3004","Magallanes","Hombre","4222",273500,374742,254000
"3005","Magallanes","Hombre","5113",558782,423404,596875
"3006","Magallanes","Hombre","5122",328200,320000,353030
"3007","Magallanes","Hombre","5123",243962,303409,245120
"3008","Magallanes","Hombre","5131",875200,536781,442308
"3009","Magallanes","Hombre","5132",302398,332831,389252
"3010","Magallanes","Hombre","5141",143780,228621,391667
"3011","Magallanes","Hombre","5152",273500,800000,NA
"3012","Magallanes","Hombre","5161",470420,NA,NA
"3013","Magallanes","Hombre","5162",661802,733333,1144186
"3014","Magallanes","Hombre","5163",656400,567226,300000
"3015","Magallanes","Hombre","5169",377320,323621,NA
"3016","Magallanes","Hombre","5220",273500,260000,317250
"3017","Magallanes","Hombre","5230",369720,NA,400000
"3018","Magallanes","Hombre","6111",201843,1717308,3136364
"3019","Magallanes","Hombre","6112",328200,NA,772727
"3020","Magallanes","Hombre","6113",198192,93714,268444
"3021","Magallanes","Hombre","6121",218800,210000,300000
"3022","Magallanes","Hombre","6129",201224,NA,854545
"3023","Magallanes","Hombre","6141",240823,213235,NA
"3024","Magallanes","Hombre","6152",298662,300000,500000
"3025","Magallanes","Hombre","6210",554102,NA,300000
"3026","Magallanes","Hombre","7111",543064,210000,363151
"3027","Magallanes","Hombre","7122",318198,326818,346903
"3028","Magallanes","Hombre","7123",315146,357212,700000
"3029","Magallanes","Hombre","7124",328216,300000,350000
"3030","Magallanes","Hombre","7129",349168,400909,423077
"3031","Magallanes","Hombre","7131",437600,NA,NA
"3032","Magallanes","Hombre","7132",352111,404878,600000
"3033","Magallanes","Hombre","7136",393362,300000,254286
"3034","Magallanes","Hombre","7137",387156,299468,438929
"3035","Magallanes","Hombre","7141",218420,281061,259756
"3036","Magallanes","Hombre","7142",680950,200000,400000
"3037","Magallanes","Hombre","7212",415720,350000,342286
"3038","Magallanes","Hombre","7214",65329,326531,395263
"3039","Magallanes","Hombre","7216",199108,NA,615217
"3040","Magallanes","Hombre","7231",471680,400000,300000
"3041","Magallanes","Hombre","7232",777438,NA,NA
"3042","Magallanes","Hombre","7233",547000,403500,627586
"3043","Magallanes","Hombre","7241",272244,645455,250000
"3044","Magallanes","Hombre","7242",160994,289328,NA
"3045","Magallanes","Hombre","7244",374446,NA,NA
"3046","Magallanes","Hombre","7313",821600,NA,NA
"3047","Magallanes","Hombre","7331",255310,40000,200000
"3048","Magallanes","Hombre","7345",218800,180000,550000
"3049","Magallanes","Hombre","7411",218800,275870,450000
"3050","Magallanes","Hombre","7412",297618,226412,228235
"3051","Magallanes","Hombre","7415",754860,NA,NA
"3052","Magallanes","Hombre","7422",450103,225137,NA
"3053","Magallanes","Hombre","7437",308100,NA,112703
"3054","Magallanes","Hombre","8113",578468,579478,799200
"3055","Magallanes","Hombre","8153",328200,747586,NA
"3056","Magallanes","Hombre","8163",295573,900000,693333
"3057","Magallanes","Hombre","8211",261935,460000,300000
"3058","Magallanes","Hombre","8212",601700,328049,360000
"3059","Magallanes","Hombre","8240",196920,321552,NA
"3060","Magallanes","Hombre","8251",383994,300000,NA
"3061","Magallanes","Hombre","8263",240680,NA,NA
"3062","Magallanes","Hombre","8271",255323,284694,400000
"3063","Magallanes","Hombre","8278",328200,300000,NA
"3064","Magallanes","Hombre","8290",246378,NA,590000
"3065","Magallanes","Hombre","8322",599201,350000,394603
"3066","Magallanes","Hombre","8323",513500,250000,400000
"3067","Magallanes","Hombre","8324",410800,400000,426889
"3068","Magallanes","Hombre","8331",382900,NA,676087
"3069","Magallanes","Hombre","8332",339982,581579,500000
"3070","Magallanes","Hombre","8333",320613,193805,292683
"3071","Magallanes","Hombre","8334",410047,500000,NA
"3072","Magallanes","Hombre","8340",563586,425366,735135
"3073","Magallanes","Hombre","9111",820500,150000,NA
"3074","Magallanes","Hombre","9112",102700,80677,153421
"3075","Magallanes","Hombre","9132",226640,250000,300000
"3076","Magallanes","Hombre","9141",305168,162000,NA
"3077","Magallanes","Hombre","9142",1437800,190000,330000
"3078","Magallanes","Hombre","9151",206671,278000,341358
"3079","Magallanes","Hombre","9152",231713,268279,330060
"3080","Magallanes","Hombre","9161",218800,280000,350000
"3081","Magallanes","Hombre","9162",146298,205000,100000
"3082","Magallanes","Hombre","9211",207659,300000,322642
"3083","Magallanes","Hombre","9213",273500,340000,250000
"3084","Magallanes","Hombre","9311",415720,NA,264583
"3085","Magallanes","Hombre","9312",273500,270877,250000
"3086","Magallanes","Hombre","9313",377509,290387,288485
"3087","Magallanes","Hombre","9322",164970,100000,339730
"3088","Magallanes","Hombre","9333",231452,240000,286642
"3089","Magallanes","Hombre","9999",333184,528571,NA
"3090","Magallanes","Mujer","0110",1531600,430000,592000
"3091","Magallanes","Mujer","1229",1203400,NA,1000000
"3092","Magallanes","Mujer","1232",321636,713096,NA
"3093","Magallanes","Mujer","1237",1094000,NA,NA
"3094","Magallanes","Mujer","1314",375732,250000,960000
"3095","Magallanes","Mujer","1315",958533,342857,453343
"3096","Magallanes","Mujer","2131",437600,NA,NA
"3097","Magallanes","Mujer","2142",656400,930061,1400000
"3098","Magallanes","Mujer","2146",1422200,NA,NA
"3099","Magallanes","Mujer","2149",890829,765116,796629
"3100","Magallanes","Mujer","2211",1237081,1473529,1500000
"3101","Magallanes","Mujer","2213",644166,958244,NA
"3102","Magallanes","Mujer","2221",175040,NA,2000000
"3103","Magallanes","Mujer","2223",559456,425213,NA
"3104","Magallanes","Mujer","2230",984600,1086158,1009365
"3105","Magallanes","Mujer","2310",984600,1100000,831765
"3106","Magallanes","Mujer","2320",656400,600000,958361
"3107","Magallanes","Mujer","2331",626859,700000,700000
"3108","Magallanes","Mujer","2332",827153,509661,600000
"3109","Magallanes","Mujer","2340",630040,711452,500000
"3110","Magallanes","Mujer","2351",419556,425193,509027
"3111","Magallanes","Mujer","2359",626859,542707,NA
"3112","Magallanes","Mujer","2411",1224746,550000,700000
"3113","Magallanes","Mujer","2412",656400,300000,1166667
"3114","Magallanes","Mujer","2419",645621,913973,698852
"3115","Magallanes","Mujer","2432",615445,730870,NA
"3116","Magallanes","Mujer","2445",728781,640682,845455
"3117","Magallanes","Mujer","2446",727676,885000,700000
"3118","Magallanes","Mujer","2451",1019409,371959,700000
"3119","Magallanes","Mujer","2452",984600,NA,NA
"3120","Magallanes","Mujer","3118",393840,1200000,NA
"3121","Magallanes","Mujer","3121",765800,NA,240000
"3122","Magallanes","Mujer","3152",683750,799342,1200000
"3123","Magallanes","Mujer","3225",196920,274000,532692
"3124","Magallanes","Mujer","3226",519271,651220,606896
"3125","Magallanes","Mujer","3228",114870,400000,460000
"3126","Magallanes","Mujer","3231",328200,348558,449457
"3127","Magallanes","Mujer","3310",369720,369231,320000
"3128","Magallanes","Mujer","3320",258064,300000,350000
"3129","Magallanes","Mujer","3330",326377,245476,220000
"3130","Magallanes","Mujer","3411",350067,305280,672903
"3131","Magallanes","Mujer","3412",512678,455455,371277
"3132","Magallanes","Mujer","3413",1868994,1000000,NA
"3133","Magallanes","Mujer","3415",209971,300000,662963
"3134","Magallanes","Mujer","3419",547000,NA,241463
"3135","Magallanes","Mujer","3431",380654,455787,400000
"3136","Magallanes","Mujer","3433",355589,NA,382439
"3137","Magallanes","Mujer","3439",322233,NA,NA
"3138","Magallanes","Mujer","3444",1203400,NA,1450000
"3139","Magallanes","Mujer","3449",352069,1157586,NA
"3140","Magallanes","Mujer","3450",437600,NA,NA
"3141","Magallanes","Mujer","3460",103930,400000,350000
"3142","Magallanes","Mujer","3471",329834,322732,NA
"3143","Magallanes","Mujer","3473",123240,NA,250000
"3144","Magallanes","Mujer","3475",317260,800000,NA
"3145","Magallanes","Mujer","4113",181737,NA,400000
"3146","Magallanes","Mujer","4115",306753,300000,356897
"3147","Magallanes","Mujer","4121",656400,355000,575000
"3148","Magallanes","Mujer","4122",269190,506043,285833
"3149","Magallanes","Mujer","4131",437668,315135,350000
"3150","Magallanes","Mujer","4132",251620,NA,350000
"3151","Magallanes","Mujer","4141",382900,276087,626400
"3152","Magallanes","Mujer","4142",437600,NA,335714
"3153","Magallanes","Mujer","4143",492300,406500,453279
"3154","Magallanes","Mujer","4190",285678,368724,446000
"3155","Magallanes","Mujer","4211",197382,251818,247803
"3156","Magallanes","Mujer","4213",253359,200000,NA
"3157","Magallanes","Mujer","4215",200397,320000,NA
"3158","Magallanes","Mujer","4221",328200,NA,NA
"3159","Magallanes","Mujer","4222",281538,328169,274468
"3160","Magallanes","Mujer","4223",61264,264571,339980
"3161","Magallanes","Mujer","5111",182333,244091,NA
"3162","Magallanes","Mujer","5113",196920,500000,295546
"3163","Magallanes","Mujer","5121",177747,275143,NA
"3164","Magallanes","Mujer","5122",218800,210000,280000
"3165","Magallanes","Mujer","5123",201077,210000,250000
"3166","Magallanes","Mujer","5131",248628,210000,296606
"3167","Magallanes","Mujer","5132",328200,293521,400000
"3168","Magallanes","Mujer","5133",273500,180000,250000
"3169","Magallanes","Mujer","5141",266350,219048,229545
"3170","Magallanes","Mujer","5152",308100,NA,NA
"3171","Magallanes","Mujer","5162",1312800,600000,1100000
"3172","Magallanes","Mujer","5169",218800,259492,NA
"3173","Magallanes","Mujer","5220",199108,210000,270000
"3174","Magallanes","Mujer","5230",88628,166000,250000
"3175","Magallanes","Mujer","6111",102700,NA,300000
"3176","Magallanes","Mujer","6113",209288,200000,224348
"3177","Magallanes","Mujer","6121",173946,255441,300000
"3178","Magallanes","Mujer","6123",350080,NA,NA
"3179","Magallanes","Mujer","6151",437600,386667,NA
"3180","Magallanes","Mujer","7141",196920,173667,150000
"3181","Magallanes","Mujer","7142",246150,NA,NA
"3182","Magallanes","Mujer","7311",384308,NA,NA
"3183","Magallanes","Mujer","7332",184860,30000,132759
"3184","Magallanes","Mujer","7411",202167,251739,326000
"3185","Magallanes","Mujer","7412",182561,220000,282927
"3186","Magallanes","Mujer","7433",103634,100732,86022
"3187","Magallanes","Mujer","7436",898403,100000,149535
"3188","Magallanes","Mujer","8271",213197,284615,300000
"3189","Magallanes","Mujer","8290",335038,NA,400000
"3190","Magallanes","Mujer","8322",293758,368421,648837
"3191","Magallanes","Mujer","8323",535741,305614,180000
"3192","Magallanes","Mujer","8333",173946,NA,NA
"3193","Magallanes","Mujer","9112",235069,53415,221910
"3194","Magallanes","Mujer","9113",61620,108035,NA
"3195","Magallanes","Mujer","9131",164100,140000,173253
"3196","Magallanes","Mujer","9132",196920,205111,244814
"3197","Magallanes","Mujer","9133",120881,250000,124892
"3198","Magallanes","Mujer","9141",229740,NA,NA
"3199","Magallanes","Mujer","9151",193661,211429,289097
"3200","Magallanes","Mujer","9152",210123,292637,300000
"3201","Magallanes","Mujer","9162",98460,220000,NA
"3202","Magallanes","Mujer","9213",317260,297755,300000
"3203","Magallanes","Mujer","9322",205400,369152,250000
"3204","Magallanes","Mujer","9333",120340,210000,NA
"3205","Magallanes","Mujer","9999",306320,250000,NA
"3206","Maule","Hombre","0110",718731,378767,1066218
"3207","Maule","Hombre","1130",507895,NA,NA
"3208","Maule","Hombre","1229",798738,1300000,522321
"3209","Maule","Hombre","1232",486519,464419,NA
"3210","Maule","Hombre","1311",418136,675000,647619
"3211","Maule","Hombre","1312",616200,578810,850000
"3212","Maule","Hombre","1313",369720,1041053,1041912
"3213","Maule","Hombre","1314",513500,244551,350000
"3214","Maule","Hombre","1315",481475,243976,340004
"3215","Maule","Hombre","1316",821600,700000,1194872
"3216","Maule","Hombre","2131",560410,507595,544768
"3217","Maule","Hombre","2132",929900,473684,408547
"3218","Maule","Hombre","2141",395572,1269136,NA
"3219","Maule","Hombre","2142",940840,893146,1180952
"3220","Maule","Hombre","2143",701371,NA,1722124
"3221","Maule","Hombre","2144",545674,NA,350000
"3222","Maule","Hombre","2145",956462,447987,712931
"3223","Maule","Hombre","2146",273500,NA,500000
"3224","Maule","Hombre","2147",612640,1152062,NA
"3225","Maule","Hombre","2148",284511,NA,630952
"3226","Maule","Hombre","2149",553016,1048787,1000000
"3227","Maule","Hombre","2213",861638,995918,954578
"3228","Maule","Hombre","2222",2822985,922414,775000
"3229","Maule","Hombre","2223",845813,1905105,820354
"3230","Maule","Hombre","2229",278568,NA,1000000
"3231","Maule","Hombre","2230",1094000,1200000,1385664
"3232","Maule","Hombre","2310",396714,474611,2073759
"3233","Maule","Hombre","2320",609656,826490,519038
"3234","Maule","Hombre","2331",459480,667333,584444
"3235","Maule","Hombre","2351",601700,NA,601698
"3236","Maule","Hombre","2352",153160,NA,577143
"3237","Maule","Hombre","2359",218800,548837,174367
"3238","Maule","Hombre","2411",504289,635811,753226
"3239","Maule","Hombre","2419",761242,463681,800000
"3240","Maule","Hombre","2421",1211661,1039409,912644
"3241","Maule","Hombre","2422",902218,NA,NA
"3242","Maule","Hombre","2429",273500,NA,1100000
"3243","Maule","Hombre","2441",1486310,NA,180000
"3244","Maule","Hombre","2442",1070097,540000,NA
"3245","Maule","Hombre","2446",656400,450000,513209
"3246","Maule","Hombre","2452",250018,NA,NA
"3247","Maule","Hombre","2453",426641,NA,200000
"3248","Maule","Hombre","2455",913406,NA,300000
"3249","Maule","Hombre","2460",525120,335939,239783
"3250","Maule","Hombre","3111",164100,409091,NA
"3251","Maule","Hombre","3112",372381,555238,490000
"3252","Maule","Hombre","3113",765800,489011,475286
"3253","Maule","Hombre","3114",327681,NA,400000
"3254","Maule","Hombre","3115",333099,255618,586792
"3255","Maule","Hombre","3116",308047,NA,NA
"3256","Maule","Hombre","3117",1969200,NA,300000
"3257","Maule","Hombre","3118",410250,472414,503007
"3258","Maule","Hombre","3119",328200,NA,NA
"3259","Maule","Hombre","3121",286787,360188,489520
"3260","Maule","Hombre","3122",180510,NA,468235
"3261","Maule","Hombre","3131",929900,335185,331250
"3262","Maule","Hombre","3152",502430,260625,484257
"3263","Maule","Hombre","3212",288536,417989,450202
"3264","Maule","Hombre","3213",574480,NA,449863
"3265","Maule","Hombre","3226",1094000,150000,346900
"3266","Maule","Hombre","3228",199655,NA,NA
"3267","Maule","Hombre","3231",347010,492289,409302
"3268","Maule","Hombre","3310",851417,323022,250000
"3269","Maule","Hombre","3411",377018,1116522,371958
"3270","Maule","Hombre","3412",711100,437313,594958
"3271","Maule","Hombre","3413",677820,659016,NA
"3272","Maule","Hombre","3415",258744,240275,288608
"3273","Maule","Hombre","3416",199108,328112,NA
"3274","Maule","Hombre","3431",294226,800000,500000
"3275","Maule","Hombre","3432",495582,400000,844886
"3276","Maule","Hombre","3433",532336,333380,660000
"3277","Maule","Hombre","3439",476634,497830,759750
"3278","Maule","Hombre","3442",1914500,NA,266575
"3279","Maule","Hombre","3444",514180,NA,650000
"3280","Maule","Hombre","3449",547000,573451,NA
"3281","Maule","Hombre","3450",437600,NA,569677
"3282","Maule","Hombre","3460",323426,NA,NA
"3283","Maule","Hombre","3471",296667,589634,376882
"3284","Maule","Hombre","3472",302963,210000,441279
"3285","Maule","Hombre","3473",205400,171810,288457
"3286","Maule","Hombre","3475",164100,908000,NA
"3287","Maule","Hombre","3480",410800,NA,400000
"3288","Maule","Hombre","4113",217816,300000,252407
"3289","Maule","Hombre","4115",251930,345446,386446
"3290","Maule","Hombre","4121",458021,350000,470339
"3291","Maule","Hombre","4122",209220,1811863,NA
"3292","Maule","Hombre","4131",246443,270000,294797
"3293","Maule","Hombre","4132",293276,259091,469072
"3294","Maule","Hombre","4133",328906,250000,404416
"3295","Maule","Hombre","4141",306320,400000,NA
"3296","Maule","Hombre","4142",289404,229118,300000
"3297","Maule","Hombre","4190",431083,280563,365287
"3298","Maule","Hombre","4211",182806,233758,249733
"3299","Maule","Hombre","4222",447789,353947,316608
"3300","Maule","Hombre","4223",194121,201375,193471
"3301","Maule","Hombre","5112",107814,210000,248110
"3302","Maule","Hombre","5121",503240,486168,274531
"3303","Maule","Hombre","5122",223736,295270,272068
"3304","Maule","Hombre","5123",199891,210058,239130
"3305","Maule","Hombre","5131",457667,300000,443478
"3306","Maule","Hombre","5132",443447,227476,415143
"3307","Maule","Hombre","5133",205141,NA,NA
"3308","Maule","Hombre","5141",353668,28361,250000
"3309","Maule","Hombre","5162",504786,716949,350000
"3310","Maule","Hombre","5163",495149,450000,580734
"3311","Maule","Hombre","5169",201451,232635,241000
"3312","Maule","Hombre","5220",199108,205892,250000
"3313","Maule","Hombre","5230",351066,201295,225390
"3314","Maule","Hombre","6111",196920,210000,241000
"3315","Maule","Hombre","6112",199108,210000,241000
"3316","Maule","Hombre","6113",199108,200000,241000
"3317","Maule","Hombre","6114",205400,NA,NA
"3318","Maule","Hombre","6121",208739,208956,240000
"3319","Maule","Hombre","6122",199364,200000,300000
"3320","Maule","Hombre","6123",254902,208049,237272
"3321","Maule","Hombre","6130",1643200,200000,246350
"3322","Maule","Hombre","6141",200280,217023,241000
"3323","Maule","Hombre","6142",164320,121681,173919
"3324","Maule","Hombre","6152",180797,238609,126420
"3325","Maule","Hombre","6153",203484,NA,200000
"3326","Maule","Hombre","6210",205400,100000,250000
"3327","Maule","Hombre","7111",460203,240000,299032
"3328","Maule","Hombre","7112",437600,NA,480000
"3329","Maule","Hombre","7113",184860,222609,565862
"3330","Maule","Hombre","7121",207480,413354,248266
"3331","Maule","Hombre","7122",218800,213514,250000
"3332","Maule","Hombre","7123",180175,220000,249426
"3333","Maule","Hombre","7124",220259,240000,250000
"3334","Maule","Hombre","7129",475248,300000,325893
"3335","Maule","Hombre","7131",410800,250000,390748
"3336","Maule","Hombre","7132",198930,210000,240000
"3337","Maule","Hombre","7133",291638,321622,NA
"3338","Maule","Hombre","7135",306320,180000,246256
"3339","Maule","Hombre","7136",282351,209867,230000
"3340","Maule","Hombre","7137",328631,297335,300000
"3341","Maule","Hombre","7141",198793,253421,241000
"3342","Maule","Hombre","7142",257197,291698,147248
"3343","Maule","Hombre","7211",369720,NA,305000
"3344","Maule","Hombre","7212",207780,282243,298043
"3345","Maule","Hombre","7213",467208,243065,206622
"3346","Maule","Hombre","7214",240680,300000,300000
"3347","Maule","Hombre","7221",164100,NA,250000
"3348","Maule","Hombre","7222",336403,250000,292290
"3349","Maule","Hombre","7231",273500,210000,250000
"3350","Maule","Hombre","7233",318204,326000,336157
"3351","Maule","Hombre","7241",228262,641016,244011
"3352","Maule","Hombre","7243",183569,210000,427228
"3353","Maule","Hombre","7244",248750,210000,NA
"3354","Maule","Hombre","7245",301861,290625,283857
"3355","Maule","Hombre","7311",133510,350000,228512
"3356","Maule","Hombre","7313",410800,NA,205612
"3357","Maule","Hombre","7321",127695,243194,300000
"3358","Maule","Hombre","7324",323879,180000,329095
"3359","Maule","Hombre","7331",140155,234615,70000
"3360","Maule","Hombre","7332",379220,290196,250000
"3361","Maule","Hombre","7343",246480,NA,317989
"3362","Maule","Hombre","7411",199108,268221,280000
"3363","Maule","Hombre","7412",199108,210000,246436
"3364","Maule","Hombre","7413",373828,NA,194444
"3365","Maule","Hombre","7414",199108,NA,264212
"3366","Maule","Hombre","7421",200552,440000,247165
"3367","Maule","Hombre","7422",203868,210000,241000
"3368","Maule","Hombre","7423",204578,289375,232473
"3369","Maule","Hombre","7433",218800,212763,69497
"3370","Maule","Hombre","7435",16410,NA,241000
"3371","Maule","Hombre","7436",184860,200000,298387
"3372","Maule","Hombre","7437",267020,185971,150000
"3373","Maule","Hombre","7442",528529,64634,225802
"3374","Maule","Hombre","8111",323157,588571,600000
"3375","Maule","Hombre","8112",765800,NA,240000
"3376","Maule","Hombre","8113",418294,228458,300000
"3377","Maule","Hombre","8141",199108,212276,241000
"3378","Maule","Hombre","8143",183792,217968,NA
"3379","Maule","Hombre","8159",180145,NA,NA
"3380","Maule","Hombre","8161",437600,600000,668214
"3381","Maule","Hombre","8162",656400,220000,548684
"3382","Maule","Hombre","8163",265239,268941,500000
"3383","Maule","Hombre","8211",199108,206357,465714
"3384","Maule","Hombre","8212",437600,NA,NA
"3385","Maule","Hombre","8231",262065,210000,307362
"3386","Maule","Hombre","8240",248212,210000,240966
"3387","Maule","Hombre","8251",237058,219800,299864
"3388","Maule","Hombre","8253",199108,NA,242629
"3389","Maule","Hombre","8271",253130,340044,274533
"3390","Maule","Hombre","8272",202390,400000,350000
"3391","Maule","Hombre","8273",218800,226642,220000
"3392","Maule","Hombre","8274",410800,306429,NA
"3393","Maule","Hombre","8275",328200,351341,347706
"3394","Maule","Hombre","8276",199108,250000,NA
"3395","Maule","Hombre","8278",324885,221012,368136
"3396","Maule","Hombre","8290",233711,420000,265163
"3397","Maule","Hombre","8311",218800,NA,NA
"3398","Maule","Hombre","8312",199108,NA,NA
"3399","Maule","Hombre","8322",218800,280000,300000
"3400","Maule","Hombre","8323",230793,250000,280000
"3401","Maule","Hombre","8324",298373,300000,350000
"3402","Maule","Hombre","8331",199108,245662,250000
"3403","Maule","Hombre","8332",328200,319174,300000
"3404","Maule","Hombre","8333",328200,210000,367212
"3405","Maule","Hombre","8334",311106,250000,253413
"3406","Maule","Hombre","9111",308100,250000,187654
"3407","Maule","Hombre","9112",206313,150000,109697
"3408","Maule","Hombre","9113",183992,223775,400000
"3409","Maule","Hombre","9131",199108,91227,244138
"3410","Maule","Hombre","9132",199108,210000,270588
"3411","Maule","Hombre","9133",157536,NA,242444
"3412","Maule","Hombre","9141",200219,210000,279634
"3413","Maule","Hombre","9142",167441,292424,150000
"3414","Maule","Hombre","9151",218800,210000,247000
"3415","Maule","Hombre","9152",199108,220000,250000
"3416","Maule","Hombre","9153",218800,210000,296035
"3417","Maule","Hombre","9161",122361,230788,248128
"3418","Maule","Hombre","9162",177228,210000,240000
"3419","Maule","Hombre","9211",196920,210000,241000
"3420","Maule","Hombre","9212",199108,227049,255299
"3421","Maule","Hombre","9213",219340,256327,NA
"3422","Maule","Hombre","9311",185980,185000,550000
"3423","Maule","Hombre","9312",258220,227475,262424
"3424","Maule","Hombre","9313",199458,210000,241000
"3425","Maule","Hombre","9322",185088,289043,240000
"3426","Maule","Hombre","9331",102700,78925,NA
"3427","Maule","Hombre","9333",199108,210000,241000
"3428","Maule","Hombre","9999",254293,559055,300000
"3429","Maule","Mujer","0110",218800,NA,598484
"3430","Maule","Mujer","1110",547000,NA,NA
"3431","Maule","Mujer","1120",328200,NA,658667
"3432","Maule","Mujer","1221",1094000,NA,NA
"3433","Maule","Mujer","1229",396575,790000,876923
"3434","Maule","Mujer","1311",410800,341837,NA
"3435","Maule","Mujer","1313",1649424,NA,NA
"3436","Maule","Mujer","1314",205400,200000,180000
"3437","Maule","Mujer","1315",260677,150000,280253
"3438","Maule","Mujer","1316",328200,NA,1197000
"3439","Maule","Mujer","1318",299820,NA,180000
"3440","Maule","Mujer","1319",1097232,1129114,329098
"3441","Maule","Mujer","2141",656400,1000000,682494
"3442","Maule","Mujer","2142",348441,3171271,757843
"3443","Maule","Mujer","2146",459480,NA,NA
"3444","Maule","Mujer","2149",489101,524138,1000000
"3445","Maule","Mujer","2213",354430,733542,1120130
"3446","Maule","Mujer","2221",923812,500000,2300000
"3447","Maule","Mujer","2222",5305905,297727,NA
"3448","Maule","Mujer","2223",700600,968500,843380
"3449","Maule","Mujer","2229",627772,NA,900000
"3450","Maule","Mujer","2230",485375,975207,780870
"3451","Maule","Mujer","2310",444245,873073,921801
"3452","Maule","Mujer","2320",544451,472370,600000
"3453","Maule","Mujer","2331",485390,452827,550000
"3454","Maule","Mujer","2332",461641,420829,500000
"3455","Maule","Mujer","2340",521394,500000,500000
"3456","Maule","Mujer","2351",445714,NA,494842
"3457","Maule","Mujer","2352",210752,274786,414868
"3458","Maule","Mujer","2359",205400,749465,130000
"3459","Maule","Mujer","2411",657255,353488,686395
"3460","Maule","Mujer","2412",634520,230000,NA
"3461","Maule","Mujer","2419",636764,369087,840936
"3462","Maule","Mujer","2421",715263,1503941,1420339
"3463","Maule","Mujer","2422",1531600,NA,NA
"3464","Maule","Mujer","2432",984600,280000,900740
"3465","Maule","Mujer","2441",598919,NA,NA
"3466","Maule","Mujer","2444",273500,NA,1477723
"3467","Maule","Mujer","2445",580121,702526,470353
"3468","Maule","Mujer","2446",511802,800000,780828
"3469","Maule","Mujer","2451",656400,800000,410000
"3470","Maule","Mujer","2452",437600,80000,NA
"3471","Maule","Mujer","2453",1027000,NA,NA
"3472","Maule","Mujer","2455",361020,NA,NA
"3473","Maule","Mujer","3113",202390,NA,NA
"3474","Maule","Mujer","3131",184910,NA,250000
"3475","Maule","Mujer","3152",213468,229829,380000
"3476","Maule","Mujer","3212",547000,NA,621504
"3477","Maule","Mujer","3225",259986,380000,299420
"3478","Maule","Mujer","3226",136858,1347500,342592
"3479","Maule","Mujer","3228",284440,NA,NA
"3480","Maule","Mujer","3229",328200,300488,NA
"3481","Maule","Mujer","3231",328200,350290,309535
"3482","Maule","Mujer","3310",612640,251475,240000
"3483","Maule","Mujer","3320",210538,279720,342704
"3484","Maule","Mujer","3411",1034074,210000,601399
"3485","Maule","Mujer","3412",326346,296912,366667
"3486","Maule","Mujer","3413",233678,NA,150000
"3487","Maule","Mujer","3415",415720,205615,289800
"3488","Maule","Mujer","3419",240680,340000,341958
"3489","Maule","Mujer","3421",207860,NA,309781
"3490","Maule","Mujer","3429",109400,400000,NA
"3491","Maule","Mujer","3431",239740,436700,431613
"3492","Maule","Mujer","3432",260629,480040,511951
"3493","Maule","Mujer","3433",337393,428431,936434
"3494","Maule","Mujer","3439",293716,NA,310562
"3495","Maule","Mujer","3442",393840,270000,520000
"3496","Maule","Mujer","3449",361567,NA,641463
"3497","Maule","Mujer","3460",385134,515366,243558
"3498","Maule","Mujer","3471",377538,200000,283521
"3499","Maule","Mujer","3473",205400,138000,135000
"3500","Maule","Mujer","3480",153160,NA,383115
"3501","Maule","Mujer","4113",309171,156316,NA
"3502","Maule","Mujer","4115",218800,250000,280000
"3503","Maule","Mujer","4121",238492,313280,357865
