"","region","sex","occupation","2011","2013","2015"
"1182","Atacama","Hombre","6152",509311,350328,299856
"1183","Atacama","Hombre","6153",578280,210000,179062
"1184","Atacama","Hombre","6210",148157,60000,410062
"1185","Atacama","Hombre","7111",463825,531934,564714
"1186","Atacama","Hombre","7112",441606,700000,463947
"1187","Atacama","Hombre","7121",479510,291316,338730
"1188","Atacama","Hombre","7122",346354,302501,332547
"1189","Atacama","Hombre","7123",765800,250000,340468
"1190","Atacama","Hombre","7124",387446,300246,431786
"1191","Atacama","Hombre","7129",503608,503604,514437
"1192","Atacama","Hombre","7131",291804,600000,361111
"1193","Atacama","Hombre","7132",246480,433028,464899
"1194","Atacama","Hombre","7134",174590,NA,700000
"1195","Atacama","Hombre","7135",314787,NA,320667
"1196","Atacama","Hombre","7136",338150,328072,344948
"1197","Atacama","Hombre","7137",456564,594936,556618
"1198","Atacama","Hombre","7141",574560,278384,340938
"1199","Atacama","Hombre","7142",437600,581348,225789
"1200","Atacama","Hombre","7143",328200,NA,NA
"1201","Atacama","Hombre","7211",437600,NA,400000
"1202","Atacama","Hombre","7212",477411,440143,532540
"1203","Atacama","Hombre","7214",439935,436756,535720
"1204","Atacama","Hombre","7215",328200,NA,NA
"1205","Atacama","Hombre","7222",143780,18000,NA
"1206","Atacama","Hombre","7223",446920,200000,482946
"1207","Atacama","Hombre","7231",474120,489989,516766
"1208","Atacama","Hombre","7233",528008,510930,613964
"1209","Atacama","Hombre","7241",543043,605853,925814
"1210","Atacama","Hombre","7242",513500,700000,365000
"1211","Atacama","Hombre","7243",251064,151205,370000
"1212","Atacama","Hombre","7244",328200,443798,NA
"1213","Atacama","Hombre","7245",377558,482748,363891
"1214","Atacama","Hombre","7311",186329,NA,600000
"1215","Atacama","Hombre","7331",218800,20000,115752
"1216","Atacama","Hombre","7332",164320,NA,275745
"1217","Atacama","Hombre","7411",224136,216092,325458
"1218","Atacama","Hombre","7412",333841,295138,324636
"1219","Atacama","Hombre","7414",416493,NA,250000
"1220","Atacama","Hombre","7421",196920,NA,NA
"1221","Atacama","Hombre","7422",425110,273099,143269
"1222","Atacama","Hombre","7431",61620,NA,NA
"1223","Atacama","Hombre","7432",390260,NA,NA
"1224","Atacama","Hombre","7433",616200,NA,160000
"1225","Atacama","Hombre","7435",875200,NA,NA
"1226","Atacama","Hombre","7437",750851,NA,NA
"1227","Atacama","Hombre","8111",430443,557353,653135
"1228","Atacama","Hombre","8112",590445,558715,595316
"1229","Atacama","Hombre","8113",548303,458997,533179
"1230","Atacama","Hombre","8121",597550,434714,646773
"1231","Atacama","Hombre","8122",437600,490218,522222
"1232","Atacama","Hombre","8153",711100,NA,470000
"1233","Atacama","Hombre","8159",344776,410000,400000
"1234","Atacama","Hombre","8162",325074,NA,762500
"1235","Atacama","Hombre","8163",260061,313492,613500
"1236","Atacama","Hombre","8211",561125,474749,360000
"1237","Atacama","Hombre","8212",241539,NA,1000000
"1238","Atacama","Hombre","8222",294483,NA,500000
"1239","Atacama","Hombre","8229",470811,NA,NA
"1240","Atacama","Hombre","8231",605156,391429,500000
"1241","Atacama","Hombre","8251",358969,NA,NA
"1242","Atacama","Hombre","8271",273500,332178,NA
"1243","Atacama","Hombre","8281",196920,NA,NA
"1244","Atacama","Hombre","8290",257656,NA,NA
"1245","Atacama","Hombre","8311",103930,353448,413529
"1246","Atacama","Hombre","8312",547000,600000,900000
"1247","Atacama","Hombre","8322",596710,377105,444367
"1248","Atacama","Hombre","8323",511832,391632,427309
"1249","Atacama","Hombre","8324",469860,541169,609580
"1250","Atacama","Hombre","8331",297842,257972,392388
"1251","Atacama","Hombre","8332",559009,574886,647305
"1252","Atacama","Hombre","8333",728549,396341,519107
"1253","Atacama","Hombre","8334",598226,418973,416610
"1254","Atacama","Hombre","8340",131280,405405,695912
"1255","Atacama","Hombre","9111",301938,261447,156439
"1256","Atacama","Hombre","9112",496441,233571,240257
"1257","Atacama","Hombre","9131",208495,NA,796670
"1258","Atacama","Hombre","9132",251201,272020,410702
"1259","Atacama","Hombre","9141",248578,465089,243770
"1260","Atacama","Hombre","9142",61620,241152,182326
"1261","Atacama","Hombre","9151",261248,257788,299962
"1262","Atacama","Hombre","9152",289556,294874,376759
"1263","Atacama","Hombre","9161",273500,191897,399656
"1264","Atacama","Hombre","9162",197381,295722,NA
"1265","Atacama","Hombre","9211",272524,234040,338858
"1266","Atacama","Hombre","9213",364667,205072,204000
"1267","Atacama","Hombre","9311",471498,369963,363307
"1268","Atacama","Hombre","9312",453541,409810,352993
"1269","Atacama","Hombre","9313",306696,264278,289612
"1270","Atacama","Hombre","9322",220304,185714,227531
"1271","Atacama","Hombre","9333",290276,167204,335111
"1272","Atacama","Hombre","9999",381452,422152,90000
"1273","Atacama","Mujer","1110",196920,491261,600000
"1274","Atacama","Mujer","1210",821600,NA,1096552
"1275","Atacama","Mujer","1229",534568,560417,NA
"1276","Atacama","Mujer","1232",121434,1381395,NA
"1277","Atacama","Mujer","1237",420096,NA,NA
"1278","Atacama","Mujer","1312",196920,NA,400000
"1279","Atacama","Mujer","1314",471351,243076,304863
"1280","Atacama","Mujer","1315",1425352,971181,512224
"1281","Atacama","Mujer","1318",308100,NA,223913
"1282","Atacama","Mujer","1319",1499115,500000,800000
"1283","Atacama","Mujer","2131",547000,NA,726829
"1284","Atacama","Mujer","2132",875200,1000000,NA
"1285","Atacama","Mujer","2141",765800,NA,1180588
"1286","Atacama","Mujer","2142",772110,1625000,1349367
"1287","Atacama","Mujer","2146",972302,NA,600000
"1288","Atacama","Mujer","2147",382900,1800000,633333
"1289","Atacama","Mujer","2149",746164,842943,1348185
"1290","Atacama","Mujer","2213",547000,NA,NA
"1291","Atacama","Mujer","2221",771774,2500000,1758333
"1292","Atacama","Mujer","2222",5135000,NA,1386000
"1293","Atacama","Mujer","2229",568134,1000000,538696
"1294","Atacama","Mujer","2230",713254,840887,1162672
"1295","Atacama","Mujer","2310",2188000,447273,1291339
"1296","Atacama","Mujer","2320",776248,632455,534723
"1297","Atacama","Mujer","2331",560180,572448,615412
"1298","Atacama","Mujer","2332",593460,512834,602294
"1299","Atacama","Mujer","2340",576681,608934,629250
"1300","Atacama","Mujer","2351",638167,NA,637640
"1301","Atacama","Mujer","2352",654691,1150000,310000
"1302","Atacama","Mujer","2359",500847,500000,705770
"1303","Atacama","Mujer","2411",454204,616667,704091
"1304","Atacama","Mujer","2419",558423,707207,635591
"1305","Atacama","Mujer","2421",2631652,643617,1573791
"1306","Atacama","Mujer","2429",475469,NA,NA
"1307","Atacama","Mujer","2432",328200,333000,330000
"1308","Atacama","Mujer","2442",656400,NA,2500000
"1309","Atacama","Mujer","2444",437600,NA,580000
"1310","Atacama","Mujer","2445",714981,648616,742033
"1311","Atacama","Mujer","2446",742716,947570,690811
"1312","Atacama","Mujer","2451",1094000,122222,400000
"1313","Atacama","Mujer","2452",499550,NA,NA
"1314","Atacama","Mujer","3112",765800,NA,NA
"1315","Atacama","Mujer","3116",411802,NA,1200000
"1316","Atacama","Mujer","3118",218800,NA,850000
"1317","Atacama","Mujer","3119",286670,NA,NA
"1318","Atacama","Mujer","3152",680230,350000,626182
"1319","Atacama","Mujer","3212",328200,NA,NA
"1320","Atacama","Mujer","3221",875200,1500000,463218
"1321","Atacama","Mujer","3223",1422200,705977,1400000
"1322","Atacama","Mujer","3225",219187,650000,559091
"1323","Atacama","Mujer","3226",88614,NA,404478
"1324","Atacama","Mujer","3231",378134,413857,619361
"1325","Atacama","Mujer","3310",555117,250395,246857
"1326","Atacama","Mujer","3320",271266,226172,334466
"1327","Atacama","Mujer","3411",576054,898215,625929
"1328","Atacama","Mujer","3413",659384,800000,547222
"1329","Atacama","Mujer","3415",426365,413343,606216
"1330","Atacama","Mujer","3429",198379,NA,700000
"1331","Atacama","Mujer","3431",405781,538054,472896
"1332","Atacama","Mujer","3432",340151,493418,467901
"1333","Atacama","Mujer","3433",372218,354375,406029
"1334","Atacama","Mujer","3439",346721,608333,588434
"1335","Atacama","Mujer","3444",557256,NA,893429
"1336","Atacama","Mujer","3450",711100,1500000,1200000
"1337","Atacama","Mujer","3460",675062,521633,446988
"1338","Atacama","Mujer","3471",286005,506250,337647
"1339","Atacama","Mujer","3475",429919,NA,NA
"1340","Atacama","Mujer","3480",141782,NA,NA
"1341","Atacama","Mujer","4113",199655,280000,NA
"1342","Atacama","Mujer","4115",319395,338581,338662
"1343","Atacama","Mujer","4121",386415,413766,428730
"1344","Atacama","Mujer","4122",664609,NA,1200000
"1345","Atacama","Mujer","4131",363755,276144,330186
"1346","Atacama","Mujer","4132",181830,606712,509897
"1347","Atacama","Mujer","4141",156282,266968,286000
"1348","Atacama","Mujer","4142",185980,300000,NA
"1349","Atacama","Mujer","4190",296563,355641,1078125
"1350","Atacama","Mujer","4211",234814,250145,278267
"1351","Atacama","Mujer","4215",181155,350000,386271
"1352","Atacama","Mujer","4222",315532,323343,358409
"1353","Atacama","Mujer","4223",410920,NA,328409
"1354","Atacama","Mujer","5111",234707,280000,NA
"1355","Atacama","Mujer","5112",205459,200000,NA
"1356","Atacama","Mujer","5122",276633,232055,265748
"1357","Atacama","Mujer","5123",215876,182720,226162
"1358","Atacama","Mujer","5131",213395,219909,247452
"1359","Atacama","Mujer","5132",314006,341985,362139
"1360","Atacama","Mujer","5141",265894,215587,271779
"1361","Atacama","Mujer","5162",864260,NA,444032
"1362","Atacama","Mujer","5163",484004,NA,500000
"1363","Atacama","Mujer","5220",258306,252090,348707
"1364","Atacama","Mujer","5230",221425,176835,194812
"1365","Atacama","Mujer","6111",317838,470000,447413
"1366","Atacama","Mujer","6112",249563,271917,324948
"1367","Atacama","Mujer","6113",319648,151271,105318
"1368","Atacama","Mujer","6121",213574,NA,NA
"1369","Atacama","Mujer","6141",257592,NA,NA
"1370","Atacama","Mujer","6151",142220,NA,NA
"1371","Atacama","Mujer","7111",693224,477692,572222
"1372","Atacama","Mujer","7231",437600,NA,NA
"1373","Atacama","Mujer","7243",199108,NA,NA
"1374","Atacama","Mujer","7313",616200,NA,NA
"1375","Atacama","Mujer","7324",143780,NA,NA
"1376","Atacama","Mujer","7332",286266,136425,67297
"1377","Atacama","Mujer","7411",173605,201565,266800
"1378","Atacama","Mujer","7412",195430,116421,204856
"1379","Atacama","Mujer","7413",82160,3000,650000
"1380","Atacama","Mujer","7415",196920,NA,NA
"1381","Atacama","Mujer","7432",164320,87000,15000
"1382","Atacama","Mujer","7433",140845,137304,252264
"1383","Atacama","Mujer","7436",135513,68725,109228
"1384","Atacama","Mujer","7437",246480,NA,NA
"1385","Atacama","Mujer","8111",131280,NA,NA
"1386","Atacama","Mujer","8112",196920,NA,380000
"1387","Atacama","Mujer","8229",328200,NA,NA
"1388","Atacama","Mujer","8263",442868,NA,NA
"1389","Atacama","Mujer","8278",308100,120000,NA
"1390","Atacama","Mujer","8290",310850,NA,NA
"1391","Atacama","Mujer","8322",453592,164130,605744
"1392","Atacama","Mujer","8323",439247,300000,221250
"1393","Atacama","Mujer","8324",311790,NA,537558
"1394","Atacama","Mujer","8331",308100,NA,NA
"1395","Atacama","Mujer","8332",415720,NA,377175
"1396","Atacama","Mujer","9111",265970,96667,190570
"1397","Atacama","Mujer","9112",128308,169079,183414
"1398","Atacama","Mujer","9113",165639,43294,120759
"1399","Atacama","Mujer","9131",157025,169237,193853
"1400","Atacama","Mujer","9132",175137,231829,243900
"1401","Atacama","Mujer","9133",183946,222574,123089
"1402","Atacama","Mujer","9141",198092,NA,342857
"1403","Atacama","Mujer","9142",87520,NA,60000
"1404","Atacama","Mujer","9151",197590,200000,264583
"1405","Atacama","Mujer","9152",227171,301346,345028
"1406","Atacama","Mujer","9162",120939,150000,270000
"1407","Atacama","Mujer","9211",184821,228097,266244
"1408","Atacama","Mujer","9213",213649,196467,NA
"1409","Atacama","Mujer","9311",512913,NA,500000
"1410","Atacama","Mujer","9313",271338,210000,NA
"1411","Atacama","Mujer","9322",214921,48076,171668
"1412","Atacama","Mujer","9333",218800,NA,300000
"1413","Atacama","Mujer","9999",320636,221196,753333
"1414","Aysén","Hombre","0110",1225193,907552,969968
"1415","Aysén","Hombre","1120",547000,NA,1296761
"1416","Aysén","Hombre","1130",491724,NA,NA
"1417","Aysén","Hombre","1210",1312800,1492229,1067797
"1418","Aysén","Hombre","1229",1460987,1094118,1500000
"1419","Aysén","Hombre","1232",218800,1300000,NA
"1420","Aysén","Hombre","1311",2073406,977770,751402
"1421","Aysén","Hombre","1313",2456359,2000000,1205714
"1422","Aysén","Hombre","1314",939498,497876,514347
"1423","Aysén","Hombre","1315",700227,928406,440000
"1424","Aysén","Hombre","1316",1140350,1103333,1000000
"1425","Aysén","Hombre","1317",1062945,NA,NA
"1426","Aysén","Hombre","1319",977038,NA,1115000
"1427","Aysén","Hombre","2122",328200,1900000,NA
"1428","Aysén","Hombre","2131",1335324,502597,NA
"1429","Aysén","Hombre","2132",547842,1092000,NA
"1430","Aysén","Hombre","2141",2804856,1256692,1797015
"1431","Aysén","Hombre","2142",1487305,1934944,1495500
"1432","Aysén","Hombre","2143",672126,724242,NA
"1433","Aysén","Hombre","2144",1192606,NA,1496923
"1434","Aysén","Hombre","2145",1859800,1000000,1395862
"1435","Aysén","Hombre","2146",547000,NA,NA
"1436","Aysén","Hombre","2147",3282000,NA,1887850
"1437","Aysén","Hombre","2148",2935932,NA,NA
"1438","Aysén","Hombre","2149",1340481,1175908,1144386
"1439","Aysén","Hombre","2211",1151305,NA,NA
"1440","Aysén","Hombre","2212",525120,NA,924483
"1441","Aysén","Hombre","2213",1522807,929582,NA
"1442","Aysén","Hombre","2221",4163934,4483871,NA
"1443","Aysén","Hombre","2222",3181234,NA,800000
"1444","Aysén","Hombre","2223",1562309,1582051,1131288
"1445","Aysén","Hombre","2230",1255722,1500000,NA
"1446","Aysén","Hombre","2310",1073644,NA,1638596
"1447","Aysén","Hombre","2320",913908,1233585,1587013
"1448","Aysén","Hombre","2331",813827,716652,926960
"1449","Aysén","Hombre","2340",656400,NA,NA
"1450","Aysén","Hombre","2351",339267,NA,NA
"1451","Aysén","Hombre","2352",241942,NA,1382759
"1452","Aysén","Hombre","2359",498829,748333,1089048
"1453","Aysén","Hombre","2411",1220343,837230,1083656
"1454","Aysén","Hombre","2419",1081940,1402857,471875
"1455","Aysén","Hombre","2421",1861120,1246019,1082051
"1456","Aysén","Hombre","2429",1283627,100000,700000
"1457","Aysén","Hombre","2441",1087268,NA,NA
"1458","Aysén","Hombre","2442",1586300,1000000,NA
"1459","Aysén","Hombre","2445",667340,810000,NA
"1460","Aysén","Hombre","2446",920083,1621186,591429
"1461","Aysén","Hombre","2451",946310,850000,NA
"1462","Aysén","Hombre","2452",765800,NA,NA
"1463","Aysén","Hombre","2453",442816,NA,550000
"1464","Aysén","Hombre","2460",188232,NA,270000
"1465","Aysén","Hombre","3112",505382,372222,350000
"1466","Aysén","Hombre","3114",214111,450000,NA
"1467","Aysén","Hombre","3115",1422200,492000,241000
"1468","Aysén","Hombre","3116",1641000,NA,NA
"1469","Aysén","Hombre","3117",929900,NA,NA
"1470","Aysén","Hombre","3118",920167,786957,975936
"1471","Aysén","Hombre","3121",427721,550444,464870
"1472","Aysén","Hombre","3132",437600,125000,NA
"1473","Aysén","Hombre","3142",196920,540000,NA
"1474","Aysén","Hombre","3143",1312800,NA,NA
"1475","Aysén","Hombre","3151",460331,728466,NA
"1476","Aysén","Hombre","3152",440726,642958,1086538
"1477","Aysén","Hombre","3211",1027000,NA,617416
"1478","Aysén","Hombre","3212",623827,NA,NA
"1479","Aysén","Hombre","3213",328200,825000,NA
"1480","Aysén","Hombre","3221",470420,900000,700000
"1481","Aysén","Hombre","3227",765800,NA,NA
"1482","Aysén","Hombre","3231",531422,711462,678919
"1483","Aysén","Hombre","3310",698477,NA,NA
"1484","Aysén","Hombre","3340",492300,1351200,NA
"1485","Aysén","Hombre","3411",1312800,700000,NA
"1486","Aysén","Hombre","3412",291113,NA,NA
"1487","Aysén","Hombre","3414",284440,822500,393239
"1488","Aysén","Hombre","3423",716735,3048461,NA
"1489","Aysén","Hombre","3431",575471,632075,1200000
"1490","Aysén","Hombre","3433",538079,495750,565584
"1491","Aysén","Hombre","3434",909388,400000,NA
"1492","Aysén","Hombre","3439",677671,769180,392632
"1493","Aysén","Hombre","3441",667340,NA,NA
"1494","Aysén","Hombre","3442",516087,600000,1300000
"1495","Aysén","Hombre","3444",437600,NA,NA
"1496","Aysén","Hombre","3449",631292,1045070,NA
"1497","Aysén","Hombre","3450",885145,1600000,1500000
"1498","Aysén","Hombre","3460",328200,NA,NA
"1499","Aysén","Hombre","3471",228177,314865,400000
"1500","Aysén","Hombre","3472",330522,NA,334286
"1501","Aysén","Hombre","3475",547000,250000,261905
"1502","Aysén","Hombre","3480",652917,NA,NA
"1503","Aysén","Hombre","4113",196920,450000,3500000
"1504","Aysén","Hombre","4115",352997,343786,1103922
"1505","Aysén","Hombre","4121",362878,385338,819628
"1506","Aysén","Hombre","4131",390438,323554,341733
"1507","Aysén","Hombre","4132",547000,NA,630000
"1508","Aysén","Hombre","4133",404780,306222,NA
"1509","Aysén","Hombre","4141",382900,380000,NA
"1510","Aysén","Hombre","4142",171335,250000,411455
"1511","Aysén","Hombre","4190",585239,513821,470805
"1512","Aysén","Hombre","4211",409074,350100,351824
"1513","Aysén","Hombre","4212",199108,NA,NA
"1514","Aysén","Hombre","4213",218800,210000,NA
"1515","Aysén","Hombre","4222",278660,332636,400352
"1516","Aysén","Hombre","4223",388199,NA,NA
"1517","Aysén","Hombre","5111",109400,500000,NA
"1518","Aysén","Hombre","5113",446844,423182,324706
"1519","Aysén","Hombre","5121",191450,283939,NA
"1520","Aysén","Hombre","5122",349027,462511,308003
"1521","Aysén","Hombre","5123",199510,208967,246561
"1522","Aysén","Hombre","5131",376401,312058,431945
"1523","Aysén","Hombre","5132",399310,411081,327500
"1524","Aysén","Hombre","5162",1041109,1167759,805430
"1525","Aysén","Hombre","5163",469188,772000,985510
"1526","Aysén","Hombre","5169",364323,370091,NA
"1527","Aysén","Hombre","5220",282648,319147,379191
"1528","Aysén","Hombre","5230",446745,236100,NA
"1529","Aysén","Hombre","6111",535719,312067,253314
"1530","Aysén","Hombre","6112",328200,269730,319914
"1531","Aysén","Hombre","6113",376965,249232,263583
"1532","Aysén","Hombre","6114",457482,NA,NA
"1533","Aysén","Hombre","6121",509618,264928,282309
"1534","Aysén","Hombre","6124",563348,179688,382538
"1535","Aysén","Hombre","6129",301256,NA,168500
"1536","Aysén","Hombre","6130",385712,NA,NA
"1537","Aysén","Hombre","6141",256913,208572,286147
"1538","Aysén","Hombre","6151",285781,354565,364603
"1539","Aysén","Hombre","6152",432052,353391,306965
"1540","Aysén","Hombre","6210",471788,116032,542526
"1541","Aysén","Hombre","7111",583461,639375,592054
"1542","Aysén","Hombre","7112",340768,240000,NA
"1543","Aysén","Hombre","7121",448100,277907,365405
"1544","Aysén","Hombre","7122",286601,338910,342500
"1545","Aysén","Hombre","7123",292601,219048,NA
"1546","Aysén","Hombre","7124",408240,282009,367567
"1547","Aysén","Hombre","7129",396233,226053,306023
"1548","Aysén","Hombre","7132",387401,217358,NA
"1549","Aysén","Hombre","7133",328200,NA,NA
"1550","Aysén","Hombre","7134",273500,300000,150000
"1551","Aysén","Hombre","7135",199108,NA,NA
"1552","Aysén","Hombre","7136",264569,361089,320036
"1553","Aysén","Hombre","7137",313138,348359,501805
"1554","Aysén","Hombre","7141",350394,237043,362333
"1555","Aysén","Hombre","7142",350661,NA,500000
"1556","Aysén","Hombre","7212",459777,209246,323808
"1557","Aysén","Hombre","7213",502689,451533,280000
"1558","Aysén","Hombre","7214",1027000,238800,300000
"1559","Aysén","Hombre","7216",841700,861475,544463
"1560","Aysén","Hombre","7231",517184,428199,490334
"1561","Aysén","Hombre","7233",698366,460169,672344
"1562","Aysén","Hombre","7241",557394,822093,NA
"1563","Aysén","Hombre","7242",386493,372727,NA
"1564","Aysén","Hombre","7243",76580,314255,NA
"1565","Aysén","Hombre","7244",310227,590000,NA
"1566","Aysén","Hombre","7245",373783,346884,NA
"1567","Aysén","Hombre","7311",616200,NA,NA
"1568","Aysén","Hombre","7321",184860,NA,NA
"1569","Aysén","Hombre","7331",322185,165000,NA
"1570","Aysén","Hombre","7332",212100,NA,NA
"1571","Aysén","Hombre","7345",410800,NA,NA
"1572","Aysén","Hombre","7411",230979,275663,283726
"1573","Aysén","Hombre","7412",307460,284930,300417
"1574","Aysén","Hombre","7413",234116,NA,NA
"1575","Aysén","Hombre","7422",727453,273587,414865
"1576","Aysén","Hombre","7423",78768,210000,NA
"1577","Aysén","Hombre","7424",390150,NA,NA
"1578","Aysén","Hombre","7432",244509,239016,300000
"1579","Aysén","Hombre","7437",404426,240000,NA
"1580","Aysén","Hombre","7442",292300,250000,NA
"1581","Aysén","Hombre","8111",354456,562727,600000
"1582","Aysén","Hombre","8112",547000,NA,NA
"1583","Aysén","Hombre","8113",433245,640000,NA
"1584","Aysén","Hombre","8155",273500,NA,NA
"1585","Aysén","Hombre","8162",280272,NA,NA
"1586","Aysén","Hombre","8163",319010,335190,232581
"1587","Aysén","Hombre","8211",979014,NA,303846
"1588","Aysén","Hombre","8231",308100,NA,576129
"1589","Aysén","Hombre","8240",921583,NA,NA
"1590","Aysén","Hombre","8251",842140,314667,NA
"1591","Aysén","Hombre","8262",283791,NA,NA
"1592","Aysén","Hombre","8271",241185,298675,NA
"1593","Aysén","Hombre","8273",382900,NA,NA
"1594","Aysén","Hombre","8290",285033,250000,NA
"1595","Aysén","Hombre","8322",506866,354685,386625
"1596","Aysén","Hombre","8323",405018,259011,428897
"1597","Aysén","Hombre","8324",570171,392207,332807
"1598","Aysén","Hombre","8331",278963,277644,673374
"1599","Aysén","Hombre","8332",421223,429942,426748
"1600","Aysén","Hombre","8333",436854,416471,363736
"1601","Aysén","Hombre","8334",245961,402941,320000
"1602","Aysén","Hombre","8340",330411,364284,505380
"1603","Aysén","Hombre","9112",431340,NA,40000
"1604","Aysén","Hombre","9131",405033,194234,NA
"1605","Aysén","Hombre","9132",333803,248087,340680
"1606","Aysén","Hombre","9133",634520,NA,NA
"1607","Aysén","Hombre","9141",337089,600000,NA
"1608","Aysén","Hombre","9142",209076,NA,350000
"1609","Aysén","Hombre","9151",232021,216393,246000
"1610","Aysén","Hombre","9152",335910,246126,309936
"1611","Aysén","Hombre","9153",206644,550000,NA
"1612","Aysén","Hombre","9161",254194,255211,280000
"1613","Aysén","Hombre","9162",222856,250000,NA
"1614","Aysén","Hombre","9211",213390,236000,270770
"1615","Aysén","Hombre","9212",287490,173824,217586
"1616","Aysén","Hombre","9213",382721,591346,329727
"1617","Aysén","Hombre","9311",323079,294300,240000
"1618","Aysén","Hombre","9312",270466,210853,400833
"1619","Aysén","Hombre","9313",284639,226113,280025
"1620","Aysén","Hombre","9322",211628,174373,370000
"1621","Aysén","Hombre","9333",252679,202665,209333
"1622","Aysén","Hombre","9999",294523,300000,NA
"1623","Aysén","Mujer","1210",2259400,NA,3000000
"1624","Aysén","Mujer","1229",1096526,449091,1500000
"1625","Aysén","Mujer","1232",131280,NA,NA
"1626","Aysén","Mujer","1311",2054000,2000000,150000
"1627","Aysén","Mujer","1312",2054000,NA,NA
"1628","Aysén","Mujer","1314",608719,329780,295676
"1629","Aysén","Mujer","1315",678108,270758,757343
"1630","Aysén","Mujer","1316",205400,NA,NA
"1631","Aysén","Mujer","1317",751177,NA,NA
"1632","Aysén","Mujer","1319",415720,1413793,765857
"1633","Aysén","Mujer","2113",790271,NA,NA
"1634","Aysén","Mujer","2131",306320,NA,NA
"1635","Aysén","Mujer","2141",1282610,1095000,NA
"1636","Aysén","Mujer","2142",1682107,750000,1723301
"1637","Aysén","Mujer","2146",1709816,NA,NA
"1638","Aysén","Mujer","2149",875373,1055046,1392660
"1639","Aysén","Mujer","2212",590760,NA,647917
"1640","Aysén","Mujer","2213",1085248,NA,400000
"1641","Aysén","Mujer","2221",2048315,NA,1100000
"1642","Aysén","Mujer","2222",1062332,3600000,500000
"1643","Aysén","Mujer","2223",1203400,688737,1000000
"1644","Aysén","Mujer","2230",987023,1034348,857706
"1645","Aysén","Mujer","2310",1729807,2610833,1000000
"1646","Aysén","Mujer","2320",943268,892923,1104530
"1647","Aysén","Mujer","2331",711186,826437,826273
"1648","Aysén","Mujer","2332",669608,650549,840603
"1649","Aysén","Mujer","2340",857339,840449,721737
"1650","Aysén","Mujer","2351",541852,957344,400000
"1651","Aysén","Mujer","2352",459480,NA,NA
"1652","Aysén","Mujer","2411",684966,750971,789200
"1653","Aysén","Mujer","2419",823196,732632,1000000
"1654","Aysén","Mujer","2421",938885,689960,702074
"1655","Aysén","Mujer","2429",437600,NA,NA
"1656","Aysén","Mujer","2441",818555,NA,NA
"1657","Aysén","Mujer","2442",579820,398148,585000
"1658","Aysén","Mujer","2444",369720,NA,700000
"1659","Aysén","Mujer","2445",1164703,1300000,686275
"1660","Aysén","Mujer","2446",852040,899290,1175056
"1661","Aysén","Mujer","2452",656400,NA,NA
"1662","Aysén","Mujer","2453",451880,NA,NA
"1663","Aysén","Mujer","3118",328200,NA,400000
"1664","Aysén","Mujer","3121",269009,500000,NA
"1665","Aysén","Mujer","3122",143780,NA,890000
"1666","Aysén","Mujer","3144",3829000,NA,NA
"1667","Aysén","Mujer","3152",328200,356191,390769
"1668","Aysén","Mujer","3212",232453,500000,NA
"1669","Aysén","Mujer","3224",218800,NA,NA
"1670","Aysén","Mujer","3225",342203,375000,430000
"1671","Aysén","Mujer","3226",602319,921053,NA
"1672","Aysén","Mujer","3228",202390,NA,NA
"1673","Aysén","Mujer","3231",430575,463537,480052
"1674","Aysén","Mujer","3310",382119,317434,NA
"1675","Aysén","Mujer","3320",266859,317551,349989
"1676","Aysén","Mujer","3330",1094000,NA,700000
"1677","Aysén","Mujer","3340",656400,98750,NA
"1678","Aysén","Mujer","3411",755855,617978,NA
"1679","Aysén","Mujer","3412",290609,663636,547611
"1680","Aysén","Mujer","3413",328200,270000,1000000
"1681","Aysén","Mujer","3415",164320,210000,410800
"1682","Aysén","Mujer","3431",498068,419118,NA
"1683","Aysén","Mujer","3432",328200,495161,1140000
"1684","Aysén","Mujer","3433",476000,NA,416849
"1685","Aysén","Mujer","3439",537831,430000,491461
"1686","Aysén","Mujer","3441",328200,450000,370000
"1687","Aysén","Mujer","3442",422969,NA,NA
"1688","Aysén","Mujer","3449",656400,1014706,240000
"1689","Aysén","Mujer","3450",1203400,1200000,NA
"1690","Aysén","Mujer","3460",942056,510000,NA
"1691","Aysén","Mujer","3471",718900,255263,NA
"1692","Aysén","Mujer","3472",328200,180000,80000
"1693","Aysén","Mujer","3475",517608,NA,NA
"1694","Aysén","Mujer","4113",341265,350000,NA
"1695","Aysén","Mujer","4115",374212,448635,464631
"1696","Aysén","Mujer","4121",852794,253824,474371
"1697","Aysén","Mujer","4122",216612,296857,952660
"1698","Aysén","Mujer","4131",393840,220000,298125
"1699","Aysén","Mujer","4132",875200,NA,500000
"1700","Aysén","Mujer","4133",547000,205000,238553
"1701","Aysén","Mujer","4141",285534,291873,401698
"1702","Aysén","Mujer","4144",623580,NA,NA
"1703","Aysén","Mujer","4190",428987,294135,338576
"1704","Aysén","Mujer","4211",240214,269689,361426
"1705","Aysén","Mujer","4213",254355,NA,NA
"1706","Aysén","Mujer","4215",371960,300000,375100
"1707","Aysén","Mujer","4222",237063,333961,413814
"1708","Aysén","Mujer","4223",266195,298609,370000
"1709","Aysén","Mujer","5111",256872,NA,NA
"1710","Aysén","Mujer","5112",160453,226015,NA
"1711","Aysén","Mujer","5113",227180,454688,300000
"1712","Aysén","Mujer","5122",356934,222716,244303
