"","provincia","sex","occupation","2011","2013","2015"
"1070","Bíobío","Mujer","4115",290459,252564,330617
"1071","Bíobío","Mujer","4121",280723,220000,328380
"1072","Bíobío","Mujer","4131",196920,251429,289834
"1073","Bíobío","Mujer","4132",328200,NA,353846
"1074","Bíobío","Mujer","4190",166348,330337,404263
"1075","Bíobío","Mujer","4211",192689,220406,235463
"1076","Bíobío","Mujer","4222",198660,230984,261078
"1077","Bíobío","Mujer","5122",193788,203579,233813
"1078","Bíobío","Mujer","5123",129592,174619,169890
"1079","Bíobío","Mujer","5131",176818,214562,194216
"1080","Bíobío","Mujer","5132",216651,285504,305160
"1081","Bíobío","Mujer","5133",174249,181297,158801
"1082","Bíobío","Mujer","5141",396384,86632,276787
"1083","Bíobío","Mujer","5161",241333,NA,NA
"1084","Bíobío","Mujer","5220",213426,224470,274114
"1085","Bíobío","Mujer","5230",129745,198843,138000
"1086","Bíobío","Mujer","6111",193593,141771,301235
"1087","Bíobío","Mujer","6112",246276,212579,191451
"1088","Bíobío","Mujer","6113",206918,201934,232430
"1089","Bíobío","Mujer","6121",297034,100000,160000
"1090","Bíobío","Mujer","7132",76580,NA,NA
"1091","Bíobío","Mujer","7231",54700,NA,NA
"1092","Bíobío","Mujer","7331",369720,100000,196380
"1093","Bíobío","Mujer","7412",160256,185253,249787
"1094","Bíobío","Mujer","7433",194784,173668,138183
"1095","Bíobío","Mujer","7436",74819,88621,73000
"1096","Bíobío","Mujer","8271",273500,NA,NA
"1097","Bíobío","Mujer","8290",196920,NA,NA
"1098","Bíobío","Mujer","8322",54700,NA,392205
"1099","Bíobío","Mujer","8324",199108,NA,400000
"1100","Bíobío","Mujer","9111",200782,178636,199321
"1101","Bíobío","Mujer","9112",153160,90525,170660
"1102","Bíobío","Mujer","9113",41080,35970,35000
"1103","Bíobío","Mujer","9131",138622,145114,166192
"1104","Bíobío","Mujer","9132",159283,173182,239096
"1105","Bíobío","Mujer","9133",41080,90000,NA
"1106","Bíobío","Mujer","9141",185980,210000,NA
"1107","Bíobío","Mujer","9151",62358,180000,NA
"1108","Bíobío","Mujer","9211",159751,179425,203859
"1109","Bíobío","Mujer","9212",306320,NA,183000
"1110","Bíobío","Mujer","9312",164100,NA,NA
"1111","Bíobío","Mujer","9322",159115,NA,141845
"1112","Bíobío","Mujer","9999",364002,500000,700000
"1113","Cachapoal","Hombre","0110",547000,445844,546524
"1114","Cachapoal","Hombre","1120",656400,NA,NA
"1115","Cachapoal","Hombre","1229",1039300,138144,1300000
"1116","Cachapoal","Hombre","1232",700493,722951,NA
"1117","Cachapoal","Hombre","1311",667561,1237942,625556
"1118","Cachapoal","Hombre","1312",4108000,379363,1702013
"1119","Cachapoal","Hombre","1313",1090841,1684466,1505567
"1120","Cachapoal","Hombre","1314",572223,364540,378125
"1121","Cachapoal","Hombre","1315",1694172,607961,971413
"1122","Cachapoal","Hombre","1319",308100,2310949,5414967
"1123","Cachapoal","Hombre","2131",797057,686070,766667
"1124","Cachapoal","Hombre","2132",1379736,NA,651064
"1125","Cachapoal","Hombre","2141",328200,676250,641942
"1126","Cachapoal","Hombre","2142",2055308,1426894,1607663
"1127","Cachapoal","Hombre","2143",1859800,823590,1078070
"1128","Cachapoal","Hombre","2144",375854,NA,NA
"1129","Cachapoal","Hombre","2145",418151,1250880,1417339
"1130","Cachapoal","Hombre","2147",888516,1220782,1359112
"1131","Cachapoal","Hombre","2149",1009211,1151593,920577
"1132","Cachapoal","Hombre","2213",465993,1318690,862680
"1133","Cachapoal","Hombre","2221",2508832,1762353,1498291
"1134","Cachapoal","Hombre","2222",1014517,1215753,1332361
"1135","Cachapoal","Hombre","2223",1232400,800000,710000
"1136","Cachapoal","Hombre","2310",977459,897315,587302
"1137","Cachapoal","Hombre","2320",612920,825961,706741
"1138","Cachapoal","Hombre","2331",644145,608844,598236
"1139","Cachapoal","Hombre","2352",267207,NA,486975
"1140","Cachapoal","Hombre","2411",633103,737524,1143878
"1141","Cachapoal","Hombre","2412",2188000,NA,1576768
"1142","Cachapoal","Hombre","2419",1029483,730610,1325566
"1143","Cachapoal","Hombre","2421",2485649,1763285,2083004
"1144","Cachapoal","Hombre","2445",601700,1400000,710545
"1145","Cachapoal","Hombre","2453",82160,NA,700000
"1146","Cachapoal","Hombre","2460",634520,350000,NA
"1147","Cachapoal","Hombre","3112",491998,734341,450000
"1148","Cachapoal","Hombre","3114",278076,489216,421875
"1149","Cachapoal","Hombre","3115",398246,697085,1087330
"1150","Cachapoal","Hombre","3117",930036,NA,NA
"1151","Cachapoal","Hombre","3121",288694,410492,574851
"1152","Cachapoal","Hombre","3122",681538,600000,392857
"1153","Cachapoal","Hombre","3131",397784,500000,100000
"1154","Cachapoal","Hombre","3132",393840,744340,NA
"1155","Cachapoal","Hombre","3133",49230,NA,NA
"1156","Cachapoal","Hombre","3143",218800,NA,NA
"1157","Cachapoal","Hombre","3151",930425,589067,450136
"1158","Cachapoal","Hombre","3152",597319,1073530,859772
"1159","Cachapoal","Hombre","3212",282808,547926,381867
"1160","Cachapoal","Hombre","3213",390731,350000,90579
"1161","Cachapoal","Hombre","3226",410800,671970,817464
"1162","Cachapoal","Hombre","3227",711100,NA,NA
"1163","Cachapoal","Hombre","3229",1094000,538235,NA
"1164","Cachapoal","Hombre","3231",436441,427870,415372
"1165","Cachapoal","Hombre","3340",393840,431822,478072
"1166","Cachapoal","Hombre","3411",437600,596635,1020965
"1167","Cachapoal","Hombre","3412",343118,698360,560677
"1168","Cachapoal","Hombre","3413",4108000,NA,811250
"1169","Cachapoal","Hombre","3415",141870,797616,509088
"1170","Cachapoal","Hombre","3419",120340,NA,936408
"1171","Cachapoal","Hombre","3421",199108,NA,NA
"1172","Cachapoal","Hombre","3423",1530100,461505,1034980
"1173","Cachapoal","Hombre","3429",102700,NA,398214
"1174","Cachapoal","Hombre","3431",647741,499636,726530
"1175","Cachapoal","Hombre","3432",328200,600000,677757
"1176","Cachapoal","Hombre","3433",449116,284303,457775
"1177","Cachapoal","Hombre","3439",438354,875000,917660
"1178","Cachapoal","Hombre","3442",656400,NA,NA
"1179","Cachapoal","Hombre","3444",437600,NA,380000
"1180","Cachapoal","Hombre","3449",547000,825610,NA
"1181","Cachapoal","Hombre","3450",1969200,683202,NA
"1182","Cachapoal","Hombre","3471",364167,369798,473962
"1183","Cachapoal","Hombre","3472",121263,710178,356356
"1184","Cachapoal","Hombre","3473",273500,280909,272603
"1185","Cachapoal","Hombre","3474",10270,NA,NA
"1186","Cachapoal","Hombre","3475",419312,308992,466738
"1187","Cachapoal","Hombre","3480",204578,100000,210096
"1188","Cachapoal","Hombre","4113",201874,220000,484853
"1189","Cachapoal","Hombre","4115",705145,380845,262418
"1190","Cachapoal","Hombre","4121",446661,582665,636111
"1191","Cachapoal","Hombre","4131",296621,343820,443577
"1192","Cachapoal","Hombre","4132",401372,531781,639351
"1193","Cachapoal","Hombre","4133",285574,491940,437579
"1194","Cachapoal","Hombre","4142",495133,262174,341562
"1195","Cachapoal","Hombre","4190",529769,463746,757162
"1196","Cachapoal","Hombre","4211",180162,271904,276220
"1197","Cachapoal","Hombre","4222",377561,327000,494449
"1198","Cachapoal","Hombre","4223",198107,790000,240000
"1199","Cachapoal","Hombre","5112",170884,257967,300767
"1200","Cachapoal","Hombre","5113",451880,NA,860494
"1201","Cachapoal","Hombre","5122",263304,319626,389499
"1202","Cachapoal","Hombre","5123",114976,218244,189306
"1203","Cachapoal","Hombre","5131",292530,272842,312478
"1204","Cachapoal","Hombre","5132",164100,320000,380000
"1205","Cachapoal","Hombre","5162",577011,485273,601100
"1206","Cachapoal","Hombre","5163",637496,441242,769405
"1207","Cachapoal","Hombre","5169",153160,258735,NA
"1208","Cachapoal","Hombre","5220",360508,263860,305780
"1209","Cachapoal","Hombre","5230",485394,259237,276125
"1210","Cachapoal","Hombre","6111",438836,258920,369460
"1211","Cachapoal","Hombre","6112",244657,242698,244160
"1212","Cachapoal","Hombre","6113",328224,219601,252137
"1213","Cachapoal","Hombre","6114",437600,NA,297826
"1214","Cachapoal","Hombre","6121",317035,315838,461782
"1215","Cachapoal","Hombre","6122",394687,397157,371611
"1216","Cachapoal","Hombre","6123",484528,314211,313500
"1217","Cachapoal","Hombre","6124",253515,NA,333277
"1218","Cachapoal","Hombre","6130",498953,1270274,350000
"1219","Cachapoal","Hombre","6141",142323,206831,289336
"1220","Cachapoal","Hombre","7111",910111,600221,599957
"1221","Cachapoal","Hombre","7112",476850,NA,418000
"1222","Cachapoal","Hombre","7113",178013,371901,NA
"1223","Cachapoal","Hombre","7122",261732,315967,336208
"1224","Cachapoal","Hombre","7123",240288,325305,269821
"1225","Cachapoal","Hombre","7124",382849,301087,306312
"1226","Cachapoal","Hombre","7129",557324,428668,399853
"1227","Cachapoal","Hombre","7131",181893,293010,270702
"1228","Cachapoal","Hombre","7132",284214,278827,295300
"1229","Cachapoal","Hombre","7133",344304,257651,364166
"1230","Cachapoal","Hombre","7136",241292,284821,271174
"1231","Cachapoal","Hombre","7137",395938,359689,350851
"1232","Cachapoal","Hombre","7141",261762,224497,233686
"1233","Cachapoal","Hombre","7142",316977,267944,303333
"1234","Cachapoal","Hombre","7212",407613,332803,401677
"1235","Cachapoal","Hombre","7213",547000,208184,274530
"1236","Cachapoal","Hombre","7214",292456,304815,415560
"1237","Cachapoal","Hombre","7231",385840,313502,441510
"1238","Cachapoal","Hombre","7233",479930,493028,714845
"1239","Cachapoal","Hombre","7241",404312,499378,853705
"1240","Cachapoal","Hombre","7242",196920,415221,414684
"1241","Cachapoal","Hombre","7243",308100,346017,384040
"1242","Cachapoal","Hombre","7244",262560,NA,461611
"1243","Cachapoal","Hombre","7245",437600,389727,326092
"1244","Cachapoal","Hombre","7311",332344,394545,400000
"1245","Cachapoal","Hombre","7323",273500,NA,NA
"1246","Cachapoal","Hombre","7324",924300,175541,250000
"1247","Cachapoal","Hombre","7331",376581,176835,173143
"1248","Cachapoal","Hombre","7332",519911,60000,NA
"1249","Cachapoal","Hombre","7341",765800,80091,NA
"1250","Cachapoal","Hombre","7343",196920,NA,225509
"1251","Cachapoal","Hombre","7411",303452,313536,344212
"1252","Cachapoal","Hombre","7412",301827,213872,260923
"1253","Cachapoal","Hombre","7414",200571,290897,NA
"1254","Cachapoal","Hombre","7415",415720,NA,286079
"1255","Cachapoal","Hombre","7421",199108,NA,263207
"1256","Cachapoal","Hombre","7422",352652,216204,297082
"1257","Cachapoal","Hombre","7433",437600,NA,200000
"1258","Cachapoal","Hombre","7437",150333,210000,187644
"1259","Cachapoal","Hombre","7441",199108,NA,NA
"1260","Cachapoal","Hombre","8111",810516,713680,786432
"1261","Cachapoal","Hombre","8112",731137,605898,NA
"1262","Cachapoal","Hombre","8113",300325,680585,705424
"1263","Cachapoal","Hombre","8152",196920,NA,NA
"1264","Cachapoal","Hombre","8163",409450,493027,402776
"1265","Cachapoal","Hombre","8211",186052,355183,NA
"1266","Cachapoal","Hombre","8212",432564,360638,NA
"1267","Cachapoal","Hombre","8224",199108,NA,NA
"1268","Cachapoal","Hombre","8231",500614,261168,370968
"1269","Cachapoal","Hombre","8240",214793,315560,NA
"1270","Cachapoal","Hombre","8251",240680,NA,300000
"1271","Cachapoal","Hombre","8253",273500,322517,310155
"1272","Cachapoal","Hombre","8271",341126,405914,432561
"1273","Cachapoal","Hombre","8273",370248,331522,500000
"1274","Cachapoal","Hombre","8275",463959,310776,335017
"1275","Cachapoal","Hombre","8277",309957,258472,270500
"1276","Cachapoal","Hombre","8278",307414,280748,270771
"1277","Cachapoal","Hombre","8290",309596,226291,435059
"1278","Cachapoal","Hombre","8312",765800,NA,120000
"1279","Cachapoal","Hombre","8322",488079,309879,351392
"1280","Cachapoal","Hombre","8323",565201,358110,590882
"1281","Cachapoal","Hombre","8324",366872,395492,424203
"1282","Cachapoal","Hombre","8331",218674,233428,297546
"1283","Cachapoal","Hombre","8332",301863,461655,477179
"1284","Cachapoal","Hombre","8333",358826,420926,572031
"1285","Cachapoal","Hombre","8334",399966,424048,364242
"1286","Cachapoal","Hombre","9111",659271,214419,295430
"1287","Cachapoal","Hombre","9112",508354,197082,265011
"1288","Cachapoal","Hombre","9113",109400,265487,20000
"1289","Cachapoal","Hombre","9131",102700,224477,248765
"1290","Cachapoal","Hombre","9132",212502,231924,276698
"1291","Cachapoal","Hombre","9141",236512,256226,NA
"1292","Cachapoal","Hombre","9142",198356,252059,165953
"1293","Cachapoal","Hombre","9151",252326,260087,190223
"1294","Cachapoal","Hombre","9152",254442,247564,301178
"1295","Cachapoal","Hombre","9153",126756,311919,289833
"1296","Cachapoal","Hombre","9161",419442,176919,289777
"1297","Cachapoal","Hombre","9162",170080,241149,222707
"1298","Cachapoal","Hombre","9211",222791,214144,260942
"1299","Cachapoal","Hombre","9212",410800,264595,NA
"1300","Cachapoal","Hombre","9213",246925,NA,NA
"1301","Cachapoal","Hombre","9311",570568,268805,352118
"1302","Cachapoal","Hombre","9312",267533,1277239,300721
"1303","Cachapoal","Hombre","9313",300959,295154,261615
"1304","Cachapoal","Hombre","9322",273949,213744,267521
"1305","Cachapoal","Hombre","9333",267991,236309,295533
"1306","Cachapoal","Hombre","9999",345270,262065,306700
"1307","Cachapoal","Mujer","1229",973886,541574,731296
"1308","Cachapoal","Mujer","1314",453020,255803,200459
"1309","Cachapoal","Mujer","1315",725647,271053,407044
"1310","Cachapoal","Mujer","2113",711100,NA,NA
"1311","Cachapoal","Mujer","2131",929900,NA,NA
"1312","Cachapoal","Mujer","2132",1422200,NA,NA
"1313","Cachapoal","Mujer","2141",765800,2500000,483626
"1314","Cachapoal","Mujer","2142",1094000,750000,336460
"1315","Cachapoal","Mujer","2149",848215,828702,798734
"1316","Cachapoal","Mujer","2211",361020,100000,400000
"1317","Cachapoal","Mujer","2221",636534,1332042,1330612
"1318","Cachapoal","Mujer","2222",3697200,284354,500000
"1319","Cachapoal","Mujer","2230",656632,805502,1097220
"1320","Cachapoal","Mujer","2320",500251,403300,566199
"1321","Cachapoal","Mujer","2331",506634,421464,594215
"1322","Cachapoal","Mujer","2332",446307,461869,605372
"1323","Cachapoal","Mujer","2340",453907,413866,633357
"1324","Cachapoal","Mujer","2351",380285,570000,929959
"1325","Cachapoal","Mujer","2352",328249,NA,473339
"1326","Cachapoal","Mujer","2411",540518,575397,899305
"1327","Cachapoal","Mujer","2419",437087,691881,1032794
"1328","Cachapoal","Mujer","2421",1713450,766990,1371535
"1329","Cachapoal","Mujer","2432",262560,287996,NA
"1330","Cachapoal","Mujer","2441",610018,NA,NA
"1331","Cachapoal","Mujer","2442",532753,NA,NA
"1332","Cachapoal","Mujer","2445",426877,789983,607157
"1333","Cachapoal","Mujer","2446",585662,626464,642997
"1334","Cachapoal","Mujer","2452",251620,NA,547853
"1335","Cachapoal","Mujer","2455",328200,400000,NA
"1336","Cachapoal","Mujer","3121",385626,453368,78000
"1337","Cachapoal","Mujer","3131",205400,NA,32353
"1338","Cachapoal","Mujer","3152",765800,352338,888471
"1339","Cachapoal","Mujer","3221",634520,414864,716555
"1340","Cachapoal","Mujer","3225",268030,204916,336217
"1341","Cachapoal","Mujer","3226",251120,340896,769087
"1342","Cachapoal","Mujer","3228",339968,NA,410567
"1343","Cachapoal","Mujer","3229",499262,261682,NA
"1344","Cachapoal","Mujer","3231",214497,309008,380956
"1345","Cachapoal","Mujer","3310",350080,343364,178059
"1346","Cachapoal","Mujer","3320",218756,273452,284171
"1347","Cachapoal","Mujer","3330",240680,NA,440205
"1348","Cachapoal","Mujer","3411",357193,1083649,463279
"1349","Cachapoal","Mujer","3412",242301,298190,702811
"1350","Cachapoal","Mujer","3413",201761,60000,347712
"1351","Cachapoal","Mujer","3415",773874,328308,328171
"1352","Cachapoal","Mujer","3423",1232400,350000,517872
"1353","Cachapoal","Mujer","3431",650932,399838,492110
"1354","Cachapoal","Mujer","3432",354443,418121,NA
"1355","Cachapoal","Mujer","3433",409676,393478,470592
"1356","Cachapoal","Mujer","3439",315510,502361,581250
"1357","Cachapoal","Mujer","3449",558707,699675,NA
"1358","Cachapoal","Mujer","3471",371960,269824,589062
"1359","Cachapoal","Mujer","3472",131280,80000,NA
"1360","Cachapoal","Mujer","4113",382900,277316,407808
"1361","Cachapoal","Mujer","4115",272728,295876,325244
"1362","Cachapoal","Mujer","4121",248549,389445,618515
"1363","Cachapoal","Mujer","4131",263944,235929,311769
"1364","Cachapoal","Mujer","4132",262560,NA,289000
"1365","Cachapoal","Mujer","4133",193266,287940,NA
"1366","Cachapoal","Mujer","4141",210048,NA,302241
"1367","Cachapoal","Mujer","4142",273908,126957,NA
"1368","Cachapoal","Mujer","4190",344597,343591,400184
"1369","Cachapoal","Mujer","4211",218890,239586,267379
"1370","Cachapoal","Mujer","4212",262560,NA,NA
"1371","Cachapoal","Mujer","4213",196920,340252,260000
"1372","Cachapoal","Mujer","4222",329823,229794,316994
"1373","Cachapoal","Mujer","4223",209039,226964,369898
"1374","Cachapoal","Mujer","5112",129092,NA,300000
"1375","Cachapoal","Mujer","5113",382900,NA,500000
"1376","Cachapoal","Mujer","5121",205400,NA,NA
"1377","Cachapoal","Mujer","5122",192329,208769,248945
"1378","Cachapoal","Mujer","5123",171789,185306,246053
"1379","Cachapoal","Mujer","5131",198142,190803,251476
"1380","Cachapoal","Mujer","5132",289660,242137,349516
"1381","Cachapoal","Mujer","5133",117821,147014,192477
"1382","Cachapoal","Mujer","5141",474687,238387,309260
"1383","Cachapoal","Mujer","5162",378842,411217,446734
"1384","Cachapoal","Mujer","5220",201340,230796,245019
"1385","Cachapoal","Mujer","5230",191637,218274,156061
"1386","Cachapoal","Mujer","6111",208247,218943,267739
"1387","Cachapoal","Mujer","6112",162344,213332,216193
"1388","Cachapoal","Mujer","6113",123477,193070,230189
"1389","Cachapoal","Mujer","6123",61620,NA,NA
"1390","Cachapoal","Mujer","7122",164320,NA,650000
"1391","Cachapoal","Mujer","7124",21880,NA,NA
"1392","Cachapoal","Mujer","7331",952892,42719,30000
"1393","Cachapoal","Mujer","7332",102700,26000,305780
"1394","Cachapoal","Mujer","7343",240318,NA,97121
"1395","Cachapoal","Mujer","7411",209176,275450,377487
"1396","Cachapoal","Mujer","7412",221945,107743,200409
"1397","Cachapoal","Mujer","7414",193603,180000,NA
"1398","Cachapoal","Mujer","7415",175997,NA,232343
"1399","Cachapoal","Mujer","7433",441339,154251,194764
"1400","Cachapoal","Mujer","7436",259407,93550,100924
"1401","Cachapoal","Mujer","8111",218800,NA,NA
"1402","Cachapoal","Mujer","8271",327959,308919,322446
"1403","Cachapoal","Mujer","8275",199108,168604,279021
"1404","Cachapoal","Mujer","8290",232819,207500,271254
"1405","Cachapoal","Mujer","8322",677073,259905,317727
"1406","Cachapoal","Mujer","8324",328200,NA,NA
"1407","Cachapoal","Mujer","8333",203703,NA,NA
"1408","Cachapoal","Mujer","8334",87520,280000,NA
"1409","Cachapoal","Mujer","9111",367847,125476,146139
"1410","Cachapoal","Mujer","9112",296715,184694,226430
"1411","Cachapoal","Mujer","9113",154255,156195,NA
"1412","Cachapoal","Mujer","9131",141117,166032,172582
"1413","Cachapoal","Mujer","9132",189712,194453,234231
"1414","Cachapoal","Mujer","9133",102700,107058,200000
"1415","Cachapoal","Mujer","9151",175040,314437,254269
"1416","Cachapoal","Mujer","9152",220746,203722,289137
"1417","Cachapoal","Mujer","9162",216086,195149,250000
"1418","Cachapoal","Mujer","9211",183632,215885,227781
"1419","Cachapoal","Mujer","9313",218800,NA,240000
"1420","Cachapoal","Mujer","9322",187085,190856,213657
"1421","Cachapoal","Mujer","9333",271632,NA,45441
"1422","Cachapoal","Mujer","9999",584979,147284,209000
"1423","Capitán Prat","Hombre","0110",328200,NA,300000
"1424","Capitán Prat","Hombre","1314",790000,220000,395652
"1425","Capitán Prat","Hombre","2149",765800,NA,950000
"1426","Capitán Prat","Hombre","2223",1394850,1400000,NA
"1427","Capitán Prat","Hombre","2320",984600,NA,200000
"1428","Capitán Prat","Hombre","2331",218800,NA,1188889
"1429","Capitán Prat","Hombre","2352",273500,NA,700000
"1430","Capitán Prat","Hombre","2451",984600,NA,NA
"1431","Capitán Prat","Hombre","3434",765800,NA,NA
"1432","Capitán Prat","Hombre","4115",229740,NA,NA
"1433","Capitán Prat","Hombre","4190",199108,NA,800000
"1434","Capitán Prat","Hombre","4211",437600,NA,NA
"1435","Capitán Prat","Hombre","4222",437600,NA,NA
"1436","Capitán Prat","Hombre","5131",371960,NA,420000
"1437","Capitán Prat","Hombre","5162",2078600,NA,816304
"1438","Capitán Prat","Hombre","5169",525120,300000,NA
"1439","Capitán Prat","Hombre","5220",209217,400000,256167
"1440","Capitán Prat","Hombre","6111",751577,250000,300000
"1441","Capitán Prat","Hombre","6113",218800,700000,NA
"1442","Capitán Prat","Hombre","6121",830729,304915,NA
"1443","Capitán Prat","Hombre","6210",373828,NA,271208
"1444","Capitán Prat","Hombre","7122",164100,711429,NA
"1445","Capitán Prat","Hombre","7124",2578667,268500,297396
"1446","Capitán Prat","Hombre","7133",328200,NA,NA
"1447","Capitán Prat","Hombre","7212",616200,NA,NA
"1448","Capitán Prat","Hombre","7213",534040,NA,NA
"1449","Capitán Prat","Hombre","7231",245890,NA,326087
"1450","Capitán Prat","Hombre","7411",235210,NA,NA
"1451","Capitán Prat","Hombre","7422",123240,NA,500000
"1452","Capitán Prat","Hombre","7442",308100,NA,NA
"1453","Capitán Prat","Hombre","8240",1027000,NA,NA
"1454","Capitán Prat","Hombre","8322",339977,NA,524222
"1455","Capitán Prat","Hombre","8324",205400,400000,290341
"1456","Capitán Prat","Hombre","8332",601700,450000,NA
"1457","Capitán Prat","Hombre","8333",437600,NA,NA
"1458","Capitán Prat","Hombre","9131",616200,NA,NA
"1459","Capitán Prat","Hombre","9162",177228,NA,NA
"1460","Capitán Prat","Hombre","9211",214156,380000,NA
"1461","Capitán Prat","Hombre","9212",102700,112069,100000
"1462","Capitán Prat","Hombre","9313",227612,272372,241000
"1463","Capitán Prat","Mujer","1314",432548,203659,900000
"1464","Capitán Prat","Mujer","1315",534040,NA,300000
"1465","Capitán Prat","Mujer","2213",1258100,NA,400000
"1466","Capitán Prat","Mujer","2222",1203400,NA,NA
"1467","Capitán Prat","Mujer","2331",984600,1000000,NA
"1468","Capitán Prat","Mujer","2352",328200,NA,NA
"1469","Capitán Prat","Mujer","2419",418294,NA,NA
"1470","Capitán Prat","Mujer","3431",204578,NA,NA
"1471","Capitán Prat","Mujer","4115",486830,570462,467222
"1472","Capitán Prat","Mujer","4190",273500,NA,NA
"1473","Capitán Prat","Mujer","4222",525120,NA,480000
"1474","Capitán Prat","Mujer","4223",306320,NA,NA
"1475","Capitán Prat","Mujer","5122",432010,234473,240000
"1476","Capitán Prat","Mujer","5131",122528,746000,500000
"1477","Capitán Prat","Mujer","5133",90255,NA,NA
"1478","Capitán Prat","Mujer","5162",1422200,NA,1000000
"1479","Capitán Prat","Mujer","5220",236025,222500,300000
"1480","Capitán Prat","Mujer","6121",410800,600000,NA
"1481","Capitán Prat","Mujer","7412",113776,NA,NA
"1482","Capitán Prat","Mujer","9113",616200,NA,NA
"1483","Capitán Prat","Mujer","9131",110442,147296,181474
"1484","Capitán Prat","Mujer","9132",255337,76920,450000
"1485","Capitán Prat","Mujer","9211",109400,NA,NA
"1486","Capitán Prat","Mujer","9313",90255,NA,NA
"1487","Cautín","Hombre","0110",45948,87000,350722
"1488","Cautín","Hombre","1229",1248983,980990,1414868
"1489","Cautín","Hombre","1232",437600,796691,NA
"1490","Cautín","Hombre","1311",385746,1820342,1113333
"1491","Cautín","Hombre","1313",249852,1306234,732727
"1492","Cautín","Hombre","1314",379021,398787,669870
"1493","Cautín","Hombre","1315",1759511,428468,547756
"1494","Cautín","Hombre","1316",1405445,352096,741739
"1495","Cautín","Hombre","1317",3747322,NA,5500000
"1496","Cautín","Hombre","1318",2054000,NA,800000
"1497","Cautín","Hombre","1319",421879,876279,1363013
"1498","Cautín","Hombre","2131",712506,885255,683093
"1499","Cautín","Hombre","2141",1635282,850221,1084984
"1500","Cautín","Hombre","2142",1420201,1018634,1096030
"1501","Cautín","Hombre","2143",1408402,947896,600000
"1502","Cautín","Hombre","2144",282448,NA,NA
"1503","Cautín","Hombre","2145",1275831,778193,790064
"1504","Cautín","Hombre","2149",1516553,960521,1149197
"1505","Cautín","Hombre","2213",1016609,957764,916011
"1506","Cautín","Hombre","2221",1772651,2281452,3433893
"1507","Cautín","Hombre","2223",984600,688542,671136
"1508","Cautín","Hombre","2229",875200,200000,948369
"1509","Cautín","Hombre","2230",853320,512849,NA
"1510","Cautín","Hombre","2310",1229014,764898,1151196
"1511","Cautín","Hombre","2320",817315,493002,653048
"1512","Cautín","Hombre","2331",633803,704982,681612
"1513","Cautín","Hombre","2352",328200,NA,NA
"1514","Cautín","Hombre","2411",665897,688282,778540
"1515","Cautín","Hombre","2419",928961,983363,398512
"1516","Cautín","Hombre","2421",1616098,1096395,4005075
"1517","Cautín","Hombre","2422",1437800,NA,NA
"1518","Cautín","Hombre","2441",650810,NA,NA
"1519","Cautín","Hombre","2446",525523,534440,1565957
"1520","Cautín","Hombre","2453",593231,NA,300000
"1521","Cautín","Hombre","2455",1531600,1000000,NA
"1522","Cautín","Hombre","2460",273500,200000,250000
"1523","Cautín","Hombre","3113",718900,435385,NA
"1524","Cautín","Hombre","3114",979497,325704,NA
"1525","Cautín","Hombre","3118",288847,821750,241000
"1526","Cautín","Hombre","3121",170083,288656,241000
"1527","Cautín","Hombre","3122",459480,400000,382807
"1528","Cautín","Hombre","3131",535953,405063,453091
"1529","Cautín","Hombre","3151",328200,339231,672805
"1530","Cautín","Hombre","3152",273500,524213,501319
"1531","Cautín","Hombre","3212",436894,303724,240000
"1532","Cautín","Hombre","3213",1094000,300000,NA
"1533","Cautín","Hombre","3221",382900,NA,328222
"1534","Cautín","Hombre","3226",747597,570450,677545
"1535","Cautín","Hombre","3229",415720,350000,NA
"1536","Cautín","Hombre","3231",419888,328686,449524
"1537","Cautín","Hombre","3310",267020,498020,220138
"1538","Cautín","Hombre","3411",382900,961191,516491
"1539","Cautín","Hombre","3413",508605,341720,243333
"1540","Cautín","Hombre","3419",1641000,NA,NA
"1541","Cautín","Hombre","3431",264149,512110,408500
"1542","Cautín","Hombre","3432",763271,420000,630675
"1543","Cautín","Hombre","3433",491953,700000,568401
"1544","Cautín","Hombre","3439",444634,210000,607292
"1545","Cautín","Hombre","3449",295380,1100000,400000
"1546","Cautín","Hombre","3450",875200,NA,2158519
"1547","Cautín","Hombre","3460",437600,NA,320470
"1548","Cautín","Hombre","3471",852350,303576,818449
"1549","Cautín","Hombre","3472",199108,206670,500000
"1550","Cautín","Hombre","3473",513500,500000,144961
"1551","Cautín","Hombre","3474",718900,173409,NA
"1552","Cautín","Hombre","3475",273500,504808,280000
"1553","Cautín","Hombre","3480",451683,NA,358046
"1554","Cautín","Hombre","4115",308100,331959,298229
"1555","Cautín","Hombre","4121",1127985,392267,296672
"1556","Cautín","Hombre","4122",328200,221127,320706
"1557","Cautín","Hombre","4131",307433,285919,306173
"1558","Cautín","Hombre","4133",340192,342143,444275
"1559","Cautín","Hombre","4142",302833,254634,307345
"1560","Cautín","Hombre","4190",362972,370907,392902
"1561","Cautín","Hombre","4211",245633,421181,304351
"1562","Cautín","Hombre","4213",209423,200000,400000
"1563","Cautín","Hombre","4215",415720,247358,397727
"1564","Cautín","Hombre","4221",273500,260000,250000
"1565","Cautín","Hombre","4222",179089,234913,255549
"1566","Cautín","Hombre","4223",680875,250000,590950
"1567","Cautín","Hombre","5112",268908,230373,279863
"1568","Cautín","Hombre","5113",476671,320739,255139
"1569","Cautín","Hombre","5121",210702,210000,250000
