"","comuna","sex","occupation","2011","2013","2015"
"9230","Independencia","Mujer","9152",218800,NA,100000
"9231","Independencia","Mujer","9999",437600,700000,NA
"9232","La Unión","Hombre","1120",503240,NA,NA
"9233","La Unión","Hombre","1130",481360,NA,NA
"9234","La Unión","Hombre","1223",1422274,NA,NA
"9235","La Unión","Hombre","1313",1455667,NA,NA
"9236","La Unión","Hombre","1314",410800,370270,237143
"9237","La Unión","Hombre","1315",1643200,NA,150000
"9238","La Unión","Hombre","2131",218800,1220000,1398894
"9239","La Unión","Hombre","2144",547000,NA,NA
"9240","La Unión","Hombre","2222",1422200,3000000,NA
"9241","La Unión","Hombre","2320",328200,380000,341471
"9242","La Unión","Hombre","2331",454288,668125,1000000
"9243","La Unión","Hombre","2340",142220,NA,NA
"9244","La Unión","Hombre","2411",411859,NA,NA
"9245","La Unión","Hombre","2412",765800,380000,NA
"9246","La Unión","Hombre","2419",818586,NA,NA
"9247","La Unión","Hombre","2451",1094000,NA,NA
"9248","La Unión","Hombre","3114",373828,700000,NA
"9249","La Unión","Hombre","3131",246480,NA,160000
"9250","La Unión","Hombre","3152",1094000,NA,570000
"9251","La Unión","Hombre","3231",492300,420000,530000
"9252","La Unión","Hombre","3310",218800,NA,NA
"9253","La Unión","Hombre","3439",440405,NA,NA
"9254","La Unión","Hombre","3444",547000,NA,NA
"9255","La Unión","Hombre","4131",405534,210000,282500
"9256","La Unión","Hombre","4133",656400,NA,NA
"9257","La Unión","Hombre","4141",492300,NA,NA
"9258","La Unión","Hombre","4190",361020,423585,NA
"9259","La Unión","Hombre","5123",199108,197619,NA
"9260","La Unión","Hombre","5131",295380,NA,197613
"9261","La Unión","Hombre","5162",571405,480000,450000
"9262","La Unión","Hombre","5163",918960,1200000,NA
"9263","La Unión","Hombre","5220",205013,203968,343571
"9264","La Unión","Hombre","5230",75077,NA,269853
"9265","La Unión","Hombre","6111",220491,250000,NA
"9266","La Unión","Hombre","6113",183249,80741,203380
"9267","La Unión","Hombre","6121",410800,210000,NA
"9268","La Unión","Hombre","6141",187969,189744,300000
"9269","La Unión","Hombre","6151",437600,NA,245000
"9270","La Unión","Hombre","7122",184052,500000,211617
"9271","La Unión","Hombre","7124",263185,250000,244475
"9272","La Unión","Hombre","7132",205141,NA,NA
"9273","La Unión","Hombre","7134",218800,NA,NA
"9274","La Unión","Hombre","7136",278959,NA,50000
"9275","La Unión","Hombre","7137",218610,329730,NA
"9276","La Unión","Hombre","7141",251507,NA,229333
"9277","La Unión","Hombre","7212",242892,210000,204894
"9278","La Unión","Hombre","7214",273500,600000,245750
"9279","La Unión","Hombre","7231",214873,265909,189200
"9280","La Unión","Hombre","7233",201058,NA,NA
"9281","La Unión","Hombre","7241",287722,420000,NA
"9282","La Unión","Hombre","7312",98592,NA,NA
"9283","La Unión","Hombre","7331",123240,NA,40000
"9284","La Unión","Hombre","7411",317522,NA,NA
"9285","La Unión","Hombre","7412",169844,NA,190000
"9286","La Unión","Hombre","7413",215828,190000,NA
"9287","La Unión","Hombre","7422",291411,172410,194873
"9288","La Unión","Hombre","7423",369720,90000,NA
"9289","La Unión","Hombre","7442",164320,NA,NA
"9290","La Unión","Hombre","8162",267935,300000,NA
"9291","La Unión","Hombre","8240",273500,NA,NA
"9292","La Unión","Hombre","8272",273861,328800,288883
"9293","La Unión","Hombre","8290",205141,NA,NA
"9294","La Unión","Hombre","8322",410800,149762,373864
"9295","La Unión","Hombre","8323",244711,NA,289024
"9296","La Unión","Hombre","8324",273500,255556,323919
"9297","La Unión","Hombre","8331",189552,263036,242106
"9298","La Unión","Hombre","8333",214381,NA,241000
"9299","La Unión","Hombre","9111",410800,200000,NA
"9300","La Unión","Hombre","9112",102700,NA,350000
"9301","La Unión","Hombre","9132",90387,106024,240521
"9302","La Unión","Hombre","9151",187162,NA,196000
"9303","La Unión","Hombre","9152",202032,210000,264137
"9304","La Unión","Hombre","9211",199108,210000,244179
"9305","La Unión","Hombre","9212",177228,82745,NA
"9306","La Unión","Hombre","9312",177228,138110,359375
"9307","La Unión","Hombre","9313",197467,210000,300000
"9308","La Unión","Hombre","9322",156708,NA,250000
"9309","La Unión","Hombre","9333",180670,NA,240280
"9310","La Unión","Hombre","9999",387225,NA,NA
"9311","La Unión","Mujer","1314",124448,91899,66000
"9312","La Unión","Mujer","1315",492960,272414,241803
"9313","La Unión","Mujer","2149",1531600,650000,NA
"9314","La Unión","Mujer","2213",87520,NA,NA
"9315","La Unión","Mujer","2221",492300,NA,NA
"9316","La Unión","Mujer","2222",1094000,NA,NA
"9317","La Unión","Mujer","2320",382900,620361,498214
"9318","La Unión","Mujer","2331",667636,432082,457692
"9319","La Unión","Mujer","2332",328200,300000,450000
"9320","La Unión","Mujer","2340",547000,NA,NA
"9321","La Unión","Mujer","2351",1221998,NA,NA
"9322","La Unión","Mujer","2419",328200,1000000,NA
"9323","La Unión","Mujer","2421",1848600,NA,NA
"9324","La Unión","Mujer","2444",410800,NA,NA
"9325","La Unión","Mujer","2446",326860,631656,683945
"9326","La Unión","Mujer","3229",308100,NA,NA
"9327","La Unión","Mujer","3231",328200,400000,326271
"9328","La Unión","Mujer","3320",273500,166071,260000
"9329","La Unión","Mujer","3411",218800,NA,NA
"9330","La Unión","Mujer","3415",218800,NA,NA
"9331","La Unión","Mujer","3439",650322,NA,NA
"9332","La Unión","Mujer","4115",250193,284376,302410
"9333","La Unión","Mujer","4190",353319,78000,NA
"9334","La Unión","Mujer","4211",196920,221200,220500
"9335","La Unión","Mujer","5122",199108,210000,239817
"9336","La Unión","Mujer","5131",197467,226615,256842
"9337","La Unión","Mujer","5132",464950,100000,NA
"9338","La Unión","Mujer","5133",97688,NA,100000
"9339","La Unión","Mujer","5141",284440,68000,200000
"9340","La Unión","Mujer","5162",131280,NA,NA
"9341","La Unión","Mujer","5220",213330,210000,243178
"9342","La Unión","Mujer","5230",174590,NA,66000
"9343","La Unión","Mujer","6111",82160,150000,NA
"9344","La Unión","Mujer","6112",199108,210000,250000
"9345","La Unión","Mujer","6113",80956,80000,257778
"9346","La Unión","Mujer","7214",1232400,NA,NA
"9347","La Unión","Mujer","7233",547000,NA,NA
"9348","La Unión","Mujer","7331",54700,150000,NA
"9349","La Unión","Mujer","7412",199108,NA,240000
"9350","La Unión","Mujer","7433",61620,NA,NA
"9351","La Unión","Mujer","7436",46384,NA,NA
"9352","La Unión","Mujer","8272",143780,NA,NA
"9353","La Unión","Mujer","8290",199108,NA,NA
"9354","La Unión","Mujer","9111",140947,NA,NA
"9355","La Unión","Mujer","9112",61620,NA,158421
"9356","La Unión","Mujer","9113",142753,NA,241000
"9357","La Unión","Mujer","9131",112397,134416,146588
"9358","La Unión","Mujer","9132",135890,90202,132829
"9359","La Unión","Mujer","9211",196920,NA,185484
"9360","La Unión","Mujer","9212",177228,NA,NA
"9361","La Unión","Mujer","9333",176134,NA,NA
"9362","La Unión","Mujer","9999",410800,NA,NA
"9363","Machalí","Hombre","1120",656400,NA,NA
"9364","Machalí","Hombre","1314",628479,NA,221939
"9365","Machalí","Hombre","2132",1379736,NA,NA
"9366","Machalí","Hombre","2142",3282000,2186381,1682468
"9367","Machalí","Hombre","2147",820500,800000,656061
"9368","Machalí","Hombre","2221",984600,1200000,1282075
"9369","Machalí","Hombre","2310",875200,NA,790909
"9370","Machalí","Hombre","2331",597114,710000,358582
"9371","Machalí","Hombre","2411",1068929,1732500,1786607
"9372","Machalí","Hombre","2419",1346869,1303695,972043
"9373","Machalí","Hombre","3112",765800,NA,NA
"9374","Machalí","Hombre","3121",273500,NA,800000
"9375","Machalí","Hombre","3231",601700,500000,313333
"9376","Machalí","Hombre","3431",495617,NA,506522
"9377","Machalí","Hombre","3439",659539,NA,1103000
"9378","Machalí","Hombre","3471",415720,NA,806250
"9379","Machalí","Hombre","4121",437600,559020,209143
"9380","Machalí","Hombre","4131",484324,NA,571429
"9381","Machalí","Hombre","4142",199108,400000,NA
"9382","Machalí","Hombre","4190",939688,NA,1513889
"9383","Machalí","Hombre","5113",451880,NA,860494
"9384","Machalí","Hombre","5122",328200,NA,319630
"9385","Machalí","Hombre","5131",328200,300000,400000
"9386","Machalí","Hombre","5162",853320,NA,526000
"9387","Machalí","Hombre","5220",786198,235467,242927
"9388","Machalí","Hombre","6113",207860,215636,220000
"9389","Machalí","Hombre","7111",437600,506098,506780
"9390","Machalí","Hombre","7124",352915,376423,362857
"9391","Machalí","Hombre","7137",765800,NA,400000
"9392","Machalí","Hombre","7212",585290,500000,342692
"9393","Machalí","Hombre","7233",656400,280000,546494
"9394","Machalí","Hombre","7245",437600,220000,467879
"9395","Machalí","Hombre","8113",323176,NA,720000
"9396","Machalí","Hombre","8312",765800,NA,NA
"9397","Machalí","Hombre","8322",338910,237947,297619
"9398","Machalí","Hombre","8323",1141890,232273,303462
"9399","Machalí","Hombre","8324",382900,506291,438000
"9400","Machalí","Hombre","8333",382900,NA,900000
"9401","Machalí","Hombre","8334",574350,NA,NA
"9402","Machalí","Hombre","9132",328200,222326,322508
"9403","Machalí","Hombre","9151",196920,230000,253750
"9404","Machalí","Hombre","9152",213737,331683,300000
"9405","Machalí","Hombre","9211",197806,181077,250000
"9406","Machalí","Hombre","9313",492300,227273,272500
"9407","Machalí","Mujer","1314",814107,300000,172727
"9408","Machalí","Mujer","2141",765800,NA,950000
"9409","Machalí","Mujer","2142",1094000,NA,500000
"9410","Machalí","Mujer","2230",765800,NA,1000000
"9411","Machalí","Mujer","2320",164100,301035,440385
"9412","Machalí","Mujer","2331",294012,298249,628333
"9413","Machalí","Mujer","2419",200202,400000,1091398
"9414","Machalí","Mujer","2446",820500,NA,747895
"9415","Machalí","Mujer","3121",492300,NA,NA
"9416","Machalí","Mujer","3226",202695,NA,700000
"9417","Machalí","Mujer","3231",202390,233548,293514
"9418","Machalí","Mujer","3415",437600,NA,457692
"9419","Machalí","Mujer","3431",1643200,NA,450000
"9420","Machalí","Mujer","3432",284440,NA,NA
"9421","Machalí","Mujer","4115",317547,230578,384000
"9422","Machalí","Mujer","4190",437600,700000,395407
"9423","Machalí","Mujer","4211",324389,180000,250000
"9424","Machalí","Mujer","4222",984600,NA,374375
"9425","Machalí","Mujer","5122",196920,233761,242615
"9426","Machalí","Mujer","5123",70016,200000,152000
"9427","Machalí","Mujer","5131",196350,201507,218462
"9428","Machalí","Mujer","5133",94084,NA,203077
"9429","Machalí","Mujer","5141",544649,90000,524725
"9430","Machalí","Mujer","5220",198767,173987,234907
"9431","Machalí","Mujer","6113",81186,NA,120000
"9432","Machalí","Mujer","7412",76580,NA,177945
"9433","Machalí","Mujer","7433",790115,NA,NA
"9434","Machalí","Mujer","9131",148991,200576,220000
"9435","Machalí","Mujer","9132",124300,NA,270312
"9436","Machalí","Mujer","9211",203484,210000,241000
"9437","Papudo","Hombre","1120",1312800,NA,NA
"9438","Papudo","Hombre","3413",369720,NA,NA
"9439","Papudo","Hombre","3431",513500,NA,NA
"9440","Papudo","Hombre","4121",365109,NA,NA
"9441","Papudo","Hombre","6113",369720,86774,359211
"9442","Papudo","Hombre","6152",207661,200000,240000
"9443","Papudo","Hombre","7122",223954,421557,NA
"9444","Papudo","Hombre","7124",403908,198387,240772
"9445","Papudo","Hombre","7137",328200,285000,NA
"9446","Papudo","Hombre","7141",451880,220000,240000
"9447","Papudo","Hombre","7231",369720,300000,700000
"9448","Papudo","Hombre","8322",328200,307451,468828
"9449","Papudo","Hombre","8333",879718,NA,NA
"9450","Papudo","Hombre","9141",262560,300000,370862
"9451","Papudo","Hombre","9152",196920,213054,380000
"9452","Papudo","Hombre","9313",196920,220000,241000
"9453","Papudo","Mujer","1314",410800,112821,400000
"9454","Papudo","Mujer","4115",237946,220000,325000
"9455","Papudo","Mujer","4142",88100,NA,NA
"9456","Papudo","Mujer","4190",109400,NA,NA
"9457","Papudo","Mujer","4222",196920,400000,NA
"9458","Papudo","Mujer","5131",126904,220000,550000
"9459","Papudo","Mujer","5220",328200,248750,130000
"9460","Papudo","Mujer","7412",308100,NA,NA
"9461","Papudo","Mujer","9131",131280,124901,188235
"9462","Cabrero","Hombre","1130",2516200,NA,NA
"9463","Cabrero","Hombre","1311",1899950,NA,NA
"9464","Cabrero","Hombre","1313",2054000,NA,NA
"9465","Cabrero","Hombre","1314",375344,300000,730769
"9466","Cabrero","Hombre","4131",328200,364286,NA
"9467","Cabrero","Hombre","4211",120340,NA,NA
"9468","Cabrero","Hombre","5220",309288,390132,273778
"9469","Cabrero","Hombre","6111",328200,NA,223059
"9470","Cabrero","Hombre","6112",306320,NA,430769
"9471","Cabrero","Hombre","6113",196920,NA,NA
"9472","Cabrero","Hombre","6121",437600,NA,400000
"9473","Cabrero","Hombre","6141",109400,175691,354000
"9474","Cabrero","Hombre","7123",240680,297698,NA
"9475","Cabrero","Hombre","7124",190045,207439,242127
"9476","Cabrero","Hombre","7212",199108,275253,255514
"9477","Cabrero","Hombre","7231",547000,160000,256349
"9478","Cabrero","Hombre","7233",294598,387912,452824
"9479","Cabrero","Hombre","7412",199108,NA,NA
"9480","Cabrero","Hombre","7421",207860,210000,280000
"9481","Cabrero","Hombre","7423",328200,216939,NA
"9482","Cabrero","Hombre","8240",267215,210000,447953
"9483","Cabrero","Hombre","8324",345131,250000,392449
"9484","Cabrero","Hombre","8331",197621,210000,500000
"9485","Cabrero","Hombre","8333",273500,NA,408522
"9486","Cabrero","Hombre","9132",185980,210000,242913
"9487","Cabrero","Hombre","9151",150972,NA,242444
"9488","Cabrero","Hombre","9152",236264,192857,249800
"9489","Cabrero","Hombre","9153",196920,NA,NA
"9490","Cabrero","Hombre","9161",196920,NA,NA
"9491","Cabrero","Hombre","9211",198413,210000,467737
"9492","Cabrero","Hombre","9212",202390,210000,NA
"9493","Cabrero","Hombre","9313",199108,208966,433824
"9494","Cabrero","Hombre","9333",188168,202903,NA
"9495","Cabrero","Hombre","9999",218800,NA,NA
"9496","Cabrero","Mujer","1130",470420,NA,NA
"9497","Cabrero","Mujer","1229",437600,NA,NA
"9498","Cabrero","Mujer","1314",158040,117410,481818
"9499","Cabrero","Mujer","2331",366225,NA,700000
"9500","Cabrero","Mujer","2419",547000,NA,400000
"9501","Cabrero","Mujer","2432",656400,NA,NA
"9502","Cabrero","Mujer","3310",284440,NA,NA
"9503","Cabrero","Mujer","3439",283598,NA,NA
"9504","Cabrero","Mujer","4115",200532,253034,300000
"9505","Cabrero","Mujer","4121",280723,NA,366207
"9506","Cabrero","Mujer","5122",331683,209634,230396
"9507","Cabrero","Mujer","5131",21880,212730,100000
"9508","Cabrero","Mujer","5133",196920,50000,NA
"9509","Cabrero","Mujer","5220",199786,111026,120000
"9510","Cabrero","Mujer","7436",21880,NA,NA
"9511","Cabrero","Mujer","8271",273500,NA,NA
"9512","Cabrero","Mujer","9131",117767,73380,147033
"9513","Cabrero","Mujer","9132",158630,70000,260000
"9514","Cabrero","Mujer","9211",137729,207517,240014
"9515","Chanco","Hombre","1130",470420,NA,NA
"9516","Chanco","Hombre","1314",486130,NA,325904
"9517","Chanco","Hombre","2331",459480,NA,230000
"9518","Chanco","Hombre","3439",221581,NA,NA
"9519","Chanco","Hombre","4115",382900,NA,NA
"9520","Chanco","Hombre","4131",204578,NA,238645
"9521","Chanco","Hombre","5132",218800,700000,NA
"9522","Chanco","Hombre","5162",929900,NA,NA
"9523","Chanco","Hombre","6111",122262,NA,200000
"9524","Chanco","Hombre","6112",218800,NA,NA
"9525","Chanco","Hombre","6121",199108,220000,NA
"9526","Chanco","Hombre","6141",198893,300000,240225
"9527","Chanco","Hombre","6142",308100,131236,104773
"9528","Chanco","Hombre","7122",119208,309833,NA
"9529","Chanco","Hombre","7124",210595,210000,219057
"9530","Chanco","Hombre","7233",711100,NA,650000
"9531","Chanco","Hombre","7423",204578,350000,241000
"9532","Chanco","Hombre","8322",822401,210000,289072
"9533","Chanco","Hombre","8324",547000,284387,350000
"9534","Chanco","Hombre","8331",202390,300000,NA
"9535","Chanco","Hombre","8332",315634,NA,NA
"9536","Chanco","Hombre","8333",437600,NA,NA
"9537","Chanco","Hombre","9151",164100,NA,NA
"9538","Chanco","Hombre","9152",112367,NA,NA
"9539","Chanco","Hombre","9162",240325,NA,NA
"9540","Chanco","Hombre","9211",204578,210000,221561
"9541","Chanco","Hombre","9313",139976,150000,241000
"9542","Chanco","Hombre","9333",204578,210000,NA
"9543","Chanco","Hombre","9999",274525,NA,NA
"9544","Chanco","Mujer","1314",102700,NA,200000
"9545","Chanco","Mujer","1315",102700,NA,256000
"9546","Chanco","Mujer","2331",437600,480000,NA
"9547","Chanco","Mujer","3231",273500,NA,NA
"9548","Chanco","Mujer","3431",273500,NA,NA
"9549","Chanco","Mujer","4115",121050,250000,350000
"9550","Chanco","Mujer","4211",178337,210000,242000
"9551","Chanco","Mujer","4222",87520,NA,NA
"9552","Chanco","Mujer","5122",201843,260000,210000
"9553","Chanco","Mujer","5131",70461,229870,180000
"9554","Chanco","Mujer","5141",164320,NA,NA
"9555","Chanco","Mujer","5220",120641,161316,NA
"9556","Chanco","Mujer","6113",123240,85000,NA
"9557","Chanco","Mujer","6142",215670,NA,NA
"9558","Chanco","Mujer","9112",82160,NA,100000
"9559","Chanco","Mujer","9131",167851,130000,241000
"9560","Chanco","Mujer","9132",131280,NA,185000
"9561","Chanco","Mujer","9151",164100,NA,NA
"9562","Chanco","Mujer","9152",156442,NA,NA
"9563","Chanco","Mujer","9211",131280,160333,122193
"9564","El Carmen","Hombre","1130",492300,NA,NA
"9565","El Carmen","Hombre","1314",462150,646667,150000
"9566","El Carmen","Hombre","2142",102700,NA,NA
"9567","El Carmen","Hombre","2352",199108,NA,NA
"9568","El Carmen","Hombre","2411",328200,NA,NA
"9569","El Carmen","Hombre","3112",875200,NA,600000
"9570","El Carmen","Hombre","4121",384098,700000,NA
"9571","El Carmen","Hombre","5112",199108,190000,NA
"9572","El Carmen","Hombre","5220",262169,245000,NA
"9573","El Carmen","Hombre","6111",155843,171193,181361
"9574","El Carmen","Hombre","6112",120340,NA,NA
"9575","El Carmen","Hombre","6113",109400,NA,NA
"9576","El Carmen","Hombre","6114",102700,NA,NA
"9577","El Carmen","Hombre","6141",143780,65472,NA
"9578","El Carmen","Hombre","6142",102700,50000,NA
"9579","El Carmen","Hombre","6210",123240,30000,50000
"9580","El Carmen","Hombre","7122",313969,NA,NA
"9581","El Carmen","Hombre","7123",273500,NA,NA
"9582","El Carmen","Hombre","7124",127625,143878,217105
"9583","El Carmen","Hombre","7212",207154,NA,NA
"9584","El Carmen","Hombre","7231",308100,214464,NA
"9585","El Carmen","Hombre","7414",196920,NA,NA
"9586","El Carmen","Hombre","8322",634520,200000,NA
"9587","El Carmen","Hombre","8323",223341,210000,NA
"9588","El Carmen","Hombre","8324",399310,229083,261341
"9589","El Carmen","Hombre","8333",382900,NA,NA
"9590","El Carmen","Hombre","9111",246480,NA,NA
"9591","El Carmen","Hombre","9112",616200,NA,NA
"9592","El Carmen","Hombre","9132",223662,210000,195210
"9593","El Carmen","Hombre","9141",273500,NA,NA
"9594","El Carmen","Hombre","9151",159724,107000,NA
"9595","El Carmen","Hombre","9152",199108,NA,80000
"9596","El Carmen","Hombre","9211",188076,100000,150000
"9597","El Carmen","Hombre","9212",153160,130000,187000
"9598","El Carmen","Hombre","9312",547000,NA,NA
"9599","El Carmen","Hombre","9313",135955,560000,235000
"9600","El Carmen","Hombre","9333",102700,30000,NA
"9601","El Carmen","Hombre","9999",251620,NA,NA
"9602","El Carmen","Mujer","1314",513500,34539,595500
"9603","El Carmen","Mujer","1315",410800,NA,NA
"9604","El Carmen","Mujer","2331",778824,400000,325000
"9605","El Carmen","Mujer","2332",700160,345000,NA
"9606","El Carmen","Mujer","2411",929900,NA,200000
"9607","El Carmen","Mujer","3310",142220,NA,NA
"9608","El Carmen","Mujer","3431",1094000,NA,NA
"9609","El Carmen","Mujer","3433",218800,NA,NA
"9610","El Carmen","Mujer","3439",233410,NA,NA
"9611","El Carmen","Mujer","4121",328200,800000,NA
"9612","El Carmen","Mujer","4211",294513,123333,136785
"9613","El Carmen","Mujer","5122",143462,156514,218404
"9614","El Carmen","Mujer","5131",246150,175184,195882
"9615","El Carmen","Mujer","5133",7189,157897,NA
"9616","El Carmen","Mujer","5220",254673,100000,NA
"9617","El Carmen","Mujer","6141",20540,NA,NA
"9618","El Carmen","Mujer","9113",79226,NA,NA
"9619","El Carmen","Mujer","9131",40881,100000,59085
"9620","El Carmen","Mujer","9132",81197,NA,NA
"9621","El Carmen","Mujer","9152",109400,NA,NA
"9622","El Carmen","Mujer","9211",159478,79818,187012
"9623","El Carmen","Mujer","9313",16432,NA,NA
"9624","Freirina","Hombre","1130",471479,NA,NA
"9625","Freirina","Hombre","1314",133957,162500,NA
"9626","Freirina","Hombre","2131",306320,NA,NA
"9627","Freirina","Hombre","2149",765800,NA,1200000
"9628","Freirina","Hombre","2221",1312800,NA,NA
"9629","Freirina","Hombre","2320",328200,NA,NA
"9630","Freirina","Hombre","2411",437600,NA,NA
"9631","Freirina","Hombre","2419",437600,NA,NA
"9632","Freirina","Hombre","3152",875200,NA,NA
"9633","Freirina","Hombre","3231",437600,600000,NA
"9634","Freirina","Hombre","3439",272384,NA,500000
"9635","Freirina","Hombre","4190",656400,NA,NA
"9636","Freirina","Hombre","5122",218800,384375,NA
"9637","Freirina","Hombre","5220",218800,177308,NA
"9638","Freirina","Hombre","5230",1027000,NA,NA
"9639","Freirina","Hombre","6111",305532,200000,NA
"9640","Freirina","Hombre","6112",205400,NA,NA
"9641","Freirina","Hombre","6114",102700,NA,NA
"9642","Freirina","Hombre","6121",279860,200000,NA
"9643","Freirina","Hombre","6130",281472,NA,300000
"9644","Freirina","Hombre","6152",534040,250000,200000
"9645","Freirina","Hombre","7111",493623,200000,326977
"9646","Freirina","Hombre","7122",273500,250000,397273
"9647","Freirina","Hombre","7124",377065,350000,345909
"9648","Freirina","Hombre","7137",328200,450000,300000
"9649","Freirina","Hombre","7212",441019,625000,535000
"9650","Freirina","Hombre","7214",306320,386567,671667
"9651","Freirina","Hombre","7231",313613,266667,715849
"9652","Freirina","Hombre","7233",415720,396757,560000
"9653","Freirina","Hombre","7412",262560,NA,NA
"9654","Freirina","Hombre","7422",616200,200000,NA
"9655","Freirina","Hombre","8281",196920,NA,NA
"9656","Freirina","Hombre","8322",223832,NA,NA
"9657","Freirina","Hombre","8323",240680,300000,445455
"9658","Freirina","Hombre","8324",550736,400000,585714
"9659","Freirina","Hombre","8331",437600,NA,NA
"9660","Freirina","Hombre","9132",273500,271707,NA
"9661","Freirina","Hombre","9211",196920,250000,378750
"9662","Freirina","Hombre","9213",616200,324219,NA
"9663","Freirina","Hombre","9311",325003,379630,NA
"9664","Freirina","Hombre","9313",218800,300000,NA
"9665","Freirina","Hombre","9999",306320,NA,NA
"9666","Freirina","Mujer","1229",1094000,NA,NA
"9667","Freirina","Mujer","1237",420096,NA,NA
"9668","Freirina","Mujer","1314",387326,133500,200000
"9669","Freirina","Mujer","2221",2078600,NA,NA
"9670","Freirina","Mujer","2331",354942,NA,NA
"9671","Freirina","Mujer","2332",328200,400000,NA
"9672","Freirina","Mujer","2429",547000,NA,NA
"9673","Freirina","Mujer","2446",648165,NA,NA
"9674","Freirina","Mujer","3320",221956,162167,870000
"9675","Freirina","Mujer","3439",131280,450000,920000
"9676","Freirina","Mujer","3480",98460,NA,NA
"9677","Freirina","Mujer","4115",374534,253273,NA
"9678","Freirina","Mujer","4121",328200,317000,NA
"9679","Freirina","Mujer","4131",361020,NA,189700
"9680","Freirina","Mujer","4190",87520,280000,NA
"9681","Freirina","Mujer","4211",218800,NA,194000
"9682","Freirina","Mujer","5122",175040,182507,250000
"9683","Freirina","Mujer","5131",137358,190328,NA
"9684","Freirina","Mujer","5141",61620,40000,NA
"9685","Freirina","Mujer","5220",156526,185146,123243
"9686","Freirina","Mujer","5230",123240,NA,NA
"9687","Freirina","Mujer","6111",410800,NA,NA
"9688","Freirina","Mujer","6121",382900,NA,NA
"9689","Freirina","Mujer","7324",143780,NA,NA
"9690","Freirina","Mujer","7433",134380,60000,NA
"9691","Freirina","Mujer","7436",69836,50000,260000
"9692","Freirina","Mujer","9131",92788,150000,240000
"9693","Freirina","Mujer","9132",88888,251000,326364
"9694","Freirina","Mujer","9133",190356,10000,30000
"9695","Freirina","Mujer","9211",63630,NA,200000
"9696","Freirina","Mujer","9311",287560,NA,NA
"9697","Pemuco","Hombre","1130",2188000,NA,NA
"9698","Pemuco","Hombre","4211",306320,NA,NA
"9699","Pemuco","Hombre","5112",218800,216068,252490
"9700","Pemuco","Hombre","6111",197810,120000,100000
"9701","Pemuco","Hombre","6112",102836,160000,NA
"9702","Pemuco","Hombre","6113",160818,195388,30000
"9703","Pemuco","Hombre","6121",92430,72000,225000
"9704","Pemuco","Hombre","6129",199108,NA,NA
"9705","Pemuco","Hombre","6141",156265,245000,200000
"9706","Pemuco","Hombre","7122",315808,216250,80000
"9707","Pemuco","Hombre","7124",96533,195088,300000
"9708","Pemuco","Hombre","7129",328200,NA,NA
"9709","Pemuco","Hombre","7132",373828,NA,NA
"9710","Pemuco","Hombre","7137",196920,NA,NA
"9711","Pemuco","Hombre","7231",208819,4000,NA
"9712","Pemuco","Hombre","7233",204578,NA,NA
"9713","Pemuco","Hombre","7423",199108,317465,350000
"9714","Pemuco","Hombre","8331",196920,450000,NA
"9715","Pemuco","Hombre","8333",475890,NA,NA
"9716","Pemuco","Hombre","9132",252971,210000,250000
"9717","Pemuco","Hombre","9141",361020,NA,NA
"9718","Pemuco","Hombre","9211",126352,177474,15000
"9719","Pemuco","Hombre","9313",196920,221831,90000
"9720","Pemuco","Mujer","2331",437922,600000,520000
"9721","Pemuco","Mujer","2352",246150,NA,NA
"9722","Pemuco","Mujer","2446",382900,NA,NA
"9723","Pemuco","Mujer","3223",656400,NA,NA
"9724","Pemuco","Mujer","4132",43760,NA,NA
"9725","Pemuco","Mujer","5122",160818,182408,400000
"9726","Pemuco","Mujer","5220",161365,159718,NA
"9727","Pemuco","Mujer","6111",83500,NA,NA
"9728","Pemuco","Mujer","7436",16432,20000,NA
"9729","Pemuco","Mujer","9131",71934,98400,130000
"9730","Pemuco","Mujer","9132",199108,220000,257000
"9731","Pemuco","Mujer","9211",158356,160522,NA
"9732","Rauco","Hombre","1130",547000,NA,NA
"9733","Rauco","Hombre","1314",616200,NA,125000
"9734","Rauco","Hombre","2142",273500,NA,NA
"9735","Rauco","Hombre","2422",76580,NA,NA
"9736","Rauco","Hombre","3112",2054000,NA,NA
"9737","Rauco","Hombre","3431",218800,NA,NA
"9738","Rauco","Hombre","3471",199108,NA,NA
"9739","Rauco","Hombre","3480",410800,NA,NA
"9740","Rauco","Hombre","4211",199108,NA,NA
"9741","Rauco","Hombre","6111",233536,206105,241227
"9742","Rauco","Hombre","6112",206837,210000,241000
"9743","Rauco","Hombre","7122",218800,210000,280000
"9744","Rauco","Hombre","7142",821600,NA,NA
"9745","Rauco","Hombre","7222",513500,NA,NA
"9746","Rauco","Hombre","7231",196920,316818,336881
"9747","Rauco","Hombre","7233",218800,NA,NA
"9748","Rauco","Hombre","8163",350764,NA,NA
"9749","Rauco","Hombre","8324",306320,234545,465000
"9750","Rauco","Hombre","8332",196920,NA,380000
"9751","Rauco","Hombre","9152",207860,357000,NA
"9752","Rauco","Hombre","9211",218800,210000,241000
"9753","Rauco","Hombre","9313",240680,NA,241000
"9754","Rauco","Mujer","1314",252610,200000,133438
"9755","Rauco","Mujer","2331",468783,517000,NA
"9756","Rauco","Mujer","2332",514180,NA,NA
"9757","Rauco","Mujer","4115",187196,NA,242032
"9758","Rauco","Mujer","4121",218800,450000,NA
"9759","Rauco","Mujer","4190",201296,NA,NA
