"","comuna","sex","occupation","2011","2013","2015"
"6682","Punta Arenas","Mujer","7142",246150,NA,NA
"6683","Punta Arenas","Mujer","7311",384308,NA,NA
"6684","Punta Arenas","Mujer","7332",61620,30000,150000
"6685","Punta Arenas","Mujer","7411",278189,136667,NA
"6686","Punta Arenas","Mujer","7412",164100,241505,280732
"6687","Punta Arenas","Mujer","7433",102700,100732,86022
"6688","Punta Arenas","Mujer","7436",898403,113824,143488
"6689","Punta Arenas","Mujer","8290",350080,NA,NA
"6690","Punta Arenas","Mujer","8322",217327,368421,702326
"6691","Punta Arenas","Mujer","8323",543590,305614,180000
"6692","Punta Arenas","Mujer","8333",173946,NA,NA
"6693","Punta Arenas","Mujer","9112",123240,53415,225843
"6694","Punta Arenas","Mujer","9113",61620,108035,NA
"6695","Punta Arenas","Mujer","9131",166374,140000,185176
"6696","Punta Arenas","Mujer","9132",196920,200000,241976
"6697","Punta Arenas","Mujer","9133",155764,283600,117708
"6698","Punta Arenas","Mujer","9141",229740,NA,NA
"6699","Punta Arenas","Mujer","9151",193661,211429,276865
"6700","Punta Arenas","Mujer","9152",210123,292637,294824
"6701","Punta Arenas","Mujer","9162",218800,220000,NA
"6702","Punta Arenas","Mujer","9322",205400,369152,163514
"6703","Punta Arenas","Mujer","9333",120340,210000,NA
"6704","Punta Arenas","Mujer","9999",306320,250000,NA
"6705","Quillota","Hombre","0110",728914,288901,578814
"6706","Quillota","Hombre","1229",875200,900000,NA
"6707","Quillota","Hombre","1314",714154,396717,250000
"6708","Quillota","Hombre","2143",1879418,1056485,NA
"6709","Quillota","Hombre","2144",1312800,NA,NA
"6710","Quillota","Hombre","2229",2054000,NA,NA
"6711","Quillota","Hombre","2331",437021,480000,NA
"6712","Quillota","Hombre","2419",720095,NA,840110
"6713","Quillota","Hombre","3112",218800,NA,NA
"6714","Quillota","Hombre","3411",306320,500000,NA
"6715","Quillota","Hombre","3439",218800,NA,1100000
"6716","Quillota","Hombre","3471",410800,NA,221064
"6717","Quillota","Hombre","4132",155348,NA,280000
"6718","Quillota","Hombre","4190",218800,597248,643429
"6719","Quillota","Hombre","5122",223822,485371,400000
"6720","Quillota","Hombre","5123",218800,170000,269280
"6721","Quillota","Hombre","5162",503240,452175,NA
"6722","Quillota","Hombre","5169",273500,NA,NA
"6723","Quillota","Hombre","5220",275457,300000,250431
"6724","Quillota","Hombre","5230",87520,500000,240653
"6725","Quillota","Hombre","6111",279138,150000,247697
"6726","Quillota","Hombre","6113",237444,213829,318667
"6727","Quillota","Hombre","6114",273500,NA,NA
"6728","Quillota","Hombre","7121",328200,350000,486307
"6729","Quillota","Hombre","7122",196920,200430,278112
"6730","Quillota","Hombre","7124",244635,200000,244610
"6731","Quillota","Hombre","7135",218800,NA,NA
"6732","Quillota","Hombre","7137",382900,200000,296506
"6733","Quillota","Hombre","7141",164100,NA,170000
"6734","Quillota","Hombre","7214",601700,120000,NA
"6735","Quillota","Hombre","7231",241063,358772,260000
"6736","Quillota","Hombre","7233",1145119,370455,100000
"6737","Quillota","Hombre","7411",233347,NA,200000
"6738","Quillota","Hombre","7412",160818,235556,349667
"6739","Quillota","Hombre","7422",308100,NA,90000
"6740","Quillota","Hombre","8159",341328,NA,405000
"6741","Quillota","Hombre","8251",382900,NA,NA
"6742","Quillota","Hombre","8252",278549,NA,170000
"6743","Quillota","Hombre","8271",177331,NA,NA
"6744","Quillota","Hombre","8274",160818,NA,NA
"6745","Quillota","Hombre","8290",201296,NA,NA
"6746","Quillota","Hombre","8322",316702,262226,428091
"6747","Quillota","Hombre","8323",218800,350000,460502
"6748","Quillota","Hombre","8324",597160,323981,249419
"6749","Quillota","Hombre","8331",199108,NA,263209
"6750","Quillota","Hombre","8332",149878,NA,267420
"6751","Quillota","Hombre","9113",61620,NA,NA
"6752","Quillota","Hombre","9131",202390,210000,NA
"6753","Quillota","Hombre","9132",210048,210000,270000
"6754","Quillota","Hombre","9142",375882,NA,190000
"6755","Quillota","Hombre","9151",180510,260339,187085
"6756","Quillota","Hombre","9152",218800,229079,308706
"6757","Quillota","Hombre","9161",240680,NA,NA
"6758","Quillota","Hombre","9211",222774,210000,220000
"6759","Quillota","Hombre","9312",459480,180000,NA
"6760","Quillota","Hombre","9313",239805,206188,250000
"6761","Quillota","Hombre","9333",198014,186339,240000
"6762","Quillota","Mujer","1314",472034,100000,146043
"6763","Quillota","Mujer","2131",328200,NA,NA
"6764","Quillota","Mujer","2320",572959,425625,NA
"6765","Quillota","Mujer","2331",541499,433823,840000
"6766","Quillota","Mujer","2332",437600,433990,NA
"6767","Quillota","Mujer","2419",367105,472954,500000
"6768","Quillota","Mujer","2432",382900,NA,NA
"6769","Quillota","Mujer","2445",820500,1500000,719000
"6770","Quillota","Mujer","2446",461832,NA,396078
"6771","Quillota","Mujer","3227",131280,NA,NA
"6772","Quillota","Mujer","3231",328200,430000,369181
"6773","Quillota","Mujer","3320",130186,194273,400000
"6774","Quillota","Mujer","3431",196920,NA,NA
"6775","Quillota","Mujer","3433",369720,NA,NA
"6776","Quillota","Mujer","3439",196920,NA,270390
"6777","Quillota","Mujer","4115",325723,229112,475939
"6778","Quillota","Mujer","4121",191450,284159,500000
"6779","Quillota","Mujer","4132",328200,NA,NA
"6780","Quillota","Mujer","4190",312438,314213,350000
"6781","Quillota","Mujer","4211",199926,213212,151543
"6782","Quillota","Mujer","4223",109400,NA,NA
"6783","Quillota","Mujer","5122",153160,199828,141468
"6784","Quillota","Mujer","5123",150448,250500,240000
"6785","Quillota","Mujer","5131",158630,209896,400000
"6786","Quillota","Mujer","5132",167186,210000,268970
"6787","Quillota","Mujer","5133",212688,94417,178375
"6788","Quillota","Mujer","5141",123240,108613,NA
"6789","Quillota","Mujer","5220",210517,219968,201298
"6790","Quillota","Mujer","5230",246480,NA,NA
"6791","Quillota","Mujer","6112",153160,222000,NA
"6792","Quillota","Mujer","6113",200119,203211,257045
"6793","Quillota","Mujer","7412",255245,NA,NA
"6794","Quillota","Mujer","8262",308100,NA,NA
"6795","Quillota","Mujer","8323",218800,NA,NA
"6796","Quillota","Mujer","9113",410800,NA,NA
"6797","Quillota","Mujer","9131",192762,192202,100000
"6798","Quillota","Mujer","9132",213251,148031,200000
"6799","Quillota","Mujer","9211",196920,120000,206753
"6800","Quillota","Mujer","9313",196920,NA,NA
"6801","Quillota","Mujer","9322",102359,70000,NA
"6802","Quillota","Mujer","9999",151752,NA,NA
"6803","Quilpué","Hombre","0110",540107,502532,657059
"6804","Quilpué","Hombre","1313",287560,1211609,1800000
"6805","Quilpué","Hombre","1314",626754,400000,664894
"6806","Quilpué","Hombre","1316",3798958,1357664,NA
"6807","Quilpué","Hombre","1317",273806,1066879,NA
"6808","Quilpué","Hombre","1319",1641971,477473,800000
"6809","Quilpué","Hombre","2139",1463504,NA,NA
"6810","Quilpué","Hombre","2142",833113,540385,1293878
"6811","Quilpué","Hombre","2145",656400,NA,939720
"6812","Quilpué","Hombre","2146",820500,NA,1708088
"6813","Quilpué","Hombre","2149",1902180,1419149,1815385
"6814","Quilpué","Hombre","2223",153160,NA,NA
"6815","Quilpué","Hombre","2224",656400,NA,NA
"6816","Quilpué","Hombre","2320",185980,490000,457561
"6817","Quilpué","Hombre","2331",810394,523239,544663
"6818","Quilpué","Hombre","2411",568405,574884,787008
"6819","Quilpué","Hombre","2412",164100,NA,1451111
"6820","Quilpué","Hombre","2419",462021,1361667,880000
"6821","Quilpué","Hombre","2421",2192337,1942571,831552
"6822","Quilpué","Hombre","2429",492300,NA,700000
"6823","Quilpué","Hombre","2441",1688687,NA,NA
"6824","Quilpué","Hombre","2444",382900,120769,NA
"6825","Quilpué","Hombre","2451",542331,NA,NA
"6826","Quilpué","Hombre","3112",481003,885564,740345
"6827","Quilpué","Hombre","3152",1232400,693362,751596
"6828","Quilpué","Hombre","3226",1422200,NA,846629
"6829","Quilpué","Hombre","3231",711100,591892,NA
"6830","Quilpué","Hombre","3411",525120,893318,NA
"6831","Quilpué","Hombre","3415",821600,384515,915038
"6832","Quilpué","Hombre","3431",829425,300000,314286
"6833","Quilpué","Hombre","3432",924300,NA,630000
"6834","Quilpué","Hombre","3433",331711,NA,250000
"6835","Quilpué","Hombre","3434",54700,NA,1000000
"6836","Quilpué","Hombre","3439",404878,453438,391402
"6837","Quilpué","Hombre","3471",331711,650000,358084
"6838","Quilpué","Hombre","3472",382900,NA,640000
"6839","Quilpué","Hombre","4115",109400,NA,NA
"6840","Quilpué","Hombre","4121",606621,1000000,450000
"6841","Quilpué","Hombre","4131",196926,300000,419091
"6842","Quilpué","Hombre","4142",142220,235243,233239
"6843","Quilpué","Hombre","4190",729019,500000,336732
"6844","Quilpué","Hombre","4211",236193,243908,364956
"6845","Quilpué","Hombre","4222",875200,300000,406525
"6846","Quilpué","Hombre","4223",207860,NA,NA
"6847","Quilpué","Hombre","5111",273500,NA,NA
"6848","Quilpué","Hombre","5122",160919,240732,270486
"6849","Quilpué","Hombre","5123",219282,228509,222926
"6850","Quilpué","Hombre","5131",748155,280000,140000
"6851","Quilpué","Hombre","5141",308100,NA,700000
"6852","Quilpué","Hombre","5162",452469,1004155,800000
"6853","Quilpué","Hombre","5220",305476,279615,278909
"6854","Quilpué","Hombre","5230",218800,234510,250000
"6855","Quilpué","Hombre","6111",168340,520000,157576
"6856","Quilpué","Hombre","6113",217661,148071,168598
"6857","Quilpué","Hombre","6152",1643200,907143,150000
"6858","Quilpué","Hombre","7111",765800,508543,NA
"6859","Quilpué","Hombre","7122",224270,210000,390182
"6860","Quilpué","Hombre","7124",308100,225049,396618
"6861","Quilpué","Hombre","7129",382900,413390,666178
"6862","Quilpué","Hombre","7137",359983,258333,294222
"6863","Quilpué","Hombre","7141",245663,300000,287568
"6864","Quilpué","Hombre","7142",1027000,210000,NA
"6865","Quilpué","Hombre","7212",291656,233744,271691
"6866","Quilpué","Hombre","7214",164320,7226338,320000
"6867","Quilpué","Hombre","7231",214242,352755,400000
"6868","Quilpué","Hombre","7233",205672,503644,500000
"6869","Quilpué","Hombre","7243",317260,637480,270677
"6870","Quilpué","Hombre","7331",110982,NA,100000
"6871","Quilpué","Hombre","7411",272722,180000,294227
"6872","Quilpué","Hombre","7412",131280,210000,349469
"6873","Quilpué","Hombre","8111",1969200,387755,NA
"6874","Quilpué","Hombre","8251",173327,210000,100000
"6875","Quilpué","Hombre","8263",306320,NA,NA
"6876","Quilpué","Hombre","8322",336112,300000,342361
"6877","Quilpué","Hombre","8323",246480,333247,250000
"6878","Quilpué","Hombre","8324",410800,229632,427895
"6879","Quilpué","Hombre","8332",328200,NA,NA
"6880","Quilpué","Hombre","8333",218800,449817,404940
"6881","Quilpué","Hombre","8340",763612,514545,NA
"6882","Quilpué","Hombre","9112",161138,100000,NA
"6883","Quilpué","Hombre","9120",238492,NA,200000
"6884","Quilpué","Hombre","9131",129044,180000,NA
"6885","Quilpué","Hombre","9132",166609,236595,241319
"6886","Quilpué","Hombre","9141",179756,161213,261338
"6887","Quilpué","Hombre","9151",266661,251966,315000
"6888","Quilpué","Hombre","9152",215678,210000,291429
"6889","Quilpué","Hombre","9153",218800,NA,NA
"6890","Quilpué","Hombre","9211",198014,111250,165000
"6891","Quilpué","Hombre","9312",273500,300000,NA
"6892","Quilpué","Hombre","9313",218800,229160,250000
"6893","Quilpué","Hombre","9322",77030,60000,265303
"6894","Quilpué","Hombre","9333",131280,210000,271226
"6895","Quilpué","Hombre","9999",285493,279037,550000
"6896","Quilpué","Mujer","1229",678280,NA,766255
"6897","Quilpué","Mujer","1314",598220,183778,300000
"6898","Quilpué","Mujer","1315",410800,200000,300000
"6899","Quilpué","Mujer","1317",123240,NA,NA
"6900","Quilpué","Mujer","2113",656400,NA,1600000
"6901","Quilpué","Mujer","2122",131280,NA,NA
"6902","Quilpué","Mujer","2142",1312800,NA,861694
"6903","Quilpué","Mujer","2149",1094000,700000,332727
"6904","Quilpué","Mujer","2221",1422200,NA,768621
"6905","Quilpué","Mujer","2229",656400,NA,346234
"6906","Quilpué","Mujer","2310",1203400,NA,651145
"6907","Quilpué","Mujer","2320",385580,800000,462400
"6908","Quilpué","Mujer","2331",492300,378537,482521
"6909","Quilpué","Mujer","2332",576173,419868,438138
"6910","Quilpué","Mujer","2340",525120,394566,NA
"6911","Quilpué","Mujer","2359",765800,NA,294532
"6912","Quilpué","Mujer","2411",792207,356667,590977
"6913","Quilpué","Mujer","2419",765800,800000,366490
"6914","Quilpué","Mujer","2441",492300,280000,NA
"6915","Quilpué","Mujer","2445",415720,700000,459279
"6916","Quilpué","Mujer","3221",98460,274529,350690
"6917","Quilpué","Mujer","3223",1848600,800000,600000
"6918","Quilpué","Mujer","3225",346349,NA,711613
"6919","Quilpué","Mujer","3226",153160,100000,634800
"6920","Quilpué","Mujer","3231",273500,298248,423894
"6921","Quilpué","Mujer","3241",308100,NA,NA
"6922","Quilpué","Mujer","3411",2730029,400000,NA
"6923","Quilpué","Mujer","3413",437600,450000,320134
"6924","Quilpué","Mujer","3415",311790,332522,NA
"6925","Quilpué","Mujer","3431",356363,933858,400000
"6926","Quilpué","Mujer","3439",355506,NA,373271
"6927","Quilpué","Mujer","3471",205400,356805,258427
"6928","Quilpué","Mujer","4115",195530,317058,351193
"6929","Quilpué","Mujer","4131",547000,259559,188604
"6930","Quilpué","Mujer","4133",492300,380000,241000
"6931","Quilpué","Mujer","4143",195130,NA,NA
"6932","Quilpué","Mujer","4190",360242,133220,436071
"6933","Quilpué","Mujer","4211",196920,205789,257935
"6934","Quilpué","Mujer","4215",185980,380182,30000
"6935","Quilpué","Mujer","4221",218800,NA,NA
"6936","Quilpué","Mujer","4222",273500,289496,241000
"6937","Quilpué","Mujer","5111",415720,200000,NA
"6938","Quilpué","Mujer","5122",205400,190298,249603
"6939","Quilpué","Mujer","5123",161294,210000,180696
"6940","Quilpué","Mujer","5131",243145,100800,190863
"6941","Quilpué","Mujer","5132",453272,213487,356694
"6942","Quilpué","Mujer","5133",134160,219120,262805
"6943","Quilpué","Mujer","5141",41080,140613,150000
"6944","Quilpué","Mujer","5151",132627,NA,290000
"6945","Quilpué","Mujer","5152",132627,150000,NA
"6946","Quilpué","Mujer","5220",185980,200000,252604
"6947","Quilpué","Mujer","5230",82160,128780,150000
"6948","Quilpué","Mujer","7412",164320,111404,98889
"6949","Quilpué","Mujer","8221",218800,NA,NA
"6950","Quilpué","Mujer","8322",1437800,400000,146610
"6951","Quilpué","Mujer","9112",169731,70880,49047
"6952","Quilpué","Mujer","9131",131280,120000,180000
"6953","Quilpué","Mujer","9132",194819,176677,250000
"6954","Quilpué","Mujer","9211",175040,NA,NA
"6955","Quilpué","Mujer","9322",85536,150000,240000
"6956","Quilpué","Mujer","9999",600507,138468,NA
"6957","Rancagua","Hombre","0110",547000,562621,540000
"6958","Rancagua","Hombre","1232",875200,756250,NA
"6959","Rancagua","Hombre","1312",4108000,NA,1500000
"6960","Rancagua","Hombre","1313",1027000,2068182,2000000
"6961","Rancagua","Hombre","1314",378008,481160,400000
"6962","Rancagua","Hombre","1315",3081000,479174,744531
"6963","Rancagua","Hombre","2131",741668,727128,600000
"6964","Rancagua","Hombre","2142",1595301,1679000,1500000
"6965","Rancagua","Hombre","2143",1859800,NA,1125472
"6966","Rancagua","Hombre","2144",142220,NA,NA
"6967","Rancagua","Hombre","2147",929900,749091,1238953
"6968","Rancagua","Hombre","2149",937056,604412,800000
"6969","Rancagua","Hombre","2213",309967,1500000,600000
"6970","Rancagua","Hombre","2221",2735000,3000000,1417647
"6971","Rancagua","Hombre","2222",809707,1215753,789612
"6972","Rancagua","Hombre","2310",1641000,725862,466403
"6973","Rancagua","Hombre","2320",765800,711504,600000
"6974","Rancagua","Hombre","2331",767173,544545,380000
"6975","Rancagua","Hombre","2411",384463,400840,766154
"6976","Rancagua","Hombre","2419",670408,841463,1266529
"6977","Rancagua","Hombre","2445",601700,1400000,NA
"6978","Rancagua","Hombre","2460",634520,NA,NA
"6979","Rancagua","Hombre","3112",417805,750588,450000
"6980","Rancagua","Hombre","3114",269329,468310,NA
"6981","Rancagua","Hombre","3115",289910,386184,1000000
"6982","Rancagua","Hombre","3117",1120348,NA,NA
"6983","Rancagua","Hombre","3122",821600,NA,386076
"6984","Rancagua","Hombre","3131",420835,500000,NA
"6985","Rancagua","Hombre","3132",393840,1000000,NA
"6986","Rancagua","Hombre","3152",917744,1057659,800000
"6987","Rancagua","Hombre","3229",1094000,NA,NA
"6988","Rancagua","Hombre","3412",415720,719240,NA
"6989","Rancagua","Hombre","3413",4108000,NA,NA
"6990","Rancagua","Hombre","3415",98460,422080,257262
"6991","Rancagua","Hombre","3419",120340,NA,1200000
"6992","Rancagua","Hombre","3431",540263,500000,625385
"6993","Rancagua","Hombre","3432",328200,NA,701600
"6994","Rancagua","Hombre","3433",513500,231294,392753
"6995","Rancagua","Hombre","3439",489481,1150000,NA
"6996","Rancagua","Hombre","3444",437600,NA,NA
"6997","Rancagua","Hombre","3450",1969200,568667,NA
"6998","Rancagua","Hombre","3475",437600,276421,370000
"6999","Rancagua","Hombre","4121",274185,638144,437163
"7000","Rancagua","Hombre","4131",334694,350000,286524
"7001","Rancagua","Hombre","4142",743920,170000,NA
"7002","Rancagua","Hombre","4190",303639,696208,750000
"7003","Rancagua","Hombre","4211",131280,127461,280000
"7004","Rancagua","Hombre","4222",383249,210000,463699
"7005","Rancagua","Hombre","4223",199108,790000,NA
"7006","Rancagua","Hombre","5112",199108,259932,241000
"7007","Rancagua","Hombre","5122",199478,375000,282353
"7008","Rancagua","Hombre","5123",61620,168000,169333
"7009","Rancagua","Hombre","5131",328200,NA,250000
"7010","Rancagua","Hombre","5132",164100,NA,NA
"7011","Rancagua","Hombre","5162",467759,422781,477778
"7012","Rancagua","Hombre","5163",634520,480000,754634
"7013","Rancagua","Hombre","5220",240680,240059,289103
"7014","Rancagua","Hombre","5230",398348,243289,200000
"7015","Rancagua","Hombre","6111",229740,210000,250000
"7016","Rancagua","Hombre","6112",282451,275385,254380
"7017","Rancagua","Hombre","6113",510566,210000,200000
"7018","Rancagua","Hombre","6121",338155,233125,NA
"7019","Rancagua","Hombre","6122",437600,570000,450000
"7020","Rancagua","Hombre","7111",1133708,500000,626098
"7021","Rancagua","Hombre","7112",437600,NA,NA
"7022","Rancagua","Hombre","7122",228745,211700,333763
"7023","Rancagua","Hombre","7123",185611,300000,227907
"7024","Rancagua","Hombre","7124",404695,292667,242020
"7025","Rancagua","Hombre","7129",272642,403883,370500
"7026","Rancagua","Hombre","7133",262560,258462,NA
"7027","Rancagua","Hombre","7136",273500,210000,155839
"7028","Rancagua","Hombre","7137",388263,350000,NA
"7029","Rancagua","Hombre","7141",202390,205762,240000
"7030","Rancagua","Hombre","7142",324413,266057,298919
"7031","Rancagua","Hombre","7212",437600,300000,451220
"7032","Rancagua","Hombre","7214",224270,244424,374682
"7033","Rancagua","Hombre","7231",420545,290892,473640
"7034","Rancagua","Hombre","7233",547000,651351,700000
"7035","Rancagua","Hombre","7241",396617,500000,819048
"7036","Rancagua","Hombre","7242",196920,410630,298816
"7037","Rancagua","Hombre","7243",308100,40000,342432
"7038","Rancagua","Hombre","7245",437600,372897,300000
"7039","Rancagua","Hombre","7311",382900,500000,400000
"7040","Rancagua","Hombre","7323",273500,NA,NA
"7041","Rancagua","Hombre","7341",765800,NA,NA
"7042","Rancagua","Hombre","7411",336891,300000,240000
"7043","Rancagua","Hombre","7412",273500,250000,269220
"7044","Rancagua","Hombre","7414",207675,290897,NA
"7045","Rancagua","Hombre","8111",810516,833813,555634
"7046","Rancagua","Hombre","8112",656400,804779,NA
"7047","Rancagua","Hombre","8163",447708,617647,296410
"7048","Rancagua","Hombre","8211",174590,300000,NA
"7049","Rancagua","Hombre","8212",532778,NA,NA
"7050","Rancagua","Hombre","8231",513500,261168,300000
"7051","Rancagua","Hombre","8251",240680,NA,NA
"7052","Rancagua","Hombre","8322",470616,350000,383838
"7053","Rancagua","Hombre","8323",352537,229416,461806
"7054","Rancagua","Hombre","8324",382900,300000,385912
"7055","Rancagua","Hombre","8332",255103,443615,343805
"7056","Rancagua","Hombre","8333",350699,418862,624176
"7057","Rancagua","Hombre","9111",1002254,197444,377049
"7058","Rancagua","Hombre","9112",444604,197355,232545
"7059","Rancagua","Hombre","9132",207831,210000,251592
"7060","Rancagua","Hombre","9141",199108,241000,NA
"7061","Rancagua","Hombre","9142",199108,350000,179796
"7062","Rancagua","Hombre","9151",217000,210972,179789
"7063","Rancagua","Hombre","9152",229056,210000,314189
"7064","Rancagua","Hombre","9153",109400,336071,286059
"7065","Rancagua","Hombre","9161",554580,210000,257000
"7066","Rancagua","Hombre","9211",204784,206723,250000
"7067","Rancagua","Hombre","9311",630418,265135,390423
"7068","Rancagua","Hombre","9312",467685,319620,324874
"7069","Rancagua","Hombre","9313",283902,213111,241000
"7070","Rancagua","Hombre","9322",328200,98386,140973
"7071","Rancagua","Hombre","9333",349164,229886,254567
"7072","Rancagua","Hombre","9999",235239,500000,312545
"7073","Rancagua","Mujer","1229",1194023,1600000,550000
"7074","Rancagua","Mujer","1314",308100,183441,150000
"7075","Rancagua","Mujer","2149",780022,500000,NA
"7076","Rancagua","Mujer","2221",656400,1850000,NA
"7077","Rancagua","Mujer","2222",3697200,284354,NA
"7078","Rancagua","Mujer","2230",984600,900000,769596
"7079","Rancagua","Mujer","2320",683750,581130,529420
"7080","Rancagua","Mujer","2331",483452,400000,636564
"7081","Rancagua","Mujer","2332",459504,465354,560317
"7082","Rancagua","Mujer","2351",372016,NA,NA
"7083","Rancagua","Mujer","2352",273500,NA,288272
"7084","Rancagua","Mujer","2411",536060,481101,1300000
"7085","Rancagua","Mujer","2419",266809,895652,826241
"7086","Rancagua","Mujer","2441",610018,NA,NA
"7087","Rancagua","Mujer","2446",547000,440769,598623
"7088","Rancagua","Mujer","2455",328200,NA,NA
"7089","Rancagua","Mujer","3121",205016,NA,78000
"7090","Rancagua","Mujer","3152",765800,248876,398462
"7091","Rancagua","Mujer","3225",268030,225814,350000
"7092","Rancagua","Mujer","3226",417709,NA,1000000
"7093","Rancagua","Mujer","3229",499262,249000,NA
"7094","Rancagua","Mujer","3231",196920,259753,350000
"7095","Rancagua","Mujer","3320",215518,305830,274768
"7096","Rancagua","Mujer","3411",437600,859250,250000
"7097","Rancagua","Mujer","3412",196920,308757,845974
"7098","Rancagua","Mujer","3431",317087,292800,500000
"7099","Rancagua","Mujer","3432",451880,418121,NA
"7100","Rancagua","Mujer","3433",410991,550000,453826
"7101","Rancagua","Mujer","3439",277480,NA,NA
"7102","Rancagua","Mujer","3449",558707,699675,NA
"7103","Rancagua","Mujer","4115",257388,300000,300000
"7104","Rancagua","Mujer","4131",200659,248991,333544
"7105","Rancagua","Mujer","4142",273908,200000,NA
"7106","Rancagua","Mujer","4190",428861,302656,356291
"7107","Rancagua","Mujer","4211",214936,215769,243826
"7108","Rancagua","Mujer","4212",262560,NA,NA
"7109","Rancagua","Mujer","4222",198429,219298,299007
"7110","Rancagua","Mujer","4223",164100,215773,369898
"7111","Rancagua","Mujer","5121",205400,NA,NA
"7112","Rancagua","Mujer","5122",196114,210000,243758
"7113","Rancagua","Mujer","5123",200291,196652,231278
"7114","Rancagua","Mujer","5131",245415,125730,232978
"7115","Rancagua","Mujer","5132",382900,224308,374135
"7116","Rancagua","Mujer","5133",87520,132771,218058
"7117","Rancagua","Mujer","5141",471449,212502,300000
"7118","Rancagua","Mujer","5162",378842,411217,468710
"7119","Rancagua","Mujer","5220",197725,213430,250000
"7120","Rancagua","Mujer","5230",162608,119540,113240
"7121","Rancagua","Mujer","6111",202937,210000,349000
"7122","Rancagua","Mujer","6112",187951,210000,125762
"7123","Rancagua","Mujer","6113",85593,169293,240000
"7124","Rancagua","Mujer","6123",61620,NA,NA
"7125","Rancagua","Mujer","7331",1027000,NA,30000
"7126","Rancagua","Mujer","7332",102700,26000,NA
"7127","Rancagua","Mujer","7412",10940,54398,148947
"7128","Rancagua","Mujer","7414",196920,NA,NA
"7129","Rancagua","Mujer","7433",204095,120000,149672
"7130","Rancagua","Mujer","7436",38749,123824,100000
"7131","Rancagua","Mujer","8290",262560,NA,280000
"7132","Rancagua","Mujer","8324",328200,NA,NA
"7133","Rancagua","Mujer","8334",87520,280000,NA
"7134","Rancagua","Mujer","9111",370581,170411,145455
"7135","Rancagua","Mujer","9112",341004,251316,153140
"7136","Rancagua","Mujer","9131",131431,159938,127698
"7137","Rancagua","Mujer","9132",196920,190148,231045
"7138","Rancagua","Mujer","9133",102700,95605,NA
"7139","Rancagua","Mujer","9152",207860,184706,301730
"7140","Rancagua","Mujer","9211",202251,210000,241000
"7141","Rancagua","Mujer","9322",154240,134302,231315
"7142","Rancagua","Mujer","9333",262560,NA,NA
"7143","Rancagua","Mujer","9999",760042,NA,200000
"7144","San Antonio","Hombre","0110",515682,1000000,NA
"7145","San Antonio","Hombre","1232",240680,NA,NA
"7146","San Antonio","Hombre","1314",412777,469412,800000
"7147","San Antonio","Hombre","2142",1422200,670000,NA
"7148","San Antonio","Hombre","2149",513591,212000,1476421
"7149","San Antonio","Hombre","2320",642696,NA,404590
"7150","San Antonio","Hombre","2331",437600,300000,588979
"7151","San Antonio","Hombre","3112",273500,689429,NA
"7152","San Antonio","Hombre","3115",202390,400000,NA
"7153","San Antonio","Hombre","3121",249880,NA,450000
"7154","San Antonio","Hombre","3152",547000,600000,270000
"7155","San Antonio","Hombre","3412",361020,450000,500000
"7156","San Antonio","Hombre","3415",601700,700000,346000
"7157","San Antonio","Hombre","3416",273500,NA,NA
"7158","San Antonio","Hombre","3441",321879,NA,280000
"7159","San Antonio","Hombre","3444",295380,NA,NA
"7160","San Antonio","Hombre","4131",302891,294375,247769
"7161","San Antonio","Hombre","4132",196920,NA,1000000
"7162","San Antonio","Hombre","4133",547000,243435,261429
"7163","San Antonio","Hombre","4142",203484,NA,NA
"7164","San Antonio","Hombre","4190",401863,400000,400000
"7165","San Antonio","Hombre","4222",218800,400000,NA
"7166","San Antonio","Hombre","5112",143780,NA,NA
"7167","San Antonio","Hombre","5220",215139,253810,240725
"7168","San Antonio","Hombre","5230",616200,181429,199837
"7169","San Antonio","Hombre","6112",306320,250000,362353
"7170","San Antonio","Hombre","6113",308014,230000,200000
"7171","San Antonio","Hombre","6122",218800,250000,430000
"7172","San Antonio","Hombre","6152",111405,100000,NA
"7173","San Antonio","Hombre","7122",253914,250000,250000
"7174","San Antonio","Hombre","7124",217723,463018,240000
"7175","San Antonio","Hombre","7129",601700,NA,450000
"7176","San Antonio","Hombre","7131",513500,NA,NA
"7177","San Antonio","Hombre","7133",196920,NA,NA
"7178","San Antonio","Hombre","7136",308100,NA,569748
"7179","San Antonio","Hombre","7137",240680,269536,295000
"7180","San Antonio","Hombre","7212",207180,350000,402477
"7181","San Antonio","Hombre","7231",336899,245314,250000
"7182","San Antonio","Hombre","7233",472139,447603,360870
"7183","San Antonio","Hombre","7411",218800,20000,248175
"7184","San Antonio","Hombre","7414",218800,NA,NA
"7185","San Antonio","Hombre","7422",205400,217091,270687
"7186","San Antonio","Hombre","8124",207860,NA,NA
"7187","San Antonio","Hombre","8290",163006,NA,320000
"7188","San Antonio","Hombre","8322",252326,350000,250000
"7189","San Antonio","Hombre","8323",635034,250000,309813
"7190","San Antonio","Hombre","8324",305415,413248,350000
"7191","San Antonio","Hombre","8333",320635,275938,393763
"7192","San Antonio","Hombre","8340",382900,NA,200000
"7193","San Antonio","Hombre","9111",616200,250000,150000
"7194","San Antonio","Hombre","9112",481900,268750,295269
"7195","San Antonio","Hombre","9131",207860,NA,NA
"7196","San Antonio","Hombre","9132",203152,320000,NA
"7197","San Antonio","Hombre","9151",201732,NA,270000
