"","geography_level","geography_name","geography_id","year","sex","branch","weighted_mean_income","weighted_median_income","ci_weighted_mean_income","ci_weighted_median_income"
"141","provincia","Bíobío","p83","2011","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",453646,273500,"[300826, 678410]","[218396, 411817]"
"142","provincia","Bíobío","p83","2011","Hombre","Administración Pública y Defensa",560065,505696,"[421411, 739082]","[306320, 656400]"
"143","provincia","Bíobío","p83","2011","Hombre","Enseñanza",417017,218800,"[231146, 644386]","[196997, 515061]"
"144","provincia","Bíobío","p83","2011","Hombre","Servicios Sociales y de Salud",528151,273500,"[313917, 1316446]","[253379, 683274]"
"145","provincia","Bíobío","p83","2011","Hombre","Otras Actividades de Servicios",368417,231273,"[216416, 586125]","[199108, 410800]"
"146","provincia","Bíobío","p83","2011","Hombre","Servicio Doméstico",160375,138731,"[87962, 247886]","[55867, 251261]"
"147","provincia","Bíobío","p83","2011","Mujer","Agricultura, Ganadería, Caza y Silvicultura",176510,196920,"[157489, 199430]","[153160, 199108]"
"148","provincia","Bíobío","p83","2011","Mujer","Pesca",247734,247734,"[218800, 273500]","[218800, 273500]"
"149","provincia","Bíobío","p83","2011","Mujer","Explotación de Minas y Canteras",76580,76580,"[76580, 76580]","[76580, 76580]"
"150","provincia","Bíobío","p83","2011","Mujer","Industrias Manufactureras",189426,195859,"[137415, 246759]","[136679, 206554]"
"151","provincia","Bíobío","p83","2011","Mujer","Electricidad, Gas y Agua",1094000,1094000,"[1094000, 1094000]","[1094000, 1094000]"
"152","provincia","Bíobío","p83","2011","Mujer","Construcción",217856,224470,"[184989, 229740]","[180155, 229740]"
"153","provincia","Bíobío","p83","2011","Mujer","Comercio",222420,199108,"[191380, 261808]","[196305, 199108]"
"154","provincia","Bíobío","p83","2011","Mujer","Hoteles y Restaurantes",186495,197398,"[166707, 216669]","[169357, 200113]"
"155","provincia","Bíobío","p83","2011","Mujer","Transporte, Almacenamiento y Comunicaciones",261795,174797,"[133747, 512558]","[104730, 683858]"
"156","provincia","Bíobío","p83","2011","Mujer","Intermediación Financiera",405620,485675,"[240118, 531871]","[164100, 547000]"
"157","provincia","Bíobío","p83","2011","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",362727,278100,"[197708, 638430]","[181449, 616200]"
"158","provincia","Bíobío","p83","2011","Mujer","Administración Pública y Defensa",314276,285988,"[227592, 389299]","[185871, 468583]"
"159","provincia","Bíobío","p83","2011","Mujer","Enseñanza",380754,308066,"[311689, 466393]","[229193, 366074]"
"160","provincia","Bíobío","p83","2011","Mujer","Servicios Sociales y de Salud",307024,247636,"[255670, 383911]","[198826, 296205]"
"161","provincia","Bíobío","p83","2011","Mujer","Otras Actividades de Servicios",393574,445401,"[243148, 535060]","[183939, 643358]"
"162","provincia","Bíobío","p83","2011","Mujer","Servicio Doméstico",136285,111517,"[119165, 154714]","[92716, 156221]"
"163","provincia","Cachapoal","p61","2011","Hombre","Agricultura, Ganadería, Caza y Silvicultura",270972,204578,"[250269, 291432]","[202390, 210300]"
"164","provincia","Cachapoal","p61","2011","Hombre","Explotación de Minas y Canteras",528398,437600,"[421345, 792615]","[415668, 656400]"
"165","provincia","Cachapoal","p61","2011","Hombre","Industrias Manufactureras",357687,322605,"[320890, 402207]","[305369, 355191]"
"166","provincia","Cachapoal","p61","2011","Hombre","Electricidad, Gas y Agua",636033,388615,"[335747, 1382142]","[287149, 875200]"
"167","provincia","Cachapoal","p61","2011","Hombre","Construcción",412942,306320,"[351090, 507006]","[265001, 313830]"
"168","provincia","Cachapoal","p61","2011","Hombre","Comercio",329477,218800,"[303180, 374470]","[218800, 250356]"
"169","provincia","Cachapoal","p61","2011","Hombre","Hoteles y Restaurantes",602636,233387,"[343208, 948202]","[196920, 328200]"
"170","provincia","Cachapoal","p61","2011","Hombre","Transporte, Almacenamiento y Comunicaciones",475930,328200,"[404778, 558671]","[262560, 383083]"
"171","provincia","Cachapoal","p61","2011","Hombre","Intermediación Financiera",504922,476302,"[313725, 687425]","[165742, 743920]"
"172","provincia","Cachapoal","p61","2011","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",406239,212115,"[241785, 1437633]","[188059, 1755498]"
"173","provincia","Cachapoal","p61","2011","Hombre","Administración Pública y Defensa",534942,437600,"[440819, 640700]","[382900, 607558]"
"174","provincia","Cachapoal","p61","2011","Hombre","Enseñanza",466513,381021,"[380195, 589498]","[326385, 499701]"
"175","provincia","Cachapoal","p61","2011","Hombre","Servicios Sociales y de Salud",1063017,465850,"[628072, 1682389]","[273500, 2551188]"
"176","provincia","Cachapoal","p61","2011","Hombre","Otras Actividades de Servicios",312246,228013,"[242746, 424132]","[185774, 382900]"
"177","provincia","Cachapoal","p61","2011","Hombre","Servicio Doméstico",327000,306179,"[265249, 392737]","[214872, 406547]"
"178","provincia","Cachapoal","p61","2011","Hombre","No Bien Especificado",1027000,1027000,"[1027000, 1027000]","[1027000, 1027000]"
"179","provincia","Cachapoal","p61","2011","Mujer","Agricultura, Ganadería, Caza y Silvicultura",192239,199108,"[182702, 204844]","[196920, 202390]"
"180","provincia","Cachapoal","p61","2011","Mujer","Explotación de Minas y Canteras",338869,239528,"[206718, 541477]","[196920, 680741]"
"181","provincia","Cachapoal","p61","2011","Mujer","Industrias Manufactureras",347668,208938,"[290043, 435354]","[199108, 246730]"
"182","provincia","Cachapoal","p61","2011","Mujer","Electricidad, Gas y Agua",252675,196511,"[189095, 393208]","[184886, 492300]"
"183","provincia","Cachapoal","p61","2011","Mujer","Construcción",614450,372850,"[291378, 1090829]","[201191, 765800]"
"184","provincia","Cachapoal","p61","2011","Mujer","Comercio",251074,199108,"[221457, 285380]","[196920, 205010]"
"185","provincia","Cachapoal","p61","2011","Mujer","Hoteles y Restaurantes",276230,199108,"[206979, 384031]","[171050, 203763]"
"186","provincia","Cachapoal","p61","2011","Mujer","Transporte, Almacenamiento y Comunicaciones",374773,255015,"[261242, 559208]","[202202, 307785]"
"187","provincia","Cachapoal","p61","2011","Mujer","Intermediación Financiera",398608,260119,"[200403, 779157]","[153456, 984600]"
"188","provincia","Cachapoal","p61","2011","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",327191,263325,"[259397, 393818]","[205242, 369176]"
"189","provincia","Cachapoal","p61","2011","Mujer","Administración Pública y Defensa",492118,368845,"[365146, 706292]","[278475, 660170]"
"190","provincia","Cachapoal","p61","2011","Mujer","Enseñanza",358648,278875,"[321327, 411363]","[240680, 432507]"
"191","provincia","Cachapoal","p61","2011","Mujer","Servicios Sociales y de Salud",302821,196920,"[214545, 791977]","[190317, 827220]"
"192","provincia","Cachapoal","p61","2011","Mujer","Otras Actividades de Servicios",251644,192706,"[163841, 445170]","[90230, 328200]"
"193","provincia","Cachapoal","p61","2011","Mujer","Servicio Doméstico",134348,131280,"[121922, 148310]","[109400, 153160]"
"194","provincia","Cachapoal","p61","2011","Mujer","No Bien Especificado",616200,616200,"[616200, 616200]","[616200, 616200]"
"195","provincia","Capitán Prat","p113","2011","Hombre","Agricultura, Ganadería, Caza y Silvicultura",517272,257988,"[340383, 714729]","[218800, 498378]"
"196","provincia","Capitán Prat","p113","2011","Hombre","Industrias Manufactureras",958533,616200,"[410800, 1643200]","[410800, 1643200]"
"197","provincia","Capitán Prat","p113","2011","Hombre","Construcción",999893,393156,"[290542, 2162268]","[198485, 1332441]"
"198","provincia","Capitán Prat","p113","2011","Hombre","Comercio",457000,346613,"[293955, 671408]","[257705, 534040]"
"199","provincia","Capitán Prat","p113","2011","Hombre","Hoteles y Restaurantes",616200,616200,"[616200, 616200]","[616200, 616200]"
"200","provincia","Capitán Prat","p113","2011","Hombre","Intermediación Financiera",199108,199108,"[199108, 199108]","[199108, 199108]"
"201","provincia","Capitán Prat","p113","2011","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",765800,765800,"[765800, 765800]","[765800, 765800]"
"202","provincia","Capitán Prat","p113","2011","Hombre","Administración Pública y Defensa",899224,544637,"[513988, 1373622]","[295380, 1328816]"
"203","provincia","Capitán Prat","p113","2011","Hombre","Enseñanza",369430,267978,"[226169, 636434]","[218280, 773934]"
"204","provincia","Capitán Prat","p113","2011","Hombre","Servicios Sociales y de Salud",492300,492300,"[492300, 492300]","[492300, 492300]"
"205","provincia","Capitán Prat","p113","2011","Hombre","Otras Actividades de Servicios",187911,187911,"[153160, 218800]","[153160, 218800]"
"206","provincia","Capitán Prat","p113","2011","Mujer","Agricultura, Ganadería, Caza y Silvicultura",609309,410800,"[109400, 1258100]","[109400, 1258100]"
"207","provincia","Capitán Prat","p113","2011","Mujer","Electricidad, Gas y Agua",656400,656400,"[656400, 656400]","[656400, 656400]"
"208","provincia","Capitán Prat","p113","2011","Mujer","Construcción",202895,204578,"[199907, 204578]","[199108, 204578]"
"209","provincia","Capitán Prat","p113","2011","Mujer","Comercio",228488,178869,"[120491, 373524]","[87520, 451880]"
"210","provincia","Capitán Prat","p113","2011","Mujer","Hoteles y Restaurantes",477299,470050,"[220641, 941360]","[82050, 880286]"
"211","provincia","Capitán Prat","p113","2011","Mujer","Transporte, Almacenamiento y Comunicaciones",410800,410800,"[410800, 410800]","[410800, 410800]"
"212","provincia","Capitán Prat","p113","2011","Mujer","Intermediación Financiera",429723,526407,"[202390, 547000]","[202390, 547000]"
"213","provincia","Capitán Prat","p113","2011","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",273500,273500,"[273500, 273500]","[273500, 273500]"
"214","provincia","Capitán Prat","p113","2011","Mujer","Administración Pública y Defensa",305562,186664,"[114808, 769044]","[84486, 430916]"
"215","provincia","Capitán Prat","p113","2011","Mujer","Enseñanza",406827,326269,"[306117, 634342]","[295380, 461355]"
"216","provincia","Capitán Prat","p113","2011","Mujer","Servicios Sociales y de Salud",1203400,1203400,"[1203400, 1203400]","[1203400, 1203400]"
