"","geography_level","geography_name","geography_id","year","sexo","rama","mean_income","median_income","ci_mean_income","ci_median_income"
"1","comuna","Algarrobo","1","2011","Hombre","Agricultura, Ganadería, Caza y Silvicultura",383082,191450,"[146733, 745926]","[125536, 760330]"
"2","comuna","Algarrobo","1","2011","Hombre","Electricidad, Gas y Agua",142220,142220,"[2898, 130738]","[2898, 130738]"
"3","comuna","Algarrobo","1","2011","Hombre","Construcción",448200,448200,"[382900, 513500]","[382900, 513500]"
"4","comuna","Algarrobo","1","2011","Hombre","Comercio",472420,472420,"[410800, 534040]","[410800, 534040]"
"5","comuna","Algarrobo","1","2011","Hombre","Hoteles y Restaurantes",393840,393840,"[8023, 362044]","[8023, 362044]"
"6","comuna","Algarrobo","1","2011","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",228538,223040,"[192955, 265642]","[180510, 287560]"
"7","comuna","Algarrobo","1","2011","Hombre","Administración Pública y Defensa",207860,207860,"[4235, 191079]","[4235, 191079]"
"8","comuna","Algarrobo","1","2011","Hombre","Enseñanza",328200,328200,"[6686, 301703]","[6686, 301703]"
"9","comuna","Algarrobo","1","2011","Hombre","Servicios Sociales y de Salud",415720,415720,"[8468, 382157]","[8468, 382157]"
"10","comuna","Algarrobo","1","2011","Hombre","Servicios Comunitarios, Sociales y Personales",268030,268030,"[218800, 317260]","[218800, 317260]"
"11","comuna","Algarrobo","1","2011","Hombre","Servicio Doméstico",193921,213330,"[125910, 239221]","[122282, 246150]"
"12","comuna","Alhué","2","2011","Hombre","Agricultura, Ganadería, Caza y Silvicultura",261289,240680,"[187512, 330836]","[199108, 328200]"
"13","comuna","Alhué","2","2011","Hombre","Explotación de Minas y Canteras",347102,382900,"[282937, 419323]","[251620, 424870]"
"14","comuna","Alhué","2","2011","Hombre","Construcción",309967,273500,"[204897, 401133]","[191450, 451959]"
"15","comuna","Alhué","2","2011","Hombre","Comercio",166835,158630,"[120340, 220509]","[109400, 240680]"
"16","comuna","Alhué","2","2011","Hombre","Transporte, Almacenamiento y Comunicaciones",318354,318354,"[199108, 437600]","[199108, 437600]"
"17","comuna","Alhué","2","2011","Hombre","Servicios Comunitarios, Sociales y Personales",246480,246480,"[5022, 226581]","[5022, 226581]"
"18","comuna","Alto Bíobío","3","2011","Hombre","Agricultura, Ganadería, Caza y Silvicultura",316134,199108,"[142720, 602367]","[102700, 218800]"
"19","comuna","Alto Bíobío","3","2011","Hombre","Explotación de Minas y Canteras",240680,240680,"[4903, 221249]","[4903, 221249]"
"20","comuna","Alto Bíobío","3","2011","Hombre","Industrias Manufactureras",218800,218800,"[196920, 240680]","[196920, 240680]"
"21","comuna","Alto Bíobío","3","2011","Hombre","Electricidad, Gas y Agua",239970,229740,"[209517, 274069]","[199655, 291882]"
"22","comuna","Alto Bíobío","3","2011","Hombre","Construcción",242819,205400,"[207054, 283359]","[199368, 273500]"
"23","comuna","Alto Bíobío","3","2011","Hombre","Hoteles y Restaurantes",4261160,4261160,"[306320, 8216000]","[306320, 8216000]"
"24","comuna","Alto Bíobío","3","2011","Hombre","Transporte, Almacenamiento y Comunicaciones",547000,547000,"[11143, 502839]","[11143, 502839]"
"25","comuna","Alto Bíobío","3","2011","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",975650,975650,"[513500, 1437800]","[513500, 1437800]"
"26","comuna","Alto Bíobío","3","2011","Hombre","Administración Pública y Defensa",262560,262560,"[218800, 306320]","[218800, 306320]"
"27","comuna","Alto Bíobío","3","2011","Hombre","Enseñanza",252988,252988,"[199655, 306320]","[199655, 306320]"
"28","comuna","Alto Bíobío","3","2011","Hombre","Servicios Sociales y de Salud",497770,497770,"[492300, 503240]","[492300, 503240]"
"29","comuna","Alto Bíobío","3","2011","Hombre","Servicios Comunitarios, Sociales y Personales",199655,199655,"[199655, 199655]","[199655, 199655]"
"30","comuna","Alto Bíobío","3","2011","Hombre","Servicio Doméstico",246480,246480,"[5022, 226581]","[5022, 226581]"
"31","comuna","Alto del Carmen","4","2011","Hombre","Agricultura, Ganadería, Caza y Silvicultura",258747,207860,"[217463, 300882]","[202037, 292088]"
"32","comuna","Alto del Carmen","4","2011","Hombre","Explotación de Minas y Canteras",369500,410800,"[287037, 449537]","[218800, 410800]"
"33","comuna","Alto del Carmen","4","2011","Hombre","Electricidad, Gas y Agua",128217,128217,"[92334, 164100]","[92334, 164100]"
"34","comuna","Alto del Carmen","4","2011","Hombre","Construcción",414178,393840,"[300102, 542855]","[308100, 437600]"
"35","comuna","Alto del Carmen","4","2011","Hombre","Comercio",352301,262560,"[202988, 528174]","[196920, 575120]"
"36","comuna","Alto del Carmen","4","2011","Hombre","Transporte, Almacenamiento y Comunicaciones",424131,325465,"[307620, 649181]","[292645, 632795]"
"37","comuna","Alto del Carmen","4","2011","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",492300,492300,"[10028, 452555]","[10028, 452555]"
"38","comuna","Alto del Carmen","4","2011","Hombre","Administración Pública y Defensa",629050,629050,"[492300, 765800]","[492300, 765800]"
"39","comuna","Alto del Carmen","4","2011","Hombre","Enseñanza",440335,240680,"[190014, 868431]","[185980, 1094000]"
"40","comuna","Alto del Carmen","4","2011","Hombre","Servicios Sociales y de Salud",565233,547000,"[328200, 820500]","[328200, 820500]"
"41","comuna","Alto del Carmen","4","2011","Hombre","Servicios Comunitarios, Sociales y Personales",109400,109400,"[2229, 100568]","[2229, 100568]"
"42","comuna","Alto Hospicio","5","2011","Hombre","Agricultura, Ganadería, Caza y Silvicultura",366150,390260,"[294260, 424200]","[246480, 437600]"
"43","comuna","Alto Hospicio","5","2011","Hombre","Pesca",383788,437600,"[320005, 449127]","[263450, 513500]"
"44","comuna","Alto Hospicio","5","2011","Hombre","Explotación de Minas y Canteras",628958,547000,"[577043, 690839]","[492300, 601700]"
"45","comuna","Alto Hospicio","5","2011","Hombre","Industrias Manufactureras",386515,328200,"[327282, 440050]","[287560, 382900]"
"46","comuna","Alto Hospicio","5","2011","Hombre","Electricidad, Gas y Agua",294833,284440,"[213056, 370866]","[196920, 413532]"
"47","comuna","Alto Hospicio","5","2011","Hombre","Construcción",368481,306320,"[329591, 409433]","[295380, 328200]"
"48","comuna","Alto Hospicio","5","2011","Hombre","Comercio",343012,306320,"[316044, 366749]","[273500, 317260]"
"49","comuna","Alto Hospicio","5","2011","Hombre","Hoteles y Restaurantes",362720,369720,"[274635, 450934]","[218800, 437600]"
"50","comuna","Alto Hospicio","5","2011","Hombre","Transporte, Almacenamiento y Comunicaciones",447518,393840,"[413185, 479529]","[365407, 437600]"
"51","comuna","Alto Hospicio","5","2011","Hombre","Intermediación Financiera",334490,286081,"[224858, 487650]","[196920, 568880]"
"52","comuna","Alto Hospicio","5","2011","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",369440,278970,"[322104, 449052]","[240680, 339140]"
"53","comuna","Alto Hospicio","5","2011","Hombre","Administración Pública y Defensa",472618,415720,"[409327, 534932]","[382900, 466317]"
"54","comuna","Alto Hospicio","5","2011","Hombre","Enseñanza",490704,492300,"[417593, 574999]","[362798, 581862]"
"55","comuna","Alto Hospicio","5","2011","Hombre","Servicios Sociales y de Salud",404780,328200,"[240680, 667340]","[218800, 929900]"
"56","comuna","Alto Hospicio","5","2011","Hombre","Servicios Comunitarios, Sociales y Personales",453185,328200,"[336329, 615905]","[306320, 437600]"
"57","comuna","Alto Hospicio","5","2011","Hombre","Servicio Doméstico",224200,196920,"[157294, 322452]","[143780, 308100]"
"58","comuna","Ancud","6","2011","Hombre","Agricultura, Ganadería, Caza y Silvicultura",243706,205400,"[203469, 293267]","[196920, 246480]"
"59","comuna","Ancud","6","2011","Hombre","Pesca",256830,205400,"[218242, 302081]","[196920, 295380]"
"60","comuna","Ancud","6","2011","Hombre","Industrias Manufactureras",250292,229740,"[198841, 299090]","[196920, 315209]"
"61","comuna","Ancud","6","2011","Hombre","Electricidad, Gas y Agua",382900,382900,"[7800, 351987]","[7800, 351987]"
"62","comuna","Ancud","6","2011","Hombre","Construcción",322850,202254,"[224994, 478266]","[196920, 328200]"
"63","comuna","Ancud","6","2011","Hombre","Comercio",455637,263030,"[291314, 749766]","[203748, 410800]"
"64","comuna","Ancud","6","2011","Hombre","Hoteles y Restaurantes",286595,214830,"[205400, 439556]","[205400, 439556]"
"65","comuna","Ancud","6","2011","Hombre","Transporte, Almacenamiento y Comunicaciones",491582,390260,"[352973, 640057]","[218800, 501257]"
"66","comuna","Ancud","6","2011","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",153561,159724,"[94495, 190160]","[82160, 198356]"
"67","comuna","Ancud","6","2011","Hombre","Administración Pública y Defensa",548368,557940,"[328815, 684878]","[203074, 719031]"
"68","comuna","Ancud","6","2011","Hombre","Enseñanza",368678,200202,"[196805, 543280]","[185980, 765800]"
"69","comuna","Ancud","6","2011","Hombre","Servicios Sociales y de Salud",237945,202390,"[132442, 365601]","[109400, 437600]"
"70","comuna","Ancud","6","2011","Hombre","Servicios Comunitarios, Sociales y Personales",183300,205400,"[111588, 241103]","[32820, 262560]"
"71","comuna","Ancud","6","2011","Hombre","Servicio Doméstico",123240,123240,"[2511, 113291]","[2511, 113291]"
"72","comuna","Andacollo","7","2011","Hombre","Agricultura, Ganadería, Caza y Silvicultura",204465,181967,"[157780, 261500]","[123240, 306320]"
"73","comuna","Andacollo","7","2011","Hombre","Explotación de Minas y Canteras",428327,437600,"[370047, 485569]","[341328, 443343]"
"74","comuna","Andacollo","7","2011","Hombre","Industrias Manufactureras",442936,199108,"[102700, 1027000]","[102700, 1027000]"
"75","comuna","Andacollo","7","2011","Hombre","Electricidad, Gas y Agua",328200,328200,"[6686, 301703]","[6686, 301703]"
"76","comuna","Andacollo","7","2011","Hombre","Construcción",338941,342150,"[263970, 426975]","[225940, 462150]"
"77","comuna","Andacollo","7","2011","Hombre","Comercio",328695,306320,"[117620, 575454]","[30810, 821600]"
"78","comuna","Andacollo","7","2011","Hombre","Transporte, Almacenamiento y Comunicaciones",616200,616200,"[410800, 821600]","[410800, 821600]"
"79","comuna","Andacollo","7","2011","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",917866,917866,"[413532, 1422200]","[413532, 1422200]"
"80","comuna","Andacollo","7","2011","Hombre","Administración Pública y Defensa",202390,202390,"[4123, 186050]","[4123, 186050]"
"81","comuna","Angol","8","2011","Hombre","Agricultura, Ganadería, Caza y Silvicultura",223456,191450,"[182454, 270835]","[171735, 199108]"
"82","comuna","Angol","8","2011","Hombre","Explotación de Minas y Canteras",218910,218910,"[164320, 273500]","[164320, 273500]"
"83","comuna","Angol","8","2011","Hombre","Industrias Manufactureras",365610,225364,"[189875, 541906]","[196920, 454010]"
"84","comuna","Angol","8","2011","Hombre","Construcción",367265,199108,"[209485, 557437]","[199108, 373828]"
"85","comuna","Angol","8","2011","Hombre","Comercio",259882,200990,"[198605, 323292]","[188168, 232640]"
"86","comuna","Angol","8","2011","Hombre","Hoteles y Restaurantes",131280,131280,"[2675, 120682]","[2675, 120682]"
"87","comuna","Angol","8","2011","Hombre","Transporte, Almacenamiento y Comunicaciones",303340,208954,"[199190, 463519]","[196920, 263107]"
"88","comuna","Angol","8","2011","Hombre","Intermediación Financiera",376200,376200,"[205400, 547000]","[205400, 547000]"
"89","comuna","Angol","8","2011","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",681429,236304,"[199108, 1590277]","[199108, 2054000]"
"90","comuna","Angol","8","2011","Hombre","Administración Pública y Defensa",770948,508710,"[501795, 1089564]","[383994, 875200]"
"91","comuna","Angol","8","2011","Hombre","Enseñanza",531137,505975,"[371618, 692010]","[328200, 807509]"
"92","comuna","Angol","8","2011","Hombre","Servicios Sociales y de Salud",147690,147690,"[76580, 218800]","[76580, 218800]"
"93","comuna","Angol","8","2011","Hombre","Servicios Comunitarios, Sociales y Personales",178772,178772,"[152967, 204578]","[152967, 204578]"
"94","comuna","Angol","8","2011","Hombre","Servicio Doméstico",266800,266800,"[205400, 328200]","[205400, 328200]"
"95","comuna","Antofagasta","9","2011","Hombre","Agricultura, Ganadería, Caza y Silvicultura",361802,350080,"[243743, 514631]","[218800, 437600]"
"96","comuna","Antofagasta","9","2011","Hombre","Pesca",340623,256750,"[247900, 432338]","[243580, 338910]"
"97","comuna","Antofagasta","9","2011","Hombre","Explotación de Minas y Canteras",834890,656400,"[779976, 906254]","[579546, 656400]"
"98","comuna","Antofagasta","9","2011","Hombre","Industrias Manufactureras",669181,437600,"[580223, 786089]","[437600, 492300]"
"99","comuna","Antofagasta","9","2011","Hombre","Electricidad, Gas y Agua",600144,437600,"[467660, 733395]","[382900, 718900]"
"100","comuna","Antofagasta","9","2011","Hombre","Construcción",555301,393840,"[504884, 624067]","[382900, 437600]"
"101","comuna","Antofagasta","9","2011","Hombre","Comercio",523599,382900,"[475259, 569290]","[376226, 410800]"
"102","comuna","Antofagasta","9","2011","Hombre","Hoteles y Restaurantes",604620,306320,"[396100, 878750]","[240680, 422010]"
"103","comuna","Antofagasta","9","2011","Hombre","Transporte, Almacenamiento y Comunicaciones",548412,415720,"[508839, 595832]","[410800, 437600]"
"104","comuna","Antofagasta","9","2011","Hombre","Intermediación Financiera",806405,782760,"[559288, 1089905]","[401088, 984600]"
"105","comuna","Antofagasta","9","2011","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",710817,492300,"[623064, 796653]","[435580, 533462]"
"106","comuna","Antofagasta","9","2011","Hombre","Administración Pública y Defensa",720606,475890,"[593905, 880052]","[437600, 733750]"
"107","comuna","Antofagasta","9","2011","Hombre","Enseñanza",731240,656400,"[659538, 851630]","[547000, 765800]"
"108","comuna","Antofagasta","9","2011","Hombre","Servicios Sociales y de Salud",802483,703442,"[648802, 940118]","[547000, 875200]"
"109","comuna","Antofagasta","9","2011","Hombre","Servicios Comunitarios, Sociales y Personales",420111,295380,"[327581, 546052]","[240680, 406772]"
"110","comuna","Antofagasta","9","2011","Hombre","Servicio Doméstico",280270,254355,"[188204, 381262]","[199368, 335831]"
"111","comuna","Antuco","10","2011","Hombre","Agricultura, Ganadería, Caza y Silvicultura",131280,131280,"[131280, 131280]","[131280, 131280]"
"112","comuna","Antuco","10","2011","Hombre","Explotación de Minas y Canteras",211507,218800,"[196920, 218800]","[196920, 218800]"
"113","comuna","Antuco","10","2011","Hombre","Electricidad, Gas y Agua",361020,273500,"[229740, 492300]","[218800, 547000]"
"114","comuna","Antuco","10","2011","Hombre","Construcción",203265,131280,"[121790, 337718]","[131280, 240680]"
"115","comuna","Antuco","10","2011","Hombre","Comercio",1914240,1914240,"[131280, 3697200]","[131280, 3697200]"
"116","comuna","Antuco","10","2011","Hombre","Hoteles y Restaurantes",109400,109400,"[2229, 100568]","[2229, 100568]"
"117","comuna","Antuco","10","2011","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",102700,102700,"[2092, 94409]","[2092, 94409]"
"118","comuna","Antuco","10","2011","Hombre","Administración Pública y Defensa",382900,382900,"[7800, 351987]","[7800, 351987]"
"119","comuna","Antuco","10","2011","Hombre","Servicios Sociales y de Salud",218800,218800,"[4457, 201136]","[4457, 201136]"
"120","comuna","Antuco","10","2011","Hombre","Servicio Doméstico",61620,61620,"[1256, 56646]","[1256, 56646]"
"121","comuna","Arauco","11","2011","Hombre","Agricultura, Ganadería, Caza y Silvicultura",283292,240680,"[169732, 433150]","[164100, 262560]"
"122","comuna","Arauco","11","2011","Hombre","Pesca",180693,131280,"[41080, 369720]","[41080, 369720]"
"123","comuna","Arauco","11","2011","Hombre","Industrias Manufactureras",353877,284440,"[279743, 445903]","[245876, 328200]"
"124","comuna","Arauco","11","2011","Hombre","Electricidad, Gas y Agua",246150,246150,"[218800, 273500]","[218800, 273500]"
"125","comuna","Arauco","11","2011","Hombre","Construcción",293578,243580,"[237052, 353760]","[196920, 386764]"
"126","comuna","Arauco","11","2011","Hombre","Comercio",335149,328200,"[267890, 407463]","[218800, 410800]"
"127","comuna","Arauco","11","2011","Hombre","Transporte, Almacenamiento y Comunicaciones",360247,308100,"[246126, 479230]","[196920, 505382]"
"128","comuna","Arauco","11","2011","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",346433,328200,"[273500, 437600]","[273500, 437600]"
"129","comuna","Arauco","11","2011","Hombre","Administración Pública y Defensa",191450,191450,"[3900, 175994]","[3900, 175994]"
"130","comuna","Arauco","11","2011","Hombre","Servicios Sociales y de Salud",273500,273500,"[5572, 251420]","[5572, 251420]"
"131","comuna","Arauco","11","2011","Hombre","Servicio Doméstico",308100,308100,"[6276, 283226]","[6276, 283226]"
"132","comuna","Arica","12","2011","Hombre","Agricultura, Ganadería, Caza y Silvicultura",381520,218800,"[318884, 473559]","[204968, 236523]"
"133","comuna","Arica","12","2011","Hombre","Pesca",397587,328200,"[329136, 484108]","[251620, 369720]"
"134","comuna","Arica","12","2011","Hombre","Explotación de Minas y Canteras",703981,459480,"[526941, 1016687]","[437600, 539205]"
"135","comuna","Arica","12","2011","Hombre","Industrias Manufactureras",414881,273500,"[351915, 477096]","[243580, 312680]"
"136","comuna","Arica","12","2011","Hombre","Electricidad, Gas y Agua",432641,273500,"[292012, 586922]","[210185, 415720]"
"137","comuna","Arica","12","2011","Hombre","Construcción",352486,267525,"[312936, 403551]","[240680, 273500]"
"138","comuna","Arica","12","2011","Hombre","Comercio",358166,256920,"[326740, 390414]","[223996, 291530]"
"139","comuna","Arica","12","2011","Hombre","Hoteles y Restaurantes",302245,206219,"[232547, 399153]","[199108, 262560]"
"140","comuna","Arica","12","2011","Hombre","Transporte, Almacenamiento y Comunicaciones",485782,369720,"[421949, 551423]","[328200, 382900]"
"141","comuna","Arica","12","2011","Hombre","Intermediación Financiera",352689,247244,"[250648, 449788]","[218800, 415720]"
"142","comuna","Arica","12","2011","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",632210,328200,"[480087, 758293]","[322924, 448540]"
"143","comuna","Arica","12","2011","Hombre","Administración Pública y Defensa",673585,601700,"[613871, 735415]","[547000, 656400]"
"144","comuna","Arica","12","2011","Hombre","Enseñanza",577587,525120,"[486803, 663829]","[415720, 547000]"
"145","comuna","Arica","12","2011","Hombre","Servicios Sociales y de Salud",486787,295380,"[327730, 645705]","[240680, 547000]"
"146","comuna","Arica","12","2011","Hombre","Servicios Comunitarios, Sociales y Personales",317241,218800,"[252075, 408201]","[203820, 328200]"
"147","comuna","Arica","12","2011","Hombre","Servicio Doméstico",229290,212100,"[194193, 277290]","[184860, 308100]"
"148","comuna","Aysén","13","2011","Hombre","Agricultura, Ganadería, Caza y Silvicultura",264505,218800,"[216786, 314658]","[202855, 267020]"
"149","comuna","Aysén","13","2011","Hombre","Pesca",390455,306320,"[343657, 449000]","[273500, 328536]"
"150","comuna","Aysén","13","2011","Hombre","Explotación de Minas y Canteras",404561,328200,"[297043, 507851]","[278751, 656400]"
"151","comuna","Aysén","13","2011","Hombre","Industrias Manufactureras",364459,273500,"[297463, 450807]","[218800, 328200]"
"152","comuna","Aysén","13","2011","Hombre","Electricidad, Gas y Agua",306320,306320,"[284440, 328200]","[284440, 328200]"
"153","comuna","Aysén","13","2011","Hombre","Construcción",433647,278970,"[341351, 559065]","[246150, 370798]"
"154","comuna","Aysén","13","2011","Hombre","Comercio",435007,284440,"[359324, 502527]","[251620, 307210]"
"155","comuna","Aysén","13","2011","Hombre","Hoteles y Restaurantes",381657,394115,"[302143, 463842]","[284440, 513500]"
"156","comuna","Aysén","13","2011","Hombre","Transporte, Almacenamiento y Comunicaciones",494023,308100,"[372305, 630425]","[218800, 350080]"
"157","comuna","Aysén","13","2011","Hombre","Intermediación Financiera",328200,328200,"[6686, 301703]","[6686, 301703]"
"158","comuna","Aysén","13","2011","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",1022684,361020,"[501722, 1741572]","[273500, 1027000]"
"159","comuna","Aysén","13","2011","Hombre","Administración Pública y Defensa",759783,568880,"[606035, 1024483]","[497496, 820500]"
"160","comuna","Aysén","13","2011","Hombre","Enseñanza",825287,581600,"[564758, 1131870]","[380165, 1042035]"
"161","comuna","Aysén","13","2011","Hombre","Servicios Sociales y de Salud",1119982,462215,"[311824, 2543516]","[273500, 3282000]"
"162","comuna","Aysén","13","2011","Hombre","Servicios Comunitarios, Sociales y Personales",425256,306320,"[304685, 646828]","[215928, 765800]"
"163","comuna","Aysén","13","2011","Hombre","Servicio Doméstico",256750,256750,"[246480, 267020]","[246480, 267020]"
"164","comuna","Buin","14","2011","Hombre","Agricultura, Ganadería, Caza y Silvicultura",330633,214054,"[235715, 491709]","[198014, 328640]"
"165","comuna","Buin","14","2011","Hombre","Industrias Manufactureras",461279,218800,"[270262, 760520]","[196920, 559888]"
"166","comuna","Buin","14","2011","Hombre","Electricidad, Gas y Agua",280611,280611,"[36102, 525120]","[36102, 525120]"
"167","comuna","Buin","14","2011","Hombre","Construcción",452806,369720,"[280344, 638280]","[205400, 718900]"
"168","comuna","Buin","14","2011","Hombre","Comercio",388086,296270,"[273610, 493806]","[218800, 526710]"
"169","comuna","Buin","14","2011","Hombre","Transporte, Almacenamiento y Comunicaciones",635084,295380,"[259459, 1082065]","[203484, 514180]"
"170","comuna","Buin","14","2011","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",932401,251620,"[219527, 2005474]","[169570, 984600]"
"171","comuna","Buin","14","2011","Hombre","Administración Pública y Defensa",695114,765800,"[437600, 881941]","[437600, 881941]"
"172","comuna","Buin","14","2011","Hombre","Enseñanza",355550,328200,"[218800, 492300]","[218800, 547000]"
"173","comuna","Buin","14","2011","Hombre","Servicios Sociales y de Salud",382900,382900,"[7800, 351987]","[7800, 351987]"
"174","comuna","Buin","14","2011","Hombre","Servicios Comunitarios, Sociales y Personales",298471,276400,"[219339, 384714]","[203484, 437600]"
"175","comuna","Buin","14","2011","Hombre","Servicio Doméstico",241353,241353,"[4917, 221868]","[4917, 221868]"
"176","comuna","Bulnes","15","2011","Hombre","Agricultura, Ganadería, Caza y Silvicultura",203986,170616,"[153800, 287717]","[153160, 216202]"
"177","comuna","Bulnes","15","2011","Hombre","Industrias Manufactureras",307051,196920,"[204097, 440134]","[196920, 470420]"
"178","comuna","Bulnes","15","2011","Hombre","Electricidad, Gas y Agua",277876,199108,"[196920, 437600]","[196920, 437600]"
"179","comuna","Bulnes","15","2011","Hombre","Construcción",202023,196920,"[122149, 319529]","[87520, 273500]"
"180","comuna","Bulnes","15","2011","Hombre","Comercio",229109,196920,"[134355, 370195]","[82050, 218800]"
"181","comuna","Bulnes","15","2011","Hombre","Hoteles y Restaurantes",164320,164320,"[3348, 151054]","[3348, 151054]"
"182","comuna","Bulnes","15","2011","Hombre","Transporte, Almacenamiento y Comunicaciones",235757,187074,"[169570, 350504]","[164100, 404780]"
"183","comuna","Bulnes","15","2011","Hombre","Administración Pública y Defensa",255267,218800,"[196920, 350080]","[196920, 350080]"
"184","comuna","Bulnes","15","2011","Hombre","Enseñanza",210595,210595,"[196920, 224270]","[196920, 224270]"
"185","comuna","Bulnes","15","2011","Hombre","Servicios Sociales y de Salud",257090,257090,"[240680, 273500]","[240680, 273500]"
"186","comuna","Bulnes","15","2011","Hombre","Servicio Doméstico",218800,218800,"[4457, 201136]","[4457, 201136]"
"187","comuna","Cabildo","16","2011","Hombre","Agricultura, Ganadería, Caza y Silvicultura",231376,200749,"[201907, 263392]","[196920, 218800]"
"188","comuna","Cabildo","16","2011","Hombre","Explotación de Minas y Canteras",418711,331380,"[337689, 513944]","[284312, 410250]"
"189","comuna","Cabildo","16","2011","Hombre","Industrias Manufactureras",311563,218800,"[202390, 513500]","[202390, 513500]"
"190","comuna","Cabildo","16","2011","Hombre","Construcción",318150,318150,"[308100, 328200]","[308100, 328200]"
"191","comuna","Cabildo","16","2011","Hombre","Comercio",303860,196920,"[98460, 616200]","[98460, 616200]"
"192","comuna","Cabildo","16","2011","Hombre","Transporte, Almacenamiento y Comunicaciones",321932,287560,"[202254, 441610]","[199108, 513500]"
"193","comuna","Cabildo","16","2011","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",333500,300850,"[218800, 465341]","[218800, 513500]"
"194","comuna","Cabildo","16","2011","Hombre","Enseñanza",538662,507350,"[159724, 901687]","[155348, 984600]"
"195","comuna","Cabrero","18","2011","Hombre","Agricultura, Ganadería, Caza y Silvicultura",351805,199108,"[202507, 707200]","[196920, 239723]"
"196","comuna","Cabrero","18","2011","Hombre","Explotación de Minas y Canteras",199108,199108,"[4056, 183033]","[4056, 183033]"
"197","comuna","Cabrero","18","2011","Hombre","Industrias Manufactureras",338534,229740,"[228625, 551994]","[202390, 273500]"
"198","comuna","Cabrero","18","2011","Hombre","Electricidad, Gas y Agua",235210,235210,"[196920, 273500]","[196920, 273500]"
"199","comuna","Cabrero","18","2011","Hombre","Construcción",244181,199108,"[191231, 342203]","[185980, 437600]"
"200","comuna","Cabrero","18","2011","Hombre","Comercio",343211,343490,"[250901, 437723]","[179193, 441902]"
"201","comuna","Cabrero","18","2011","Hombre","Transporte, Almacenamiento y Comunicaciones",346433,328200,"[273500, 437600]","[273500, 437600]"
"202","comuna","Cabrero","18","2011","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",457910,457910,"[196920, 718900]","[196920, 718900]"
"203","comuna","Cabrero","18","2011","Hombre","Administración Pública y Defensa",954697,196920,"[150972, 2516200]","[150972, 2516200]"
"204","comuna","Cabrero","18","2011","Hombre","Servicios Comunitarios, Sociales y Personales",218800,218800,"[4457, 201136]","[4457, 201136]"
"205","comuna","Calama","19","2011","Hombre","Agricultura, Ganadería, Caza y Silvicultura",215859,205400,"[125501, 306964]","[30810, 306320]"
"206","comuna","Calama","19","2011","Hombre","Explotación de Minas y Canteras",714556,547000,"[663233, 763440]","[538788, 601700]"
"207","comuna","Calama","19","2011","Hombre","Industrias Manufactureras",506974,402320,"[412728, 599940]","[322924, 508710]"
"208","comuna","Calama","19","2011","Hombre","Electricidad, Gas y Agua",445805,410250,"[244304, 656400]","[196920, 765800]"
"209","comuna","Calama","19","2011","Hombre","Construcción",620868,448540,"[448968, 909411]","[410800, 507616]"
"210","comuna","Calama","19","2011","Hombre","Comercio",522075,340483,"[452983, 605036]","[317260, 415720]"
"211","comuna","Calama","19","2011","Hombre","Hoteles y Restaurantes",441219,410800,"[300948, 566973]","[218800, 547000]"
"212","comuna","Calama","19","2011","Hombre","Transporte, Almacenamiento y Comunicaciones",520059,404780,"[436991, 583117]","[344336, 451959]"
"213","comuna","Calama","19","2011","Hombre","Intermediación Financiera",464950,464950,"[437600, 492300]","[437600, 492300]"
"214","comuna","Calama","19","2011","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",584214,514180,"[466976, 679802]","[369772, 656400]"
"215","comuna","Calama","19","2011","Hombre","Administración Pública y Defensa",476315,382900,"[388163, 605000]","[286491, 492300]"
"216","comuna","Calama","19","2011","Hombre","Enseñanza",638332,574350,"[467166, 772229]","[404506, 776211]"
"217","comuna","Calama","19","2011","Hombre","Servicios Sociales y de Salud",520136,437600,"[352845, 713653]","[345704, 820500]"
"218","comuna","Calama","19","2011","Hombre","Servicios Comunitarios, Sociales y Personales",429297,382900,"[337277, 552809]","[328200, 495035]"
"219","comuna","Calama","19","2011","Hombre","Servicio Doméstico",296567,273500,"[205400, 410800]","[205400, 410800]"
"220","comuna","Calbuco","20","2011","Hombre","Agricultura, Ganadería, Caza y Silvicultura",261614,209365,"[205719, 325540]","[158928, 328640]"
"221","comuna","Calbuco","20","2011","Hombre","Pesca",284605,218800,"[252923, 331264]","[203484, 306320]"
"222","comuna","Calbuco","20","2011","Hombre","Explotación de Minas y Canteras",306320,306320,"[6240, 281590]","[6240, 281590]"
