carrera_id,area_id,region_id,institution_id,program,degree,specialization_or_observations
24048,9,2,92,Odontología,NA,NA
25036,9,4,100,Odontología,NA,NA
30033,9,9,98,Odontología,NA,NA
34023,9,7,110,Odontología,NA,NA
12056,9,13,72,Odontología,NA,NA
13091,9,8,97,Odontología,NA,NA
19050,9,5,112,Odontología,NA,NA
38171,9,13,114,Odontología,NA,NA
39122,9,13,120,Odontología,NA,NA
39415,9,9,120,Odontología,NA,NA
40080,9,13,115,Odontología,NA,NA
41060,9,13,78,Odontología,NA,NA
41099,9,5,78,Odontología,NA,NA
41127,9,8,78,Odontología,NA,NA
43018,9,13,104,Odontología,NA,NA
14019,NA,NA,73,Óptico,NA,NA
30044,7,9,98,Pedagogía Castellano y Comunicación,NA,NA
11521,7,13,96,Pedagogía de Educación Media en Biología y Química,Licenciatura en Ciencias Naturales,NA
34048,7,7,110,Pedagogía de Educación Media en Inglés,NA,NA
11028,3,13,96,Pedagogía de Educación Media en Matemática y Física,Licenciatura en Ciencias Exactas,NA
30047,7,9,98,"Pedagogía Educación Física, Deportes y Recreación",NA,NA
36057,7,8,85,Pedagogía Educación Media en Biología y Ciencias Naturales,NA,NA
39123,7,13,120,Pedagogía en Artes Musicales para Educación Básica y Media,NA,NA
33069,7,12,107,Pedagogía en Artes Musicales para Enseñanza Básica y Media,NA,NA
26030,7,5,108,Pedagogía en Artes Plásticas,Licenciatura en Educación,NA
13038,7,8,97,Pedagogía en Artes Plásticas,NA,NA
45035,2,13,77,Pedagogía en Artes Visuales,NA,NA
33084,NA,NA,107,Pedagogía en Biología para e Media,NA,NA
26060,3,5,108,Pedagogía en Biología y Ciencias,Licenciatura en Educación,NA
22031,3,15,111,Pedagogía en Biología y Ciencias Naturales,NA,NA
24041,7,2,92,Pedagogía en Biología y Ciencias Naturales,NA,NA
13035,7,8,97,Pedagogía en Biología y Ciencias Naturales,NA,NA
45039,NA,NA,77,Pedagogía en Biología y Ciencias Naturales,NA,NA
25024,7,4,100,Pedagogía en Biología y Ciencias Naturales,NA,NA
14011,3,5,73,Pedagogía en Biología y Ciencias Naturales y/o Licenciatura en Biología,NA,NA
23055,NA,NA,79,Pedagogía en Biología y Química,NA,NA
26009,6,5,108,Pedagogía en Castellano,NA,NA
26010,6,5,108,Pedagogía en Castellano,Licenciatura en Educación,NA
26058,NA,NA,108,Pedagogía en Castellano,Licenciatura en Educación,NA
16050,7,13,109,Pedagogía en Castellano,Licenciatura en Educación en Castellano,NA
14031,6,5,73,Pedagogía en Castellano y Comunicación,NA,NA
22091,7,15,111,Pedagogía en Castellano y Comunicación,NA,NA
29072,6,8,101,Pedagogía en Castellano y Comunicación,NA,NA
33082,7,12,107,Pedagogía en Castellano y Comunicación para Enseñanza Media,NA,NA
25041,NA,NA,100,Pedagogía en Castellano y Filosofía,NA,NA
35016,7,7,86,Pedagogía en Ciencias,NA,NA
29073,3,8,101,Pedagogía en Ciencias Naturales,NA,NA
13079,7,8,97,Pedagogía en Ciencias Naturales y Biología,NA,NA
13036,7,8,97,Pedagogía en Ciencias Naturales y Física,NA,NA
17085,7,14,80,Pedagogía en Comunicación en Lengua Inglesa,Licenciatura en Educación,NA
14033,7,5,73,Pedagogía en Educación Básica,NA,NA
26005,7,5,108,Pedagogía en Educación Básica,Licenciatura en Educación,NA
11523,7,13,96,Pedagogía en Educación Básica,Licenciatura en Educación,NA
22041,7,1,111,Pedagogía en Educación Básica,NA,NA
33033,7,12,107,Pedagogía en Educación Básica,NA,NA
22037,7,15,111,Pedagogía en Educación Básica,NA,NA
36010,7,8,85,Pedagogía en Educación Básica,NA,NA
43020,4,13,104,Pedagogía en Educación Básica,NA,NA
29083,NA,NA,101,Pedagogía en Educación Básica Especialidad Lenguaje y,NA,NA
37045,7,9,88,Pedagogía en Educación Básica Intercultural en Contexto Mapuche,NA,NA
22093,NA,NA,111,Pedagogía en Educación Básica y Psicopedagogía,NA,NA
22062,NA,NA,111,Pedagogía en Educación Básica y Psicopedagogía,NA,NA
44012,4,13,102,Pedagogía en Educación de Párvulos,NA,NA
26007,7,5,108,Pedagogía en Educación Diferencial,Licenciatura en Educación,NA
17073,NA,NA,80,Pedagogía en Educación Diferencial,Licenciatura e,NA
39416,NA,NA,120,Pedagogía en Educación Diferencial,NA,NA
36056,7,8,85,Pedagogía en Educación Diferencial,NA,NA
25052,7,4,100,Pedagogía en Educación Diferencial,NA,NA
35020,7,7,86,Pedagogía en Educación Especial,NA,NA
17074,7,14,80,Pedagogía en Educación Física,Deportes y Recreación,NA
26047,7,5,108,Pedagogía en Educación Física,NA,NA
26045,7,5,108,Pedagogía en Educación Física,NA,NA
29071,9,8,101,Pedagogía en Educación Física,NA,NA
37048,7,9,88,Pedagogía en Educación Física,NA,NA
23073,7,1,79,Pedagogía en Educación Física,NA,NA
14016,7,5,73,Pedagogía en Educación Física,NA,NA
13034,NA,NA,97,Pedagogía en Educación Física,NA,NA
35011,7,7,86,Pedagogía en Educación Física,NA,NA
36066,7,8,85,Pedagogía en Educación Física,NA,NA
13033,NA,NA,97,Pedagogía en Educación Física,NA,NA
13101,7,8,97,Pedagogía en Educación Física,NA,NA
16095,7,13,109,Pedagogía en Educación Física,Licenciatura en Ciencias de la Actividad Física,NA
24054,7,2,92,Pedagogía en Educación Física Damas,NA,NA
24053,7,2,92,Pedagogía en Educación Física Varones,NA,NA
39417,NA,NA,120,"Pedagogía en Educación Física, Deportes y Recreación",NA,NA
35018,7,7,86,Pedagogía en Educación General Básica,NA,NA
16056,7,13,109,Pedagogía en Educación General Básica,NA,NA
29082,7,8,101,Pedagogía en Educación General Básica,NA,NA
25053,7,4,100,Pedagogía en Educación General Básica,NA,NA
35015,NA,NA,86,Pedagogía en Educación General Básica,NA,NA
38167,7,13,114,Pedagogía en Educación General Básica,NA,NA
25051,7,4,100,Pedagogía en Educación General Básica,NA,NA
24051,NA,NA,92,Pedagogía en Educación General Básica,Licenciatura en Ciencias de la Educación,NA
23050,NA,NA,79,Pedagogía en Educación Gral Básica,NA,NA
29086,3,8,101,Pedagogía en Educación Matemática,NA,NA
32040,NA,NA,105,Pedagogía en Educación Media en Biología y Química,NA,NA
12041,7,13,72,Pedagogía en Educación Media en Ciencias Naturales y Biología,NA,NA
32039,7,10,105,Pedagogía en Educación Media en Educación Física,NA,NA
32045,7,10,105,Pedagogía en Educación Media en Educación Física,NA,NA
12044,7,13,72,Pedagogía en Educación Media en Física,NA,NA
32034,7,10,105,Pedagogía en Educación Media en Historia y Geografía,NA,NA
32042,7,10,105,Pedagogía en Educación Media en Inglés,NA,NA
36052,7,8,85,Pedagogía en Educación Media en Inglés,NA,NA
12043,7,13,72,Pedagogía en Educación Media en Matemática,NA,NA
36065,7,8,85,Pedagogía en Educación Media en Matemática,NA,NA
32037,7,10,105,Pedagogía en Educación Media en Matemática y Computación,NA,NA
34047,NA,NA,110,Pedagogía en Educación Media en Matemáticas,NA,NA
12042,7,13,72,Pedagogía en Educación Media en Química,NA,NA
36053,7,8,85,Pedagogía en Educación Media Lenguaje y Comunicación,NA,NA
26040,2,5,108,Pedagogía en Educación Musical,Licenciatura en Educación,NA
25044,7,4,100,Pedagogía en Educación Musical,NA,NA
13039,7,8,97,Pedagogía en Educación Musical,NA,NA
20068,NA,NA,121,Pedagogía en Educación Parvularia,Licenciatura en Educación,NA
20059,NA,NA,121,Pedagogía en Educación Parvularia,Licenciatura en Educación,NA
11522,7,13,96,Pedagogía en Educación Parvularia,Licenciatura en Educación,NA
33032,7,12,107,Pedagogía en Educación Parvularia,NA,NA
29080,7,8,101,Pedagogía en Educación Parvularia,NA,NA
12025,7,13,72,Pedagogía en Educación Parvularia,NA,NA
12097,7,9,72,Pedagogía en Educación Parvularia,NA,NA
25050,7,4,100,Pedagogía en Educación Parvularia,NA,NA
38168,7,13,114,Pedagogía en Educación Parvularia,NA,NA
26043,NA,NA,108,Pedagogía en Educación Tecnológica,Licenciatura en Educación Tecnológica,NA
13041,7,8,97,Pedagogía en Español,NA,NA
14035,6,5,73,Pedagogía en Filosofía,NA,NA
26055,6,5,108,Pedagogía en Filosofía,Licenciatura en Educación,NA
13042,7,8,97,Pedagogía en Filosofía,NA,NA
19010,7,5,112,Pedagogía en Filosofía,NA,NA
24061,NA,NA,92,Pedagogía en Filosofía,NA,NA
45018,6,13,77,Pedagogía en Filosofía,NA,NA
16053,7,13,109,Pedagogía en Filosofía,Licenciatura en Educación en Filosofía,NA
18085,7,4,87,Pedagogía en Filosofía y Religión,NA,NA
14076,3,5,73,Pedagogía en Física,NA,NA
26066,3,5,108,Pedagogía en Física,Licenciatura en Educación,NA
22025,3,15,111,Pedagogía en Física y Matemática,NA,NA
16049,7,13,109,Pedagogía en Física y Matemática,Licenciatura en Educación de Física y Matemática,NA
17077,7,14,80,Pedagogía en Historia y Ciencias Sociales,Licenciatura en Educación,NA
19011,7,5,112,Pedagogía en Historia y Ciencias Sociales,NA,NA
45020,4,13,77,Pedagogía en Historia y Ciencias Sociales,NA,NA
16051,7,13,109,Pedagogía en Historia y Ciencias Sociales,Licenciatura en Educación en Historia y Ciencias Sociales,NA
26098,6,5,108,Pedagogía en Historia y Geografía,NA,NA
26050,6,5,108,Pedagogía en Historia y Geografía,Licenciatura en Educación,NA
26053,NA,NA,108,Pedagogía en Historia y Geografía,NA,NA
22059,7,15,111,Pedagogía en Historia y Geografía,NA,NA
25042,7,4,100,Pedagogía en Historia y Geografía,NA,NA
29078,4,8,101,Pedagogía en Historia y Geografía,NA,NA
13040,7,8,97,Pedagogía en Historia y Geografía,NA,NA
14036,4,5,73,"Pedagogía en Historia, Geografía y Ciencias Sociales",NA,NA
37047,7,9,88,"Pedagogía en Historia, Geografía y Ciencias Sociales",NA,NA
38327,7,13,114,Pedagogía en Inglés,NA,NA
26059,6,5,108,Pedagogía en Inglés,NA,NA
26025,6,5,108,Pedagogía en Inglés,Licenciatura en Educación,NA
26042,NA,NA,108,Pedagogía en Inglés,Licenciatura en Educación,NA
22090,7,15,111,Pedagogía en Inglés,NA,NA
37026,7,9,88,Pedagogía en Inglés,NA,NA
14037,6,5,73,Pedagogía en Inglés,NA,NA
25043,7,4,100,Pedagogía en Inglés,NA,NA
29076,6,8,101,Pedagogía en Inglés,NA,NA
30056,7,9,98,Pedagogía en Inglés,NA,NA
35019,7,7,86,Pedagogía en Inglés,NA,NA
13057,7,8,97,Pedagogía en Inglés,NA,NA
18066,6,2,87,Pedagogía en Inglés,NA,NA
23002,NA,NA,79,Pedagogía en Inglés,NA,NA
41041,6,13,78,Pedagogía en Inglés,NA,NA
41086,6,5,78,Pedagogía en Inglés,NA,NA
41116,6,8,78,Pedagogía en Inglés,NA,NA
45021,6,13,77,Pedagogía en Inglés,NA,NA
16052,7,13,109,Pedagogía en Inglés,Licenciatura en Educación en Inglés,NA
23054,7,1,79,Pedagogía en Lengua Castellana y Comunicación,NA,NA
37046,7,9,88,Pedagogía en Lengua Castellana y Comunicación,NA,NA
35023,7,7,86,Pedagogía en Lengua Castellana y Comunicación,NA,NA
45019,6,13,77,Pedagogía en Lengua Castellana y Comunicación,NA,NA
17084,7,14,80,Pedagogía en Lenguaje y Comunicación,Licenciatura en Educación,NA
24052,7,2,92,Pedagogía en Lenguaje y Comunicación,NA,NA
22024,3,15,111,Pedagogía en Matemática,NA,NA
45029,3,13,77,Pedagogía en Matemática,NA,NA
26073,7,5,108,Pedagogía en Matemática,Licenciatura en Educación,NA
18075,7,2,87,Pedagogía en Matemática en Educación Media,NA,NA
26072,NA,NA,108,Pedagogía en Matemática y Computación,Licenciatura en Educación,NA
13045,7,8,97,Pedagogía en Matemática y Computación,NA,NA
22022,NA,NA,111,Pedagogía en Matemática y Computación,NA,NA
35017,7,7,86,Pedagogía en Matemática y Computación,NA,NA
16045,7,13,109,Pedagogía en Matemática y Computación,Licenciatura en Educación Matemática y Computación,NA
13098,7,8,97,Pedagogía en Matemática y Educación Tecnológica,NA,NA
23052,7,1,79,Pedagogía en Matemática y Física,NA,NA
14075,3,5,73,Pedagogía en Matemáticas,NA,NA
17811,7,10,80,Pedagogía en Matemáticas,Licenciatura en Educación,NA
17012,NA,NA,80,Pedagogía en Matemáticas,Licenciatura en Educación,NA
24055,3,2,92,Pedagogía en Matemáticas,NA,NA
25021,7,4,100,Pedagogía en Matemáticas y Computación,NA,NA
25025,7,4,100,Pedagogía en Matemáticas y Física,NA,NA
14039,2,5,73,Pedagogía en Música,NA,NA
45025,2,13,77,Pedagogía en Música,NA,NA
24057,NA,NA,92,Pedagogía en Química,NA,NA
16043,7,13,109,Pedagogía en Química y Biología,NA,NA
26070,3,5,108,Pedagogía en Química y Ciencias,Licenciatura en Educación,NA
25026,7,4,100,Pedagogía en Química y Ciencias Naturales,NA,NA
13037,7,8,97,Pedagogía en Química y Ciencias Naturales,NA,NA
14014,3,5,73,Pedagogía en Química y Ciencias Naturales,NA,NA
22034,NA,NA,111,Pedagogía en Química y Ciencias Naturales,NA,NA
35013,7,7,86,Pedagogía en Religión y Filosofía,NA,NA
14041,NA,NA,73,Pedagogía en Religión y Moral,NA,NA
37028,NA,NA,88,Pedagogía en Religión y Orientación,NA,NA
30055,6,9,98,"Pedagogía Historia, Geografía y Educación Cívica",NA,NA
30058,3,9,98,Pedagogía Matemática,NA,NA
37024,7,9,88,Pedagogía Media Ciencias Naturales y Biología,NA,NA
43022,4,13,104,Pedagogía Media en Filosofía,NA,NA
43021,4,13,104,Pedagogía Media en Historia,NA,NA
43029,4,13,104,Pedagogía Media en Lengua y Literatura,NA,NA
37029,7,9,88,Pedagogía Media en Matemática,NA,NA
36015,NA,NA,85,Pedagogía Media en Religión y Educación Moral,NA,NA
17056,4,14,80,Periodismo,Licenciatura en Comunicación Social,NA
12046,4,13,72,Periodismo,NA,NA
26082,4,5,108,Periodismo,Licenciatura en Comunicación Social,NA
11068,4,13,96,Periodismo,Licenciatura en Comunicación Social,NA
16055,4,13,109,Periodismo,NA,NA
14007,4,5,73,Periodismo,NA,NA
25065,4,4,100,Periodismo,NA,NA
30091,4,9,98,Periodismo,NA,NA
40022,6,13,115,Periodismo,NA,NA
42005,4,13,75,Periodismo,NA,NA
42025,4,5,75,Periodismo,NA,NA
44004,4,13,102,Periodismo,NA,NA
44025,4,8,102,Periodismo,NA,NA
13031,4,8,97,Periodismo,NA,NA
18039,4,2,87,Periodismo,NA,NA
36011,4,8,85,Periodismo,NA,NA
38009,4,13,114,Periodismo,NA,NA
39128,4,13,120,Periodismo,NA,NA
41019,4,13,78,Periodismo,NA,NA
45006,4,13,77,Periodismo,NA,NA
43011,NA,NA,104,Periodismo / Publicidad / Comunicación Audiovisual,NA,NA
15091,NA,NA,127,Piloto Comercial,NA,NA
15221,NA,NA,127,Piloto Comercial,NA,NA
27038,NA,NA,95,Plan Común de Tecnologías,NA,NA
30076,8,9,98,Plan Común Ingeniería Civil,NA,NA
22065,7,15,111,Profesor de Educación Física,NA,NA
17826,4,14,80,Psicología,Licenciatura en Psicología,NA
11069,4,13,96,Psicología,Licenciatura en Psicología,NA
22020,4,15,111,Psicología,NA,NA
22094,4,1,111,Psicología,NA,NA
29067,9,8,101,Psicología,NA,NA
13067,4,8,97,Psicología,NA,NA
16060,4,13,109,Psicología,NA,NA
23061,4,9,79,Psicología,NA,NA
44023,4,13,102,Psicología,NA,NA
44037,4,8,102,Psicología,NA,NA
14040,4,5,73,Psicología,NA,NA
23070,4,1,79,Psicología,NA,NA
24085,4,2,92,Psicología,NA,NA
25064,4,4,100,Psicología,NA,NA
27020,4,3,95,Psicología,NA,NA
30064,4,9,98,Psicología,NA,NA
32163,4,10,105,Psicología,NA,NA
37061,4,9,88,Psicología,NA,NA
40074,9,13,115,Psicología,NA,NA
42004,4,13,75,Psicología,NA,NA
42024,4,5,75,Psicología,NA,NA
43025,9,13,104,Psicología,NA,NA
12017,4,13,72,Psicología,NA,NA
18061,4,2,87,Psicología,NA,NA
19045,4,5,112,Psicología,NA,NA
32162,4,10,105,Psicología,NA,NA
33078,4,12,107,Psicología,NA,NA
34041,4,7,110,Psicología,NA,NA
35004,4,7,86,Psicología,NA,NA
38005,4,13,114,Psicología,NA,NA
39129,4,13,120,Psicología,NA,NA
39419,4,9,120,Psicología,NA,NA
41015,4,13,78,Psicología,NA,NA
41068,4,5,78,Psicología,NA,NA
41104,4,8,78,Psicología,NA,NA
45005,9,13,77,Psicología,NA,NA
26084,4,5,108,Psicología,Licenciatura en Psicología,NA
39130,7,13,120,Psicopedagogía,NA,NA
41042,7,13,78,Psicopedagogía,NA,NA
41087,7,5,78,Psicopedagogía,NA,NA
41117,7,8,78,Psicopedagogía,NA,NA
16066,4,13,109,Publicidad,NA,NA
40023,6,13,115,Publicidad,NA,NA
44005,2,13,102,Publicidad,NA,NA
38013,4,13,114,Publicidad,NA,NA
41020,4,13,78,Publicidad,NA,NA
11036,3,13,96,Química,Licenciatura en Ciencias,NA
11035,3,13,96,Química,Licenciatura en Química,NA
12054,9,13,72,Química,NA,NA
24063,8,2,92,Química Ambiental,NA,NA
36058,3,8,85,Química Ambiental,NA,NA
24080,NA,NA,92,Química en Tecnología Analítica,NA,NA
14013,3,5,73,Química Industrial,NA,NA
21083,3,13,129,Química Industrial,NA,NA
22033,NA,NA,111,Química Ingreso Común,NA,NA
36004,NA,NA,85,Química Marina,NA,NA
17034,9,14,80,Química y Farmacia,Licenciatura en Ciencias Farmacéuticas,NA
11037,9,13,96,Química y Farmacia,Licenciatura en Farmacia,NA
16039,3,13,109,Química y Farmacia,NA,NA
23047,9,1,79,Química y Farmacia,NA,NA
30024,9,9,98,Química y Farmacia,NA,NA
12055,9,13,72,Química y Farmacia,NA,NA
13049,9,8,97,Química y Farmacia,NA,NA
18063,9,2,87,Química y Farmacia,NA,NA
19090,9,5,112,Química y Farmacia,NA,NA
41058,9,13,78,Química y Farmacia,NA,NA
41097,9,5,78,Química y Farmacia,NA,NA
16044,3,13,109,Química y Licenciatura en Química,NA,NA
22035,NA,NA,111,Químico,NA,NA
22030,3,15,111,Químico Laboratorista,NA,NA
25030,NA,NA,100,Químico Laboratorista,NA,NA
22019,NA,NA,111,Servicio Social,NA,NA
30067,NA,NA,98,Servicio Social,NA,NA
26096,4,5,108,Sociología,Licenciatura en Sociología,NA
11070,4,13,96,Sociología,Licenciatura en Sociología,NA
23015,4,1,79,Sociología,NA,NA
30092,4,9,98,Sociología,NA,NA
35055,6,7,86,Sociología,NA,NA
37042,4,9,88,Sociología,NA,NA
12019,4,13,72,Sociología,NA,NA
13077,4,8,97,Sociología,NA,NA
19012,4,5,112,Sociología,NA,NA
38162,4,13,114,Sociología,NA,NA
41016,4,13,78,Sociología,NA,NA
41069,4,5,78,Sociología,NA,NA
45002,4,13,77,Sociología,NA,NA
26097,2,5,108,Teatro,Licenciatura en Artes Escénicas,NA
19028,2,5,112,Teatro,NA,NA
39131,2,13,120,Teatro,NA,NA
40090,2,13,115,Teatro / Actuación,NA,NA
30097,NA,NA,98,Técnico Universitario Agroindustrial,NA,NA
15067,NA,NA,127,Técnico Universitario Dibujante Proyectista,NA,NA
15545,8,8,127,Técnico Universitario Dibujante Proyectista,NA,NA
32069,NA,NA,105,Técnico Universitario en Acuicultura,NA,NA
37086,1,9,88,Técnico Universitario en Acuicultura,NA,NA
37030,NA,NA,88,Técnico Universitario en Acuicultura,NA,NA
37081,8,9,88,Técnico Universitario en Administración de Empresas,NA,NA
27017,NA,NA,95,Técnico Universitario en Administración de Empresas,NA,NA
16079,8,13,109,Técnico Universitario en Análisis Químico y Físico,NA,NA
16040,8,13,109,Técnico Universitario en Análisis Químico y Físico,NA,NA
27018,NA,NA,95,Técnico Universitario en Análisis y Programación de Sistemas Computacionales,NA,NA
15066,NA,NA,127,Técnico Universitario en Automatización y Control,NA,NA
15537,8,8,127,Técnico Universitario en Automatización y Control,NA,NA
32072,NA,NA,105,Técnico Universitario en Conservación de Alimentos,NA,NA
15031,NA,NA,127,Técnico Universitario en Construcción,NA,NA
15052,NA,NA,127,Técnico Universitario en Construcción,NA,NA
15412,8,5,127,Técnico Universitario en Construcción,NA,NA
15512,8,8,127,Técnico Universitario en Construcción,NA,NA
37093,8,9,88,Técnico Universitario en Construcción y Obras Civiles,NA,NA
15032,NA,NA,127,Técnico Universitario en Control de Alimentos,NA,NA
15053,NA,NA,127,Técnico Universitario en Control de Alimentos,NA,NA
15042,NA,NA,127,Técnico Universitario en Control del Medio Ambiente,NA,NA
15452,8,5,127,Técnico Universitario en Control del Medio Ambiente,NA,NA
15552,8,8,127,Técnico Universitario en Control del Medio Ambiente,NA,NA
15036,NA,NA,127,Técnico Universitario en Diseño y Producción Industrial en Moldes y Matrices,NA,NA
15447,8,5,127,Técnico Universitario en Diseño y Producción Industrial en Moldes y Matrices,NA,NA
15033,NA,NA,127,Técnico Universitario en Diseño y Proyecto Mecánico,NA,NA
15445,8,5,127,Técnico Universitario en Diseño y Proyecto Mecánico,NA,NA
37083,7,9,88,Técnico Universitario en Educación Parvularia,NA,NA
15034,NA,NA,127,Técnico Universitario en Electricidad,NA,NA
15055,NA,NA,127,Técnico Universitario en Electricidad,NA,NA
15433,8,5,127,Técnico Universitario en Electricidad,NA,NA
15533,8,8,127,Técnico Universitario en Electricidad,NA,NA
15035,NA,NA,127,Técnico Universitario en Electrónica,NA,NA
15056,NA,NA,127,Técnico Universitario en Electrónica,NA,NA
15435,8,5,127,Técnico Universitario en Electrónica,NA,NA
15535,8,8,127,Técnico Universitario en Electrónica,NA,NA
27045,NA,NA,95,Técnico Universitario en Energías Renovables,NA,NA
15453,8,5,127,Técnico Universitario en Gestión de Calidad en Alimentos,NA,NA
15058,NA,NA,127,Técnico Universitario en Industrias Madereras,NA,NA
15040,NA,NA,127,Técnico Universitario en Informática,NA,NA
15051,NA,NA,127,Técnico Universitario en Informática,NA,NA
15463,8,5,127,Técnico Universitario en Informática,NA,NA
15563,8,8,127,Técnico Universitario en Informática,NA,NA
27010,NA,NA,95,Técnico Universitario en Mantención de Equipos Industriales,NA,NA
15222,8,13,127,Técnico Universitario en Mantenimiento Aeronáutico,NA,NA
15092,NA,NA,127,Técnico Universitario en Mantenimiento Aeronáutico,NA,NA
15448,8,5,127,Técnico Universitario en Mantenimiento Industrial,NA,NA
15037,NA,NA,127,Técnico Universitario en Mecánica Automotriz,NA,NA
15059,NA,NA,127,Técnico Universitario en Mecánica Automotriz,NA,NA
15443,8,5,127,Técnico Universitario en Mecánica Automotriz,NA,NA
15543,8,8,127,Técnico Universitario en Mecánica Automotriz,NA,NA
15038,NA,NA,127,Técnico Universitario en Mecánica Industrial,NA,NA
15060,NA,NA,127,Técnico Universitario en Mecánica Industrial,NA,NA
15444,8,5,127,Técnico Universitario en Mecánica Industrial,NA,NA
15544,8,8,127,Técnico Universitario en Mecánica Industrial,NA,NA
15046,NA,NA,127,Técnico Universitario en Minería y Metalurgia,NA,NA
15413,8,5,127,Técnico Universitario en Minería y Metalurgia,NA,NA
27011,NA,NA,95,Técnico Universitario en Obras Civiles,NA,NA
27013,NA,NA,95,Técnico Universitario en Plantas Metalúrgicas,NA,NA
37082,9,9,88,Técnico Universitario en Preparación Física,NA,NA
27044,NA,NA,95,Técnico Universitario en Prevención de Riesgos,NA,NA
15039,NA,NA,127,Técnico Universitario en Prevención de Riesgos,NA,NA
15061,NA,NA,127,Técnico Universitario en Prevención de Riesgos,NA,NA
15475,8,5,127,Técnico Universitario en Prevención de Riesgos,NA,NA
15575,8,8,127,Técnico Universitario en Prevención de Riesgos,NA,NA
37080,NA,NA,88,Técnico Universitario en Prevención de Riesgos,NA,NA
37033,NA,NA,88,Técnico Universitario en Producción Agropecuaria,NA,NA
37085,1,9,88,Técnico Universitario en Producción Agropecuaria,NA,NA
15057,NA,NA,127,Técnico Universitario en Proyecto y Diseño Estructural,NA,NA
15043,NA,NA,127,Técnico Universitario en Proyectos de Ingeniería,NA,NA
15446,8,5,127,Técnico Universitario en Proyectos de Ingeniería,NA,NA
15041,NA,NA,127,Técnico Universitario en Química,NA,NA
15062,NA,NA,127,Técnico Universitario en Química,NA,NA
32071,NA,NA,105,Técnico Universitario en Recursos Forestales,NA,NA
37088,8,9,88,Técnico Universitario en Redes y Telecomunicaciones,NA,NA
15069,NA,NA,127,Técnico Universitario en Robótica y Mecatrónica,NA,NA
15538,8,8,127,Técnico Universitario en Robótica y Mecatrónica,NA,NA
15047,NA,NA,127,Técnico Universitario en Telecomunicaciones y Rede,NA,NA
15436,8,5,127,Técnico Universitario en Telecomunicaciones y Redes,NA,NA
15065,NA,NA,127,Técnico Universitario en Topografía,NA,NA
37087,8,9,88,Técnico Universitario en Topografía y Geomensura,NA,NA
37084,4,9,88,Técnico Universitario en Turismo,NA,NA
27019,NA,NA,95,Técnico Universitario Instrumentación y Automatización Industrial,NA,NA
21009,NA,NA,129,Técnico Universitario Nivel Superior en Gestión de Calidad,NA,NA
21010,NA,NA,129,Técnico Universitario Nivel Superior en Gestión de Calidad,NA,NA
15054,NA,NA,127,Técnico Universitario Proyectos de Ingeniería,NA,NA
26095,9,5,108,Tecnología en Deportes y Recreación,Licenciatura en Ciencias de la Actividad Física,NA
41059,9,13,78,Tecnología Médica,NA,NA
38172,9,13,114,Tecnología Médica,NA,NA
17028,9,14,80,Tecnología Médica,Licenciatura en Tecnología Médica,NA
17086,9,10,80,Tecnología Médica,Licenciatura en Tecnología Médica,NA
11086,9,13,96,Tecnología Médica,Licenciatura en Tecnología Médica,NA
30035,9,9,98,Tecnología Médica,NA,NA
36078,9,8,85,Tecnología Médica,NA,NA
37068,9,9,88,Tecnología Médica,NA,NA
44022,9,13,102,Tecnología Médica,NA,NA
24033,9,2,92,Tecnología Médica,NA,NA
34022,9,7,110,Tecnología Médica,NA,NA
39132,9,13,120,Tecnología Médica,NA,NA
39420,9,9,120,Tecnología Médica,NA,NA
41098,9,5,78,Tecnología Médica,NA,NA
41126,9,8,78,Tecnología Médica,NA,NA
13081,9,8,97,Tecnología Médica,NA,NA
19048,9,5,112,Tecnología Médica,NA,NA
19049,9,5,112,Tecnología Médica,NA,NA
22051,NA,NA,111,Tecnología Médica,NA,NA
22056,9,15,111,Tecnología Médica/ Imagenología y Física Médica,NA,NA
22057,9,15,111,"Tecnología Médica/ Laboratorio Clínico, Hematología y Banco de Sangre",NA,NA
22058,9,15,111,Tecnología Médica/ Oftalmología y Optometría,NA,NA
27033,NA,NA,95,Tecnología Universitaria en Construcción Civil,NA,NA
27036,NA,NA,95,Tecnología Universitaria en Informática,NA,NA
27030,NA,NA,95,Tecnología Universitaria en Mantenimiento Mecánico,NA,NA
27035,8,3,95,Tecnólogo en Administración de Empresas,NA,NA
16087,NA,NA,109,Tecnólogo en Administración de Personal,NA,NA
16080,8,13,109,Tecnólogo en Administración de Personal,NA,NA
16090,NA,NA,109,Tecnólogo en Alimentos,NA,NA
16081,8,13,109,Tecnólogo en Alimentos,NA,NA
16085,8,13,109,Tecnólogo en Automatización Industrial,NA,NA
16088,NA,NA,109,Tecnólogo en Construcciones,NA,NA
16082,8,13,109,Tecnólogo en Construcciones,NA,NA
16083,8,13,109,Tecnólogo en Control Industrial,NA,NA
16084,8,13,109,Tecnólogo en Diseño Industrial,NA,NA
27031,8,3,95,Tecnólogo en Electricidad,NA,NA
27034,8,3,95,Tecnólogo en Instrumentación y Automatización Industrial,NA,NA
16086,8,13,109,Tecnólogo en Mantenimiento Industrial,NA,NA
27032,8,3,95,Tecnólogo en Metalurgia,NA,NA
16089,8,13,109,Tecnólogo en Telecomunicaciones,NA,NA
12015,6,13,72,Teología,NA,NA
11016,2,13,96,Teoría e Historia del Artes,Licenciatura en Artes,NA
17032,9,14,80,Terapia Ocupacional,Licenciatura en Ciencias de la Ocupación,NA
