"","geography_level","geography_name","geography_id","year","sexo","oficio","mean_income","median_income","ci_mean_income","ci_median_income"
"151","comuna","Chimbarongo","45","1990","Hombre","Trabajadores de Artes Mecánicas y Otros",43444,36240,"[37552, 49501]","[34056, 43883]"
"152","comuna","Chimbarongo","45","1990","Hombre","Trabajadores de Servicios y Vendedores",52060,42660,"[38265, 66107]","[31408, 64350]"
"153","comuna","Chonchi","47","1990","Hombre","Empleados de Oficina",27169,31408,"[13860, 36240]","[13860, 36240]"
"154","comuna","Chonchi","47","1990","Hombre","Fuerzas Armadas",84560,84560,"[1723, 77734]","[1723, 77734]"
"155","comuna","Chonchi","47","1990","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos",396000,396000,"[8067, 364029]","[8067, 364029]"
"156","comuna","Chonchi","47","1990","Hombre","Profesionales, Científicos e Intelectuales",74406,33001,"[39317, 113044]","[16499, 96640]"
"157","comuna","Chonchi","47","1990","Hombre","Técnicos y Profesionales de Nivel Medio",45540,47520,"[27308, 61050]","[19800, 59400]"
"158","comuna","Chonchi","47","1990","Hombre","Trabajadores Agropecuarios y Pesqueros",36789,33824,"[31586, 43343]","[31091, 36240]"
"159","comuna","Chonchi","47","1990","Hombre","Trabajadores de Artes Mecánicas y Otros",35860,32616,"[30926, 40604]","[30200, 36240]"
"160","comuna","Chonchi","47","1990","Hombre","Trabajadores de Servicios y Vendedores",71404,69102,"[47304, 98996]","[30200, 118800]"
"161","comuna","Coihueco","55","1990","Hombre","Fuerzas Armadas",89898,79456,"[47175, 133560]","[42280, 158400]"
"162","comuna","Coihueco","55","1990","Hombre","Profesionales, Científicos e Intelectuales",184427,33001,"[30036, 399035]","[19800, 34056]"
"163","comuna","Coihueco","55","1990","Hombre","Técnicos y Profesionales de Nivel Medio",47850,34650,"[32134, 76766]","[29700, 79200]"
"164","comuna","Coihueco","55","1990","Hombre","Trabajadores Agropecuarios y Pesqueros",23873,25972,"[21385, 26312]","[21744, 28992]"
"165","comuna","Coihueco","55","1990","Hombre","Trabajadores de Artes Mecánicas y Otros",35954,27836,"[27014, 47999]","[24907, 42532]"
"166","comuna","Coihueco","55","1990","Hombre","Trabajadores de Servicios y Vendedores",32693,36240,"[21342, 44122]","[12467, 48320]"
"167","comuna","Colina","59","1990","Hombre","Empleados de Oficina",57526,36240,"[32859, 94327]","[34056, 47520]"
"168","comuna","Colina","59","1990","Hombre","Fuerzas Armadas",92110,69460,"[39260, 162665]","[36240, 193280]"
"169","comuna","Colina","59","1990","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos",851400,851400,"[17343, 782663]","[17343, 782663]"
"170","comuna","Colina","59","1990","Hombre","Operadores y Montadores de Instalaciones y Máquinas",75500,75500,"[54360, 96640]","[54360, 96640]"
"171","comuna","Colina","59","1990","Hombre","Profesionales, Científicos e Intelectuales",79665,51944,"[50246, 115277]","[43488, 72480]"
"172","comuna","Colina","59","1990","Hombre","Técnicos y Profesionales de Nivel Medio",81247,54360,"[46044, 119315]","[29700, 168203]"
"173","comuna","Colina","59","1990","Hombre","Trabajadores Agropecuarios y Pesqueros",39330,36815,"[36706, 41447]","[36240, 40298]"
"174","comuna","Colina","59","1990","Hombre","Trabajadores de Artes Mecánicas y Otros",54786,42280,"[43261, 71174]","[31408, 54360]"
"175","comuna","Colina","59","1990","Hombre","Trabajadores de Servicios y Vendedores",52271,39266,"[40839, 66915]","[31695, 54277]"
"176","comuna","Collipulli","60","1990","Hombre","Empleados de Oficina",38656,36240,"[31408, 48320]","[31408, 48320]"
"177","comuna","Collipulli","60","1990","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos",29700,29700,"[606, 27302]","[606, 27302]"
"178","comuna","Collipulli","60","1990","Hombre","Profesionales, Científicos e Intelectuales",37426,35940,"[29441, 46863]","[30048, 51712]"
"179","comuna","Collipulli","60","1990","Hombre","Técnicos y Profesionales de Nivel Medio",99000,99000,"[2017, 91008]","[2017, 91008]"
"180","comuna","Collipulli","60","1990","Hombre","Trabajadores Agropecuarios y Pesqueros",27295,31408,"[23962, 30148]","[21744, 31408]"
"181","comuna","Collipulli","60","1990","Hombre","Trabajadores de Artes Mecánicas y Otros",52770,52770,"[36240, 69300]","[36240, 69300]"
"182","comuna","Collipulli","60","1990","Hombre","Trabajadores de Servicios y Vendedores",36240,36240,"[739, 33315]","[739, 33315]"
"183","comuna","Combarbalá","62","1990","Hombre","Fuerzas Armadas",221064,181200,"[59192, 422800]","[59192, 422800]"
"184","comuna","Combarbalá","62","1990","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos",65340,65340,"[1331, 60065]","[1331, 60065]"
"185","comuna","Combarbalá","62","1990","Hombre","Profesionales, Científicos e Intelectuales",32555,23760,"[20899, 45812]","[19800, 29700]"
"186","comuna","Combarbalá","62","1990","Hombre","Técnicos y Profesionales de Nivel Medio",59400,59400,"[1210, 54605]","[1210, 54605]"
"187","comuna","Combarbalá","62","1990","Hombre","Trabajadores Agropecuarios y Pesqueros",29704,32616,"[26456, 32387]","[29700, 32616]"
