"","geography_level","geography_name","geography_id","year","occupation","sex","weighted_mean_income","weighted_median_income","ci_weighted_mean_income","ci_weighted_median_income"
"1048","pais","País","pais","2013","5132","Hombre",400446,359798,"[327718, 483790]","[250000, 400000]"
"1049","pais","País","pais","2013","5132","Mujer",306392,295740,"[288157, 325681]","[269796, 300000]"
"1050","pais","País","pais","2013","5133","Hombre",121085,117785,"[110000, 211047]","[110000, 214189]"
"1051","pais","País","pais","2013","5133","Mujer",193796,180000,"[170952, 214838]","[160000, 200000]"
"1052","pais","País","pais","2013","5139","Hombre",251169,242169,"[206742, 330485]","[208287, 358101]"
"1053","pais","País","pais","2013","5139","Mujer",274539,246091,"[192522, 382862]","[150000, 304791]"
"1054","pais","País","pais","2013","5141","Hombre",272969,210000,"[208395, 374629]","[180000, 310948]"
"1055","pais","País","pais","2013","5141","Mujer",265950,210000,"[235123, 304445]","[200000, 250000]"
"1057","pais","País","pais","2013","5143","Hombre",312565,301096,"[227702, 359266]","[220000, 359266]"
"1058","pais","País","pais","2013","5143","Mujer",350000,350000,"[350000, 350000]","[350000, 350000]"
"1061","pais","País","pais","2013","5152","Hombre",222152,132955,"[34771, 602453]","[25000, 703267]"
"1062","pais","País","pais","2013","5152","Mujer",256943,226466,"[181126, 352418]","[150000, 317194]"
"1063","pais","País","pais","2013","5161","Hombre",336695,250000,"[245428, 414560]","[210000, 292090]"
"1064","pais","País","pais","2013","5161","Mujer",212607,209509,"[207676, 220000]","[207676, 220000]"
"1065","pais","País","pais","2013","5162","Hombre",659532,600000,"[604171, 743053]","[500000, 600000]"
"1066","pais","País","pais","2013","5162","Mujer",581189,500000,"[475968, 696190]","[418674, 643663]"
"1067","pais","País","pais","2013","5163","Hombre",530186,500000,"[459151, 617885]","[453235, 550000]"
"1068","pais","País","pais","2013","5163","Mujer",380883,391892,"[247233, 531578]","[90000, 471089]"
"1069","pais","País","pais","2013","5169","Hombre",292928,250000,"[255138, 335389]","[245128, 300000]"
"1070","pais","País","pais","2013","5169","Mujer",290576,280870,"[183015, 420058]","[197505, 370000]"
"1071","pais","País","pais","2013","5210","Mujer",263251,224847,"[106064, 487005]","[79519, 426727]"
"1072","pais","País","pais","2013","5220","Hombre",311580,250000,"[294263, 336528]","[231090, 250000]"
"1073","pais","País","pais","2013","5220","Mujer",240956,210000,"[229550, 253496]","[210000, 210000]"
"1074","pais","País","pais","2013","5230","Hombre",220921,200000,"[194594, 251621]","[180000, 200000]"
"1075","pais","País","pais","2013","5230","Mujer",140274,118030,"[122143, 165263]","[92839, 120000]"
"1077","pais","País","pais","2013","6111","Hombre",275573,210000,"[234141, 333540]","[204694, 210000]"
"1078","pais","País","pais","2013","6111","Mujer",210928,210000,"[183787, 267423]","[201318, 210000]"
"1079","pais","País","pais","2013","6112","Hombre",240456,210000,"[228234, 252999]","[210000, 210000]"
"1080","pais","País","pais","2013","6112","Mujer",198962,210000,"[189534, 210193]","[210000, 210000]"
"1081","pais","País","pais","2013","6113","Hombre",203135,210000,"[189559, 219302]","[200000, 210000]"
"1082","pais","País","pais","2013","6113","Mujer",157944,159911,"[140167, 188867]","[120000, 172100]"
"1084","pais","País","pais","2013","6114","Mujer",176038,176038,"[120000, 210000]","[120000, 210000]"
"1085","pais","País","pais","2013","6121","Hombre",231798,210000,"[217689, 244761]","[200000, 210000]"
"1086","pais","País","pais","2013","6121","Mujer",156653,120000,"[120534, 194308]","[100000, 192000]"
"1087","pais","País","pais","2013","6122","Hombre",296564,280000,"[246408, 346333]","[218630, 300000]"
"1088","pais","País","pais","2013","6122","Mujer",283665,301161,"[205535, 357365]","[220965, 400000]"
"1089","pais","País","pais","2013","6123","Hombre",202050,174608,"[162968, 259025]","[140000, 250000]"
"1090","pais","País","pais","2013","6123","Mujer",270299,235132,"[143935, 493839]","[78273, 525077]"
"1091","pais","País","pais","2013","6124","Hombre",225753,210000,"[185416, 261817]","[189351, 255805]"
"1093","pais","País","pais","2013","6129","Hombre",223140,210000,"[172610, 279067]","[198000, 250000]"
"1094","pais","País","pais","2013","6129","Mujer",100000,100000,"[100000, 100000]","[100000, 100000]"
"1095","pais","País","pais","2013","6130","Hombre",208501,150000,"[161775, 279387]","[100000, 200000]"
"1096","pais","País","pais","2013","6130","Mujer",162090,50000,"[44836, 399205]","[25000, 300000]"
"1097","pais","País","pais","2013","6141","Hombre",209989,200000,"[192988, 235334]","[200000, 210000]"
"1098","pais","País","pais","2013","6141","Mujer",241382,246482,"[182813, 332823]","[173583, 305458]"
"1099","pais","País","pais","2013","6142","Hombre",122653,111842,"[101236, 147006]","[87025, 140000]"
"1100","pais","País","pais","2013","6142","Mujer",50000,50000,"[50000, 50000]","[50000, 50000]"
"1101","pais","País","pais","2013","6151","Hombre",306343,269757,"[278350, 347760]","[213462, 280210]"
"1102","pais","País","pais","2013","6151","Mujer",181795,200000,"[144678, 216898]","[140000, 210510]"
"1103","pais","País","pais","2013","6152","Hombre",248415,200000,"[226581, 269503]","[200000, 200000]"
"1104","pais","País","pais","2013","6152","Mujer",189348,210000,"[137486, 243445]","[100000, 219947]"
"1105","pais","País","pais","2013","6153","Hombre",655883,242121,"[231659, 1864557]","[200000, 322377]"
"1106","pais","País","pais","2013","6153","Mujer",57500,42000,"[30000, 112625]","[30000, 127575]"
"1107","pais","País","pais","2013","6210","Hombre",115250,88664,"[107295, 125391]","[80000, 100000]"
"1108","pais","País","pais","2013","6210","Mujer",70784,60000,"[58773, 85111]","[50000, 70364]"
"1110","pais","País","pais","2013","7111","Hombre",580184,450000,"[507144, 708818]","[400800, 500000]"
"1111","pais","País","pais","2013","7111","Mujer",597705,500000,"[323339, 1221944]","[228797, 1023354]"
"1112","pais","País","pais","2013","7112","Hombre",439642,423472,"[352869, 517134]","[280000, 565758]"
"1113","pais","País","pais","2013","7113","Hombre",335209,300000,"[257457, 450419]","[177351, 513916]"
"1114","pais","País","pais","2013","7113","Mujer",158771,158771,"[130000, 200000]","[130000, 200000]"
"1115","pais","País","pais","2013","7121","Hombre",364741,304138,"[300925, 435422]","[222562, 386447]"
"1116","pais","País","pais","2013","7122","Hombre",285808,250000,"[270217, 306899]","[240000, 271997]"
"1117","pais","País","pais","2013","7122","Mujer",329165,334152,"[165652, 350000]","[155209, 350000]"
"1118","pais","País","pais","2013","7123","Hombre",259699,250000,"[236602, 283363]","[210000, 270000]"
"1119","pais","País","pais","2013","7124","Hombre",285727,250000,"[275966, 300730]","[250000, 280671]"
"1120","pais","País","pais","2013","7124","Mujer",212059,235000,"[170263, 268305]","[156090, 250000]"
"1121","pais","País","pais","2013","7129","Hombre",503203,399934,"[446901, 583884]","[350000, 500000]"
"1122","pais","País","pais","2013","7129","Mujer",323551,311375,"[249386, 358980]","[250000, 357088]"
"1123","pais","País","pais","2013","7131","Hombre",296195,281617,"[222103, 369235]","[200000, 400000]"
"1124","pais","País","pais","2013","7132","Hombre",290297,250000,"[256302, 333755]","[210860, 280000]"
"1125","pais","País","pais","2013","7132","Mujer",211836,211836,"[200000, 244378]","[200000, 244378]"
"1126","pais","País","pais","2013","7133","Hombre",241582,210000,"[195431, 300088]","[189500, 278120]"
"1127","pais","País","pais","2013","7134","Hombre",283535,300000,"[245454, 308078]","[210000, 300514]"
"1128","pais","País","pais","2013","7135","Hombre",258221,250000,"[220421, 301225]","[210000, 300000]"
"1129","pais","País","pais","2013","7136","Hombre",303491,269785,"[277672, 343933]","[248850, 300000]"
"1130","pais","País","pais","2013","7136","Mujer",238807,200000,"[172161, 353466]","[190000, 400000]"
"1131","pais","País","pais","2013","7137","Hombre",358647,300000,"[331314, 388625]","[300000, 327584]"
"1132","pais","País","pais","2013","7137","Mujer",238575,241701,"[194259, 282002]","[151689, 300000]"
"1133","pais","País","pais","2013","7141","Hombre",273135,250000,"[259872, 296161]","[220000, 280000]"
"1134","pais","País","pais","2013","7141","Mujer",257412,250000,"[205054, 312662]","[210000, 350000]"
"1135","pais","País","pais","2013","7142","Hombre",320831,300000,"[287128, 367441]","[220000, 362371]"
"1136","pais","País","pais","2013","7142","Mujer",246728,210000,"[210000, 330556]","[210000, 350000]"
"1137","pais","País","pais","2013","7143","Hombre",150000,150000,"[150000, 150000]","[150000, 150000]"
"1138","pais","País","pais","2013","7211","Hombre",429010,483913,"[270640, 497610]","[231449, 500000]"
"1139","pais","País","pais","2013","7212","Hombre",338624,300000,"[314302, 362430]","[270000, 309994]"
"1140","pais","País","pais","2013","7212","Mujer",263955,215239,"[176988, 355503]","[150000, 410000]"
"1141","pais","País","pais","2013","7213","Hombre",293653,249730,"[253492, 341440]","[238431, 300000]"
"1142","pais","País","pais","2013","7214","Hombre",424259,280000,"[302480, 571212]","[225000, 346125]"
"1143","pais","País","pais","2013","7214","Mujer",105973,93840,"[50000, 181776]","[50000, 201069]"
"1144","pais","País","pais","2013","7216","Hombre",366104,261972,"[270668, 475431]","[193022, 465750]"
"1145","pais","País","pais","2013","7216","Mujer",200000,200000,"[200000, 200000]","[200000, 200000]"
"1146","pais","País","pais","2013","7221","Hombre",337458,228535,"[78838, 599515]","[27560, 650000]"
"1147","pais","País","pais","2013","7222","Hombre",302492,250000,"[252135, 360667]","[219479, 300000]"
"1148","pais","País","pais","2013","7222","Mujer",300000,300000,"[300000, 300000]","[300000, 300000]"
"1149","pais","País","pais","2013","7223","Hombre",472442,534615,"[308186, 614070]","[191536, 634214]"
"1151","pais","País","pais","2013","7224","Hombre",199897,212742,"[148002, 266154]","[130000, 300000]"
"1152","pais","País","pais","2013","7231","Hombre",341044,250000,"[304661, 384770]","[244769, 300000]"
"1153","pais","País","pais","2013","7231","Mujer",250487,240314,"[145125, 354617]","[152478, 400000]"
"1154","pais","País","pais","2013","7232","Hombre",588612,700000,"[405609, 722464]","[280000, 765528]"
"1156","pais","País","pais","2013","7233","Hombre",475080,400000,"[445462, 509397]","[396302, 447168]"
"1157","pais","País","pais","2013","7233","Mujer",245620,218327,"[210000, 342341]","[210000, 401549]"
"1158","pais","País","pais","2013","7241","Hombre",458003,392934,"[414873, 509023]","[322708, 429137]"
"1159","pais","País","pais","2013","7241","Mujer",466617,401455,"[270806, 800902]","[190000, 1100000]"
"1160","pais","País","pais","2013","7242","Hombre",399159,350000,"[340987, 446757]","[290000, 400000]"
"1161","pais","País","pais","2013","7243","Hombre",397371,300000,"[335876, 462394]","[250000, 350000]"
"1162","pais","País","pais","2013","7243","Mujer",241854,204464,"[187311, 324020]","[180000, 381016]"
"1163","pais","País","pais","2013","7244","Hombre",414176,400000,"[358901, 484335]","[300000, 500000]"
"1164","pais","País","pais","2013","7244","Mujer",286683,310547,"[215111, 335829]","[180000, 350000]"
"1165","pais","País","pais","2013","7245","Hombre",419979,350000,"[382706, 491091]","[350000, 410500]"
"1166","pais","País","pais","2013","7311","Hombre",286568,234792,"[206047, 453659]","[190000, 430584]"
"1167","pais","País","pais","2013","7311","Mujer",191594,212530,"[100000, 245566]","[100000, 250000]"
"1168","pais","País","pais","2013","7312","Hombre",217305,200000,"[180775, 308005]","[180000, 220125]"
"1169","pais","País","pais","2013","7313","Hombre",385798,327885,"[283759, 543106]","[210000, 365940]"
"1170","pais","País","pais","2013","7313","Mujer",227811,182028,"[104873, 442429]","[20000, 210000]"
"1171","pais","País","pais","2013","7321","Hombre",210920,210000,"[173826, 238245]","[154329, 250000]"
"1172","pais","País","pais","2013","7321","Mujer",267560,170536,"[131873, 538881]","[100000, 710000]"
"1174","pais","País","pais","2013","7324","Hombre",250352,209607,"[193856, 316723]","[200000, 250000]"
"1175","pais","País","pais","2013","7324","Mujer",109734,49586,"[45386, 262763]","[46000, 216111]"
"1176","pais","País","pais","2013","7331","Hombre",213830,202713,"[171005, 250134]","[170492, 230613]"
"1177","pais","País","pais","2013","7331","Mujer",124225,120000,"[99707, 148110]","[100000, 159000]"
"1178","pais","País","pais","2013","7332","Hombre",184960,153920,"[133652, 220106]","[140000, 210000]"
"1179","pais","País","pais","2013","7332","Mujer",108988,90000,"[84373, 130632]","[55525, 120000]"
"1180","pais","País","pais","2013","7341","Hombre",292442,295544,"[114207, 500000]","[80091, 500000]"
"1181","pais","País","pais","2013","7341","Mujer",210000,210000,"[210000, 210000]","[210000, 210000]"
"1183","pais","País","pais","2013","7343","Hombre",352751,357516,"[242611, 400000]","[213578, 400000]"
"1184","pais","País","pais","2013","7343","Mujer",205190,202406,"[200000, 216835]","[200000, 220000]"
"1185","pais","País","pais","2013","7344","Hombre",193900,193900,"[193900, 193900]","[193900, 193900]"
"1186","pais","País","pais","2013","7345","Hombre",219945,207975,"[196770, 243252]","[180000, 250000]"
"1187","pais","País","pais","2013","7345","Mujer",121726,109448,"[88573, 160143]","[85269, 180000]"
"1188","pais","País","pais","2013","7346","Hombre",672520,672520,"[672520, 700000]","[672520, 700000]"
"1189","pais","País","pais","2013","7346","Mujer",229053,233519,"[162740, 261166]","[200762, 268621]"
"1190","pais","País","pais","2013","7411","Hombre",244574,210000,"[219321, 286796]","[200000, 250000]"
"1191","pais","País","pais","2013","7411","Mujer",213974,210000,"[199832, 229567]","[210000, 210000]"
"1192","pais","País","pais","2013","7412","Hombre",257254,237235,"[241564, 276735]","[219960, 240000]"
"1193","pais","País","pais","2013","7412","Mujer",164768,180000,"[145559, 197828]","[135071, 200000]"
"1194","pais","País","pais","2013","7413","Hombre",183534,196133,"[150752, 229245]","[135373, 200619]"
"1195","pais","País","pais","2013","7413","Mujer",166993,163335,"[119617, 245643]","[100000, 210000]"
"1196","pais","País","pais","2013","7414","Hombre",308841,266053,"[238934, 399418]","[210000, 500000]"
"1197","pais","País","pais","2013","7414","Mujer",196172,201217,"[154226, 245494]","[149500, 217899]"
"1198","pais","País","pais","2013","7415","Hombre",272571,220000,"[220000, 432771]","[220000, 481955]"
"1199","pais","País","pais","2013","7415","Mujer",273992,300000,"[215478, 300000]","[210000, 300000]"
"1201","pais","País","pais","2013","7421","Hombre",272998,222048,"[219415, 361728]","[202917, 300000]"
"1202","pais","País","pais","2013","7422","Hombre",314293,280000,"[283001, 358445]","[237216, 300000]"
"1203","pais","País","pais","2013","7422","Mujer",198719,190610,"[117817, 297479]","[76240, 214000]"
"1204","pais","País","pais","2013","7423","Hombre",263348,220000,"[227305, 307925]","[210000, 281199]"
"1205","pais","País","pais","2013","7423","Mujer",280000,280000,"[280000, 280000]","[280000, 280000]"
"1206","pais","País","pais","2013","7424","Hombre",25000,25000,"[25000, 25000]","[25000, 25000]"
"1208","pais","País","pais","2013","7431","Hombre",326588,326588,"[280000, 400000]","[280000, 400000]"
"1209","pais","País","pais","2013","7431","Mujer",100000,100000,"[100000, 100000]","[100000, 100000]"
"1210","pais","País","pais","2013","7432","Hombre",219788,210000,"[174524, 261463]","[210000, 300000]"
"1211","pais","País","pais","2013","7432","Mujer",76929,60000,"[57844, 93443]","[40000, 80000]"
"1212","pais","País","pais","2013","7433","Hombre",214535,103511,"[113907, 380646]","[100000, 500000]"
"1213","pais","País","pais","2013","7433","Mujer",147658,120000,"[129059, 173091]","[100000, 150000]"
"1214","pais","País","pais","2013","7435","Hombre",240526,238298,"[159568, 341040]","[103245, 400000]"
"1215","pais","País","pais","2013","7435","Mujer",176860,200000,"[96961, 257529]","[40000, 300057]"
"1216","pais","País","pais","2013","7436","Hombre",259065,250000,"[211227, 348463]","[210000, 395479]"
"1217","pais","País","pais","2013","7436","Mujer",139175,100000,"[115593, 182175]","[64750, 134637]"
"1218","pais","País","pais","2013","7437","Hombre",209598,200000,"[176347, 245641]","[179962, 281950]"
"1219","pais","País","pais","2013","7437","Mujer",180384,200000,"[128727, 212118]","[114119, 200000]"
"1220","pais","País","pais","2013","7442","Hombre",253805,224754,"[192974, 345600]","[191396, 300000]"
"1221","pais","País","pais","2013","7442","Mujer",173090,181961,"[123489, 225379]","[100000, 208628]"
"1222","pais","País","pais","2013","8111","Hombre",649974,502742,"[574970, 733399]","[500000, 600000]"
"1223","pais","País","pais","2013","8111","Mujer",344068,344068,"[280000, 400000]","[280000, 400000]"
"1224","pais","País","pais","2013","8112","Hombre",854843,500000,"[647976, 1190041]","[400000, 856207]"
"1226","pais","País","pais","2013","8113","Hombre",556162,466108,"[446960, 684667]","[400000, 600000]"
"1227","pais","País","pais","2013","8113","Mujer",924000,924000,"[696100, 1000000]","[696100, 1000000]"
"1228","pais","País","pais","2013","8121","Hombre",431530,354104,"[343333, 516999]","[299328, 430020]"
"1229","pais","País","pais","2013","8122","Hombre",365417,358356,"[313599, 434459]","[300000, 408504]"
"1230","pais","País","pais","2013","8123","Hombre",540233,469355,"[388598, 701315]","[340000, 800000]"
"1231","pais","País","pais","2013","8124","Hombre",326555,306180,"[239360, 429939]","[209865, 530000]"
"1232","pais","País","pais","2013","8124","Mujer",350000,350000,"[350000, 350000]","[350000, 350000]"
"1234","pais","País","pais","2013","8139","Hombre",669454,570455,"[434196, 1002313]","[300000, 1081616]"
"1236","pais","País","pais","2013","8141","Hombre",246974,210000,"[207986, 298471]","[210000, 280000]"
"1237","pais","País","pais","2013","8142","Hombre",383742,380000,"[310632, 438053]","[210000, 450000]"
"1238","pais","País","pais","2013","8143","Hombre",274302,250000,"[234967, 331858]","[200328, 380000]"
"1239","pais","País","pais","2013","8151","Hombre",198000,198000,"[198000, 198000]","[198000, 198000]"
"1240","pais","País","pais","2013","8152","Hombre",374000,374000,"[256000, 400000]","[256000, 400000]"
"1241","pais","País","pais","2013","8153","Hombre",377096,377096,"[300000, 670490]","[300000, 670490]"
"1243","pais","País","pais","2013","8155","Hombre",606658,269421,"[212911, 1316812]","[192000, 2000000]"
"1244","pais","País","pais","2013","8159","Hombre",308444,307219,"[264650, 332881]","[272893, 350000]"
"1245","pais","País","pais","2013","8161","Hombre",449157,400000,"[334697, 566253]","[282341, 600000]"
"1246","pais","País","pais","2013","8162","Hombre",358392,300000,"[288456, 472236]","[250000, 440000]"
"1248","pais","País","pais","2013","8163","Hombre",346443,289614,"[292143, 412980]","[250000, 298428]"
"1249","pais","País","pais","2013","8163","Mujer",128558,116091,"[76477, 193397]","[39917, 212917]"
"1250","pais","País","pais","2013","8171","Hombre",369341,303005,"[233199, 533062]","[210000, 600000]"
"1253","pais","País","pais","2013","8211","Hombre",399377,350000,"[362941, 447171]","[300000, 400000]"
"1254","pais","País","pais","2013","8212","Hombre",752959,353971,"[420005, 1317674]","[200000, 2000000]"
"1255","pais","País","pais","2013","8221","Hombre",388449,399043,"[320335, 443548]","[300000, 450000]"
"1256","pais","País","pais","2013","8221","Mujer",239962,217016,"[208864, 274566]","[209409, 300000]"
"1257","pais","País","pais","2013","8222","Hombre",725904,717213,"[580193, 934437]","[450000, 839123]"
"1258","pais","País","pais","2013","8223","Hombre",224180,215405,"[210000, 243036]","[210000, 250379]"
"1259","pais","País","pais","2013","8223","Mujer",210000,210000,"[210000, 210000]","[210000, 210000]"
"1261","pais","País","pais","2013","8229","Hombre",379921,340876,"[309196, 482506]","[280000, 423631]"
"1262","pais","País","pais","2013","8229","Mujer",314505,314505,"[300000, 525495]","[300000, 525495]"
"1263","pais","País","pais","2013","8231","Hombre",284251,210000,"[224829, 346614]","[200000, 378591]"
"1265","pais","País","pais","2013","8232","Hombre",280063,235556,"[245253, 349674]","[210000, 350000]"
"1266","pais","País","pais","2013","8232","Mujer",234926,210515,"[192804, 270332]","[205000, 256174]"
"1267","pais","País","pais","2013","8240","Hombre",255729,230093,"[233977, 288673]","[210000, 250000]"
"1268","pais","País","pais","2013","8240","Mujer",143935,136639,"[95281, 197112]","[75637, 220000]"
"1269","pais","País","pais","2013","8251","Hombre",394737,351333,"[310062, 509202]","[264070, 550000]"
"1270","pais","País","pais","2013","8251","Mujer",143098,98173,"[83437, 206352]","[79101, 239272]"
"1271","pais","País","pais","2013","8252","Hombre",521663,458349,"[292353, 726913]","[236987, 850000]"
"1272","pais","País","pais","2013","8253","Hombre",246547,236565,"[219574, 272701]","[209362, 280000]"
"1273","pais","País","pais","2013","8253","Mujer",407863,358475,"[140728, 600000]","[130000, 600000]"
"1274","pais","País","pais","2013","8261","Hombre",308899,265019,"[247865, 380083]","[231354, 420000]"
"1275","pais","País","pais","2013","8261","Mujer",165000,165000,"[165000, 165000]","[165000, 165000]"
"1276","pais","País","pais","2013","8262","Hombre",268690,300000,"[202857, 332446]","[180000, 350000]"
"1277","pais","País","pais","2013","8262","Mujer",200000,200000,"[200000, 200000]","[200000, 200000]"
"1278","pais","País","pais","2013","8263","Hombre",246064,227989,"[189913, 299517]","[194431, 336616]"
"1279","pais","País","pais","2013","8263","Mujer",192550,210000,"[126570, 258748]","[67137, 250000]"
"1280","pais","País","pais","2013","8264","Hombre",350058,271333,"[242866, 461746]","[202877, 510706]"
"1281","pais","País","pais","2013","8264","Mujer",219416,221860,"[184778, 246585]","[200000, 260000]"
"1282","pais","País","pais","2013","8265","Hombre",350000,350000,"[200000, 400000]","[200000, 400000]"
"1283","pais","País","pais","2013","8266","Hombre",216429,216429,"[210000, 220000]","[210000, 220000]"
"1284","pais","País","pais","2013","8266","Mujer",268499,254390,"[213824, 356125]","[200000, 400000]"
"1285","pais","País","pais","2013","8269","Hombre",290820,281636,"[253792, 323727]","[250000, 350000]"
"1286","pais","País","pais","2013","8269","Mujer",351855,351855,"[200000, 430000]","[200000, 430000]"
"1288","pais","País","pais","2013","8271","Hombre",296182,280000,"[268501, 324302]","[250000, 301370]"
"1289","pais","País","pais","2013","8271","Mujer",220733,210000,"[201033, 243541]","[205000, 220000]"
"1290","pais","País","pais","2013","8272","Hombre",261896,231758,"[238346, 287619]","[210000, 286323]"
"1291","pais","País","pais","2013","8272","Mujer",224938,215179,"[210813, 240987]","[210000, 239277]"
"1292","pais","País","pais","2013","8273","Hombre",288653,300000,"[242606, 334296]","[198272, 309864]"
"1293","pais","País","pais","2013","8273","Mujer",245000,245000,"[240000, 250000]","[240000, 250000]"
"1294","pais","País","pais","2013","8274","Hombre",298190,300000,"[229072, 368069]","[220000, 346595]"
"1295","pais","País","pais","2013","8274","Mujer",229496,228784,"[194661, 270689]","[199000, 250000]"
"1296","pais","País","pais","2013","8275","Hombre",364477,358110,"[295176, 455641]","[258712, 400000]"
"1297","pais","País","pais","2013","8275","Mujer",181476,210000,"[133220, 205553]","[150000, 210000]"
"1298","pais","País","pais","2013","8276","Hombre",303521,308861,"[227320, 387419]","[210000, 400000]"
"1299","pais","País","pais","2013","8277","Hombre",294827,214468,"[174234, 451034]","[160000, 500000]"
"1300","pais","País","pais","2013","8278","Hombre",304837,300000,"[276004, 339260]","[250000, 350000]"
"1301","pais","País","pais","2013","8278","Mujer",236193,237338,"[163057, 323623]","[156000, 357000]"
"1302","pais","País","pais","2013","8281","Hombre",235659,224188,"[136751, 473426]","[132735, 501196]"
"1303","pais","País","pais","2013","8282","Hombre",384675,394901,"[275923, 451135]","[248896, 456681]"
"1306","pais","País","pais","2013","8284","Hombre",382590,250000,"[225474, 757398]","[210000, 861538]"
"1307","pais","País","pais","2013","8285","Hombre",250000,250000,"[250000, 250000]","[250000, 250000]"
"1308","pais","País","pais","2013","8286","Hombre",322532,322532,"[322532, 322532]","[322532, 322532]"
"1309","pais","País","pais","2013","8290","Hombre",279476,250000,"[252926, 317229]","[210000, 300000]"
"1310","pais","País","pais","2013","8290","Mujer",207397,210000,"[193671, 221302]","[205000, 210000]"
"1311","pais","País","pais","2013","8311","Hombre",822274,873940,"[466301, 978566]","[351558, 989000]"
"1312","pais","País","pais","2013","8311","Mujer",400000,400000,"[400000, 400000]","[400000, 400000]"
"1313","pais","País","pais","2013","8312","Hombre",406692,339809,"[257289, 634767]","[210000, 600000]"
"1314","pais","País","pais","2013","8321","Hombre",379408,379408,"[370000, 400000]","[370000, 400000]"
"1315","pais","País","pais","2013","8322","Hombre",337888,300000,"[325241, 356167]","[300000, 300000]"
"1316","pais","País","pais","2013","8322","Mujer",335245,262605,"[270573, 416529]","[250000, 308250]"
"1317","pais","País","pais","2013","8323","Hombre",358115,320000,"[338271, 376815]","[300000, 350000]"
"1318","pais","País","pais","2013","8323","Mujer",490421,300000,"[313981, 799481]","[260000, 453303]"
"1319","pais","País","pais","2013","8324","Hombre",418889,300000,"[390782, 459927]","[300000, 350000]"
"1320","pais","País","pais","2013","8324","Mujer",353984,300000,"[199656, 500947]","[100000, 500000]"
"1322","pais","País","pais","2013","8331","Hombre",271262,220000,"[258174, 286259]","[210000, 230000]"
"1323","pais","País","pais","2013","8331","Mujer",227101,226615,"[212028, 243781]","[200000, 250091]"
"1324","pais","País","pais","2013","8332","Hombre",518541,400000,"[481698, 561007]","[389500, 500000]"
"1325","pais","País","pais","2013","8332","Mujer",378514,313971,"[210000, 668514]","[210000, 800000]"
"1326","pais","País","pais","2013","8333","Hombre",405659,350000,"[348167, 469196]","[280000, 400000]"
"1328","pais","País","pais","2013","8334","Hombre",412637,300000,"[349491, 505979]","[294750, 320000]"
"1329","pais","País","pais","2013","8334","Mujer",280000,280000,"[280000, 280000]","[280000, 280000]"
"1330","pais","País","pais","2013","8340","Hombre",442982,400000,"[395431, 525603]","[350000, 463125]"
"1331","pais","País","pais","2013","8340","Mujer",905927,940813,"[397930, 1000000]","[397888, 1000000]"
"1332","pais","País","pais","2013","9111","Hombre",199842,200000,"[162763, 230266]","[150000, 250000]"
"1333","pais","País","pais","2013","9111","Mujer",141478,120000,"[120460, 165765]","[100000, 150000]"
"1334","pais","País","pais","2013","9112","Hombre",194133,180000,"[174333, 222049]","[154235, 200000]"
"1335","pais","País","pais","2013","9112","Mujer",114608,93493,"[102022, 128034]","[80000, 100000]"
"1336","pais","País","pais","2013","9113","Hombre",325531,300000,"[217144, 443694]","[90715, 500000]"
"1337","pais","País","pais","2013","9113","Mujer",122373,80000,"[101056, 151566]","[60000, 117111]"
"1338","pais","País","pais","2013","9120","Hombre",145288,147529,"[72188, 217885]","[20000, 250000]"
"1339","pais","País","pais","2013","9120","Mujer",30000,30000,"[30000, 30000]","[30000, 30000]"
"1340","pais","País","pais","2013","9131","Hombre",192633,200000,"[167854, 226508]","[179922, 210000]"
"1341","pais","País","pais","2013","9131","Mujer",177717,180000,"[172986, 183313]","[180000, 186852]"
"1342","pais","País","pais","2013","9132","Hombre",232523,210000,"[224345, 242314]","[210000, 220000]"
"1343","pais","País","pais","2013","9132","Mujer",199657,210000,"[192557, 205861]","[205000, 210000]"
"1344","pais","País","pais","2013","9133","Hombre",445112,327811,"[258457, 743533]","[150225, 989887]"
"1345","pais","País","pais","2013","9133","Mujer",137230,112715,"[115417, 158301]","[80000, 180000]"
"1346","pais","País","pais","2013","9141","Hombre",260777,250000,"[245929, 275611]","[244947, 280000]"
"1347","pais","País","pais","2013","9141","Mujer",267357,238780,"[219123, 315150]","[210000, 350000]"
"1348","pais","País","pais","2013","9142","Hombre",198958,210000,"[167727, 232066]","[200000, 210000]"
"1349","pais","País","pais","2013","9142","Mujer",187366,215075,"[129389, 239184]","[90000, 249031]"
"1350","pais","País","pais","2013","9151","Hombre",265469,220000,"[246623, 294084]","[210000, 250000]"
"1351","pais","País","pais","2013","9151","Mujer",226373,210000,"[193230, 271848]","[200000, 210000]"
"1352","pais","País","pais","2013","9152","Hombre",274407,250000,"[263613, 289313]","[240000, 250000]"
"1353","pais","País","pais","2013","9152","Mujer",246831,236442,"[229083, 263969]","[214750, 250000]"
"1354","pais","País","pais","2013","9153","Hombre",266519,279189,"[229331, 315639]","[210000, 311251]"
"1355","pais","País","pais","2013","9153","Mujer",124083,124083,"[50000, 177000]","[50000, 177000]"
"1356","pais","País","pais","2013","9161","Hombre",229180,210000,"[197453, 288844]","[200000, 210000]"
"1357","pais","País","pais","2013","9161","Mujer",140322,116800,"[79605, 200000]","[72000, 200000]"
"1358","pais","País","pais","2013","9162","Hombre",195241,210000,"[176922, 215591]","[200000, 210000]"
