"","geography_level","geography_name","geography_id","year","occupation","sex","weighted_mean_income","weighted_median_income","ci_weighted_mean_income","ci_weighted_median_income"
"462","pais","País","pais","2011","7245","Hombre",418540,328200,"[337049, 567863]","[277110, 513500]"
"463","pais","País","pais","2011","7311","Hombre",392187,377519,"[297687, 498711]","[220382, 437600]"
"464","pais","País","pais","2011","7311","Mujer",435454,218800,"[189718, 963988]","[188681, 999457]"
"465","pais","País","pais","2011","7312","Hombre",613899,210147,"[202408, 1406046]","[185980, 1848600]"
"466","pais","País","pais","2011","7313","Hombre",589271,501892,"[360777, 892194]","[236524, 707588]"
"467","pais","País","pais","2011","7313","Mujer",568389,253629,"[109183, 1989903]","[65640, 2283673]"
"468","pais","País","pais","2011","7321","Hombre",323567,345172,"[222213, 405632]","[194172, 437600]"
"469","pais","País","pais","2011","7321","Mujer",324462,356259,"[175345, 410800]","[102700, 410800]"
"471","pais","País","pais","2011","7324","Hombre",311683,217107,"[203358, 454311]","[183305, 251620]"
"472","pais","País","pais","2011","7324","Mujer",187767,164108,"[122954, 288823]","[122888, 328739]"
"473","pais","País","pais","2011","7331","Hombre",272576,207720,"[224268, 326857]","[158356, 347946]"
"474","pais","País","pais","2011","7331","Mujer",232096,102700,"[129335, 402954]","[65728, 231664]"
"475","pais","País","pais","2011","7332","Hombre",321645,263188,"[252706, 420247]","[204007, 409063]"
"476","pais","País","pais","2011","7332","Mujer",128162,102700,"[97878, 169581]","[71376, 164320]"
"477","pais","País","pais","2011","7341","Hombre",460806,460806,"[328200, 765800]","[328200, 765800]"
"478","pais","País","pais","2011","7341","Mujer",196920,196920,"[196920, 196920]","[196920, 196920]"
"480","pais","País","pais","2011","7343","Hombre",475193,306105,"[225489, 885472]","[205080, 984600]"
"481","pais","País","pais","2011","7343","Mujer",211977,213797,"[177337, 240318]","[166879, 240318]"
"482","pais","País","pais","2011","7344","Hombre",491952,491290,"[498249, 513500]","[504536, 513500]"
"483","pais","País","pais","2011","7345","Hombre",338368,304301,"[239666, 460353]","[196920, 481014]"
"484","pais","País","pais","2011","7345","Mujer",197102,196920,"[196920, 199823]","[196920, 199759]"
"485","pais","País","pais","2011","7346","Hombre",300857,280898,"[262560, 397422]","[262560, 410800]"
"486","pais","País","pais","2011","7346","Mujer",210025,228278,"[148097, 252127]","[109400, 251620]"
"487","pais","País","pais","2011","7411","Hombre",232282,200177,"[202786, 263410]","[199108, 240680]"
"488","pais","País","pais","2011","7411","Mujer",173151,196920,"[151775, 191911]","[170905, 199108]"
"489","pais","País","pais","2011","7412","Hombre",280012,218800,"[253479, 304722]","[203788, 240680]"
"490","pais","País","pais","2011","7412","Mujer",238916,202664,"[204709, 301905]","[197135, 218800]"
"491","pais","País","pais","2011","7413","Hombre",238265,218800,"[199684, 360158]","[191411, 280793]"
"492","pais","País","pais","2011","7413","Mujer",252451,205163,"[141452, 431535]","[41080, 491177]"
"493","pais","País","pais","2011","7414","Hombre",228606,199108,"[195731, 281202]","[199040, 218800]"
"494","pais","País","pais","2011","7414","Mujer",190692,196920,"[175780, 206492]","[196920, 199108]"
"495","pais","País","pais","2011","7415","Hombre",698011,646185,"[326275, 1212883]","[261907, 1159066]"
"496","pais","País","pais","2011","7415","Mujer",217253,196920,"[182152, 283824]","[194434, 284440]"
"498","pais","País","pais","2011","7421","Hombre",214298,205141,"[185525, 240522]","[199108, 218119]"
"499","pais","País","pais","2011","7422","Hombre",393391,308100,"[338217, 448136]","[234859, 363250]"
"500","pais","País","pais","2011","7422","Mujer",398007,208119,"[118535, 975693]","[61620, 528219]"
"501","pais","País","pais","2011","7423","Hombre",237312,218800,"[202806, 269263]","[196920, 245536]"
"502","pais","País","pais","2011","7423","Mujer",202722,202722,"[199108, 204578]","[199108, 204578]"
"503","pais","País","pais","2011","7424","Hombre",253304,149349,"[98633, 569442]","[87520, 604125]"
"504","pais","País","pais","2011","7424","Mujer",20540,20540,"[20540, 20540]","[20540, 20540]"
"505","pais","País","pais","2011","7431","Hombre",186774,200078,"[122478, 203920]","[136460, 205400]"
"506","pais","País","pais","2011","7431","Mujer",84442,84442,"[82160, 100418]","[82160, 100418]"
"507","pais","País","pais","2011","7432","Hombre",262796,268708,"[196693, 358349]","[150834, 391336]"
"508","pais","País","pais","2011","7432","Mujer",257847,164320,"[173577, 402899]","[71376, 256750]"
"509","pais","País","pais","2011","7433","Hombre",391941,273500,"[273305, 535254]","[259677, 409962]"
"510","pais","País","pais","2011","7433","Mujer",237571,151687,"[179388, 333735]","[102700, 205400]"
"511","pais","País","pais","2011","7435","Hombre",241121,199585,"[145861, 379754]","[105016, 328528]"
"512","pais","País","pais","2011","7435","Mujer",164100,164100,"[164100, 164100]","[164100, 164100]"
"513","pais","País","pais","2011","7436","Hombre",454985,327148,"[249900, 790377]","[205400, 924300]"
"514","pais","País","pais","2011","7436","Mujer",184959,156177,"[149370, 246821]","[102700, 202873]"
"515","pais","País","pais","2011","7437","Hombre",264908,214161,"[204501, 345077]","[184000, 349180]"
"516","pais","País","pais","2011","7437","Mujer",198804,122342,"[43760, 715337]","[43760, 799248]"
"517","pais","País","pais","2011","7442","Hombre",311002,244902,"[245585, 372222]","[196920, 410800]"
"518","pais","País","pais","2011","7442","Mujer",199108,199108,"[199108, 199108]","[199108, 199108]"
"519","pais","País","pais","2011","8111","Hombre",669587,656400,"[482384, 846572]","[328200, 984600]"
"520","pais","País","pais","2011","8111","Mujer",239308,214849,"[150090, 562349]","[153236, 547000]"
"521","pais","País","pais","2011","8112","Hombre",586030,525120,"[480251, 742974]","[437600, 601700]"
"522","pais","País","pais","2011","8112","Mujer",317430,316159,"[228890, 342938]","[227785, 328200]"
"523","pais","País","pais","2011","8113","Hombre",464279,382900,"[394865, 560135]","[328200, 437600]"
"524","pais","País","pais","2011","8113","Mujer",437600,437600,"[437600, 437600]","[437600, 437600]"
"525","pais","País","pais","2011","8121","Hombre",503970,507695,"[388203, 615631]","[333148, 656400]"
"526","pais","País","pais","2011","8122","Hombre",294229,294229,"[199108, 437600]","[199108, 437600]"
"527","pais","País","pais","2011","8123","Hombre",274304,265376,"[196920, 430171]","[196920, 393201]"
"528","pais","País","pais","2011","8124","Hombre",267984,200993,"[198081, 590881]","[196920, 657886]"
"529","pais","País","pais","2011","8124","Mujer",196920,196920,"[196920, 196920]","[196920, 196920]"
"531","pais","País","pais","2011","8139","Hombre",281826,275528,"[231961, 346178]","[217235, 380198]"
"532","pais","País","pais","2011","8139","Mujer",203484,203484,"[203484, 203484]","[203484, 203484]"
"533","pais","País","pais","2011","8141","Hombre",256529,212499,"[214913, 327925]","[197672, 328200]"
"534","pais","País","pais","2011","8142","Hombre",228940,217179,"[196920, 273500]","[196920, 273500]"
"535","pais","País","pais","2011","8143","Hombre",316991,334822,"[225004, 378254]","[183792, 382900]"
"536","pais","País","pais","2011","8151","Hombre",569113,569113,"[547000, 688987]","[547000, 688987]"
"537","pais","País","pais","2011","8152","Hombre",283403,273500,"[228987, 387490]","[180510, 382270]"
"538","pais","País","pais","2011","8153","Hombre",456621,437600,"[375471, 552146]","[347871, 527883]"
"540","pais","País","pais","2011","8155","Hombre",329434,347633,"[223328, 401325]","[218800, 397653]"
"541","pais","País","pais","2011","8159","Hombre",262879,198277,"[178326, 521514]","[153160, 312658]"
"542","pais","País","pais","2011","8161","Hombre",531322,519242,"[287785, 844749]","[296768, 875200]"
"543","pais","País","pais","2011","8162","Hombre",344248,273500,"[289340, 425203]","[251620, 380302]"
"544","pais","País","pais","2011","8162","Mujer",328200,328200,"[328200, 328200]","[328200, 328200]"
"545","pais","País","pais","2011","8163","Hombre",295943,228037,"[235484, 405423]","[189206, 415720]"
"546","pais","País","pais","2011","8163","Mujer",124323,153160,"[58375, 189759]","[27790, 176854]"
"547","pais","País","pais","2011","8171","Hombre",328200,328200,"[328200, 328200]","[328200, 328200]"
"550","pais","País","pais","2011","8211","Hombre",342973,273500,"[251149, 535243]","[199108, 411376]"
"551","pais","País","pais","2011","8212","Hombre",296154,273500,"[250630, 345773]","[199108, 371960]"
"552","pais","País","pais","2011","8221","Hombre",245346,245346,"[229740, 251620]","[229740, 251620]"
"553","pais","País","pais","2011","8221","Mujer",209854,201088,"[197792, 279440]","[196920, 218800]"
"554","pais","País","pais","2011","8222","Hombre",557779,555354,"[400576, 728274]","[319105, 921239]"
"555","pais","País","pais","2011","8223","Hombre",333372,333372,"[306320, 350080]","[306320, 350080]"
"556","pais","País","pais","2011","8223","Mujer",328640,328640,"[328640, 328640]","[328640, 328640]"
"557","pais","País","pais","2011","8224","Hombre",199108,199108,"[199108, 199108]","[199108, 199108]"
"558","pais","País","pais","2011","8229","Hombre",347686,327444,"[275178, 478935]","[260845, 547000]"
"559","pais","País","pais","2011","8229","Mujer",328200,328200,"[328200, 328200]","[328200, 328200]"
"560","pais","País","pais","2011","8231","Hombre",295842,197240,"[212137, 464920]","[164320, 392351]"
"561","pais","País","pais","2011","8231","Mujer",1027000,1027000,"[1027000, 1027000]","[1027000, 1027000]"
"562","pais","País","pais","2011","8232","Hombre",350921,245028,"[240290, 488234]","[202728, 273500]"
"563","pais","País","pais","2011","8232","Mujer",199108,199108,"[199108, 199108]","[199108, 199108]"
"564","pais","País","pais","2011","8240","Hombre",258987,218800,"[228772, 288782]","[203820, 251620]"
"565","pais","País","pais","2011","8240","Mujer",260303,260303,"[202390, 328200]","[202390, 328200]"
"566","pais","País","pais","2011","8251","Hombre",308471,268375,"[261265, 368239]","[218800, 382900]"
"567","pais","País","pais","2011","8251","Mujer",220405,212060,"[145126, 383804]","[169701, 300615]"
"568","pais","País","pais","2011","8252","Hombre",221920,202283,"[196920, 333796]","[196920, 326901]"
"569","pais","País","pais","2011","8253","Hombre",237456,196920,"[198955, 298912]","[196920, 279461]"
"570","pais","País","pais","2011","8253","Mujer",109400,109400,"[109400, 109400]","[109400, 109400]"
"571","pais","País","pais","2011","8261","Hombre",221203,221203,"[207860, 267162]","[207860, 267162]"
"572","pais","País","pais","2011","8261","Mujer",202609,202609,"[202609, 202609]","[202609, 202609]"
"573","pais","País","pais","2011","8262","Hombre",248800,238657,"[216414, 298970]","[201260, 328200]"
"574","pais","País","pais","2011","8262","Mujer",202382,196920,"[156237, 247814]","[152611, 245062]"
"575","pais","País","pais","2011","8263","Hombre",303910,274426,"[267038, 343947]","[262560, 370263]"
"576","pais","País","pais","2011","8263","Mujer",299744,238763,"[204363, 410958]","[205545, 336556]"
"577","pais","País","pais","2011","8264","Hombre",263323,260067,"[205753, 350100]","[202390, 320276]"
"578","pais","País","pais","2011","8264","Mujer",135243,141632,"[104872, 153359]","[122476, 154780]"
"579","pais","País","pais","2011","8265","Hombre",240680,240680,"[240680, 240680]","[240680, 240680]"
"580","pais","País","pais","2011","8266","Hombre",447283,328550,"[199108, 1055212]","[199108, 1129700]"
"581","pais","País","pais","2011","8266","Mujer",264486,223092,"[202755, 356289]","[202063, 333202]"
"582","pais","País","pais","2011","8269","Hombre",221617,221617,"[218800, 270683]","[218800, 270683]"
"583","pais","País","pais","2011","8269","Mujer",172542,178297,"[153160, 197251]","[153160, 200572]"
"585","pais","País","pais","2011","8271","Hombre",271479,251620,"[253449, 296302]","[221918, 295380]"
"586","pais","País","pais","2011","8271","Mujer",204620,199108,"[187297, 226593]","[199108, 218800]"
"587","pais","País","pais","2011","8272","Hombre",233813,198834,"[199127, 282614]","[196920, 328200]"
"588","pais","País","pais","2011","8272","Mujer",246340,243981,"[184071, 273500]","[170539, 273500]"
"589","pais","País","pais","2011","8273","Hombre",324756,328188,"[248297, 378577]","[244039, 389599]"
"590","pais","País","pais","2011","8273","Mujer",185980,185980,"[185980, 185980]","[185980, 185980]"
"591","pais","País","pais","2011","8274","Hombre",277087,271427,"[210238, 346414]","[197406, 361624]"
"592","pais","País","pais","2011","8274","Mujer",226297,226297,"[218800, 252435]","[218800, 252435]"
"593","pais","País","pais","2011","8275","Hombre",271306,273500,"[206543, 399194]","[197548, 319025]"
"594","pais","País","pais","2011","8275","Mujer",168749,193415,"[131280, 207860]","[131280, 207860]"
"595","pais","País","pais","2011","8276","Hombre",199108,199108,"[199108, 199108]","[199108, 199108]"
"596","pais","País","pais","2011","8277","Hombre",258544,226093,"[207431, 400815]","[199108, 455406]"
"597","pais","País","pais","2011","8278","Hombre",260487,230396,"[213654, 296678]","[211443, 328200]"
"598","pais","País","pais","2011","8278","Mujer",308100,308100,"[308100, 308100]","[308100, 308100]"
"599","pais","País","pais","2011","8281","Hombre",410899,425890,"[280458, 531006]","[207842, 513500]"
"600","pais","País","pais","2011","8282","Hombre",218800,218800,"[218800, 218800]","[218800, 218800]"
"601","pais","País","pais","2011","8282","Mujer",158630,158630,"[158630, 158630]","[158630, 158630]"
"603","pais","País","pais","2011","8284","Hombre",279079,225309,"[175040, 455755]","[175040, 512927]"
"604","pais","País","pais","2011","8285","Hombre",461289,378364,"[133138, 924300]","[54700, 924300]"
"605","pais","País","pais","2011","8286","Hombre",273500,273500,"[273500, 273500]","[273500, 273500]"
"606","pais","País","pais","2011","8290","Hombre",270743,218800,"[239551, 312093]","[199108, 270248]"
"607","pais","País","pais","2011","8290","Mujer",188788,196920,"[161586, 215078]","[164100, 202412]"
"608","pais","País","pais","2011","8311","Hombre",563684,487040,"[342475, 785723]","[302625, 831440]"
"609","pais","País","pais","2011","8311","Mujer",547000,547000,"[547000, 547000]","[547000, 547000]"
"610","pais","País","pais","2011","8312","Hombre",410876,366911,"[314749, 571932]","[199493, 636216]"
"611","pais","País","pais","2011","8321","Hombre",236042,204393,"[180503, 285835]","[164100, 326053]"
"612","pais","País","pais","2011","8322","Hombre",402665,308100,"[366230, 445293]","[273500, 328200]"
"613","pais","País","pais","2011","8322","Mujer",454795,282898,"[310753, 772296]","[218800, 632682]"
"614","pais","País","pais","2011","8323","Hombre",385847,328200,"[357592, 413349]","[308100, 334299]"
"615","pais","País","pais","2011","8323","Mujer",706339,718900,"[481340, 1519716]","[346861, 1027000]"
"616","pais","País","pais","2011","8324","Hombre",408377,328200,"[378935, 456927]","[308100, 328200]"
"617","pais","País","pais","2011","8324","Mujer",579361,431758,"[384566, 1041521]","[319522, 616200]"
"619","pais","País","pais","2011","8331","Hombre",234250,199108,"[217050, 264076]","[199108, 202390]"
"620","pais","País","pais","2011","8331","Mujer",493785,290230,"[246150, 979130]","[246150, 979130]"
"621","pais","País","pais","2011","8332","Hombre",379264,328200,"[323332, 416313]","[273500, 369772]"
"622","pais","País","pais","2011","8332","Mujer",1784413,1323249,"[575080, 2875600]","[109400, 2875600]"
"623","pais","País","pais","2011","8333","Hombre",474948,339140,"[424067, 528495]","[289090, 437600]"
"624","pais","País","pais","2011","8333","Mujer",631619,255712,"[286374, 1135606]","[196920, 1312800]"
"625","pais","País","pais","2011","8334","Hombre",301762,273500,"[250386, 464661]","[205271, 332680]"
"626","pais","País","pais","2011","8334","Mujer",141243,141243,"[87520, 302681]","[87520, 302681]"
"627","pais","País","pais","2011","8340","Hombre",632152,437600,"[407357, 1170914]","[273500, 601700]"
"628","pais","País","pais","2011","8340","Mujer",993369,211422,"[190260, 5262198]","[177228, 6979224]"
"629","pais","País","pais","2011","9111","Hombre",282993,246480,"[224526, 355934]","[205400, 308100]"
"630","pais","País","pais","2011","9111","Mujer",222845,180759,"[180576, 304055]","[133510, 205400]"
"631","pais","País","pais","2011","9112","Hombre",263403,205400,"[235868, 332554]","[205400, 246480]"
"632","pais","País","pais","2011","9112","Mujer",206445,164320,"[179929, 236276]","[128797, 196920]"
"633","pais","País","pais","2011","9113","Hombre",385032,320484,"[247667, 601683]","[203307, 570758]"
"634","pais","País","pais","2011","9113","Mujer",179580,102700,"[132956, 262736]","[61620, 145750]"
"635","pais","País","pais","2011","9120","Hombre",189276,191171,"[102700, 263464]","[102700, 265504]"
"636","pais","País","pais","2011","9120","Mujer",205400,205400,"[205400, 205400]","[205400, 205400]"
"637","pais","País","pais","2011","9131","Hombre",259994,208200,"[202023, 334325]","[177408, 259735]"
"638","pais","País","pais","2011","9131","Mujer",174352,165150,"[167257, 181876]","[164100, 175040]"
"639","pais","País","pais","2011","9132","Hombre",234208,199108,"[206271, 295601]","[199108, 207860]"
"640","pais","País","pais","2011","9132","Mujer",190661,196920,"[181789, 203016]","[196920, 196920]"
"641","pais","País","pais","2011","9133","Hombre",207137,198049,"[185451, 258183]","[196920, 207860]"
"642","pais","País","pais","2011","9133","Mujer",170543,141560,"[145855, 202028]","[123240, 199108]"
"643","pais","País","pais","2011","9141","Hombre",234050,218800,"[221616, 254429]","[199108, 249080]"
"644","pais","País","pais","2011","9141","Mujer",200733,201414,"[177743, 220559]","[196920, 218067]"
"645","pais","País","pais","2011","9142","Hombre",213134,196920,"[180649, 251574]","[133995, 205400]"
"646","pais","País","pais","2011","9142","Mujer",198252,196920,"[171055, 248428]","[164320, 217668]"
"647","pais","País","pais","2011","9151","Hombre",259048,220700,"[237843, 289303]","[204850, 262560]"
"648","pais","País","pais","2011","9151","Mujer",205194,196920,"[176513, 240707]","[161897, 243624]"
"649","pais","País","pais","2011","9152","Hombre",260237,229740,"[250109, 280636]","[218800, 240680]"
"650","pais","País","pais","2011","9152","Mujer",212985,210123,"[187509, 242911]","[196920, 218800]"
"651","pais","País","pais","2011","9153","Hombre",192918,204615,"[171696, 228571]","[182378, 218800]"
"652","pais","País","pais","2011","9153","Mujer",117569,120520,"[77674, 268554]","[77674, 281469]"
"653","pais","País","pais","2011","9161","Hombre",192915,196920,"[168626, 221654]","[178815, 202390]"
"654","pais","País","pais","2011","9161","Mujer",83764,78514,"[30889, 165164]","[21880, 164320]"
"655","pais","País","pais","2011","9162","Hombre",199050,196920,"[170485, 236624]","[175040, 201731]"
"656","pais","País","pais","2011","9162","Mujer",134146,99564,"[113267, 184658]","[82050, 174438]"
"657","pais","País","pais","2011","9211","Hombre",208997,196920,"[202651, 218912]","[196920, 199108]"
"658","pais","País","pais","2011","9211","Mujer",165788,196920,"[161823, 169493]","[185980, 196920]"
"659","pais","País","pais","2011","9212","Hombre",278949,199108,"[221685, 373270]","[199108, 204687]"
"660","pais","País","pais","2011","9212","Mujer",159398,158127,"[122013, 193126]","[97689, 198249]"
"661","pais","País","pais","2011","9213","Hombre",231495,199108,"[192908, 290323]","[164100, 220231]"
"662","pais","País","pais","2011","9213","Mujer",161184,179508,"[138237, 184935]","[131280, 196920]"
"664","pais","País","pais","2011","9311","Hombre",393159,308100,"[336406, 456909]","[269007, 375949]"
"665","pais","País","pais","2011","9311","Mujer",461660,312624,"[281760, 998546]","[275806, 616200]"
"666","pais","País","pais","2011","9312","Hombre",281537,199108,"[229956, 511107]","[196920, 268303]"
"667","pais","País","pais","2011","9312","Mujer",212077,142305,"[127023, 329851]","[86282, 305884]"
"668","pais","País","pais","2011","9313","Hombre",286464,218800,"[267497, 306982]","[213081, 242824]"
"669","pais","País","pais","2011","9313","Mujer",284390,199108,"[213826, 418521]","[138938, 317807]"
"670","pais","País","pais","2011","9321","Hombre",170355,199108,"[101690, 241972]","[87520, 224577]"
"671","pais","País","pais","2011","9321","Mujer",156505,164344,"[105024, 201530]","[105024, 204473]"
"672","pais","País","pais","2011","9322","Hombre",186190,196920,"[160194, 229351]","[161228, 199108]"
"673","pais","País","pais","2011","9322","Mujer",169453,196920,"[159901, 179641]","[196920, 199040]"
"674","pais","País","pais","2011","9331","Hombre",215095,220865,"[105604, 408075]","[94255, 364809]"
"675","pais","País","pais","2011","9331","Mujer",99260,92615,"[65640, 171591]","[65640, 161464]"
"676","pais","País","pais","2011","9332","Hombre",204723,198496,"[176721, 226261]","[189012, 227552]"
"677","pais","País","pais","2011","9333","Hombre",233443,205400,"[217419, 253679]","[199108, 218800]"
"678","pais","País","pais","2011","9333","Mujer",182850,194111,"[151348, 212409]","[142220, 203629]"
"679","pais","País","pais","2011","9999","Hombre",353410,262812,"[313620, 445756]","[228600, 291649]"
"680","pais","País","pais","2011","9999","Mujer",310866,246480,"[251332, 370009]","[208172, 273500]"
"683","pais","País","pais","2011","7323","Hombre",302569,302569,"[277251, 306320]","[277251, 306320]"
"690","pais","País","pais","2011","7215","Hombre",328200,328200,"[328200, 328200]","[328200, 328200]"
"693","pais","País","pais","2011","7441","Hombre",248124,214026,"[201061, 344603]","[196920, 410800]"
"698","pais","País","pais","2011","1141","Hombre",1295296,1295296,"[437600, 1969200]","[437600, 1969200]"
"699","pais","País","pais","2011","1141","Mujer",437600,437600,"[437600, 437600]","[437600, 437600]"
"700","pais","País","pais","2011","6154","Hombre",251827,250788,"[225350, 286646]","[222212, 285801]"
"701","pais","País","pais","2011","6154","Mujer",198355,194756,"[131346, 218666]","[132558, 196920]"
"702","pais","País","pais","2011","7492","Hombre",547000,547000,"[547000, 547000]","[547000, 547000]"
"703","pais","País","pais","2011","9500","Mujer",196920,196920,"[196920, 196920]","[196920, 196920]"
"704","pais","País","pais","2013","0110","Hombre",641675,500000,"[570406, 775846]","[500000, 600000]"
"705","pais","País","pais","2013","0110","Mujer",442019,400000,"[316442, 591104]","[268028, 593747]"
"706","pais","País","pais","2013","1110","Hombre",698547,381515,"[285102, 1424543]","[200000, 1000000]"
"707","pais","País","pais","2013","1110","Mujer",937174,490344,"[477294, 2016739]","[481806, 2966392]"
"708","pais","País","pais","2013","1120","Hombre",1887453,1319610,"[498309, 5287493]","[517853, 6000000]"
"709","pais","País","pais","2013","1120","Mujer",900000,900000,"[900000, 900000]","[900000, 900000]"
"710","pais","País","pais","2013","1130","Hombre",480000,480000,"[480000, 480000]","[480000, 480000]"
"713","pais","País","pais","2013","1143","Mujer",873053,769498,"[378251, 1628923]","[206300, 2000000]"
"714","pais","País","pais","2013","1210","Hombre",3008006,2582683,"[1957299, 4306621]","[1498757, 4000000]"
"715","pais","País","pais","2013","1210","Mujer",2179070,2210121,"[1700000, 2863597]","[1700000, 3000000]"
"719","pais","País","pais","2013","1224","Hombre",3000000,3000000,"[3000000, 3000000]","[3000000, 3000000]"
"721","pais","País","pais","2013","1227","Mujer",2000000,2000000,"[2000000, 2000000]","[2000000, 2000000]"
"722","pais","País","pais","2013","1229","Hombre",696064,800000,"[330733, 1204238]","[110000, 1500000]"
"723","pais","País","pais","2013","1229","Mujer",1107769,1000000,"[902054, 1377683]","[800006, 1300000]"
"724","pais","País","pais","2013","1231","Hombre",1741631,945225,"[1028240, 2674091]","[831855, 2493640]"
"725","pais","País","pais","2013","1231","Mujer",1583496,1600000,"[1061625, 2467082]","[818612, 2000000]"
"726","pais","País","pais","2013","1232","Hombre",1099642,900000,"[857099, 1574321]","[601259, 1551598]"
"727","pais","País","pais","2013","1232","Mujer",862756,701416,"[581313, 1256680]","[536501, 1231492]"
"728","pais","País","pais","2013","1233","Hombre",960839,620252,"[560504, 1506382]","[400000, 1500000]"
"729","pais","País","pais","2013","1233","Mujer",667448,636579,"[432885, 905413]","[400000, 914258]"
"730","pais","País","pais","2013","1234","Hombre",467021,467021,"[189415, 550000]","[189415, 550000]"
"731","pais","País","pais","2013","1235","Hombre",896721,896721,"[700000, 1000000]","[700000, 1000000]"
"733","pais","País","pais","2013","1237","Hombre",7000000,7000000,"[7000000, 7000000]","[7000000, 7000000]"
"734","pais","País","pais","2013","1237","Mujer",1050000,1050000,"[1050000, 1050000]","[1050000, 1050000]"
"735","pais","País","pais","2013","1239","Hombre",1258508,956757,"[832250, 1878529]","[500000, 1500000]"
"736","pais","País","pais","2013","1239","Mujer",963056,800000,"[729580, 1312384]","[666875, 1500000]"
"737","pais","País","pais","2013","1311","Hombre",1247692,600000,"[958161, 1572782]","[500000, 1000000]"
"738","pais","País","pais","2013","1311","Mujer",711884,455034,"[490020, 1087642]","[379808, 850000]"
"739","pais","País","pais","2013","1312","Hombre",1685353,951938,"[1243705, 2117737]","[659343, 1994063]"
"740","pais","País","pais","2013","1312","Mujer",333200,204487,"[205128, 497351]","[110717, 443877]"
"741","pais","País","pais","2013","1313","Hombre",1325157,800000,"[1042005, 1682100]","[781846, 1178686]"
"742","pais","País","pais","2013","1313","Mujer",922883,529560,"[509473, 1562954]","[500000, 2071507]"
"743","pais","País","pais","2013","1314","Hombre",654456,350000,"[554129, 1028202]","[300000, 400000]"
"744","pais","País","pais","2013","1314","Mujer",298290,200000,"[266093, 342581]","[200000, 200000]"
"745","pais","País","pais","2013","1315","Hombre",608935,500000,"[429137, 1005615]","[350000, 700000]"
"746","pais","País","pais","2013","1315","Mujer",314964,210000,"[248037, 527806]","[200000, 367532]"
"747","pais","País","pais","2013","1316","Hombre",1492288,1000000,"[1054577, 1961090]","[561896, 1500000]"
"748","pais","País","pais","2013","1316","Mujer",879632,926882,"[588205, 1179252]","[300000, 1249113]"
"749","pais","País","pais","2013","1317","Hombre",1825266,1000000,"[1279124, 2687658]","[750000, 2000000]"
"750","pais","País","pais","2013","1317","Mujer",2331819,793755,"[1041027, 5029030]","[600000, 4000000]"
"751","pais","País","pais","2013","1318","Hombre",1149369,1000000,"[888087, 1642129]","[737516, 1528852]"
"752","pais","País","pais","2013","1318","Mujer",819470,686822,"[509036, 1245436]","[350000, 897407]"
"753","pais","País","pais","2013","1319","Hombre",2371874,1500161,"[1921996, 2788224]","[1500000, 2000000]"
"754","pais","País","pais","2013","1319","Mujer",1488899,1205109,"[1042384, 1994766]","[837000, 1500000]"
"755","pais","País","pais","2013","2111","Hombre",985189,901498,"[850000, 1673739]","[850000, 1656682]"
"756","pais","País","pais","2013","2112","Hombre",1279596,1264143,"[891702, 1867234]","[883656, 1848910]"
"757","pais","País","pais","2013","2113","Hombre",1330683,1348780,"[985976, 1780062]","[600000, 2000000]"
"758","pais","País","pais","2013","2113","Mujer",1473340,900000,"[742795, 3168320]","[600000, 1200000]"
"759","pais","País","pais","2013","2114","Hombre",1551199,1742723,"[641259, 1975893]","[229179, 2000000]"
"760","pais","País","pais","2013","2114","Mujer",2693776,2702139,"[727857, 3600000]","[641604, 3600000]"
"762","pais","País","pais","2013","2122","Hombre",927027,1044633,"[596149, 1286223]","[400000, 1289343]"
"763","pais","País","pais","2013","2122","Mujer",695205,500000,"[500000, 1088390]","[500000, 1309864]"
"764","pais","País","pais","2013","2131","Hombre",1207336,1000000,"[1018007, 1552199]","[800000, 1141503]"
"765","pais","País","pais","2013","2131","Mujer",1505293,1500000,"[1216553, 1782326]","[1220985, 1779417]"
"766","pais","País","pais","2013","2132","Hombre",1348690,888791,"[912755, 1873657]","[609139, 1542930]"
"767","pais","País","pais","2013","2132","Mujer",975953,718546,"[567976, 1422062]","[464072, 1800000]"
"768","pais","País","pais","2013","2139","Hombre",1364928,1352636,"[1029556, 1786693]","[819528, 2079916]"
"769","pais","País","pais","2013","2139","Mujer",500000,500000,"[500000, 500000]","[500000, 500000]"
"770","pais","País","pais","2013","2141","Hombre",1515441,1000000,"[1145833, 2049966]","[891502, 1482925]"
"771","pais","País","pais","2013","2141","Mujer",838196,750000,"[708517, 1047565]","[623321, 1000000]"
"772","pais","País","pais","2013","2142","Hombre",1911253,1500000,"[1648945, 2204097]","[1200000, 1642831]"
"773","pais","País","pais","2013","2142","Mujer",1379973,1187734,"[1047151, 1705795]","[1000000, 1500000]"
"774","pais","País","pais","2013","2143","Hombre",1266383,1000000,"[1052048, 1497148]","[805811, 1200000]"
"775","pais","País","pais","2013","2144","Hombre",1162457,889294,"[712074, 2105232]","[571250, 1399681]"
"776","pais","País","pais","2013","2144","Mujer",624829,596552,"[500000, 700000]","[500000, 700000]"
"777","pais","País","pais","2013","2145","Hombre",1264781,800000,"[975873, 1726578]","[735336, 1000000]"
"778","pais","País","pais","2013","2146","Hombre",2052758,2078221,"[1448741, 2744614]","[1040405, 3000000]"
"779","pais","País","pais","2013","2146","Mujer",1086074,1000000,"[551927, 1885970]","[400000, 2500000]"
