year,comuna_datachile_id,felony_id,cases
2015,31,13,0
2015,31,14,3
2016,31,1,40
2016,31,2,19
2016,31,3,342
2016,31,4,25
2016,31,5,73
2016,31,6,132
2016,31,7,108
2016,31,8,4
2016,31,9,234
2016,31,10,161
2016,31,11,34
2016,31,12,127
2016,31,13,0
2016,31,14,7
2005,32,1,61
2005,32,2,35
2005,32,3,672
2005,32,4,16
2005,32,5,124
2005,32,6,321
2005,32,7,154
2005,32,8,57
2005,32,9,508
2005,32,10,483
2005,32,11,143
2005,32,12,340
2005,32,13,1
2005,32,14,5
2006,32,1,71
2006,32,2,29
2006,32,3,850
2006,32,4,15
2006,32,5,270
2006,32,6,330
2006,32,7,142
2006,32,8,93
2006,32,9,623
2006,32,10,502
2006,32,11,133
2006,32,12,369
2006,32,13,3
2006,32,14,7
2007,32,1,93
2007,32,2,27
2007,32,3,599
2007,32,4,25
2007,32,5,194
2007,32,6,227
2007,32,7,127
2007,32,8,26
2007,32,9,548
2007,32,10,488
2007,32,11,112
2007,32,12,375
2007,32,13,2
2007,32,14,7
2008,32,1,85
2008,32,2,48
2008,32,3,732
2008,32,4,19
2008,32,5,281
2008,32,6,224
2008,32,7,171
2008,32,8,37
2008,32,9,668
2008,32,10,502
2008,32,11,90
2008,32,12,412
2008,32,13,1
2008,32,14,6
2009,32,1,113
2009,32,2,73
2009,32,3,716
2009,32,4,25
2009,32,5,195
2009,32,6,291
2009,32,7,192
2009,32,8,13
2009,32,9,662
2009,32,10,466
2009,32,11,83
2009,32,12,383
2009,32,13,0
2009,32,14,13
2010,32,1,116
2010,32,2,50
2010,32,3,661
2010,32,4,19
2010,32,5,141
2010,32,6,290
2010,32,7,164
2010,32,8,47
2010,32,9,764
2010,32,10,438
2010,32,11,96
2010,32,12,342
2010,32,13,1
2010,32,14,10
2011,32,1,101
2011,32,2,63
2011,32,3,645
2011,32,4,24
2011,32,5,52
2011,32,6,333
2011,32,7,181
2011,32,8,55
2011,32,9,685
2011,32,10,409
2011,32,11,86
2011,32,12,323
2011,32,13,3
2011,32,14,13
2012,32,1,71
2012,32,2,44
2012,32,3,718
2012,32,4,24
2012,32,5,34
2012,32,6,400
2012,32,7,231
2012,32,8,29
2012,32,9,834
2012,32,10,355
2012,32,11,52
2012,32,12,303
2012,32,13,1
2012,32,14,7
2013,32,1,62
2013,32,2,77
2013,32,3,504
2013,32,4,26
2013,32,5,48
2013,32,6,306
2013,32,7,121
2013,32,8,3
2013,32,9,710
2013,32,10,270
2013,32,11,49
2013,32,12,221
2013,32,13,1
2013,32,14,13
2014,32,1,49
2014,32,2,84
2014,32,3,363
2014,32,4,12
2014,32,5,58
2014,32,6,176
2014,32,7,98
2014,32,8,19
2014,32,9,595
2014,32,10,215
2014,32,11,33
2014,32,12,182
2014,32,13,2
2014,32,14,5
2015,32,1,58
2015,32,2,80
2015,32,3,484
2015,32,4,41
2015,32,5,52
2015,32,6,223
2015,32,7,159
2015,32,8,9
2015,32,9,759
2015,32,10,226
2015,32,11,51
2015,32,12,175
2015,32,13,2
2015,32,14,8
2016,32,1,57
2016,32,2,62
2016,32,3,387
2016,32,4,9
2016,32,5,79
2016,32,6,157
2016,32,7,136
2016,32,8,6
2016,32,9,702
2016,32,10,222
2016,32,11,46
2016,32,12,176
2016,32,13,0
2016,32,14,13
2005,33,1,12
2005,33,2,8
2005,33,3,141
2005,33,4,6
2005,33,5,5
2005,33,6,99
2005,33,7,23
2005,33,8,8
2005,33,9,75
2005,33,10,110
2005,33,11,15
2005,33,12,95
2005,33,13,0
2005,33,14,5
2006,33,1,10
2006,33,2,1
2006,33,3,121
2006,33,4,0
2006,33,5,0
2006,33,6,73
2006,33,7,40
2006,33,8,8
2006,33,9,65
2006,33,10,109
2006,33,11,13
2006,33,12,96
2006,33,13,3
2006,33,14,0
2007,33,1,4
2007,33,2,3
2007,33,3,96
2007,33,4,0
2007,33,5,1
2007,33,6,56
2007,33,7,32
2007,33,8,7
2007,33,9,67
2007,33,10,81
2007,33,11,11
2007,33,12,70
2007,33,13,1
2007,33,14,4
2008,33,1,24
2008,33,2,5
2008,33,3,123
2008,33,4,0
2008,33,5,1
2008,33,6,86
2008,33,7,26
2008,33,8,10
2008,33,9,78
2008,33,10,101
2008,33,11,13
2008,33,12,88
2008,33,13,0
2008,33,14,2
2009,33,1,19
2009,33,2,6
2009,33,3,138
2009,33,4,0
2009,33,5,12
2009,33,6,61
2009,33,7,62
2009,33,8,3
2009,33,9,78
2009,33,10,85
2009,33,11,12
2009,33,12,73
2009,33,13,0
2009,33,14,1
2010,33,1,30
2010,33,2,11
2010,33,3,124
2010,33,4,3
2010,33,5,14
2010,33,6,56
2010,33,7,51
2010,33,8,0
2010,33,9,74
2010,33,10,89
2010,33,11,17
2010,33,12,72
2010,33,13,0
2010,33,14,1
2011,33,1,20
2011,33,2,6
2011,33,3,117
2011,33,4,6
2011,33,5,17
2011,33,6,54
2011,33,7,37
2011,33,8,3
2011,33,9,51
2011,33,10,103
2011,33,11,21
2011,33,12,82
2011,33,13,0
2011,33,14,3
2012,33,1,9
2012,33,2,6
2012,33,3,87
2012,33,4,5
2012,33,5,10
2012,33,6,42
2012,33,7,29
2012,33,8,1
2012,33,9,51
2012,33,10,65
2012,33,11,14
2012,33,12,51
2012,33,13,1
2012,33,14,2
2013,33,1,19
2013,33,2,9
2013,33,3,92
2013,33,4,0
2013,33,5,10
2013,33,6,45
2013,33,7,37
2013,33,8,0
2013,33,9,85
2013,33,10,66
2013,33,11,18
2013,33,12,48
2013,33,13,0
2013,33,14,3
2014,33,1,12
2014,33,2,18
2014,33,3,138
2014,33,4,2
2014,33,5,13
2014,33,6,39
2014,33,7,84
2014,33,8,0
2014,33,9,52
2014,33,10,53
2014,33,11,20
2014,33,12,33
2014,33,13,0
2014,33,14,0
2015,33,1,6
2015,33,2,13
2015,33,3,68
2015,33,4,1
2015,33,5,7
2015,33,6,36
2015,33,7,24
2015,33,8,0
2015,33,9,34
2015,33,10,63
2015,33,11,13
2015,33,12,50
2015,33,13,0
2015,33,14,0
2016,33,1,19
2016,33,2,13
2016,33,3,77
2016,33,4,2
2016,33,5,5
2016,33,6,30
2016,33,7,40
2016,33,8,0
2016,33,9,58
2016,33,10,67
2016,33,11,24
2016,33,12,43
2016,33,13,0
2016,33,14,1
2005,34,1,16
2005,34,2,6
2005,34,3,211
2005,34,4,4
2005,34,5,28
2005,34,6,58
2005,34,7,103
2005,34,8,18
2005,34,9,214
2005,34,10,301
2005,34,11,78
2005,34,12,223
2005,34,13,3
2005,34,14,0
2006,34,1,15
2006,34,2,4
2006,34,3,247
2006,34,4,6
2006,34,5,23
2006,34,6,67
2006,34,7,105
2006,34,8,46
2006,34,9,269
2006,34,10,278
2006,34,11,72
2006,34,12,206
2006,34,13,6
2006,34,14,7
2007,34,1,31
2007,34,2,9
2007,34,3,237
2007,34,4,14
2007,34,5,19
2007,34,6,89
2007,34,7,90
2007,34,8,25
2007,34,9,211
2007,34,10,290
2007,34,11,61
2007,34,12,229
2007,34,13,2
2007,34,14,9
2008,34,1,40
2008,34,2,7
2008,34,3,253
2008,34,4,8
2008,34,5,22
2008,34,6,102
2008,34,7,101
2008,34,8,20
2008,34,9,233
2008,34,10,352
2008,34,11,80
2008,34,12,272
2008,34,13,11
2008,34,14,5
2009,34,1,29
2009,34,2,18
2009,34,3,259
2009,34,4,12
2009,34,5,14
2009,34,6,129
2009,34,7,94
2009,34,8,10
2009,34,9,216
2009,34,10,264
2009,34,11,80
2009,34,12,184
2009,34,13,6
2009,34,14,2
2010,34,1,30
2010,34,2,25
2010,34,3,201
2010,34,4,15
2010,34,5,11
2010,34,6,65
2010,34,7,91
2010,34,8,19
2010,34,9,215
2010,34,10,249
2010,34,11,68
2010,34,12,181
2010,34,13,7
2010,34,14,8
2011,34,1,39
2011,34,2,10
2011,34,3,297
2011,34,4,14
2011,34,5,62
2011,34,6,94
2011,34,7,101
2011,34,8,26
2011,34,9,268
2011,34,10,257
2011,34,11,51
2011,34,12,206
2011,34,13,1
2011,34,14,8
2012,34,1,13
2012,34,2,5
2012,34,3,272
2012,34,4,14
2012,34,5,23
2012,34,6,116
2012,34,7,107
2012,34,8,12
2012,34,9,188
2012,34,10,210
2012,34,11,54
2012,34,12,156
2012,34,13,7
2012,34,14,4
2013,34,1,19
2013,34,2,9
2013,34,3,292
2013,34,4,9
2013,34,5,20
2013,34,6,110
2013,34,7,135
2013,34,8,18
2013,34,9,190
2013,34,10,159
2013,34,11,51
2013,34,12,108
2013,34,13,3
2013,34,14,11
2014,34,1,27
2014,34,2,9
2014,34,3,195
2014,34,4,5
2014,34,5,21
2014,34,6,76
2014,34,7,82
2014,34,8,11
2014,34,9,198
2014,34,10,149
2014,34,11,44
2014,34,12,105
2014,34,13,1
2014,34,14,12
2015,34,1,18
2015,34,2,13
2015,34,3,269
2015,34,4,14
2015,34,5,32
2015,34,6,117
2015,34,7,77
2015,34,8,29
2015,34,9,212
2015,34,10,153
2015,34,11,49
2015,34,12,104
2015,34,13,1
2015,34,14,2
2016,34,1,34
2016,34,2,19
2016,34,3,201
2016,34,4,13
2016,34,5,10
2016,34,6,93
2016,34,7,74
2016,34,8,11
2016,34,9,243
2016,34,10,128
2016,34,11,32
2016,34,12,96
2016,34,13,2
2016,34,14,7
2005,35,1,749
2005,35,2,265
2005,35,3,1119
2005,35,4,139
2005,35,5,298
2005,35,6,411
2005,35,7,187
2005,35,8,84
2005,35,9,2109
2005,35,10,568
2005,35,11,151
2005,35,12,417
2005,35,13,1
2005,35,14,16
2006,35,1,618
2006,35,2,151
2006,35,3,1122
2006,35,4,200
2006,35,5,299
2006,35,6,350
2006,35,7,195
2006,35,8,78
2006,35,9,2288
2006,35,10,668
2006,35,11,158
2006,35,12,510
2006,35,13,1
2006,35,14,11
2007,35,1,718
2007,35,2,198
2007,35,3,1338
2007,35,4,283
2007,35,5,329
2007,35,6,407
2007,35,7,257
2007,35,8,62
2007,35,9,3046
2007,35,10,762
2007,35,11,164
2007,35,12,598
2007,35,13,0
2007,35,14,25
2008,35,1,567
2008,35,2,189
2008,35,3,1320
2008,35,4,234
2008,35,5,353
2008,35,6,383
2008,35,7,271
2008,35,8,79
2008,35,9,2374
2008,35,10,768
2008,35,11,131
2008,35,12,637
2008,35,13,4
2008,35,14,26
2009,35,1,558
2009,35,2,160
2009,35,3,1141
2009,35,4,250
2009,35,5,397
2009,35,6,258
2009,35,7,210
2009,35,8,26
2009,35,9,2117
2009,35,10,753
2009,35,11,140
2009,35,12,613
2009,35,13,4
2009,35,14,19
2010,35,1,478
2010,35,2,151
2010,35,3,1201
2010,35,4,277
2010,35,5,389
2010,35,6,249
2010,35,7,241
2010,35,8,45
2010,35,9,2053
2010,35,10,752
2010,35,11,155
2010,35,12,597
2010,35,13,5
2010,35,14,17
2011,35,1,613
2011,35,2,200
2011,35,3,1463
2011,35,4,347
2011,35,5,609
2011,35,6,282
2011,35,7,196
2011,35,8,29
2011,35,9,2275
2011,35,10,845
2011,35,11,168
2011,35,12,677
2011,35,13,2
2011,35,14,24
2012,35,1,504
2012,35,2,192
2012,35,3,1498
2012,35,4,371
2012,35,5,563
2012,35,6,302
2012,35,7,239
2012,35,8,23
2012,35,9,2051
2012,35,10,760
2012,35,11,139
2012,35,12,621
2012,35,13,1
2012,35,14,17
2013,35,1,467
2013,35,2,238
2013,35,3,1525
2013,35,4,266
2013,35,5,616
2013,35,6,313
2013,35,7,256
2013,35,8,74
2013,35,9,1718
2013,35,10,634
2013,35,11,118
2013,35,12,516
2013,35,13,3
2013,35,14,13
2014,35,1,498
2014,35,2,263
2014,35,3,1383
2014,35,4,237
2014,35,5,556
2014,35,6,255
2014,35,7,290
2014,35,8,45
2014,35,9,1628
2014,35,10,493
2014,35,11,96
2014,35,12,397
2014,35,13,3
2014,35,14,19
2015,35,1,590
2015,35,2,266
2015,35,3,1433
2015,35,4,253
2015,35,5,593
2015,35,6,239
2015,35,7,313
2015,35,8,35
2015,35,9,1412
2015,35,10,467
2015,35,11,78
2015,35,12,389
2015,35,13,1
2015,35,14,18
2016,35,1,601
2016,35,2,227
2016,35,3,1310
2016,35,4,240
2016,35,5,530
2016,35,6,206
2016,35,7,295
2016,35,8,39
2016,35,9,1201
2016,35,10,436
2016,35,11,78
2016,35,12,358
2016,35,13,0
2016,35,14,6
2005,36,1,489
2005,36,2,109
2005,36,3,600
2005,36,4,56
2005,36,5,58
2005,36,6,268
2005,36,7,166
2005,36,8,52
2005,36,9,471
2005,36,10,774
2005,36,11,209
2005,36,12,565
2005,36,13,10
2005,36,14,48
2006,36,1,408
2006,36,2,61
2006,36,3,602
2006,36,4,63
2006,36,5,56
2006,36,6,265
2006,36,7,137
2006,36,8,81
2006,36,9,449
2006,36,10,539
2006,36,11,158
2006,36,12,381
2006,36,13,1
2006,36,14,37
2007,36,1,454
2007,36,2,77
2007,36,3,683
2007,36,4,118
2007,36,5,70
2007,36,6,311
2007,36,7,130
2007,36,8,54
2007,36,9,417
2007,36,10,669
2007,36,11,178
2007,36,12,491
2007,36,13,11
2007,36,14,23
2008,36,1,486
2008,36,2,90
2008,36,3,671
2008,36,4,105
2008,36,5,74
2008,36,6,277
2008,36,7,180
2008,36,8,35
2008,36,9,377
2008,36,10,774
2008,36,11,222
2008,36,12,552
2008,36,13,6
2008,36,14,39
2009,36,1,540
2009,36,2,93
2009,36,3,634
2009,36,4,120
2009,36,5,93
2009,36,6,267
2009,36,7,133
2009,36,8,21
2009,36,9,358
2009,36,10,907
2009,36,11,272
2009,36,12,635
2009,36,13,8
2009,36,14,34
2010,36,1,495
2010,36,2,111
2010,36,3,778
2010,36,4,125
2010,36,5,106
2010,36,6,321
2010,36,7,184
2010,36,8,42
2010,36,9,311
2010,36,10,902
2010,36,11,279
2010,36,12,623
2010,36,13,16
2010,36,14,32
2011,36,1,622
2011,36,2,131
2011,36,3,817
2011,36,4,176
2011,36,5,134
2011,36,6,291
2011,36,7,185
2011,36,8,31
2011,36,9,341
2011,36,10,1014
2011,36,11,273
2011,36,12,741
2011,36,13,16
2011,36,14,36
2012,36,1,649
2012,36,2,113
2012,36,3,837
2012,36,4,175
2012,36,5,118
2012,36,6,309
2012,36,7,226
2012,36,8,9
2012,36,9,348
2012,36,10,738
2012,36,11,226
2012,36,12,512
2012,36,13,8
2012,36,14,34
2013,36,1,583
2013,36,2,162
2013,36,3,586
2013,36,4,122
2013,36,5,108
2013,36,6,234
2013,36,7,110
2013,36,8,12
2013,36,9,375
2013,36,10,619
2013,36,11,190
2013,36,12,429
2013,36,13,8
2013,36,14,28
2014,36,1,612
2014,36,2,205
2014,36,3,626
2014,36,4,132
2014,36,5,128
2014,36,6,235
2014,36,7,123
2014,36,8,8
2014,36,9,331
2014,36,10,527
2014,36,11,162
2014,36,12,365
2014,36,13,10
2014,36,14,32
2015,36,1,630
2015,36,2,192
2015,36,3,706
2015,36,4,155
2015,36,5,118
2015,36,6,241
2015,36,7,188
2015,36,8,4
2015,36,9,337
2015,36,10,545
2015,36,11,174
2015,36,12,371
2015,36,13,13
2015,36,14,32
2016,36,1,587
2016,36,2,181
2016,36,3,713
2016,36,4,144
2016,36,5,93
2016,36,6,278
2016,36,7,191
2016,36,8,7
2016,36,9,335
2016,36,10,466
2016,36,11,159
2016,36,12,307
2016,36,13,8
2016,36,14,21
2005,37,1,2
2005,37,2,0
2005,37,3,31
2005,37,4,0
2005,37,5,0
2005,37,6,8
2005,37,7,22
2005,37,8,1
2005,37,9,44
2005,37,10,27
2005,37,11,5
2005,37,12,22
2005,37,13,0
2005,37,14,1
2006,37,1,1
2006,37,2,0
2006,37,3,24
2006,37,4,0
2006,37,5,1
2006,37,6,5
2006,37,7,18
2006,37,8,0
2006,37,9,38
2006,37,10,39
2006,37,11,9
2006,37,12,30
2006,37,13,0
2006,37,14,1
2007,37,1,0
2007,37,2,0
2007,37,3,20
2007,37,4,0
2007,37,5,1
2007,37,6,7
2007,37,7,12
2007,37,8,0
2007,37,9,40
2007,37,10,35
2007,37,11,6
2007,37,12,29
2007,37,13,0
2007,37,14,2
2008,37,1,0
2008,37,2,0
2008,37,3,19
2008,37,4,0
2008,37,5,1
2008,37,6,6
2008,37,7,12
2008,37,8,0
2008,37,9,31
2008,37,10,19
2008,37,11,7
2008,37,12,12
2008,37,13,0
2008,37,14,0
2009,37,1,1
2009,37,2,0
2009,37,3,26
2009,37,4,0
2009,37,5,0
2009,37,6,9
2009,37,7,17
2009,37,8,0
2009,37,9,19
2009,37,10,14
2009,37,11,4
2009,37,12,10
2009,37,13,0
2009,37,14,1
2010,37,1,1
2010,37,2,0
2010,37,3,31
2010,37,4,0
2010,37,5,0
2010,37,6,10
2010,37,7,21
2010,37,8,0
2010,37,9,16
2010,37,10,14
2010,37,11,2
2010,37,12,12
2010,37,13,0
2010,37,14,1
2011,37,1,1
2011,37,2,0
2011,37,3,34
2011,37,4,0
2011,37,5,3
2011,37,6,8
2011,37,7,22
2011,37,8,1
2011,37,9,27
2011,37,10,21
2011,37,11,7
2011,37,12,14
2011,37,13,0
2011,37,14,0
2012,37,1,0
2012,37,2,0
2012,37,3,36
2012,37,4,0
2012,37,5,2
2012,37,6,12
2012,37,7,21
2012,37,8,1
2012,37,9,29
2012,37,10,27
2012,37,11,9
2012,37,12,18
2012,37,13,0
2012,37,14,0
2013,37,1,0
2013,37,2,0
2013,37,3,26
2013,37,4,0
2013,37,5,1
2013,37,6,5
2013,37,7,20
2013,37,8,0
2013,37,9,31
2013,37,10,27
2013,37,11,7
2013,37,12,20
2013,37,13,0
2013,37,14,1
2014,37,1,0
2014,37,2,0
2014,37,3,20
2014,37,4,1
2014,37,5,1
2014,37,6,3
2014,37,7,14
2014,37,8,1
2014,37,9,27
2014,37,10,20
2014,37,11,3
2014,37,12,17
2014,37,13,0
2014,37,14,1
2015,37,1,0
2015,37,2,0
2015,37,3,14
2015,37,4,0
2015,37,5,1
2015,37,6,3
2015,37,7,10
2015,37,8,0
2015,37,9,28
2015,37,10,12
2015,37,11,3
2015,37,12,9
2015,37,13,0
2015,37,14,0
2016,37,1,0
2016,37,2,0
2016,37,3,8
2016,37,4,0
2016,37,5,1
2016,37,6,1
2016,37,7,6
2016,37,8,0
2016,37,9,17
2016,37,10,13
2016,37,11,3
2016,37,12,10
2016,37,13,0
2016,37,14,1
2005,39,1,9
2005,39,2,0
2005,39,3,95
2005,39,4,2
2005,39,5,14
2005,39,6,16
2005,39,7,49
2005,39,8,14
2005,39,9,98
2005,39,10,105
2005,39,11,21
2005,39,12,84
2005,39,13,1
2005,39,14,4
2006,39,1,11
2006,39,2,1
2006,39,3,84
2006,39,4,1
2006,39,5,12
2006,39,6,29
2006,39,7,33
2006,39,8,9
2006,39,9,68
2006,39,10,119
2006,39,11,29
2006,39,12,90
2006,39,13,0
2006,39,14,1
2007,39,1,21
2007,39,2,4
2007,39,3,126
2007,39,4,4
2007,39,5,33
2007,39,6,38
2007,39,7,40
2007,39,8,11
2007,39,9,107
2007,39,10,128
2007,39,11,26
2007,39,12,102
2007,39,13,0
2007,39,14,1
2008,39,1,26
2008,39,2,0
2008,39,3,112
2008,39,4,3
2008,39,5,14
2008,39,6,38
2008,39,7,45
2008,39,8,12
2008,39,9,102
2008,39,10,176
2008,39,11,24
2008,39,12,152
2008,39,13,2
2008,39,14,2
2009,39,1,31
2009,39,2,11
2009,39,3,155
2009,39,4,1
2009,39,5,25
2009,39,6,57
2009,39,7,63
2009,39,8,9
2009,39,9,130
2009,39,10,148
2009,39,11,22
2009,39,12,126
2009,39,13,0
2009,39,14,2
2010,39,1,41
2010,39,2,9
2010,39,3,228
2010,39,4,2
2010,39,5,41
2010,39,6,88
2010,39,7,86
2010,39,8,11
2010,39,9,127
2010,39,10,193
2010,39,11,33
2010,39,12,160
2010,39,13,0
2010,39,14,4
2011,39,1,18
2011,39,2,6
2011,39,3,114
2011,39,4,5
2011,39,5,18
2011,39,6,41
2011,39,7,34
2011,39,8,16
2011,39,9,106
2011,39,10,153
2011,39,11,29
2011,39,12,124
2011,39,13,0
2011,39,14,1
2012,39,1,21
2012,39,2,4
2012,39,3,156
2012,39,4,5
2012,39,5,24
2012,39,6,68
2012,39,7,48
2012,39,8,11
2012,39,9,104
2012,39,10,134
2012,39,11,22
2012,39,12,112
2012,39,13,2
2012,39,14,2
2013,39,1,22
2013,39,2,7
2013,39,3,142
2013,39,4,6
2013,39,5,33
2013,39,6,56
2013,39,7,40
2013,39,8,7
2013,39,9,114
2013,39,10,90
2013,39,11,22
2013,39,12,68
2013,39,13,0
2013,39,14,3
2014,39,1,21
2014,39,2,5
2014,39,3,128
2014,39,4,2
2014,39,5,23
2014,39,6,62
2014,39,7,39
2014,39,8,2
2014,39,9,83
2014,39,10,71
2014,39,11,18
2014,39,12,53
2014,39,13,1
2014,39,14,2
2015,39,1,6
2015,39,2,2
2015,39,3,150
2015,39,4,5
2015,39,5,29
2015,39,6,47
2015,39,7,63
2015,39,8,6
2015,39,9,80
2015,39,10,79
2015,39,11,21
2015,39,12,58
2015,39,13,0
2015,39,14,2
2016,39,1,29
2016,39,2,1
2016,39,3,205
2016,39,4,5
2016,39,5,14
2016,39,6,97
2016,39,7,83
2016,39,8,6
2016,39,9,134
2016,39,10,92
2016,39,11,22
2016,39,12,70
2016,39,13,1
2016,39,14,1
2005,38,1,7
2005,38,2,3
2005,38,3,54
2005,38,4,0
2005,38,5,4
2005,38,6,14
2005,38,7,35
2005,38,8,1
2005,38,9,47
2005,38,10,71
2005,38,11,28
2005,38,12,43
2005,38,13,0
2005,38,14,3
2006,38,1,4
2006,38,2,7
2006,38,3,35
2006,38,4,0
2006,38,5,3
2006,38,6,8
2006,38,7,22
2006,38,8,2
2006,38,9,25
2006,38,10,82
2006,38,11,23
2006,38,12,59
2006,38,13,0
2006,38,14,4
2007,38,1,2
2007,38,2,0
2007,38,3,32
2007,38,4,0
2007,38,5,3
2007,38,6,11
2007,38,7,17
2007,38,8,1
2007,38,9,39
2007,38,10,73
2007,38,11,19
2007,38,12,54
2007,38,13,1
2007,38,14,1
2008,38,1,10
2008,38,2,0
2008,38,3,37
2008,38,4,0
2008,38,5,4
2008,38,6,6
2008,38,7,27
2008,38,8,0
2008,38,9,41
2008,38,10,78
2008,38,11,25
2008,38,12,53
2008,38,13,1
2008,38,14,1
2009,38,1,4
2009,38,2,0
2009,38,3,30
2009,38,4,1
2009,38,5,4
2009,38,6,4
2009,38,7,19
2009,38,8,2
2009,38,9,46
2009,38,10,66
2009,38,11,20
2009,38,12,46
2009,38,13,2
2009,38,14,2
2010,38,1,4
2010,38,2,0
2010,38,3,40
2010,38,4,0
2010,38,5,3
2010,38,6,11
2010,38,7,26
2010,38,8,0
2010,38,9,46
2010,38,10,49
2010,38,11,9
2010,38,12,40
2010,38,13,2
2010,38,14,2
2011,38,1,2
2011,38,2,0
2011,38,3,31
2011,38,4,0
2011,38,5,4
2011,38,6,4
2011,38,7,21
2011,38,8,2
2011,38,9,41
2011,38,10,52
2011,38,11,13
2011,38,12,39
2011,38,13,0
2011,38,14,2
2012,38,1,2
2012,38,2,0
2012,38,3,28
2012,38,4,0
2012,38,5,1
2012,38,6,14
2012,38,7,13
2012,38,8,0
2012,38,9,33
2012,38,10,55
2012,38,11,19
2012,38,12,36
2012,38,13,1
2012,38,14,1
2013,38,1,1
2013,38,2,0
2013,38,3,26
2013,38,4,0
2013,38,5,2
2013,38,6,13
2013,38,7,11
2013,38,8,0
2013,38,9,26
2013,38,10,30
2013,38,11,8
2013,38,12,22
2013,38,13,0
2013,38,14,3
2014,38,1,0
2014,38,2,1
2014,38,3,46
2014,38,4,1
2014,38,5,1
2014,38,6,16
2014,38,7,25
2014,38,8,3
2014,38,9,28
2014,38,10,25
2014,38,11,3
2014,38,12,22
2014,38,13,0
2014,38,14,0
2015,38,1,0
2015,38,2,0
2015,38,3,30
2015,38,4,1
2015,38,5,2
2015,38,6,15
2015,38,7,12
2015,38,8,0
2015,38,9,31
2015,38,10,34
2015,38,11,6
2015,38,12,28
2015,38,13,0
2015,38,14,1
2016,38,1,2
2016,38,2,1
2016,38,3,45
2016,38,4,2
2016,38,5,3
2016,38,6,19
2016,38,7,18
2016,38,8,3
2016,38,9,48
2016,38,10,26
2016,38,11,6
2016,38,12,20
2016,38,13,0
2016,38,14,2
2005,40,1,1
2005,40,2,3
2005,40,3,21
2005,40,4,0
2005,40,5,0
2005,40,6,6
2005,40,7,15
2005,40,8,0
2005,40,9,31
2005,40,10,56
2005,40,11,17
2005,40,12,39
2005,40,13,0
2005,40,14,0
2006,40,1,2
2006,40,2,1
2006,40,3,21
2006,40,4,0
2006,40,5,0
2006,40,6,9
2006,40,7,11
2006,40,8,1
2006,40,9,50
2006,40,10,47
2006,40,11,11
2006,40,12,36
2006,40,13,0
2006,40,14,0
2007,40,1,5
2007,40,2,0
2007,40,3,34
2007,40,4,0
2007,40,5,2
2007,40,6,11
2007,40,7,17
2007,40,8,4
2007,40,9,65
2007,40,10,69
2007,40,11,15
2007,40,12,54
2007,40,13,0
2007,40,14,0
2008,40,1,4
2008,40,2,1
2008,40,3,49
2008,40,4,0
2008,40,5,2
2008,40,6,12
2008,40,7,29
2008,40,8,6
2008,40,9,63
2008,40,10,84
2008,40,11,17
2008,40,12,67
2008,40,13,0
2008,40,14,0
2009,40,1,6
2009,40,2,1
2009,40,3,72
2009,40,4,0
2009,40,5,4
2009,40,6,34
2009,40,7,33
2009,40,8,1
2009,40,9,100
2009,40,10,83
2009,40,11,17
2009,40,12,66
2009,40,13,1
2009,40,14,2
2010,40,1,4
2010,40,2,0
2010,40,3,65
2010,40,4,0
2010,40,5,4
2010,40,6,28
2010,40,7,33
2010,40,8,0
2010,40,9,68
2010,40,10,55
2010,40,11,8
2010,40,12,47
2010,40,13,0
2010,40,14,1
2011,40,1,6
2011,40,2,0
2011,40,3,47
