comuna_datachile_id,candidato_id,votos_candidato,electo,partido_id,year,election_id
32,8,113,0,0,2017,2
32,9,36,0,0,2017,2
32,567,8890,0,8,2017,2
32,2649,8030,1,7,2017,2
33,8,31,0,0,2017,2
33,9,23,0,0,2017,2
33,567,3010,0,8,2017,2
33,2649,2797,1,7,2017,2
34,8,143,0,0,2017,2
34,9,43,0,0,2017,2
34,567,5980,0,8,2017,2
34,2649,13399,1,7,2017,2
35,8,256,0,0,2017,2
35,9,210,0,0,2017,2
35,567,16416,0,8,2017,2
35,2649,16425,1,7,2017,2
36,8,426,0,0,2017,2
36,9,108,0,0,2017,2
36,567,28465,0,8,2017,2
36,2649,23424,1,7,2017,2
37,8,6,0,0,2017,2
37,9,10,0,0,2017,2
37,567,632,0,8,2017,2
37,2649,715,1,7,2017,2
38,8,35,0,0,2017,2
38,9,15,0,0,2017,2
38,567,1835,0,8,2017,2
38,2649,3346,1,7,2017,2
39,8,26,0,0,2017,2
39,9,12,0,0,2017,2
39,567,2379,0,8,2017,2
39,2649,2391,1,7,2017,2
40,8,26,0,0,2017,2
40,9,11,0,0,2017,2
40,567,2476,0,8,2017,2
40,2649,4052,1,7,2017,2
41,8,321,0,0,2017,2
41,9,84,0,0,2017,2
41,567,16324,0,8,2017,2
41,2649,17611,1,7,2017,2
42,8,10,0,0,2017,2
42,9,4,0,0,2017,2
42,567,1065,0,8,2017,2
42,2649,771,1,7,2017,2
43,8,620,0,0,2017,2
43,9,261,0,0,2017,2
43,567,33611,0,8,2017,2
43,2649,43170,1,7,2017,2
44,8,79,0,0,2017,2
44,9,25,0,0,2017,2
44,567,4848,0,8,2017,2
44,2649,6488,1,7,2017,2
45,8,93,0,0,2017,2
45,9,36,0,0,2017,2
45,567,6247,0,8,2017,2
45,2649,8448,1,7,2017,2
46,8,62,0,0,2017,2
46,9,26,0,0,2017,2
46,567,2073,0,8,2017,2
46,2649,3084,1,7,2017,2
47,8,33,0,0,2017,2
47,9,23,0,0,2017,2
47,567,2818,0,8,2017,2
47,2649,3033,1,7,2017,2
48,8,14,0,0,2017,2
48,9,10,0,0,2017,2
48,567,821,0,8,2017,2
48,2649,984,1,7,2017,2
49,8,15,0,0,2017,2
49,9,5,0,0,2017,2
49,567,1319,0,8,2017,2
49,2649,1924,1,7,2017,2
50,8,9,0,0,2017,2
50,9,11,0,0,2017,2
50,567,578,0,8,2017,2
50,2649,967,1,7,2017,2
51,8,10,0,0,2017,2
51,9,10,0,0,2017,2
51,567,605,0,8,2017,2
51,2649,745,1,7,2017,2
52,8,45,0,0,2017,2
52,9,15,0,0,2017,2
52,567,2443,0,8,2017,2
52,2649,3012,1,7,2017,2
53,8,62,0,0,2017,2
53,9,19,0,0,2017,2
53,567,3594,0,8,2017,2
53,2649,4831,1,7,2017,2
54,8,131,0,0,2017,2
54,9,48,0,0,2017,2
54,567,10967,0,8,2017,2
54,2649,10173,1,7,2017,2
55,8,75,0,0,2017,2
55,9,26,0,0,2017,2
55,567,4009,0,8,2017,2
55,2649,7017,1,7,2017,2
56,8,23,0,0,2017,2
56,9,13,0,0,2017,2
56,567,1546,0,8,2017,2
56,2649,1942,1,7,2017,2
57,8,43,0,0,2017,2
57,9,9,0,0,2017,2
57,567,3380,0,8,2017,2
57,2649,4789,1,7,2017,2
58,8,4,0,0,2017,2
58,9,0,0,0,2017,2
58,567,76,0,8,2017,2
58,2649,814,1,7,2017,2
59,8,291,0,0,2017,2
59,9,99,0,0,2017,2
59,567,10922,0,8,2017,2
59,2649,29072,1,7,2017,2
60,8,69,0,0,2017,2
60,9,27,0,0,2017,2
60,567,4119,0,8,2017,2
60,2649,6148,1,7,2017,2
61,8,44,0,0,2017,2
61,9,17,0,0,2017,2
61,567,3348,0,8,2017,2
61,2649,3857,1,7,2017,2
62,8,21,0,0,2017,2
62,9,20,0,0,2017,2
62,567,3557,0,8,2017,2
62,2649,1980,1,7,2017,2
63,8,241,0,0,2017,2
63,9,85,0,0,2017,2
63,567,7509,0,8,2017,2
63,2649,13491,1,7,2017,2
64,8,938,0,0,2017,2
64,9,308,0,0,2017,2
64,567,44097,0,8,2017,2
64,2649,57087,1,7,2017,2
65,8,441,0,0,2017,2
65,9,119,0,0,2017,2
65,567,30608,0,8,2017,2
65,2649,27084,1,7,2017,2
66,8,115,0,0,2017,2
66,9,55,0,0,2017,2
66,567,8676,0,8,2017,2
66,2649,10679,1,7,2017,2
67,8,28,0,0,2017,2
67,9,8,0,0,2017,2
67,567,1202,0,8,2017,2
67,2649,1887,1,7,2017,2
68,8,309,0,0,2017,2
68,9,96,0,0,2017,2
68,567,21269,0,8,2017,2
68,2649,31266,1,7,2017,2
69,8,583,0,0,2017,2
69,9,156,0,0,2017,2
69,567,31228,0,8,2017,2
69,2649,38632,1,7,2017,2
70,8,403,0,0,2017,2
70,9,120,0,0,2017,2
70,567,19562,0,8,2017,2
70,2649,22435,1,7,2017,2
71,8,23,0,0,2017,2
71,9,8,0,0,2017,2
71,567,1691,0,8,2017,2
71,2649,982,1,7,2017,2
72,8,46,0,0,2017,2
72,9,26,0,0,2017,2
72,567,3277,0,8,2017,2
72,2649,5211,1,7,2017,2
73,8,45,0,0,2017,2
73,9,18,0,0,2017,2
73,567,2795,0,8,2017,2
73,2649,5248,1,7,2017,2
74,8,94,0,0,2017,2
74,9,36,0,0,2017,2
74,567,6029,0,8,2017,2
74,2649,6953,1,7,2017,2
75,8,11,0,0,2017,2
75,9,13,0,0,2017,2
75,567,963,0,8,2017,2
75,2649,735,1,7,2017,2
76,8,92,0,0,2017,2
76,9,54,0,0,2017,2
76,567,6511,0,8,2017,2
76,2649,8056,1,7,2017,2
77,8,23,0,0,2017,2
77,9,10,0,0,2017,2
77,567,1155,0,8,2017,2
77,2649,2289,1,7,2017,2
78,8,39,0,0,2017,2
78,9,33,0,0,2017,2
78,567,2693,0,8,2017,2
78,2649,2418,1,7,2017,2
79,8,401,0,0,2017,2
79,9,130,0,0,2017,2
79,567,26224,0,8,2017,2
79,2649,32440,1,7,2017,2
80,8,33,0,0,2017,2
80,9,19,0,0,2017,2
80,567,2367,0,8,2017,2
80,2649,2363,1,7,2017,2
81,8,41,0,0,2017,2
81,9,9,0,0,2017,2
81,567,3030,0,8,2017,2
81,2649,1684,1,7,2017,2
82,8,65,0,0,2017,2
82,9,20,0,0,2017,2
82,567,4153,0,8,2017,2
82,2649,4620,1,7,2017,2
83,8,438,0,0,2017,2
83,9,147,0,0,2017,2
83,567,33742,0,8,2017,2
83,2649,30968,1,7,2017,2
84,8,30,0,0,2017,2
84,9,14,0,0,2017,2
84,567,1992,0,8,2017,2
84,2649,4473,1,7,2017,2
85,8,92,0,0,2017,2
85,9,37,0,0,2017,2
85,567,6384,0,8,2017,2
85,2649,7349,1,7,2017,2
86,8,31,0,0,2017,2
86,9,11,0,0,2017,2
86,567,3170,0,8,2017,2
86,2649,3489,1,7,2017,2
87,8,30,0,0,2017,2
87,9,7,0,0,2017,2
87,567,2635,0,8,2017,2
87,2649,2694,1,7,2017,2
88,8,22,0,0,2017,2
88,9,9,0,0,2017,2
88,567,545,0,8,2017,2
88,2649,1819,1,7,2017,2
89,8,24,0,0,2017,2
89,9,8,0,0,2017,2
89,567,1445,0,8,2017,2
89,2649,2033,1,7,2017,2
90,8,440,0,0,2017,2
90,9,113,0,0,2017,2
90,567,30996,0,8,2017,2
90,2649,26034,1,7,2017,2
91,8,45,0,0,2017,2
91,9,30,0,0,2017,2
91,567,2020,0,8,2017,2
91,2649,3267,1,7,2017,2
92,8,91,0,0,2017,2
92,9,42,0,0,2017,2
92,567,4113,0,8,2017,2
92,2649,6093,1,7,2017,2
93,8,16,0,0,2017,2
93,9,7,0,0,2017,2
93,567,1522,0,8,2017,2
93,2649,1147,1,7,2017,2
94,8,22,0,0,2017,2
94,9,19,0,0,2017,2
94,567,3017,0,8,2017,2
94,2649,3390,1,7,2017,2
95,8,51,0,0,2017,2
95,9,17,0,0,2017,2
95,567,3712,0,8,2017,2
95,2649,4536,1,7,2017,2
96,8,9,0,0,2017,2
96,9,4,0,0,2017,2
96,567,381,0,8,2017,2
96,2649,639,1,7,2017,2
97,8,40,0,0,2017,2
97,9,21,0,0,2017,2
97,567,2507,0,8,2017,2
97,2649,4119,1,7,2017,2
98,8,49,0,0,2017,2
98,9,21,0,0,2017,2
98,567,2662,0,8,2017,2
98,2649,2867,1,7,2017,2
99,8,5,0,0,2017,2
99,9,3,0,0,2017,2
99,567,150,0,8,2017,2
99,2649,168,1,7,2017,2
100,8,41,0,0,2017,2
100,9,21,0,0,2017,2
100,567,2242,0,8,2017,2
100,2649,5524,1,7,2017,2
101,8,91,0,0,2017,2
101,9,40,0,0,2017,2
101,567,6385,0,8,2017,2
101,2649,7045,1,7,2017,2
102,8,1,0,0,2017,2
102,9,0,0,0,2017,2
102,567,255,0,8,2017,2
102,2649,362,1,7,2017,2
103,8,51,0,0,2017,2
103,9,20,0,0,2017,2
103,567,3004,0,8,2017,2
103,2649,4297,1,7,2017,2
104,8,25,0,0,2017,2
104,9,19,0,0,2017,2
104,567,1395,0,8,2017,2
104,2649,1999,1,7,2017,2
105,8,23,0,0,2017,2
105,9,12,0,0,2017,2
105,567,2696,0,8,2017,2
105,2649,2594,1,7,2017,2
106,8,366,0,0,2017,2
106,9,110,0,0,2017,2
106,567,19243,0,8,2017,2
106,2649,20516,1,7,2017,2
107,8,98,0,0,2017,2
107,9,37,0,0,2017,2
107,567,4241,0,8,2017,2
107,2649,5139,1,7,2017,2
108,8,12,0,0,2017,2
108,9,2,0,0,2017,2
108,567,554,0,8,2017,2
108,2649,934,1,7,2017,2
109,8,23,0,0,2017,2
109,9,6,0,0,2017,2
109,567,1986,0,8,2017,2
109,2649,1709,1,7,2017,2
110,8,379,0,0,2017,2
110,9,131,0,0,2017,2
110,567,17697,0,8,2017,2
110,2649,18644,1,7,2017,2
111,8,59,0,0,2017,2
111,9,31,0,0,2017,2
111,567,7071,0,8,2017,2
111,2649,5029,1,7,2017,2
112,8,290,0,0,2017,2
112,9,83,0,0,2017,2
112,567,17330,0,8,2017,2
112,2649,17653,1,7,2017,2
113,8,498,0,0,2017,2
113,9,117,0,0,2017,2
113,567,27026,0,8,2017,2
113,2649,38382,1,7,2017,2
114,8,87,0,0,2017,2
114,9,27,0,0,2017,2
114,567,5672,0,8,2017,2
114,2649,7631,1,7,2017,2
115,8,15,0,0,2017,2
115,9,5,0,0,2017,2
115,567,1009,0,8,2017,2
115,2649,719,1,7,2017,2
116,8,2,0,0,2017,2
116,9,1,0,0,2017,2
116,567,161,0,8,2017,2
116,2649,149,1,7,2017,2
117,8,343,0,0,2017,2
117,9,83,0,0,2017,2
117,567,20535,0,8,2017,2
117,2649,22380,1,7,2017,2
118,8,42,0,0,2017,2
118,9,17,0,0,2017,2
118,567,3230,0,8,2017,2
118,2649,4739,1,7,2017,2
119,8,5,0,0,2017,2
119,9,3,0,0,2017,2
119,567,834,0,8,2017,2
119,2649,1067,1,7,2017,2
120,8,1352,0,0,2017,2
120,9,418,0,0,2017,2
120,567,82379,0,8,2017,2
120,2649,77075,1,7,2017,2
121,8,325,0,0,2017,2
121,9,106,0,0,2017,2
121,567,26413,0,8,2017,2
121,2649,20522,1,7,2017,2
122,8,16,0,0,2017,2
122,9,7,0,0,2017,2
122,567,869,0,8,2017,2
122,2649,991,1,7,2017,2
123,8,101,0,0,2017,2
123,9,25,0,0,2017,2
123,567,7690,0,8,2017,2
123,2649,7824,1,7,2017,2
124,8,395,0,0,2017,2
124,9,136,0,0,2017,2
124,567,28639,0,8,2017,2
124,2649,22085,1,7,2017,2
125,8,756,0,0,2017,2
125,9,378,0,0,2017,2
125,567,22044,0,8,2017,2
125,2649,34035,1,7,2017,2
126,8,556,0,0,2017,2
126,9,205,0,0,2017,2
126,567,34947,0,8,2017,2
126,2649,43457,1,7,2017,2
127,8,127,0,0,2017,2
127,9,34,0,0,2017,2
127,567,6933,0,8,2017,2
127,2649,10324,1,7,2017,2
128,8,34,0,0,2017,2
128,9,15,0,0,2017,2
128,567,1547,0,8,2017,2
128,2649,2902,1,7,2017,2
129,8,2,0,0,2017,2
129,9,6,0,0,2017,2
129,567,200,0,8,2017,2
129,2649,288,1,7,2017,2
130,8,0,0,0,2017,2
130,9,0,0,0,2017,2
130,567,123,0,8,2017,2
130,2649,171,1,7,2017,2
131,8,88,0,0,2017,2
131,9,31,0,0,2017,2
131,567,3529,0,8,2017,2
131,2649,6819,1,7,2017,2
132,8,38,0,0,2017,2
132,9,23,0,0,2017,2
132,567,3393,0,8,2017,2
132,2649,4312,1,7,2017,2
133,8,44,0,0,2017,2
133,9,22,0,0,2017,2
133,567,4322,0,8,2017,2
133,2649,5034,1,7,2017,2
134,8,1960,0,0,2017,2
134,9,829,0,0,2017,2
134,567,29781,0,8,2017,2
134,2649,133436,1,7,2017,2
135,8,125,0,0,2017,2
135,9,37,0,0,2017,2
135,567,5827,0,8,2017,2
135,2649,9929,1,7,2017,2
136,8,112,0,0,2017,2
136,9,62,0,0,2017,2
136,567,4902,0,8,2017,2
136,2649,4991,1,7,2017,2
137,8,19,0,0,2017,2
137,9,9,0,0,2017,2
137,567,1804,0,8,2017,2
137,2649,1829,1,7,2017,2
138,8,156,0,0,2017,2
138,9,41,0,0,2017,2
138,567,7978,0,8,2017,2
138,2649,10106,1,7,2017,2
139,8,234,0,0,2017,2
139,9,66,0,0,2017,2
139,567,15135,0,8,2017,2
139,2649,24309,1,7,2017,2
140,8,17,0,0,2017,2
140,9,7,0,0,2017,2
140,567,1451,0,8,2017,2
140,2649,1894,1,7,2017,2
141,8,65,0,0,2017,2
141,9,21,0,0,2017,2
141,567,3979,0,8,2017,2
141,2649,3917,1,7,2017,2
142,8,78,0,0,2017,2
142,9,22,0,0,2017,2
142,567,5451,0,8,2017,2
142,2649,4629,1,7,2017,2
143,8,398,0,0,2017,2
143,9,144,0,0,2017,2
143,567,6644,0,8,2017,2
143,2649,42203,1,7,2017,2
144,8,268,0,0,2017,2
144,9,104,0,0,2017,2
144,567,23999,0,8,2017,2
144,2649,16618,1,7,2017,2
145,8,317,0,0,2017,2
145,9,104,0,0,2017,2
145,567,24841,0,8,2017,2
145,2649,19904,1,7,2017,2
146,8,19,0,0,2017,2
146,9,5,0,0,2017,2
146,567,1474,0,8,2017,2
146,2649,1891,1,7,2017,2
147,8,51,0,0,2017,2
147,9,25,0,0,2017,2
147,567,4231,0,8,2017,2
147,2649,6132,1,7,2017,2
148,8,58,0,0,2017,2
148,9,26,0,0,2017,2
148,567,4499,0,8,2017,2
148,2649,8165,1,7,2017,2
149,8,55,0,0,2017,2
149,9,27,0,0,2017,2
149,567,1652,0,8,2017,2
149,2649,3179,1,7,2017,2
150,8,59,0,0,2017,2
150,9,26,0,0,2017,2
150,567,3751,0,8,2017,2
150,2649,5159,1,7,2017,2
151,8,215,0,0,2017,2
151,9,44,0,0,2017,2
151,567,12567,0,8,2017,2
151,2649,14979,1,7,2017,2
152,8,437,0,0,2017,2
152,9,180,0,0,2017,2
152,567,21050,0,8,2017,2
152,2649,55013,1,7,2017,2
153,8,63,0,0,2017,2
153,9,35,0,0,2017,2
153,567,3704,0,8,2017,2
153,2649,4639,1,7,2017,2
154,8,46,0,0,2017,2
154,9,29,0,0,2017,2
154,567,2612,0,8,2017,2
154,2649,5185,1,7,2017,2
155,8,36,0,0,2017,2
155,9,10,0,0,2017,2
155,567,1464,0,8,2017,2
155,2649,2527,1,7,2017,2
156,8,47,0,0,2017,2
156,9,24,0,0,2017,2
156,567,4658,0,8,2017,2
156,2649,3294,1,7,2017,2
157,8,284,0,0,2017,2
157,9,69,0,0,2017,2
157,567,11225,0,8,2017,2
157,2649,12672,1,7,2017,2
158,8,29,0,0,2017,2
158,9,13,0,0,2017,2
158,567,1990,0,8,2017,2
158,2649,2844,1,7,2017,2
159,8,160,0,0,2017,2
159,9,50,0,0,2017,2
159,567,7283,0,8,2017,2
159,2649,10881,1,7,2017,2
160,8,452,0,0,2017,2
160,9,113,0,0,2017,2
160,567,27480,0,8,2017,2
160,2649,26216,1,7,2017,2
161,8,23,0,0,2017,2
161,9,13,0,0,2017,2
161,567,1389,0,8,2017,2
161,2649,1936,1,7,2017,2
162,8,1726,0,0,2017,2
162,9,353,0,0,2017,2
162,567,101069,0,8,2017,2
162,2649,92672,1,7,2017,2
163,8,37,0,0,2017,2
163,9,16,0,0,2017,2
163,567,2486,0,8,2017,2
163,2649,3941,1,7,2017,2
164,8,17,0,0,2017,2
164,9,10,0,0,2017,2
164,567,1582,0,8,2017,2
164,2649,1854,1,7,2017,2
165,8,16,0,0,2017,2
165,9,3,0,0,2017,2
165,567,855,0,8,2017,2
165,2649,725,1,7,2017,2
166,8,27,0,0,2017,2
166,9,5,0,0,2017,2
166,567,2743,0,8,2017,2
166,2649,2636,1,7,2017,2
167,8,55,0,0,2017,2
167,9,25,0,0,2017,2
167,567,4050,0,8,2017,2
167,2649,4211,1,7,2017,2
168,8,54,0,0,2017,2
168,9,32,0,0,2017,2
168,567,4631,0,8,2017,2
168,2649,6001,1,7,2017,2
169,8,31,0,0,2017,2
169,9,28,0,0,2017,2
169,567,2732,0,8,2017,2
169,2649,3678,1,7,2017,2
170,8,35,0,0,2017,2
170,9,8,0,0,2017,2
170,567,1969,0,8,2017,2
170,2649,1686,1,7,2017,2
171,8,19,0,0,2017,2
171,9,11,0,0,2017,2
171,567,875,0,8,2017,2
171,2649,2107,1,7,2017,2
172,8,311,0,0,2017,2
172,9,96,0,0,2017,2
172,567,20425,0,8,2017,2
172,2649,24238,1,7,2017,2
173,8,139,0,0,2017,2
173,9,21,0,0,2017,2
173,567,10652,0,8,2017,2
173,2649,9697,1,7,2017,2
174,8,78,0,0,2017,2
174,9,40,0,0,2017,2
174,567,6514,0,8,2017,2
174,2649,4599,1,7,2017,2
175,8,70,0,0,2017,2
175,9,16,0,0,2017,2
175,567,4705,0,8,2017,2
175,2649,5547,1,7,2017,2
176,8,105,0,0,2017,2
176,9,50,0,0,2017,2
176,567,5643,0,8,2017,2
176,2649,7104,1,7,2017,2
177,8,87,0,0,2017,2
177,9,36,0,0,2017,2
177,567,3934,0,8,2017,2
177,2649,7973,1,7,2017,2
178,8,30,0,0,2017,2
178,9,17,0,0,2017,2
178,567,3730,0,8,2017,2
178,2649,4070,1,7,2017,2
179,8,52,0,0,2017,2
179,9,17,0,0,2017,2
179,567,4657,0,8,2017,2
179,2649,3003,1,7,2017,2
180,8,25,0,0,2017,2
180,9,9,0,0,2017,2
180,567,1704,0,8,2017,2
180,2649,1377,1,7,2017,2
181,8,35,0,0,2017,2
181,9,9,0,0,2017,2
181,567,1438,0,8,2017,2
181,2649,3321,1,7,2017,2
182,8,26,0,0,2017,2
182,9,12,0,0,2017,2
182,567,1117,0,8,2017,2
182,2649,2191,1,7,2017,2
183,8,62,0,0,2017,2
183,9,30,0,0,2017,2
183,567,5021,0,8,2017,2
183,2649,4381,1,7,2017,2
184,8,127,0,0,2017,2
184,9,38,0,0,2017,2
184,567,6709,0,8,2017,2
184,2649,7923,1,7,2017,2
185,8,21,0,0,2017,2
185,9,13,0,0,2017,2
185,567,1573,0,8,2017,2
185,2649,3800,1,7,2017,2
186,8,1366,0,0,2017,2
186,9,539,0,0,2017,2
186,567,55411,0,8,2017,2
186,2649,60457,1,7,2017,2
187,8,2,0,0,2017,2
187,9,0,0,0,2017,2
187,567,82,0,8,2017,2
187,2649,154,1,7,2017,2
188,8,57,0,0,2017,2
188,9,11,0,0,2017,2
188,567,2490,0,8,2017,2
188,2649,3926,1,7,2017,2
189,8,1,0,0,2017,2
189,9,1,0,0,2017,2
189,567,109,0,8,2017,2
189,2649,164,1,7,2017,2
190,8,53,0,0,2017,2
190,9,27,0,0,2017,2
190,567,3150,0,8,2017,2
190,2649,4734,1,7,2017,2
191,8,482,0,0,2017,2
191,9,140,0,0,2017,2
191,567,31962,0,8,2017,2
191,2649,34910,1,7,2017,2
192,8,206,0,0,2017,2
192,9,107,0,0,2017,2
192,567,19646,0,8,2017,2
192,2649,18680,1,7,2017,2
193,8,169,0,0,2017,2
193,9,48,0,0,2017,2
193,567,10218,0,8,2017,2
193,2649,10051,1,7,2017,2
194,8,209,0,0,2017,2
194,9,57,0,0,2017,2
194,567,9804,0,8,2017,2
194,2649,15685,1,7,2017,2
195,8,15,0,0,2017,2
195,9,8,0,0,2017,2
195,567,965,0,8,2017,2
195,2649,1319,1,7,2017,2
196,8,51,0,0,2017,2
196,9,24,0,0,2017,2
196,567,4123,0,8,2017,2
196,2649,5117,1,7,2017,2
197,8,181,0,0,2017,2
197,9,75,0,0,2017,2
197,567,10068,0,8,2017,2
197,2649,14507,1,7,2017,2
198,8,8,0,0,2017,2
198,9,6,0,0,2017,2
198,567,341,0,8,2017,2
198,2649,357,1,7,2017,2
199,8,35,0,0,2017,2
199,9,17,0,0,2017,2
199,567,2482,0,8,2017,2
199,2649,2947,1,7,2017,2
200,8,167,0,0,2017,2
200,9,66,0,0,2017,2
200,567,5818,0,8,2017,2
200,2649,8134,1,7,2017,2
201,8,24,0,0,2017,2
201,9,5,0,0,2017,2
201,567,1601,0,8,2017,2
201,2649,1681,1,7,2017,2
202,8,14,0,0,2017,2
202,9,4,0,0,2017,2
202,567,1224,0,8,2017,2
202,2649,1956,1,7,2017,2
203,8,16,0,0,2017,2
203,9,3,0,0,2017,2
203,567,1836,0,8,2017,2
203,2649,1626,1,7,2017,2
204,8,117,0,0,2017,2
204,9,31,0,0,2017,2
204,567,7291,0,8,2017,2
204,2649,12028,1,7,2017,2
205,8,345,0,0,2017,2
205,9,107,0,0,2017,2
205,567,29113,0,8,2017,2
205,2649,19070,1,7,2017,2
206,8,23,0,0,2017,2
206,9,14,0,0,2017,2
206,567,1625,0,8,2017,2
206,2649,2746,1,7,2017,2
207,8,19,0,0,2017,2
207,9,5,0,0,2017,2
207,567,1429,0,8,2017,2
207,2649,2624,1,7,2017,2
208,8,18,0,0,2017,2
208,9,12,0,0,2017,2
208,567,1616,0,8,2017,2
208,2649,2531,1,7,2017,2
209,8,26,0,0,2017,2
209,9,7,0,0,2017,2
209,567,2422,0,8,2017,2
209,2649,3524,1,7,2017,2
210,8,177,0,0,2017,2
210,9,67,0,0,2017,2
210,567,11244,0,8,2017,2
210,2649,10587,1,7,2017,2
211,8,242,0,0,2017,2
211,9,80,0,0,2017,2
211,567,17299,0,8,2017,2
211,2649,17176,1,7,2017,2
212,8,1010,0,0,2017,2
212,9,308,0,0,2017,2
212,567,46969,0,8,2017,2
212,2649,46493,1,7,2017,2
213,8,35,0,0,2017,2
213,9,15,0,0,2017,2
213,567,2429,0,8,2017,2
213,2649,2739,1,7,2017,2
214,8,38,0,0,2017,2
214,9,17,0,0,2017,2
214,567,1364,0,8,2017,2
214,2649,1907,1,7,2017,2
215,8,29,0,0,2017,2
215,9,7,0,0,2017,2
215,567,2858,0,8,2017,2
215,2649,1515,1,7,2017,2
216,8,50,0,0,2017,2
216,9,16,0,0,2017,2
216,567,3184,0,8,2017,2
216,2649,3177,1,7,2017,2
217,8,16,0,0,2017,2
217,9,4,0,0,2017,2
217,567,1131,0,8,2017,2
217,2649,1191,1,7,2017,2
218,8,37,0,0,2017,2
218,9,20,0,0,2017,2
218,567,3876,0,8,2017,2
218,2649,4103,1,7,2017,2
219,8,34,0,0,2017,2
219,9,24,0,0,2017,2
219,567,3131,0,8,2017,2
219,2649,4377,1,7,2017,2
220,8,44,0,0,2017,2
220,9,12,0,0,2017,2
220,567,1411,0,8,2017,2
220,2649,4688,1,7,2017,2
221,8,90,0,0,2017,2
221,9,33,0,0,2017,2
221,567,4644,0,8,2017,2
221,2649,6671,1,7,2017,2
222,8,59,0,0,2017,2
222,9,16,0,0,2017,2
222,567,3938,0,8,2017,2
