comuna_datachile_id,candidato_id,partido_id,electo,votos_candidato,year,election_id
48,2601,2,0,214,2009,3
48,2602,9,1,621,2009,3
48,2603,23,0,271,2009,3
51,8,0,0,50,2009,3
51,9,0,0,73,2009,3
51,2599,7,1,576,2009,3
51,2600,23,0,320,2009,3
51,2601,2,0,97,2009,3
51,2602,9,1,264,2009,3
51,2603,23,0,154,2009,3
54,8,0,0,760,2009,3
54,9,0,0,498,2009,3
54,2599,7,1,7607,2009,3
54,2600,23,0,3667,2009,3
54,2601,2,0,2186,2009,3
54,2602,9,1,5886,2009,3
54,2603,23,0,2830,2009,3
57,8,0,0,331,2009,3
57,9,0,0,261,2009,3
57,2580,6,1,2860,2009,3
57,2581,10,0,3010,2009,3
57,2582,8,0,313,2009,3
57,2583,4,0,81,2009,3
57,2584,9,1,2795,2009,3
58,8,0,0,29,2009,3
58,9,0,0,41,2009,3
58,483,10,1,142,2009,3
58,485,8,0,72,2009,3
58,2553,9,0,30,2009,3
58,2554,6,1,238,2009,3
58,2555,7,0,153,2009,3
60,8,0,0,535,2009,3
60,9,0,0,430,2009,3
60,2585,7,1,3702,2009,3
60,2586,8,0,678,2009,3
60,2587,8,0,148,2009,3
60,2588,11,1,2661,2009,3
60,2589,4,0,141,2009,3
60,2590,8,0,2726,2009,3
60,2591,9,0,556,2009,3
63,8,0,0,708,2009,3
63,9,0,0,332,2009,3
63,2569,7,1,7887,2009,3
63,2570,9,0,357,2009,3
63,2571,6,0,3390,2009,3
63,2572,8,0,332,2009,3
63,2573,23,0,123,2009,3
63,2574,11,1,4825,2009,3
66,8,0,0,1064,2009,3
66,9,0,0,693,2009,3
66,2575,9,1,6591,2009,3
66,2576,10,0,4804,2009,3
66,2577,6,1,6707,2009,3
66,2578,4,0,369,2009,3
66,2579,7,0,935,2009,3
68,8,0,0,2962,2009,3
68,9,0,0,1263,2009,3
68,2556,11,0,11539,2009,3
68,2557,7,1,15584,2009,3
68,2558,6,0,941,2009,3
68,2559,10,1,11580,2009,3
68,2560,23,0,8121,2009,3
68,2561,23,0,1614,2009,3
72,8,0,0,384,2009,3
72,9,0,0,305,2009,3
72,2592,23,0,433,2009,3
72,2593,8,0,2415,2009,3
72,2594,11,1,1818,2009,3
72,2595,9,0,1943,2009,3
72,2596,7,1,1995,2009,3
72,2597,8,0,47,2009,3
72,2598,4,0,111,2009,3
73,8,0,0,396,2009,3
73,9,0,0,190,2009,3
73,2585,7,1,3260,2009,3
73,2586,8,0,225,2009,3
73,2587,8,0,42,2009,3
73,2588,11,1,3122,2009,3
73,2589,4,0,105,2009,3
73,2590,8,0,1354,2009,3
73,2591,9,0,414,2009,3
77,8,0,0,167,2009,3
77,9,0,0,216,2009,3
77,2592,23,0,248,2009,3
77,2593,8,0,765,2009,3
77,2594,11,1,544,2009,3
77,2595,9,0,727,2009,3
77,2596,7,1,1319,2009,3
77,2597,8,0,20,2009,3
77,2598,4,0,56,2009,3
78,8,0,0,259,2009,3
78,9,0,0,298,2009,3
78,2575,9,1,1360,2009,3
78,2576,10,0,2033,2009,3
78,2577,6,1,1985,2009,3
78,2578,4,0,112,2009,3
78,2579,7,0,370,2009,3
79,8,0,0,3508,2009,3
79,9,0,0,1935,2009,3
79,2575,9,1,17094,2009,3
79,2576,10,0,9261,2009,3
79,2577,6,1,22365,2009,3
79,2578,4,0,1556,2009,3
79,2579,7,0,2777,2009,3
81,8,0,0,423,2009,3
81,9,0,0,197,2009,3
81,2556,11,0,1490,2009,3
81,2557,7,1,1168,2009,3
81,2558,6,0,82,2009,3
81,2559,10,1,2410,2009,3
81,2560,23,0,1196,2009,3
81,2561,23,0,50,2009,3
86,8,0,0,269,2009,3
86,9,0,0,128,2009,3
86,2569,7,1,1407,2009,3
86,2570,9,0,132,2009,3
86,2571,6,0,2394,2009,3
86,2572,8,0,214,2009,3
86,2573,23,0,52,2009,3
86,2574,11,1,2429,2009,3
87,8,0,0,238,2009,3
87,9,0,0,89,2009,3
87,2569,7,1,1060,2009,3
87,2570,9,0,175,2009,3
87,2571,6,0,1985,2009,3
87,2572,8,0,229,2009,3
87,2573,23,0,53,2009,3
87,2574,11,1,2113,2009,3
88,8,0,0,119,2009,3
88,9,0,0,139,2009,3
88,2575,9,1,815,2009,3
88,2576,10,0,486,2009,3
88,2577,6,1,1100,2009,3
88,2578,4,0,60,2009,3
88,2579,7,0,142,2009,3
89,8,0,0,259,2009,3
89,9,0,0,190,2009,3
89,2585,7,1,1520,2009,3
89,2586,8,0,253,2009,3
89,2587,8,0,76,2009,3
89,2588,11,1,932,2009,3
89,2589,4,0,54,2009,3
89,2590,8,0,795,2009,3
89,2591,9,0,231,2009,3
92,8,0,0,627,2009,3
92,9,0,0,473,2009,3
92,2592,23,0,935,2009,3
92,2593,8,0,1852,2009,3
92,2594,11,1,4122,2009,3
92,2595,9,0,2314,2009,3
92,2596,7,1,1794,2009,3
92,2597,8,0,57,2009,3
92,2598,4,0,109,2009,3
93,8,0,0,135,2009,3
93,9,0,0,87,2009,3
93,2556,11,0,334,2009,3
93,2557,7,1,1076,2009,3
93,2558,6,0,44,2009,3
93,2559,10,1,1039,2009,3
93,2560,23,0,473,2009,3
93,2561,23,0,17,2009,3
98,8,0,0,331,2009,3
98,9,0,0,305,2009,3
98,2585,7,1,2161,2009,3
98,2586,8,0,277,2009,3
98,2587,8,0,49,2009,3
98,2588,11,1,1830,2009,3
98,2589,4,0,125,2009,3
98,2590,8,0,683,2009,3
98,2591,9,0,710,2009,3
99,8,0,0,47,2009,3
99,9,0,0,39,2009,3
99,483,10,1,100,2009,3
99,485,8,0,147,2009,3
99,2553,9,0,53,2009,3
99,2554,6,1,141,2009,3
99,2555,7,0,113,2009,3
100,8,0,0,297,2009,3
100,9,0,0,260,2009,3
100,2592,23,0,308,2009,3
100,2593,8,0,3283,2009,3
100,2594,11,1,1236,2009,3
100,2595,9,0,1474,2009,3
100,2596,7,1,1641,2009,3
100,2597,8,0,64,2009,3
100,2598,4,0,87,2009,3
102,8,0,0,30,2009,3
102,9,0,0,44,2009,3
102,2599,7,1,391,2009,3
102,2600,23,0,14,2009,3
102,2601,2,0,48,2009,3
102,2602,9,1,177,2009,3
102,2603,23,0,70,2009,3
103,8,0,0,466,2009,3
103,9,0,0,315,2009,3
103,2562,8,0,1378,2009,3
103,2563,8,0,56,2009,3
103,2564,9,1,1750,2009,3
103,2565,8,0,227,2009,3
103,2566,7,1,1694,2009,3
103,2567,6,0,1854,2009,3
103,2568,2,0,796,2009,3
105,8,0,0,240,2009,3
105,9,0,0,294,2009,3
105,2575,9,1,2061,2009,3
105,2576,10,0,1225,2009,3
105,2577,6,1,1604,2009,3
105,2578,4,0,120,2009,3
105,2579,7,0,406,2009,3
108,8,0,0,105,2009,3
108,9,0,0,70,2009,3
108,483,10,1,602,2009,3
108,485,8,0,485,2009,3
108,2553,9,0,90,2009,3
108,2554,6,1,710,2009,3
108,2555,7,0,253,2009,3
109,8,0,0,187,2009,3
109,9,0,0,126,2009,3
109,2556,11,0,580,2009,3
109,2557,7,1,1518,2009,3
109,2558,6,0,70,2009,3
109,2559,10,1,1328,2009,3
109,2560,23,0,628,2009,3
109,2561,23,0,27,2009,3
113,8,0,0,3507,2009,3
113,9,0,0,1723,2009,3
113,483,10,1,19788,2009,3
113,485,8,0,14384,2009,3
113,2553,9,0,1466,2009,3
113,2554,6,1,25045,2009,3
113,2555,7,0,6052,2009,3
115,8,0,0,84,2009,3
115,9,0,0,50,2009,3
115,2569,7,1,377,2009,3
115,2570,9,0,117,2009,3
115,2571,6,0,601,2009,3
115,2572,8,0,87,2009,3
115,2573,23,0,45,2009,3
115,2574,11,1,627,2009,3
116,8,0,0,29,2009,3
116,9,0,0,10,2009,3
116,2569,7,1,197,2009,3
116,2570,9,0,12,2009,3
116,2571,6,0,55,2009,3
116,2572,8,0,11,2009,3
116,2573,23,0,7,2009,3
116,2574,11,1,96,2009,3
118,8,0,0,445,2009,3
118,9,0,0,232,2009,3
118,2562,8,0,1445,2009,3
118,2563,8,0,53,2009,3
118,2564,9,1,1402,2009,3
118,2565,8,0,68,2009,3
118,2566,7,1,1765,2009,3
118,2567,6,0,1149,2009,3
118,2568,2,0,794,2009,3
123,8,0,0,672,2009,3
123,9,0,0,528,2009,3
123,2562,8,0,2161,2009,3
123,2563,8,0,72,2009,3
123,2564,9,1,5676,2009,3
123,2565,8,0,121,2009,3
123,2566,7,1,3510,2009,3
123,2567,6,0,1864,2009,3
123,2568,2,0,2096,2009,3
129,8,0,0,12,2009,3
129,9,0,0,36,2009,3
129,2599,7,1,193,2009,3
129,2600,23,0,136,2009,3
129,2601,2,0,44,2009,3
129,2602,9,1,121,2009,3
129,2603,23,0,82,2009,3
135,8,0,0,783,2009,3
135,9,0,0,389,2009,3
135,2585,7,1,5474,2009,3
135,2586,8,0,505,2009,3
