comuna_datachile_id,candidato_id,partido_id,votos_candidato,electo,year,election_id
158,1148,8,2041,0,2016,5
158,1149,8,823,0,2016,5
158,1150,8,197,0,2016,5
159,8,0,264,0,2016,5
159,9,0,171,0,2016,5
159,1151,6,6753,1,2016,5
159,1152,2,6272,0,2016,5
160,8,0,640,0,2016,5
160,9,0,337,0,2016,5
160,1153,8,14464,1,2016,5
160,1154,9,9942,0,2016,5
160,1155,6,5445,0,2016,5
161,8,0,60,0,2016,5
161,9,0,83,0,2016,5
161,1156,11,2313,1,2016,5
161,1157,8,977,0,2016,5
161,1158,8,54,0,2016,5
162,8,0,3642,0,2016,5
162,9,0,1399,0,2016,5
162,1159,8,35303,1,2016,5
162,1160,8,30615,0,2016,5
162,1161,9,17040,0,2016,5
162,1162,8,11004,0,2016,5
162,1163,8,2222,0,2016,5
162,1164,28,1174,0,2016,5
163,8,0,83,0,2016,5
163,9,0,65,0,2016,5
163,1165,8,3792,1,2016,5
163,1166,8,2983,0,2016,5
164,8,0,50,0,2016,5
164,9,0,76,0,2016,5
164,1167,6,2983,1,2016,5
164,1168,10,823,0,2016,5
165,8,0,38,0,2016,5
165,9,0,23,0,2016,5
165,1169,8,1290,1,2016,5
165,1170,10,912,0,2016,5
166,8,0,49,0,2016,5
166,9,0,45,0,2016,5
166,224,8,2648,1,2016,5
166,1171,6,1816,0,2016,5
166,1172,10,706,0,2016,5
166,1173,8,121,0,2016,5
167,8,0,128,0,2016,5
167,9,0,84,0,2016,5
167,1174,8,3738,1,2016,5
167,1175,8,2560,0,2016,5
167,1176,10,2159,0,2016,5
167,1177,5,135,0,2016,5
168,8,0,214,0,2016,5
168,9,0,161,0,2016,5
168,1178,9,6760,1,2016,5
168,1179,8,2205,0,2016,5
169,8,0,105,0,2016,5
169,9,0,120,0,2016,5
169,1180,9,2856,1,2016,5
169,1181,8,2194,0,2016,5
169,1182,8,1290,0,2016,5
169,1183,8,207,0,2016,5
170,8,0,38,0,2016,5
170,9,0,28,0,2016,5
170,1184,8,2394,1,2016,5
170,1185,11,2260,0,2016,5
171,8,0,26,0,2016,5
171,9,0,38,0,2016,5
171,1186,6,1556,1,2016,5
171,1187,8,1150,0,2016,5
171,1188,8,670,0,2016,5
172,8,0,711,0,2016,5
172,9,0,548,0,2016,5
172,228,12,449,0,2016,5
172,1189,7,16073,1,2016,5
172,1190,11,9127,0,2016,5
172,1191,8,1757,0,2016,5
172,1192,8,854,0,2016,5
172,1193,8,243,0,2016,5
173,8,0,279,0,2016,5
173,9,0,147,0,2016,5
173,1194,9,10418,1,2016,5
173,1195,6,4524,0,2016,5
173,1196,8,3109,0,2016,5
173,1197,8,643,0,2016,5
173,1198,8,119,0,2016,5
174,8,0,119,0,2016,5
174,9,0,154,0,2016,5
174,1199,9,5117,1,2016,5
174,1200,6,4367,0,2016,5
174,1201,8,1580,0,2016,5
174,1202,8,215,0,2016,5
175,8,0,117,0,2016,5
175,9,0,112,0,2016,5
175,1203,6,4055,1,2016,5
175,1204,8,3267,0,2016,5
175,1205,8,2752,0,2016,5
176,8,0,151,0,2016,5
176,9,0,115,0,2016,5
176,1206,9,7993,1,2016,5
176,1207,8,5005,0,2016,5
177,8,0,148,0,2016,5
177,9,0,104,0,2016,5
177,1208,11,4576,1,2016,5
177,1209,8,3840,0,2016,5
177,1210,6,3199,0,2016,5
178,8,0,71,0,2016,5
178,9,0,56,0,2016,5
178,1211,10,3852,1,2016,5
178,1212,8,2875,0,2016,5
178,1213,20,645,0,2016,5
179,8,0,152,0,2016,5
179,9,0,120,0,2016,5
179,1214,6,4688,1,2016,5
179,1215,9,2284,0,2016,5
180,8,0,41,0,2016,5
180,9,0,69,0,2016,5
180,1216,8,1761,1,2016,5
180,1217,9,1602,0,2016,5
181,8,0,48,0,2016,5
181,9,0,37,0,2016,5
181,1218,11,2045,1,2016,5
181,1219,8,1385,0,2016,5
181,1220,8,1321,0,2016,5
181,1221,8,534,0,2016,5
182,8,0,25,0,2016,5
182,9,0,41,0,2016,5
182,1222,7,2114,1,2016,5
182,1223,9,2102,0,2016,5
182,1224,8,75,0,2016,5
183,8,0,185,0,2016,5
183,9,0,120,0,2016,5
183,1225,16,3235,1,2016,5
183,1226,8,1809,0,2016,5
183,1227,8,1657,0,2016,5
183,1228,7,929,0,2016,5
183,1229,8,807,0,2016,5
183,1230,8,331,0,2016,5
184,8,0,429,0,2016,5
184,9,0,300,0,2016,5
184,1231,9,8123,1,2016,5
184,1232,6,3084,0,2016,5
184,1233,8,1660,0,2016,5
185,8,0,45,0,2016,5
185,9,0,44,0,2016,5
185,1234,6,3656,1,2016,5
185,1235,8,2247,0,2016,5
186,8,0,1807,0,2016,5
186,9,0,807,0,2016,5
186,1236,8,30933,1,2016,5
186,1237,11,22327,0,2016,5
186,1238,13,6031,0,2016,5
186,1239,8,3102,0,2016,5
187,8,0,2,0,2016,5
187,9,0,3,0,2016,5
187,1240,8,214,1,2016,5
187,1241,9,211,0,2016,5
188,8,0,117,0,2016,5
188,9,0,76,0,2016,5
188,1242,10,3024,1,2016,5
188,1243,8,2950,0,2016,5
189,8,0,14,0,2016,5
189,9,0,9,0,2016,5
189,1244,6,523,1,2016,5
189,1245,8,370,0,2016,5
189,1246,8,68,0,2016,5
189,1247,8,50,0,2016,5
189,1248,15,44,0,2016,5
190,8,0,117,0,2016,5
190,9,0,95,0,2016,5
190,1249,6,3710,1,2016,5
190,1250,8,2178,0,2016,5
190,1251,9,1853,0,2016,5
191,8,0,1455,0,2016,5
191,9,0,691,0,2016,5
191,1252,9,14330,1,2016,5
191,1253,8,12411,0,2016,5
191,1254,6,8581,0,2016,5
192,8,0,377,0,2016,5
192,9,0,350,0,2016,5
192,1255,8,21355,1,2016,5
192,1256,11,6874,0,2016,5
192,1257,8,598,0,2016,5
192,1258,21,450,0,2016,5
192,1259,5,348,0,2016,5
193,8,0,238,0,2016,5
193,9,0,155,0,2016,5
193,1260,7,10192,1,2016,5
193,1261,10,3894,0,2016,5
193,1262,12,235,0,2016,5
193,1263,28,119,0,2016,5
194,8,0,475,0,2016,5
194,9,0,394,0,2016,5
194,1264,7,9895,1,2016,5
194,1265,11,5512,0,2016,5
195,8,0,29,0,2016,5
195,9,0,21,0,2016,5
195,1266,7,1529,1,2016,5
195,1267,11,1415,0,2016,5
196,8,0,111,0,2016,5
196,9,0,100,0,2016,5
196,1268,10,4426,1,2016,5
196,1269,6,3800,0,2016,5
196,1270,8,243,0,2016,5
196,1271,5,112,0,2016,5
197,8,0,367,0,2016,5
197,9,0,282,0,2016,5
197,1272,7,12925,1,2016,5
197,1273,11,5199,0,2016,5
198,8,0,14,0,2016,5
198,9,0,10,0,2016,5
198,1274,8,377,1,2016,5
198,1275,8,288,0,2016,5
198,1276,7,264,0,2016,5
198,1277,8,219,0,2016,5
198,1278,8,11,0,2016,5
199,8,0,42,0,2016,5
199,9,0,42,0,2016,5
199,1279,9,3505,1,2016,5
199,1280,8,2426,0,2016,5
200,8,0,263,0,2016,5
200,9,0,336,0,2016,5
200,1281,10,6111,1,2016,5
200,1282,7,5250,0,2016,5
200,1283,8,588,0,2016,5
201,8,0,43,0,2016,5
201,9,0,28,0,2016,5
201,1284,6,1991,1,2016,5
201,1285,9,1549,0,2016,5
202,8,0,22,0,2016,5
202,9,0,20,0,2016,5
202,1286,7,1748,1,2016,5
202,1287,8,1501,0,2016,5
202,1288,9,304,0,2016,5
203,8,0,26,0,2016,5
203,9,0,22,0,2016,5
203,1289,11,2251,1,2016,5
203,1290,8,2143,0,2016,5
203,1291,20,197,0,2016,5
203,1292,8,65,0,2016,5
204,8,0,257,0,2016,5
204,9,0,159,0,2016,5
204,1293,6,10389,1,2016,5
204,1294,9,6401,0,2016,5
204,1295,5,554,0,2016,5
205,8,0,824,0,2016,5
205,9,0,390,0,2016,5
205,1296,8,13010,1,2016,5
205,1297,1,8663,0,2016,5
205,1298,6,2986,0,2016,5
205,1299,12,1469,0,2016,5
205,1300,8,1220,0,2016,5
206,8,0,47,0,2016,5
206,9,0,48,0,2016,5
206,1301,6,2827,1,2016,5
206,1302,8,1513,0,2016,5
206,1303,8,129,0,2016,5
207,8,0,43,0,2016,5
207,9,0,23,0,2016,5
207,1304,8,2821,1,2016,5
207,1305,6,1991,0,2016,5
207,1306,8,95,0,2016,5
208,8,0,34,0,2016,5
208,9,0,32,0,2016,5
208,1307,8,2338,1,2016,5
208,1308,9,1884,0,2016,5
208,1309,8,777,0,2016,5
209,8,0,83,0,2016,5
209,9,0,72,0,2016,5
209,1310,7,3538,1,2016,5
209,1311,8,2964,0,2016,5
210,8,0,226,0,2016,5
210,9,0,137,0,2016,5
210,341,8,92,0,2016,5
210,1312,9,11698,1,2016,5
210,1313,8,4824,0,2016,5
210,1314,8,2316,0,2016,5
210,1315,8,755,0,2016,5
210,1316,8,250,0,2016,5
211,8,0,377,0,2016,5
211,9,0,281,0,2016,5
211,1317,9,12893,1,2016,5
211,1318,6,11413,0,2016,5
211,1319,8,692,0,2016,5
211,1320,12,290,0,2016,5
211,1321,8,274,0,2016,5
211,1322,8,169,0,2016,5
212,8,0,2059,0,2016,5
212,9,0,1021,0,2016,5
212,1323,9,27372,1,2016,5
212,1324,6,13722,0,2016,5
212,1325,12,4322,0,2016,5
212,1326,5,1622,0,2016,5
213,8,0,41,0,2016,5
213,9,0,56,0,2016,5
213,1327,6,3385,1,2016,5
213,1328,11,1998,0,2016,5
213,1329,8,125,0,2016,5
213,1330,20,73,0,2016,5
214,8,0,90,0,2016,5
214,9,0,40,0,2016,5
214,1331,8,2517,1,2016,5
214,1332,7,859,0,2016,5
215,8,0,62,0,2016,5
215,9,0,53,0,2016,5
215,1333,8,1962,1,2016,5
215,1334,8,1058,0,2016,5
215,1335,9,1005,0,2016,5
215,1336,7,666,0,2016,5
216,8,0,101,0,2016,5
216,9,0,60,0,2016,5
216,1337,8,3978,1,2016,5
216,1338,8,2665,0,2016,5
216,1339,10,448,0,2016,5
217,8,0,19,0,2016,5
217,9,0,38,0,2016,5
217,1340,8,1354,1,2016,5
217,1341,9,845,0,2016,5
217,1342,8,444,0,2016,5
217,1343,8,389,0,2016,5
217,1344,8,62,0,2016,5
217,1345,8,9,0,2016,5
218,8,0,67,0,2016,5
218,9,0,124,0,2016,5
218,1346,2,5401,1,2016,5
218,1347,6,2484,0,2016,5
219,8,0,61,0,2016,5
219,9,0,44,0,2016,5
219,1348,10,4435,1,2016,5
219,1349,8,2797,0,2016,5
219,1350,8,857,0,2016,5
219,1351,8,70,0,2016,5
220,8,0,81,0,2016,5
220,9,0,42,0,2016,5
220,1352,6,4073,1,2016,5
220,1353,8,1394,0,2016,5
220,1354,8,328,0,2016,5
221,8,0,176,0,2016,5
221,9,0,113,0,2016,5
221,1355,7,3580,1,2016,5
221,1356,10,3183,0,2016,5
221,1357,13,999,0,2016,5
222,8,0,121,0,2016,5
222,9,0,101,0,2016,5
222,1358,11,3167,1,2016,5
222,1359,8,2905,0,2016,5
222,1360,7,2686,0,2016,5
222,1361,8,423,0,2016,5
223,8,0,29,0,2016,5
223,9,0,33,0,2016,5
223,1362,9,3443,1,2016,5
223,1363,8,2271,0,2016,5
224,8,0,18,0,2016,5
224,9,0,16,0,2016,5
224,1364,7,2344,1,2016,5
224,1365,8,1712,0,2016,5
225,8,0,68,0,2016,5
225,9,0,42,0,2016,5
225,1366,9,1321,1,2016,5
225,1367,7,741,0,2016,5
226,8,0,47,0,2016,5
226,9,0,59,0,2016,5
226,1368,9,2193,1,2016,5
226,1369,8,1798,0,2016,5
226,1370,7,494,0,2016,5
226,1371,8,469,0,2016,5
226,1372,16,147,0,2016,5
227,8,0,2,0,2016,5
227,9,0,9,0,2016,5
227,1373,8,385,1,2016,5
227,1374,7,139,0,2016,5
228,2,6,32092,1,2016,5
228,8,0,771,0,2016,5
228,9,0,409,0,2016,5
228,1375,8,25425,0,2016,5
228,1376,13,1983,0,2016,5
228,1377,28,402,0,2016,5
228,1378,12,397,0,2016,5
229,8,0,80,0,2016,5
229,9,0,71,0,2016,5
229,1379,8,2771,1,2016,5
229,1380,7,2031,0,2016,5
229,1381,8,1474,0,2016,5
229,1382,8,1326,0,2016,5
230,8,0,181,0,2016,5
230,9,0,101,0,2016,5
230,1383,7,4740,1,2016,5
230,1384,9,2666,0,2016,5
230,1385,8,738,0,2016,5
230,1386,8,339,0,2016,5
230,1387,8,310,0,2016,5
231,8,0,1630,0,2016,5
231,9,0,790,0,2016,5
231,1388,10,18301,1,2016,5
231,1389,6,11128,0,2016,5
231,1390,8,5164,0,2016,5
231,1391,5,1939,0,2016,5
232,8,0,1938,0,2016,5
232,9,0,883,0,2016,5
232,1392,7,67107,1,2016,5
232,1393,10,12245,0,2016,5
232,1394,5,3123,0,2016,5
233,8,0,1555,0,2016,5
233,9,0,802,0,2016,5
233,1395,10,22742,1,2016,5
233,1396,7,10309,0,2016,5
233,1397,8,4726,0,2016,5
233,1398,8,2948,0,2016,5
233,1399,16,992,0,2016,5
234,8,0,47,0,2016,5
234,9,0,67,0,2016,5
234,1400,6,2400,1,2016,5
234,1401,9,1310,0,2016,5
234,1402,8,268,0,2016,5
234,1403,8,157,0,2016,5
234,1404,8,140,0,2016,5
235,8,0,253,0,2016,5
235,9,0,227,0,2016,5
235,1405,8,5659,1,2016,5
235,1406,10,2584,0,2016,5
235,1407,6,2282,0,2016,5
235,1408,8,2163,0,2016,5
235,1409,8,1562,0,2016,5
235,1410,8,752,0,2016,5
235,1411,16,132,0,2016,5
236,8,0,11,0,2016,5
236,9,0,28,0,2016,5
236,1412,7,1754,1,2016,5
236,1413,9,972,0,2016,5
237,8,0,74,0,2016,5
237,9,0,68,0,2016,5
237,1414,8,1228,1,2016,5
237,1415,8,1170,0,2016,5
237,1416,23,1057,0,2016,5
237,1417,10,1001,0,2016,5
237,1418,8,358,0,2016,5
237,1419,8,122,0,2016,5
238,8,0,611,0,2016,5
238,9,0,314,0,2016,5
238,1420,7,15209,1,2016,5
238,1421,10,6576,0,2016,5
238,1422,8,5588,0,2016,5
238,1423,8,2848,0,2016,5
238,1424,8,751,0,2016,5
238,1425,8,531,0,2016,5
238,1426,22,395,0,2016,5
238,1427,8,346,0,2016,5
239,8,0,20,0,2016,5
239,9,0,52,0,2016,5
239,1428,8,1347,1,2016,5
239,1429,10,495,0,2016,5
239,1430,16,433,0,2016,5
240,8,0,87,0,2016,5
240,9,0,67,0,2016,5
240,1431,11,3541,1,2016,5
240,1432,6,2360,0,2016,5
240,1433,8,284,0,2016,5
241,8,0,198,0,2016,5
241,9,0,168,0,2016,5
241,1434,9,6622,1,2016,5
241,1435,8,1273,0,2016,5
242,8,0,96,0,2016,5
242,9,0,73,0,2016,5
242,1436,10,3991,1,2016,5
242,1437,7,1735,0,2016,5
243,8,0,25,0,2016,5
243,9,0,36,0,2016,5
243,1438,8,1242,1,2016,5
243,1439,11,941,0,2016,5
243,1440,7,263,0,2016,5
243,1441,8,68,0,2016,5
244,8,0,64,0,2016,5
244,9,0,64,0,2016,5
244,1442,6,2828,1,2016,5
244,1443,9,2733,0,2016,5
244,1444,8,333,0,2016,5
245,8,0,38,0,2016,5
245,9,0,42,0,2016,5
245,1445,9,2042,1,2016,5
245,1446,6,1462,0,2016,5
246,8,0,105,0,2016,5
246,9,0,169,0,2016,5
246,1447,9,4391,1,2016,5
246,1448,7,4163,0,2016,5
247,8,0,30,0,2016,5
247,9,0,53,0,2016,5
247,1449,8,2294,1,2016,5
247,1450,8,2137,0,2016,5
248,8,0,26,0,2016,5
248,9,0,22,0,2016,5
248,1451,8,870,1,2016,5
248,1452,8,671,0,2016,5
248,1453,8,528,0,2016,5
248,1454,8,428,0,2016,5
248,1455,8,12,0,2016,5
249,8,0,1023,0,2016,5
249,9,0,411,0,2016,5
249,1456,8,17964,1,2016,5
249,1457,14,9819,0,2016,5
249,1458,6,4725,0,2016,5
249,1459,8,3133,0,2016,5
250,8,0,47,0,2016,5
250,9,0,57,0,2016,5
250,1460,8,2904,1,2016,5
250,1461,8,2056,0,2016,5
250,1462,6,109,0,2016,5
251,8,0,93,0,2016,5
251,9,0,79,0,2016,5
251,1463,7,3820,1,2016,5
251,1464,9,2326,0,2016,5
251,1465,8,1488,0,2016,5
252,8,0,602,0,2016,5
252,9,0,369,0,2016,5
252,134,4,1233,0,2016,5
252,478,7,4223,0,2016,5
252,1466,9,17398,1,2016,5
252,1467,16,741,0,2016,5
253,8,0,1216,0,2016,5
253,9,0,476,0,2016,5
253,39,4,2310,0,2016,5
253,1468,10,18585,1,2016,5
253,1469,8,12357,0,2016,5
253,1470,16,2020,0,2016,5
253,1471,8,1752,0,2016,5
254,8,0,21,0,2016,5
254,9,0,54,0,2016,5
254,1472,6,1567,1,2016,5
254,1473,8,1252,0,2016,5
254,1474,8,1174,0,2016,5
254,1475,8,72,0,2016,5
255,8,0,108,0,2016,5
255,9,0,72,0,2016,5
255,1476,11,3624,1,2016,5
255,1477,8,3072,0,2016,5
256,8,0,1207,0,2016,5
256,9,0,408,0,2016,5
256,1478,9,8696,1,2016,5
256,1479,7,6107,0,2016,5
256,1480,8,5451,0,2016,5
256,1481,5,3212,0,2016,5
257,8,0,121,0,2016,5
257,9,0,83,0,2016,5
257,1482,8,8851,1,2016,5
257,1483,8,2404,0,2016,5
258,8,0,69,0,2016,5
258,9,0,43,0,2016,5
258,1484,2,3447,1,2016,5
258,1485,8,2964,0,2016,5
259,8,0,1240,0,2016,5
259,9,0,575,0,2016,5
259,1486,8,39693,1,2016,5
259,1487,1,11312,0,2016,5
260,8,0,57,0,2016,5
260,9,0,33,0,2016,5
260,1488,11,2180,1,2016,5
260,1489,8,1369,0,2016,5
261,8,0,113,0,2016,5
261,9,0,93,0,2016,5
261,1490,2,3138,1,2016,5
261,1491,7,1884,0,2016,5
262,8,0,923,0,2016,5
262,9,0,513,0,2016,5
262,97,5,457,0,2016,5
262,1492,1,22258,1,2016,5
262,1493,6,15176,0,2016,5
262,1494,13,1299,0,2016,5
262,1495,12,456,0,2016,5
263,8,0,66,0,2016,5
263,9,0,57,0,2016,5
263,1496,8,3082,1,2016,5
263,1497,7,1151,0,2016,5
263,1498,8,612,0,2016,5
263,1499,16,154,0,2016,5
264,8,0,747,0,2016,5
264,9,0,467,0,2016,5
264,1500,9,19519,1,2016,5
264,1501,6,8116,0,2016,5
264,1502,13,2569,0,2016,5
265,8,0,525,0,2016,5
265,9,0,356,0,2016,5
265,1503,8,10790,1,2016,5
265,1504,8,7476,0,2016,5
266,8,0,198,0,2016,5
266,9,0,149,0,2016,5
266,1505,8,6435,1,2016,5
266,1506,2,1335,0,2016,5
266,1507,7,1105,0,2016,5
267,8,0,90,0,2016,5
267,9,0,68,0,2016,5
267,1508,7,4937,1,2016,5
267,1509,9,4139,0,2016,5
268,8,0,33,0,2016,5
268,9,0,20,0,2016,5
268,1510,9,3239,1,2016,5
268,1511,8,2417,0,2016,5
269,8,0,217,0,2016,5
269,9,0,125,0,2016,5
269,1512,6,7508,1,2016,5
269,1513,11,4919,0,2016,5
270,8,0,78,0,2016,5
270,9,0,90,0,2016,5
270,1514,7,3540,1,2016,5
270,1515,2,2930,0,2016,5
271,8,0,24,0,2016,5
271,9,0,28,0,2016,5
271,1516,7,1345,1,2016,5
271,1517,11,1103,0,2016,5
272,8,0,13,0,2016,5
272,9,0,14,0,2016,5
272,1518,6,1173,1,2016,5
272,1519,11,661,0,2016,5
272,1520,4,14,0,2016,5
273,8,0,106,0,2016,5
273,9,0,104,0,2016,5
273,1521,7,3802,1,2016,5
273,1522,8,1252,0,2016,5
273,1523,8,1173,0,2016,5
273,1524,16,115,0,2016,5
274,8,0,1,0,2016,5
274,9,0,6,0,2016,5
274,1525,8,375,1,2016,5
274,1526,8,110,0,2016,5
274,1527,8,18,0,2016,5
275,8,0,98,0,2016,5
275,9,0,93,0,2016,5
275,1528,10,5608,1,2016,5
275,1529,8,864,0,2016,5
275,1530,8,298,0,2016,5
276,8,0,100,0,2016,5
276,9,0,95,0,2016,5
276,1531,8,3935,1,2016,5
276,1532,8,1848,0,2016,5
276,1533,29,363,0,2016,5
276,1534,8,79,0,2016,5
277,8,0,111,0,2016,5
277,9,0,107,0,2016,5
277,1535,6,6570,1,2016,5
277,1536,10,2337,0,2016,5
277,1537,8,353,0,2016,5
278,8,0,129,0,2016,5
278,9,0,122,0,2016,5
278,1538,8,4956,1,2016,5
278,1539,11,4265,0,2016,5
278,1540,16,432,0,2016,5
279,8,0,1166,0,2016,5
279,9,0,548,0,2016,5
279,1541,2,13117,1,2016,5
279,1542,8,5170,0,2016,5
279,1543,8,3716,0,2016,5
280,8,0,1375,0,2016,5
280,9,0,686,0,2016,5
280,1544,6,23800,1,2016,5
280,1545,5,13079,0,2016,5
280,1546,10,10685,0,2016,5
280,1547,8,1872,0,2016,5
280,1548,8,1451,0,2016,5
281,8,0,257,0,2016,5
281,9,0,233,0,2016,5
281,1549,7,10404,1,2016,5
281,1550,10,7381,0,2016,5
281,1551,16,792,0,2016,5
282,8,0,318,0,2016,5
282,9,0,242,0,2016,5
282,1552,9,7668,1,2016,5
282,1553,8,3925,0,2016,5
282,1554,6,3466,0,2016,5
282,1555,8,334,0,2016,5
283,8,0,85,0,2016,5
283,9,0,72,0,2016,5
283,1556,8,3726,1,2016,5
283,1557,8,3017,0,2016,5
283,1558,7,595,0,2016,5
284,8,0,19,0,2016,5
284,9,0,18,0,2016,5
284,1559,13,1344,1,2016,5
284,1560,8,1158,0,2016,5
284,1561,8,403,0,2016,5
285,8,0,326,0,2016,5
285,9,0,207,0,2016,5
285,29,6,2075,0,2016,5
285,32,8,159,0,2016,5
285,1562,8,15611,1,2016,5
285,1563,8,3730,0,2016,5
285,1564,4,289,0,2016,5
286,8,0,400,0,2016,5
286,9,0,254,0,2016,5
286,1565,8,8393,1,2016,5
286,1566,7,8217,0,2016,5
286,1567,10,5492,0,2016,5
286,1568,8,1110,0,2016,5
286,1569,5,647,0,2016,5
287,8,0,3,0,2016,5
287,9,0,10,0,2016,5
287,1570,8,362,1,2016,5
287,1571,11,76,0,2016,5
287,1572,22,53,0,2016,5
287,1573,8,48,0,2016,5
288,8,0,160,0,2016,5
288,9,0,74,0,2016,5
288,1574,6,4280,1,2016,5
288,1575,2,3362,0,2016,5
289,8,0,301,0,2016,5
289,9,0,276,0,2016,5
289,286,4,434,0,2016,5
289,1576,9,7983,1,2016,5
289,1577,7,6753,0,2016,5
290,8,0,784,0,2016,5
290,9,0,328,0,2016,5
290,1578,8,14281,1,2016,5
290,1579,6,3030,0,2016,5
290,1580,8,1483,0,2016,5
291,8,0,241,0,2016,5
291,9,0,101,0,2016,5
291,1581,7,2934,1,2016,5
291,1582,10,2100,0,2016,5
291,1583,8,394,0,2016,5
291,1584,8,325,0,2016,5
291,1585,8,159,0,2016,5
292,8,0,67,0,2016,5
292,9,0,58,0,2016,5
292,1586,9,2626,1,2016,5
292,1587,8,1043,0,2016,5
293,8,0,662,0,2016,5
293,9,0,315,0,2016,5
293,1588,7,8780,1,2016,5
293,1589,10,8123,0,2016,5
293,1590,25,4965,0,2016,5
293,1591,8,3050,0,2016,5
293,1592,8,759,0,2016,5
294,8,0,80,0,2016,5
294,9,0,35,0,2016,5
294,1593,8,3605,1,2016,5
294,1594,8,2947,0,2016,5
294,1595,4,148,0,2016,5
295,8,0,83,0,2016,5
295,9,0,88,0,2016,5
295,1596,23,2595,1,2016,5
295,1597,9,2173,0,2016,5
295,1598,8,126,0,2016,5
295,1599,17,102,0,2016,5
296,8,0,41,0,2016,5
296,9,0,63,0,2016,5
296,1600,6,2623,1,2016,5
296,1601,9,909,0,2016,5
296,1602,8,595,0,2016,5
296,1603,8,169,0,2016,5
296,1604,12,141,0,2016,5
297,8,0,54,0,2016,5
297,9,0,48,0,2016,5
297,1605,8,1405,1,2016,5
297,1606,9,1060,0,2016,5
297,1607,8,373,0,2016,5
297,1608,8,64,0,2016,5
297,1609,12,17,0,2016,5
298,8,0,567,0,2016,5
298,9,0,255,0,2016,5
298,324,8,4859,0,2016,5
298,1610,8,6948,1,2016,5
298,1611,9,6704,0,2016,5
298,1612,8,3685,0,2016,5
298,1613,8,3360,0,2016,5
299,8,0,60,0,2016,5
299,9,0,57,0,2016,5
299,1614,9,3123,1,2016,5
299,1615,8,1039,0,2016,5
299,1616,6,422,0,2016,5
300,8,0,892,0,2016,5
300,9,0,461,0,2016,5
300,1617,10,15590,1,2016,5
300,1618,6,5386,0,2016,5
300,1619,8,1221,0,2016,5
301,8,0,28,0,2016,5
301,9,0,14,0,2016,5
301,1620,8,1066,1,2016,5
301,1621,8,812,0,2016,5
301,1622,7,767,0,2016,5
301,1623,9,346,0,2016,5
302,8,0,252,0,2016,5
302,9,0,187,0,2016,5
302,252,5,322,0,2016,5
302,1624,8,7469,1,2016,5
302,1625,6,6728,0,2016,5
302,1626,20,2506,0,2016,5
303,8,0,69,0,2016,5
303,9,0,71,0,2016,5
303,1627,9,4046,1,2016,5
303,1628,8,2428,0,2016,5
304,8,0,132,0,2016,5
304,9,0,129,0,2016,5
304,1629,8,7696,1,2016,5
304,1630,10,3948,0,2016,5
304,1631,8,780,0,2016,5
304,1632,8,256,0,2016,5
304,1633,8,171,0,2016,5
305,8,0,98,0,2016,5
305,9,0,71,0,2016,5
305,1634,9,4228,1,2016,5
305,1635,7,2201,0,2016,5
306,8,0,253,0,2016,5
306,9,0,296,0,2016,5
306,1636,11,4919,1,2016,5
307,8,0,2566,0,2016,5
307,9,0,1090,0,2016,5
307,140,5,2561,0,2016,5
307,584,12,1105,0,2016,5
307,585,4,2103,0,2016,5
307,1637,7,29860,1,2016,5
307,1638,11,23041,0,2016,5
307,1639,8,4021,0,2016,5
307,1640,28,1162,0,2016,5
308,8,0,56,0,2016,5
308,9,0,57,0,2016,5
308,1641,8,4099,1,2016,5
308,1642,9,1348,0,2016,5
309,8,0,24,0,2016,5
309,9,0,12,0,2016,5
309,1643,8,635,1,2016,5
309,1644,8,624,0,2016,5
309,1645,5,211,0,2016,5
310,8,0,580,0,2016,5
310,9,0,324,0,2016,5
310,1646,10,11855,1,2016,5
310,1647,6,4387,0,2016,5
310,1648,8,2174,0,2016,5
310,1649,8,1547,0,2016,5
311,8,0,1834,0,2016,5
311,9,0,827,0,2016,5
311,272,9,18340,0,2016,5
311,1650,7,24071,1,2016,5
311,1651,8,5812,0,2016,5
311,1652,8,5682,0,2016,5
312,8,0,1514,0,2016,5
312,9,0,553,0,2016,5
312,1653,6,13147,1,2016,5
312,1654,11,11980,0,2016,5
312,1655,8,6847,0,2016,5
312,1656,16,1352,0,2016,5
313,8,0,58,0,2016,5
313,9,0,29,0,2016,5
313,1657,2,2181,1,2016,5
313,1658,25,1580,0,2016,5
313,1659,8,992,0,2016,5
314,8,0,1922,0,2016,5
314,9,0,1016,0,2016,5
314,1660,7,33510,1,2016,5
314,1661,9,11279,0,2016,5
314,1662,8,7167,0,2016,5
314,1663,16,3764,0,2016,5
314,1664,5,1343,0,2016,5
315,8,0,198,0,2016,5
315,9,0,189,0,2016,5
315,1665,6,7073,1,2016,5
315,1666,10,2784,0,2016,5
315,1667,8,218,0,2016,5
315,1668,8,188,0,2016,5
316,8,0,109,0,2016,5
316,9,0,93,0,2016,5
316,1669,11,3547,1,2016,5
316,1670,8,2244,0,2016,5
316,1671,8,1315,0,2016,5
316,1672,8,284,0,2016,5
316,1673,8,249,0,2016,5
317,8,0,105,0,2016,5
317,9,0,60,0,2016,5
317,1674,8,2748,1,2016,5
317,1675,8,1690,0,2016,5
317,1676,8,1418,0,2016,5
317,1677,16,759,0,2016,5
317,1678,7,400,0,2016,5
318,8,0,108,0,2016,5
318,9,0,63,0,2016,5
